Time (s),Resistance (Ω),Stage
1,62994.65,Calibration
2,62864.77,Calibration
3,70610.23,Calibration
4,70136.98,Calibration
5,70294.11,Calibration
6,70136.98,Calibration
7,67851.71,Calibration
8,70136.98,Calibration
9,72560.48,Calibration
10,71736.52,Calibration
11,70136.98,Calibration
12,70136.98,Calibration
13,70136.98,Calibration
14,67556.82,Calibration
15,66829.27,Calibration
16,66115.24,Calibration
17,66685.4,Calibration
18,65137.61,Calibration
19,67556.82,Calibration
20,64862.89,Normal
21,66115.24,Normal
22,65414.37,Normal
23,66399.26,Normal
24,66256.98,Normal
25,64726.28,Normal
26,63255.82,Normal
27,63125,Normal
28,63518.85,Normal
29,61341.46,Normal
30,64050.63,Normal
31,62864.77,Normal
32,65137.61,Normal
33,64862.89,Normal
34,62095.07,Normal
35,66115.24,Normal
36,65414.37,Normal
37,65414.37,Normal
38,64726.28,Normal
39,63125,Normal
40,64319.42,Normal
41,65000,Normal
42,67118.65,Normal
43,65275.73,Normal
44,63518.85,Normal
45,64590.16,Normal
46,63916.97,Normal
47,63387.1,Normal
48,61341.46,Normal
49,61217.39,Normal
50,62095.07,Normal
51,63125,Normal
52,65693.16,Normal
53,65414.37,Normal
54,64862.89,Normal
55,61465.97,Normal
56,61217.39,Normal
57,62222.22,Normal
58,61465.97,Normal
59,63125,Normal
60,62864.77,Normal
61,62095.07,Normal
62,61716.29,Normal
63,61217.39,Normal
64,62095.07,Normal
65,62735.35,Normal
66,62735.35,Normal
67,62477.87,Normal
68,60360.82,Normal
69,61093.75,Normal
70,63125,Normal
71,61217.39,Normal
72,62735.35,Normal
73,61093.75,Normal
74,60360.82,Normal
75,62994.65,Normal
76,65414.37,Normal
77,65974.02,Normal
78,62222.22,Normal
79,61341.46,Normal
80,63125,Normal
81,61093.75,Normal
82,63916.97,Normal
83,66542.05,Normal
84,66685.4,Normal
85,63255.82,Normal
86,64862.89,Normal
87,62477.87,Normal
88,63783.79,Normal
89,60725.39,Normal
90,63125,Normal
91,61465.97,Normal
92,63387.1,Normal
93,62864.77,Normal
94,61842.1,Normal
95,61341.46,Normal
96,62735.35,Normal
97,62606.38,Normal
98,60000,Normal
99,61341.46,Normal
100,61341.46,Normal
101,64862.89,Normal
102,66829.27,Normal
103,67118.65,Normal
104,65000,Normal
105,64590.16,Normal
106,62994.65,Normal
107,60725.39,Normal
108,60481.93,Normal
109,61716.29,Normal
110,61217.39,Normal
111,64050.63,Normal
112,64726.28,Normal
113,61341.46,Normal
114,63125,Normal
115,62994.65,Normal
116,61341.46,Normal
117,60725.39,Normal
118,61590.91,Normal
119,59172.3,Normal
120,61341.46,Normal
121,60725.39,Normal
122,60970.54,Normal
123,60240.14,Normal
124,60970.54,Normal
125,59524.62,Normal
126,60240.14,Normal
127,61093.75,Normal
128,66115.24,Normal
129,70136.98,Normal
130,71411.53,Normal
131,70769.23,Normal
132,70610.23,Normal
133,70136.98,Normal
134,70610.23,Normal
135,72560.48,Normal
136,67703.98,Normal
137,71089.11,Normal
138,65553.51,Normal
139,70769.23,Normal
140,70769.23,Normal
141,73062.88,Normal
142,68148.86,Normal
143,66685.4,Normal
144,67264.15,Normal
145,65693.16,Normal
146,64590.16,Normal
147,65974.02,Normal
148,66685.4,Normal
149,70136.98,Normal
150,70769.23,Normal
151,70136.98,Normal
152,68148.86,Normal
153,67410.2,Normal
