df_hash,22ZHK4.LDJS1X
14.375,1134
14.400,1303
14.425,1401
14.450,1356
14.475,1219
14.500,1108
14.525,1087
14.550,1111
14.575,1094
14.600,1001
14.625,865
14.650,724
14.675,575
14.700,401
14.725,211
14.750,45
14.775,-74
14.800,-175
14.825,-300
14.850,-457
14.875,-625
14.900,-803
14.925,-1022
14.950,-1279
14.975,-1469
15.000,-1420
15.025,-1043
15.050,-446
15.075,127
15.100,487
15.125,634
15.150,711
15.175,836
15.200,984
15.225,1049
15.250,977
15.275,828
15.300,714
15.325,690
15.350,729
15.375,773
15.400,789
15.425,768
15.450,704
15.475,599
15.500,467
15.525,335
15.550,209
15.575,69
15.600,-96
15.625,-268
15.650,-412
15.675,-543
15.700,-714
15.725,-934
15.750,-1092
15.775,-1010
15.800,-601
15.825,15
15.850,586
15.875,923
15.900,1041
15.925,1089
15.950,1184
15.975,1302
16.000,1341
16.025,1256
16.050,1109
16.075,1000
16.100,967
16.125,974
16.150,956
16.175,884
16.200,765
16.225,619
16.250,461
16.275,302
16.300,140
16.325,-30
16.350,-211
16.375,-382
16.400,-518
16.425,-632
16.450,-779
16.475,-990
16.500,-1184
16.525,-1177
16.550,-831
16.575,-207
16.600,446
16.625,886
16.650,1058
16.675,1106
16.700,1189
16.725,1324
16.750,1402
16.775,1345
16.800,1202
16.825,1090
16.850,1065
16.875,1081
16.900,1061
16.925,984
16.950,879
16.975,765
17.000,624
17.025,448
17.050,262
17.075,100
17.100,-47
17.125,-219
17.150,-416
17.175,-588
17.200,-699
17.225,-796
17.250,-965
17.275,-1196
17.300,-1319
17.325,-1129
17.350,-593
17.375,85
17.400,623
17.425,886
17.450,961
17.475,1014
17.500,1107
17.525,1176
17.550,1145
17.575,1037
17.600,947
17.625,939
17.650,987
17.675,1019
17.700,992
17.725,910
17.750,796
17.775,667
17.800,532
17.825,396
17.850,251
17.875,85
17.900,-96
17.925,-260
17.950,-379
17.975,-486
18.000,-651
18.025,-875
18.050,-1025
18.075,-905
18.100,-446
18.125,194
18.150,738
18.175,1010
18.200,1061
18.225,1060
18.250,1102
18.275,1134
18.300,1067
18.325,913
18.350,784
18.375,764
18.400,819
18.425,846
18.450,788
18.475,675
18.500,555
18.525,437
18.550,293
18.575,122
18.600,-42
18.625,-177
18.650,-301
18.675,-439
18.700,-580
18.725,-695
18.750,-800
18.775,-955
18.800,-1159
18.825,-1275
18.850,-1099
18.875,-557
18.900,179
18.925,802
18.950,1114
18.975,1172
19.000,1179
19.025,1267
19.050,1383
19.075,1403
19.100,1295
19.125,1159
19.150,1103
19.175,1132
19.200,1162
19.225,1124
19.250,1027
19.275,914
19.300,796
19.325,644
19.350,451
19.375,254
19.400,84
19.425,-69
19.450,-246
19.475,-449
19.500,-635
19.525,-783
19.550,-937
19.575,-1145
19.600,-1344
19.625,-1347
19.650,-996
19.675,-342
19.700,352
19.725,816
19.750,982
19.775,1007
19.800,1074
19.825,1212
19.850,1305
19.875,1261
19.900,1124
19.925,1020
19.950,1013
19.975,1050
20.000,1048
20.025,983
20.050,892
20.075,799
20.100,679
20.125,510
20.150,321
20.175,165
20.200,45
20.225,-88
20.250,-265
20.275,-441
20.300,-558
20.325,-636
20.350,-773
20.375,-1003
20.400,-1185
20.425,-1088
20.450,-611
20.475,82
20.500,689
20.525,1016
20.550,1111
20.575,1154
20.600,1243
20.625,1327
20.650,1312
20.675,1201
20.700,1086
20.725,1041
20.750,1047
20.775,1036
20.800,977
20.825,889
20.850,789
20.875,663
20.900,499
20.925,318
20.950,151
20.975,-2
21.000,-171
21.025,-356
21.050,-515
21.075,-623
21.100,-729
21.125,-900
21.150,-1104
21.175,-1164
21.200,-905
21.225,-341
21.250,292
21.275,729
21.300,892
21.325,910
21.350,939
21.375,1000
21.400,1003
21.425,902
21.450,773
21.475,730
21.500,792
21.525,868
21.550,866
21.575,781
21.600,668
21.625,563
21.650,451
21.675,310
21.700,154
21.725,4
21.750,-144
21.775,-309
21.800,-474
21.825,-602
21.850,-690
21.875,-802
21.900,-976
21.925,-1119
21.950,-1030
21.975,-585
22.000,105
22.025,748
22.050,1111
22.075,1205
22.100,1226
22.125,1319
22.150,1449
22.175,1484
22.200,1375
22.225,1222
22.250,1153
22.275,1182
22.300,1219
22.325,1179
22.350,1066
22.375,935
22.400,809
22.425,661
22.450,478
22.475,287
22.500,121
22.525,-32
22.550,-209
22.575,-410
22.600,-588
22.625,-722
22.650,-863
22.675,-1079
22.700,-1327
22.725,-1420
22.750,-1173
22.775,-596
22.800,77
22.825,567
22.850,778
22.875,837
22.900,929
22.925,1102
22.950,1250
22.975,1260
23.000,1147
23.025,1035
23.050,1021
23.075,1081
23.100,1119
23.125,1072
23.150,964
23.175,846
23.200,731
23.225,594
23.250,423
23.275,248
23.300,100
23.325,-27
23.350,-177
23.375,-359
23.400,-533
23.425,-651
23.450,-740
23.475,-882
23.500,-1114
23.525,-1327
23.550,-1319
23.575,-959
23.600,-335
23.625,297
23.650,711
23.675,873
23.700,929
23.725,1029
23.750,1188
23.775,1301
23.800,1292
23.825,1205
23.850,1151
23.875,1188
23.900,1259
23.925,1269
23.950,1185
23.975,1052
24.000,928
24.025,813
24.050,671
24.075,491
24.100,314
24.125,175
24.150,58
24.175,-80
24.200,-245
24.225,-388
24.250,-472
24.275,-546
24.300,-699
24.325,-930
24.350,-1084
24.375,-961
24.400,-501
24.425,121
24.450,634
24.475,885
24.500,941
24.525,971
24.550,1059
24.575,1143
24.600,1125
24.625,1011
24.650,905
24.675,895
24.700,957
24.725,990
24.750,932
24.775,811
24.800,690
24.825,588
24.850,468
24.875,303
24.900,118
24.925,-48
24.950,-194
24.975,-353
25.000,-534
25.025,-701
25.050,-821
25.075,-927
25.100,-1095
25.125,-1328
25.150,-1491
25.175,-1383
25.200,-924
25.225,-251
25.250,367
25.275,745
25.300,899
25.325,986
25.350,1119
25.375,1278
25.400,1365
25.425,1344
25.450,1284
25.475,1280
25.500,1351
25.525,1424
25.550,1421
25.575,1336
25.600,1218
25.625,1104
25.650,978
25.675,811
25.700,611
25.725,419
25.750,255
25.775,91
25.800,-108
25.825,-328
25.850,-511
25.875,-632
25.900,-750
25.925,-946
25.950,-1200
25.975,-1350
26.000,-1202
26.025,-711
26.050,-53
26.075,498
26.100,783
26.125,850
26.150,869
26.175,956
26.200,1082
26.225,1144
26.250,1093
26.275,992
26.300,946
26.325,994
26.350,1081
26.375,1118
26.400,1066
26.425,959
26.450,847
26.475,747
26.500,632
26.525,481
26.550,309
26.575,150
26.600,21
26.625,-103
26.650,-258
26.675,-434
26.700,-586
26.725,-689
26.750,-790
26.775,-963
26.800,-1202
26.825,-1362
26.850,-1241
26.875,-760
26.900,-66
26.925,555
26.950,899
26.975,991
27.000,1011
27.025,1101
27.050,1237
27.075,1294
27.100,1213
27.125,1073
27.150,1004
27.175,1045
27.200,1119
27.225,1122
27.250,1036
27.275,918
27.300,814
27.325,710
27.350,567
27.375,390
27.400,225
27.425,99
27.450,-19
27.475,-169
27.500,-339
27.525,-472
27.550,-553
27.575,-647
27.600,-829
27.625,-1058
27.650,-1149
27.675,-918
27.700,-363
27.725,298
27.750,795
27.775,1009
27.800,1038
27.825,1050
27.850,1114
27.875,1158
27.900,1097
27.925,956
27.950,853
27.975,870
28.000,967
28.025,1024
28.050,970
28.075,844
28.100,725
28.125,639
28.150,539
28.175,381
28.200,190
28.225,27
28.250,-86
28.275,-200
28.300,-359
28.325,-543
28.350,-683
28.375,-763
28.400,-855
28.425,-1041
28.450,-1272
28.475,-1358
28.500,-1107
28.525,-519
28.550,187
28.575,735
28.600,997
28.625,1059
28.650,1093
28.675,1186
28.700,1287
28.725,1300
28.750,1209
28.775,1099
28.800,1067
28.825,1126
28.850,1199
28.875,1199
28.900,1107
28.925,974
28.950,854
28.975,746
29.000,610
29.025,426
29.050,227
29.075,62
29.100,-57
29.125,-174
29.150,-327
29.175,-498
29.200,-630
29.225,-707
29.250,-797
29.275,-980
29.300,-1223
29.325,-1348
29.350,-1150
29.375,-589
29.400,145
29.425,766
29.450,1103
29.475,1206
29.500,1250
29.525,1353
29.550,1486
29.575,1548
29.600,1492
29.625,1380
29.650,1313
29.675,1328
29.700,1365
29.725,1332
29.750,1185
29.775,968
29.800,764
29.825,624
29.850,528
29.875,421
29.900,267
29.925,86
29.950,-76
29.975,-200
30.000,-314
30.025,-453
30.050,-613
30.075,-753
30.100,-863
30.125,-999
30.150,-1216
30.175,-1464
30.200,-1558
30.225,-1309
30.250,-706
30.275,35
30.300,618
30.325,893
30.350,945
30.375,967
30.400,1061
30.425,1171
30.450,1187
30.475,1091
30.500,985
30.525,976
30.550,1065
30.575,1158
30.600,1169
30.625,1095
30.650,997
30.675,913
30.700,828
30.725,706
30.750,550
30.775,398
30.800,275
30.825,160
30.850,18
30.875,-143
30.900,-281
30.925,-369
30.950,-453
30.975,-611
31.000,-846
31.025,-1025
31.050,-962
31.075,-579
31.100,0
31.125,524
31.150,810
31.175,865
31.200,829
31.225,815
31.250,810
31.275,741
31.300,601
31.325,490
31.350,518
31.375,685
31.400,872
31.425,955
31.450,915
31.475,819
31.500,727
31.525,632
31.550,495
31.575,316
31.600,141
31.625,7
31.650,-98
31.675,-208
31.700,-322
31.725,-412
31.750,-488
31.775,-606
31.800,-801
31.825,-986
31.850,-972
31.875,-622
31.900,-10
31.925,611
31.950,1001
31.975,1119
32.000,1110
32.025,1132
32.050,1200
32.075,1216
32.100,1117
32.125,969
32.150,900
32.175,955
32.200,1057
32.225,1089
32.250,1014
32.275,886
32.300,767
32.325,658
32.350,521
32.375,345
32.400,170
32.425,29
32.450,-93
32.475,-237
32.500,-401
32.525,-538
32.550,-616
32.575,-688
32.600,-837
32.625,-1061
32.650,-1210
32.675,-1084
32.700,-608
32.725,67
32.750,669
32.775,1004
32.800,1086
32.825,1078
32.850,1118
32.875,1208
32.900,1252
32.925,1190
32.950,1067
32.975,993
33.000,1023
33.025,1109
33.050,1149
33.075,1091
33.100,968
33.125,844
33.150,739
33.175,620
33.200,456
33.225,271
33.250,118
33.275,8
33.300,-107
33.325,-279
33.350,-489
33.375,-665
33.400,-777
33.425,-890
33.450,-1094
33.475,-1360
33.500,-1499
33.525,-1294
33.550,-711
33.575,38
33.600,650
33.625,957
33.650,1029
33.675,1056
33.700,1156
33.725,1295
33.750,1362
33.775,1309
33.800,1195
33.825,1118
33.850,1123
33.875,1175
33.900,1204
33.925,1163
33.950,1058
33.975,922
34.000,786
34.025,654
34.050,509
34.075,344
34.100,174
34.125,22
34.150,-109
34.175,-246
34.200,-410
34.225,-584
34.250,-723
34.275,-818
34.300,-931
34.325,-1128
34.350,-1368
34.375,-1471
34.400,-1242
34.425,-651
34.450,92
34.475,693
34.500,984
34.525,1031
34.550,1027
34.575,1095
34.600,1205
34.625,1252
34.650,1189
34.675,1076
34.700,1013
34.725,1037
34.750,1106
34.775,1150
34.800,1132
34.825,1065
34.850,980
34.875,890
34.900,786
34.925,656
34.950,502
34.975,346
35.000,207
35.025,79
35.050,-62
35.075,-228
35.100,-394
35.125,-529
35.150,-648
35.175,-810
35.200,-1044
35.225,-1254
35.250,-1246
35.275,-875
35.300,-213
35.325,471
35.350,905
35.375,1022
35.400,978
35.425,964
35.450,1030
35.475,1079
35.500,1023
35.525,903
35.550,840
35.575,895
35.600,1002
35.625,1054
35.650,1007
35.675,901
35.700,786
35.725,663
35.750,509
35.775,337
35.800,182
35.825,55
35.850,-79
35.875,-249
35.900,-421
35.925,-540
35.950,-617
35.975,-737
36.000,-945
36.025,-1128
36.050,-1065
36.075,-629
36.100,58
36.125,699
36.150,1057
36.175,1137
36.200,1121
36.225,1155
36.250,1225
36.275,1224
36.300,1114
36.325,977
36.350,920
36.375,962
36.400,1024
36.425,1025
36.450,951
36.475,833
36.500,690
36.525,517
36.550,319
36.575,128
36.600,-35
36.625,-188
36.650,-357
36.675,-532
36.700,-677
36.725,-790
36.750,-929
36.775,-1134
36.800,-1320
36.825,-1291
36.850,-903
36.875,-231
36.900,451
36.925,887
36.950,1031
36.975,1042
37.000,1095
37.025,1212
37.050,1288
37.075,1243
37.100,1120
37.125,1031
37.150,1029
37.175,1068
37.200,1071
37.225,1008
37.250,905
37.275,787
37.300,648
37.325,483
37.350,306
37.375,142
37.400,-13
37.425,-188
37.450,-378
37.475,-544
37.500,-660
37.525,-770
37.550,-942
37.575,-1161
37.600,-1271
37.625,-1078
37.650,-541
37.675,149
37.700,707
37.725,975
37.750,1026
37.775,1053
37.800,1162
37.825,1292
37.850,1322
37.875,1226
37.900,1098
37.925,1046
37.950,1082
37.975,1126
38.000,1107
38.025,1024
38.050,919
38.075,809
38.100,672
38.125,494
38.150,299
38.175,128
38.200,-18
38.225,-176
38.250,-363
38.275,-541
38.300,-665
38.325,-756
38.350,-894
38.375,-1117
38.400,-1320
38.425,-1297
38.450,-920
38.475,-276
38.500,369
38.525,780
38.550,923
38.575,949
38.600,1014
38.625,1133
38.650,1206
38.675,1162
38.700,1050
38.725,982
38.750,1010
38.775,1079
38.800,1096
38.825,1030
38.850,926
38.875,829
38.900,731
38.925,596
38.950,423
38.975,254
39.000,120
39.025,1
39.050,-144
39.075,-311
39.100,-445
39.125,-525
39.150,-609
39.175,-778
39.200,-1000
39.225,-1100
39.250,-890
39.275,-362
39.300,269
39.325,735
39.350,927
39.375,949
39.400,967
39.425,1032
39.450,1065
39.475,997
39.500,876
39.525,817
39.550,875
39.575,979
39.600,1020
39.625,962
39.650,858
39.675,760
39.700,662
39.725,523
39.750,344
39.775,167
39.800,20
39.825,-124
39.850,-302
39.875,-495
39.900,-643
39.925,-732
39.950,-830
39.975,-1009
40.000,-1216
40.025,-1263
40.050,-981
40.075,-395
40.100,264
40.125,746
40.150,964
40.175,1030
40.200,1103
40.225,1232
40.250,1341
40.275,1346
40.300,1252
40.325,1153
40.350,1129
40.375,1174
40.400,1212
40.425,1180
40.450,1075
40.475,943
40.500,820
40.525,702
40.550,559
40.575,387
40.600,215
40.625,76
40.650,-35
40.675,-157
40.700,-311
40.725,-467
40.750,-579
40.775,-653
40.800,-765
40.825,-967
40.850,-1186
40.875,-1226
40.900,-930
40.925,-335
40.950,319
40.975,778
41.000,963
41.025,995
41.050,1043
41.075,1152
41.100,1241
41.125,1220
41.150,1106
41.175,994
41.200,960
41.225,994
41.250,1027
41.275,1009
41.300,934
41.325,825
41.350,705
41.375,584
41.400,463
41.425,338
41.450,202
41.475,58
41.500,-75
41.525,-188
41.550,-294
41.575,-420
41.600,-565
41.625,-694
41.650,-788
41.675,-887
41.700,-1058
41.725,-1283
41.750,-1404
41.775,-1220
41.800,-676
41.825,42
41.850,644
41.875,956
41.900,1042
41.925,1090
41.950,1212
41.975,1357
42.000,1413
42.025,1353
42.050,1254
42.075,1213
42.100,1246
42.125,1293
42.150,1294
42.175,1235
42.200,1136
42.225,1021
42.250,899
42.275,774
42.300,644
42.325,501
42.350,345
42.375,193
42.400,65
42.425,-39
42.450,-152
42.475,-293
42.500,-438
42.525,-547
42.550,-628
42.575,-758
42.600,-975
42.625,-1185
42.650,-1180
42.675,-821
42.700,-194
42.725,427
42.750,805
42.775,911
42.800,903
42.825,930
42.850,997
42.875,1009
42.900,920
42.925,796
42.950,746
42.975,796
43.000,877
43.025,899
43.050,835
43.075,727
43.100,622
43.125,530
43.150,429
43.175,303
43.200,157
43.225,19
43.250,-87
43.275,-156
43.300,-207
43.325,-272
43.350,-364
43.375,-460
43.400,-537
43.425,-614
43.450,-745
43.475,-928
43.500,-1045
43.525,-908
43.550,-433
43.575,250
43.600,862
43.625,1194
43.650,1262
43.675,1249
43.700,1301
43.725,1403
43.750,1440
43.775,1357
43.800,1226
43.825,1160
43.850,1192
43.875,1252
43.900,1262
43.925,1199
43.950,1097
43.975,980
44.000,847
44.025,693
44.050,532
44.075,378
44.100,230
44.125,74
44.150,-80
44.175,-218
44.200,-338
44.225,-469
44.250,-624
44.275,-776
44.300,-889
44.325,-988
44.350,-1145
44.375,-1372
44.400,-1528
44.425,-1388
44.450,-852
44.475,-79
44.500,609
44.525,984
44.550,1073
44.575,1082
44.600,1166
44.625,1305
44.650,1380
44.675,1333
44.700,1233
44.725,1180
44.750,1207
44.775,1261
44.800,1280
44.825,1245
44.850,1169
44.875,1061
44.900,923
44.925,769
44.950,622
44.975,483
45.000,332
45.025,160
45.050,-8
45.075,-143
45.100,-252
45.125,-381
45.150,-547
45.175,-711
45.200,-824
45.225,-911
45.250,-1056
45.275,-1285
45.300,-1461
45.325,-1357
45.350,-862
45.375,-120
45.400,560
45.425,946
45.450,1046
45.475,1043
45.500,1092
45.525,1195
45.550,1251
45.575,1200
45.600,1095
45.625,1037
45.650,1068
45.675,1143
45.700,1181
45.725,1142
45.750,1046
45.775,934
45.800,823
45.825,700
45.850,549
45.875,378
45.900,217
45.925,86
45.950,-28
45.975,-162
46.000,-323
46.025,-479
46.050,-588
46.075,-663
46.100,-779
46.125,-984
46.150,-1201
46.175,-1235
46.200,-923
46.225,-301
46.250,393
46.275,891
46.300,1093
46.325,1110
46.350,1118
46.375,1186
46.400,1252
46.425,1231
46.450,1130
46.475,1041
46.500,1037
46.525,1106
46.550,1166
46.575,1151
46.600,1058
46.625,931
46.650,807
46.675,692
46.700,566
46.725,415
46.750,248
46.775,88
46.800,-45
46.825,-168
46.850,-307
46.875,-470
46.900,-625
46.925,-738
46.950,-829
46.975,-972
47.000,-1201
47.025,-1419
47.050,-1415
47.075,-1037
47.100,-350
47.125,370
47.150,850
47.175,1015
47.200,1014
47.225,1039
47.250,1149
47.275,1257
47.300,1265
47.325,1182
47.350,1101
47.375,1096
47.400,1153
47.425,1204
47.450,1201
47.475,1139
47.500,1039
47.525,915
47.550,776
47.575,633
47.600,488
47.625,339
47.650,180
47.675,24
47.700,-111
47.725,-233
47.750,-366
47.775,-521
47.800,-672
47.825,-789
47.850,-895
47.875,-1056
47.900,-1284
47.925,-1446
47.950,-1330
47.975,-834
48.000,-94
48.025,583
48.050,968
48.075,1068
48.100,1076
48.125,1155
48.150,1296
48.175,1381
48.200,1340
48.225,1233
48.250,1169
48.275,1190
48.300,1247
48.325,1266
48.350,1226
48.375,1146
48.400,1043
48.425,916
48.450,765
48.475,610
48.500,468
48.525,330
48.550,178
48.575,18
48.600,-119
48.625,-227
48.650,-334
48.675,-473
48.700,-630
48.725,-758
48.750,-848
48.775,-966
48.800,-1165
48.825,-1369
48.850,-1371
48.875,-999
48.900,-306
48.925,433
48.950,934
48.975,1118
49.000,1138
49.025,1186
49.050,1310
49.075,1414
49.100,1403
49.125,1303
49.150,1216
49.175,1205
49.200,1240
49.225,1250
49.250,1206
49.275,1125
49.300,1026
49.325,902
49.350,747
49.375,581
49.400,429
49.425,291
49.450,144
49.475,-18
49.500,-169
49.525,-283
49.550,-381
49.575,-509
49.600,-669
49.625,-810
49.650,-894
49.675,-970
49.700,-1123
49.725,-1341
49.750,-1447
49.775,-1223
49.800,-627
49.825,127
49.850,726
49.875,1009
49.900,1063
49.925,1089
49.950,1190
49.975,1308
50.000,1336
50.025,1261
50.050,1170
50.075,1146
50.100,1189
50.125,1235
50.150,1234
50.175,1180
50.200,1088
50.225,969
50.250,829
50.275,685
50.300,547
50.325,411
50.350,260
50.375,102
50.400,-38
50.425,-148
50.450,-258
50.475,-398
50.500,-559
50.525,-690
50.550,-779
50.575,-889
50.600,-1084
50.625,-1305
50.650,-1354
50.675,-1048
50.700,-410
50.725,305
50.750,815
50.775,1019
50.800,1039
50.825,1061
50.850,1150
50.875,1234
50.900,1227
50.925,1141
50.950,1062
50.975,1054
51.000,1104
51.025,1149
51.050,1143
51.075,1082
51.100,987
51.125,877
51.150,760
51.175,638
51.200,507
51.225,363
51.250,218
51.275,91
51.300,-11
51.325,-113
51.350,-237
51.375,-375
51.400,-486
51.425,-555
51.450,-634
51.475,-795
51.500,-1012
51.525,-1122
51.550,-937
51.575,-418
51.600,247
51.625,784
51.650,1040
51.675,1073
51.700,1051
51.725,1073
51.750,1107
51.775,1079
51.800,984
51.825,904
51.850,912
51.875,994
51.900,1063
51.925,1049
51.950,954
51.975,831
52.000,724
52.025,625
52.050,500
52.075,338
52.100,167
52.125,25
52.150,-83
52.175,-196
52.200,-343
52.225,-509
52.250,-643
52.275,-725
52.300,-807
52.325,-967
52.350,-1201
52.375,-1358
52.400,-1235
52.425,-753
52.450,-58
52.475,571
52.500,932
52.525,1034
52.550,1037
52.575,1081
52.600,1172
52.625,1226
52.650,1194
52.675,1117
52.700,1080
52.725,1118
52.750,1188
52.775,1219
52.800,1174
52.825,1071
52.850,949
52.875,830
52.900,710
52.925,573
52.950,413
52.975,245
53.000,96
53.025,-28
53.050,-148
53.075,-294
53.100,-461
53.125,-609
53.150,-709
53.175,-798
53.200,-950
53.225,-1173
53.250,-1341
53.275,-1248
53.300,-794
53.325,-96
53.350,567
53.375,972
53.400,1102
53.425,1116
53.450,1173
53.475,1293
53.500,1383
53.525,1363
53.550,1262
53.575,1177
53.600,1177
53.625,1238
53.650,1279
53.675,1242
53.700,1133
53.725,998
53.750,869
53.775,740
53.800,588
53.825,411
53.850,235
53.875,89
53.900,-35
53.925,-173
53.950,-344
53.975,-519
54.000,-654
54.025,-756
54.050,-892
54.075,-1114
54.100,-1351
54.125,-1412
54.150,-1132
54.175,-534
54.200,151
54.225,656
54.250,874
54.275,907
54.300,933
54.325,1030
54.350,1141
54.375,1172
54.400,1108
54.425,1019
54.450,987
54.475,1022
54.500,1068
54.525,1063
54.550,990
54.575,875
54.600,758
54.625,650
54.650,539
54.675,403
54.700,246
54.725,96
54.750,-17
54.775,-101
54.800,-192
54.825,-314
54.850,-442
54.875,-533
54.900,-590
54.925,-680
54.950,-860
54.975,-1060
55.000,-1094
55.025,-798
55.050,-202
55.075,458
55.100,924
55.125,1102
55.150,1107
55.175,1105
55.200,1156
55.225,1193
55.250,1145
55.275,1037
55.300,966
55.325,992
55.350,1074
55.375,1120
55.400,1072
55.425,953
55.450,824
55.475,716
55.500,614
55.525,487
55.550,327
55.575,164
55.600,27
55.625,-82
55.650,-196
55.675,-342
55.700,-502
55.725,-632
55.750,-714
55.775,-798
55.800,-957
55.825,-1181
55.850,-1323
55.875,-1185
55.900,-694
55.925,1
55.950,620
55.975,966
56.000,1059
56.025,1072
56.050,1140
56.075,1256
56.100,1318
56.125,1276
56.150,1181
56.175,1127
56.200,1149
56.225,1203
56.250,1220
56.275,1174
56.300,1077
56.325,957
