df_hash,22ZHK4.LDJS1X
294.648,0.860
295.672,0.860
296.455,0.860
297.285,0.880
298.259,0.900
299.237,0.900
300.010,0.900
300.700,0.900
301.571,0.900
303.282,0.900
304.062,0.900
305.035,0.890
305.766,0.870
306.689,0.860
307.570,0.860
308.251,0.860
309.079,0.850
310.007,0.840
311.811,0.860
312.539,0.890
313.228,0.870
314.062,0.860
315.074,0.860
315.757,0.840
316.829,0.810
318.639,0.810
319.371,0.810
320.191,0.810
321.019,0.840
322.140,0.840
322.934,0.840
323.659,0.870
324.533,0.870
325.458,0.890
326.333,0.900
327.122,0.900
328.136,0.910
328.935,0.920
329.941,0.920
330.869,0.920
331.845,0.920
332.530,0.920
334.084,0.920
335.759,0.920
336.817,0.930
337.548,0.920
338.624,0.920
339.252,0.920
340.087,0.920
340.924,0.920
341.790,0.910
342.569,0.910
343.642,0.910
344.227,0.910
345.105,0.910
345.983,0.910
346.811,0.890
347.405,0.880
348.276,0.870
349.108,0.860
350.035,0.860
350.760,0.860
351.540,0.840
352.268,0.820
353.003,0.810
353.831,0.800
354.758,0.800
355.592,0.800
356.318,0.790
357.195,0.790
358.121,0.790
358.767,0.790
359.879,0.780
360.607,0.780
361.533,0.780
362.366,0.790
363.145,0.800
364.081,0.800
364.800,0.810
365.628,0.820
366.418,0.820
367.725,0.820
368.269,0.830
369.091,0.850
370.065,0.850
370.744,0.850
371.576,0.860
372.307,0.860
373.184,0.860
373.962,0.880
374.794,0.900
375.864,0.900
376.597,0.900
377.523,0.910
378.255,0.910
379.132,0.920
380.156,0.920
380.986,0.920
382.740,0.920
383.666,0.920
384.397,0.920
385.470,0.910
385.767,0.900
387.960,0.900
390.491,0.900
391.032,0.910
392.006,0.910
392.881,0.930
393.904,0.960
394.687,0.970
395.704,0.970
396.491,0.980
397.414,0.990
398.391,0.990
399.214,0.990
399.954,0.990
401.021,0.990
401.756,1.000
402.582,1.020
403.459,1.020
404.240,1.020
405.211,1.020
406.775,1.020
408.582,1.020
409.650,1.020
410.381,1.020
411.209,1.020
412.078,1.020
412.871,1.000
413.550,0.990
414.379,0.980
415.257,0.980
416.085,0.970
417.155,0.970
417.212,0.970
419.010,0.950
421.013,0.940
421.640,0.910
422.843,0.870
423.590,0.850
424.275,0.850
425.491,0.850
426.184,0.840
426.728,0.810
427.594,0.790
428.224,0.740
429.101,0.740
429.638,0.700
430.317,0.700
431.100,0.690
438.215,0.680
439.778,0.680
441.338,0.680
442.167,0.680
444.211,0.680
444.919,0.680
446.018,0.690
446.607,0.700
447.436,0.700
448.405,0.710
449.923,0.750
451.039,0.790
451.965,0.810
452.843,0.830
453.824,0.840
454.646,0.850
456.314,0.860
457.329,0.860
458.501,0.860
459.088,0.870
460.206,0.880
460.935,0.900
462.054,0.910
462.837,0.910
465.617,0.910
466.736,0.910
467.281,0.930
468.345,0.950
469.320,0.960
470.097,0.970
471.075,0.970
471.904,1.000
472.782,0.970
473.805,0.970
474.926,0.980
475.614,1.010
476.730,1.020
477.297,1.020
478.534,1.000
479.314,1.020
480.195,1.020
481.069,1.020
481.995,1.020
482.873,1.010
483.799,1.010
484.723,1.010
485.606,1.010
486.337,1.000
487.407,0.990
488.138,0.990
489.165,0.990
489.946,0.990
490.914,0.990
491.794,0.990
492.818,0.990
493.500,0.980
494.232,0.980
495.109,0.990
501.056,0.980
501.937,0.970
502.573,0.970
503.735,0.960
505.249,0.960
507.005,0.940
511.733,0.940
512.661,0.940
513.442,0.930
514.265,0.930
514.909,0.920
515.925,0.920
516.565,0.920
517.393,0.910
518.214,0.910
518.948,0.900
