df_hash,22ZHK4.LDJS1X
295.675,0.635
296.458,0.635
297.288,0.638
298.271,0.640
299.244,0.640
300.015,0.640
300.703,0.640
301.619,0.641
303.307,0.643
304.068,0.644
305.040,0.644
305.769,0.649
306.693,0.654
307.574,0.654
308.267,0.654
309.095,0.655
310.012,0.655
311.814,0.656
312.543,0.658
313.268,0.660
314.099,0.660
315.081,0.660
315.762,0.660
316.835,0.660
318.645,0.660
319.375,0.656
320.194,0.656
321.023,0.653
322.144,0.652
322.937,0.649
323.663,0.649
324.541,0.645
325.463,0.645
326.337,0.641
327.164,0.641
328.140,0.639
328.968,0.639
329.944,0.638
330.873,0.637
331.849,0.637
332.541,0.637
334.095,0.637
335.767,0.637
336.821,0.637
337.554,0.638
338.629,0.639
339.256,0.639
340.120,0.640
340.931,0.641
341.794,0.643
342.577,0.641
343.645,0.641
344.237,0.639
345.108,0.639
345.991,0.639
346.815,0.639
347.542,0.639
348.281,0.641
349.117,0.643
350.040,0.643
350.765,0.643
351.543,0.643
352.274,0.643
353.006,0.641
353.836,0.641
354.769,0.639
355.595,0.637
356.322,0.636
357.199,0.636
358.127,0.636
358.772,0.636
359.883,0.637
360.614,0.641
361.539,0.644
362.369,0.644
363.149,0.645
364.091,0.644
364.804,0.641
365.632,0.639
366.422,0.639
367.729,0.638
368.281,0.638
369.095,0.638
370.068,0.638
370.748,0.636
371.579,0.636
372.311,0.636
373.191,0.638
373.965,0.638
374.797,0.636
375.869,0.636
376.602,0.635
377.528,0.634
378.267,0.632
379.138,0.631
380.162,0.630
380.997,0.629
382.745,0.629
383.673,0.626
384.403,0.625
385.476,0.625
385.798,0.626
387.969,0.628
390.498,0.630
391.035,0.631
392.009,0.631
392.884,0.636
393.907,0.631
394.693,0.631
395.708,0.631
396.505,0.630
397.420,0.630
398.399,0.630
399.221,0.630
399.959,0.630
401.025,0.630
401.760,0.630
402.585,0.630
403.462,0.631
404.244,0.632
405.215,0.632
406.779,0.636
408.821,0.636
409.653,0.632
410.385,0.631
411.214,0.631
412.183,0.630
412.875,0.631
413.553,0.630
414.473,0.631
415.260,0.631
416.088,0.634
417.159,0.637
417.215,0.634
419.014,0.634
421.016,0.637
421.644,0.637
422.858,0.637
423.598,0.637
424.278,0.637
425.495,0.637
426.225,0.633
426.731,0.633
427.597,0.633
428.229,0.633
429.107,0.627
429.653,0.621
430.321,0.621
431.103,0.621
438.219,0.616
439.781,0.620
441.341,0.620
442.170,0.612
444.215,0.607
444.926,0.610
446.021,0.610
446.613,0.610
447.442,0.608
448.414,0.604
449.966,0.600
451.043,0.600
451.969,0.599
452.846,0.599
453.829,0.596
454.653,0.596
456.320,0.597
457.339,0.599
458.504,0.597
459.093,0.597
460.240,0.595
460.939,0.595
462.057,0.593
462.840,0.595
465.621,0.597
466.741,0.595
467.289,0.594
468.349,0.593
469.327,0.593
470.103,0.593
471.081,0.594
471.909,0.593
472.788,0.593
473.809,0.593
474.930,0.593
475.633,0.594
476.734,0.593
477.313,0.592
478.537,0.592
479.319,0.593
480.201,0.594
481.075,0.593
482.006,0.593
482.876,0.593
483.805,0.593
484.729,0.595
485.613,0.594
486.341,0.595
487.412,0.595
488.143,0.596
489.170,0.596
489.951,0.597
490.923,0.598
491.798,0.597
492.821,0.598
493.504,0.600
494.236,0.603
495.114,0.603
501.060,0.604
501.971,0.605
502.583,0.606
503.739,0.607
505.253,0.606
507.009,0.607
511.736,0.607
512.667,0.607
513.488,0.607
514.269,0.607
514.999,0.609
515.931,0.611
516.569,0.611
517.443,0.609
518.217,0.609
518.953,0.609
