df_hash,22ZHK4.LDJS1X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.K7SC
person_label,V9
date_time_start,2025-05-22_11-15-08.285000_+03
date_time_start_unix,1747901708.285
date_time_end,2025-05-22_11-23-57.022000_+03
length_difference_noticed,no

time,omega
24.773,0.605
25.455,0.601
26.281,0.605
27.262,0.609
28.090,0.616
29.011,0.623
29.166,0.616
31.301,0.615
32.232,0.619
33.058,0.623
33.777,0.619
34.615,0.619
35.297,0.619
36.126,0.620
36.962,0.620
38.045,0.623
38.709,0.622
39.498,0.622
40.321,0.619
41.253,0.622
42.177,0.623
43.246,0.624
44.026,0.624
44.806,0.626
45.584,0.626
46.606,0.625
47.438,0.626
48.369,0.626
49.245,0.626
50.025,0.626
51.095,0.628
51.677,0.628
52.917,0.630
53.728,0.630
54.562,0.633
55.288,0.636
56.110,0.636
57.092,0.637
57.822,0.638
58.899,0.638
59.577,0.638
60.313,0.638
61.138,0.640
62.018,0.643
62.797,0.645
63.479,0.647
64.408,0.649
65.234,0.649
66.160,0.651
67.085,0.651
67.866,0.651
68.601,0.652
69.470,0.652
70.297,0.653
71.277,0.652
72.104,0.654
73.082,0.652
73.766,0.653
74.836,0.655
75.422,0.653
76.301,0.653
77.176,0.653
78.104,0.653
78.736,0.653
79.713,0.652
80.400,0.651
81.269,0.651
82.055,0.652
82.930,0.653
84.003,0.654
84.684,0.654
85.366,0.653
86.143,0.653
86.972,0.653
87.771,0.653
88.637,0.653
89.757,0.653
90.296,0.653
91.071,0.652
91.795,0.653
92.876,0.653
93.556,0.655
94.189,0.657
95.019,0.658
96.092,0.659
96.828,0.661
97.698,0.662
98.659,0.662
99.502,0.663
100.284,0.664
101.260,0.664
102.091,0.666
103.069,0.664
103.892,0.666
104.814,0.666
105.518,0.666
106.254,0.666
107.116,0.666
108.135,0.666
108.769,0.666
109.598,0.666
110.579,0.666
111.403,0.666
112.228,0.666
113.059,0.669
114.087,0.667
114.708,0.665
115.600,0.665
116.618,0.665
117.249,0.663
118.078,0.663
119.146,0.663
119.734,0.664
120.518,0.664
121.250,0.664
122.126,0.663
122.947,0.663
123.816,0.662
124.467,0.662
125.301,0.661
126.164,0.660
126.863,0.657
127.641,0.656
128.366,0.655
129.195,0.654
130.179,0.654
130.858,0.654
131.536,0.654
132.515,0.654
133.237,0.653
134.072,0.653
134.896,0.652
135.874,0.651
136.411,0.649
137.287,0.647
138.258,0.645
138.790,0.647
139.479,0.645
140.404,0.642
141.283,0.643
141.913,0.643
143.231,0.640
144.061,0.638
145.188,0.637
146.555,0.638
147.230,0.638
148.888,0.638
149.519,0.638
150.258,0.638
151.082,0.640
151.767,0.640
152.597,0.639
153.428,0.639
154.249,0.641
154.886,0.642
155.719,0.643
156.642,0.642
157.471,0.643
158.153,0.643
158.931,0.642
160.004,0.642
160.688,0.642
161.419,0.642
162.096,0.643
163.172,0.643
163.806,0.643
164.778,0.643
165.558,0.643
166.292,0.643
167.124,0.643
168.220,0.643
168.876,0.643
169.612,0.643
170.293,0.642
171.220,0.643
172.096,0.642
172.777,0.643
173.362,0.643
174.190,0.643
174.966,0.643
175.702,0.643
177.226,0.643
178.089,0.643
178.950,0.643
180.475,0.643
181.261,0.643
182.137,0.643
183.170,0.643
183.891,0.643
184.665,0.643
185.597,0.643
187.252,0.643
188.228,0.645
189.107,0.647
189.888,0.648
190.963,0.649
191.642,0.648
192.373,0.649
193.109,0.648
194.131,0.648
194.856,0.648
195.591,0.649
196.520,0.649
197.100,0.649
198.025,0.649
199.832,0.648
200.469,0.647
201.295,0.647
202.169,0.647
203.050,0.647
203.976,0.648
204.761,0.647
205.484,0.645
206.269,0.643
207.197,0.642
207.929,0.642
208.830,0.641
209.485,0.640
210.420,0.639
211.140,0.639
211.922,0.641
212.665,0.641
213.729,0.641
214.211,0.643
215.042,0.646
215.874,0.648
216.557,0.648
217.393,0.648
219.040,0.648
220.061,0.648
220.844,0.646
221.581,0.648
222.501,0.648
223.230,0.649
224.058,0.652
224.747,0.649
225.669,0.652
226.419,0.656
227.181,0.656
227.973,0.658
228.936,0.653
229.574,0.649
230.450,0.648
231.270,0.643
232.106,0.636
233.132,0.636
233.665,0.636
234.461,0.634
235.323,0.634
236.149,0.634
237.026,0.634
237.809,0.630
238.826,0.634
239.612,0.630
240.412,0.630
241.420,0.634
242.148,0.634
243.020,0.630
243.854,0.630
244.639,0.630
245.566,0.628
247.297,0.625
248.092,0.625
248.921,0.628
249.847,0.628
250.630,0.625
251.618,0.624
252.294,0.624
253.119,0.625
254.189,0.623
254.932,0.623
255.831,0.623
256.677,0.620
257.263,0.618
261.989,0.617
262.911,0.617
263.598,0.617
264.233,0.618
265.063,0.619
265.888,0.619
266.720,0.619
267.649,0.625
268.567,0.633
269.452,0.635
270.179,0.642
271.213,0.647
271.896,0.647
272.717,0.647
273.399,0.647
274.087,0.647
274.810,0.647
275.492,0.647
276.175,0.647
277.004,0.647
277.878,0.648
278.707,0.648
279.505,0.648
280.221,0.647
281.767,0.644
282.559,0.644
283.112,0.640
283.889,0.640
284.656,0.639
286.459,0.635
287.239,0.630
287.980,0.630
288.706,0.630
289.729,0.630
290.416,0.630
291.194,0.630
292.120,0.630
292.948,0.630
293.674,0.632
294.652,0.635
