df_hash,22ZHK4.DKUMNH
130.027,1.042
130.058,1.046
130.088,1.041
130.118,1.039
130.147,1.045
130.177,1.046
130.207,1.041
130.238,1.043
130.268,1.046
130.298,1.040
130.327,1.041
130.357,1.044
130.387,1.041
130.418,1.038
130.448,1.042
130.478,1.050
130.508,1.038
130.537,1.040
130.567,1.038
130.597,1.041
130.628,1.041
130.658,1.043
130.688,1.044
130.717,1.049
130.747,1.041
130.777,1.037
130.808,1.045
130.838,1.041
130.868,1.044
130.897,1.046
130.927,1.041
130.957,1.042
130.988,1.044
131.018,1.038
131.048,1.042
131.077,1.045
131.107,1.036
131.137,1.048
131.168,1.043
131.198,1.040
131.228,1.043
131.258,1.043
131.287,1.041
131.317,1.045
131.347,1.034
131.378,1.042
131.408,1.041
131.438,1.043
131.467,1.042
131.497,1.043
131.527,1.041
131.558,1.041
131.588,1.048
131.618,1.045
131.647,1.039
131.677,1.042
131.707,1.049
131.738,1.043
131.768,1.042
131.798,1.046
131.827,1.044
131.857,1.043
131.887,1.039
131.918,1.043
131.948,1.044
131.978,1.044
132.008,1.042
132.037,1.046
132.067,1.043
132.097,1.044
132.128,1.041
132.158,1.043
132.188,1.043
132.217,1.041
132.247,1.045
132.277,1.038
132.308,1.038
132.338,1.046
132.368,1.045
132.397,1.040
132.427,1.040
132.457,1.044
132.488,1.049
132.518,1.041
132.548,1.036
132.577,1.043
132.607,1.047
132.637,1.036
132.668,1.041
132.698,1.040
132.728,1.047
132.758,1.043
132.787,1.042
132.817,1.047
132.847,1.042
132.878,1.039
132.908,1.044
132.938,1.050
132.967,1.043
132.997,1.040
133.027,1.041
133.058,1.043
133.088,1.038
133.118,1.040
133.147,1.045
133.177,1.042
133.207,1.042
133.238,1.042
133.268,1.041
133.298,1.042
133.327,1.043
133.357,1.040
133.387,1.048
133.418,1.042
133.448,1.038
133.478,1.045
133.508,1.043
133.537,1.045
133.567,1.046
133.597,1.040
133.628,1.042
133.658,1.044
133.688,1.042
133.717,1.042
133.747,1.040
133.777,1.041
133.808,1.042
133.838,1.048
133.868,1.039
133.897,1.038
133.927,1.042
133.957,1.041
133.988,1.038
134.018,1.048
134.048,1.043
134.077,1.047
134.107,1.043
134.137,1.040
134.168,1.043
134.198,1.040
134.228,1.042
134.258,1.046
134.287,1.043
134.317,1.039
134.347,1.042
134.378,1.044
134.408,1.044
134.438,1.043
134.467,1.040
134.497,1.043
134.527,1.048
134.558,1.039
134.588,1.039
134.618,1.043
134.647,1.040
134.677,1.041
134.707,1.045
134.738,1.040
134.768,1.047
134.798,1.044
134.827,1.036
134.857,1.047
134.887,1.041
134.918,1.039
134.948,1.047
134.978,1.043
135.008,1.040
135.037,1.040
135.067,1.048
135.097,1.045
135.128,1.044
135.158,1.040
135.188,1.038
135.217,1.048
135.247,1.051
135.277,1.034
135.308,1.037
135.338,1.043
135.368,1.042
135.397,1.042
135.427,1.038
135.457,1.044
135.488,1.043
135.518,1.036
135.548,1.039
135.577,1.048
135.607,1.043
135.637,1.040
135.668,1.041
135.698,1.042
135.728,1.039
135.758,1.041
135.787,1.041
135.817,1.038
135.847,1.043
135.878,1.041
135.908,1.047
135.938,1.043
135.967,1.042
135.997,1.046
136.027,1.042
136.058,1.039
136.088,1.049
136.118,1.037
136.147,1.050
136.177,1.043
136.207,1.035
136.238,1.048
136.268,1.048
136.298,1.038
136.327,1.041
136.357,1.043
136.387,1.041
136.418,1.040
136.448,1.046
136.478,1.044
136.508,1.043
136.537,1.049
136.567,1.038
136.597,1.041
136.628,1.046
136.658,1.045
136.688,1.039
136.717,1.039
136.747,1.043
136.777,1.050
136.808,1.039
136.838,1.046
136.868,1.043
136.897,1.044
136.927,1.045
136.957,1.043
136.988,1.045
137.018,1.046
137.048,1.042
137.077,1.045
137.107,1.043
137.137,1.042
137.168,1.049
137.198,1.043
137.228,1.037
137.258,1.052
137.287,1.044
137.317,1.040
137.347,1.043
137.378,1.043
137.408,1.045
137.438,1.046
137.467,1.038
137.497,1.044
137.527,1.043
137.558,1.041
137.588,1.041
137.618,1.044
137.647,1.040
137.677,1.046
137.707,1.043
137.738,1.040
137.768,1.042
137.798,1.044
137.827,1.041
137.857,1.046
137.887,1.039
137.918,1.040
137.948,1.041
137.978,1.052
138.008,1.040
138.037,1.035
138.067,1.042
138.097,1.044
138.128,1.039
138.158,1.042
138.188,1.044
138.217,1.046
138.247,1.042
138.277,1.040
138.308,1.043
138.338,1.044
138.368,1.043
138.397,1.048
138.427,1.045
138.457,1.042
138.488,1.040
138.518,1.047
138.548,1.044
138.577,1.042
138.607,1.045
138.637,1.043
138.668,1.050
138.698,1.038
138.728,1.035
138.758,1.036
138.787,1.047
138.817,1.034
138.847,1.033
138.878,1.045
138.908,1.052
138.938,1.041
138.967,1.038
138.997,1.045
139.027,1.045
139.058,1.036
139.088,1.045
139.118,1.041
139.147,1.049
139.177,1.049
139.207,1.042
139.238,1.041
139.268,1.046
139.298,1.043
139.327,1.050
139.357,1.044
139.387,1.031
139.418,1.041
139.448,1.038
139.478,1.043
139.508,1.047
139.537,1.033
139.567,1.039
139.597,1.042
139.628,1.044
139.658,1.055
139.688,1.036
139.717,1.042
139.747,1.039
139.777,1.042
139.808,1.038
139.838,1.043
139.868,1.035
139.897,1.043
139.927,1.041
139.957,1.052
139.988,1.047
140.018,1.036
140.048,1.037
140.077,1.041
140.107,1.043
140.137,1.044
140.168,1.042
140.198,1.044
140.228,1.041
140.258,1.047
140.287,1.043
140.317,1.043
140.347,1.047
140.378,1.045
140.408,1.046
140.438,1.038
140.467,1.046
140.497,1.043
140.527,1.054
140.558,1.054
140.588,1.045
140.618,1.042
140.647,1.037
140.677,1.061
140.707,1.041
140.738,1.052
140.768,1.037
140.798,1.045
140.827,1.051
140.857,1.037
140.887,1.049
140.918,1.041
140.948,1.051
140.978,1.048
141.008,1.036
141.037,1.045
141.067,1.042
141.097,1.045
141.128,1.043
141.158,1.035
141.188,1.040
141.217,1.041
141.247,1.046
141.277,1.044
141.308,1.044
141.338,1.039
141.368,1.050
141.397,1.038
141.427,1.041
141.457,1.054
141.488,1.036
141.518,1.042
141.548,1.058
141.577,1.027
141.607,1.029
141.637,1.056
141.668,1.043
141.698,1.030
141.728,1.048
141.758,1.050
141.787,1.051
141.817,1.060
141.847,1.038
141.878,1.039
141.908,1.047
141.938,1.056
141.967,1.028
141.997,1.031
142.027,1.052
142.058,1.051
142.088,1.041
142.118,1.041
142.147,1.053
142.177,1.058
142.207,1.029
142.238,1.028
142.268,1.061
142.298,1.047
142.327,1.032
142.357,1.050
142.387,1.062
142.418,1.005
142.448,1.052
142.478,1.057
142.508,1.058
142.537,1.051
142.567,1.015
142.597,1.056
142.628,1.057
142.658,1.051
142.688,1.034
142.717,1.039
142.747,1.034
142.777,1.045
142.808,1.054
142.838,1.043
142.868,1.040
142.897,1.045
142.927,1.044
142.957,1.042
142.988,1.044
143.018,1.041
143.048,1.044
143.077,1.043
143.107,1.041
143.137,1.040
143.168,1.040
143.198,1.046
143.228,1.052
143.258,1.048
143.287,1.033
143.317,1.045
143.347,1.049
143.377,1.042
143.407,1.044
143.437,1.044
143.468,1.045
143.498,1.047
143.528,1.041
143.558,1.041
143.588,1.053
143.618,1.046
143.647,1.043
143.677,1.046
143.707,1.044
143.737,1.045
143.767,1.044
143.797,1.043
143.828,1.042
143.858,1.039
143.888,1.049
143.918,1.045
143.948,1.047
143.978,1.050
144.008,1.037
144.037,1.048
144.067,1.049
144.097,1.041
144.127,1.040
144.157,1.044
144.187,1.039
144.218,1.047
144.248,1.043
144.278,1.049
144.308,1.044
144.338,1.042
144.368,1.047
144.397,1.046
144.427,1.043
144.457,1.048
144.487,1.046
144.517,1.044
144.547,1.046
144.578,1.040
144.608,1.042
144.638,1.045
144.668,1.040
144.698,1.044
144.728,1.049
144.758,1.041
144.787,1.042
144.817,1.046
144.847,1.046
144.877,1.047
144.907,1.045
144.937,1.045
144.968,1.042
144.998,1.041
145.028,1.047
145.058,1.046
145.088,1.046
145.118,1.049
145.147,1.047
145.177,1.044
145.207,1.042
145.237,1.043
145.267,1.041
145.297,1.042
145.328,1.043
145.358,1.047
145.388,1.046
145.418,1.043
145.448,1.035
145.478,1.045
145.508,1.047
145.537,1.042
145.567,1.040
145.597,1.048
145.627,1.050
145.657,1.045
145.687,1.039
145.718,1.048
145.748,1.044
145.778,1.045
145.808,1.043
145.838,1.046
145.868,1.043
145.897,1.043
145.927,1.051
145.957,1.034
145.987,1.040
146.017,1.049
146.047,1.049
146.078,1.044
146.108,1.039
146.138,1.041
146.168,1.044
146.198,1.050
146.228,1.045
146.258,1.053
146.287,1.044
146.317,1.035
146.347,1.039
146.377,1.046
146.407,1.050
146.437,1.043
146.468,1.042
146.498,1.048
146.528,1.045
146.558,1.043
146.588,1.047
146.618,1.044
146.647,1.041
146.677,1.052
146.707,1.045
146.737,1.037
146.767,1.044
146.797,1.046
146.828,1.046
146.858,1.044
146.888,1.046
146.918,1.049
146.948,1.044
146.978,1.044
147.008,1.051
147.037,1.048
147.067,1.044
147.097,1.046
147.127,1.045
147.157,1.045
147.187,1.041
147.218,1.040
147.248,1.048
147.278,1.044
147.308,1.046
147.338,1.043
147.368,1.041
147.397,1.040
147.427,1.043
147.457,1.051
147.487,1.044
147.517,1.047
147.547,1.043
147.578,1.045
147.608,1.044
147.638,1.041
147.668,1.046
147.698,1.046
147.728,1.044
147.758,1.045
147.787,1.046
147.817,1.045
147.847,1.044
147.877,1.046
147.907,1.041
147.937,1.055
147.968,1.046
147.998,1.035
148.028,1.042
148.058,1.047
148.088,1.046
148.118,1.044
148.147,1.048
148.177,1.051
148.207,1.043
148.237,1.041
148.267,1.048
148.297,1.041
148.328,1.046
148.358,1.045
148.388,1.043
148.418,1.047
148.448,1.045
148.478,1.048
148.508,1.045
148.537,1.043
148.567,1.051
148.597,1.050
148.627,1.034
148.657,1.042
148.687,1.048
148.718,1.043
148.748,1.048
148.778,1.044
148.808,1.046
148.838,1.044
148.868,1.043
148.897,1.045
148.927,1.047
148.957,1.040
148.987,1.045
149.017,1.049
149.047,1.039
149.078,1.044
149.108,1.046
149.138,1.040
149.168,1.048
149.198,1.049
149.228,1.051
149.258,1.045
149.287,1.035
149.317,1.042
149.347,1.045
149.377,1.040
149.407,1.043
149.437,1.045
149.468,1.049
149.498,1.046
149.528,1.040
149.558,1.048
149.588,1.045
149.618,1.046
149.647,1.047
149.677,1.046
149.707,1.041
149.737,1.047
149.767,1.047
149.797,1.048
149.828,1.040
149.858,1.043
149.888,1.053
149.918,1.045
149.948,1.040
149.978,1.041
150.008,1.048
150.037,1.042
150.067,1.049
150.097,1.043
150.127,1.045
150.157,1.047
150.187,1.044
150.218,1.043
150.248,1.044
150.278,1.044
150.308,1.044
150.338,1.043
150.368,1.044
150.397,1.043
150.427,1.043
150.457,1.043
150.487,1.047
150.517,1.041
150.547,1.045
150.578,1.045
150.608,1.047
150.638,1.047
150.668,1.038
150.698,1.039
150.728,1.047
150.758,1.044
150.787,1.038
150.817,1.045
150.847,1.052
150.877,1.043
150.907,1.042
150.937,1.047
150.968,1.044
150.998,1.044
151.028,1.044
151.058,1.046
151.088,1.044
151.118,1.047
151.147,1.047
151.177,1.045
151.207,1.048
151.237,1.043
151.267,1.045
151.297,1.052
151.328,1.046
151.358,1.041
151.388,1.042
151.418,1.043
151.448,1.045
151.478,1.047
151.508,1.040
151.537,1.048
151.567,1.049
151.597,1.044
151.627,1.041
151.657,1.044
151.687,1.047
151.718,1.042
151.748,1.041
151.778,1.046
151.808,1.045
151.838,1.041
151.868,1.042
151.897,1.055
151.927,1.043
151.957,1.041
151.987,1.051
152.017,1.052
152.047,1.042
152.078,1.038
152.108,1.046
152.138,1.044
152.168,1.050
152.198,1.042
152.228,1.044
152.258,1.046
152.287,1.042
152.317,1.045
152.347,1.042
152.377,1.047
152.407,1.043
152.437,1.042
152.468,1.046
152.498,1.046
152.528,1.045
152.558,1.048
152.588,1.049
152.618,1.041
152.647,1.041
152.677,1.049
152.707,1.047
152.737,1.039
152.767,1.038
152.797,1.048
152.828,1.049
152.858,1.049
152.888,1.036
152.918,1.046
152.948,1.051
152.978,1.037
153.008,1.044
153.037,1.047
153.067,1.046
153.097,1.046
153.127,1.042
153.157,1.046
153.187,1.048
153.218,1.042
153.248,1.046
153.278,1.044
153.308,1.046
153.338,1.043
153.368,1.050
153.397,1.047
153.427,1.039
153.457,1.041
153.487,1.044
153.517,1.043
153.547,1.046
153.578,1.044
153.608,1.048
153.638,1.051
153.668,1.047
153.698,1.046
153.728,1.044
153.758,1.045
153.787,1.043
153.817,1.044
153.847,1.046
153.877,1.045
153.907,1.043
153.937,1.055
153.968,1.049
153.998,1.041
154.028,1.048
154.058,1.053
154.088,1.038
154.118,1.044
154.147,1.039
154.177,1.045
154.207,1.053
154.237,1.041
154.267,1.047
154.297,1.048
154.328,1.042
154.358,1.046
154.388,1.049
154.418,1.043
154.448,1.046
154.478,1.045
154.508,1.042
154.537,1.043
154.567,1.049
154.597,1.046
154.627,1.044
154.657,1.043
154.687,1.044
154.718,1.049
154.748,1.040
154.778,1.038
154.808,1.043
154.838,1.046
154.868,1.043
154.897,1.045
154.927,1.043
154.957,1.049
154.987,1.045
155.017,1.044
155.047,1.045
155.078,1.041
155.108,1.047
155.138,1.042
155.168,1.044
155.198,1.043
155.228,1.046
155.258,1.047
155.287,1.042
155.317,1.043
155.347,1.047
155.377,1.046
155.407,1.040
155.437,1.040
155.468,1.040
155.498,1.046
155.528,1.044
155.558,1.040
155.588,1.044
155.618,1.049
155.647,1.042
155.677,1.044
155.707,1.051
155.737,1.044
155.767,1.045
155.797,1.046
155.828,1.044
155.858,1.045
155.888,1.043
155.918,1.050
155.948,1.043
155.978,1.046
156.008,1.045
156.037,1.047
156.067,1.041
156.097,1.041
156.127,1.040
156.157,1.049
156.187,1.052
156.218,1.041
156.248,1.045
156.278,1.051
156.308,1.040
156.338,1.043
156.368,1.046
156.397,1.042
156.427,1.043
156.457,1.045
156.487,1.042
156.517,1.046
156.547,1.047
156.578,1.049
156.608,1.050
156.638,1.041
156.668,1.050
156.698,1.048
156.728,1.036
156.758,1.039
156.787,1.048
156.817,1.044
156.847,1.052
156.877,1.042
156.907,1.049
156.937,1.047
156.968,1.041
156.998,1.043
157.028,1.049
157.058,1.045
157.088,1.043
157.118,1.047
157.147,1.042
157.177,1.039
157.207,1.043
157.237,1.045
157.267,1.049
157.297,1.042
157.328,1.052
157.358,1.047
157.388,1.043
157.418,1.047
157.448,1.044
157.478,1.039
157.508,1.046
157.537,1.042
157.567,1.052
157.597,1.050
157.627,1.042
157.657,1.037
157.687,1.042
157.718,1.048
157.748,1.046
157.778,1.040
157.808,1.044
157.838,1.044
157.868,1.047
157.897,1.046
157.927,1.045
157.957,1.046
157.987,1.048
158.017,1.038
158.047,1.042
158.078,1.045
158.108,1.043
158.138,1.047
158.168,1.047
158.198,1.049
158.228,1.042
158.258,1.040
158.287,1.047
158.317,1.045
158.347,1.045
158.377,1.045
158.407,1.044
158.437,1.045
158.468,1.044
158.498,1.038
158.528,1.045
158.558,1.044
158.588,1.035
158.618,1.048
158.647,1.048
158.677,1.038
158.707,1.043
158.737,1.045
158.767,1.044
158.797,1.048
158.828,1.035
158.858,1.049
158.888,1.044
158.918,1.039
158.948,1.047
158.978,1.046
159.008,1.042
159.037,1.045
159.067,1.047
159.097,1.041
159.127,1.044
159.157,1.045
159.187,1.038
159.218,1.040
159.248,1.047
159.278,1.049
159.308,1.041
159.338,1.039
159.368,1.048
159.397,1.044
159.427,1.049
159.457,1.045
159.487,1.041
159.517,1.046
159.547,1.047
159.578,1.040
159.608,1.046
159.638,1.046
159.668,1.041
159.698,1.041
159.728,1.047
159.758,1.041
159.787,1.043
159.817,1.042
159.847,1.042
159.877,1.046
159.907,1.039
159.937,1.051
159.968,1.050
159.998,1.039
160.028,1.042
160.058,1.043
160.088,1.038
160.118,1.048
160.147,1.041
160.177,1.044
160.207,1.044
160.237,1.040
160.267,1.043
160.297,1.045
160.328,1.047
160.358,1.045
160.388,1.044
160.418,1.045
160.448,1.042
160.478,1.045
160.508,1.044
160.537,1.045
160.567,1.040
160.597,1.046
160.627,1.050
160.657,1.037
160.687,1.036
160.718,1.046
160.748,1.041
160.778,1.045
160.808,1.045
160.838,1.047
160.868,1.051
160.897,1.039
160.927,1.045
160.957,1.049
160.987,1.044
161.017,1.039
161.047,1.045
161.078,1.041
161.108,1.046
161.138,1.044
161.168,1.044
161.198,1.049
161.228,1.047
161.258,1.041
161.287,1.051
161.317,1.046
161.347,1.044
161.377,1.043
161.407,1.043
161.437,1.039
161.468,1.049
161.498,1.041
161.528,1.048
161.558,1.048
161.588,1.046
161.618,1.043
161.647,1.044
161.677,1.043
161.707,1.051
161.737,1.041
161.767,1.042
161.797,1.045
161.828,1.047
161.858,1.042
161.888,1.042
161.918,1.039
161.948,1.045
161.978,1.052
162.008,1.044
162.037,1.041
162.067,1.045
162.097,1.045
162.127,1.043
162.157,1.043
162.187,1.042
162.218,1.050
162.248,1.047
162.278,1.042
162.308,1.042
162.338,1.044
162.368,1.048
162.397,1.042
162.427,1.043
162.457,1.044
162.487,1.043
162.517,1.047
162.547,1.042
162.578,1.043
162.608,1.049
162.638,1.043
162.668,1.052
162.698,1.045
162.728,1.038
162.758,1.042
162.787,1.047
162.817,1.040
162.847,1.050
162.877,1.038
162.907,1.048
162.937,1.050
162.968,1.040
162.998,1.044
163.028,1.048
163.058,1.045
163.088,1.043
163.118,1.045
163.147,1.044
163.177,1.042
163.207,1.043
163.237,1.044
163.267,1.042
163.297,1.041
163.328,1.044
163.358,1.055
163.388,1.042
163.418,1.036
163.448,1.042
163.478,1.045
163.508,1.043
163.537,1.043
163.567,1.042
163.597,1.050
163.627,1.046
163.657,1.038
163.687,1.049
163.718,1.044
163.748,1.045
163.778,1.048
163.808,1.047
163.838,1.042
163.868,1.043
163.897,1.045
163.927,1.045
163.957,1.043
163.987,1.049
164.017,1.047
164.047,1.043
164.078,1.043
164.108,1.043
164.138,1.042
164.168,1.049
164.198,1.037
164.228,1.048
164.258,1.049
164.287,1.043
164.317,1.046
164.347,1.044
164.377,1.043
164.407,1.048
164.437,1.042
164.468,1.043
164.498,1.039
164.528,1.050
164.558,1.043
164.588,1.042
164.618,1.045
164.647,1.048
164.677,1.044
164.707,1.042
164.737,1.047
164.767,1.042
164.797,1.050
164.828,1.041
164.858,1.043
164.888,1.050
164.918,1.043
164.948,1.038
164.978,1.047
165.008,1.046
165.037,1.041
165.067,1.046
165.097,1.042
165.127,1.041
165.157,1.048
165.187,1.040
165.218,1.041
165.248,1.046
165.278,1.047
165.308,1.045
165.338,1.043
165.368,1.041
165.397,1.042
165.427,1.042
165.457,1.043
165.487,1.045
165.517,1.051
165.547,1.046
165.578,1.041
165.608,1.046
165.638,1.046
165.668,1.040
165.698,1.047
165.728,1.049
165.758,1.045
165.787,1.040
165.817,1.049
165.847,1.049
165.877,1.040
165.907,1.050
165.937,1.044
165.968,1.041
165.998,1.047
166.028,1.048
166.058,1.040
166.088,1.049
166.118,1.045
166.147,1.052
166.177,1.044
166.207,1.043
166.237,1.046
166.267,1.045
166.297,1.044
166.328,1.045
166.358,1.044
166.388,1.039
166.418,1.047
166.448,1.048
166.478,1.046
166.508,1.046
166.537,1.051
166.567,1.049
166.597,1.040
166.627,1.042
166.657,1.046
166.687,1.042
166.718,1.051
166.748,1.037
166.778,1.049
166.808,1.050
166.838,1.041
166.868,1.039
166.897,1.047
166.927,1.048
166.957,1.042
166.987,1.045
167.017,1.045
167.047,1.042
167.078,1.046
167.108,1.045
167.138,1.048
167.168,1.046
167.198,1.049
167.228,1.041
167.258,1.043
167.287,1.050
167.317,1.049
167.347,1.047
167.377,1.037
167.407,1.047
167.437,1.049
167.468,1.043
167.498,1.043
167.528,1.046
167.558,1.045
167.588,1.044
167.618,1.048
167.647,1.046
167.677,1.043
167.707,1.040
167.737,1.043
167.767,1.045
167.797,1.043
167.828,1.051
167.858,1.041
167.888,1.038
167.918,1.044
167.948,1.043
167.978,1.042
168.008,1.046
168.037,1.041
168.067,1.052
168.097,1.048
168.127,1.041
168.157,1.046
168.187,1.044
168.218,1.041
168.248,1.047
168.278,1.046
168.308,1.048
168.338,1.040
168.368,1.050
168.397,1.047
168.427,1.039
168.457,1.049
168.487,1.047
168.517,1.043
168.547,1.039
168.578,1.042
168.608,1.046
168.638,1.051
168.668,1.039
168.698,1.042
168.728,1.047
168.758,1.043
168.787,1.041
168.817,1.045
168.847,1.047
168.877,1.043
168.907,1.046
168.937,1.044
168.968,1.042
168.998,1.043
169.028,1.045
169.058,1.049
169.088,1.047
169.118,1.043
169.147,1.047
169.177,1.047
169.207,1.040
169.237,1.042
169.267,1.047
169.297,1.045
169.328,1.050
169.358,1.039
169.388,1.044
169.418,1.047
169.448,1.044
169.478,1.041
169.508,1.046
169.537,1.047
169.567,1.044
169.597,1.042
169.627,1.044
169.657,1.042
169.687,1.041
169.718,1.048
169.748,1.043
169.778,1.044
169.808,1.049
169.838,1.041
169.868,1.048
169.897,1.049
169.927,1.038
169.957,1.043
169.987,1.047
170.017,1.045
170.047,1.052
170.078,1.040
170.108,1.048
170.138,1.046
170.168,1.041
170.198,1.042
170.228,1.047
170.258,1.042
170.287,1.048
170.317,1.048
170.347,1.041
170.377,1.045
170.407,1.046
170.437,1.043
170.468,1.043
170.498,1.044
170.528,1.041
170.558,1.047
170.588,1.052
170.618,1.042
170.647,1.042
170.677,1.046
170.707,1.044
170.737,1.043
170.767,1.049
170.797,1.040
170.828,1.051
170.858,1.047
170.888,1.043
170.918,1.045
170.948,1.049
170.978,1.045
171.008,1.045
171.037,1.044
171.067,1.045
171.097,1.045
171.127,1.047
171.157,1.042
171.187,1.049
171.218,1.047
171.248,1.040
171.278,1.049
171.308,1.052
171.338,1.041
171.368,1.043
171.397,1.048
171.427,1.043
171.457,1.051
171.487,1.042
171.517,1.046
171.547,1.046
171.578,1.043
171.608,1.045
171.638,1.047
171.668,1.042
171.698,1.043
171.728,1.048
171.758,1.043
171.787,1.043
171.817,1.044
171.847,1.046
171.877,1.049
171.907,1.042
171.937,1.045
171.968,1.050
171.998,1.047
172.028,1.041
172.058,1.044
172.088,1.047
172.118,1.047
172.147,1.048
172.177,1.040
172.207,1.044
172.237,1.048
172.267,1.041
172.297,1.040
172.328,1.046
172.358,1.050
172.388,1.043
172.418,1.044
172.448,1.042
172.478,1.048
172.508,1.044
172.537,1.043
172.567,1.042
172.597,1.041
172.627,1.053
172.657,1.042
172.687,1.039
172.718,1.046
172.748,1.047
172.778,1.045
172.808,1.047
172.838,1.038
172.868,1.050
172.897,1.043
172.927,1.040
172.957,1.044
172.987,1.050
173.017,1.045
173.047,1.044
173.078,1.038
173.108,1.044
173.138,1.041
173.168,1.042
173.198,1.041
173.228,1.040
173.258,1.051
173.287,1.046
173.317,1.038
173.347,1.043
173.377,1.048
173.407,1.042
173.437,1.050
173.468,1.043
173.498,1.047
173.528,1.051
173.558,1.045
173.588,1.042
173.618,1.047
173.647,1.045
173.677,1.046
173.707,1.046
173.737,1.046
173.767,1.042
173.797,1.043
173.828,1.048
173.858,1.044
173.888,1.051
173.918,1.047
173.948,1.042
173.978,1.039
174.008,1.045
174.037,1.046
174.067,1.050
174.097,1.037
174.127,1.046
174.157,1.047
174.187,1.045
174.218,1.039
174.248,1.048
174.278,1.048
174.308,1.041
174.338,1.043
174.368,1.047
174.397,1.042
174.427,1.043
174.457,1.042
174.487,1.043
174.517,1.049
174.547,1.045
174.578,1.042
174.608,1.044
174.638,1.042
174.668,1.044
174.698,1.044
174.728,1.046
174.758,1.049
174.787,1.042
174.817,1.044
174.847,1.047
174.877,1.046
174.907,1.045
174.937,1.043
174.968,1.044
174.998,1.043
175.028,1.045
175.058,1.047
175.088,1.042
175.118,1.051
175.147,1.049
175.177,1.040
175.207,1.040
175.237,1.042
175.267,1.047
175.297,1.048
175.328,1.040
175.358,1.047
175.388,1.049
175.418,1.041
175.448,1.044
175.478,1.047
175.508,1.047
175.537,1.040
175.567,1.045
175.597,1.048
175.627,1.046
175.657,1.038
175.687,1.044
175.718,1.046
175.748,1.051
175.778,1.044
175.808,1.038
175.838,1.046
175.868,1.042
175.897,1.039
175.927,1.045
175.957,1.045
175.987,1.047
176.017,1.043
176.047,1.042
176.078,1.041
176.108,1.044
176.138,1.041
176.168,1.044
176.198,1.047
176.228,1.047
176.258,1.043
176.287,1.043
176.317,1.046
176.347,1.047
176.377,1.049
176.407,1.043
176.437,1.037
176.468,1.042
176.498,1.045
176.528,1.050
176.558,1.039
176.588,1.046
176.618,1.049
176.647,1.042
176.677,1.043
176.707,1.044
176.737,1.049
176.767,1.043
176.797,1.042
176.828,1.042
176.858,1.044
176.888,1.043
176.918,1.048
176.948,1.045
176.978,1.044
177.008,1.047
177.037,1.042
177.067,1.039
177.097,1.044
177.127,1.047
177.157,1.045
177.187,1.041
177.218,1.045
177.248,1.047
177.278,1.041
177.308,1.044
177.338,1.042
177.368,1.042
177.397,1.043
177.427,1.044
177.457,1.049
177.487,1.044
177.517,1.047
177.547,1.045
177.578,1.043
177.608,1.047
177.638,1.050
177.668,1.045
177.698,1.042
177.728,1.045
177.758,1.043
177.787,1.050
177.817,1.038
177.847,1.042
177.877,1.046
177.907,1.042
177.937,1.042
177.968,1.046
177.998,1.049
178.028,1.047
178.058,1.045
178.088,1.047
178.118,1.046
178.147,1.043
178.177,1.044
178.207,1.045
178.237,1.044
178.267,1.049
178.297,1.042
178.328,1.044
178.358,1.047
178.388,1.040
178.418,1.041
178.448,1.047
178.478,1.044
178.508,1.043
178.537,1.041
178.567,1.044
178.597,1.046
178.627,1.042
178.657,1.047
178.687,1.048
178.718,1.043
178.748,1.046
178.778,1.041
178.808,1.047
178.838,1.048
178.868,1.045
178.897,1.049
178.927,1.049
178.957,1.041
178.987,1.039
179.017,1.045
179.047,1.044
179.078,1.051
179.108,1.042
179.138,1.048
179.168,1.046
179.198,1.044
179.228,1.044
179.258,1.044
179.287,1.048
179.317,1.051
179.347,1.041
179.377,1.045
179.407,1.044
179.437,1.049
179.468,1.043
179.498,1.044
179.528,1.047
179.558,1.048
179.588,1.045
179.618,1.040
179.647,1.043
179.677,1.046
179.707,1.054
179.737,1.037
179.767,1.042
179.797,1.048
179.828,1.041
179.858,1.039
179.888,1.052
179.918,1.047
179.948,1.042
179.978,1.047
180.008,1.042
180.037,1.041
180.067,1.042
180.097,1.045
180.127,1.044
180.157,1.041
180.187,1.050
180.218,1.043
180.248,1.041
180.278,1.042
180.308,1.048
180.338,1.043
180.368,1.044
180.397,1.040
180.427,1.047
180.457,1.044
180.487,1.039
180.517,1.048
180.547,1.047
180.578,1.045
180.608,1.047
180.638,1.046
180.668,1.045
180.698,1.047
180.728,1.051
180.758,1.048
180.787,1.042
180.817,1.055
180.847,1.048
180.877,1.038
180.907,1.040
180.937,1.044
180.968,1.045
180.998,1.053
181.028,1.039
181.058,1.046
181.088,1.050
181.118,1.040
181.147,1.045
181.177,1.047
181.207,1.047
181.237,1.046
181.267,1.044
181.297,1.043
181.328,1.042
181.358,1.043
181.388,1.048
181.418,1.049
181.448,1.044
181.478,1.050
181.508,1.048
181.537,1.039
181.567,1.040
181.597,1.044
181.627,1.043
181.657,1.050
181.687,1.046
181.718,1.052
181.748,1.042
181.778,1.039
181.808,1.046
181.838,1.046
181.868,1.046
181.897,1.047
181.927,1.044
181.957,1.045
181.987,1.047
182.017,1.041
182.047,1.041
182.078,1.048
182.108,1.040
182.138,1.049
182.168,1.045
182.198,1.039
182.228,1.044
182.258,1.050
182.287,1.042
182.317,1.040
182.347,1.047
182.377,1.052
182.407,1.045
