df_hash,22ZHK4.TV3FRY
14.356,1.027
14.386,1.032
14.416,1.028
14.446,1.029
14.476,1.024
14.506,1.027
14.536,1.030
14.566,1.035
14.596,1.025
14.626,1.025
14.656,1.025
14.686,1.029
14.716,1.032
14.746,1.030
14.776,1.026
14.806,1.026
14.836,1.026
14.866,1.030
14.896,1.026
14.926,1.026
14.956,1.031
14.986,1.033
15.016,1.028
15.046,1.030
15.076,1.028
15.106,1.029
15.136,1.030
15.166,1.029
15.196,1.023
15.226,1.029
15.256,1.021
15.286,1.029
15.316,1.035
15.346,1.026
15.376,1.024
15.406,1.024
15.436,1.031
15.466,1.030
15.496,1.027
15.526,1.026
15.556,1.026
15.586,1.031
15.616,1.028
15.646,1.023
15.676,1.026
15.706,1.025
15.736,1.028
15.766,1.025
15.796,1.026
15.826,1.027
15.856,1.027
15.886,1.028
15.916,1.024
15.946,1.032
15.976,1.021
16.006,1.030
16.036,1.031
16.066,1.027
16.096,1.023
16.126,1.024
16.156,1.028
16.186,1.027
16.216,1.028
16.246,1.028
16.276,1.028
16.306,1.028
16.336,1.028
16.366,1.023
16.396,1.028
16.426,1.029
16.456,1.028
16.486,1.027
16.516,1.028
16.546,1.026
16.576,1.031
16.606,1.027
16.636,1.027
16.666,1.022
16.696,1.027
16.726,1.032
16.756,1.031
16.786,1.024
16.816,1.026
16.846,1.027
16.876,1.027
16.906,1.026
16.936,1.025
16.966,1.027
16.996,1.031
17.026,1.032
17.056,1.031
17.086,1.027
17.116,1.027
17.146,1.027
17.176,1.026
17.206,1.029
17.236,1.027
17.266,1.027
17.296,1.026
17.326,1.027
17.356,1.020
17.386,1.033
17.416,1.035
17.446,1.029
17.476,1.023
17.506,1.025
17.536,1.029
17.566,1.025
17.596,1.026
17.626,1.027
17.656,1.027
17.686,1.030
17.716,1.027
17.746,1.027
17.776,1.026
17.806,1.029
17.836,1.028
17.866,1.027
17.896,1.026
17.926,1.025
17.956,1.026
17.986,1.028
18.016,1.021
18.046,1.027
18.076,1.032
18.106,1.028
18.136,1.023
18.166,1.025
18.196,1.029
18.226,1.031
18.256,1.025
18.286,1.030
18.316,1.027
18.346,1.027
18.376,1.027
18.406,1.028
18.436,1.024
18.466,1.028
18.496,1.027
18.526,1.027
18.556,1.027
18.586,1.028
18.616,1.028
18.646,1.022
18.676,1.028
18.706,1.033
18.736,1.031
18.766,1.027
18.796,1.026
18.826,1.024
18.856,1.025
18.886,1.029
18.916,1.032
18.946,1.026
18.976,1.024
19.006,1.030
19.036,1.028
19.066,1.025
19.096,1.029
19.126,1.026
19.156,1.024
19.186,1.025
19.216,1.024
19.246,1.028
19.276,1.023
19.306,1.023
19.336,1.031
19.366,1.032
19.396,1.027
19.426,1.024
19.456,1.030
19.486,1.025
19.516,1.027
19.546,1.028
19.576,1.024
19.606,1.026
19.636,1.029
19.666,1.031
19.696,1.027
19.726,1.028
19.756,1.028
19.786,1.029
19.816,1.024
19.846,1.030
19.876,1.029
19.906,1.024
19.936,1.030
19.966,1.028
19.996,1.020
20.026,1.026
20.056,1.036
20.086,1.031
20.116,1.022
20.146,1.024
20.176,1.024
20.206,1.025
20.236,1.029
20.266,1.027
20.296,1.027
20.326,1.030
20.356,1.026
20.386,1.026
20.416,1.026
20.446,1.032
20.476,1.027
20.506,1.026
20.536,1.025
20.566,1.028
20.596,1.027
20.626,1.028
20.656,1.029
20.686,1.027
20.716,1.025
20.746,1.028
20.776,1.021
20.806,1.030
20.836,1.030
20.866,1.020
20.896,1.026
20.926,1.029
20.956,1.029
20.986,1.028
21.016,1.027
21.046,1.027
21.076,1.027
21.106,1.027
21.136,1.029
21.166,1.024
21.196,1.026
21.226,1.027
21.256,1.028
21.286,1.027
21.316,1.027
21.346,1.027
21.376,1.029
21.406,1.028
21.436,1.026
21.466,1.025
21.496,1.029
21.526,1.021
21.556,1.029
21.586,1.033
21.616,1.029
21.646,1.025
21.676,1.027
21.706,1.030
21.736,1.027
21.766,1.025
21.796,1.030
21.826,1.027
21.856,1.027
21.886,1.027
21.916,1.027
21.946,1.027
21.976,1.028
22.006,1.041
22.036,1.055
22.066,1.069
22.096,1.033
22.126,1.031
22.156,1.023
22.186,1.006
22.216,1.000
22.246,1.021
22.276,1.029
22.306,1.022
22.336,1.026
22.366,1.041
22.396,1.052
22.426,1.026
22.456,1.023
22.486,1.023
22.516,1.016
22.546,1.007
22.576,1.012
22.606,1.027
22.636,1.026
22.666,1.007
22.696,1.012
22.726,1.020
22.756,1.054
22.786,1.044
22.816,1.032
22.846,1.022
22.876,1.043
22.906,1.053
22.936,1.044
22.966,1.028
22.996,1.022
23.026,1.019
23.056,1.034
23.086,1.022
23.116,1.039
23.146,1.022
23.176,1.012
23.206,1.034
23.236,1.020
23.266,1.029
23.296,1.052
23.326,1.070
23.356,1.059
23.386,1.052
23.416,1.027
23.446,1.017
23.476,1.016
23.506,1.019
23.536,1.023
23.566,1.028
23.596,1.021
23.626,1.024
23.656,1.030
23.686,1.038
23.716,1.036
23.746,1.024
23.776,1.018
23.806,1.022
23.836,1.028
23.866,1.032
23.896,1.027
23.926,1.035
23.956,1.035
23.986,1.042
24.016,1.043
24.046,1.020
24.076,1.027
24.106,1.036
24.136,1.041
24.166,1.044
24.196,1.034
24.226,1.015
24.256,1.009
24.286,1.020
24.316,1.026
24.346,1.024
24.376,1.027
24.406,1.030
24.436,1.020
24.466,1.034
24.496,1.039
24.526,1.035
24.556,1.045
24.586,1.040
24.616,1.027
24.646,1.024
24.676,1.030
24.706,1.036
24.736,1.042
24.766,1.039
24.796,1.032
24.826,1.024
24.856,1.032
24.886,1.032
24.916,1.029
24.946,1.027
24.976,1.035
25.006,1.033
25.036,1.030
25.066,1.029
25.096,1.029
25.126,1.031
25.156,1.029
25.186,1.026
25.216,1.024
25.246,1.033
25.276,1.038
25.306,1.031
25.336,1.029
25.366,1.030
25.396,1.032
25.426,1.028
25.456,1.025
25.486,1.031
25.516,1.041
25.546,1.039
25.576,1.024
25.606,1.027
25.636,1.037
25.666,1.033
25.696,1.032
25.726,1.033
25.756,1.032
25.786,1.032
25.816,1.029
25.846,1.026
25.876,1.031
25.906,1.035
25.936,1.039
25.966,1.030
25.996,1.030
26.026,1.029
26.056,1.031
26.086,1.031
26.116,1.029
26.146,1.029
26.176,1.030
26.206,1.033
26.236,1.037
26.266,1.029
26.296,1.029
26.326,1.032
26.356,1.029
26.386,1.035
26.416,1.031
26.446,1.028
26.476,1.032
26.506,1.031
26.536,1.026
26.566,1.033
26.596,1.035
26.626,1.030
26.656,1.028
26.686,1.029
26.716,1.031
26.746,1.032
26.776,1.033
26.806,1.028
26.836,1.026
26.866,1.032
26.896,1.034
26.926,1.035
26.956,1.032
26.986,1.030
27.016,1.030
27.046,1.032
27.076,1.026
27.106,1.029
27.136,1.034
27.166,1.036
27.196,1.032
27.226,1.031
27.256,1.026
27.286,1.035
27.316,1.035
27.346,1.027
27.376,1.025
27.406,1.029
27.436,1.028
27.466,1.032
27.496,1.031
27.526,1.031
27.556,1.030
27.586,1.030
27.616,1.036
27.646,1.029
27.676,1.035
27.706,1.031
27.736,1.030
27.766,1.028
27.796,1.030
27.826,1.028
27.856,1.029
27.886,1.032
27.916,1.034
27.946,1.031
27.976,1.024
28.006,1.037
28.036,1.033
28.066,1.028
28.096,1.025
28.126,1.029
28.156,1.027
28.186,1.030
28.216,1.033
28.246,1.027
28.276,1.031
28.306,1.031
28.336,1.030
28.366,1.028
28.396,1.027
28.426,1.034
28.456,1.032
28.486,1.032
28.516,1.031
28.546,1.035
28.576,1.032
28.606,1.026
28.636,1.032
28.666,1.031
28.696,1.028
28.726,1.033
28.756,1.032
28.786,1.028
28.816,1.027
28.846,1.030
28.876,1.033
28.906,1.032
28.936,1.030
28.966,1.028
28.996,1.032
29.026,1.031
29.056,1.035
29.086,1.030
29.116,1.026
29.146,1.029
29.176,1.030
29.206,1.030
29.236,1.030
29.266,1.032
29.296,1.025
29.326,1.026
29.356,1.028
29.386,1.029
29.416,1.037
29.446,1.036
29.476,1.033
29.506,1.031
29.536,1.032
29.566,1.034
29.596,1.034
29.626,1.032
29.656,1.035
29.686,1.028
29.716,1.030
29.746,1.027
29.776,1.029
29.806,1.029
29.836,1.028
29.866,1.031
29.896,1.032
29.926,1.031
29.956,1.033
29.986,1.026
30.016,1.034
30.046,1.033
30.076,1.027
30.106,1.034
30.136,1.038
30.166,1.027
30.196,1.026
30.226,1.027
30.256,1.027
30.286,1.029
30.316,1.032
30.346,1.026
30.376,1.027
30.406,1.028
30.436,1.029
30.466,1.030
30.496,1.031
30.526,1.031
30.556,1.032
30.586,1.029
30.616,1.030
30.646,1.029
30.676,1.023
30.706,1.028
30.736,1.034
30.766,1.039
30.796,1.028
30.826,1.026
30.856,1.027
30.886,1.029
30.916,1.029
30.946,1.030
30.976,1.022
31.006,1.035
31.036,1.034
31.066,1.027
31.096,1.027
31.126,1.035
31.156,1.034
31.186,1.031
31.216,1.027
31.246,1.030
31.276,1.030
31.306,1.027
31.336,1.040
31.366,1.040
31.396,1.031
31.426,1.028
31.456,1.028
31.486,1.027
31.516,1.033
31.546,1.032
31.576,1.030
31.606,1.031
31.636,1.029
31.666,1.029
31.696,1.029
31.726,1.030
31.756,1.032
31.786,1.029
31.816,1.031
31.846,1.033
31.876,1.033
31.906,1.023
31.936,1.031
31.966,1.038
31.996,1.033
32.026,1.026
32.056,1.029
32.086,1.029
32.116,1.030
32.146,1.027
32.176,1.030
32.206,1.028
32.236,1.031
32.266,1.030
32.296,1.033
32.326,1.032
32.356,1.032
32.386,1.032
32.416,1.028
32.446,1.025
32.476,1.028
32.506,1.029
32.536,1.025
32.566,1.029
32.596,1.038
32.626,1.034
32.656,1.030
32.686,1.027
32.716,1.030
32.746,1.029
32.776,1.029
32.806,1.031
32.836,1.027
32.866,1.031
32.896,1.034
32.926,1.027
32.956,1.031
32.986,1.032
33.016,1.026
33.046,1.032
33.076,1.026
33.106,1.031
33.136,1.029
33.166,1.034
33.196,1.032
33.226,1.029
33.256,1.028
33.286,1.027
33.316,1.033
33.346,1.028
33.376,1.027
33.406,1.028
33.436,1.032
33.466,1.031
33.496,1.030
33.526,1.033
33.556,1.033
33.586,1.029
33.616,1.031
33.646,1.028
33.676,1.029
33.706,1.032
33.736,1.027
33.766,1.030
33.796,1.030
33.826,1.029
33.856,1.028
33.886,1.027
33.916,1.032
33.946,1.029
33.976,1.024
34.006,1.034
34.036,1.036
34.066,1.027
34.096,1.027
34.126,1.028
34.156,1.031
34.186,1.032
34.216,1.030
34.246,1.030
34.276,1.030
34.306,1.030
34.336,1.030
34.366,1.029
34.396,1.029
34.426,1.031
34.456,1.032
34.486,1.025
34.516,1.032
34.546,1.030
34.576,1.029
34.606,1.026
34.636,1.030
34.666,1.028
34.696,1.032
34.726,1.032
34.756,1.028
34.786,1.028
34.816,1.028
34.846,1.031
34.876,1.033
34.906,1.029
34.936,1.031
34.966,1.030
34.996,1.030
35.026,1.032
35.056,1.030
35.086,1.026
35.116,1.028
35.146,1.028
35.176,1.025
35.206,1.025
35.236,1.034
35.266,1.035
35.296,1.030
35.326,1.030
35.356,1.029
35.386,1.025
35.416,1.034
35.446,1.036
35.476,1.026
35.506,1.025
35.536,1.029
35.566,1.030
35.596,1.029
35.626,1.031
35.656,1.032
35.686,1.027
35.716,1.027
35.746,1.032
35.776,1.028
35.806,1.029
35.836,1.029
35.866,1.031
35.896,1.033
35.926,1.031
35.956,1.033
35.986,1.031
36.016,1.029
36.046,1.028
36.076,1.029
36.106,1.026
36.136,1.035
36.166,1.033
36.196,1.030
36.226,1.022
36.256,1.029
36.286,1.030
36.316,1.032
36.346,1.028
36.376,1.027
36.406,1.028
36.436,1.027
36.466,1.029
36.496,1.030
36.526,1.028
36.556,1.031
36.586,1.032
36.616,1.030
36.646,1.029
36.676,1.032
36.706,1.030
36.736,1.031
36.766,1.033
36.796,1.031
36.826,1.026
36.856,1.032
36.886,1.036
36.916,1.031
36.946,1.027
36.976,1.025
37.006,1.029
37.036,1.032
37.066,1.032
37.096,1.030
37.126,1.030
37.156,1.032
37.186,1.032
37.216,1.027
37.246,1.029
37.276,1.031
37.306,1.031
37.336,1.027
37.366,1.027
37.396,1.033
37.426,1.032
37.456,1.031
37.486,1.029
37.516,1.031
37.546,1.026
37.576,1.031
37.606,1.031
37.636,1.026
37.666,1.029
37.696,1.030
37.726,1.028
37.756,1.031
37.786,1.028
37.816,1.033
37.846,1.028
37.876,1.030
37.906,1.031
37.936,1.028
37.966,1.026
37.996,1.029
38.026,1.034
38.056,1.030
38.086,1.028
38.116,1.030
38.146,1.031
38.176,1.029
38.206,1.035
38.236,1.025
38.266,1.024
38.296,1.033
38.326,1.030
38.356,1.026
38.386,1.030
38.416,1.029
38.446,1.032
38.476,1.029
38.506,1.031
38.536,1.029
38.566,1.030
38.596,1.029
38.626,1.031
38.656,1.030
38.686,1.033
38.716,1.032
38.746,1.032
38.776,1.030
38.806,1.024
38.836,1.029
38.866,1.032
38.896,1.029
38.926,1.028
38.956,1.027
38.986,1.028
39.016,1.035
39.046,1.037
39.076,1.025
39.106,1.028
39.136,1.030
39.166,1.029
39.196,1.029
39.226,1.031
39.256,1.032
39.286,1.033
39.316,1.028
39.346,1.028
39.376,1.029
39.406,1.034
39.436,1.027
39.466,1.029
39.496,1.029
39.526,1.031
39.556,1.028
39.586,1.030
39.616,1.030
39.646,1.027
39.676,1.022
39.706,1.030
39.736,1.035
39.766,1.028
39.796,1.024
39.826,1.030
39.856,1.029
39.886,1.033
39.916,1.030
39.946,1.028
39.976,1.030
40.006,1.033
40.036,1.033
40.066,1.033
40.096,1.031
40.126,1.030
40.156,1.034
40.186,1.030
40.216,1.037
40.246,1.035
40.276,1.034
40.306,1.037
40.336,1.036
40.366,1.036
40.396,1.035
40.426,1.032
40.456,1.021
40.486,1.020
40.516,1.016
40.546,1.030
40.576,1.025
40.606,1.032
40.636,1.022
40.666,1.026
40.696,1.026
40.726,1.024
40.756,1.028
40.786,1.032
40.816,1.037
40.846,1.035
40.876,1.033
40.906,1.023
40.936,1.028
40.966,1.031
40.996,1.027
41.026,1.023
41.056,1.028
41.086,1.034
41.116,1.041
41.146,1.029
41.176,1.023
41.206,1.035
41.236,1.037
41.266,1.026
41.296,1.024
41.326,1.020
41.356,1.027
41.386,1.021
41.416,1.025
41.446,1.032
41.476,1.037
41.506,1.041
41.536,1.040
41.566,1.027
41.596,1.021
41.626,1.026
41.656,1.036
41.686,1.021
41.716,1.033
41.746,1.042
41.776,1.039
41.806,1.036
41.836,1.031
41.866,1.033
41.896,1.033
41.926,1.029
41.956,1.026
41.986,1.022
42.016,1.024
42.046,1.030
42.076,1.029
42.106,1.027
42.136,1.033
42.166,1.032
42.196,1.029
42.226,1.037
42.256,1.036
42.286,1.026
42.316,1.026
42.346,1.032
42.376,1.030
42.406,1.037
42.436,1.031
42.466,1.032
42.496,1.035
42.526,1.031
42.556,1.030
42.586,1.031
42.616,1.026
42.646,1.026
42.676,1.034
42.706,1.026
42.736,1.025
42.766,1.032
42.796,1.029
42.826,1.038
42.856,1.026
42.886,1.027
42.916,1.043
42.946,1.022
42.976,1.030
43.006,1.034
43.036,1.030
43.066,1.021
43.096,1.021
43.126,1.026
43.156,1.028
43.186,1.027
43.216,1.027
43.246,1.028
43.276,1.024
43.306,1.023
43.336,1.034
43.366,1.035
43.396,1.034
43.426,1.036
43.456,1.041
43.486,1.043
43.516,1.046
43.546,1.052
43.576,1.046
43.606,1.035
43.636,1.027
43.666,1.023
43.696,1.011
43.726,1.009
43.756,1.009
43.786,1.023
43.816,1.031
43.846,1.035
43.876,1.027
43.906,1.035
43.936,1.023
43.966,1.032
43.996,1.036
44.026,1.026
44.056,1.043
44.086,1.024
44.116,1.022
44.146,1.006
44.176,1.041
44.206,1.021
44.236,1.018
44.266,1.052
44.296,1.057
44.326,1.029
44.356,1.035
44.386,1.010
44.416,1.011
44.446,1.024
44.476,1.039
44.506,1.029
44.536,1.009
44.566,1.019
44.596,1.031
44.626,1.026
44.656,1.021
44.686,1.026
44.716,1.015
44.746,1.023
44.776,1.036
44.806,1.027
44.836,1.025
44.866,1.022
44.896,1.026
44.926,1.025
44.956,1.021
44.986,1.022
45.016,1.022
45.046,1.026
45.076,1.033
45.106,1.032
45.136,1.028
45.166,1.029
45.196,1.032
45.226,1.028
45.256,1.023
45.286,1.020
45.316,1.022
45.346,1.020
45.376,1.027
45.406,1.028
45.436,1.028
45.466,1.031
45.496,1.024
45.526,1.027
45.556,1.029
45.586,1.027
45.616,1.025
45.646,1.025
45.676,1.024
45.706,1.026
45.736,1.026
45.766,1.029
45.796,1.028
45.826,1.027
45.856,1.026
45.886,1.028
45.916,1.026
45.946,1.024
45.976,1.022
46.006,1.025
46.036,1.030
46.066,1.031
46.096,1.027
46.126,1.024
46.156,1.026
46.186,1.023
46.216,1.039
46.246,1.023
46.276,1.017
46.306,1.024
46.336,1.004
46.366,0.999
46.396,1.019
46.426,1.036
46.456,1.044
46.486,1.048
46.516,1.044
46.546,1.046
46.576,1.053
46.606,1.031
46.636,1.021
46.666,1.024
46.696,1.019
46.726,1.027
46.756,1.032
46.786,1.027
46.816,1.024
46.846,1.023
46.876,1.020
46.906,1.022
46.936,1.024
46.966,1.027
46.996,1.021
47.026,1.027
47.056,1.029
47.086,1.023
47.116,1.026
47.146,1.025
47.176,1.025
47.206,1.026
47.236,1.022
47.266,1.022
47.296,1.024
47.326,1.027
47.356,1.030
47.386,1.030
47.416,1.024
47.446,1.030
47.476,1.030
47.506,1.024
47.536,1.024
47.566,1.025
47.596,1.030
47.626,1.026
47.656,1.024
47.686,1.029
47.716,1.021
47.746,1.023
47.776,1.030
47.806,1.032
47.836,1.030
47.866,1.025
47.896,1.023
47.926,1.025
47.956,1.027
47.986,1.027
48.016,1.033
48.046,1.029
48.076,1.026
48.106,1.024
48.136,1.023
48.166,1.031
48.196,1.027
48.226,1.026
48.256,1.023
48.286,1.021
48.316,1.026
48.346,1.025
48.376,1.026
48.406,1.024
48.436,1.022
48.466,1.023
48.496,1.029
48.526,1.030
48.556,1.027
48.586,1.024
48.616,1.030
48.646,1.024
48.676,1.024
48.706,1.031
48.736,1.028
48.766,1.023
48.796,1.025
48.826,1.018
48.856,1.030
48.886,1.032
48.916,1.028
48.946,1.026
48.976,1.019
49.006,1.028
49.036,1.028
49.066,1.031
49.096,1.030
49.126,1.032
49.156,1.029
49.186,1.028
49.216,1.026
49.246,1.030
49.276,1.030
49.306,1.026
49.336,1.024
49.366,1.027
49.396,1.025
49.426,1.024
49.456,1.027
49.486,1.029
49.516,1.026
49.546,1.032
49.576,1.032
49.606,1.029
49.636,1.026
49.666,1.026
49.696,1.030
49.726,1.029
49.756,1.028
49.786,1.026
49.816,1.030
49.846,1.030
49.876,1.028
49.906,1.026
49.936,1.027
49.966,1.027
49.996,1.029
50.026,1.027
50.056,1.028
50.086,1.029
50.116,1.027
50.146,1.023
50.176,1.031
50.206,1.036
50.236,1.028
50.266,1.023
50.296,1.027
50.326,1.028
50.356,1.027
50.386,1.027
50.416,1.030
50.446,1.027
50.476,1.028
50.506,1.031
50.536,1.030
50.566,1.028
50.596,1.029
50.626,1.030
50.656,1.031
50.686,1.026
50.716,1.027
50.746,1.027
50.776,1.027
50.806,1.028
50.836,1.033
50.866,1.032
50.896,1.032
50.926,1.024
50.956,1.026
50.986,1.027
51.016,1.028
51.046,1.029
51.076,1.030
51.106,1.030
51.136,1.028
51.166,1.029
51.196,1.024
51.226,1.028
51.256,1.029
51.286,1.026
51.316,1.025
51.346,1.028
51.376,1.024
51.406,1.032
51.436,1.028
51.466,1.025
51.496,1.030
51.526,1.035
51.556,1.028
51.586,1.020
51.616,1.023
51.646,1.029
51.676,1.025
51.706,1.030
51.736,1.032
51.766,1.030
51.796,1.029
51.826,1.030
51.856,1.024
51.886,1.025
51.916,1.031
51.946,1.029
51.976,1.028
52.006,1.029
52.036,1.025
52.066,1.031
52.096,1.027
52.126,1.031
52.156,1.028
52.186,1.030
52.216,1.025
52.246,1.029
52.276,1.022
52.306,1.029
52.336,1.030
52.366,1.028
52.396,1.025
52.426,1.030
52.456,1.033
52.486,1.027
52.516,1.027
52.546,1.027
52.576,1.029
52.606,1.030
52.636,1.028
52.666,1.027
52.696,1.022
52.726,1.032
52.756,1.033
52.786,1.032
52.816,1.027
52.846,1.029
52.876,1.028
52.906,1.028
52.936,1.025
52.966,1.024
52.996,1.030
53.026,1.030
53.056,1.027
53.086,1.028
53.116,1.030
53.146,1.029
53.176,1.030
53.206,1.030
53.236,1.028
53.266,1.027
53.296,1.029
53.326,1.025
53.356,1.030
53.386,1.032
53.416,1.030
53.446,1.024
53.476,1.027
53.506,1.026
53.536,1.030
53.566,1.031
53.596,1.024
53.626,1.029
53.656,1.029
53.686,1.029
53.716,1.031
53.746,1.029
53.776,1.029
53.806,1.030
53.836,1.024
53.866,1.028
53.896,1.027
53.926,1.029
53.956,1.031
53.986,1.025
54.016,1.028
54.046,1.035
54.076,1.028
54.106,1.027
54.136,1.022
54.166,1.029
54.196,1.027
54.226,1.026
54.256,1.027
54.286,1.022
54.316,1.034
54.346,1.034
54.376,1.031
54.406,1.031
54.436,1.030
54.466,1.028
54.496,1.024
54.526,1.027
54.556,1.023
54.586,1.028
54.616,1.029
54.646,1.030
54.676,1.031
54.706,1.029
54.736,1.022
54.766,1.030
54.796,1.035
54.826,1.026
54.856,1.023
54.886,1.025
54.916,1.028
54.946,1.027
54.976,1.024
55.006,1.027
55.036,1.030
55.066,1.027
55.096,1.026
55.126,1.032
55.156,1.024
55.186,1.018
55.216,1.021
55.246,1.025
55.276,1.023
55.306,1.029
55.336,1.036
55.366,1.030
55.396,1.027
55.426,1.025
55.456,1.021
55.486,1.033
55.516,1.027
55.546,1.024
55.576,1.024
55.606,1.019
55.636,1.021
55.666,1.021
55.696,1.028
55.726,1.029
55.756,1.024
55.786,1.027
55.816,1.024
55.846,1.021
55.876,1.024
55.906,1.021
55.936,1.018
55.966,1.019
55.996,1.025
56.026,1.032
56.056,1.034
56.086,1.028
56.116,1.021
56.146,1.024
56.176,1.026
56.206,1.028
56.236,1.021
56.266,1.019
56.296,1.016
56.326,1.018
56.356,1.013
56.386,1.018
56.416,1.021
56.446,1.023
56.476,1.024
56.506,1.027
56.536,1.026
56.566,1.030
56.596,1.025
56.626,1.023
56.656,1.028
56.686,1.023
56.716,1.026
56.746,1.026
