df_hash,22ZHK4.TV3FRY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.BYSR
person_label,V149
date_time_start,2026-06-08_17-46-39.600000_+03
date_time_start_unix,1780922799.6
date_time_end,2026-06-08_17-58-20.159000_+03
length_difference_noticed,no

time,acc_mag
4.966,1.037
4.996,1.014
5.026,1.008
5.056,1.014
5.086,1.015
5.116,1.020
5.146,1.022
5.176,1.034
5.206,1.041
5.236,1.042
5.266,1.054
5.296,1.033
5.326,1.022
5.356,1.027
5.386,1.019
5.416,1.014
5.446,1.024
5.476,1.031
5.506,1.042
5.536,1.038
5.566,1.035
5.596,1.024
5.626,1.017
5.656,1.030
5.686,1.024
5.716,1.021
5.746,1.024
5.776,1.028
5.806,1.027
5.836,1.028
5.866,1.035
5.896,1.037
5.926,1.036
5.956,1.038
5.986,1.030
6.016,1.024
6.046,1.028
6.076,1.021
6.106,1.018
6.136,1.021
6.166,1.022
6.196,1.036
6.226,1.030
6.256,1.028
6.286,1.039
6.316,1.033
6.346,1.039
6.376,1.021
6.406,1.020
6.436,1.023
6.466,1.041
6.496,1.030
6.526,1.027
6.556,1.025
6.586,1.024
6.616,1.027
6.646,1.028
6.676,1.038
6.706,1.039
6.736,1.024
6.766,1.027
6.796,1.029
6.826,1.031
6.856,1.032
6.886,1.031
6.916,1.022
6.946,1.023
6.976,1.026
7.006,1.024
7.036,1.020
7.066,1.028
7.096,1.029
7.126,1.024
7.156,1.034
7.186,1.030
7.216,1.028
7.246,1.032
7.276,1.024
7.306,1.027
7.336,1.029
7.366,1.034
7.396,1.024
7.426,1.028
7.456,1.030
7.486,1.030
7.516,1.029
7.546,1.030
7.576,1.031
7.606,1.032
7.636,1.028
7.666,1.027
7.696,1.026
7.726,1.031
7.756,1.031
7.786,1.029
7.816,1.022
7.846,1.028
7.876,1.029
7.906,1.026
7.936,1.021
7.966,1.033
7.996,1.031
8.026,1.026
8.056,1.026
8.086,1.025
8.116,1.030
8.146,1.031
8.176,1.026
8.206,1.025
8.236,1.028
8.266,1.025
8.296,1.024
8.326,1.025
8.356,1.028
8.386,1.029
8.416,1.031
8.446,1.027
8.476,1.027
8.506,1.024
8.536,1.029
8.566,1.023
8.596,1.029
8.626,1.035
8.656,1.028
8.686,1.022
8.716,1.023
8.746,1.030
8.776,1.025
8.806,1.026
8.836,1.029
8.866,1.026
8.896,1.025
8.926,1.025
8.956,1.024
8.986,1.028
9.016,1.025
9.046,1.026
9.076,1.027
9.106,1.029
9.136,1.029
9.166,1.024
9.196,1.024
9.226,1.030
9.256,1.031
9.286,1.027
9.316,1.026
9.346,1.027
9.376,1.029
9.406,1.029
9.436,1.025
9.466,1.026
9.496,1.031
9.526,1.033
9.556,1.026
9.586,1.027
9.616,1.027
9.646,1.026
9.676,1.026
9.706,1.030
9.736,1.024
9.766,1.027
9.796,1.024
9.826,1.025
9.856,1.035
9.886,1.032
9.916,1.028
9.946,1.024
9.976,1.022
10.006,1.030
10.036,1.026
10.066,1.030
10.096,1.024
10.126,1.028
10.156,1.029
10.186,1.026
10.216,1.023
10.246,1.026
10.276,1.026
10.306,1.030
10.336,1.029
10.366,1.027
10.396,1.029
10.426,1.022
10.456,1.029
10.486,1.035
10.516,1.027
10.546,1.024
10.576,1.025
10.606,1.027
10.636,1.028
10.666,1.028
10.696,1.024
10.726,1.027
10.756,1.026
10.786,1.031
10.816,1.025
10.846,1.025
10.876,1.026
10.906,1.027
10.936,1.031
10.966,1.024
10.996,1.031
11.026,1.029
11.056,1.024
11.086,1.028
11.116,1.033
11.146,1.026
11.176,1.021
11.206,1.025
11.236,1.028
11.266,1.024
11.296,1.029
11.326,1.026
11.356,1.028
11.386,1.028
11.416,1.032
11.446,1.027
11.476,1.024
11.506,1.026
11.536,1.026
11.566,1.026
11.596,1.027
11.626,1.026
11.656,1.023
11.686,1.026
11.716,1.034
11.746,1.034
11.776,1.026
11.806,1.022
11.836,1.025
11.866,1.029
11.896,1.025
11.926,1.029
11.956,1.025
11.986,1.031
12.016,1.029
12.046,1.029
12.076,1.026
12.106,1.029
12.136,1.028
12.166,1.026
12.196,1.027
12.226,1.028
12.256,1.032
12.286,1.027
12.316,1.026
12.346,1.025
12.376,1.025
12.406,1.038
12.436,1.032
12.466,1.022
12.496,1.023
12.526,1.028
12.556,1.028
12.586,1.028
12.616,1.028
12.646,1.027
12.676,1.027
12.706,1.025
12.736,1.028
12.766,1.028
12.796,1.027
12.826,1.025
12.856,1.027
12.886,1.024
12.916,1.025
12.946,1.025
12.976,1.029
13.006,1.027
13.036,1.027
13.066,1.028
13.096,1.032
13.126,1.034
13.156,1.029
13.186,1.023
13.216,1.027
13.246,1.029
13.276,1.024
13.306,1.030
13.336,1.029
13.366,1.027
13.396,1.030
13.426,1.027
13.456,1.027
13.486,1.028
13.516,1.027
13.546,1.029
13.576,1.030
13.606,1.028
13.636,1.027
13.666,1.027
13.696,1.030
13.726,1.024
13.756,1.025
13.786,1.032
13.816,1.035
13.846,1.027
13.876,1.023
13.906,1.022
13.936,1.027
13.966,1.030
13.996,1.028
14.026,1.028
14.056,1.033
14.086,1.024
14.116,1.029
14.146,1.027
14.176,1.023
14.206,1.030
14.236,1.027
14.266,1.027
14.296,1.027
14.326,1.026
