df_hash,22ZHK4.QK206M
13.836,1.016
13.866,1.019
13.896,1.016
13.926,1.025
13.956,1.016
13.986,1.028
14.016,1.075
14.046,1.055
14.076,1.014
14.106,1.010
14.136,1.013
14.166,0.979
14.196,0.983
14.226,0.985
14.256,0.997
14.286,0.980
14.316,0.967
14.346,0.985
14.376,0.915
14.406,0.965
14.436,0.949
14.466,0.941
14.496,0.938
14.526,0.928
14.556,0.940
14.586,0.929
14.616,0.970
14.646,0.997
14.676,1.024
14.706,1.037
14.736,1.042
14.766,1.108
14.796,1.061
14.826,1.017
14.856,1.124
14.886,1.164
14.916,1.093
14.946,0.977
14.976,0.951
15.006,0.991
15.036,1.069
15.066,1.042
15.096,0.974
15.126,0.984
15.156,0.994
15.186,1.037
15.216,1.054
15.246,1.024
15.276,1.002
15.306,0.977
15.336,0.976
15.366,0.981
15.396,0.997
15.426,1.004
15.456,0.980
15.486,1.029
15.516,1.023
15.546,1.056
15.576,1.073
15.606,1.029
15.636,1.001
15.666,0.993
15.696,1.017
15.726,1.026
15.756,1.011
15.786,1.011
15.816,1.013
15.846,1.010
15.876,1.041
15.906,1.023
15.936,0.994
15.966,0.995
15.996,1.012
16.026,1.018
16.056,1.025
16.086,1.024
16.116,1.020
16.146,1.004
16.176,1.010
16.206,1.018
16.236,1.009
16.266,1.000
16.296,1.010
16.326,1.023
16.356,1.022
16.386,1.036
16.416,1.021
16.446,0.996
16.476,1.007
16.506,1.009
16.536,1.014
16.566,1.015
16.596,1.020
16.626,1.018
16.656,1.016
16.686,1.013
16.716,1.014
16.746,0.997
16.776,1.006
16.806,1.028
16.836,1.045
16.866,1.033
16.896,1.011
16.926,1.001
16.956,0.999
16.986,1.010
17.016,1.016
17.046,1.011
17.076,1.017
17.106,1.019
17.136,1.017
17.166,1.020
17.196,1.015
17.226,1.014
17.256,1.011
17.286,1.010
17.316,1.011
17.346,1.014
17.376,1.024
17.406,1.022
17.436,1.013
17.466,1.011
17.496,1.013
17.526,1.014
17.556,1.012
17.586,1.011
17.616,1.012
17.646,1.015
17.676,1.016
17.706,1.022
17.736,1.017
17.766,1.012
17.796,1.008
17.826,1.009
17.856,1.017
17.886,1.023
17.916,1.018
17.946,1.015
17.976,1.018
18.006,1.015
18.036,1.027
18.066,1.019
18.096,1.012
18.126,1.012
18.156,1.013
18.186,1.009
18.216,1.012
18.246,1.011
18.276,1.015
18.306,1.021
18.336,1.017
18.366,1.011
18.396,1.019
18.426,1.018
18.456,1.016
18.486,1.013
18.516,1.008
18.546,1.013
18.576,1.015
18.606,1.019
18.636,1.021
18.666,1.016
18.696,1.006
18.726,1.001
18.756,1.023
18.786,1.029
18.816,1.016
18.846,1.015
18.876,1.014
18.906,1.013
18.936,1.011
18.966,1.015
18.996,1.012
19.026,1.013
19.056,1.014
19.086,1.021
19.116,1.016
19.146,1.014
19.176,1.013
19.206,1.015
19.236,1.016
19.266,1.012
19.296,1.015
19.326,1.019
19.356,1.019
19.386,1.017
19.416,1.009
19.446,1.007
19.476,1.011
19.506,1.020
19.536,1.020
19.566,1.018
19.596,1.017
19.626,1.015
19.656,1.012
19.686,1.012
19.716,1.013
19.746,1.013
19.776,1.020
19.806,1.021
19.836,1.018
19.866,1.016
19.896,1.013
19.926,1.012
19.956,1.011
19.986,1.015
20.016,1.015
20.046,1.018
20.076,1.016
20.106,1.019
20.136,1.018
20.166,1.014
20.196,1.011
20.226,1.010
20.256,1.015
20.286,1.025
20.316,1.020
20.346,1.017
20.376,1.014
20.406,1.016
20.436,1.011
20.466,1.010
20.496,1.011
20.526,1.012
20.556,1.017
20.586,1.019
20.616,1.016
20.646,1.013
20.676,1.014
20.706,1.016
20.736,1.014
20.766,1.015
20.796,1.015
20.826,1.017
20.856,1.015
20.886,1.016
20.916,1.013
20.946,1.014
20.976,1.019
21.006,1.016
21.036,1.013
21.066,1.008
21.096,1.012
21.126,1.023
21.156,1.020
21.186,1.015
21.216,1.014
21.246,1.014
21.276,1.016
21.306,1.019
21.336,1.011
21.366,1.015
21.396,1.015
21.426,1.021
21.456,1.016
21.486,1.013
21.516,1.010
21.546,1.014
21.576,1.014
21.606,1.011
21.636,1.017
21.666,1.019
21.696,1.022
21.726,1.021
21.756,1.015
21.786,1.008
21.816,1.008
21.846,1.012
21.876,1.025
21.906,1.020
21.936,1.018
21.966,1.013
21.996,1.015
22.026,1.012
22.056,1.012
22.086,1.011
22.116,1.012
22.146,1.018
22.176,1.021
22.206,1.021
22.236,1.013
22.266,1.014
22.296,1.014
22.326,1.015
22.356,1.013
22.386,1.015
22.416,1.017
22.446,1.017
22.476,1.020
22.506,1.021
22.536,1.011
22.566,1.007
22.596,1.010
22.626,1.020
22.656,1.025
22.686,1.018
22.716,1.014
22.746,1.013
22.776,1.016
22.806,1.013
22.836,1.013
22.866,1.010
22.896,1.013
22.926,1.021
22.956,1.022
22.986,1.014
23.016,1.012
23.046,1.011
23.076,1.016
23.106,1.015
23.136,1.013
23.166,1.013
23.196,1.016
23.226,1.018
23.256,1.018
23.286,1.015
23.316,1.017
23.346,1.016
23.376,1.013
23.406,1.009
23.436,1.014
23.466,1.024
23.496,1.021
23.526,1.015
23.556,1.014
23.586,1.010
23.616,1.012
23.646,1.014
23.676,1.013
23.706,1.010
23.736,1.018
23.766,1.020
23.796,1.017
23.826,1.015
23.856,1.015
23.886,1.017
23.916,1.020
23.946,1.015
23.976,1.013
24.006,1.012
24.036,1.018
24.066,1.024
24.096,1.018
24.126,1.010
24.156,1.007
24.186,1.008
24.216,1.018
24.246,1.025
24.276,1.018
24.306,1.016
24.336,1.017
24.366,1.018
24.396,1.016
24.426,1.011
24.456,1.012
24.486,1.010
24.516,1.021
24.546,1.017
24.576,1.016
24.606,1.014
24.636,1.014
24.666,1.014
24.696,1.012
24.726,1.013
24.756,1.014
24.786,1.017
24.816,1.021
24.846,1.015
24.876,1.012
24.906,1.011
24.936,1.014
24.966,1.021
24.996,1.019
25.026,1.012
25.056,1.016
25.086,1.014
25.116,1.015
25.146,1.011
25.176,1.014
25.206,1.012
25.236,1.020
25.266,1.021
25.296,1.016
25.326,1.015
25.356,1.015
25.386,1.015
25.416,1.013
25.446,1.016
25.476,1.017
25.506,1.016
25.536,1.017
25.566,1.017
25.596,1.019
25.626,1.015
25.656,1.011
25.686,1.011
25.716,1.020
25.746,1.021
25.776,1.016
25.806,1.014
25.836,1.012
25.866,1.018
25.896,1.012
25.926,1.016
25.956,1.017
25.986,1.013
26.016,1.021
26.046,1.024
26.076,1.013
26.106,1.010
26.136,1.012
26.166,1.014
26.196,1.015
26.226,1.015
26.256,1.016
26.286,1.021
26.316,1.016
26.346,1.018
26.376,1.018
26.406,1.017
26.436,1.014
26.466,1.010
26.496,1.012
26.526,1.021
26.556,1.025
26.586,1.016
26.616,1.011
26.646,1.012
26.676,1.016
26.706,1.014
26.736,1.014
26.766,1.012
26.796,1.016
26.826,1.022
26.856,1.020
26.886,1.009
26.916,1.012
26.946,1.009
26.976,1.013
27.006,1.013
27.036,1.018
27.066,1.018
27.096,1.020
27.126,1.023
27.156,1.018
27.186,1.010
27.216,1.005
27.246,1.011
27.276,1.020
27.306,1.021
27.336,1.020
27.366,1.018
27.396,1.014
27.426,1.016
27.456,1.014
27.486,1.014
27.516,1.012
27.546,1.016
27.576,1.021
27.606,1.017
27.636,1.015
27.666,1.016
27.696,1.014
27.726,1.014
27.756,1.015
27.786,1.014
27.816,1.014
27.846,1.017
27.876,1.020
27.906,1.019
27.936,1.014
27.966,1.010
27.996,1.008
28.026,1.016
28.056,1.025
28.086,1.019
28.116,1.015
28.146,1.013
28.176,1.016
28.206,1.014
28.236,1.012
28.266,1.015
28.296,1.011
28.326,1.018
28.356,1.023
28.386,1.017
28.416,1.013
28.446,1.011
28.476,1.017
28.506,1.019
28.536,1.016
28.566,1.020
28.596,1.019
28.626,1.018
28.656,1.017
28.686,1.020
28.716,1.016
28.746,1.015
28.776,1.005
28.806,1.013
28.836,1.026
28.866,1.022
28.896,1.015
28.926,1.011
28.956,1.012
28.986,1.012
29.016,1.012
29.046,1.014
29.076,1.011
29.106,1.018
29.136,1.025
29.166,1.017
29.196,1.012
29.226,1.016
29.256,1.016
29.286,1.014
29.316,1.017
29.346,1.015
29.376,1.021
29.406,1.020
29.436,1.017
29.466,1.013
29.496,1.007
29.526,1.015
29.556,1.025
29.586,1.021
29.616,1.016
29.646,1.015
29.676,1.017
29.706,1.013
29.736,1.019
29.766,1.015
29.796,1.013
29.826,1.012
29.856,1.021
29.886,1.018
29.916,1.017
29.946,1.014
29.976,1.017
30.006,1.013
30.036,1.016
30.066,1.013
30.096,1.017
30.126,1.017
30.156,1.019
30.186,1.017
30.216,1.012
30.246,1.010
30.276,1.017
30.306,1.022
30.336,1.017
30.366,1.018
30.396,1.017
30.426,1.015
30.456,1.016
30.486,1.016
30.516,1.013
30.546,1.017
30.576,1.021
30.606,1.021
30.636,1.014
30.666,1.010
30.696,1.016
30.726,1.018
30.756,1.020
30.786,1.016
30.816,1.016
30.846,1.015
30.876,1.021
30.906,1.018
30.936,1.012
30.966,1.010
30.996,1.006
31.026,1.018
31.056,1.027
31.086,1.020
31.116,1.015
31.146,1.015
31.176,1.015
31.206,1.016
31.236,1.017
31.266,1.012
31.296,1.009
31.326,1.021
31.356,1.023
31.386,1.016
31.416,1.012
31.446,1.012
31.476,1.018
31.506,1.017
31.536,1.013
31.566,1.017
31.596,1.024
31.626,1.020
31.656,1.016
31.686,1.008
31.716,1.008
31.746,1.021
31.776,1.021
31.806,1.013
31.836,1.017
31.866,1.018
31.896,1.018
31.926,1.013
31.956,1.013
31.986,1.011
32.016,1.011
32.046,1.020
32.076,1.022
32.106,1.020
32.136,1.016
32.166,1.017
32.196,1.013
32.226,1.017
32.256,1.015
32.286,1.030
32.316,1.029
32.346,1.028
32.376,1.020
32.406,1.003
32.436,1.000
32.466,1.000
32.496,1.000
32.526,1.008
32.556,1.021
32.586,1.021
32.616,1.027
32.646,1.022
32.676,1.016
32.706,1.002
32.736,1.000
32.766,1.013
32.796,1.017
32.826,1.020
32.856,1.020
32.886,1.021
32.916,1.015
32.946,1.013
32.976,1.006
33.006,1.010
33.036,1.020
33.066,1.021
33.096,1.018
33.126,1.015
33.156,1.013
33.186,1.014
33.216,1.019
33.246,1.015
33.276,1.014
33.306,1.015
33.336,1.017
33.366,1.015
33.396,1.012
33.426,1.012
33.456,1.012
33.486,1.020
33.516,1.021
33.546,1.018
33.576,1.016
33.606,1.015
33.636,1.016
33.666,1.012
33.696,1.007
33.726,1.012
33.756,1.018
33.786,1.021
33.816,1.021
33.846,1.015
33.876,1.012
33.906,1.009
33.936,1.014
33.966,1.026
33.996,1.017
34.026,1.011
34.056,1.017
34.086,1.014
34.116,1.016
34.146,1.015
34.176,1.012
34.206,1.008
34.236,1.023
34.266,1.021
34.296,1.012
34.326,1.015
34.356,1.016
34.386,1.012
34.416,1.017
34.446,1.018
34.476,1.021
34.506,1.026
34.536,1.014
34.566,1.006
34.596,1.016
34.626,1.027
34.656,1.015
34.686,1.021
34.716,1.030
34.746,1.044
34.776,1.043
34.806,1.057
34.836,1.049
34.866,1.042
34.896,1.025
34.926,1.040
34.956,1.048
34.986,1.040
35.016,1.029
35.046,1.015
35.076,1.012
35.106,1.003
35.136,1.011
35.166,1.003
35.196,0.983
35.226,0.988
35.256,0.998
35.286,1.002
35.316,1.008
35.346,1.001
35.376,0.989
35.406,0.995
35.436,1.006
35.466,0.994
35.496,0.993
35.526,0.988
35.556,0.987
35.586,0.997
35.616,0.991
35.646,0.991
35.676,0.995
35.706,1.002
35.736,0.997
35.766,0.986
35.796,0.989
35.826,0.990
35.856,0.995
35.886,0.993
35.916,0.985
35.946,0.988
35.976,0.988
36.006,0.998
36.036,1.005
36.066,1.007
36.096,1.000
36.126,0.999
36.156,0.997
36.186,1.000
36.216,0.996
36.246,1.006
36.276,1.009
36.306,1.004
36.336,0.996
36.366,1.000
36.396,1.003
36.426,1.008
36.456,1.003
36.486,1.000
36.516,1.004
36.546,1.005
36.576,1.003
36.606,1.004
36.636,1.004
36.666,1.006
36.696,1.012
36.726,1.001
36.756,1.001
36.786,1.009
36.816,1.008
36.846,1.001
36.876,1.003
36.906,1.001
36.936,1.000
36.966,1.012
36.996,1.003
37.026,1.005
37.056,1.012
37.086,1.004
37.116,0.999
37.146,1.002
37.176,1.002
37.206,1.009
37.236,1.011
37.266,1.005
37.296,0.999
37.326,0.999
37.356,1.003
37.386,1.019
37.416,1.008
37.446,1.003
37.476,0.999
37.506,1.004
37.536,1.001
37.566,0.999
37.596,0.999
37.626,0.994
37.656,0.997
37.686,1.005
37.716,0.995
37.746,1.000
37.776,0.990
37.806,0.987
37.836,1.003
37.866,1.008
37.896,1.013
37.926,1.011
37.956,1.036
37.986,1.052
38.016,1.049
38.046,1.031
38.076,1.017
38.106,1.014
38.136,1.019
38.166,1.027
38.196,1.021
38.226,1.025
38.256,1.033
38.286,1.029
38.316,1.011
38.346,1.008
38.376,1.012
38.406,1.023
38.436,1.021
38.466,1.004
38.496,1.008
38.526,1.001
38.556,1.001
38.586,0.988
38.616,1.005
38.646,1.016
38.676,1.003
38.706,0.990
38.736,0.989
38.766,0.993
38.796,0.999
38.826,1.012
38.856,1.016
38.886,1.037
38.916,1.047
38.946,1.037
38.976,1.006
39.006,1.001
39.036,1.007
39.066,1.000
39.096,1.006
39.126,0.994
39.156,0.987
39.186,1.015
39.216,1.019
39.246,1.005
39.276,0.991
39.306,0.984
39.336,0.986
39.366,0.973
39.396,0.967
39.426,0.978
39.456,0.991
39.486,0.996
39.516,1.010
39.546,1.019
39.576,1.011
39.606,1.019
39.636,1.009
39.666,1.014
39.696,1.022
39.726,0.995
39.756,0.987
39.786,1.000
39.816,1.053
39.846,1.048
39.876,1.019
39.906,0.979
39.936,1.019
39.966,1.028
39.996,1.016
40.026,1.072
40.056,1.088
40.086,1.067
40.116,1.063
40.146,1.045
40.176,1.043
40.206,1.061
40.236,1.049
40.266,1.027
40.296,1.034
40.326,1.029
40.356,1.012
40.386,1.001
40.416,1.010
40.446,1.020
40.476,1.008
40.506,1.009
40.536,1.003
40.566,0.981
40.596,0.988
40.626,0.973
40.656,0.991
40.686,1.028
40.716,1.014
40.746,1.010
40.776,0.998
40.806,1.008
40.836,0.985
40.866,1.003
40.896,1.001
40.926,0.988
40.956,0.994
40.986,0.995
41.016,1.007
41.046,1.007
41.076,0.988
41.106,0.995
41.136,1.002
41.166,0.995
41.196,1.006
41.226,1.008
41.256,1.012
41.286,1.014
41.316,1.021
41.346,1.012
41.376,1.014
41.406,1.011
41.436,1.012
41.466,1.018
41.496,1.016
41.526,1.005
41.556,1.010
41.586,1.018
41.616,1.010
41.646,1.009
41.676,1.006
41.706,1.011
41.736,1.015
41.766,1.009
41.796,1.007
41.826,1.014
41.856,1.019
41.886,1.010
41.916,1.012
41.946,1.008
41.976,1.010
42.006,1.008
42.036,1.004
42.066,1.008
42.096,1.021
42.126,1.023
42.156,1.004
42.186,1.008
42.216,1.013
42.246,1.002
42.276,1.006
42.306,1.011
42.336,1.010
42.366,1.017
42.396,1.021
42.426,1.006
42.456,1.012
42.486,1.013
42.516,1.013
42.546,1.011
42.576,1.015
42.606,1.013
42.636,1.009
42.666,1.015
42.696,1.019
42.726,1.016
42.756,1.025
42.786,1.010
42.816,1.006
42.846,1.014
42.876,1.015
42.906,1.017
42.936,1.014
42.966,1.001
42.996,1.016
43.026,1.019
43.056,0.995
43.086,1.001
43.116,1.008
43.146,1.011
43.176,1.020
43.206,1.019
43.236,1.003
43.266,1.019
43.296,1.013
43.326,1.005
43.356,1.002
43.386,1.006
43.416,1.012
43.446,1.021
43.476,1.014
43.506,1.011
43.536,1.019
43.566,1.018
43.596,1.017
43.626,1.013
43.656,1.002
43.686,1.008
43.716,1.011
43.746,1.017
43.776,1.014
43.806,1.011
43.836,1.006
43.866,1.008
43.896,0.998
43.926,0.995
43.956,0.993
43.986,0.995
44.016,0.994
44.046,1.005
44.076,0.995
44.106,0.986
44.136,1.001
44.166,1.006
44.196,1.015
44.226,0.988
44.256,1.002
44.286,1.014
44.316,1.000
44.346,0.987
44.376,0.979
44.406,0.986
44.436,1.012
44.466,1.007
44.496,1.020
44.526,1.037
44.556,1.020
44.586,1.017
44.616,1.002
44.646,1.017
44.676,1.015
44.706,0.994
44.736,0.976
44.766,0.972
44.796,0.982
44.826,0.999
44.856,1.022
44.886,1.013
44.916,1.064
44.946,1.089
44.976,1.130
45.006,1.116
45.036,1.063
45.066,1.016
45.096,0.983
45.126,0.958
45.156,0.972
45.186,0.979
45.216,0.991
45.246,1.000
45.276,1.008
45.306,1.006
45.336,1.039
45.366,1.023
45.396,0.988
45.426,0.969
45.456,0.978
45.486,1.025
45.516,1.056
45.546,1.059
45.576,1.024
45.606,0.992
45.636,0.987
45.666,1.004
45.696,1.014
45.726,1.017
45.756,1.004
45.786,1.014
45.816,1.030
45.846,1.021
45.876,1.009
45.906,0.997
45.936,0.992
45.966,1.004
45.996,1.017
46.026,1.016
46.056,1.008
46.086,1.002
46.116,1.015
46.146,1.017
46.176,1.012
46.206,1.006
46.236,1.004
46.266,1.013
46.296,1.019
46.326,1.016
46.356,1.015
46.386,1.011
46.416,1.006
46.446,1.005
46.476,1.009
46.506,1.012
46.536,1.011
46.566,1.016
46.596,1.012
46.626,1.009
46.656,1.006
46.686,1.002
46.716,1.004
46.746,1.012
46.776,1.020
46.806,1.012
46.836,1.008
46.866,1.010
46.896,1.002
46.926,1.007
46.956,1.008
46.986,1.005
47.016,1.011
47.046,1.016
47.076,1.011
47.106,1.011
47.136,1.009
47.166,1.015
47.196,1.008
47.226,1.007
47.256,1.003
47.286,1.003
47.316,1.010
47.346,1.024
47.376,1.018
47.406,1.007
47.436,1.005
47.466,1.007
47.496,1.007
47.526,1.012
47.556,1.009
47.586,1.004
47.616,1.017
47.646,1.011
47.676,1.003
47.706,1.005
47.736,1.010
47.766,1.012
47.796,1.008
47.826,1.011
47.856,1.007
47.886,1.007
47.916,1.008
47.946,1.015
47.976,1.012
48.006,1.009
48.036,1.007
48.066,1.005
48.096,1.009
48.126,1.013
48.156,1.006
48.186,1.007
48.216,1.015
48.246,1.012
48.276,1.008
48.306,1.011
48.336,1.005
48.366,1.007
48.396,1.009
48.426,1.013
48.456,1.009
48.486,1.011
48.516,1.005
48.546,1.012
48.576,1.019
48.606,1.014
48.636,1.008
48.666,1.005
48.696,1.006
48.726,1.008
48.756,1.012
48.786,1.008
48.816,1.011
48.846,1.015
48.876,1.009
48.906,1.007
48.936,1.008
48.966,1.011
48.996,1.012
49.026,1.017
49.056,1.011
49.086,1.007
49.116,1.008
49.146,1.002
49.176,1.001
49.206,1.012
49.236,1.011
49.266,1.015
49.296,1.008
49.326,1.008
49.356,1.010
49.386,1.021
49.416,1.015
49.446,1.007
49.476,1.005
49.506,1.009
49.536,1.010
49.566,1.011
49.596,1.007
49.626,1.008
49.656,1.017
49.686,1.017
49.716,1.005
49.746,1.007
49.776,1.012
49.806,1.009
49.836,1.010
49.866,1.007
49.896,1.010
49.926,1.016
49.956,1.015
49.986,1.010
50.016,1.004
50.046,1.002
50.076,1.014
50.106,1.020
50.136,1.008
50.166,1.005
50.196,1.011
50.226,1.008
50.256,1.010
50.286,1.007
50.316,1.006
50.346,1.013
50.376,1.015
50.406,1.009
50.436,1.008
50.466,1.010
50.496,1.015
50.526,1.010
50.556,1.007
50.586,1.009
50.616,1.009
50.646,1.011
50.676,1.015
50.706,1.010
50.736,1.007
50.766,1.001
50.796,1.006
50.826,1.020
50.856,1.017
50.886,1.007
50.916,1.008
50.946,1.008
50.976,1.007
51.006,1.011
51.036,1.008
51.066,1.007
51.096,1.013
51.126,1.016
51.156,1.011
51.186,1.002
51.216,1.009
51.246,1.012
51.276,1.015
51.306,1.007
51.336,1.011
51.366,1.010
51.396,1.015
51.426,1.008
51.456,1.011
51.486,1.013
51.516,1.014
51.546,1.010
51.576,1.006
51.606,1.008
51.636,1.012
51.666,1.021
51.696,1.013
51.726,1.004
51.756,1.005
51.786,1.009
51.816,1.010
51.846,1.010
51.876,1.012
51.906,1.005
51.936,1.013
51.966,1.015
51.996,1.010
52.026,1.007
52.056,1.008
52.086,1.007
52.116,1.013
52.146,1.004
52.176,1.007
52.206,1.011
52.236,1.008
52.266,1.015
52.296,1.007
52.326,1.012
52.356,1.015
52.386,1.008
52.416,1.006
52.446,1.004
52.476,1.008
52.506,1.021
52.536,1.018
52.566,1.003
52.596,1.008
52.626,1.012
52.656,1.010
52.686,1.008
52.716,1.008
52.746,1.005
52.776,1.014
52.806,1.016
52.836,1.009
52.866,1.006
52.896,1.007
52.926,1.013
52.956,1.011
52.986,1.010
53.016,1.009
53.046,1.007
53.076,1.011
53.106,1.014
53.136,1.013
53.166,1.006
53.196,1.006
53.226,1.003
53.256,1.015
53.286,1.021
53.316,1.015
53.346,1.004
53.376,1.012
53.406,1.008
53.436,1.006
53.466,1.010
53.496,1.012
53.526,1.008
53.556,1.017
53.586,1.015
53.616,1.007
53.646,1.008
53.676,1.011
53.706,1.015
53.736,1.012
53.766,1.013
53.796,1.009
53.826,1.005
53.856,1.010
53.886,1.011
53.916,1.015
53.946,1.011
53.976,1.009
54.006,1.004
54.036,1.006
54.066,1.012
54.096,1.019
54.126,1.008
54.156,1.007
54.186,1.010
54.216,1.007
54.246,1.008
54.276,1.009
54.306,1.011
54.336,1.011
54.366,1.014
54.396,1.014
54.426,1.008
54.456,1.007
54.486,1.012
54.516,1.010
54.546,1.009
54.576,1.011
54.606,1.008
54.636,1.010
54.666,1.012
54.696,1.008
54.726,1.013
54.756,1.013
54.786,1.007
54.816,1.004
54.846,1.001
54.876,1.012
54.906,1.025
54.936,1.012
54.966,1.004
54.996,1.008
55.026,1.011
55.056,1.008
55.086,1.012
55.116,1.014
55.146,1.009
55.176,1.016
55.206,1.016
55.236,1.005
55.266,1.002
55.296,1.006
55.326,1.014
55.356,1.014
55.386,1.012
55.416,1.008
55.446,1.009
55.476,1.014
55.506,1.012
55.536,1.010
55.566,1.004
55.596,1.008
55.626,1.015
55.656,1.020
55.686,1.013
55.716,1.009
55.746,1.009
55.776,1.006
55.806,1.007
55.836,1.008
55.866,1.009
55.896,1.007
55.926,1.015
55.956,1.016
55.986,1.010
56.016,1.009
56.046,1.013
56.076,1.011
56.106,1.014
56.136,1.010
56.166,1.010
56.196,1.012
56.226,1.014
