df_hash,22ZHK4.AL8VFF
55.615,1.018
55.645,1.015
55.675,1.013
55.705,1.014
55.735,1.014
55.765,1.018
55.795,1.021
55.825,1.014
55.855,1.013
55.885,1.011
55.915,1.011
55.945,1.017
55.975,1.014
56.005,1.017
56.035,1.015
56.065,1.017
56.095,1.014
56.125,1.015
56.155,1.019
56.185,1.018
56.215,1.012
56.245,1.014
56.275,1.012
56.305,1.013
56.335,1.016
56.365,1.016
56.395,1.017
56.425,1.018
56.455,1.014
56.485,1.014
56.515,1.015
56.545,1.021
56.575,1.011
56.605,1.010
56.635,1.013
56.665,1.015
56.695,1.017
56.725,1.020
56.755,1.017
56.785,1.015
56.815,1.017
56.845,1.015
56.875,1.017
56.905,1.018
56.935,1.015
56.965,1.019
56.995,1.014
57.025,1.013
57.055,1.013
57.085,1.015
57.115,1.015
57.145,1.015
57.175,1.017
57.205,1.012
57.235,1.017
57.265,1.015
57.295,1.012
57.325,1.021
57.355,1.017
57.385,1.013
57.415,1.016
57.445,1.013
57.475,1.014
57.505,1.017
57.535,1.020
57.565,1.012
57.595,1.017
57.625,1.017
57.655,1.014
57.685,1.017
57.715,1.018
57.745,1.014
57.775,1.016
57.805,1.017
57.835,1.017
57.865,1.013
57.895,1.015
57.925,1.015
57.955,1.017
57.985,1.013
58.015,1.013
58.045,1.020
58.075,1.016
58.105,1.013
58.135,1.022
58.165,1.016
58.195,1.014
58.225,1.016
58.255,1.013
58.285,1.017
58.315,1.018
58.345,1.016
58.375,1.014
58.405,1.017
58.435,1.017
58.465,1.012
58.495,1.015
58.525,1.016
58.555,1.014
58.585,1.015
58.615,1.015
58.645,1.010
58.675,1.013
58.705,1.014
58.735,1.014
58.765,1.012
58.795,1.017
58.825,1.016
58.855,1.016
58.885,1.014
58.915,1.011
58.945,1.017
58.975,1.020
59.005,1.012
59.035,1.015
59.065,1.011
59.095,1.012
59.125,1.018
59.155,1.017
59.185,1.021
59.215,1.017
59.245,1.019
59.275,1.017
59.305,1.012
59.335,1.017
59.365,1.016
59.395,1.016
59.425,1.014
59.455,1.014
59.485,1.013
59.515,1.017
59.545,1.015
59.575,1.015
59.605,1.019
59.635,1.013
59.665,1.016
59.695,1.016
59.725,1.018
59.755,1.011
59.785,1.009
59.815,1.022
59.845,1.015
59.875,1.015
59.905,1.014
59.935,1.011
59.965,1.014
59.995,1.018
60.025,1.014
60.055,1.014
60.085,1.012
60.115,1.018
60.145,1.013
60.175,1.015
60.205,1.017
60.235,1.018
60.265,1.013
60.295,1.014
60.325,1.013
60.355,1.013
60.385,1.014
60.415,1.014
60.445,1.015
60.475,1.015
60.505,1.015
60.535,1.015
60.565,1.017
60.595,1.014
60.625,1.013
60.655,1.015
60.685,1.021
60.715,1.014
60.745,1.014
60.775,1.013
60.805,1.011
60.835,1.016
60.865,1.016
60.895,1.015
60.925,1.010
60.955,1.016
60.985,1.016
61.015,1.013
61.045,1.014
61.075,1.018
61.105,1.016
61.135,1.015
61.165,1.018
61.195,1.013
61.225,1.015
61.255,1.017
61.285,1.014
61.315,1.013
61.345,1.017
61.375,1.015
61.405,1.015
61.435,1.019
61.465,1.011
61.495,1.013
61.525,1.020
61.555,1.016
61.585,1.014
61.615,1.016
61.645,1.016
61.675,1.014
61.705,1.017
61.735,1.017
61.765,1.013
61.795,1.014
61.825,1.017
61.855,1.011
61.885,1.015
61.915,1.017
61.945,1.015
61.975,1.016
62.005,1.015
62.035,1.015
62.065,1.013
62.095,1.014
62.125,1.011
62.155,1.014
62.185,1.017
62.215,1.016
62.245,1.018
62.275,1.015
62.305,1.017
62.335,1.021
62.365,1.010
62.395,1.018
62.425,1.014
62.455,1.016
62.485,1.013
62.515,1.016
62.545,1.015
62.575,1.013
62.605,1.020
62.635,1.013
62.665,1.014
62.695,1.015
62.725,1.015
62.755,1.012
62.785,1.013
62.815,1.017
62.845,1.015
62.875,1.014
62.905,1.014
62.935,1.013
62.965,1.018
62.995,1.016
63.025,1.015
63.055,1.017
63.085,1.011
63.115,1.010
63.145,1.019
63.175,1.016
63.205,1.012
63.235,1.013
63.265,1.012
63.295,1.012
63.325,1.018
63.355,1.020
63.385,1.017
63.415,1.012
63.445,1.017
63.475,1.014
63.505,1.013
63.535,1.014
63.565,1.013
63.595,1.017
63.625,1.014
63.655,1.014
63.685,1.013
63.715,1.012
63.745,1.013
63.775,1.014
63.805,1.014
63.835,1.014
63.865,1.014
63.895,1.014
63.925,1.015
63.955,1.012
63.985,1.010
64.015,1.021
64.045,1.018
64.075,1.010
64.105,1.013
64.135,1.014
64.165,1.015
64.195,1.017
64.225,1.013
64.255,1.014
64.285,1.012
64.315,1.016
64.345,1.013
64.375,1.014
64.405,1.016
64.435,1.013
64.465,1.014
64.495,1.015
64.525,1.012
64.555,1.014
64.585,1.014
64.615,1.016
64.645,1.014
64.675,1.013
64.705,1.014
64.735,1.016
64.765,1.017
64.795,1.018
64.825,1.011
64.855,1.012
64.885,1.020
64.915,1.016
64.945,1.012
64.975,1.014
65.005,1.012
65.035,1.012
65.065,1.016
65.095,1.016
65.125,1.017
65.155,1.013
65.185,1.017
65.215,1.013
65.245,1.013
65.275,1.013
65.305,1.014
65.335,1.014
65.365,1.014
65.395,1.015
65.425,1.016
65.455,1.015
65.485,1.014
65.515,1.016
65.545,1.013
65.575,1.017
65.605,1.015
65.635,1.018
65.665,1.012
65.695,1.015
65.725,1.012
65.755,1.014
65.785,1.021
65.815,1.015
65.845,1.012
65.875,1.015
65.905,1.011
65.935,1.013
65.965,1.016
65.995,1.017
66.025,1.015
66.055,1.015
66.085,1.019
66.115,1.012
66.145,1.013
66.175,1.014
66.205,1.017
66.235,1.014
66.265,1.014
66.295,1.013
66.325,1.014
66.355,1.018
66.385,1.015
66.415,1.014
66.445,1.015
66.475,1.013
66.505,1.014
66.535,1.017
66.565,1.013
66.595,1.011
66.625,1.011
66.655,1.020
66.685,1.018
66.715,1.011
66.745,1.015
66.775,1.013
66.805,1.015
66.835,1.016
66.865,1.017
66.895,1.018
66.925,1.011
66.955,1.021
66.985,1.016
67.015,1.015
67.045,1.017
67.075,1.016
67.105,1.014
67.135,1.015
67.165,1.014
67.195,1.013
67.225,1.013
67.255,1.013
67.285,1.016
67.315,1.015
67.345,1.015
67.375,1.017
67.405,1.016
67.435,1.018
67.465,1.014
67.495,1.014
67.525,1.019
67.555,1.008
67.585,1.012
67.615,1.014
67.645,1.012
67.675,1.012
67.705,1.016
67.735,1.016
67.765,1.012
67.795,1.014
67.825,1.016
67.855,1.011
67.885,1.015
67.915,1.016
67.945,1.014
67.975,1.015
68.005,1.014
68.035,1.013
68.065,1.015
68.095,1.016
68.125,1.014
68.155,1.016
68.185,1.013
68.215,1.014
68.245,1.015
68.275,1.017
68.305,1.015
68.335,1.012
68.365,1.013
68.395,1.020
68.425,1.013
68.455,1.017
68.485,1.011
68.515,1.011
68.545,1.014
68.575,1.014
68.605,1.016
68.635,1.011
68.665,1.011
68.695,1.018
68.725,1.013
68.755,1.016
68.785,1.015
68.815,1.013
68.845,1.014
68.875,1.011
68.905,1.014
68.935,1.012
68.965,1.015
68.995,1.018
69.025,1.014
69.055,1.015
69.085,1.016
69.115,1.012
69.145,1.014
69.175,1.013
69.205,1.011
69.235,1.012
69.265,1.021
69.295,1.011
69.325,1.017
69.355,1.013
69.385,1.015
69.415,1.013
69.445,1.014
69.475,1.014
69.505,1.009
69.535,1.015
69.565,1.016
69.595,1.015
69.625,1.016
69.655,1.016
69.685,1.015
69.715,1.016
69.745,1.014
69.775,1.011
69.805,1.011
69.835,1.014
69.865,1.016
69.895,1.019
69.925,1.015
69.955,1.013
69.985,1.012
70.015,1.010
70.045,1.013
70.075,1.017
70.105,1.017
70.135,1.009
70.165,1.012
70.195,1.016
70.225,1.012
70.255,1.012
70.285,1.015
70.315,1.014
70.345,1.010
70.375,1.019
70.405,1.011
70.435,1.013
70.465,1.015
70.495,1.012
70.525,1.012
70.555,1.016
70.585,1.014
70.615,1.012
70.645,1.013
70.675,1.015
70.705,1.015
70.735,1.016
70.765,1.017
70.795,1.015
70.825,1.016
70.855,1.019
70.885,1.015
70.915,1.011
70.945,1.014
70.975,1.014
71.005,1.014
71.035,1.017
71.065,1.017
71.095,1.016
71.125,1.013
71.155,1.017
71.185,1.013
71.215,1.014
71.245,1.012
71.275,1.014
71.305,1.012
71.335,1.016
71.365,1.011
71.395,1.013
71.425,1.013
71.455,1.012
71.485,1.014
71.515,1.016
71.545,1.012
71.575,1.015
71.605,1.020
71.635,1.012
71.665,1.007
71.695,1.021
71.725,1.013
71.755,1.011
71.785,1.012
71.815,1.014
71.845,1.017
71.875,1.013
71.905,1.013
71.935,1.019
71.965,1.012
71.995,1.018
72.025,1.012
72.055,1.017
72.085,1.012
72.115,1.011
72.145,1.013
72.175,1.015
72.205,1.011
72.235,1.012
72.265,1.012
72.295,1.018
72.325,1.015
72.355,1.013
72.385,1.009
72.415,1.012
72.445,1.011
72.475,1.012
72.505,1.017
72.535,1.020
72.565,1.010
72.595,1.013
72.625,1.010
72.655,1.015
72.685,1.019
72.715,1.016
72.745,1.015
72.775,1.007
72.805,1.014
72.835,1.016
72.865,1.015
72.895,1.015
72.925,1.011
72.955,1.013
72.985,1.013
73.015,1.013
73.045,1.011
73.075,1.012
73.105,1.013
73.135,1.015
73.165,1.014
73.195,1.013
73.225,1.013
73.255,1.012
73.285,1.017
73.315,1.012
73.345,1.013
73.375,1.019
73.405,1.012
73.435,1.012
73.465,1.012
73.495,1.014
73.525,1.014
73.555,1.017
73.585,1.014
73.615,1.010
73.645,1.015
73.675,1.018
73.705,1.013
73.735,1.013
73.765,1.009
73.795,1.010
73.825,1.010
73.855,1.017
73.885,1.014
73.915,1.011
73.945,1.015
73.975,1.014
74.005,1.012
74.035,1.015
74.065,1.019
74.095,1.009
74.125,1.011
74.155,1.017
74.185,1.014
74.215,1.011
74.245,1.015
74.275,1.013
74.305,1.017
74.335,1.014
74.365,1.013
74.395,1.010
74.425,1.015
74.455,1.016
74.485,1.010
74.515,1.013
74.545,1.014
74.575,1.014
74.605,1.014
74.635,1.015
74.665,1.012
74.695,1.012
74.725,1.014
74.755,1.015
74.785,1.014
74.815,1.015
74.845,1.012
74.875,1.014
74.905,1.013
74.935,1.013
74.965,1.017
74.995,1.018
75.025,1.010
75.055,1.013
75.085,1.011
75.115,1.011
75.145,1.019
75.175,1.014
75.205,1.014
75.235,1.008
75.265,1.012
75.295,1.013
75.325,1.011
75.355,1.017
75.385,1.015
75.415,1.016
75.445,1.014
75.475,1.016
75.505,1.009
75.535,1.012
75.565,1.015
75.595,1.015
75.625,1.014
75.655,1.017
75.685,1.017
75.715,1.007
75.745,1.010
75.775,1.019
75.805,1.023
75.835,1.014
75.865,0.976
75.895,0.997
75.925,1.011
75.955,1.014
75.985,1.022
76.015,1.031
76.045,1.036
76.075,1.021
76.105,1.021
76.135,1.019
76.165,1.004
76.195,1.022
76.225,1.020
76.255,1.025
76.285,1.000
76.315,1.010
76.345,0.997
76.375,0.998
76.405,1.008
76.435,1.011
76.465,1.019
76.495,1.015
76.525,1.015
76.555,1.017
76.585,0.998
76.615,1.002
76.645,1.022
76.675,1.034
76.705,1.030
76.735,1.026
76.765,1.012
76.795,1.016
76.825,1.000
76.855,0.985
76.885,0.978
76.915,0.996
76.945,1.016
76.975,1.013
77.005,1.018
77.035,1.006
77.065,1.009
77.095,1.021
77.125,1.024
77.155,1.020
77.185,1.000
77.215,1.005
77.245,1.007
77.275,1.020
77.305,1.013
77.335,0.997
77.365,0.980
77.395,0.999
77.425,0.984
77.455,1.012
77.485,1.019
77.515,1.015
77.545,1.019
77.575,1.024
77.605,1.023
77.635,1.021
77.665,1.022
77.695,1.015
77.725,1.011
77.755,1.009
77.785,1.010
77.815,1.006
77.845,1.009
77.875,1.006
77.905,1.007
77.935,1.001
77.965,1.004
77.995,1.009
78.025,1.007
78.055,1.009
78.085,1.006
78.115,1.008
78.145,1.019
78.175,1.013
78.205,1.000
78.235,1.005
78.265,1.008
78.295,1.009
78.325,1.016
78.355,1.016
78.385,1.008
78.415,1.016
78.445,1.014
78.475,1.009
78.505,1.013
78.535,1.010
78.565,1.010
78.595,1.013
78.625,1.005
78.655,1.011
78.685,1.010
78.715,1.012
78.745,1.010
78.775,1.010
78.805,1.008
78.835,1.009
78.865,1.008
78.895,1.016
78.925,1.017
78.955,1.010
78.985,1.013
79.015,1.008
79.045,1.008
79.075,1.013
79.105,1.012
79.135,1.015
79.165,1.013
79.195,1.012
79.225,1.007
79.255,1.010
79.285,1.011
79.315,1.012
79.345,1.015
79.375,1.010
79.405,1.006
79.435,1.007
79.465,1.015
79.495,1.026
79.525,1.017
79.555,1.007
79.585,1.010
79.615,1.010
79.645,1.007
79.675,1.014
79.705,1.021
79.735,1.013
79.765,1.007
79.795,1.009
79.825,1.009
79.855,1.015
79.885,1.011
79.915,1.008
79.945,1.009
79.975,1.017
80.005,1.012
80.035,1.010
80.065,1.013
80.095,1.009
80.125,1.013
80.155,1.010
80.185,1.009
80.215,1.010
80.245,1.011
80.275,1.007
80.305,1.015
80.335,1.011
80.365,1.013
80.395,1.010
80.425,1.012
80.455,1.016
80.485,1.012
80.515,1.014
80.545,1.012
80.575,1.011
80.605,1.013
80.635,1.013
80.665,1.013
80.695,1.005
80.725,1.016
80.755,1.011
80.785,1.006
80.815,1.009
80.845,1.012
80.875,1.011
80.905,1.010
80.935,1.010
80.965,1.008
80.995,1.010
81.025,1.013
81.055,1.014
81.085,1.006
81.115,1.011
81.145,1.012
81.175,1.012
81.205,1.019
81.235,1.007
81.265,1.009
81.295,1.014
81.325,1.011
81.355,1.009
81.385,1.007
81.415,1.012
81.445,1.008
81.475,1.010
81.505,1.010
81.535,1.011
81.565,1.009
81.595,1.013
81.625,1.011
81.655,1.012
81.685,1.014
81.715,1.009
81.745,1.011
81.775,1.010
81.805,1.011
81.835,1.009
81.865,1.008
81.895,1.010
81.925,1.008
81.955,1.013
81.985,1.016
82.015,1.008
82.045,1.013
82.075,1.010
82.105,1.012
82.135,1.011
82.165,1.011
82.195,1.014
82.225,1.009
82.255,1.010
82.285,1.012
82.315,1.009
82.345,1.015
82.375,1.010
82.405,1.011
82.435,1.011
82.465,1.008
82.495,1.014
82.525,1.012
82.555,1.002
82.585,1.016
82.615,1.010
82.645,1.013
82.675,1.004
82.705,1.009
82.735,1.018
82.765,1.018
82.795,1.006
82.825,1.007
82.855,1.010
82.885,1.011
82.915,1.010
82.945,1.012
82.975,1.015
83.005,1.010
83.035,1.015
83.065,1.009
83.095,1.000
83.125,1.015
83.155,1.012
83.185,1.010
83.215,1.010
83.245,1.005
83.275,1.011
83.305,1.013
83.335,1.014
83.365,1.023
83.395,1.017
83.425,1.021
83.455,1.006
83.485,0.984
83.515,0.983
83.545,0.992
83.575,0.989
83.605,1.001
83.635,1.009
83.665,1.022
83.695,1.018
83.725,1.029
83.755,1.029
83.785,1.012
83.815,1.030
83.845,1.024
83.875,1.022
83.905,1.037
83.935,1.019
83.965,1.025
83.995,1.019
84.025,1.002
84.055,1.007
84.085,1.005
84.115,0.998
84.145,1.007
84.175,1.036
84.205,1.048
84.235,1.040
84.265,1.039
84.295,1.031
84.325,1.033
84.355,1.032
84.385,1.025
84.415,1.023
84.445,1.021
84.475,1.016
84.505,1.014
84.535,1.021
84.565,1.021
84.595,1.024
84.625,1.029
84.655,1.034
84.685,1.030
84.715,1.026
84.745,1.021
84.775,1.015
84.805,1.015
84.835,1.016
84.865,1.016
84.895,1.017
84.925,1.020
84.955,1.023
84.985,1.022
85.015,1.028
85.045,1.021
85.075,1.020
85.105,1.027
85.135,1.019
85.165,1.020
85.195,1.019
85.225,1.020
85.255,1.026
85.285,1.022
85.315,1.023
85.345,1.020
85.375,1.021
85.405,1.024
85.435,1.022
85.465,1.021
85.495,1.023
85.525,1.020
85.555,1.020
85.585,1.023
85.615,1.022
85.645,1.021
85.675,1.026
85.705,1.021
85.735,1.019
85.765,1.025
85.795,1.023
85.825,1.016
85.855,1.022
85.885,1.021
85.915,1.016
85.945,1.021
85.975,1.023
86.005,1.025
86.035,1.021
86.065,1.026
86.095,1.023
86.125,1.013
86.155,1.013
86.185,1.012
86.215,1.008
86.245,1.009
86.275,1.016
86.305,1.017
86.335,1.027
86.365,1.022
86.395,1.025
86.425,1.031
86.455,1.030
86.485,1.030
86.515,1.026
86.545,1.021
86.575,1.019
86.605,1.014
86.635,1.012
86.665,1.003
86.695,1.013
86.725,1.012
86.755,1.008
86.785,1.013
86.815,1.006
86.845,1.012
86.875,1.005
86.905,1.007
86.935,1.003
86.965,0.994
86.995,1.001
87.025,1.018
87.055,1.012
87.085,1.007
87.115,0.999
87.145,1.007
87.175,1.008
87.205,1.015
87.235,1.010
87.265,1.013
87.295,1.004
87.325,1.009
87.355,0.999
87.385,0.985
87.415,0.971
87.445,1.002
87.475,1.015
87.505,1.018
87.535,1.018
87.565,1.012
87.595,1.002
87.625,1.007
87.655,1.011
87.685,1.027
87.715,1.013
87.745,1.019
87.775,1.006
87.805,1.002
87.835,0.997
87.865,1.000
87.895,1.005
87.925,1.009
87.955,1.012
87.985,1.013
88.015,1.016
88.045,1.004
88.075,1.010
88.105,1.008
88.135,0.988
88.165,0.982
88.195,1.004
88.225,1.014
88.255,1.010
88.285,1.006
88.315,1.011
88.345,1.002
88.375,0.994
88.405,0.997
88.435,1.006
88.465,0.985
88.495,0.986
88.525,1.021
88.555,1.044
88.585,1.036
88.615,1.029
88.645,1.021
88.675,1.015
88.705,1.014
88.735,1.027
88.765,1.015
88.795,1.012
88.825,1.000
88.855,0.984
88.885,0.985
88.915,0.998
88.945,1.001
88.975,1.007
89.005,1.007
89.035,1.010
89.065,1.007
89.095,1.004
89.125,1.002
89.155,0.999
89.185,0.996
89.215,0.994
89.245,0.995
89.275,1.001
89.305,1.003
89.335,1.004
89.365,1.006
89.395,1.011
89.425,1.003
89.455,1.003
89.485,1.004
89.515,1.005
89.545,1.005
89.575,1.006
89.605,1.003
89.635,0.996
89.665,1.006
89.695,1.009
89.725,1.008
89.755,1.005
89.785,1.002
89.815,1.008
89.845,1.010
89.875,1.007
89.905,1.004
89.935,1.003
89.965,0.999
89.995,1.004
90.025,1.006
90.055,1.007
90.085,1.009
90.115,1.005
90.145,1.004
90.175,1.002
90.205,1.006
90.235,1.004
90.265,1.004
90.295,1.004
90.325,1.004
90.355,1.002
90.385,1.008
90.415,1.003
90.445,1.004
90.475,1.007
90.505,1.006
90.535,1.005
90.565,1.001
90.595,0.999
90.625,0.998
90.655,0.999
90.685,1.005
90.715,1.007
90.745,1.003
90.775,1.005
90.805,1.009
90.835,1.005
90.865,1.001
90.895,1.000
90.925,1.003
90.955,1.003
90.985,1.001
91.015,1.002
91.045,1.005
91.075,1.000
91.105,1.002
91.135,1.006
91.165,1.006
91.195,1.005
91.225,1.007
91.255,1.009
91.285,1.005
91.315,1.007
91.345,1.004
91.375,1.005
91.405,1.002
91.435,0.998
91.465,1.002
91.495,1.005
91.525,0.999
91.555,1.007
91.585,1.009
91.615,1.005
91.645,1.006
91.675,1.004
91.705,0.997
91.735,1.005
91.765,1.002
91.795,1.001
91.825,1.003
91.855,1.002
91.885,1.008
91.915,1.006
91.945,1.004
91.975,1.003
92.005,1.005
92.035,1.004
92.065,1.004
92.095,1.000
92.125,1.002
92.155,1.008
92.185,1.006
92.215,1.003
92.245,1.003
92.275,1.001
92.305,1.001
92.335,1.006
92.365,1.006
92.395,1.005
92.425,1.010
92.455,1.007
92.485,1.003
92.515,1.008
92.545,1.006
92.575,1.006
92.605,1.002
92.635,1.002
92.665,1.001
92.695,1.003
92.725,0.999
92.755,1.008
92.785,1.004
92.815,1.002
92.845,1.009
92.875,1.001
92.905,0.997
92.935,1.001
92.965,1.003
92.995,0.999
93.025,1.007
93.055,1.005
93.085,1.003
93.115,1.001
93.145,1.004
93.175,1.001
93.205,1.003
93.235,1.004
93.265,1.005
93.295,1.005
93.325,1.003
93.355,1.001
93.385,1.005
93.415,1.003
93.445,1.003
93.475,1.008
93.505,1.003
93.535,1.006
93.565,1.009
93.595,1.004
93.625,0.995
93.655,1.000
93.685,1.001
93.715,1.005
93.745,1.004
93.775,1.005
93.805,1.002
93.835,1.009
93.865,1.002
93.895,1.002
93.925,1.005
93.955,1.004
93.985,1.000
94.015,1.004
94.045,1.008
94.075,1.004
94.105,1.000
94.135,1.004
94.165,1.003
94.195,0.998
94.225,1.002
94.255,1.004
94.285,1.005
94.315,1.001
94.345,1.003
94.375,1.008
94.405,1.004
94.435,1.007
94.465,1.003
94.495,1.000
94.525,1.002
94.555,1.006
94.585,0.995
94.615,1.001
94.645,1.004
94.675,1.002
94.705,1.006
94.735,1.005
94.765,1.004
94.795,1.003
94.825,1.003
94.855,1.001
94.885,1.003
94.915,1.002
94.945,1.007
94.975,1.007
95.005,1.004
95.035,1.003
95.065,1.006
95.095,1.002
95.125,1.000
95.155,1.005
95.185,1.004
95.215,1.001
95.245,1.009
95.275,1.003
95.305,0.999
95.335,1.006
95.365,1.008
95.395,1.000
95.425,1.003
95.455,1.003
95.485,1.002
95.515,1.003
95.545,1.003
95.575,1.001
95.605,1.004
95.635,1.009
95.665,1.005
95.695,0.999
95.725,1.011
95.755,1.006
95.785,0.996
95.815,1.003
95.845,0.996
95.875,1.002
95.905,1.003
95.935,1.004
95.965,1.001
95.995,1.003
96.025,1.003
96.055,1.002
96.085,1.003
96.115,1.004
96.145,1.004
96.175,1.004
96.205,1.005
96.235,1.005
96.265,1.002
96.295,1.003
96.325,1.004
96.355,1.008
96.385,1.004
96.415,1.006
96.445,1.001
96.475,1.002
96.505,1.009
96.535,1.008
96.565,0.998
96.595,1.004
96.625,1.002
96.655,1.002
96.685,1.006
96.715,1.007
96.745,1.001
96.775,1.000
96.805,1.005
96.835,1.004
96.865,1.002
96.895,1.005
96.925,1.003
96.955,0.999
96.985,1.003
97.015,1.002
97.045,1.004
97.075,1.003
97.105,1.004
97.135,1.004
97.165,1.002
97.195,1.004
97.225,1.009
97.255,1.005
97.285,1.003
97.315,1.008
97.345,1.004
97.375,1.001
97.405,1.003
97.435,1.000
97.465,1.000
97.495,1.004
97.525,1.005
97.555,0.999
97.585,1.004
97.615,1.001
97.645,1.000
97.675,1.001
97.705,1.004
97.735,1.004
97.765,1.005
97.795,1.008
97.825,1.003
97.855,1.006
97.885,1.003
97.915,1.002
97.945,1.004
97.975,1.010
98.005,1.005
98.035,1.002
98.065,1.011
98.095,1.006
98.125,1.000
98.155,1.000
98.185,1.000
98.215,1.002
98.245,1.004
98.275,1.007
98.305,0.999
98.335,1.004
98.365,1.010
98.395,0.999
98.425,1.002
98.455,1.005
98.485,1.001
98.515,1.004
98.545,1.002
98.575,1.003
98.605,1.002
98.635,1.001
98.665,1.003
98.695,1.007
98.725,1.005
98.755,1.010
98.785,1.003
98.815,1.001
98.845,1.009
98.875,1.003
98.905,0.997
98.935,1.006
98.965,1.003
98.995,1.003
99.025,1.003
99.055,1.006
99.085,1.014
99.115,1.007
99.145,1.006
99.175,1.000
99.205,1.000
99.235,1.005
99.265,0.998
99.295,1.004
99.325,1.003
99.355,1.002
99.385,1.006
99.415,1.002
99.445,1.005
99.475,1.003
99.505,0.999
99.535,1.004
99.565,1.005
99.595,1.000
99.625,1.000
99.655,1.007
99.685,1.005
99.715,0.998
99.745,1.000
99.775,0.995
99.805,1.004
99.835,1.004
99.865,1.005
99.895,1.002
99.925,1.000
99.955,1.003
99.985,1.003
100.015,1.004
100.045,1.007
100.075,1.005
100.105,1.003
100.135,1.006
100.165,1.002
100.195,1.006
100.225,1.003
100.255,1.006
100.285,1.002
100.315,1.002
100.345,1.003
100.375,1.002
100.405,1.009
100.435,1.004
100.465,1.003
100.495,1.000
100.525,1.003
100.555,1.002
100.585,1.006
100.615,1.006
100.645,0.998
100.675,1.004
100.705,1.007
100.735,0.998
100.765,0.999
100.795,1.004
100.825,1.003
100.855,1.005
100.885,1.003
100.915,1.002
100.945,1.004
100.975,1.001
101.005,1.002
101.035,1.005
101.065,1.004
101.095,1.001
101.125,1.004
101.155,1.006
101.185,1.000
101.215,1.000
101.245,1.002
101.275,1.002
101.305,1.003
101.335,1.005
101.365,1.005
101.395,1.000
101.425,1.001
101.455,0.993
101.485,1.001
101.515,1.008
101.545,1.012
101.575,1.005
101.605,1.005
101.635,1.006
101.665,1.003
101.695,1.004
101.725,1.001
101.755,0.998
101.785,1.000
101.815,1.002
101.845,1.000
101.875,1.003
101.905,1.007
101.935,1.005
101.965,1.008
101.995,1.015
102.025,1.003
102.055,1.013
102.085,1.016
102.115,1.007
102.145,1.005
102.175,1.010
102.205,1.013
102.235,1.008
102.265,1.007
102.295,1.010
102.325,1.006
102.355,1.003
102.385,1.002
102.415,0.996
102.445,0.997
102.475,0.998
102.505,0.998
102.535,1.004
102.565,1.005
102.595,0.999
102.625,1.004
102.655,0.991
102.685,0.997
102.715,1.020
102.745,1.013
102.775,1.007
102.805,1.007
102.835,1.009
102.865,1.004
102.895,1.001
102.925,0.999
102.955,0.994
102.985,0.990
103.015,0.986
103.045,0.967
103.075,0.991
103.105,1.005
103.135,1.056
103.165,1.099
103.195,1.121
103.225,1.101
103.255,1.065
103.285,1.022
103.315,0.987
103.345,0.995
103.375,1.007
103.405,1.008
103.435,0.997
103.465,0.971
103.495,0.973
103.525,0.985
103.555,0.974
103.585,0.955
103.615,0.951
103.645,0.959
103.675,0.958
103.705,0.958
103.735,0.986
103.765,0.980
103.795,0.964
103.825,0.973
103.855,0.983
103.885,0.988
103.915,1.013
103.945,1.008
103.975,1.012
104.005,1.014
104.035,0.975
104.065,0.987
104.095,0.991
104.125,1.005
104.155,1.012
104.185,1.007
104.215,0.980
104.245,0.965
104.275,0.976
104.305,0.990
104.335,0.993
104.365,1.014
104.395,1.050
104.425,1.020
104.455,1.024
104.485,1.028
104.515,1.031
104.545,1.013
104.575,0.998
104.605,0.990
104.635,0.967
104.665,0.975
104.695,0.980
104.725,0.980
104.755,0.987
104.785,0.986
104.815,0.977
104.845,0.984
104.875,0.996
104.905,1.023
104.935,1.048
104.965,1.063
104.995,1.045
105.025,1.057
105.055,1.066
105.085,1.060
105.115,1.063
105.145,1.027
105.175,0.993
105.205,0.997
105.235,0.980
105.265,1.009
105.295,1.039
105.325,1.012
105.355,0.958
105.385,0.939
105.415,0.964
105.445,1.010
105.475,1.039
105.505,1.028
105.535,1.021
105.565,1.004
105.595,1.003
105.625,1.000
105.655,1.009
105.685,1.018
105.715,1.022
105.745,1.011
105.775,1.014
105.805,1.003
105.835,0.975
105.865,0.995
105.895,0.998
105.925,1.018
105.955,1.034
105.985,1.043
106.015,1.029
106.045,1.016
106.075,1.012
106.105,1.021
106.135,1.021
106.165,1.032
106.195,1.043
106.225,1.049
106.255,1.037
106.285,1.031
106.315,1.026
106.345,1.022
106.375,1.024
106.405,1.027
106.435,1.032
106.465,1.035
106.495,1.030
106.525,1.021
106.555,1.026
106.585,1.032
106.615,1.044
106.645,1.043
106.675,1.031
106.705,1.027
106.735,1.017
106.765,1.007
106.795,1.010
106.825,1.006
106.855,1.007
106.885,1.006
106.915,1.008
106.945,1.010
106.975,1.019
107.005,1.016
107.035,1.016
107.065,1.015
107.095,1.020
107.125,1.021
107.155,1.017
107.185,1.019
107.215,1.021
107.245,1.023
107.275,1.022
107.305,1.014
107.335,1.023
107.365,1.035
107.395,1.016
107.425,1.004
107.455,1.004
107.485,1.012
107.515,1.002
107.545,1.012
107.575,1.030
107.605,1.028
107.635,1.032
107.665,1.033
107.695,1.023
107.725,1.003
107.755,0.999
107.785,0.995
107.815,0.987
107.845,0.991
107.875,0.993
107.905,0.990
107.935,1.000
107.965,1.010
107.995,1.018
