df_hash,22ZHK4.DWJ61Z
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SM8F
person_label,V70(5)
date_time_start,2025-11-03_12-30-35.585000_+03
date_time_start_unix,1762158635.585
date_time_end,2025-11-03_12-39-21.924000_+03
length_difference_noticed,no

time,spo2
58.156,96
71.022,96
75.458,96
79.114,96
79.558,96
81.372,96
85.750,96
88.720,96
89.208,96
91.691,96
92.237,96
112.219,96
114.023,96
119.195,96
120.410,97
123.481,96
124.460,96
129.476,96
151.024,97
155.460,98
157.947,98
158.238,98
160.491,98
162.383,97
171.740,97
174.766,97
175.302,97
177.400,97
199.825,97
202.992,97
212.884,97
214.789,97
215.083,97
216.886,97
217.434,97
233.170,97
282.358,97
308.386,97
311.311,97
321.604,97
323.209,97
