df_hash,22ZHK4.DWJ61Z
126.017,1.077
126.047,1.080
126.077,1.078
126.107,1.079
126.137,1.075
126.167,1.076
126.197,1.082
126.227,1.085
126.257,1.080
126.287,1.080
126.317,1.079
126.347,1.077
126.377,1.075
126.407,1.075
126.437,1.078
126.467,1.077
126.497,1.077
126.527,1.075
126.557,1.077
126.587,1.072
126.617,1.081
126.647,1.082
126.677,1.077
126.707,1.072
126.737,1.073
126.767,1.072
126.797,1.077
126.827,1.076
126.857,1.076
126.887,1.077
126.917,1.079
126.947,1.075
126.977,1.077
127.007,1.078
127.037,1.072
127.067,1.076
127.097,1.078
127.127,1.077
127.157,1.081
127.187,1.077
127.217,1.078
127.247,1.080
127.277,1.081
127.307,1.078
127.337,1.071
127.367,1.072
127.397,1.073
127.427,1.081
127.457,1.085
127.487,1.074
127.517,1.077
127.547,1.084
127.577,1.075
127.607,1.078
127.637,1.075
127.667,1.079
127.697,1.077
127.727,1.077
127.757,1.077
127.787,1.074
127.817,1.072
127.847,1.078
127.877,1.078
127.907,1.079
127.937,1.079
127.967,1.078
127.997,1.075
128.027,1.076
128.057,1.081
128.087,1.084
128.117,1.084
128.147,1.075
128.177,1.081
128.207,1.077
128.237,1.077
128.267,1.078
128.297,1.074
128.327,1.078
128.357,1.078
128.387,1.073
128.417,1.078
128.447,1.076
128.477,1.074
128.507,1.072
128.537,1.078
128.567,1.084
128.597,1.081
128.627,1.073
128.657,1.073
128.687,1.080
128.717,1.080
128.747,1.078
128.777,1.072
128.807,1.078
128.837,1.084
128.867,1.080
128.897,1.079
128.927,1.077
128.957,1.077
128.987,1.081
129.017,1.073
129.047,1.078
129.077,1.085
129.107,1.076
129.137,1.076
129.167,1.081
129.197,1.085
129.227,1.080
129.257,1.070
129.287,1.074
129.317,1.077
129.347,1.081
129.377,1.084
129.407,1.078
129.437,1.075
129.467,1.079
129.497,1.077
129.527,1.078
129.557,1.078
129.587,1.078
129.617,1.079
129.647,1.077
129.677,1.081
129.707,1.076
129.737,1.079
129.767,1.077
129.797,1.079
129.827,1.083
129.857,1.075
129.887,1.078
129.917,1.078
129.947,1.081
129.977,1.083
130.007,1.076
130.037,1.080
130.067,1.080
130.097,1.076
130.127,1.075
130.157,1.080
130.187,1.078
130.217,1.073
130.247,1.080
130.277,1.080
130.307,1.078
130.337,1.073
130.367,1.078
130.397,1.082
130.427,1.080
130.457,1.075
130.487,1.072
130.517,1.075
130.547,1.081
130.577,1.086
130.607,1.073
130.637,1.079
130.667,1.079
130.697,1.075
130.727,1.077
130.757,1.075
130.787,1.077
130.817,1.078
130.847,1.075
130.877,1.082
130.907,1.079
130.937,1.078
130.967,1.076
130.997,1.078
131.027,1.077
131.057,1.071
131.087,1.076
131.117,1.078
131.147,1.083
131.177,1.077
131.207,1.081
131.237,1.080
131.267,1.072
131.297,1.077
131.327,1.077
131.357,1.077
131.387,1.078
131.417,1.079
131.447,1.077
131.477,1.081
131.507,1.076
131.537,1.079
131.567,1.085
131.597,1.081
131.627,1.067
131.657,1.071
131.687,1.079
131.717,1.081
131.747,1.084
131.777,1.079
131.807,1.078
131.837,1.076
131.867,1.075
131.897,1.078
131.927,1.078
131.957,1.082
131.987,1.074
132.017,1.081
132.047,1.077
132.077,1.076
132.107,1.081
132.137,1.080
132.167,1.075
132.197,1.078
132.227,1.080
132.257,1.081
132.287,1.075
132.317,1.079
132.347,1.078
132.377,1.081
132.407,1.075
132.437,1.070
132.467,1.072
132.497,1.075
132.527,1.079
132.557,1.079
132.587,1.082
132.617,1.077
132.647,1.076
132.677,1.071
132.707,1.074
132.737,1.075
132.767,1.068
132.797,1.066
132.827,1.078
132.857,1.073
132.887,1.075
132.917,1.074
132.947,1.075
132.977,1.076
133.007,1.074
133.037,1.068
133.067,1.068
133.097,1.079
133.127,1.073
133.157,1.078
133.187,1.082
133.217,1.080
133.247,1.078
133.277,1.076
133.307,1.074
133.337,1.079
133.367,1.073
133.397,1.072
133.427,1.082
133.457,1.081
133.487,1.073
133.517,1.078
133.547,1.076
133.577,1.071
133.607,1.076
133.637,1.077
133.667,1.078
133.697,1.078
133.727,1.073
133.757,1.074
133.787,1.068
133.817,1.077
133.847,1.079
133.877,1.077
133.907,1.071
133.937,1.071
133.967,1.074
133.997,1.075
134.027,1.070
134.057,1.071
134.087,1.079
134.117,1.079
134.147,1.073
134.177,1.075
134.207,1.072
134.237,1.074
134.267,1.077
134.297,1.075
134.327,1.077
134.357,1.078
134.387,1.072
134.417,1.077
134.447,1.081
134.477,1.071
134.507,1.073
134.537,1.078
134.567,1.067
134.597,1.078
134.627,1.084
134.657,1.077
134.687,1.077
134.717,1.075
134.747,1.079
134.777,1.074
134.807,1.078
134.837,1.074
134.867,1.071
134.897,1.075
134.927,1.078
134.957,1.077
134.987,1.074
135.017,1.077
135.047,1.078
135.077,1.074
135.107,1.071
135.137,1.073
135.167,1.076
135.197,1.078
135.227,1.079
135.257,1.076
135.287,1.075
135.317,1.075
135.347,1.075
135.377,1.077
135.407,1.077
135.437,1.081
135.467,1.070
135.497,1.078
135.527,1.076
135.557,1.073
135.587,1.076
135.617,1.074
135.647,1.081
135.677,1.081
135.707,1.071
135.737,1.071
135.767,1.071
135.797,1.081
135.827,1.085
135.857,1.073
135.887,1.079
135.917,1.078
135.947,1.073
135.977,1.069
136.007,1.077
136.037,1.075
136.067,1.078
136.097,1.075
136.127,1.077
136.157,1.080
136.187,1.078
136.217,1.076
136.247,1.076
136.277,1.079
136.307,1.078
136.337,1.071
136.367,1.076
136.397,1.076
136.427,1.081
136.457,1.084
136.487,1.078
136.517,1.079
136.547,1.075
136.577,1.072
136.607,1.076
136.637,1.077
136.667,1.080
136.697,1.077
136.727,1.079
136.757,1.073
136.787,1.079
136.817,1.071
136.847,1.078
136.877,1.082
136.907,1.075
136.937,1.070
136.967,1.075
136.997,1.079
137.027,1.081
137.057,1.073
137.087,1.076
137.117,1.077
137.147,1.079
137.177,1.074
137.207,1.073
137.237,1.073
137.267,1.079
137.297,1.077
137.327,1.075
137.357,1.079
137.387,1.079
137.417,1.073
137.447,1.078
137.477,1.081
137.507,1.075
137.537,1.073
137.567,1.076
137.597,1.079
137.627,1.078
137.657,1.081
137.687,1.075
137.717,1.074
137.747,1.075
137.777,1.075
137.807,1.074
137.837,1.076
137.867,1.078
137.897,1.077
137.927,1.078
137.957,1.074
137.987,1.076
138.017,1.072
138.047,1.077
138.077,1.078
138.107,1.078
138.137,1.071
138.167,1.073
138.197,1.074
138.227,1.081
138.257,1.079
138.287,1.072
138.317,1.076
138.347,1.080
138.377,1.073
138.407,1.073
138.437,1.072
138.467,1.076
138.497,1.080
138.527,1.076
138.557,1.074
138.587,1.078
138.617,1.075
138.647,1.077
138.677,1.085
138.707,1.079
138.737,1.067
138.767,1.074
138.797,1.073
138.827,1.079
138.857,1.076
138.887,1.072
138.917,1.077
138.947,1.079
138.977,1.076
139.007,1.079
139.037,1.075
139.067,1.079
139.097,1.079
139.127,1.078
139.157,1.075
139.187,1.076
139.217,1.070
139.247,1.077
139.277,1.081
139.307,1.080
139.337,1.074
139.367,1.071
139.397,1.074
139.427,1.085
139.457,1.082
139.487,1.072
139.517,1.078
139.547,1.076
139.577,1.074
139.607,1.076
139.637,1.079
139.667,1.078
139.697,1.080
139.727,1.076
139.757,1.080
139.787,1.077
139.817,1.073
139.847,1.077
139.877,1.078
139.907,1.073
139.937,1.074
139.967,1.076
139.997,1.079
140.027,1.075
140.057,1.075
140.087,1.074
140.117,1.080
140.147,1.074
140.177,1.074
140.207,1.078
140.237,1.077
140.267,1.076
140.297,1.076
140.327,1.077
140.357,1.080
140.387,1.076
140.417,1.079
140.447,1.081
140.477,1.076
140.507,1.072
140.537,1.077
140.567,1.078
140.597,1.077
140.627,1.078
140.657,1.073
140.687,1.075
140.717,1.073
140.747,1.077
140.777,1.074
140.807,1.080
140.837,1.079
140.867,1.078
140.897,1.078
140.927,1.078
140.957,1.078
140.987,1.080
141.017,1.079
141.047,1.076
141.077,1.070
141.107,1.069
141.137,1.078
141.167,1.082
141.197,1.078
141.227,1.081
141.257,1.078
141.287,1.076
141.317,1.074
141.347,1.077
141.377,1.077
141.407,1.075
141.437,1.081
141.467,1.075
141.497,1.077
141.527,1.074
141.557,1.078
141.587,1.080
141.617,1.080
141.647,1.072
141.677,1.074
141.707,1.072
141.737,1.082
141.767,1.079
141.797,1.071
141.827,1.077
141.857,1.085
141.887,1.073
141.917,1.078
141.947,1.074
141.977,1.080
142.007,1.078
142.037,1.079
142.067,1.076
142.097,1.074
142.127,1.071
142.157,1.076
142.187,1.086
142.217,1.078
142.247,1.071
142.277,1.077
142.307,1.078
142.337,1.078
142.367,1.077
142.397,1.074
142.427,1.079
142.457,1.076
142.487,1.072
142.517,1.077
142.547,1.075
142.577,1.075
142.607,1.080
142.637,1.078
142.667,1.080
142.697,1.073
142.727,1.076
142.757,1.080
142.787,1.079
142.817,1.079
142.847,1.072
142.877,1.076
142.907,1.075
142.937,1.076
142.967,1.081
142.997,1.080
143.027,1.077
143.057,1.079
143.087,1.074
143.117,1.078
143.147,1.074
143.177,1.076
143.207,1.077
143.237,1.077
143.267,1.081
143.297,1.080
143.327,1.076
143.357,1.079
143.387,1.080
143.417,1.082
143.447,1.079
143.477,1.071
143.507,1.072
143.537,1.078
143.567,1.082
143.597,1.078
143.627,1.073
143.657,1.082
143.687,1.078
143.717,1.076
143.747,1.074
143.777,1.076
143.807,1.077
143.837,1.082
143.867,1.076
143.897,1.077
143.927,1.080
143.957,1.074
143.987,1.076
144.017,1.082
144.047,1.076
144.077,1.079
144.107,1.077
144.137,1.074
144.167,1.079
144.197,1.078
144.227,1.075
144.257,1.081
144.287,1.077
144.317,1.077
144.347,1.072
144.377,1.074
144.407,1.076
144.437,1.079
144.467,1.081
144.497,1.081
144.527,1.077
144.557,1.081
144.587,1.074
144.617,1.078
144.647,1.082
144.677,1.078
144.707,1.072
144.737,1.072
144.767,1.074
144.797,1.083
144.827,1.075
144.857,1.071
144.887,1.078
144.917,1.079
144.947,1.076
144.977,1.078
145.007,1.078
145.037,1.078
145.067,1.076
145.097,1.078
145.127,1.081
145.157,1.077
145.187,1.078
145.217,1.075
145.247,1.077
145.277,1.082
145.307,1.077
145.337,1.072
145.367,1.080
145.397,1.080
145.427,1.079
145.457,1.077
145.487,1.079
145.517,1.075
145.547,1.079
145.577,1.076
145.607,1.076
145.637,1.072
145.667,1.080
145.697,1.078
145.727,1.079
145.757,1.076
145.787,1.078
145.817,1.077
145.847,1.076
145.877,1.075
145.907,1.083
145.937,1.076
145.967,1.072
145.997,1.075
146.027,1.075
146.057,1.077
146.087,1.079
146.117,1.076
146.147,1.077
146.177,1.074
146.207,1.075
146.237,1.077
146.267,1.076
146.297,1.081
146.327,1.080
146.357,1.076
146.387,1.073
146.417,1.076
146.447,1.079
146.477,1.078
146.507,1.074
146.537,1.083
146.567,1.082
146.597,1.072
146.627,1.073
146.657,1.077
146.687,1.082
146.717,1.077
146.747,1.070
146.777,1.073
146.807,1.084
146.837,1.080
146.867,1.076
146.897,1.076
146.927,1.074
146.957,1.082
146.987,1.077
147.017,1.081
147.047,1.083
147.077,1.080
147.107,1.072
147.137,1.072
147.167,1.085
147.197,1.084
147.227,1.073
147.257,1.075
147.287,1.073
147.317,1.076
147.347,1.077
147.377,1.074
147.407,1.084
147.437,1.078
147.467,1.076
147.497,1.079
147.527,1.076
147.557,1.075
147.587,1.078
147.617,1.074
147.647,1.080
147.677,1.078
147.707,1.078
147.737,1.072
147.767,1.079
147.797,1.086
147.827,1.079
147.857,1.076
147.887,1.074
147.917,1.081
147.947,1.079
147.977,1.068
148.007,1.076
148.037,1.077
148.067,1.079
148.097,1.076
148.127,1.075
148.157,1.079
148.187,1.080
148.217,1.075
148.247,1.080
148.277,1.080
148.307,1.076
148.337,1.080
148.367,1.073
148.397,1.075
148.427,1.084
148.457,1.076
148.487,1.071
148.517,1.078
148.547,1.077
148.577,1.076
148.607,1.079
148.637,1.076
148.667,1.076
148.697,1.081
148.727,1.076
148.757,1.078
148.787,1.081
148.817,1.076
148.847,1.080
148.877,1.080
148.907,1.075
148.937,1.074
148.967,1.078
148.997,1.072
149.027,1.081
149.057,1.084
149.087,1.081
149.117,1.077
149.147,1.076
149.177,1.076
149.207,1.080
149.237,1.072
149.267,1.076
149.297,1.080
149.327,1.082
149.357,1.076
149.387,1.077
149.417,1.079
149.447,1.075
149.477,1.077
149.507,1.075
149.537,1.079
149.567,1.074
149.597,1.075
149.627,1.077
149.657,1.076
149.687,1.076
149.717,1.083
149.747,1.076
149.777,1.074
149.807,1.077
149.837,1.078
149.867,1.081
149.897,1.082
149.927,1.078
149.957,1.078
149.987,1.080
150.017,1.072
150.047,1.075
150.077,1.079
150.107,1.077
150.137,1.079
150.167,1.078
150.197,1.077
150.227,1.083
150.257,1.080
150.287,1.073
150.317,1.078
150.347,1.080
150.377,1.078
150.407,1.072
150.437,1.070
150.467,1.074
150.497,1.085
150.527,1.081
150.557,1.075
150.587,1.077
150.617,1.078
150.647,1.075
150.677,1.077
150.707,1.078
150.737,1.073
150.767,1.080
150.797,1.081
150.827,1.079
150.857,1.075
150.887,1.075
150.917,1.075
150.947,1.079
150.977,1.086
151.007,1.079
151.037,1.077
151.067,1.078
151.097,1.081
151.127,1.081
151.157,1.069
151.187,1.076
151.217,1.078
151.247,1.081
151.277,1.076
151.307,1.071
151.337,1.078
151.367,1.078
151.397,1.080
151.427,1.075
151.457,1.078
151.487,1.078
151.517,1.074
151.547,1.070
151.577,1.077
151.607,1.085
151.637,1.079
151.667,1.076
151.697,1.076
151.727,1.075
151.757,1.076
151.787,1.075
151.817,1.076
151.847,1.077
151.877,1.081
151.907,1.079
151.937,1.075
151.967,1.079
151.997,1.082
152.027,1.079
152.057,1.080
152.087,1.077
152.117,1.080
152.147,1.083
152.177,1.075
152.207,1.078
152.237,1.082
152.267,1.083
152.297,1.080
152.327,1.072
152.357,1.071
152.387,1.077
152.417,1.083
152.447,1.082
152.477,1.073
152.507,1.077
152.537,1.081
152.567,1.073
152.597,1.078
152.627,1.078
152.657,1.078
152.687,1.084
152.717,1.078
152.747,1.076
152.777,1.075
152.807,1.078
152.837,1.071
152.867,1.079
152.897,1.084
152.927,1.084
152.957,1.079
152.987,1.072
153.017,1.076
153.047,1.082
153.077,1.082
153.107,1.080
153.137,1.074
153.167,1.083
153.197,1.081
153.227,1.077
153.257,1.074
153.287,1.078
153.317,1.078
153.347,1.081
153.377,1.079
153.407,1.079
153.437,1.085
153.467,1.077
153.497,1.079
153.527,1.080
153.557,1.083
153.587,1.084
153.617,1.071
153.647,1.073
153.677,1.077
153.707,1.085
153.737,1.080
153.767,1.075
153.797,1.081
153.827,1.076
153.857,1.077
153.887,1.077
153.917,1.073
153.947,1.081
153.977,1.079
154.007,1.078
154.037,1.080
154.067,1.077
154.097,1.078
154.127,1.073
154.157,1.080
154.187,1.082
154.217,1.084
154.247,1.074
154.277,1.076
154.307,1.075
154.337,1.082
154.367,1.075
154.397,1.079
154.427,1.077
154.457,1.083
154.487,1.082
154.517,1.077
154.547,1.078
154.577,1.083
154.607,1.079
154.637,1.080
154.667,1.082
154.697,1.077
154.727,1.080
154.757,1.073
154.787,1.079
154.817,1.082
154.847,1.080
154.877,1.074
154.907,1.074
154.937,1.079
154.967,1.081
154.997,1.080
155.027,1.077
155.057,1.079
155.087,1.080
155.117,1.075
155.147,1.072
155.177,1.075
155.207,1.077
155.237,1.084
155.267,1.077
155.297,1.076
155.327,1.078
155.357,1.079
155.387,1.074
155.417,1.078
155.447,1.087
155.477,1.081
155.507,1.073
155.537,1.074
155.567,1.078
155.597,1.081
155.627,1.087
155.657,1.075
155.687,1.082
155.717,1.082
155.747,1.079
155.777,1.076
155.807,1.075
155.837,1.077
155.867,1.081
155.897,1.078
155.927,1.076
155.957,1.080
155.987,1.077
156.017,1.076
156.047,1.083
156.077,1.081
156.107,1.077
156.137,1.073
156.167,1.078
156.197,1.078
156.227,1.082
156.257,1.081
156.287,1.075
156.317,1.082
156.347,1.077
156.377,1.074
156.407,1.080
156.437,1.077
156.467,1.077
156.497,1.080
156.527,1.084
156.557,1.079
156.587,1.077
156.617,1.076
156.647,1.082
156.677,1.081
156.707,1.076
156.737,1.072
156.767,1.081
156.797,1.080
156.827,1.084
156.857,1.086
156.887,1.078
156.917,1.079
156.947,1.080
156.977,1.077
157.007,1.078
157.037,1.081
157.067,1.082
157.097,1.080
157.127,1.084
157.157,1.079
157.187,1.078
157.217,1.075
157.247,1.082
157.277,1.087
157.307,1.080
157.337,1.076
157.367,1.078
157.397,1.075
157.427,1.080
157.457,1.079
157.487,1.069
157.517,1.079
157.547,1.080
157.577,1.076
157.607,1.078
157.637,1.078
157.667,1.079
157.697,1.077
157.727,1.075
157.757,1.081
157.787,1.080
157.817,1.078
157.847,1.079
157.877,1.083
157.907,1.083
157.937,1.078
157.967,1.074
157.997,1.074
158.027,1.080
158.057,1.086
158.087,1.084
158.117,1.073
158.147,1.080
158.177,1.080
158.207,1.077
158.237,1.082
158.267,1.079
158.297,1.080
158.327,1.079
158.357,1.077
158.387,1.076
158.417,1.079
158.447,1.075
158.477,1.076
158.507,1.082
158.537,1.085
158.567,1.078
158.597,1.075
158.627,1.074
158.657,1.082
158.687,1.081
158.717,1.081
158.747,1.078
158.777,1.078
158.807,1.081
158.837,1.077
158.867,1.075
158.897,1.077
158.927,1.082
158.957,1.079
158.987,1.078
159.017,1.078
159.047,1.079
159.077,1.080
159.107,1.080
159.137,1.079
159.167,1.088
159.197,1.084
159.227,1.071
159.257,1.073
159.287,1.080
159.317,1.079
159.347,1.080
159.377,1.071
159.407,1.078
159.437,1.080
159.467,1.077
159.497,1.081
159.527,1.077
159.557,1.077
159.587,1.080
159.617,1.073
159.647,1.081
159.677,1.081
159.707,1.077
159.737,1.076
159.767,1.080
159.797,1.083
159.827,1.076
159.857,1.074
159.887,1.074
159.917,1.081
159.947,1.081
159.977,1.073
160.007,1.075
160.037,1.076
160.067,1.078
160.097,1.076
160.127,1.076
160.157,1.080
160.187,1.077
160.217,1.078
160.247,1.082
160.277,1.082
160.307,1.080
160.337,1.080
160.367,1.074
160.397,1.079
160.427,1.082
160.457,1.079
160.487,1.073
160.517,1.079
160.547,1.078
160.577,1.080
160.607,1.081
160.637,1.074
160.667,1.078
160.697,1.079
160.727,1.077
160.757,1.080
160.787,1.080
160.817,1.075
160.847,1.081
160.877,1.081
160.907,1.080
160.937,1.075
160.967,1.083
160.997,1.078
161.027,1.078
161.057,1.076
161.087,1.085
161.117,1.082
161.147,1.071
161.177,1.075
161.207,1.078
161.237,1.081
161.267,1.083
161.297,1.078
161.327,1.078
161.357,1.081
161.387,1.078
161.417,1.075
161.447,1.076
161.477,1.080
161.507,1.078
161.537,1.076
161.567,1.078
161.597,1.077
161.627,1.077
161.657,1.077
161.687,1.075
161.717,1.078
161.747,1.085
161.777,1.079
161.807,1.073
161.837,1.073
161.867,1.082
161.897,1.086
161.927,1.082
161.957,1.073
161.987,1.080
162.017,1.081
162.047,1.076
162.077,1.077
162.107,1.077
162.137,1.078
162.167,1.080
162.197,1.074
162.227,1.078
162.257,1.083
162.287,1.083
162.317,1.077
162.347,1.075
162.377,1.076
162.407,1.084
162.437,1.083
162.467,1.071
162.497,1.076
162.527,1.077
162.557,1.082
162.587,1.085
162.617,1.076
162.647,1.080
162.677,1.082
162.707,1.071
162.737,1.077
162.767,1.083
162.797,1.080
162.827,1.081
162.857,1.076
162.887,1.081
162.917,1.080
162.947,1.079
162.977,1.072
163.007,1.079
163.037,1.083
163.067,1.083
163.097,1.079
163.127,1.076
163.157,1.078
163.187,1.081
163.217,1.076
163.247,1.075
163.277,1.080
163.307,1.076
163.337,1.076
163.367,1.076
163.397,1.076
163.427,1.078
163.457,1.079
163.487,1.078
163.517,1.080
163.547,1.082
163.577,1.079
163.607,1.077
163.637,1.081
163.667,1.083
163.697,1.077
163.727,1.075
163.757,1.077
163.787,1.076
163.817,1.083
163.847,1.085
163.877,1.077
163.907,1.078
163.937,1.080
163.967,1.076
163.997,1.079
164.027,1.076
164.057,1.081
164.087,1.083
164.117,1.076
164.147,1.079
164.177,1.078
164.207,1.076
164.237,1.077
164.267,1.081
164.297,1.082
164.327,1.082
164.357,1.077
164.387,1.074
164.417,1.077
164.447,1.079
164.477,1.076
164.507,1.076
164.537,1.079
164.567,1.081
164.597,1.076
164.627,1.078
164.657,1.077
164.687,1.080
164.717,1.080
164.747,1.077
164.777,1.081
164.807,1.081
164.837,1.080
164.867,1.080
164.897,1.078
164.927,1.083
164.957,1.082
164.987,1.076
165.017,1.077
165.047,1.077
165.077,1.082
165.107,1.083
165.137,1.071
165.167,1.076
165.197,1.082
165.227,1.075
165.257,1.076
165.287,1.078
165.317,1.079
165.347,1.080
165.377,1.079
165.407,1.079
165.437,1.077
165.467,1.079
165.497,1.078
165.527,1.080
165.557,1.084
165.587,1.080
165.617,1.071
165.647,1.076
165.677,1.081
165.707,1.084
165.737,1.079
165.767,1.078
165.797,1.080
165.827,1.082
165.857,1.078
165.887,1.078
165.917,1.078
165.947,1.080
165.977,1.076
166.007,1.078
166.037,1.082
166.067,1.080
166.097,1.076
166.127,1.079
166.157,1.084
166.187,1.081
166.217,1.073
166.247,1.076
166.277,1.077
166.307,1.081
166.337,1.075
166.367,1.076
166.397,1.079
166.427,1.081
166.457,1.077
166.487,1.080
166.517,1.078
166.547,1.080
166.577,1.077
166.607,1.080
166.637,1.082
166.667,1.078
166.697,1.076
166.727,1.081
166.757,1.081
166.787,1.079
166.817,1.074
166.847,1.078
166.877,1.081
166.907,1.081
166.937,1.082
166.967,1.076
166.997,1.076
167.027,1.082
167.057,1.076
167.087,1.078
167.117,1.078
167.147,1.081
167.177,1.082
167.207,1.082
167.237,1.077
167.267,1.078
167.297,1.079
167.327,1.078
167.357,1.085
167.387,1.080
167.417,1.076
167.447,1.079
167.477,1.079
167.507,1.080
167.537,1.079
167.567,1.077
167.597,1.076
167.627,1.085
167.657,1.080
167.687,1.078
167.717,1.076
167.747,1.081
167.777,1.082
167.807,1.081
167.837,1.079
167.867,1.079
167.897,1.077
167.927,1.080
167.957,1.082
167.987,1.082
168.017,1.077
168.047,1.074
168.077,1.077
168.107,1.079
168.137,1.080
168.167,1.076
168.197,1.080
168.227,1.080
168.257,1.078
168.287,1.082
168.317,1.076
168.347,1.077
168.377,1.079
168.407,1.081
168.437,1.079
168.467,1.080
168.497,1.079
168.527,1.073
168.557,1.080
168.587,1.086
168.617,1.084
168.647,1.075
168.677,1.075
168.707,1.077
168.737,1.080
168.767,1.077
168.797,1.075
168.827,1.080
168.857,1.083
168.887,1.077
168.917,1.079
168.947,1.079
168.977,1.078
169.007,1.081
169.037,1.079
169.067,1.080
169.097,1.077
169.127,1.077
169.157,1.073
169.187,1.079
169.217,1.083
169.247,1.081
169.277,1.079
169.307,1.074
169.337,1.076
169.367,1.082
169.397,1.078
169.427,1.080
169.457,1.081
169.487,1.084
169.517,1.081
169.547,1.078
169.577,1.077
169.607,1.076
169.637,1.076
169.667,1.078
169.697,1.079
169.727,1.079
169.757,1.079
169.787,1.080
169.817,1.079
169.847,1.080
169.877,1.080
169.907,1.077
169.937,1.072
169.967,1.079
169.997,1.081
170.027,1.081
170.057,1.084
170.087,1.081
170.117,1.078
170.147,1.081
170.177,1.074
170.207,1.080
170.237,1.081
170.267,1.081
170.297,1.081
170.327,1.081
170.357,1.076
170.387,1.079
170.417,1.079
170.447,1.079
170.477,1.082
170.507,1.079
170.537,1.080
170.567,1.077
170.597,1.075
170.627,1.080
170.657,1.077
170.687,1.077
170.717,1.079
170.747,1.081
170.777,1.081
170.807,1.078
170.837,1.078
170.867,1.079
170.897,1.079
170.927,1.081
170.957,1.077
170.987,1.080
171.017,1.083
171.047,1.079
171.077,1.082
171.107,1.082
171.137,1.084
171.167,1.081
171.197,1.075
171.227,1.076
171.257,1.081
171.287,1.082
171.317,1.087
171.347,1.074
171.377,1.079
171.407,1.081
171.437,1.076
171.467,1.082
171.497,1.083
171.527,1.080
171.557,1.083
171.587,1.080
171.617,1.081
171.647,1.083
171.677,1.080
171.707,1.079
171.737,1.080
171.767,1.085
171.797,1.083
171.827,1.075
171.857,1.077
171.887,1.079
171.917,1.082
171.947,1.084
171.977,1.075
172.007,1.077
172.037,1.082
172.067,1.077
172.097,1.078
172.127,1.080
172.157,1.080
172.187,1.082
172.217,1.083
172.247,1.079
172.277,1.087
172.307,1.079
172.337,1.077
172.367,1.082
172.397,1.085
172.427,1.081
172.457,1.068
172.487,1.080
172.517,1.081
172.547,1.084
172.577,1.081
172.607,1.074
172.637,1.081
172.667,1.081
172.697,1.078
172.727,1.075
172.757,1.077
172.787,1.079
172.817,1.078
172.847,1.080
172.877,1.078
172.907,1.078
172.937,1.076
172.967,1.080
172.997,1.084
173.027,1.079
173.057,1.077
173.087,1.078
173.117,1.076
173.147,1.081
173.177,1.073
173.207,1.080
173.237,1.081
173.267,1.083
173.297,1.078
173.327,1.078
173.357,1.081
173.387,1.080
173.417,1.083
173.447,1.081
173.477,1.080
173.507,1.080
173.537,1.078
173.567,1.075
173.597,1.080
173.627,1.086
173.657,1.078
173.687,1.074
173.717,1.076
173.747,1.077
173.777,1.082
173.807,1.080
173.837,1.076
173.867,1.082
173.897,1.085
173.927,1.077
173.957,1.080
173.987,1.076
174.017,1.082
174.047,1.080
174.077,1.077
174.107,1.081
174.137,1.074
174.167,1.079
174.197,1.078
174.227,1.081
174.257,1.083
174.287,1.081
174.317,1.077
174.347,1.077
174.377,1.076
174.407,1.081
174.437,1.078
174.467,1.074
174.497,1.079
174.527,1.077
174.557,1.079
174.587,1.078
174.617,1.078
174.647,1.081
174.677,1.078
174.707,1.078
174.737,1.079
174.767,1.080
174.797,1.080
174.827,1.071
174.857,1.080
174.887,1.081
174.917,1.083
174.947,1.078
174.977,1.076
175.007,1.076
175.037,1.082
175.067,1.080
175.097,1.076
175.127,1.076
175.157,1.083
175.187,1.079
175.217,1.078
175.247,1.080
175.277,1.079
175.307,1.080
175.337,1.078
175.367,1.084
175.397,1.082
175.427,1.074
175.457,1.074
175.487,1.079
175.517,1.089
175.547,1.076
175.577,1.073
175.607,1.076
175.637,1.080
175.667,1.082
175.697,1.074
175.727,1.075
175.757,1.084
175.787,1.083
175.817,1.077
175.847,1.077
175.877,1.080
175.907,1.077
175.937,1.079
175.967,1.081
175.997,1.077
176.027,1.078
176.057,1.079
176.087,1.081
176.117,1.083
176.147,1.080
176.177,1.081
176.207,1.076
176.237,1.078
176.267,1.078
176.297,1.076
176.327,1.076
176.357,1.075
176.387,1.081
176.417,1.081
176.447,1.081
176.477,1.078
176.507,1.078
176.537,1.078
176.567,1.076
176.597,1.080
176.627,1.084
176.657,1.084
176.687,1.080
176.717,1.081
176.747,1.081
176.777,1.082
176.807,1.075
176.837,1.075
176.867,1.075
176.897,1.081
176.927,1.077
176.957,1.076
176.987,1.077
177.017,1.084
177.047,1.078
177.077,1.081
177.107,1.082
177.137,1.081
177.167,1.082
177.197,1.077
177.227,1.082
177.257,1.082
177.287,1.078
177.317,1.081
177.347,1.084
177.377,1.083
177.407,1.081
177.437,1.075
177.467,1.079
177.497,1.080
177.527,1.084
177.557,1.080
177.587,1.078
177.617,1.082
177.647,1.081
177.677,1.078
177.707,1.081
177.737,1.078
177.767,1.079
177.797,1.078
177.827,1.079
177.857,1.083
177.887,1.078
177.917,1.076
177.947,1.077
177.977,1.085
178.007,1.080
178.037,1.073
178.067,1.081
178.097,1.079
178.127,1.086
178.157,1.079
178.187,1.076
178.217,1.081
178.247,1.082
178.277,1.074
178.307,1.078
178.337,1.079
178.367,1.074
178.397,1.076
