df_hash,22ZHK4.DWJ61Z
317.554,35.312
318.528,35.312
319.576,35.312
320.535,35.312
321.567,35.312
322.524,35.344
323.547,35.344
324.523,35.344
325.546,35.281
326.521,35.312
327.959,35.312
328.523,35.312
329.551,35.344
330.567,35.281
331.542,35.281
332.592,35.250
333.638,35.281
334.565,35.281
335.540,35.312
336.612,35.281
337.541,35.281
338.611,35.281
339.537,35.281
340.561,35.375
341.536,35.375
342.560,35.438
343.535,35.406
344.559,35.375
345.534,35.406
346.557,35.375
347.532,35.375
348.949,35.375
349.531,35.375
350.644,35.312
351.582,35.312
352.553,35.344
353.528,35.375
354.552,35.375
355.626,35.406
356.552,35.469
357.672,35.438
358.550,35.500
359.548,35.500
360.549,35.500
361.524,35.500
362.547,35.438
363.575,35.469
364.553,35.406
365.670,35.406
366.545,35.375
367.520,35.406
368.740,35.375
369.594,35.375
370.542,35.375
371.517,35.375
372.590,35.406
373.564,35.406
374.540,35.438
375.515,35.406
376.588,35.438
377.542,35.438
378.537,35.469
379.610,35.469
380.592,35.500
381.614,35.406
382.535,35.406
383.558,35.406
384.533,35.406
385.557,35.438
386.532,35.469
387.556,35.438
388.579,35.438
389.556,35.500
390.530,35.469
391.558,35.562
392.529,35.562
393.553,35.562
394.527,35.531
395.794,35.531
396.526,35.500
397.550,35.500
398.544,35.531
399.597,35.469
400.523,35.500
401.548,35.500
402.619,35.531
403.554,35.562
404.524,35.531
405.544,35.562
406.674,35.594
407.544,35.562
408.519,35.594
409.543,35.594
410.517,35.594
411.541,35.594
412.759,35.562
413.541,35.531
414.515,35.562
415.620,35.562
416.611,35.562
417.637,35.562
418.513,35.531
419.536,35.562
420.562,35.531
421.542,35.469
422.510,35.469
423.539,35.438
424.509,35.406
425.533,35.438
426.556,35.438
427.532,35.438
428.555,35.438
429.530,35.406
430.554,35.406
431.648,35.406
432.558,35.438
433.527,35.469
434.556,35.500
435.526,35.438
436.550,35.406
437.771,35.406
438.549,35.500
439.523,35.469
440.547,35.438
441.645,35.438
442.646,35.375
443.526,35.375
444.548,35.375
445.573,35.375
446.543,35.375
447.542,35.344
448.744,35.250
449.523,35.250
450.541,35.250
451.516,35.281
452.589,35.281
453.520,35.281
454.539,35.219
455.593,35.219
456.590,35.219
457.517,35.250
458.536,35.219
459.856,35.219
460.595,35.219
461.515,35.188
462.543,35.219
463.753,35.219
464.532,35.188
465.556,35.219
466.531,35.250
467.535,35.250
468.551,35.250
469.517,35.250
470.872,35.219
471.504,35.219
472.528,35.188
473.625,35.188
474.529,35.219
475.553,35.156
476.526,35.156
477.549,35.094
478.524,35.094
479.548,35.094
480.571,35.125
481.546,35.125
482.521,35.125
483.545,35.125
484.528,35.125
485.544,35.188
486.519,35.188
487.543,35.219
488.520,35.188
489.541,35.219
490.517,35.188
491.540,35.156
492.859,35.125
493.539,35.125
494.514,35.125
495.538,35.094
496.513,35.062
497.537,35.062
498.511,35.062
499.545,35.031
500.510,35.031
501.534,35.031
502.509,35.031
503.533,35.031
504.508,34.969
505.531,34.969
506.506,34.969
507.776,34.969
508.651,35.000
509.529,35.000
510.701,34.969
511.527,34.938
512.553,34.938
513.526,34.906
514.501,34.938
515.528,34.938
516.549,34.938
517.549,34.906
518.502,34.906
519.527,34.906
520.695,34.938
