df_hash,22ZHK4.DWJ61Z
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.SM8F
person_label,V70(5)
date_time_start,2025-11-03_12-30-35.585000_+03
date_time_start_unix,1762158635.585
date_time_end,2025-11-03_12-39-21.924000_+03
length_difference_noticed,no

time,temperature
4.634,35.156
5.599,35.125
6.576,35.125
7.598,35.094
8.574,35.094
9.598,35.125
10.572,35.125
11.596,35.125
12.625,35.094
13.594,35.094
14.569,35.062
15.593,35.062
16.568,35.094
17.593,35.094
18.567,35.062
19.885,35.031
20.581,35.031
21.594,35.031
22.613,35.062
23.597,35.031
24.566,35.062
25.591,35.031
26.610,35.000
27.586,35.000
28.710,35.000
29.585,35.000
30.561,35.000
31.646,35.000
32.566,35.000
33.827,35.000
34.557,35.000
35.629,35.031
36.633,35.062
37.580,35.062
38.775,35.156
39.611,35.125
40.620,35.094
41.577,35.125
42.600,35.031
43.724,35.062
44.603,35.125
45.578,35.125
46.598,35.125
47.771,35.156
48.597,35.094
49.818,35.125
50.596,35.125
51.571,35.125
52.594,35.219
53.569,35.188
54.593,35.125
55.568,35.125
56.936,35.094
57.567,35.062
58.591,35.062
59.566,35.031
60.721,35.062
61.564,35.062
62.589,35.094
63.612,35.125
64.690,35.094
65.562,35.094
66.586,35.125
67.561,35.156
68.584,35.156
69.563,35.188
70.583,35.156
71.558,35.188
72.582,35.156
73.557,35.188
74.924,35.156
75.799,35.188
76.579,35.188
77.554,35.156
78.578,35.125
79.611,35.125
80.577,35.156
81.552,35.125
82.576,35.125
83.600,35.125
84.628,35.094
85.779,35.094
86.573,35.062
87.598,35.062
88.579,35.062
89.839,35.062
90.571,35.094
91.595,35.094
92.569,35.094
93.642,35.125
94.568,35.188
95.592,35.188
96.716,35.188
97.590,35.219
98.566,35.219
99.589,35.250
100.808,35.219
101.588,35.156
102.563,35.156
103.733,35.156
104.562,35.125
105.586,35.156
106.563,35.125
107.584,35.125
108.560,35.125
109.583,35.125
110.727,35.156
111.582,35.188
112.557,35.156
113.581,35.125
114.607,35.125
115.580,35.125
116.554,35.125
117.578,35.125
118.553,35.125
119.580,35.125
120.563,35.125
121.576,35.094
122.551,35.125
123.575,35.125
124.585,35.156
125.598,35.156
126.550,35.188
127.576,35.188
128.742,35.188
129.570,35.156
130.548,35.156
131.574,35.156
132.548,35.156
133.568,35.156
134.592,35.188
135.603,35.125
136.590,35.094
137.566,35.125
138.590,35.125
139.564,35.094
140.664,35.062
141.564,35.062
142.587,35.094
143.562,35.062
144.585,35.031
145.561,35.000
146.585,35.094
147.560,35.094
148.599,35.062
149.558,35.062
150.582,35.094
151.557,35.094
152.589,35.062
153.557,35.094
154.584,35.125
155.555,35.156
156.580,35.125
157.553,35.125
158.577,35.156
159.552,35.156
160.576,35.125
161.602,35.156
162.581,35.125
163.550,35.125
164.573,35.125
165.548,35.125
166.577,35.125
167.573,35.094
168.571,35.125
169.594,35.125
170.570,35.125
171.593,35.094
172.572,35.094
173.573,35.062
174.567,35.062
175.542,35.062
176.958,35.062
177.550,35.031
178.565,35.031
179.559,35.031
180.563,35.062
181.684,35.062
182.563,35.094
183.588,35.094
184.588,35.094
185.585,35.094
186.559,35.094
187.583,35.000
188.558,35.000
189.582,35.031
190.605,35.000
191.581,35.000
192.605,35.031
193.580,35.156
194.555,35.156
195.578,35.188
196.553,35.219
197.577,35.312
198.553,35.312
199.576,35.281
200.551,35.344
201.574,35.312
202.550,35.281
203.573,35.156
204.549,35.156
205.572,35.156
206.547,35.156
207.573,35.188
208.570,35.156
209.583,35.188
210.545,35.156
211.568,35.188
212.544,35.219
213.567,35.219
214.542,35.219
215.615,35.219
216.589,35.219
217.586,35.219
218.565,35.219
219.563,35.219
220.538,35.250
221.566,35.281
222.537,35.250
223.805,35.219
224.542,35.219
225.564,35.219
226.538,35.219
227.561,35.250
228.570,35.250
229.655,35.250
230.532,35.219
231.556,35.156
232.580,35.156
233.554,35.156
234.578,35.188
235.554,35.156
236.577,35.188
237.552,35.156
238.576,35.188
239.554,35.188
240.574,35.312
241.550,35.375
242.573,35.375
243.840,35.344
244.670,35.375
245.547,35.344
246.572,35.312
247.546,35.312
248.569,35.312
249.548,35.250
250.571,35.156
251.544,35.188
252.567,35.219
253.544,35.219
254.565,35.219
255.690,35.250
256.565,35.281
257.734,35.344
258.563,35.281
259.538,35.344
260.571,35.344
261.732,35.344
262.575,35.312
263.536,35.312
264.590,35.312
265.586,35.281
266.558,35.250
267.582,35.250
268.557,35.250
269.532,35.250
270.556,35.188
271.826,35.125
272.555,35.125
273.534,35.156
274.602,35.156
275.539,35.156
276.626,35.219
277.629,35.219
278.551,35.188
279.574,35.219
280.549,35.250
281.574,35.281
282.552,35.281
283.599,35.250
284.547,35.219
285.768,35.250
286.553,35.188
287.592,35.125
288.653,35.156
289.573,35.156
290.543,35.156
291.567,35.188
292.608,35.188
293.599,35.219
294.541,35.219
295.564,35.219
296.539,35.219
297.607,35.281
298.539,35.281
299.765,35.281
300.546,35.281
301.584,35.250
302.638,35.250
303.560,35.250
304.535,35.250
305.564,35.281
306.534,35.281
307.557,35.312
308.532,35.281
309.556,35.281
310.531,35.281
311.560,35.312
312.618,35.281
313.654,35.281
314.529,35.281
315.572,35.312
316.553,35.312
