df_hash,22ZHK4.E50QS1
115.149,-162
115.174,33
115.199,211
115.224,320
115.249,369
115.274,395
115.299,421
115.324,437
115.349,429
115.374,403
115.399,385
115.424,392
115.449,412
115.474,421
115.499,407
115.524,377
115.549,343
115.574,303
115.599,251
115.624,188
115.649,127
115.674,74
115.699,18
115.724,-57
115.749,-151
115.774,-221
115.799,-216
115.824,-111
115.849,63
115.874,243
115.899,373
115.924,441
115.949,469
115.974,485
115.999,497
116.024,495
116.049,474
116.074,447
116.099,433
116.124,437
116.149,444
116.174,435
116.199,403
116.224,359
116.249,312
116.274,262
116.299,202
116.324,135
116.349,72
116.374,17
116.399,-42
116.424,-123
116.449,-212
116.474,-262
116.499,-221
116.524,-86
116.549,90
116.574,239
116.599,325
116.624,360
116.649,377
116.674,390
116.699,387
116.724,363
116.749,331
116.774,315
116.799,321
116.824,332
116.849,330
116.874,309
116.899,277
116.924,239
116.949,194
116.974,144
116.999,94
117.024,47
117.049,-7
117.074,-81
117.099,-161
117.124,-201
117.149,-154
117.174,-19
117.199,152
117.224,293
117.249,372
117.274,403
117.299,417
117.324,426
117.349,423
117.374,403
117.399,377
117.424,361
117.449,359
117.474,361
117.499,353
117.524,332
117.549,301
117.574,260
117.599,212
117.624,157
117.649,97
117.674,24
117.699,-64
117.724,-155
117.749,-206
117.774,-174
117.799,-50
117.824,119
117.849,269
117.874,360
117.899,399
117.924,419
117.949,435
117.974,440
117.999,423
118.024,396
118.049,379
118.074,382
118.099,393
118.124,392
118.149,374
118.174,344
118.199,306
118.224,254
118.249,189
118.274,121
118.299,59
118.324,-1
118.349,-81
118.374,-177
118.399,-252
118.424,-250
118.449,-143
118.474,34
118.499,212
118.524,333
118.549,391
118.574,413
118.599,430
118.624,444
118.649,445
118.674,430
118.699,415
118.724,415
118.749,431
118.774,445
118.799,438
118.824,409
118.849,370
118.874,331
118.899,287
118.924,228
118.949,152
118.974,76
118.999,13
119.024,-38
119.049,-101
119.074,-190
119.099,-288
119.124,-340
119.149,-298
119.174,-156
119.199,35
119.224,208
119.249,319
119.274,373
119.299,401
119.324,424
119.349,440
119.374,437
119.399,420
119.424,409
119.449,420
119.474,445
119.499,463
119.524,459
119.549,434
119.574,403
119.599,371
119.624,333
119.649,279
119.674,209
119.699,138
119.724,76
119.749,23
119.774,-40
119.799,-126
119.824,-214
119.849,-261
119.874,-221
119.899,-87
119.924,97
119.949,267
119.974,376
119.999,424
120.024,441
120.049,456
120.074,470
120.099,466
120.124,442
120.149,415
120.174,409
120.199,426
120.224,445
120.249,442
120.274,413
120.299,371
120.324,330
120.349,285
120.374,230
120.399,167
120.424,106
120.449,51
120.474,-10
120.499,-92
120.524,-178
120.549,-220
120.574,-171
120.599,-29
120.624,151
120.649,302
120.674,389
120.699,421
120.724,430
120.749,429
120.774,414
120.799,381
120.824,344
120.849,324
120.874,327
120.899,340
120.924,343
120.949,330
120.974,305
120.999,270
121.024,220
121.049,156
121.074,89
121.099,29
121.124,-34
121.149,-121
121.174,-227
121.199,-308
121.224,-304
121.249,-193
121.274,-18
121.299,140
121.324,234
121.349,267
121.374,277
121.399,284
121.424,282
121.449,256
121.474,214
121.499,179
121.524,166
121.549,162
121.574,147
121.599,115
121.624,72
121.649,25
121.674,-24
121.699,-68
121.724,-81
121.749,-47
121.774,15
121.799,61
121.824,62
121.849,48
121.874,92
121.899,240
121.924,468
121.949,692
121.974,837
121.999,891
122.024,888
122.049,866
122.074,832
122.099,780
122.124,715
122.149,657
122.174,620
122.199,602
122.224,588
122.249,568
122.274,541
122.299,503
122.324,445
122.349,359
122.374,253
122.399,136
122.424,11
122.449,-124
122.474,-260
122.499,-361
122.524,-381
122.549,-301
122.574,-154
122.599,-1
122.624,108
122.649,163
122.674,182
122.699,186
122.724,183
122.749,170
122.774,149
122.799,131
122.824,126
122.849,138
122.874,153
122.899,156
122.924,139
122.949,107
122.974,73
122.999,43
123.024,4
123.049,-59
123.074,-144
123.099,-213
123.124,-215
123.149,-122
123.174,43
123.199,222
123.224,360
123.249,436
123.274,467
123.299,474
123.324,470
123.349,454
123.374,427
123.399,402
123.424,388
123.449,385
123.474,383
123.499,368
123.524,337
123.549,291
123.574,239
123.599,189
123.624,136
123.649,67
123.674,-27
123.699,-129
123.724,-192
123.749,-164
123.774,-36
123.799,146
123.824,312
123.849,415
123.874,457
123.899,469
123.924,473
123.949,464
123.974,434
123.999,394
124.024,366
124.049,361
124.074,368
124.099,367
124.124,350
124.149,322
124.174,285
124.199,236
124.224,174
124.249,109
124.274,47
124.299,-19
124.324,-105
124.349,-196
124.374,-242
124.399,-187
124.424,-27
124.449,178
124.474,349
124.499,447
124.524,488
124.549,507
124.574,515
124.599,496
124.624,448
124.649,397
124.674,374
124.699,386
124.724,406
124.749,408
124.774,385
124.799,352
124.824,314
124.849,264
124.874,200
124.899,129
124.924,63
124.949,-2
124.974,-87
124.999,-188
125.024,-265
125.049,-260
125.074,-148
125.099,34
125.124,217
125.149,345
125.174,405
125.199,420
125.224,413
125.249,392
125.274,359
125.299,321
125.324,294
125.349,288
125.374,298
125.399,304
125.424,291
125.449,256
125.474,209
125.499,165
125.524,125
125.549,75
125.574,0
125.599,-98
125.624,-186
125.649,-210
125.674,-135
125.699,25
125.724,214
125.749,365
125.774,446
125.799,468
125.824,465
125.849,456
125.874,439
125.899,404
125.924,359
125.949,324
125.974,313
125.999,318
126.024,314
126.049,281
126.074,228
126.099,174
126.124,128
126.149,75
126.174,-6
126.199,-114
126.224,-204
126.249,-219
126.274,-128
126.299,42
126.324,228
126.349,368
126.374,440
126.399,458
126.424,452
126.449,438
126.474,417
126.499,388
126.524,357
126.549,339
126.574,338
126.599,343
126.624,334
126.649,296
126.674,234
126.699,170
126.724,113
126.749,56
126.774,-23
126.799,-131
126.824,-230
126.849,-261
126.874,-186
126.899,-22
126.924,168
126.949,318
126.974,400
126.999,432
127.024,441
127.049,439
127.074,423
127.099,392
127.124,357
127.149,333
127.174,324
127.199,322
127.224,314
127.249,293
127.274,256
127.299,205
127.324,146
127.349,85
127.374,23
127.399,-49
127.424,-139
127.449,-227
127.474,-261
127.499,-193
127.524,-27
127.549,176
127.574,339
127.599,424
127.624,451
127.649,462
127.674,474
127.699,476
127.724,454
127.749,422
127.774,410
127.799,426
127.824,449
127.849,450
127.874,426
127.899,393
127.924,365
127.949,334
127.974,284
127.999,219
128.024,156
128.049,102
128.074,42
128.099,-43
128.124,-136
128.149,-181
128.174,-128
128.199,19
128.224,198
128.249,334
128.274,398
128.299,412
128.324,412
128.349,410
128.374,395
128.399,363
128.424,330
128.449,318
128.474,327
128.499,337
128.524,328
128.549,301
128.574,271
128.599,243
128.624,206
128.649,154
128.674,93
128.699,41
128.724,0
128.749,-54
128.774,-136
128.799,-219
128.824,-248
128.849,-179
128.874,-27
128.899,144
128.924,275
128.949,345
128.974,375
128.999,387
129.024,385
129.049,365
129.074,335
129.099,313
129.124,311
129.149,323
129.174,332
129.199,328
129.224,313
129.249,290
129.274,255
129.299,208
129.324,156
129.349,104
129.374,47
129.399,-25
129.424,-107
129.449,-156
129.474,-126
129.499,-4
129.524,163
129.549,308
129.574,390
129.599,416
129.624,419
129.649,419
129.674,411
129.699,387
129.724,357
129.749,338
129.774,339
129.799,348
129.824,348
129.849,330
129.874,297
129.899,254
129.924,205
129.949,154
129.974,102
129.999,41
130.024,-39
130.049,-130
130.074,-194
130.099,-181
130.124,-73
130.149,92
130.174,247
130.199,341
130.224,380
130.249,395
130.274,412
130.299,422
130.324,412
130.349,387
130.374,367
130.399,368
130.424,378
130.449,377
130.474,358
130.499,327
130.524,293
130.549,250
130.574,193
130.599,127
130.624,66
130.649,10
130.674,-58
130.699,-151
130.724,-238
130.749,-262
130.774,-183
130.799,-17
130.824,165
130.849,300
130.874,367
130.899,396
130.924,417
130.949,434
130.974,433
130.999,411
131.024,387
131.049,383
131.074,400
131.099,416
131.124,412
131.149,387
131.174,355
131.199,321
131.224,278
131.249,219
131.274,151
131.299,88
131.324,34
131.349,-28
131.374,-114
131.399,-213
131.424,-276
131.449,-253
131.474,-127
131.499,62
131.524,247
131.549,374
131.574,436
131.599,458
131.624,469
131.649,480
131.674,480
131.699,465
131.724,450
131.749,451
131.774,471
131.799,491
131.824,490
131.849,463
131.874,422
131.899,379
131.924,329
131.949,263
131.974,182
131.999,103
132.024,38
132.049,-24
132.074,-108
132.099,-214
132.124,-295
132.149,-288
132.174,-168
132.199,23
132.224,205
132.249,322
132.274,374
132.299,395
132.324,406
132.349,402
132.374,371
132.399,327
132.424,299
132.449,301
132.474,320
132.499,331
132.524,321
132.549,298
132.574,269
132.599,230
132.624,178
132.649,119
132.674,61
132.699,1
132.724,-75
132.749,-171
132.774,-245
132.799,-240
132.824,-126
132.849,61
132.874,252
132.899,383
132.924,446
132.949,467
132.974,469
132.999,458
133.024,430
133.049,393
133.074,363
133.099,350
133.124,349
133.149,350
133.174,343
133.199,321
133.224,282
133.249,225
133.274,160
133.299,96
133.324,31
133.349,-51
133.374,-150
133.399,-230
133.424,-233
133.449,-126
133.474,58
133.499,246
133.524,374
133.549,432
133.574,452
133.599,465
133.624,467
133.649,446
133.674,406
133.699,372
133.724,362
133.749,370
133.774,372
133.799,353
133.824,316
133.849,272
133.874,221
133.899,163
133.924,99
133.949,31
133.974,-43
133.999,-133
134.024,-225
134.049,-273
134.074,-227
134.099,-77
134.124,124
134.149,299
134.174,400
134.199,438
134.224,452
134.249,464
134.274,466
134.299,444
134.324,407
134.349,384
134.374,387
134.399,403
134.424,407
134.449,388
134.474,356
134.499,320
134.524,277
134.549,216
134.574,142
134.599,73
134.624,16
134.649,-43
134.674,-126
134.699,-224
134.724,-287
134.749,-259
134.774,-127
134.799,65
134.824,245
134.849,364
134.874,418
134.899,435
134.924,438
134.949,430
134.974,408
134.999,381
135.024,365
135.049,371
135.074,389
135.099,401
135.124,392
135.149,367
135.174,335
135.199,298
135.224,251
135.249,191
135.274,128
135.299,73
135.324,25
135.349,-34
135.374,-119
135.399,-213
135.424,-267
135.449,-229
135.474,-93
135.499,98
135.524,277
135.549,397
135.574,454
135.599,474
135.624,481
135.649,480
135.674,466
135.699,442
135.724,424
135.749,427
135.774,445
135.799,460
135.824,454
135.849,425
135.874,384
135.899,342
135.924,296
135.949,239
135.974,172
135.999,104
136.024,46
136.049,-10
136.074,-84
136.099,-178
136.124,-260
136.149,-276
136.174,-191
136.199,-21
136.224,167
136.249,311
136.274,384
136.299,408
136.324,412
136.349,406
136.374,383
136.399,341
136.424,302
136.449,289
136.474,303
136.499,321
136.524,320
136.549,298
136.574,270
136.599,244
136.624,211
136.649,163
136.674,107
136.699,56
136.724,8
136.749,-54
136.774,-139
136.799,-212
136.824,-213
136.849,-108
136.874,73
136.899,258
136.924,384
136.949,443
136.974,463
136.999,472
137.024,468
137.049,440
137.074,395
137.099,358
137.124,345
137.149,351
137.174,356
137.199,346
137.224,325
137.249,297
137.274,258
137.299,204
137.324,141
137.349,81
137.374,21
137.399,-53
137.424,-147
137.449,-227
137.474,-232
137.499,-128
137.524,59
137.549,256
137.574,394
137.599,461
137.624,485
137.649,496
137.674,494
137.699,470
137.724,426
137.749,389
137.774,381
137.799,395
137.824,406
137.849,395
137.874,364
137.899,326
137.924,283
137.949,229
137.974,161
137.999,90
138.024,26
138.049,-41
138.074,-130
138.099,-235
138.124,-310
138.149,-296
138.174,-169
138.199,31
138.224,230
138.249,368
138.274,437
138.299,465
138.324,477
138.349,476
138.374,451
138.399,409
138.424,373
138.449,361
138.474,371
138.499,380
138.524,370
138.549,340
138.574,303
138.599,264
138.624,215
138.649,149
138.674,71
138.699,-1
138.724,-66
138.749,-134
138.774,-223
138.799,-327
138.824,-398
138.849,-379
138.874,-247
138.899,-35
138.924,182
138.949,342
138.974,430
138.999,469
139.024,491
139.049,506
139.074,503
139.099,480
139.124,455
139.149,453
139.174,479
139.199,510
139.224,519
139.249,496
139.274,453
139.299,408
139.324,360
139.349,299
139.374,221
139.399,139
139.424,69
139.449,5
139.474,-73
139.499,-174
139.524,-265
139.549,-283
139.574,-186
139.599,6
139.624,220
139.649,383
139.674,467
139.699,494
139.724,499
139.749,498
139.774,481
139.799,444
139.824,404
139.849,385
139.874,397
139.899,419
139.924,424
139.949,398
139.974,354
139.999,309
140.024,267
140.049,218
140.074,154
140.099,84
140.124,20
140.149,-37
140.174,-108
140.199,-200
140.224,-284
140.249,-301
140.274,-210
140.299,-25
140.324,185
140.349,348
140.374,433
140.399,460
140.424,466
140.449,461
140.474,439
140.499,397
140.524,354
140.549,337
140.574,347
140.599,363
140.624,361
140.649,338
140.674,307
140.699,274
140.724,233
140.749,177
140.774,114
140.799,55
140.824,0
140.849,-71
140.874,-166
140.899,-253
140.924,-273
140.949,-186
140.974,-11
140.999,184
141.024,335
141.049,415
141.074,442
141.099,445
141.124,434
141.149,408
141.174,369
141.199,331
141.224,309
141.249,308
141.274,318
141.299,323
141.324,307
141.349,268
141.374,217
141.399,167
141.424,120
141.449,65
141.474,-15
141.499,-115
141.524,-195
141.549,-203
141.574,-111
141.599,56
141.624,236
141.649,371
141.674,437
141.699,453
141.724,447
141.749,433
141.774,411
141.799,376
141.824,338
141.849,313
141.874,309
141.899,314
141.924,307
141.949,275
141.974,223
141.999,169
142.024,121
142.049,67
142.074,-11
142.099,-116
142.124,-205
142.149,-220
142.174,-128
142.199,42
142.224,223
142.249,353
142.274,415
142.299,433
142.324,436
142.349,433
142.374,418
142.399,390
142.424,361
142.449,347
142.474,349
142.499,353
142.524,343
142.549,312
142.574,264
142.599,208
142.624,153
142.649,102
142.674,45
142.699,-30
142.724,-125
142.749,-210
142.774,-231
142.799,-147
142.824,25
142.849,221
142.874,366
142.899,434
142.924,452
142.949,460
142.974,474
142.999,476
143.024,455
143.049,424
143.074,409
143.099,420
143.124,436
143.149,430
143.174,396
143.199,349
143.224,307
143.249,265
143.274,210
143.299,140
143.324,69
143.349,12
143.374,-39
143.399,-108
143.424,-199
143.449,-279
143.474,-292
143.499,-203
143.524,-32
143.549,153
143.574,292
143.599,360
143.624,381
143.649,390
143.674,401
143.699,407
143.724,399
143.749,385
143.774,383
143.799,401
143.824,423
143.849,429
143.874,410
143.899,378
143.924,345
143.949,312
143.974,266
143.999,205
144.024,141
144.049,90
144.074,49
144.099,-3
144.124,-82
144.149,-164
144.174,-200
144.199,-146
144.224,-9
144.249,160
144.274,298
144.299,375
144.324,400
144.349,403
144.374,402
144.399,396
144.424,380
144.449,359
144.474,348
144.499,356
144.524,375
144.549,385
144.574,371
144.599,336
144.624,294
144.649,253
144.674,211
144.699,161
144.724,107
144.749,56
144.774,10
144.799,-43
144.824,-114
144.849,-188
144.874,-222
144.899,-175
144.924,-43
144.949,125
144.974,266
144.999,345
145.024,374
145.049,386
145.074,399
145.099,402
145.124,384
145.149,358
145.174,347
145.199,363
145.224,387
145.249,392
145.274,369
145.299,332
145.324,296
145.349,258
145.374,210
145.399,150
145.424,93
145.449,43
145.474,-11
145.499,-87
145.524,-165
145.549,-194
145.574,-129
145.599,18
145.624,186
145.649,308
145.674,364
145.699,383
145.724,398
145.749,414
145.774,414
145.799,392
145.824,367
145.849,359
145.874,370
145.899,378
145.924,367
145.949,339
145.974,308
145.999,274
146.024,228
146.049,168
146.074,102
146.099,43
146.124,-14
146.149,-88
146.174,-177
146.199,-240
146.224,-226
146.249,-115
146.274,53
146.299,212
146.324,315
146.349,365
146.374,392
146.399,419
146.424,438
146.449,435
146.474,415
146.499,398
146.524,401
146.549,416
146.574,422
146.599,405
146.624,371
146.649,334
146.674,296
146.699,249
146.724,185
146.749,116
146.774,55
146.799,3
146.824,-56
146.849,-140
146.874,-228
146.899,-270
146.924,-218
146.949,-73
146.974,112
146.999,272
147.024,370
147.049,416
147.074,439
147.099,458
147.124,468
147.149,459
147.174,440
147.199,431
147.224,443
147.249,465
147.274,473
147.299,456
147.324,421
147.349,379
147.374,333
147.399,276
147.424,206
147.449,135
147.474,74
147.499,17
147.524,-53
147.549,-146
147.574,-229
147.599,-245
147.624,-160
147.649,6
147.674,184
147.699,310
147.724,367
147.749,384
147.774,396
147.799,411
147.824,410
147.849,384
147.874,351
147.899,337
147.924,351
147.949,371
147.974,373
147.999,349
148.024,312
148.049,272
148.074,225
148.099,163
148.124,93
148.149,30
148.174,-23
148.199,-87
148.224,-172
148.249,-254
148.274,-275
148.299,-195
148.324,-31
148.349,147
148.374,277
148.399,347
148.424,384
148.449,417
148.474,442
148.499,440
148.524,413
148.549,386
148.574,385
148.599,405
148.624,421
148.649,411
148.674,379
148.699,336
148.724,290
148.749,237
148.774,178
148.799,118
148.824,58
148.849,-13
148.874,-102
148.899,-181
148.924,-197
148.949,-115
148.974,43
148.999,211
149.024,327
149.049,378
149.074,398
149.099,415
149.124,429
149.149,422
149.174,394
149.199,367
149.224,363
149.249,378
149.274,386
149.299,369
149.324,331
149.349,290
149.374,247
149.399,196
149.424,132
149.449,67
149.474,14
149.499,-33
149.524,-96
149.549,-179
149.574,-249
149.599,-250
149.624,-152
149.649,18
149.674,197
149.699,328
149.724,398
149.749,431
149.774,455
149.799,474
149.824,476
149.849,460
149.874,440
149.899,433
149.924,439
149.949,442
149.974,429
149.999,397
150.024,358
150.049,318
150.074,271
150.099,209
150.124,137
150.149,69
150.174,10
150.199,-53
150.224,-141
150.249,-246
150.274,-327
150.299,-334
150.324,-244
150.349,-90
150.374,64
150.399,171
150.424,222
150.449,248
150.474,279
150.499,326
150.524,383
150.549,443
150.574,510
150.599,583
150.624,650
150.649,684
150.674,664
150.699,592
150.724,489
150.749,378
150.774,274
150.799,175
150.824,83
150.849,5
150.874,-50
150.899,-90
150.924,-133
150.949,-190
150.974,-246
150.999,-256
151.024,-182
151.049,-24
151.074,166
151.099,329
151.124,432
151.149,485
151.174,515
151.199,537
151.224,539
151.249,516
151.274,480
151.299,456
151.324,454
151.349,458
151.374,442
151.399,404
151.424,359
151.449,319
151.474,279
151.499,222
151.524,149
151.549,78
151.574,21
151.599,-33
151.624,-108
151.649,-194
151.674,-241
151.699,-199
151.724,-63
151.749,111
151.774,255
151.799,335
151.824,367
151.849,381
151.874,389
151.899,378
151.924,346
151.949,310
151.974,291
151.999,295
152.024,306
152.049,306
152.074,287
152.099,254
152.124,210
152.149,158
152.174,103
152.199,49
152.224,-6
152.249,-80
152.274,-172
152.299,-247
152.324,-250
152.349,-149
152.374,28
152.399,213
152.424,343
152.449,407
152.474,433
152.499,450
152.524,457
152.549,446
152.574,419
152.599,396
152.624,391
152.649,398
152.674,398
152.699,380
152.724,348
152.749,307
152.774,256
152.799,195
152.824,130
152.849,67
152.874,0
152.899,-88
152.924,-187
152.949,-252
152.974,-224
152.999,-88
153.024,109
153.049,285
153.074,390
153.099,432
153.124,450
153.149,467
153.174,471
153.199,452
153.224,418
153.249,397
153.274,399
153.299,410
153.324,406
153.349,381
153.374,346
153.399,305
153.424,254
153.449,187
153.474,113
153.499,45
153.524,-20
153.549,-105
153.574,-207
153.599,-285
153.624,-275
153.649,-148
153.674,49
153.699,237
153.724,356
153.749,411
153.774,438
153.799,459
153.824,463
153.849,437
153.874,396
153.899,369
153.924,369
153.949,379
153.974,373
153.999,347
154.024,312
154.049,278
154.074,234
154.099,172
154.124,100
154.149,36
154.174,-21
154.199,-92
154.224,-187
154.249,-268
154.274,-268
154.299,-150
154.324,51
154.349,249
154.374,378
154.399,434
154.424,456
154.449,471
154.474,477
154.499,458
154.524,423
154.549,402
154.574,408
154.599,429
154.624,436
154.649,420
154.674,391
154.699,359
154.724,320
154.749,265
154.774,198
154.799,133
154.824,67
154.849,-14
154.874,-119
154.899,-211
154.924,-230
154.949,-139
154.974,33
154.999,212
155.024,334
155.049,385
155.074,396
155.099,395
155.124,388
155.149,369
155.174,340
155.199,316
155.224,310
155.249,319
155.274,326
155.299,317
155.324,289
155.349,247
155.374,198
155.399,150
155.424,102
155.449,44
155.474,-34
155.499,-124
155.524,-186
155.549,-173
155.574,-64
155.599,107
155.624,273
155.649,377
155.674,412
155.699,411
155.724,403
155.749,395
155.774,373
155.799,338
155.824,307
155.849,299
155.874,310
155.899,317
155.924,297
155.949,251
155.974,198
155.999,153
156.024,109
156.049,47
156.074,-42
156.099,-136
156.124,-190
156.149,-158
156.174,-36
156.199,132
156.224,285
156.249,375
156.274,402
156.299,399
156.324,394
156.349,392
156.374,377
156.399,346
156.424,316
156.449,305
156.474,308
156.499,301
156.524,268
156.549,216
156.574,165
156.599,124
156.624,72
156.649,-8
156.674,-105
156.699,-171
156.724,-155
156.749,-51
156.774,98
156.799,237
156.824,327
156.849,370
156.874,388
156.899,399
156.924,403
156.949,396
156.974,377
156.999,357
157.024,345
157.049,343
157.074,339
157.099,316
157.124,270
157.149,211
157.174,155
157.199,110
157.224,60
157.249,-11
157.274,-98
157.299,-162
157.324,-152
157.349,-51
157.374,105
157.399,256
157.424,353
157.449,396
157.474,417
157.499,440
157.524,464
157.549,471
157.574,458
157.599,443
157.624,445
157.649,459
157.674,464
157.699,442
157.724,400
157.749,355
157.774,315
157.799,271
157.824,211
157.849,142
157.874,78
157.899,24
157.924,-37
157.949,-123
157.974,-217
157.999,-267
158.024,-227
158.049,-103
158.074,48
158.099,160
158.124,209
158.149,220
158.174,233
158.199,259
158.224,278
158.249,276
158.274,261
158.299,255
158.324,266
158.349,283
158.374,289
158.399,291
158.424,306
158.449,339
158.474,371
158.499,383
158.524,375
158.549,360
158.574,341
158.599,297
158.624,207
158.649,91
158.674,8
158.699,8
158.724,88
158.749,196
158.774,273
158.799,304
158.824,313
158.849,324
158.874,334
158.899,329
158.924,308
158.949,289
158.974,288
158.999,300
159.024,305
159.049,292
159.074,266
159.099,236
159.124,201
159.149,158
159.174,110
159.199,64
159.224,23
159.249,-25
159.274,-92
159.299,-162
159.324,-190
159.349,-141
159.374,-23
159.399,116
159.424,224
159.449,283
159.474,316
159.499,348
159.524,383
159.549,406
159.574,404
159.599,389
159.624,383
159.649,394
159.674,408
159.699,407
159.724,383
159.749,347
159.774,310
159.799,273
159.824,226
159.849,166
159.874,102
159.899,50
159.924,6
159.949,-45
159.974,-121
159.999,-205
160.024,-255
160.049,-230
160.074,-126
160.099,16
160.124,146
160.149,234
160.174,287
160.199,332
160.224,381
160.249,427
160.274,451
160.299,451
160.324,445
160.349,450
160.374,464
160.399,473
160.424,459
160.449,426
160.474,386
160.499,348
160.524,307
160.549,252
160.574,186
160.599,122
160.624,73
160.649,33
160.674,-22
160.699,-107
160.724,-196
160.749,-239
160.774,-193
160.799,-65
160.824,96
160.849,235
160.874,326
160.899,381
160.924,423
160.949,464
160.974,496
160.999,509
161.024,508
161.049,507
161.074,517
161.099,531
161.124,532
161.149,507
161.174,459
161.199,402
161.224,347
161.249,296
161.274,241
161.299,174
161.324,99
161.349,30
161.374,-25
161.399,-79
161.424,-149
161.449,-233
161.474,-294
161.499,-281
161.524,-175
161.549,-12
161.574,140
161.599,237
161.624,281
161.649,307
161.674,336
161.699,358
161.724,359
161.749,345
161.774,340
161.799,358
161.824,383
161.849,390
161.874,370
161.899,335
161.924,299
161.949,258
161.974,203
161.999,139
162.024,80
162.049,31
162.074,-27
162.099,-110
162.124,-193
162.149,-218
162.174,-142
162.199,16
162.224,189
162.249,314
162.274,376
162.299,407
162.324,430
162.349,446
162.374,441
162.399,416
162.424,395
162.449,392
162.474,399
162.499,397
162.524,375
162.549,340
162.574,300
162.599,253
162.624,196
162.649,133
162.674,74
162.699,11
162.724,-68
162.749,-160
162.774,-222
162.799,-197
162.824,-71
162.849,107
162.874,262
162.899,349
162.924,383
162.949,408
162.974,442
162.999,466
163.024,459
163.049,427
163.074,403
163.099,403
163.124,414
163.149,407
163.174,373
163.199,326
163.224,281
163.249,232
163.274,172
163.299,101
163.324,35
163.349,-21
163.374,-85
163.399,-171
163.424,-258
163.449,-291
163.474,-223
163.499,-66
163.524,115
163.549,253
163.574,326
163.599,360
163.624,388
163.649,415
163.674,427
163.699,416
163.724,399
163.749,397
163.774,411
163.799,421
163.824,411
163.849,382
163.874,348
163.899,312
163.924,266
163.949,205
163.974,138
163.999,82
164.024,38
164.049,-14
164.074,-92
164.099,-177
164.124,-217
164.149,-168
164.174,-31
164.199,143
164.224,292
164.249,383
164.274,425
164.299,447
164.324,466
164.349,480
164.374,480
164.399,466
164.424,453
164.449,454
164.474,466
164.499,473
164.524,459
164.549,424
164.574,377
164.599,329
164.624,277
164.649,215
164.674,143
164.699,75
164.724,21
164.749,-22
164.774,-79
164.799,-158
164.824,-234
164.849,-255
164.874,-186
164.899,-41
164.924,119
164.949,238
164.974,299
164.999,324
165.024,341
165.049,354
165.074,352
165.099,332
165.124,312
165.149,310
165.174,325
165.199,337
165.224,332
165.249,309
165.274,276
165.299,239
165.324,194
165.349,145
165.374,97
165.399,51
165.424,-7
165.449,-84
165.474,-158
165.499,-178
165.524,-108
165.549,38
165.574,202
165.599,322
165.624,381
165.649,406
165.674,425
165.699,442
165.724,442
165.749,420
165.774,393
165.799,379
165.824,379
165.849,380
165.874,366
165.899,335
165.924,294
165.949,244
165.974,189
165.999,134
166.024,84
166.049,28
166.074,-47
166.099,-140
166.124,-212
166.149,-207
166.174,-100
166.199,72
166.224,235
166.249,338
166.274,381
166.299,401
166.324,422
166.349,441
166.374,439
166.399,417
166.424,397
166.449,394
166.474,401
166.499,400
166.524,378
166.549,342
166.574,301
166.599,251
166.624,188
166.649,119
166.674,54
166.699,-6
166.724,-79
166.749,-171
166.774,-258
166.799,-283
166.824,-204
166.849,-38
166.874,149
166.899,289
166.924,363
166.949,394
166.974,418
166.999,440
167.024,446
167.049,431
167.074,410
167.099,403
167.124,413
167.149,420
167.174,408
167.199,379
167.224,345
167.249,309
167.274,260
167.299,195
167.324,123
167.349,61
167.374,2
167.399,-71
167.424,-165
167.449,-241
167.474,-239
167.499,-126
167.524,62
167.549,251
167.574,376
167.599,433
167.624,457
167.649,475
167.674,485
167.699,475
167.724,448
167.749,425
167.774,423
167.799,432
167.824,431
167.849,410
167.874,378
167.899,342
167.924,296
167.949,232
167.974,158
167.999,92
168.024,35
168.049,-30
168.074,-127
168.099,-231
168.124,-283
168.149,-230
168.174,-76
168.199,114
168.224,268
168.249,353
168.274,385
168.299,393
168.324,392
168.349,378
168.374,353
168.399,327
168.424,313
168.449,312
168.474,313
168.499,305
168.524,282
168.549,243
168.574,195
168.599,146
168.624,99
168.649,47
168.674,-26
168.699,-123
168.724,-211
168.749,-233
168.774,-152
168.799,15
168.824,204
168.849,346
168.874,418
168.899,443
168.924,453
168.949,463
168.974,460
168.999,438
169.024,405
169.049,380
169.074,372
169.099,370
169.124,357
169.149,321
169.174,268
169.199,210
169.224,158
169.249,108
169.274,42
169.299,-50
169.324,-153
169.349,-219
169.374,-198
169.399,-78
169.424,96
169.449,259
169.474,363
169.499,408
169.524,423
169.549,432
169.574,434
169.599,422
169.624,397
169.649,373
169.674,362
169.699,359
169.724,352
169.749,329
169.774,285
169.799,228
169.824,167
169.849,111
169.874,58
169.899,-5
169.924,-92
169.949,-185
169.974,-238
169.999,-200
170.024,-65
170.049,116
170.074,272
170.099,360
170.124,391
170.149,403
170.174,414
170.199,415
170.224,395
170.249,364
170.274,346
170.299,348
170.324,353
170.349,341
170.374,312
170.399,277
170.424,240
170.449,196
170.474,140
170.499,81
170.524,28
170.549,-24
170.574,-90
170.599,-157
170.624,-175
170.649,-98
170.674,71
170.699,267
170.724,414
170.749,482
170.774,497
170.799,499
170.824,500
170.849,488
170.874,458
170.899,426
170.924,412
170.949,413
170.974,413
170.999,395
171.024,364
171.049,327
171.074,283
171.099,227
171.124,164
171.149,105
171.174,50
171.199,-14
171.224,-101
171.249,-185
171.274,-217
171.299,-156
171.324,-16
171.349,142
