Time (s),Resistance (Ω),Stage
1,25059.93,Calibration
2,25210.66,Calibration
3,24674.01,Calibration
4,25362.69,Calibration
5,26335.4,Calibration
6,26432.38,Calibration
7,26497.33,Calibration
8,26047.54,Calibration
9,27025.32,Calibration
10,26991.87,Calibration
11,26891.89,Calibration
12,26432.38,Calibration
13,26047.54,Calibration
14,27637.87,Calibration
15,27672.49,Calibration
16,28632.08,Calibration
17,28668.56,Calibration
18,28741.72,Calibration
19,29641.82,Calibration
20,28632.08,Normal
21,28851.99,Normal
22,28057.62,Normal
23,30186.46,Normal
24,30344.83,Normal
25,29261.74,Normal
26,30625,Normal
27,29375,Normal
28,30107.74,Normal
29,30705.77,Normal
30,29488.91,Normal
31,29412.9,Normal
32,30029.33,Normal
33,30665.34,Normal
39,32043.12,Normal
39,32216.5,Normal
39,32435.23,Normal
39,32000,Normal
39,31785.71,Normal
40,32000,Normal
41,31871.17,Normal
42,31914.02,Normal
43,31956.97,Normal
44,32000,Normal
45,30746.27,Normal
46,30625,Normal
47,31914.02,Normal
48,32173.02,Normal
49,33379.23,Normal
50,33379.23,Normal
51,32129.63,Normal
52,32789.97,Normal
53,32611.86,Normal
54,32656.25,Normal
55,31321.9,Normal
56,31363.63,Normal
57,32700.73,Normal
58,32700.73,Normal
59,32260.06,Normal
60,31700.61,Normal
61,32086.33,Normal
62,33150.69,Normal
63,32745.3,Normal
64,32611.86,Normal
65,32260.06,Normal
66,34852.14,Normal
67,34270.27,Normal
68,33890.68,Normal
69,32347.46,Normal
70,32567.57,Normal
71,33059.94,Normal
72,33241.82,Normal
73,33379.23,Normal
74,33287.52,Normal
75,32745.3,Normal
76,32173.02,Normal
77,33241.82,Normal
78,33843.68,Normal
79,33890.68,Normal
80,34559.3,Normal
81,34032.26,Normal
82,34032.26,Normal
83,33287.52,Normal
84,34127.16,Normal
85,33287.52,Normal
86,32834.73,Normal
87,33703.31,Normal
88,34032.26,Normal
89,34462.54,Normal
90,35049.5,Normal
91,33796.79,Normal
92,33379.23,Normal
93,34559.3,Normal
94,33563.83,Normal
95,34656.49,Normal
96,34174.76,Normal
97,32924.53,Normal
98,34318.18,Normal
99,33937.77,Normal
100,34318.18,Normal
101,34222.46,Normal
102,33241.82,Normal
103,32789.97,Normal
104,34079.66,Normal
105,33379.23,Normal
106,32789.97,Normal
107,34222.46,Normal
108,32700.73,Normal
109,33150.69,Normal
110,33150.69,Normal
111,34366.2,Normal
112,33843.68,Normal
113,33890.68,Normal
114,32435.23,Normal
115,33425.24,Normal
116,32479.25,Normal
117,32834.73,Normal
118,32656.25,Normal
119,32479.25,Normal
120,32969.57,Normal
121,32435.23,Normal
122,31956.97,Normal
123,32567.57,Normal
124,32656.25,Normal
125,31531.44,Normal
126,32611.86,Normal
127,31073.22,Normal
128,31914.02,Normal
129,31914.02,Normal
130,31956.97,Normal
131,31238.67,Normal
132,31489.36,Normal
133,30625,Normal
134,31700.61,Normal
135,31197.18,Normal
136,31573.61,Normal
137,30625,Normal
138,30827.52,Normal
139,30384.62,Normal
140,30625,Normal
141,30625,Normal
142,30584.74,Normal
143,30504.45,Normal
144,28888.89,Normal
145,28925.86,Normal
146,29488.91,Normal
147,28595.66,Normal
148,29375,Normal
149,29111.75,Normal
150,27811.63,Normal
151,28559.32,Normal
152,27707.18,Normal
153,28450.7,Normal
154,28342.7,Normal
155,27092.39,Normal
156,27672.49,Normal
157,27465.69,Normal
158,27637.87,Normal
159,27811.63,Normal
160,27603.31,Normal
161,27261.15,Normal
162,27126.02,Normal
163,27465.69,Normal
164,27329.08,Normal
165,26858.69,Normal
166,27568.81,Normal
167,27126.02,Normal
168,26206.9,Normal
169,26174.91,Normal
170,26858.69,Normal
171,27058.82,Normal
172,26792.45,Normal
173,25826.77,Normal
174,25764.19,Normal
175,26047.54,Normal
176,26111.11,Normal
177,25826.77,Normal
178,25952.59,Normal
179,25577.76,Normal
180,25608.7,Normal
181,25485.27,Normal
182,25210.66,Normal
183,25240.96,Normal
184,24821.43,Normal
185,24732.82,Normal
186,24125,Normal
187,24125,Normal
188,24615.38,Normal
189,23759.28,Normal
190,23648.31,Normal
191,23401.31,Normal
192,24011.63,Normal
193,23538.08,Normal
194,23675.99,Normal
195,24181.97,Normal
196,24125,Normal
197,24039.9,Normal
198,23648.31,Normal
199,22838.81,Normal
200,23265.64,Normal
201,23319.77,Normal
202,22918.01,Normal
203,22397.15,Normal
204,22345.97,Normal
205,22320.44,Normal
206,22320.44,Normal
207,22629.48,Normal
208,22577.56,Normal
209,22551.67,Normal
210,21695.05,Normal
211,21992.19,Normal
212,21597.22,Normal
213,22168.11,Normal
214,22017.2,Normal
215,21621.62,Normal
216,21646.06,Normal
217,21548.54,Normal
218,20952.38,Normal
219,21524.25,Normal
220,21427.47,Normal
221,21451.61,Normal
222,21307.34,Normal
223,20536.91,Normal
224,20468.75,Normal
225,20536.91,Normal
226,20859.08,Normal
227,20859.08,Normal
228,20110.29,Normal
229,20110.29,Normal
230,19978.04,Normal
231,19934.21,Normal
232,20400.89,Normal
233,20288.46,Normal
234,20154.64,Normal
235,19418.1,Normal
236,19760.17,Normal
237,20110.29,Normal
238,19825.2,Normal
239,19270.91,Normal
240,18616.35,Normal
241,19738.56,Normal
242,20999.24,Normal
243,22786.23,Normal
244,22812.5,Normal
245,24880.75,Normal
246,26660.7,Normal
247,27568.81,Normal
248,27846.58,Normal
249,27637.87,Normal
250,29375,Normal
251,31828.4,Normal
252,32745.3,Normal
253,31956.97,Normal
254,31658.19,Normal
255,31956.97,Normal
256,36166.86,Normal
257,36166.86,Normal
258,38007.04,Normal
259,37894.73,Normal
260,37341.04,Stress
261,39516.32,Stress
262,41251.56,Stress
263,43810.78,Stress
264,43389.83,Stress
265,41574.3,Stress
266,43529.41,Stress
267,43599.48,Stress
268,43389.83,Stress
269,42975.42,Stress
270,44095.11,Stress
271,48167.61,Stress
272,51951.59,Stress
273,50846.95,Stress
274,50132.16,Stress
275,49090.91,Stress
276,52423.78,Stress
277,56585.36,Stress
278,54084.51,Stress
279,64050.63,Stress
280,62349.82,Stress
281,60360.82,Stress
282,59172.3,Stress
283,59761.5,Stress
284,61093.75,Stress
285,62735.35,Stress
286,61716.29,Stress
287,67556.82,Stress
288,66115.24,Stress
289,62994.65,Stress
290,65275.73,Stress
291,65000,Stress
292,65137.61,Stress
293,64590.16,Stress
294,63255.82,Stress
295,65414.37,Stress
296,66542.05,Stress
297,66542.05,Stress
298,64726.28,Stress
299,65553.51,Stress
300,63916.97,Stress
301,63783.79,Stress
302,63651.08,Stress
303,67556.82,Stress
304,67118.65,Stress
305,63916.97,Stress
306,65137.61,Stress
307,65833.34,Stress
308,63783.79,Stress
309,62349.82,Stress
310,63783.79,Stress
311,65693.16,Stress
312,79410.48,Stress
313,66256.98,Stress
314,63783.79,Stress
315,61093.75,Stress
316,63125,Stress
317,63125,Stress
318,64726.28,Stress
319,63387.1,Stress
320,59880.55,Stress
321,60000,Stress
322,61217.39,Stress
323,61842.1,Stress
