df_hash,22ZHK4.KE15WD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1X32
person_label,V155
date_time_start,2026-06-08_19-32-32.863000_+03
date_time_start_unix,1780929152.863
date_time_end,2026-06-08_19-45-47.480000_+03
length_difference_noticed,no

time,spo2
30.645,100
31.355,100
32.188,100
32.989,100
52.405,100
53.220,100
54.194,100
55.174,100
55.949,100
56.434,100
61.020,100
61.902,100
62.531,100
63.411,100
65.212,100
66.041,100
66.967,99
67.918,99
68.675,99
69.504,100
70.377,99
71.183,99
72.183,99
72.867,99
73.697,99
74.472,99
75.545,99
76.232,99
77.060,99
78.017,99
78.913,99
80.669,99
82.204,99
85.783,99
86.273,99
93.443,99
94.412,99
95.245,99
96.221,99
97.051,99
97.877,99
98.368,99
100.218,99
101.242,99
103.093,99
104.118,99
105.092,99
105.775,99
106.507,99
107.190,99
108.018,99
112.017,99
112.894,99
113.743,99
114.494,99
115.433,99
116.188,99
120.373,99
122.006,99
122.922,99
125.377,99
126.245,99
127.019,99
127.937,99
128.859,99
129.687,99
130.459,99
131.331,99
132.057,99
132.888,99
133.906,99
134.635,99
135.464,99
136.096,99
136.872,99
137.749,99
138.671,99
139.603,99
140.521,99
141.444,99
142.321,99
143.198,99
144.074,99
144.855,99
145.826,99
146.462,99
147.290,99
148.165,99
148.901,99
149.682,99
150.507,99
151.195,99
151.998,99
152.952,99
153.852,99
154.851,99
155.729,99
156.606,99
157.581,99
158.557,99
159.288,99
160.020,99
160.849,99
161.975,99
162.752,99
163.490,99
164.359,99
165.236,99
166.900,99
168.405,99
170.940,99
172.696,99
173.574,99
174.402,99
175.278,99
176.989,99
177.813,99
178.642,99
179.422,99
180.397,99
181.225,99
182.099,99
183.126,99
184.050,99
184.878,99
185.808,99
186.635,99
187.564,99
188.487,99
189.364,99
190.387,99
191.024,99
191.996,99
192.971,99
193.800,99
194.729,99
195.605,99
197.308,99
198.284,99
199.157,98
199.844,98
200.720,98
201.643,98
202.450,98
203.352,98
204.229,98
205.109,98
206.036,98
206.827,98
207.738,98
208.715,98
209.392,98
209.981,98
210.995,98
211.911,98
212.932,98
214.685,98
215.437,99
229.793,99
230.521,99
231.552,99
232.285,99
233.214,99
234.046,99
234.926,99
235.757,99
236.392,99
237.269,99
238.002,98
241.225,98
242.007,98
242.738,98
243.567,98
249.057,98
250.102,98
250.639,98
251.372,98
252.246,98
253.127,98
253.956,98
254.887,98
255.664,98
256.445,98
257.225,99
258.195,99
258.979,99
259.762,99
260.592,99
261.371,99
262.247,99
263.174,99
263.865,99
264.978,99
265.662,99
265.772,99
274.538,99
275.367,99
276.977,99
288.398,99
290.000,99
290.976,99
291.850,99
292.779,99
293.365,99
294.244,99
295.121,99
295.998,99
297.023,99
297.608,99
298.341,99
299.315,99
300.147,99
301.120,99
301.995,99
303.510,99
304.242,99
308.796,99
310.247,99
311.810,99
316.547,99
324.359,98
326.264,98
327.825,98
328.557,98
329.436,99
330.265,99
331.147,99
331.974,99
332.755,99
334.529,99
336.366,99
337.147,99
338.128,99
338.998,99
339.883,99
340.708,99
341.637,99
342.515,99
343.296,99
344.282,99
345.199,99
346.029,99
346.903,99
347.594,99
348.319,99
349.004,99
352.078,99
354.857,99
355.657,99
356.568,99
357.399,99
358.131,99
359.836,99
360.425,99
361.203,99
361.888,99
362.763,99
365.304,99
366.083,99
367.008,99
367.888,99
368.764,99
369.302,99
370.231,99
371.060,99
371.887,99
372.959,99
375.428,99
376.301,99
377.205,99
378.182,99
378.960,99
379.938,99
380.713,99
381.595,99
382.469,99
383.351,99
384.278,99
385.156,99
386.228,99
387.055,99
387.884,99
388.718,99
389.595,99
390.473,99
391.399,99
392.228,99
392.935,99
393.987,99
394.817,99
395.645,99
396.473,99
397.302,99
398.192,99
399.156,99
399.992,99
400.814,99
401.494,99
402.332,99
403.155,99
403.887,99
404.814,99
405.399,99
406.327,99
407.347,99
408.082,99
409.155,99
409.838,99
410.667,99
411.643,99
412.277,99
413.155,99
414.033,99
414.911,99
415.935,99
416.667,99
417.204,99
418.179,99
420.129,99
422.082,99
422.715,99
423.546,99
424.519,99
425.447,99
426.277,99
427.404,99
428.325,99
429.056,99
429.837,99
430.715,99
431.642,99
432.471,99
433.399,99
434.278,99
435.154,99
435.959,99
436.676,99
437.510,99
438.245,99
439.202,99
439.826,99
440.792,99
441.556,99
442.327,99
443.050,99
444.011,99
444.838,99
445.659,99
446.482,99
447.260,99
447.983,99
448.776,99
449.680,99
450.266,99
451.040,99
451.914,99
452.011,99
453.712,99
455.248,98
456.047,99
456.874,99
457.603,98
458.674,98
459.307,98
460.085,98
461.055,98
461.740,99
462.682,98
463.542,98
464.223,98
465.102,99
466.025,99
466.826,99
467.683,99
468.559,99
469.342,99
470.121,99
471.047,99
471.879,99
472.706,99
473.195,99
474.561,99
475.437,99
477.097,99
478.121,99
478.950,99
479.927,99
480.362,99
481.095,99
482.604,99
483.481,99
484.168,99
484.943,99
485.626,99
486.509,99
487.185,99
488.112,99
488.892,99
489.720,99
490.647,99
491.231,99
492.013,99
492.716,99
493.573,99
494.397,99
495.327,99
496.106,99
496.886,99
497.760,99
498.640,99
501.859,99
502.688,99
505.512,99
507.072,99
507.900,99
508.777,99
509.654,99
510.288,99
512.872,99
