df_hash,22ZHK4.KE15WD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1X32
person_label,V155
date_time_start,2026-06-08_19-32-32.863000_+03
date_time_start_unix,1780929152.863
date_time_end,2026-06-08_19-45-47.480000_+03
length_difference_noticed,no

time,rr_int
9.777,4035
10.020,775
11.581,825
12.513,845
13.336,855
13.970,815
14.847,785
15.197,790
15.484,660
17.151,630
17.236,880
17.821,115
18.748,610
19.625,965
20.460,880
21.185,835
22.160,800
22.891,855
23.817,890
24.652,870
25.378,820
26.209,800
27.182,890
28.011,880
28.790,840
29.620,830
30.599,850
31.350,855
32.154,840
32.983,875
33.042,840
34.884,875
35.615,890
36.006,820
36.256,340
36.591,530
37.224,435
38.102,375
38.931,785
40.052,780
40.491,1215
41.395,480
41.954,935
42.201,525
44.050,280
44.927,1870
45.764,715
46.593,845
47.316,855
48.146,865
49.076,890
49.998,825
50.778,900
51.780,865
52.388,845
53.216,800
54.191,830
55.123,955
55.946,915
56.409,915
57.018,315
57.701,585
58.628,800
59.505,875
60.287,875
61.016,800
61.896,805
62.527,745
63.361,790
64.186,820
65.209,850
66.038,915
66.964,875
67.890,905
68.670,870
69.500,855
70.286,800
71.159,835
72.040,890
72.863,835
73.692,820
74.378,860
75.496,890
76.228,895
77.056,890
77.982,870
78.909,875
79.689,920
80.664,900
81.398,870
82.201,755
83.004,770
83.833,760
84.857,875
85.739,955
86.222,960
86.614,545
87.294,345
88.221,820
88.954,800
89.634,680
90.245,760
90.805,595
91.634,655
92.608,750
93.437,910
94.376,910
95.242,935
96.216,920
97.045,910
97.874,835
98.362,755
99.389,675
100.214,780
101.193,975
102.164,1040
103.063,965
104.114,925
104.993,950
105.735,895
106.503,825
107.186,725
108.014,710
108.991,805
110.112,1050
111.038,1020
112.012,1010
112.890,945
113.704,860
114.488,860
115.428,900
116.182,940
117.034,820
117.746,850
118.794,905
119.515,875
120.370,875
121.232,895
122.000,830
122.916,830
123.594,845
124.505,840
125.373,790
126.198,820
127.016,875
127.911,880
128.856,930
129.680,860
130.456,810
131.287,840
132.013,850
132.883,885
133.875,855
134.632,930
135.460,790
136.046,730
136.868,700
137.743,715
138.668,875
139.593,935
140.517,1000
141.400,920
142.281,910
143.194,900
144.070,880
144.850,870
145.777,825
146.458,815
147.287,785
148.127,835
148.894,855
149.677,815
150.475,705
151.190,750
151.971,790
152.945,840
153.846,950
154.828,970
155.683,905
156.603,935
157.491,890
158.369,900
159.241,795
160.016,850
160.846,875
161.826,915
162.747,910
163.487,840
164.356,825
165.233,830
166.111,900
166.861,890
167.574,780
168.402,705
169.090,770
170.011,815
170.847,915
171.766,905
172.692,905
173.570,895
174.398,810
175.242,795
176.207,880
176.942,905
177.810,900
178.639,855
179.418,830
180.393,805
181.222,840
182.051,940
183.123,975
184.004,955
184.861,925
185.770,870
186.632,845
187.558,860
188.441,955
189.361,895
190.241,855
191.020,890
191.993,870
192.922,985
193.796,935
194.681,900
195.600,800
196.477,960
197.305,900
198.280,845
199.111,880
199.840,885
200.701,850
201.548,840
202.424,865
203.348,880
204.226,880
205.103,845
206.029,875
206.815,910
207.735,895
208.573,825
209.306,860
209.977,790
210.991,810
211.907,905
212.920,865
213.732,950
214.681,800
215.433,850
216.332,865
217.180,820
218.073,885
218.668,840
218.966,525
219.115,305
219.660,285
219.956,575
220.519,305
221.647,395
222.325,1145
223.168,670
223.763,890
223.922,705
225.184,740
225.964,630
226.847,685
227.787,875
228.709,975
229.693,940
230.475,935
231.548,930
232.282,905
233.211,870
234.042,885
234.922,825
235.752,810
236.388,785
237.224,785
237.956,760
238.830,815
239.660,750
240.197,805
241.176,775
242.003,790
242.734,830
243.564,840
244.344,740
245.076,775
245.911,780
246.734,810
247.323,805
248.246,770
249.052,820
249.822,775
250.636,755
251.368,840
252.219,875
253.123,865
253.953,815
254.880,780
255.518,820
256.440,835
257.220,855
258.158,885
258.976,840
259.757,875
260.586,850
261.366,840
262.244,800
263.170,780
263.859,850
264.783,910
265.658,880
265.759,800
265.954,410
267.222,1230
268.926,835
269.852,880
270.682,845
271.316,760
272.200,820
273.023,785
273.852,790
274.535,850
275.364,775
276.096,795
276.973,845
277.910,900
278.729,810
279.559,805
280.287,815
281.071,830
281.363,990
282.193,605
282.879,315
283.168,640
284.243,265
284.972,1180
285.804,695
286.533,855
287.415,850
288.388,840
289.174,855
289.996,765
290.972,850
291.801,915
292.648,875
293.362,855
294.240,835
295.118,870
295.953,835
296.976,885
297.582,860
298.337,820
299.220,790
300.141,785
300.892,855
301.946,920
302.928,925
303.507,885
304.238,815
305.219,755
305.997,815
306.776,865
307.072,750
307.224,250
307.563,435
308.778,700
309.512,665
310.244,730
311.172,780
311.566,740
312.275,620
313.223,695
313.956,830
315.030,890
315.863,880
316.544,845
316.745,810
317.377,265
317.674,740
318.643,695
318.936,300
320.157,380
320.405,1475
322.557,1450
323.184,690
323.786,620
324.355,615
325.237,710
326.228,810
327.045,900
327.821,805
328.553,800
329.432,815
330.262,885
331.141,875
331.970,815
332.751,815
334.526,890
335.582,1800
336.363,920
337.144,840
337.993,795
338.957,905
339.877,875
340.657,950
341.633,940
342.512,910
343.292,865
344.270,840
345.196,950
346.025,870
346.863,865
347.589,785
348.304,740
348.962,765
