df_hash,22ZHK4.KE15WD
349.636,645
350.567,725
352.019,930
352.662,1065
353.688,1060
354.811,1010
355.639,985
356.564,965
357.396,935
358.036,830
358.908,755
359.790,780
360.419,800
361.199,760
361.882,630
362.714,745
363.688,870
364.468,910
365.298,820
366.078,850
366.962,890
367.883,870
368.740,830
369.298,775
370.225,795
371.054,810
371.884,870
372.882,820
373.694,890
374.675,915
375.424,930
376.296,870
377.201,860
378.177,905
378.927,880
379.908,925
380.664,895
381.591,905
382.421,830
383.302,840
384.274,845
385.153,965
386.084,945
387.045,925
387.841,905
388.714,830
389.591,900
390.469,910
391.301,895
392.180,805
392.932,840
393.982,885
394.812,915
395.640,880
396.469,810
397.299,825
398.177,875
399.152,890
399.987,895
400.811,850
401.453,810
402.325,795
403.152,785
403.884,850
404.810,870
405.396,780
406.323,770
407.301,870
408.079,880
408.962,855
409.835,825
410.664,880
411.640,890
412.274,880
413.151,795
414.030,815
414.907,815
415.888,910
416.663,890
417.200,835
418.175,780
419.007,765
419.887,820
420.910,985
421.943,1015
422.676,960
423.541,885
424.477,880
425.443,935
426.273,925
427.380,930
428.321,935
428.927,915
429.833,810
430.711,830
431.600,855
432.467,925
433.367,900
434.272,900
435.149,840
435.955,805
436.671,865
437.479,870
438.242,860
439.199,825
439.822,765
440.762,810
441.552,825
442.323,845
443.046,825
443.978,855
444.833,780
445.655,825
446.478,850
447.253,855
447.980,835
448.772,725
449.588,785
450.260,820
451.037,820
451.863,810
451.964,685
452.834,190
453.667,775
454.487,815
455.216,860
456.043,815
456.870,770
457.600,845
458.670,855
459.303,865
460.081,825
461.011,785
461.737,840
462.664,885
463.538,855
464.220,840
465.097,770
465.928,815
466.802,890
467.679,870
468.509,845
469.337,815
470.118,815
471.001,875
471.874,850
472.702,830
473.190,730
473.970,630
474.555,705
475.433,625
476.262,850
477.091,890
478.115,865
478.944,925
479.836,855
480.358,840
481.089,750
481.869,715
482.600,710
483.385,760
484.116,770
484.940,740
485.604,700
486.456,730
487.182,800
488.108,860
488.846,840
489.676,765
490.567,815
491.228,820
492.009,845
492.713,775
493.568,770
494.333,790
495.322,800
496.102,895
496.882,830
497.741,820
498.637,820
499.517,900
500.099,820
501.027,800
501.853,835
502.682,845
503.413,790
503.952,735
504.778,595
505.509,750
506.337,785
507.068,790
507.897,860
508.774,875
509.651,815
510.285,780
511.029,740
511.454,675
512.234,605
512.868,605
513.416,580
513.842,590
514.573,610
515.304,665
515.900,635
516.481,600
517.107,630
517.697,625
518.287,650
519.106,660
519.642,630
520.479,650
521.116,730
521.883,720
522.468,745
523.221,710
523.979,750
524.865,800
525.733,865
526.367,755
527.195,785
527.899,800
528.714,705
529.597,825
530.269,790
531.177,770
531.874,810
532.606,720
533.484,845
534.167,810
534.989,735
535.702,815
536.459,740
537.190,785
538.068,690
538.800,810
539.434,735
540.332,765
540.921,775
541.732,770
542.554,700
543.286,775
544.066,800
544.798,740
545.630,775
546.212,750
547.089,810
547.821,765
548.650,755
549.527,785
550.064,805
550.941,765
551.624,735
552.410,795
553.136,735
553.965,740
554.161,750
554.616,335
555.475,425
556.061,745
556.807,650
557.872,765
558.402,795
559.085,730
559.912,755
560.546,755
561.278,730
562.008,690
562.837,730
563.520,810
564.348,795
565.128,780
565.908,800
566.742,805
567.566,750
568.249,835
569.082,765
569.906,795
570.637,820
571.278,735
572.002,760
572.982,580
573.373,990
573.659,425
574.494,350
575.073,810
575.911,745
576.640,715
577.413,785
578.195,730
578.436,825
578.929,270
579.606,370
580.315,800
581.215,690
581.849,960
582.580,505
583.214,745
584.092,755
584.481,795
584.627,595
585.846,650
586.430,575
587.016,545
587.552,550
588.090,560
588.626,545
589.112,570
589.745,600
590.324,565
590.921,570
591.308,560
591.995,565
592.670,540
593.206,605
593.791,610
594.475,590
595.058,660
595.692,635
596.277,645
597.007,600
597.446,610
598.233,650
599.097,685
599.794,770
600.419,735
601.102,750
601.794,670
602.710,720
603.400,795
604.026,800
604.758,640
605.489,695
606.075,660
606.861,670
607.584,740
608.172,750
609.095,730
609.788,795
610.606,790
611.240,735
612.068,750
612.849,730
613.530,695
614.359,745
615.090,880
615.920,855
616.796,860
617.576,780
618.308,690
619.087,845
619.915,750
620.696,820
621.573,850
622.161,760
622.986,780
623.830,830
624.546,730
625.228,755
626.008,715
626.836,775
627.519,745
628.055,775
628.303,560
628.981,270
629.810,740
630.492,645
631.028,750
631.859,665
632.539,640
633.075,670
633.562,615
634.343,595
634.928,685
635.560,635
636.243,635
636.730,665
637.609,590
638.193,655
638.826,675
639.709,720
640.069,815
640.288,475
640.925,175
641.507,670
642.059,555
642.189,675
643.798,530
644.545,1045
645.165,740
645.893,660
646.449,635
647.063,650
647.696,620
648.330,630
648.915,660
649.499,620
650.621,700
651.306,890
652.430,930
653.057,915
653.935,780
654.666,765
655.494,825
656.324,755
657.054,815
657.882,840
659.345,805
660.174,1435
661.003,800
661.734,820
662.492,850
663.202,730
663.831,665
664.660,730
665.513,735
666.074,805
667.001,785
667.732,805
668.615,810
669.489,860
670.366,835
671.295,810
671.877,800
672.706,805
673.389,750
674.272,805
675.154,855
676.022,890
676.900,810
677.729,855
678.411,885
679.533,880
680.362,875
681.044,865
682.022,900
682.848,870
683.629,800
684.652,820
685.482,920
686.242,910
687.291,895
688.065,845
688.846,855
689.741,880
690.650,865
691.479,860
692.405,905
693.265,910
694.029,860
694.953,855
695.915,805
696.890,895
697.476,870
698.402,845
699.231,840
700.060,835
700.746,805
701.717,820
702.546,885
703.424,845
704.210,855
704.938,790
705.620,735
706.349,690
707.056,760
707.909,810
708.786,885
709.668,840
710.591,865
711.469,860
712.297,865
713.096,845
713.947,840
714.735,845
715.661,895
716.245,770
717.075,745
717.806,775
718.644,700
719.220,825
719.951,685
720.641,640
721.368,700
722.194,765
723.168,925
724.049,920
724.874,855
725.557,860
726.337,730
726.971,715
727.849,720
728.726,840
729.652,910
730.578,920
731.464,890
732.284,870
733.089,850
733.600,780
734.429,680
735.014,685
735.648,650
736.497,605
737.411,815
738.427,1010
739.158,930
740.182,880
741.160,920
742.042,945
742.935,910
743.643,865
744.423,780
745.400,775
746.178,880
747.152,915
748.323,985
749.033,945
749.834,875
750.669,830
751.642,840
752.466,930
753.294,900
754.172,815
755.071,910
756.024,885
756.902,940
757.639,905
758.733,855
759.437,900
760.022,795
760.905,720
761.635,740
762.146,715
762.410,590
763.292,305
764.165,885
765.238,925
766.212,945
767.344,1005
768.114,995
768.942,930
769.966,925
770.751,890
771.649,865
772.505,890
773.436,885
774.259,910
775.230,875
776.059,940
776.991,890
777.186,850
777.864,245
778.743,625
779.374,925
779.668,650
780.544,265
781.375,890
782.152,830
783.186,810
783.762,1030
784.055,490
784.613,450
784.991,355
785.564,510
786.100,530
786.575,580
787.709,435
788.001,1235
788.440,265
788.927,490
