df_hash,22ZHK4.KE15WD
429.297,65
430.126,66
431.345,67
432.229,68
433.199,69
434.331,69
435.297,69
436.097,69
437.287,70
438.099,70
439.055,71
440.163,71
441.119,72
441.938,73
443.191,74
444.019,74
444.978,74
446.091,74
447.059,74
447.883,74
449.095,74
449.920,74
450.796,75
452.254,75
452.837,75
453.812,75
454.924,74
455.897,74
456.724,74
458.045,74
458.816,74
459.789,74
460.911,74
462.085,73
462.710,72
463.928,72
464.756,72
465.730,72
467.099,72
467.830,72
468.654,72
469.779,72
470.753,72
471.581,72
472.853,72
473.725,73
474.659,72
475.774,72
476.750,72
477.579,72
478.797,68
479.821,69
480.601,69
481.797,70
482.702,73
483.532,76
484.794,78
485.667,80
486.609,81
487.719,80
488.712,79
489.524,78
490.741,77
491.618,76
492.447,76
493.616,76
494.518,76
495.472,76
496.662,75
497.574,75
498.393,74
499.680,73
500.489,72
501.464,72
502.584,72
503.608,73
504.395,74
505.641,73
506.434,77
507.409,79
508.530,77
509.359,75
510.333,75
511.600,75
512.429,75
513.404,76
514.525,75
515.502,86
516.279,79
517.400,87
518.425,87
519.203,90
520.722,90
521.351,90
522.225,90
523.443,89
524.369,87
525.197,86
526.540,84
527.293,82
528.225,81
529.340,80
530.346,79
531.243,79
532.411,78
533.197,78
534.119,77
535.288,77
536.216,77
537.096,77
538.274,78
539.190,78
540.117,79
541.310,79
542.164,79
543.091,79
544.261,79
545.188,79
546.017,79
547.258,79
548.075,78
549.088,78
550.220,78
551.149,78
552.014,78
553.233,78
554.110,78
554.942,79
556.207,79
556.987,80
557.965,80
559.154,80
560.058,80
560.895,80
562.111,80
562.983,80
563.958,80
565.080,80
566.059,79
566.887,78
568.102,78
568.946,77
569.808,77
571.030,77
571.856,76
572.835,76
574.005,76
574.927,76
575.902,76
577.023,76
577.851,76
578.880,78
579.997,79
580.881,79
581.751,79
582.970,79
583.798,80
584.774,80
585.894,79
586.869,79
587.698,79
588.965,79
590.041,79
590.625,79
591.843,79
592.723,79
593.693,88
594.814,90
595.740,93
596.569,94
597.842,94
598.665,94
599.646,94
600.783,92
601.735,90
602.564,88
603.831,86
604.660,85
605.643,84
606.854,84
607.684,85
608.510,85
609.703,85
610.852,84
611.454,83
612.702,82
613.534,82
614.506,82
615.680,81
616.601,79
617.430,78
618.648,77
619.525,77
620.501,77
621.631,77
622.547,76
623.388,76
624.643,76
625.473,77
626.448,78
627.567,79
628.544,79
629.371,79
630.589,79
631.418,79
632.395,79
633.513,82
634.347,84
635.268,86
636.441,88
637.413,89
638.244,90
639.511,91
640.337,90
641.286,90
642.455,90
643.359,90
644.187,90
645.454,90
646.283,90
647.183,90
648.427,92
649.353,92
650.182,93
651.449,91
652.279,92
653.106,91
654.373,85
655.202,82
656.177,79
657.547,78
658.247,77
659.101,77
660.320,77
661.149,78
662.124,77
663.544,77
664.172,77
665.050,78
666.273,78
667.158,79
668.123,79
669.205,78
670.218,77
671.049,76
672.267,76
673.145,75
673.979,75
675.488,75
676.148,75
677.021,74
678.119,72
679.047,71
679.930,70
681.191,70
682.117,69
682.995,69
684.116,69
685.046,70
685.920,70
687.240,70
688.017,70
688.992,69
690.068,69
691.040,69
691.869,69
693.236,69
694.015,69
694.799,69
696.062,69
696.896,69
697.866,70
699.040,70
700.011,70
700.825,71
702.010,71
702.913,71
703.814,71
704.996,71
705.910,72
706.788,74
708.015,76
708.840,77
709.813,76
710.933,75
711.907,73
712.738,72
714.003,71
714.834,71
715.956,71
716.879,72
717.757,73
718.683,75
719.804,77
720.786,80
721.608,82
722.876,80
723.704,80
724.680,80
725.801,77
726.824,75
727.604,76
728.872,76
729.757,77
730.684,76
731.749,72
732.723,70
733.552,69
734.819,70
735.701,70
736.601,69
737.769,69
738.602,69
739.558,66
740.693,65
741.644,65
742.768,65
743.744,66
744.868,67
745.544,69
746.814,70
747.596,71
748.469,70
749.736,68
750.616,66
751.496,67
752.612,68
753.590,68
754.426,69
755.683,69
756.514,69
757.341,68
758.615,68
759.440,68
760.412,68
761.543,71
762.460,74
763.339,75
764.555,73
765.384,72
766.359,70
767.480,67
768.454,65
769.283,64
770.553,64
771.382,64
772.405,65
773.489,66
774.471,67
775.283,68
776.506,68
777.375,68
778.209,68
779.422,68
780.256,68
781.226,68
782.354,68
783.339,68
784.150,68
785.418,68
786.546,68
787.194,68
788.343,68
789.269,68
