df_hash,22ZHK4.KE15WD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1X32
person_label,V155
date_time_start,2026-06-08_19-32-32.863000_+03
date_time_start_unix,1780929152.863
date_time_end,2026-06-08_19-45-47.480000_+03
length_difference_noticed,no

time,heart_rate
14.359,75
15.188,75
16.163,75
17.288,75
18.211,75
19.088,75
20.311,75
21.136,75
22.163,75
23.239,70
24.207,71
25.036,71
26.282,71
27.132,71
28.114,71
29.231,71
30.204,71
31.033,71
32.398,71
33.181,71
33.958,71
35.233,71
36.009,71
36.982,71
38.106,71
39.077,71
39.906,71
41.175,71
42.002,71
42.977,71
44.099,71
45.074,71
45.903,70
47.127,70
48.007,71
48.974,71
50.047,71
51.035,70
51.851,70
53.118,70
53.947,70
54.798,70
56.066,70
56.872,69
57.863,68
58.973,68
59.944,68
60.773,69
62.041,70
62.869,72
63.844,73
64.916,74
65.892,74
66.771,73
67.988,71
68.817,70
69.792,69
70.913,69
71.792,70
72.717,71
73.985,71
74.813,71
75.696,71
76.861,70
77.787,70
78.714,69
79.786,69
80.761,69
81.590,69
82.858,69
83.686,69
84.710,72
85.792,73
86.758,71
87.587,69
88.854,68
89.688,69
90.658,69
91.804,68
92.706,76
93.842,73
94.802,69
95.631,68
96.564,67
97.727,67
98.562,68
99.532,67
100.678,71
101.628,69
102.462,68
103.724,66
104.584,64
105.528,63
106.649,64
107.581,66
108.430,70
109.672,72
110.510,70
111.382,69
112.598,65
113.556,63
114.348,63
115.569,65
116.371,66
117.467,67
118.412,68
119.225,68
120.142,68
121.381,68
122.203,68
123.060,69
124.263,70
125.131,71
126.049,72
127.161,73
128.126,72
128.953,71
130.213,70
130.989,70
131.960,70
133.081,70
134.048,70
134.883,70
136.273,70
136.983,72
138.141,74
139.058,76
139.981,74
140.858,74
142.074,70
142.951,67
143.827,66
145.055,67
145.924,68
146.852,69
148.019,70
148.947,72
149.780,73
150.996,74
151.824,75
152.848,76
153.970,76
155.094,75
155.784,71
156.967,68
157.822,66
158.700,67
159.968,68
160.797,69
161.772,69
162.844,69
163.820,69
164.697,69
166.068,69
166.751,70
167.720,70
168.862,72
169.816,73
170.644,74
171.863,74
172.984,72
173.721,70
174.837,69
175.812,69
176.655,70
177.860,70
178.939,70
179.521,69
180.783,70
181.656,71
182.586,71
183.733,70
184.694,67
185.517,65
186.778,66
187.636,67
188.581,68
189.700,68
190.628,68
191.506,68
192.724,68
193.559,68
194.527,67
195.660,67
196.623,67
197.479,67
198.719,68
199.547,68
200.671,68
201.651,69
202.523,70
203.446,70
204.518,70
205.494,70
206.327,70
207.589,69
208.422,69
209.401,69
210.531,70
211.556,71
212.414,71
213.626,71
214.581,70
215.582,70
216.680,70
217.676,70
218.520,71
219.808,71
220.677,70
221.635,70
222.768,70
223.610,70
224.591,70
225.718,70
226.699,70
227.539,76
228.760,71
229.649,71
230.639,67
231.695,66
232.673,65
233.504,66
234.776,67
235.607,68
236.583,70
237.706,72
238.683,74
239.562,75
240.783,76
241.615,77
242.442,77
243.661,76
244.539,76
245.467,76
246.593,76
247.569,76
248.396,76
249.662,76
250.493,76
251.467,76
252.623,76
253.562,75
254.343,74
255.686,74
256.549,74
257.464,74
258.586,73
259.563,72
260.347,71
261.658,71
262.444,71
263.317,72
264.542,73
265.397,72
266.341,72
267.470,72
268.421,72
269.414,72
270.535,72
271.365,72
272.267,73
273.462,73
274.389,74
275.266,75
276.486,75
277.317,75
278.242,74
279.414,74
280.343,73
281.266,73
282.436,73
283.314,73
284.143,73
285.363,73
286.241,73
287.216,73
288.338,73
289.284,73
290.147,74
291.363,73
292.191,72
293.167,71
294.293,71
295.220,70
296.100,70
297.361,70
298.190,70
299.166,71
300.241,72
301.214,73
302.117,72
303.239,71
304.190,70
305.032,70
306.238,70
307.215,72
308.046,74
309.169,72
310.146,77
310.977,80
312.247,82
313.076,82
314.053,82
315.176,81
316.153,81
317.009,77
318.208,76
319.034,77
320.010,76
321.133,76
322.110,76
322.940,76
324.209,76
325.039,76
326.212,76
327.142,73
327.975,71
328.993,73
330.066,73
331.043,72
331.921,72
333.093,71
333.923,71
334.902,71
336.021,70
336.997,69
337.876,69
339.123,69
339.934,69
340.905,69
342.024,68
343.015,67
343.829,67
345.049,67
345.830,67
346.713,68
347.977,69
348.815,70
349.831,69
350.961,75
352.106,72
352.710,71
354.005,64
354.864,62
355.833,60
356.955,60
357.839,61
358.673,63
359.936,66
360.809,70
361.736,73
362.874,77
363.834,78
364.666,76
365.932,75
366.771,73
367.598,71
368.859,71
369.688,71
370.664,72
371.737,73
372.719,73
373.594,73
374.811,71
375.650,70
376.616,69
377.738,68
378.758,68
379.494,68
381.204,68
381.651,68
382.569,68
383.738,69
384.691,69
385.543,69
386.762,68
387.639,67
388.421,67
390.131,67
390.667,67
391.450,68
392.641,69
393.591,69
394.421,69
395.984,69
396.768,69
397.513,69
398.645,70
399.542,70
400.372,70
401.640,70
402.450,70
403.347,72
404.547,73
405.498,74
406.480,74
407.640,74
408.521,74
409.299,74
410.520,72
411.369,71
412.327,70
413.444,70
414.420,70
415.542,71
416.472,71
417.346,71
418.362,71
419.444,72
420.322,73
421.249,72
422.468,72
423.308,68
424.275,66
425.395,65
426.326,66
427.201,66
428.614,66
