df_hash,22ZHK4.KE15WD
319.447,36.406
320.450,36.406
321.379,36.406
322.403,36.438
323.477,36.406
324.509,36.375
325.479,36.344
326.412,36.312
327.382,36.344
328.514,36.344
329.728,36.344
330.460,36.344
331.434,36.375
332.556,36.375
333.532,36.375
334.509,36.438
335.485,36.500
336.465,36.531
337.437,36.500
338.516,36.500
339.486,36.531
340.475,36.500
341.438,36.469
342.618,36.469
343.551,36.438
344.513,36.438
345.489,36.406
346.708,36.344
347.441,36.312
348.563,36.312
349.493,36.312
350.515,36.312
351.591,36.312
352.418,36.312
353.598,36.312
354.520,36.312
355.491,36.312
356.469,36.375
357.595,36.375
358.565,36.406
359.641,36.406
360.566,36.344
361.444,36.344
362.617,36.344
363.542,36.344
364.524,36.344
365.503,36.344
366.618,36.344
367.448,36.344
368.713,36.312
369.564,36.312
370.562,36.438
371.445,36.438
372.469,36.406
373.591,36.406
374.567,36.406
375.527,36.406
376.470,36.406
377.397,36.375
378.624,36.406
379.543,36.438
380.519,36.438
381.494,36.469
382.522,36.469
383.595,36.469
384.615,36.500
385.446,36.531
386.519,36.531
387.502,36.562
388.567,36.531
389.543,36.469
390.524,36.469
391.499,36.469
392.471,36.469
393.446,36.500
394.567,36.500
395.543,36.469
396.764,36.469
397.748,36.500
398.624,36.438
399.692,36.500
400.519,36.500
401.502,36.500
402.480,36.500
403.592,36.438
404.572,36.438
405.547,36.438
406.506,36.438
407.494,36.406
408.648,36.438
409.691,36.406
410.550,36.406
411.494,36.406
412.627,36.406
413.591,36.406
414.469,36.438
415.550,36.438
416.522,36.438
417.497,36.500
418.628,36.594
419.595,36.531
420.666,36.562
421.493,36.531
422.668,36.531
423.885,36.500
424.585,36.531
425.541,36.531
426.522,36.562
427.506,36.531
428.649,36.438
429.616,36.500
430.565,36.469
431.541,36.500
432.539,36.438
433.589,36.438
434.597,36.406
435.549,36.406
436.478,36.375
437.436,36.375
438.398,36.406
439.487,36.406
440.739,36.406
441.408,36.406
442.385,36.469
443.433,36.531
444.399,36.500
445.386,36.500
446.333,36.469
447.472,36.469
448.715,36.438
449.387,36.438
450.362,36.438
451.328,36.438
452.300,36.406
453.272,36.406
454.438,36.406
455.362,36.438
456.337,36.469
457.308,36.438
458.237,36.469
459.352,36.500
460.332,36.500
461.299,36.469
462.321,36.500
463.293,36.500
464.367,36.531
465.355,36.531
466.318,36.562
467.289,36.562
468.265,36.562
469.486,36.531
470.313,36.531
471.289,36.500
472.264,36.500
473.388,36.500
474.361,36.531
475.336,36.531
476.313,36.500
477.243,36.531
478.261,36.531
479.383,36.562
480.309,36.594
481.343,36.594
482.310,36.625
483.283,36.625
484.355,36.625
485.600,36.625
486.305,36.625
487.282,36.625
488.255,36.625
489.381,36.625
490.355,36.562
491.347,36.562
492.301,36.562
493.276,36.469
494.410,36.469
495.377,36.469
496.297,36.469
497.423,36.500
498.247,36.500
499.514,36.500
500.343,36.531
501.321,36.562
502.292,36.594
503.268,36.625
504.247,36.625
505.368,36.750
506.341,36.750
507.266,36.719
508.387,36.719
509.213,36.719
510.482,36.781
511.356,36.750
512.285,36.750
513.272,36.875
514.382,36.875
515.358,36.750
516.328,36.750
517.216,36.750
518.279,36.625
519.255,36.625
520.460,36.594
521.347,36.562
522.274,36.594
523.280,36.438
524.223,36.438
525.268,36.406
526.320,36.406
527.253,36.469
528.272,36.562
529.288,36.562
530.388,36.594
531.290,36.656
532.313,36.594
533.273,36.625
534.364,36.656
535.344,36.688
536.313,36.719
537.293,36.688
538.269,36.688
539.239,36.719
540.386,36.719
541.341,36.688
542.311,36.719
543.238,36.719
544.213,36.688
545.385,36.719
546.261,36.688
547.285,36.656
548.269,36.656
549.235,36.688
550.363,36.656
551.336,36.656
552.378,36.562
553.382,36.562
554.208,36.625
555.330,36.594
556.305,36.594
557.280,36.594
558.259,36.594
559.230,36.531
560.425,36.562
561.332,36.562
562.312,36.688
563.279,36.656
564.251,36.656
565.374,36.625
566.326,36.625
567.274,36.656
568.592,36.656
569.234,36.688
570.347,36.688
571.373,36.688
572.492,36.656
573.273,36.688
574.245,36.688
575.758,36.688
576.340,36.750
577.222,36.750
578.250,36.719
579.238,36.719
580.406,36.719
581.313,36.688
582.288,36.688
583.262,36.656
584.261,36.625
585.359,36.656
586.333,36.625
587.260,36.625
588.314,36.656
589.209,36.656
590.341,36.688
591.305,36.688
592.295,36.719
593.598,36.719
594.230,36.750
595.205,36.781
596.326,36.750
597.300,36.719
598.424,36.750
599.258,36.750
600.322,36.719
601.297,36.750
602.277,36.750
603.252,36.719
604.222,36.750
605.343,36.750
606.318,36.750
607.292,36.750
608.267,36.719
609.242,36.688
610.341,36.719
611.445,36.656
612.412,36.656
613.238,36.688
614.214,36.688
615.193,36.688
616.309,36.656
617.284,36.656
618.259,36.625
619.234,36.656
620.208,36.688
621.329,36.812
622.371,36.781
623.384,36.750
624.227,36.750
625.328,36.750
626.301,36.750
627.232,36.781
628.298,36.844
629.225,36.812
630.346,36.781
631.321,36.688
632.305,36.719
633.276,36.719
634.197,36.688
635.317,36.688
636.438,36.688
637.267,36.656
638.241,36.625
639.227,36.688
640.293,36.688
641.319,36.656
642.287,36.656
643.261,36.688
644.255,36.656
645.360,36.656
646.429,36.688
647.258,36.719
648.235,36.688
649.207,36.719
650.329,36.688
651.303,36.688
652.272,36.719
653.256,36.719
654.241,36.750
655.359,36.750
656.331,36.719
657.307,36.688
658.321,36.656
659.247,36.625
660.181,36.625
661.296,36.656
662.271,36.625
663.541,36.625
664.223,36.656
665.197,36.625
666.323,36.625
667.322,36.656
668.269,36.688
669.249,36.719
670.227,36.719
671.614,36.625
672.323,36.625
673.243,36.625
674.218,36.594
675.499,36.625
676.399,36.625
677.241,36.625
678.265,36.688
679.245,36.688
680.215,36.719
681.337,36.781
682.312,36.812
683.289,36.812
684.263,36.844
685.242,36.844
686.311,36.875
687.387,36.812
688.311,36.719
689.237,36.719
690.225,36.719
691.333,36.688
692.312,36.688
693.283,36.750
694.209,36.688
695.237,36.656
696.404,36.750
697.189,36.812
698.305,36.812
699.292,36.812
700.455,36.844
701.676,36.844
702.303,36.844
703.328,36.812
704.267,36.812
705.231,36.844
706.203,36.781
707.178,36.781
708.303,36.781
709.275,36.781
710.250,36.750
711.176,36.719
712.224,36.688
713.272,36.750
714.255,36.750
715.222,36.719
716.199,36.688
717.172,36.688
718.305,36.688
719.270,36.719
720.252,36.750
721.229,36.781
722.340,36.781
723.320,36.750
724.264,36.750
725.511,36.781
726.191,36.781
727.170,36.781
728.287,36.750
729.264,36.750
730.237,36.781
731.212,36.750
732.628,36.844
733.309,36.875
734.285,36.844
735.262,36.844
736.185,36.875
737.209,36.875
738.332,36.938
739.256,36.906
740.231,36.875
741.206,36.875
742.181,36.812
743.302,36.875
744.229,36.875
745.252,36.875
746.375,36.875
747.208,36.812
748.330,36.781
749.300,36.812
750.305,36.844
751.491,36.938
752.223,36.969
753.587,36.969
754.300,36.938
755.248,36.938
756.220,36.938
757.195,36.906
758.319,36.906
759.291,36.875
760.266,36.844
761.192,36.750
762.228,36.750
763.336,36.719
764.312,36.656
765.264,36.656
766.215,36.719
767.362,36.750
768.360,36.750
769.438,36.750
770.265,36.750
771.233,36.750
772.208,36.750
773.203,36.750
774.363,36.844
775.332,36.844
776.255,36.781
777.229,36.750
778.203,36.750
779.276,36.781
780.251,36.812
781.372,36.812
782.347,36.812
783.327,36.812
784.499,36.812
785.272,36.812
786.305,36.812
787.232,36.656
788.199,36.375
