df_hash,22ZHK4.KE15WD
415.943,0.504
416.772,0.503
417.305,0.501
418.254,0.503
420.136,0.501
422.092,0.501
422.721,0.502
423.599,0.501
424.527,0.501
425.502,0.501
426.325,0.501
427.419,0.500
428.384,0.498
429.062,0.497
429.910,0.498
430.961,0.498
431.671,0.498
432.537,0.498
433.443,0.498
434.328,0.496
435.204,0.496
436.019,0.496
436.912,0.498
437.549,0.498
438.392,0.499
439.251,0.502
439.878,0.502
440.817,0.503
441.800,0.503
442.380,0.503
443.100,0.504
444.018,0.505
444.896,0.506
445.767,0.506
446.626,0.506
447.322,0.507
448.180,0.508
448.786,0.509
449.702,0.511
450.361,0.511
451.089,0.511
451.956,0.512
452.017,0.514
453.718,0.514
455.314,0.516
456.098,0.514
457.024,0.514
457.654,0.516
458.724,0.516
459.316,0.516
460.136,0.516
461.107,0.516
461.801,0.514
462.691,0.516
463.600,0.516
464.275,0.516
465.352,0.515
466.031,0.513
466.852,0.512
467.829,0.514
468.608,0.514
469.394,0.512
470.128,0.512
471.053,0.511
471.885,0.510
472.852,0.511
473.259,0.512
474.612,0.511
475.488,0.510
477.150,0.510
478.170,0.510
479.001,0.510
479.946,0.509
480.512,0.509
481.340,0.509
482.701,0.509
483.487,0.509
484.190,0.505
484.994,0.499
485.663,0.496
486.533,0.491
487.280,0.480
488.163,0.480
488.898,0.473
489.730,0.473
490.663,0.473
491.304,0.473
492.036,0.473
492.759,0.473
493.580,0.473
494.407,0.473
495.375,0.475
496.206,0.477
496.988,0.480
497.767,0.480
498.698,0.477
501.959,0.480
502.760,0.480
505.591,0.482
507.170,0.482
507.907,0.482
509.069,0.484
509.706,0.482
510.294,0.484
512.971,0.488
514.114,0.489
514.677,0.489
515.357,0.487
516.093,0.485
516.554,0.486
519.696,0.489
520.721,0.489
521.165,0.496
521.958,0.505
522.562,0.504
526.376,0.514
527.251,0.504
527.948,0.514
528.842,0.511
529.654,0.515
530.321,0.505
531.227,0.494
531.978,0.494
532.857,0.494
533.539,0.488
534.222,0.487
535.047,0.487
535.738,0.494
536.511,0.501
537.292,0.494
538.123,0.494
539.491,0.501
540.385,0.494
540.965,0.487
541.896,0.487
542.707,0.487
543.384,0.488
544.853,0.488
545.969,0.488
547.142,0.488
547.864,0.488
548.705,0.488
550.120,0.496
550.997,0.496
551.874,0.506
552.727,0.506
556.164,0.510
556.855,0.511
558.452,0.506
559.102,0.506
559.967,0.506
560.805,0.506
561.329,0.506
562.111,0.511
562.953,0.511
564.403,0.511
565.372,0.509
566.058,0.503
566.844,0.503
567.621,0.500
568.303,0.501
569.184,0.505
569.961,0.505
570.694,0.505
571.359,0.505
572.107,0.511
576.714,0.505
577.478,0.505
578.248,0.511
578.540,0.517
588.100,0.517
589.800,0.517
590.340,0.520
591.022,0.520
591.360,0.525
592.213,0.526
592.722,0.532
593.308,0.534
593.894,0.538
594.521,0.538
595.113,0.538
597.062,0.538
597.505,0.538
598.289,0.538
599.257,0.535
599.943,0.534
600.474,0.534
601.111,0.534
601.837,0.534
602.815,0.532
603.454,0.526
604.179,0.522
604.906,0.520
609.150,0.520
610.120,0.519
610.661,0.514
611.300,0.506
612.271,0.506
614.414,0.506
615.191,0.499
616.852,0.506
620.071,0.506
621.627,0.505
622.320,0.509
623.259,0.509
624.614,0.514
625.283,0.520
626.067,0.514
627.095,0.513
633.666,0.513
634.938,0.520
635.616,0.530
636.297,0.539
636.980,0.539
637.646,0.542
640.097,0.542
641.564,0.542
647.998,0.545
654.012,0.545
663.353,0.556
666.227,0.545
667.054,0.542
667.830,0.542
668.815,0.545
669.539,0.545
670.469,0.537
671.952,0.525
672.763,0.525
673.445,0.525
674.367,0.540
675.231,0.525
676.141,0.517
676.954,0.517
677.835,0.516
678.711,0.516
679.605,0.516
681.054,0.517
682.058,0.516
682.910,0.516
683.832,0.513
684.707,0.516
686.262,0.516
687.386,0.513
688.118,0.506
688.903,0.513
689.835,0.513
692.491,0.506
694.168,0.508
695.002,0.508
695.972,0.507
697.722,0.512
698.552,0.517
699.285,0.517
700.181,0.523
700.823,0.523
701.769,0.528
702.602,0.533
703.476,0.535
704.264,0.537
704.994,0.541
706.404,0.537
707.110,0.537
708.011,0.537
708.838,0.537
710.695,0.537
711.568,0.537
712.397,0.537
713.172,0.537
713.964,0.534
716.547,0.537
718.003,0.534
720.741,0.534
723.318,0.532
724.105,0.532
726.429,0.527
729.756,0.522
730.678,0.511
731.563,0.499
732.342,0.496
733.231,0.494
735.700,0.488
737.502,0.481
742.121,0.488
743.743,0.494
746.233,0.494
747.206,0.488
749.063,0.481
749.889,0.481
750.822,0.481
751.695,0.476
752.519,0.481
753.349,0.481
754.291,0.486
755.157,0.486
756.079,0.486
757.052,0.485
757.788,0.481
758.864,0.481
764.269,0.487
767.360,0.490
768.170,0.492
769.048,0.492
770.069,0.490
771.692,0.487
773.486,0.490
774.352,0.492
775.282,0.492
777.195,0.490
782.227,0.490
