df_hash,22ZHK4.KE15WD
15.077,-71
15.102,-223
15.127,-373
15.152,-495
15.177,-583
15.202,-647
15.227,-702
15.252,-743
15.277,-730
15.302,-614
15.327,-390
15.352,-123
15.377,100
15.402,247
15.427,347
15.452,435
15.477,498
15.502,485
15.527,387
15.552,258
15.577,167
15.602,129
15.627,107
15.652,69
15.677,28
15.702,9
15.727,0
15.752,-42
15.777,-122
15.802,-199
15.827,-232
15.852,-238
15.877,-267
15.902,-327
15.927,-366
15.952,-340
15.977,-289
16.002,-297
16.027,-376
16.052,-409
16.077,-256
16.102,100
16.127,522
16.152,849
16.177,1041
16.202,1186
16.227,1363
16.252,1548
16.277,1653
16.302,1629
16.327,1518
16.352,1389
16.377,1272
16.402,1150
16.427,1012
16.452,870
16.477,729
16.502,569
16.527,373
16.552,170
16.577,4
16.602,-116
16.627,-238
16.652,-410
16.677,-615
16.702,-789
16.727,-904
16.752,-1001
16.777,-1141
16.802,-1305
16.827,-1386
16.852,-1283
16.877,-994
16.902,-624
16.927,-300
16.952,-88
16.977,26
17.002,95
17.027,173
17.052,293
17.077,448
17.102,589
17.127,665
17.152,667
17.177,647
17.202,666
17.227,736
17.252,811
17.277,849
17.302,863
17.327,900
17.352,984
17.377,1105
17.402,1243
17.427,1396
17.452,1555
17.477,1682
17.502,1758
17.527,1844
17.552,2057
17.577,2444
17.602,2893
17.627,3228
17.652,3395
17.677,3512
17.702,3695
17.727,3873
17.752,3833
17.777,3472
17.802,2906
17.827,2250
17.852,1331
17.877,-218
17.902,-2436
17.927,-4670
17.952,-5924
17.977,-5752
18.002,-4802
18.027,-4340
18.052,-5117
18.077,-6687
18.102,-7852
18.127,-7755
18.152,-6503
18.177,-4780
18.202,-3048
18.227,-1265
18.252,643
18.277,2290
18.302,3006
18.327,2559
18.352,1544
18.377,948
18.402,1301
18.427,2289
18.452,3173
18.477,3496
18.502,3355
18.527,3085
18.552,2836
18.577,2528
18.602,2104
18.627,1678
18.652,1401
18.677,1260
18.702,1098
18.727,826
18.752,529
18.777,338
18.802,242
18.827,99
18.852,-156
18.877,-399
18.902,-435
18.927,-219
18.952,87
18.977,296
19.002,376
19.027,444
19.052,597
19.077,802
19.102,950
19.127,996
19.152,982
19.177,966
19.202,947
19.227,896
19.252,814
19.277,736
19.302,677
19.327,598
19.352,461
19.377,284
19.402,129
19.427,34
19.452,-16
19.477,-59
19.502,-101
19.527,-139
19.552,-192
19.577,-294
19.602,-434
19.627,-534
19.652,-539
19.677,-505
19.702,-565
19.727,-764
19.752,-956
19.777,-904
19.802,-521
19.827,11
19.852,394
19.877,479
19.902,390
19.927,368
19.952,532
19.977,788
20.002,965
20.027,987
20.052,911
20.077,835
20.102,798
20.127,784
20.152,773
20.177,760
20.202,736
20.227,679
20.252,586
20.277,489
20.302,419
20.327,360
20.352,269
20.377,149
20.402,74
20.427,111
20.452,226
20.477,286
20.502,185
20.527,-37
20.552,-245
20.577,-351
20.602,-409
20.627,-532
20.652,-730
20.677,-866
20.702,-781
20.727,-465
20.752,-75
20.777,214
20.802,369
20.827,486
20.852,656
20.877,860
20.902,997
20.927,1006
20.952,933
20.977,875
21.002,878
21.027,906
21.052,898
21.077,839
21.102,771
21.127,726
21.152,686
21.177,600
21.202,441
21.227,251
21.252,106
21.277,56
21.302,78
21.327,90
21.352,25
21.377,-108
21.402,-236
21.427,-291
21.452,-283
21.477,-296
21.502,-408
21.527,-603
21.552,-765
21.577,-770
21.602,-583
21.627,-279
21.652,23
21.677,253
21.702,409
21.727,528
21.752,637
21.777,734
21.802,807
21.827,844
21.852,843
21.877,810
21.902,762
21.927,723
21.952,702
21.977,686
22.002,657
22.027,614
22.052,579
22.077,566
22.102,557
22.127,508
22.152,392
22.177,225
22.202,50
22.227,-93
22.252,-181
22.277,-208
22.302,-191
22.327,-190
22.352,-281
22.377,-479
22.402,-680
22.427,-710
22.452,-469
22.477,-40
22.502,355
22.527,547
22.552,546
22.577,508
22.602,563
22.627,699
22.652,813
22.677,840
22.702,810
22.727,792
22.752,802
22.777,800
22.802,750
22.827,668
22.852,588
22.877,520
22.902,449
22.927,370
22.952,294
22.977,221
23.002,114
23.027,-57
23.052,-257
23.077,-396
23.102,-418
23.127,-372
23.152,-377
23.177,-493
23.202,-644
23.227,-670
23.252,-474
23.277,-107
23.302,270
23.327,522
23.352,628
23.377,663
23.402,708
23.427,782
23.452,845
23.477,858
23.502,824
23.527,783
23.552,764
23.577,761
23.602,741
23.627,690
23.652,622
23.677,559
23.702,499
23.727,424
23.752,333
23.777,256
23.802,212
23.827,165
23.852,48
23.877,-150
23.902,-347
23.927,-429
23.952,-382
23.977,-326
24.002,-395
24.027,-583
24.052,-720
24.077,-640
24.102,-343
24.127,3
24.152,239
24.177,349
24.202,438
24.227,584
24.252,750
24.277,847
24.302,840
24.327,785
24.352,752
24.377,756
24.402,769
24.427,769
24.452,754
24.477,723
24.502,662
24.527,571
24.552,481
24.577,425
24.602,392
24.627,339
24.652,249
24.677,156
24.702,92
24.727,33
24.752,-83
24.777,-255
24.802,-384
24.827,-374
24.852,-259
24.877,-202
24.902,-319
24.927,-536
24.952,-639
24.977,-487
25.002,-147
25.027,182
25.052,371
25.077,456
25.102,549
25.127,688
25.152,814
25.177,862
25.202,842
25.227,817
25.252,816
25.277,818
25.302,802
25.327,784
25.352,781
25.377,764
25.402,678
25.427,519
25.452,365
25.477,298
25.502,318
25.527,341
25.552,289
25.577,173
25.602,58
25.627,-12
25.652,-63
25.677,-130
25.702,-214
25.727,-294
25.752,-374
25.777,-479
25.802,-593
25.827,-627
25.852,-485
25.877,-178
25.902,161
25.927,392
25.952,486
25.977,539
26.002,650
26.027,806
26.052,902
26.077,865
26.102,735
26.127,623
26.152,602
26.177,647
26.202,680
26.227,650
26.252,573
26.277,492
26.302,430
26.327,368
26.352,277
26.377,147
26.402,-2
26.427,-134
26.452,-212
26.477,-230
26.502,-219
26.527,-233
26.552,-313
26.577,-451
26.602,-582
26.627,-621
26.652,-516
26.677,-285
26.702,-5
26.727,239
26.752,406
26.777,515
26.802,626
26.827,776
26.852,939
26.877,1040
26.902,1019
26.927,897
26.952,763
26.977,696
27.002,704
27.027,728
27.052,708
27.077,636
27.102,548
27.127,473
27.152,402
27.177,310
27.202,185
27.227,40
27.252,-107
27.277,-232
27.302,-303
27.327,-304
27.352,-270
27.377,-291
27.402,-437
27.427,-655
27.452,-773
27.477,-628
27.502,-227
27.527,234
27.552,533
27.577,605
27.602,574
27.627,609
27.652,757
27.677,920
27.702,981
27.727,920
27.752,820
27.777,766
27.802,771
27.827,788
27.852,768
27.877,703
27.902,616
27.927,533
27.952,472
27.977,427
28.002,375
28.027,285
28.052,145
28.077,-19
28.102,-161
28.127,-248
28.152,-277
28.177,-271
28.202,-254
28.227,-257
28.252,-323
28.277,-470
28.302,-653
28.327,-754
28.352,-666
28.377,-385
28.402,-32
28.427,248
28.452,410
28.477,514
28.502,641
28.527,796
28.552,915
28.577,945
28.602,902
28.627,851
28.652,833
28.677,840
28.702,841
28.727,815
28.752,766
28.777,704
28.802,640
28.827,578
28.852,518
28.877,447
28.902,354
28.927,253
28.952,175
28.977,132
29.002,81
29.027,-42
29.052,-243
29.077,-437
29.102,-521
29.127,-492
29.152,-460
29.177,-533
29.202,-681
29.227,-742
29.252,-575
29.277,-212
29.302,167
29.327,400
29.352,482
29.377,531
29.402,645
29.427,798
29.452,894
29.477,881
29.502,809
29.527,765
29.552,780
29.577,809
29.602,793
29.627,730
29.652,663
29.677,621
29.702,582
29.727,504
29.752,386
29.777,277
29.802,218
29.827,186
29.852,109
29.877,-53
29.902,-250
29.927,-382
29.952,-406
29.977,-389
30.002,-432
30.027,-553
30.052,-642
30.077,-564
30.102,-293
30.127,57
30.152,345
30.177,522
30.202,640
30.227,757
30.252,857
30.277,886
30.302,835
30.327,767
30.352,746
30.377,769
30.402,783
30.427,752
30.452,694
30.477,639
30.502,583
30.527,502
30.552,395
30.577,301
30.602,240
30.627,183
30.652,82
30.677,-52
30.702,-154
30.727,-191
30.752,-218
30.777,-323
30.802,-505
30.827,-641
30.852,-602
30.877,-392
30.902,-151
30.927,-12
30.952,23
30.977,70
31.002,211
31.027,422
31.052,614
31.077,734
31.102,799
31.127,837
31.152,842
31.177,804
31.202,747
31.227,720
31.252,735
31.277,745
31.302,701
31.327,617
31.352,546
31.377,503
31.402,435
31.427,292
31.452,102
31.477,-32
31.502,-56
31.527,-22
31.552,-36
31.577,-141
31.602,-271
31.627,-348
31.652,-384
31.677,-460
31.702,-608
31.727,-730
31.752,-675
31.777,-395
31.802,-7
31.827,305
31.852,457
31.877,518
31.902,609
31.927,770
31.952,927
31.977,987
32.002,942
32.027,872
32.052,855
32.077,887
32.102,899
32.127,845
32.152,758
32.177,703
32.202,696
32.227,666
32.252,539
32.277,330
32.302,151
32.327,101
32.352,152
32.377,167
32.402,42
32.427,-175
32.452,-333
32.477,-339
32.502,-265
32.527,-266
32.552,-399
32.577,-537
32.602,-493
32.627,-214
32.652,156
32.677,431
32.702,555
32.727,629
32.752,765
32.777,951
32.802,1072
32.827,1063
32.852,982
32.877,941
32.902,967
32.927,977
32.952,890
32.977,731
33.002,611
33.027,597
33.052,634
33.077,608
33.102,471
33.127,287
33.152,153
33.177,87
33.202,20
33.227,-115
33.252,-307
33.277,-477
33.302,-571
33.327,-617
33.352,-686
33.377,-817
33.402,-968
33.427,-1054
33.452,-1006
33.477,-813
33.502,-521
33.527,-208
33.552,48
33.577,199
33.602,240
33.627,207
33.652,149
33.677,100
33.702,74
33.727,78
33.752,118
33.777,187
33.802,252
33.827,273
33.852,246
33.877,224
33.902,277
33.927,433
33.952,642
33.977,822
34.002,924
34.027,962
34.052,969
34.077,952
34.102,887
34.127,766
34.152,626
34.177,517
34.202,441
34.227,339
34.252,160
34.277,-58
34.302,-182
34.327,-85
34.352,229
34.377,608
34.402,856
34.427,888
34.452,785
34.477,704
34.502,727
34.527,806
34.552,830
34.577,752
34.602,629
34.627,551
34.652,542
34.677,540
34.702,479
34.727,361
34.752,249
34.777,185
34.802,140
34.827,60
34.852,-61
34.877,-177
34.902,-241
34.927,-276
34.952,-340
34.977,-440
35.002,-494
35.027,-408
35.052,-190
35.077,23
35.102,83
35.127,-38
35.152,-211
35.177,-259
35.202,-109
35.227,160
35.252,405
35.277,535
35.302,573
35.327,600
35.352,665
35.377,743
35.402,779
35.427,754
35.452,703
35.477,673
35.502,669
35.527,651
35.552,591
35.577,508
35.602,449
35.627,424
35.652,384
35.677,283
35.702,137
35.727,15
35.752,-38
35.777,-64
35.802,-134
35.827,-253
35.852,-325
35.877,-254
35.902,-69
35.927,74
35.952,36
35.977,-162
36.002,-348
36.027,-345
36.052,-126
36.077,178
36.102,414
36.127,523
36.152,560
36.177,611
36.202,707
36.227,807
36.252,845
36.277,798
36.302,703
36.327,631
36.352,621
36.377,646
36.402,638
36.427,554
36.452,423
36.477,304
36.502,225
36.527,156
36.552,69
36.577,-17
36.602,-74
36.627,-119
36.652,-218
36.677,-399
36.702,-581
36.727,-650
36.752,-618
36.777,-648
36.802,-876
36.827,-1200
36.852,-1314
36.877,-1007
36.902,-419
36.927,43
36.952,93
36.977,-149
37.002,-278
37.027,-8
37.052,566
37.077,1092
37.102,1315
37.127,1275
37.152,1186
37.177,1191
37.202,1263
37.227,1316
37.252,1320
37.277,1297
37.302,1241
37.327,1099
37.352,861
37.377,603
37.402,425
37.427,339
37.452,264
37.477,129
37.502,-40
37.527,-160
37.552,-195
37.577,-200
37.602,-250
37.627,-352
37.652,-450
37.677,-503
37.702,-513
37.727,-481
37.752,-366
37.777,-131
37.802,176
37.827,433
37.852,559
37.877,611
37.902,711
37.927,893
37.952,1042
37.977,1017
38.002,829
38.027,638
38.052,582
38.077,640
38.102,690
38.127,688
38.152,719
38.177,861
38.202,1053
38.227,1143
38.252,1066
38.277,892
38.302,689
38.327,390
38.352,-106
38.377,-700
38.402,-1059
38.427,-907
38.452,-357
38.477,133
38.502,194
38.527,-113
38.552,-407
38.577,-405
38.602,-179
38.627,20
38.652,104
38.677,209
38.702,455
38.727,755
38.752,915
38.777,891
38.802,834
38.827,884
38.852,994
38.877,1004
38.902,843
38.927,563
38.952,202
38.977,-282
39.002,-882
39.027,-1406
39.052,-1601
39.077,-1407
39.102,-1022
39.127,-663
39.152,-360
39.177,-87
39.202,-29
39.227,-517
39.252,-1552
39.277,-2519
39.302,-2618
39.327,-1709
39.352,-621
39.377,-424
39.402,-1331
39.427,-2409
39.452,-2447
39.477,-1094
39.502,885
39.527,2403
39.552,2957
39.577,2809
39.602,2487
39.627,2330
39.652,2442
39.677,2815
39.702,3293
39.727,3505
39.752,3112
39.777,2211
39.802,1411
39.827,1310
39.852,1897
39.877,2579
39.902,2835
39.927,2736
39.952,2707
39.977,2856
40.002,2733
40.027,1839
40.052,279
40.077,-1246
40.102,-2123
40.127,-2356
40.152,-2397
40.177,-2527
40.202,-2575
40.227,-2239
40.252,-1549
40.277,-878
40.302,-537
40.327,-483
40.352,-464
40.377,-356
40.402,-252
40.427,-252
40.452,-290
40.477,-231
40.502,-78
40.527,16
40.552,-52
40.577,-203
40.602,-278
40.627,-239
40.652,-209
40.677,-297
40.702,-460
40.727,-563
40.752,-548
40.777,-496
40.802,-509
40.827,-584
40.852,-628
40.877,-589
40.902,-515
40.927,-493
40.952,-541
40.977,-591
41.002,-553
41.027,-378
41.052,-71
41.077,318
41.102,713
41.127,1025
41.152,1202
41.177,1263
41.202,1287
41.227,1343
41.252,1442
41.277,1549
41.302,1616
41.327,1610
41.352,1515
41.377,1353
41.402,1198
41.427,1145
41.452,1227
41.477,1367
41.502,1440
41.527,1394
41.552,1303
41.577,1273
41.602,1307
41.627,1308
41.652,1204
41.677,1052
41.702,961
41.727,937
41.752,847
41.777,594
41.802,284
41.827,162
41.852,339
41.877,625
41.902,682
41.927,373
41.952,-73
41.977,-287
42.002,-133
42.027,158
42.052,246
42.077,27
42.102,-290
42.127,-444
42.152,-400
42.177,-345
42.202,-438
42.227,-618
42.252,-693
42.277,-579
42.302,-406
42.327,-363
42.352,-485
42.377,-623
42.402,-635
42.427,-555
42.452,-538
42.477,-660
42.502,-805
42.527,-794
42.552,-607
42.577,-443
42.602,-526
42.627,-867
42.652,-1232
42.677,-1347
42.702,-1133
42.727,-736
42.752,-360
42.777,-100
42.802,85
42.827,271
42.852,487
42.877,728
42.902,978
42.927,1210
42.952,1360
42.977,1368
43.002,1257
43.027,1141
43.052,1124
43.077,1185
43.102,1198
43.127,1079
43.152,885
43.177,747
43.202,701
43.227,644
43.252,476
43.277,245
43.302,106
43.327,123
43.352,163
43.377,40
43.402,-247
43.427,-489
43.452,-492
43.477,-325
43.502,-268
43.527,-514
43.552,-943
43.577,-1225
43.602,-1121
43.627,-661
43.652,-52
43.677,530
43.702,1038
43.727,1471
43.752,1804
43.777,2004
43.802,2094
43.827,2132
43.852,2141
43.877,2100
43.902,2009
43.927,1932
43.952,1912
43.977,1875
44.002,1667
44.027,1244
44.052,782
44.077,543
44.102,619
44.127,819
44.152,857
44.177,637
44.202,314
44.227,99
44.252,22
44.277,-69
44.302,-319
44.327,-695
44.352,-1041
44.377,-1230
44.402,-1254
44.427,-1164
44.452,-991
44.477,-749
44.502,-490
44.527,-304
44.552,-244
44.577,-260
44.602,-247
44.627,-146
44.652,2
44.677,115
44.702,158
44.727,179
44.752,247
44.777,380
44.802,517
44.827,587
44.852,572
44.877,526
44.902,509
44.927,522
44.952,486
44.977,333
45.002,96
45.027,-87
45.052,-101
45.077,30
45.102,151
45.127,126
45.152,-18
45.177,-141
45.202,-155
45.227,-134
45.252,-219
45.277,-427
45.302,-598
45.327,-552
45.352,-284
45.377,24
45.402,196
45.427,226
45.452,255
45.477,396
45.502,614
45.527,791
45.552,862
45.577,862
45.602,850
45.627,833
45.652,782
45.677,701
45.702,646
45.727,654
45.752,689
45.777,676
45.802,580
45.827,450
45.852,370
45.877,380
45.902,451
45.927,521
45.952,545
45.977,520
46.002,473
46.027,437
46.052,411
46.077,353
46.102,190
46.127,-111
46.152,-496
46.177,-838
46.202,-1032
46.227,-1079
46.252,-1064
46.277,-1062
46.302,-1045
46.327,-900
46.352,-540
46.377,-2
46.402,546
46.427,906
46.452,974
46.477,818
46.502,641
46.527,643
46.552,873
46.577,1192
46.602,1399
46.627,1407
46.652,1301
46.677,1223
46.702,1195
46.727,1102
46.752,852
46.777,516
46.802,275
46.827,211
46.852,195
46.877,19
46.902,-345
46.927,-681
46.952,-722
46.977,-428
47.002,-28
47.027,214
47.052,244
47.077,227
47.102,339
47.127,589
47.152,845
47.177,990
47.202,1021
47.227,998
47.252,950
47.277,862
47.302,730
47.327,585
47.352,461
47.377,356
47.402,252
47.427,158
47.452,111
47.477,116
47.502,126
47.527,88
47.552,6
47.577,-66
47.602,-104
47.627,-160
47.652,-297
47.677,-491
47.702,-626
47.727,-615
47.752,-509
47.777,-467
47.802,-589
47.827,-796
47.852,-879
47.877,-688
47.902,-268
47.927,186
47.952,508
47.977,674
48.002,776
48.027,896
48.052,1019
48.077,1076
48.102,1039
48.127,966
48.152,939
48.177,973
48.202,999
48.227,948
48.252,831
48.277,732
48.302,710
48.327,729
48.352,698
48.377,585
48.402,458
48.427,405
48.452,404
48.477,329
48.502,91
48.527,-237
48.552,-468
48.577,-498
48.602,-425
48.627,-451
48.652,-648
48.677,-861
48.702,-854
48.727,-558
48.752,-145
48.777,154
48.802,263
48.827,298
48.852,402
48.877,592
48.902,769
48.927,859
48.952,881
48.977,891
49.002,892
49.027,832
49.052,690
49.077,529
49.102,437
49.127,439
49.152,470
49.177,445
49.202,334
49.227,173
49.252,27
49.277,-50
49.302,-43
49.327,14
49.352,38
49.377,-55
49.402,-264
49.427,-466
49.452,-513
49.477,-377
49.502,-199
49.527,-154
49.552,-270
49.577,-386
49.602,-306
49.627,3
49.652,392
49.677,674
49.702,792
49.727,828
49.752,880
49.777,955
49.802,996
49.827,965
49.852,890
49.877,820
49.902,772
49.927,735
49.952,695
49.977,650
50.002,586
50.027,479
50.052,324
50.077,163
50.102,61
50.127,42
50.152,59
50.177,46
50.202,-19
50.227,-102
50.252,-154
50.277,-163
50.302,-154
50.327,-156
50.352,-193
50.377,-287
50.402,-443
50.427,-609
50.452,-670
50.477,-518
50.502,-165
50.527,234
50.552,504
50.577,597
50.602,629
50.627,742
50.652,948
50.677,1124
50.702,1159
50.727,1083
50.752,1032
50.777,1086
50.802,1187
50.827,1220
50.852,1157
50.877,1076
50.902,1048
50.927,1025
50.952,889
50.977,606
51.002,278
51.027,32
51.052,-125
51.077,-308
51.102,-581
51.127,-857
51.152,-991
51.177,-978
51.202,-1007
51.227,-1255
51.252,-1645
51.277,-1846
51.302,-1571
51.327,-871
51.352,-118
51.377,318
51.402,381
51.427,326
51.452,442
51.477,784
51.502,1168
51.527,1386
51.552,1386
51.577,1279
51.602,1186
51.627,1139
51.652,1093
51.677,1009
51.702,908
51.727,830
51.752,791
51.777,774
51.802,761
51.827,743
51.852,712
51.877,636
51.902,480
51.927,252
51.952,18
51.977,-138
52.002,-203
52.027,-247
52.052,-368
52.077,-583
52.102,-793
52.127,-863
52.152,-737
52.177,-488
52.202,-253
52.227,-114
52.252,-49
52.277,17
52.302,137
52.327,302
52.352,473
52.377,620
52.402,727
52.427,781
52.452,787
52.477,774
52.502,785
52.527,827
52.552,860
52.577,833
52.602,743
52.627,645
52.652,580
52.677,526
52.702,420
52.727,253
52.752,97
52.777,38
52.802,72
52.827,100
52.852,33
52.877,-112
52.902,-236
52.927,-274
52.952,-275
52.977,-342
53.002,-498
53.027,-631
53.052,-598
53.077,-357
53.102,-13
53.127,281
53.152,454
53.177,547
53.202,645
53.227,779
53.252,905
53.277,965
53.302,943
53.327,879
53.352,820
53.377,782
53.402,746
53.427,696
53.452,637
53.477,591
53.502,565
53.527,538
53.552,482
53.577,394
53.602,300
53.627,222
53.652,141
53.677,16
53.702,-161
53.727,-326
53.752,-392
53.777,-346
53.802,-287
53.827,-343
53.852,-525
53.877,-688
53.902,-646
53.927,-354
53.952,38
53.977,327
54.002,442
54.027,487
54.052,596
54.077,775
54.102,910
54.127,911
54.152,828
54.177,785
54.202,823
54.227,841
54.252,720
54.277,478
54.302,275
54.327,247
54.352,362
54.377,461
54.402,428
54.427,300
54.452,187
54.477,129
54.502,60
54.527,-82
54.552,-256
54.577,-359
54.602,-367
54.627,-369
54.652,-455
54.677,-575
54.702,-566
54.727,-326
54.752,58
54.777,383
54.802,532
54.827,572
54.852,654
54.877,820
54.902,971
54.927,991
54.952,893
54.977,804
55.002,813
55.027,870
55.052,853
55.077,709
55.102,516
55.127,394
55.152,383
55.177,417
55.202,408
55.227,331
55.252,227
55.277,136
55.302,56
55.327,-44
55.352,-182
55.377,-341
55.402,-489
55.427,-599
55.452,-644
55.477,-610
55.502,-497
55.527,-341
55.552,-187
55.577,-66
55.602,28
55.627,129
55.652,257
55.677,411
55.702,571
55.727,718
55.752,837
55.777,914
55.802,940
55.827,920
55.852,878
55.877,839
55.902,818
55.927,804
55.952,776
55.977,721
56.002,644
56.027,565
56.052,501
56.077,450
56.102,391
56.127,303
56.152,192
56.177,93
56.202,30
56.227,-14
56.252,-88
56.277,-211
56.302,-336
56.327,-387
56.352,-346
56.377,-299
56.402,-363
56.427,-556
56.452,-749
56.477,-763
56.502,-533
56.527,-165
56.552,159
56.577,343
56.602,433
56.627,539
56.652,707
56.677,880
56.702,973
56.727,965
56.752,912
56.777,878
56.802,881
56.827,890
56.852,875
56.877,830
56.902,771
56.927,711
56.952,650
56.977,584
57.002,510
57.027,430
57.052,345
57.077,266
57.102,203
57.127,156
57.152,92
57.177,-27
57.202,-206
57.227,-381
57.252,-467
57.277,-437
57.302,-368
57.327,-389
57.352,-556
57.377,-771
57.402,-841
57.427,-632
57.452,-188
57.477,295
57.502,622
57.527,738
57.552,735
57.577,743
57.602,808
57.627,888
57.652,922
57.677,899
57.702,857
57.727,831
57.752,822
57.777,804
57.802,761
57.827,700
57.852,636
57.877,580
57.902,531
57.927,481
57.952,418
57.977,331
58.002,226
58.027,124
58.052,38
58.077,-42
58.102,-139
58.127,-251
58.152,-345
58.177,-390
58.202,-415
58.227,-496
58.252,-677
58.277,-884
58.302,-964
58.327,-808
58.352,-462
58.377,-90
58.402,161
58.427,275
58.452,341
58.477,432
58.502,540
58.527,605
58.552,596
58.577,540
58.602,483
58.627,450
58.652,457
58.677,531
