df_hash,22ZHK4.KE15WD
430.129,73
431.349,73
432.249,78
433.202,76
434.565,78
435.483,88
436.101,74
437.292,77
438.111,82
439.059,86
440.401,81
441.123,75
441.941,84
443.194,82
444.159,86
444.982,83
446.094,83
447.064,86
447.886,85
449.098,85
449.923,74
450.852,80
452.257,85
452.984,89
453.957,82
454.928,83
455.900,83
456.727,85
458.233,86
458.819,79
459.792,83
461.007,82
462.099,85
462.714,83
463.931,82
464.763,86
465.733,81
467.108,80
467.974,79
468.660,79
470.076,84
470.995,84
471.584,82
473.003,86
473.730,64
474.905,34
475.778,37
476.755,43
477.584,38
478.803,44
479.830,66
480.605,86
481.802,61
482.846,49
483.823,59
484.798,74
485.674,80
486.746,83
487.723,73
488.840,60
489.668,68
490.746,81
491.621,83
492.450,88
493.620,86
494.527,85
495.618,81
496.679,82
497.712,79
498.396,84
499.711,86
500.492,83
501.512,86
502.590,84
503.613,87
504.539,54
505.804,41
506.438,51
507.412,50
508.533,42
509.362,75
510.337,81
511.604,67
512.433,43
513.408,42
514.530,30
515.505,57
516.283,75
517.406,71
518.621,76
519.206,77
520.724,73
521.448,68
522.229,65
523.446,68
524.374,76
525.202,67
526.613,70
527.439,83
528.268,81
529.390,85
530.363,87
531.246,93
532.414,89
533.255,88
534.125,88
535.292,89
536.267,91
537.142,87
538.277,83
539.193,79
540.121,80
541.336,85
542.168,81
543.095,79
544.267,85
545.192,83
546.025,86
547.262,85
548.261,82
549.092,85
550.357,83
551.332,86
552.017,83
553.236,85
554.114,88
555.089,84
556.210,84
556.992,75
558.208,76
559.159,78
560.062,82
561.085,81
562.255,83
562.988,80
563.962,76
565.083,73
566.155,79
567.086,80
568.109,86
569.077,86
569.814,84
571.271,81
571.861,65
572.978,34
574.009,26
574.930,29
575.905,24
577.035,31
577.855,42
578.924,74
580.291,66
581.028,67
581.754,53
582.973,37
583.802,42
584.777,43
585.898,34
586.872,23
587.701,18
588.972,24
590.051,52
590.771,68
591.987,72
593.014,73
593.697,80
594.818,71
595.743,59
596.572,68
598.226,79
598.668,80
599.789,58
601.057,41
601.785,65
602.567,84
603.834,81
604.663,77
605.881,72
606.857,59
607.731,63
608.513,66
609.707,60
610.856,62
611.588,84
612.705,82
613.679,79
614.536,81
615.775,62
616.604,50
617.435,63
618.657,61
619.534,58
620.506,69
621.721,72
622.551,76
623.525,86
624.692,88
625.479,86
626.648,78
627.572,76
628.693,81
629.374,75
630.593,73
631.424,61
632.400,48
633.517,49
634.349,60
635.272,81
636.588,87
637.417,86
638.390,86
639.703,78
640.342,59
641.312,61
642.458,44
643.362,32
644.193,32
645.460,32
646.288,26
647.188,27
648.434,35
649.359,55
650.186,71
651.452,37
652.424,24
653.137,38
654.376,49
655.206,63
656.180,58
657.573,70
658.251,70
659.107,65
660.325,65
661.154,62
662.130,63
663.547,66
664.176,60
665.054,58
666.319,65
667.295,71
668.126,66
669.244,79
670.222,81
671.052,86
672.316,83
673.149,82
674.074,81
675.494,83
676.315,79
677.146,74
678.124,80
679.241,83
680.073,86
681.194,84
682.121,87
682.998,89
684.119,80
685.238,81
685.924,81
687.286,80
688.020,80
689.041,85
690.216,84
691.046,84
691.874,86
693.252,84
694.021,81
694.945,87
696.067,86
697.040,81
697.871,85
699.087,90
700.032,90
700.941,85
702.013,85
703.085,89
703.819,89
705.133,85
705.913,69
706.791,55
708.056,68
708.886,68
709.861,53
711.081,62
711.910,84
713.031,85
714.008,86
714.989,85
715.961,86
716.887,77
717.763,58
718.687,55
719.807,55
721.026,55
721.663,54
722.879,40
723.708,28
724.705,43
725.804,64
726.828,60
727.608,39
728.876,60
729.898,52
730.827,34
731.755,57
732.726,73
733.562,74
734.823,51
735.803,32
736.772,30
737.893,33
738.605,26
739.697,43
740.696,51
741.651,78
742.775,82
743.790,84
744.888,74
745.547,58
746.817,72
747.740,61
748.474,58
749.740,75
750.662,82
751.637,77
752.620,83
753.784,86
754.662,81
755.686,82
756.758,85
757.344,81
758.710,83
759.586,86
760.415,59
761.630,51
762.468,51
763.485,52
764.604,43
765.389,48
766.362,51
767.483,67
768.459,73
769.287,76
770.745,78
771.631,79
772.501,77
773.725,80
774.599,83
775.328,84
776.985,85
777.378,89
778.304,89
779.427,81
780.400,76
781.229,74
782.548,78
783.475,44
784.155,16
785.421,14
786.549,15
787.201,16
788.350,15
789.280,18
