df_hash,22ZHK4.KE15WD
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.1X32
person_label,V155
date_time_start,2026-06-08_19-32-32.863000_+03
date_time_start_unix,1780929152.863
date_time_end,2026-06-08_19-45-47.480000_+03
length_difference_noticed,no

time,quality
14.365,54
15.192,67
16.166,16
17.336,23
18.216,24
19.091,18
20.454,20
21.142,28
22.309,33
23.380,50
24.211,80
25.047,82
26.548,82
27.141,85
28.257,83
29.388,85
30.210,86
31.038,85
32.403,79
33.327,67
33.961,63
35.237,62
36.250,59
37.032,51
38.202,49
39.081,45
39.909,41
41.371,35
42.005,33
42.981,35
44.148,32
45.077,49
45.907,37
47.270,50
48.048,55
48.977,55
50.050,61
51.219,77
51.855,79
53.136,75
53.951,75
55.117,72
56.384,71
56.875,70
57.996,74
59.166,61
59.947,61
60.776,68
62.189,73
62.872,68
63.847,69
64.920,81
65.895,69
66.869,67
68.042,79
68.820,88
69.795,78
70.917,80
72.034,83
72.720,87
73.988,84
74.817,85
75.840,84
76.864,84
77.793,86
78.717,80
79.797,81
80.768,78
81.595,73
82.861,55
83.690,48
84.714,58
86.034,55
86.761,44
87.592,66
88.861,73
89.977,32
90.663,28
91.977,24
92.709,43
93.845,27
94.806,41
95.637,45
96.755,72
97.731,85
98.852,65
99.539,34
100.681,47
101.631,36
102.751,37
103.728,45
104.805,80
105.532,78
106.654,70
107.725,45
108.433,46
109.675,49
110.796,35
111.625,40
112.601,68
113.695,77
114.395,66
115.575,74
116.393,88
117.470,85
118.416,83
119.509,86
120.179,84
121.571,83
122.241,87
123.203,84
124.268,84
125.180,85
126.053,84
127.164,84
128.132,78
128.960,75
130.217,80
130.992,80
131.963,77
133.126,84
134.052,85
135.027,83
136.336,79
137.014,51
138.147,53
139.061,56
139.986,33
140.861,41
142.078,72
142.955,87
143.831,83
145.242,85
145.973,83
146.995,74
148.022,75
148.995,80
149.827,83
151.044,73
151.851,69
152.855,75
153.975,57
155.101,44
156.021,69
157.044,83
157.826,85
158.706,82
159.972,78
160.802,79
161.777,83
162.849,86
163.824,81
164.700,76
166.088,77
166.844,82
167.723,79
168.988,61
169.821,58
170.650,65
171.867,52
172.988,55
173.865,80
174.840,70
175.824,70
176.835,76
177.864,75
178.952,76
179.811,88
180.786,74
181.662,76
182.590,67
183.736,60
184.828,76
185.758,84
186.782,77
187.761,80
188.586,85
189.803,82
190.633,85
191.509,87
192.729,83
193.702,78
194.531,83
195.805,83
196.628,81
197.649,83
198.722,80
199.550,83
200.675,84
201.846,83
202.669,85
203.449,85
204.521,84
205.500,82
206.470,84
207.592,86
208.567,82
209.594,88
210.534,79
211.758,84
212.417,84
213.630,75
214.585,77
215.586,82
216.686,80
217.726,78
218.524,77
219.813,66
220.804,25
221.641,0
222.775,0
223.755,19
224.790,0
225.724,25
226.705,21
227.778,39
229.204,30
229.689,28
230.768,50
231.698,76
232.677,84
233.507,80
234.814,79
235.610,76
236.586,76
237.712,72
238.687,78
239.565,81
240.786,78
241.810,83
242.445,80
243.665,76
244.543,74
245.515,76
246.637,74
247.861,79
248.741,79
249.813,83
250.539,85
251.483,83
252.833,75
253.565,73
254.349,77
255.818,76
256.560,80
257.470,78
258.589,81
259.710,81
260.397,82
261.664,82
262.593,80
263.321,76
264.691,82
265.401,72
266.346,41
267.758,41
268.438,27
269.417,33
270.539,31
271.369,21
272.270,46
273.466,66
274.437,74
275.273,80
276.489,78
277.610,74
278.291,79
279.417,79
280.388,82
281.269,80
282.440,45
283.318,20
284.150,25
285.366,26
286.276,30
287.221,23
288.341,21
289.411,0
290.246,53
291.386,80
292.195,79
293.171,78
294.389,80
295.411,84
296.243,82
297.365,83
298.194,83
299.169,77
300.434,79
301.220,75
302.290,67
303.246,63
304.193,76
305.177,67
306.242,69
307.220,74
308.049,64
309.172,46
310.150,48
310.981,63
312.266,62
313.079,65
314.105,59
315.179,40
316.156,39
317.132,70
318.450,64
319.037,26
320.014,22
321.137,17
322.162,15
322.943,14
324.213,13
325.042,0
326.217,23
327.287,33
328.128,43
328.996,61
330.070,83
331.046,78
331.924,81
333.096,83
333.940,84
335.048,79
336.070,76
337.001,82
337.880,79
339.299,80
340.074,81
341.099,75
342.027,73
343.198,83
343.832,82
345.053,83
345.835,84
346.855,89
347.998,78
348.954,58
349.834,48
351.055,58
352.109,42
352.713,29
354.177,46
354.957,57
355.933,88
356.980,81
358.028,78
358.718,61
360.129,48
360.814,58
361.740,60
363.155,70
363.837,61
364.816,47
365.937,49
366.956,78
367.740,85
368.862,86
369.693,78
370.667,76
371.741,80
372.861,78
373.688,79
374.814,78
375.794,78
376.621,78
377.745,82
378.914,84
379.500,83
381.215,83
381.887,87
382.616,84
383.741,77
385.011,78
385.546,78
386.767,75
387.835,82
388.425,84
390.135,81
390.673,87
391.494,85
392.645,80
393.596,82
394.426,83
395.988,81
396.771,81
397.743,81
398.665,82
399.545,79
400.375,82
401.643,81
402.471,74
403.400,71
404.567,81
405.543,80
406.487,83
407.643,80
408.621,78
409.302,81
410.527,83
411.372,84
412.471,85
413.448,88
414.423,76
415.545,80
416.518,76
417.350,80
418.569,77
419.447,66
420.371,71
421.252,49
422.473,42
423.349,59
424.471,75
425.398,71
426.517,79
427.352,86
428.624,87
429.300,88
