df_hash,22ZHK4.W0890N
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.T31E
person_label,V42
date_time_start,2025-10-27_14-12-39.001000_+03
date_time_start_unix,1761559959.001
date_time_end,2025-10-27_14-20-55.956000_+03
length_difference_noticed,no

time,acc_mag
121.526,1.050
121.556,1.039
121.586,1.039
121.616,1.044
121.646,1.039
121.676,1.042
121.706,1.044
121.736,1.044
121.766,1.044
121.796,1.039
121.826,1.043
121.856,1.042
121.886,1.044
121.916,1.047
121.946,1.042
121.976,1.047
122.006,1.040
122.036,1.047
122.066,1.041
122.096,1.041
122.126,1.047
122.156,1.045
122.186,1.043
122.216,1.041
122.246,1.044
122.276,1.045
122.306,1.048
122.336,1.041
122.366,1.047
122.396,1.044
122.426,1.037
122.456,1.042
122.486,1.048
122.516,1.046
122.546,1.049
122.576,1.045
122.606,1.040
122.636,1.049
122.666,1.042
122.696,1.043
122.726,1.041
122.756,1.045
122.786,1.051
122.816,1.039
122.846,1.044
122.876,1.044
122.906,1.044
122.936,1.048
122.966,1.042
122.996,1.042
123.026,1.042
123.056,1.045
123.086,1.045
123.116,1.038
123.146,1.046
123.176,1.045
123.206,1.043
123.236,1.045
123.266,1.044
123.296,1.047
123.326,1.049
123.356,1.040
123.386,1.041
123.416,1.043
123.446,1.048
123.476,1.046
123.506,1.036
123.536,1.045
123.566,1.042
123.596,1.053
123.626,1.041
123.656,1.038
123.686,1.047
123.716,1.038
123.746,1.039
123.776,1.043
123.806,1.042
123.836,1.046
123.866,1.042
123.896,1.042
123.926,1.048
123.956,1.044
123.986,1.041
124.016,1.044
124.046,1.047
124.076,1.046
124.106,1.042
124.136,1.041
124.166,1.040
124.196,1.052
124.226,1.041
124.256,1.045
124.286,1.039
124.316,1.048
124.346,1.045
124.376,1.035
124.406,1.042
124.436,1.044
124.466,1.044
124.496,1.046
124.526,1.048
124.556,1.045
124.586,1.040
124.616,1.042
124.646,1.050
124.676,1.042
124.706,1.045
124.736,1.039
124.766,1.038
124.796,1.045
124.826,1.047
124.856,1.044
124.886,1.033
124.916,1.045
124.946,1.050
124.976,1.036
125.006,1.044
125.036,1.046
125.066,1.044
125.096,1.045
125.126,1.050
125.156,1.041
125.186,1.032
125.216,1.042
125.246,1.048
125.276,1.045
125.306,1.045
125.336,1.033
125.366,1.044
125.396,1.048
125.426,1.049
125.456,1.040
125.486,1.042
125.516,1.048
125.546,1.043
125.576,1.044
125.606,1.042
125.636,1.044
125.666,1.043
125.696,1.045
125.726,1.049
125.756,1.038
125.786,1.048
125.816,1.043
125.846,1.046
125.876,1.049
125.906,1.041
125.936,1.038
125.966,1.046
125.996,1.045
126.026,1.049
126.056,1.042
126.086,1.040
126.116,1.048
126.146,1.048
126.176,1.041
126.206,1.041
126.236,1.043
126.266,1.047
126.296,1.047
126.326,1.043
126.356,1.045
126.386,1.044
126.416,1.045
126.446,1.051
126.476,1.042
126.506,1.038
126.536,1.044
126.566,1.045
126.596,1.047
126.626,1.053
126.656,1.037
126.686,1.043
126.716,1.048
126.746,1.042
126.776,1.045
126.806,1.047
126.836,1.041
126.866,1.048
126.896,1.045
126.926,1.041
126.956,1.042
126.986,1.047
127.016,1.047
127.046,1.045
127.076,1.041
127.106,1.041
127.136,1.044
127.166,1.041
127.196,1.048
127.226,1.042
127.256,1.043
127.286,1.050
127.316,1.044
127.346,1.035
127.376,1.043
127.406,1.040
127.436,1.046
127.466,1.043
127.496,1.043
127.526,1.043
127.556,1.039
127.586,1.045
127.616,1.043
127.646,1.051
127.676,1.042
127.706,1.044
127.736,1.042
127.766,1.044
127.796,1.047
127.826,1.048
127.856,1.042
127.886,1.048
127.916,1.042
127.946,1.043
127.976,1.046
128.006,1.042
128.036,1.048
128.066,1.047
128.096,1.044
128.126,1.048
128.156,1.041
128.186,1.045
128.216,1.045
128.246,1.045
128.276,1.053
128.306,1.041
128.336,1.043
128.366,1.037
128.396,1.041
128.426,1.045
128.456,1.050
128.486,1.043
128.516,1.047
128.546,1.044
128.576,1.046
128.606,1.042
128.636,1.042
128.666,1.052
128.696,1.041
128.726,1.044
128.756,1.041
128.786,1.049
128.816,1.046
128.846,1.041
128.876,1.044
128.906,1.043
128.936,1.049
128.966,1.045
128.996,1.040
129.026,1.043
129.056,1.044
129.086,1.048
129.116,1.038
129.146,1.041
129.176,1.047
129.206,1.040
129.236,1.041
129.266,1.048
129.296,1.044
129.326,1.048
129.356,1.051
129.386,1.042
129.416,1.043
129.446,1.050
129.476,1.044
129.506,1.040
129.536,1.042
129.566,1.047
129.596,1.047
129.626,1.044
129.656,1.044
129.686,1.045
129.716,1.043
129.746,1.047
129.776,1.042
129.806,1.044
129.836,1.043
129.866,1.043
129.896,1.044
129.926,1.046
129.956,1.047
129.986,1.042
130.016,1.042
130.046,1.047
130.076,1.044
130.106,1.048
130.136,1.040
130.166,1.044
130.196,1.040
130.226,1.047
130.256,1.044
130.286,1.040
130.316,1.043
130.346,1.048
130.376,1.044
130.406,1.045
130.436,1.044
130.466,1.044
130.496,1.048
130.526,1.040
130.556,1.041
130.586,1.047
130.616,1.041
130.646,1.048
130.676,1.045
130.706,1.042
130.736,1.035
130.766,1.041
130.796,1.050
130.826,1.047
130.856,1.042
130.886,1.037
130.916,1.041
130.946,1.045
130.976,1.048
131.006,1.044
131.036,1.041
131.066,1.050
131.096,1.044
131.126,1.044
131.156,1.041
131.186,1.041
131.216,1.046
131.246,1.050
131.276,1.040
131.306,1.036
131.336,1.045
131.366,1.047
131.396,1.050
131.426,1.047
131.456,1.035
131.486,1.040
131.516,1.051
131.546,1.044
131.576,1.039
131.606,1.040
131.636,1.044
131.666,1.045
131.696,1.044
131.726,1.044
131.756,1.040
131.786,1.045
131.816,1.048
131.846,1.043
131.876,1.040
131.906,1.040
131.936,1.043
131.966,1.051
131.996,1.043
132.026,1.036
132.056,1.042
132.086,1.048
132.116,1.044
132.146,1.047
132.176,1.040
132.206,1.042
132.236,1.049
132.266,1.042
132.296,1.037
132.326,1.044
132.356,1.044
132.386,1.047
132.416,1.044
132.446,1.044
132.476,1.041
132.506,1.046
132.536,1.054
132.566,1.045
132.596,1.039
132.626,1.045
132.656,1.045
132.686,1.046
132.716,1.049
132.746,1.036
132.776,1.046
132.806,1.043
132.836,1.043
132.866,1.043
132.896,1.041
132.926,1.048
132.956,1.045
132.986,1.049
133.016,1.040
133.046,1.046
133.076,1.046
133.106,1.044
133.136,1.048
133.166,1.046
133.196,1.040
133.226,1.044
133.256,1.041
133.286,1.043
133.316,1.049
133.346,1.040
133.376,1.050
133.406,1.043
133.436,1.039
133.466,1.046
133.496,1.046
133.526,1.045
133.556,1.048
133.586,1.046
133.616,1.050
133.646,1.047
133.676,1.044
133.706,1.043
133.736,1.045
133.766,1.047
133.796,1.044
133.826,1.043
133.856,1.040
133.886,1.044
133.916,1.044
133.946,1.042
133.976,1.044
134.006,1.043
134.036,1.046
134.066,1.041
134.096,1.047
134.126,1.047
134.156,1.048
134.186,1.045
134.216,1.043
134.246,1.042
134.276,1.047
134.306,1.051
134.336,1.046
134.366,1.039
134.396,1.044
134.426,1.049
134.456,1.042
134.486,1.046
134.516,1.042
134.546,1.039
134.576,1.049
134.606,1.049
134.636,1.042
134.666,1.047
134.696,1.046
134.726,1.041
134.756,1.041
134.786,1.047
134.816,1.051
134.846,1.044
134.876,1.046
134.906,1.042
134.936,1.046
134.966,1.047
134.996,1.048
135.026,1.040
135.056,1.043
135.086,1.049
135.116,1.050
135.146,1.047
135.176,1.040
135.206,1.042
135.236,1.040
135.266,1.047
135.296,1.049
135.326,1.041
135.356,1.050
135.386,1.044
135.416,1.041
135.446,1.044
135.476,1.044
135.506,1.050
135.536,1.047
135.566,1.040
135.596,1.044
135.626,1.050
135.656,1.049
135.686,1.049
135.716,1.042
135.746,1.046
135.776,1.048
135.806,1.047
135.836,1.045
135.866,1.048
135.896,1.043
135.926,1.049
135.956,1.044
135.986,1.046
136.016,1.044
136.046,1.045
136.076,1.040
136.106,1.043
136.136,1.046
136.166,1.048
136.196,1.049
136.226,1.044
136.256,1.047
136.286,1.044
136.316,1.048
136.346,1.046
136.376,1.048
136.406,1.048
136.436,1.043
136.466,1.036
136.496,1.044
136.526,1.054
136.556,1.047
136.586,1.040
136.616,1.049
136.646,1.046
136.676,1.044
136.706,1.047
136.736,1.047
136.766,1.043
136.796,1.048
136.826,1.051
136.856,1.043
136.886,1.042
136.916,1.046
136.946,1.044
136.976,1.044
137.006,1.051
137.036,1.043
137.066,1.043
137.096,1.046
137.126,1.043
137.156,1.055
137.186,1.043
137.216,1.047
137.246,1.047
137.276,1.043
137.306,1.046
137.336,1.044
137.366,1.050
137.396,1.047
137.426,1.050
137.456,1.046
137.486,1.045
137.516,1.048
137.546,1.050
137.576,1.053
137.606,1.049
137.636,1.045
137.666,1.046
137.696,1.042
137.726,1.048
137.756,1.051
137.786,1.046
137.816,1.042
137.846,1.047
137.876,1.046
137.906,1.045
137.936,1.051
137.966,1.050
137.996,1.052
138.026,1.045
138.056,1.045
138.086,1.044
138.116,1.051
138.146,1.052
138.176,1.047
138.206,1.043
138.236,1.047
138.266,1.044
138.296,1.047
138.326,1.052
138.356,1.048
138.386,1.042
138.416,1.053
138.446,1.043
138.476,1.042
138.506,1.049
138.536,1.045
138.566,1.051
138.596,1.044
138.626,1.048
138.656,1.043
138.686,1.052
138.716,1.053
138.746,1.045
138.776,1.053
138.806,1.047
138.836,1.044
138.866,1.047
138.896,1.046
138.926,1.050
138.956,1.046
138.986,1.045
139.016,1.053
139.046,1.047
139.076,1.045
139.106,1.049
139.136,1.049
139.166,1.052
139.196,1.047
139.226,1.046
139.256,1.048
139.286,1.046
139.316,1.052
139.346,1.048
139.376,1.047
139.406,1.053
139.436,1.046
139.466,1.042
139.496,1.050
139.526,1.054
139.556,1.046
139.586,1.049
139.616,1.049
139.646,1.053
139.676,1.048
139.706,1.044
139.736,1.048
139.766,1.048
139.796,1.051
139.826,1.050
139.856,1.045
139.886,1.054
139.916,1.049
139.946,1.055
139.976,1.047
140.006,1.047
140.036,1.053
140.066,1.046
140.096,1.040
140.126,1.053
140.156,1.052
140.186,1.043
140.216,1.041
140.246,1.049
140.276,1.053
140.306,1.046
140.336,1.047
140.366,1.045
140.396,1.040
140.426,1.050
140.456,1.048
140.486,1.044
140.516,1.051
140.546,1.057
140.576,1.047
140.606,1.050
140.636,1.055
140.666,1.046
140.696,1.043
140.726,1.046
140.756,1.047
140.786,1.050
140.816,1.049
140.846,1.046
140.876,1.050
140.906,1.054
140.936,1.041
140.966,1.046
140.996,1.046
141.026,1.046
141.056,1.053
141.086,1.049
141.116,1.045
141.146,1.051
141.176,1.051
141.206,1.051
141.236,1.052
141.266,1.051
141.296,1.047
141.326,1.045
141.356,1.051
141.386,1.048
141.416,1.048
141.446,1.047
141.476,1.048
141.506,1.050
141.536,1.042
141.566,1.049
141.596,1.048
141.626,1.047
141.656,1.051
141.686,1.051
141.716,1.048
141.746,1.047
141.776,1.051
141.806,1.053
141.836,1.050
141.866,1.048
141.896,1.047
141.926,1.041
141.956,1.050
141.986,1.047
142.016,1.052
142.046,1.049
142.076,1.048
142.106,1.050
142.136,1.045
142.166,1.046
142.196,1.048
142.226,1.055
142.256,1.048
142.286,1.049
142.316,1.051
142.346,1.045
142.376,1.047
142.406,1.050
142.436,1.051
142.466,1.056
142.496,1.042
142.526,1.048
142.556,1.050
142.586,1.047
142.616,1.049
142.646,1.054
142.676,1.044
142.706,1.054
142.736,1.047
142.766,1.047
142.796,1.047
142.826,1.048
142.856,1.054
142.886,1.047
142.916,1.051
142.946,1.045
142.976,1.050
143.006,1.052
143.036,1.040
143.066,1.049
143.096,1.047
143.126,1.054
143.156,1.050
143.186,1.046
143.216,1.046
143.246,1.050
143.276,1.054
143.306,1.047
143.336,1.044
143.366,1.054
143.396,1.044
143.426,1.044
143.456,1.048
143.486,1.049
143.516,1.050
143.546,1.046
143.576,1.048
143.606,1.049
143.636,1.051
143.666,1.052
143.696,1.047
143.726,1.050
143.756,1.054
143.786,1.044
143.816,1.044
143.846,1.050
143.876,1.047
143.906,1.051
143.936,1.044
143.966,1.049
143.996,1.051
144.026,1.048
144.056,1.046
144.086,1.043
144.116,1.053
144.146,1.041
144.176,1.050
144.206,1.054
144.236,1.045
144.266,1.048
144.296,1.047
144.326,1.049
144.356,1.055
144.386,1.051
144.416,1.039
144.446,1.048
144.476,1.051
144.506,1.055
144.536,1.043
144.566,1.045
144.596,1.050
144.626,1.054
144.656,1.044
144.686,1.045
144.716,1.049
144.746,1.046
144.776,1.049
144.806,1.053
144.836,1.045
144.866,1.046
144.896,1.049
144.926,1.052
144.956,1.050
144.986,1.048
145.016,1.049
145.046,1.047
145.076,1.046
145.106,1.051
145.136,1.046
145.166,1.046
145.196,1.047
145.226,1.052
145.256,1.049
145.286,1.042
145.316,1.051
145.346,1.051
145.376,1.044
145.406,1.053
145.436,1.052
145.466,1.046
145.496,1.048
145.526,1.046
145.556,1.053
145.586,1.053
145.616,1.050
145.646,1.049
145.676,1.046
145.706,1.050
145.736,1.058
145.766,1.050
145.796,1.049
145.826,1.052
145.856,1.045
145.886,1.047
145.916,1.047
145.946,1.048
145.976,1.054
146.006,1.049
146.036,1.052
146.066,1.047
146.096,1.045
146.126,1.054
146.156,1.050
146.186,1.049
146.216,1.045
146.246,1.049
146.276,1.051
146.306,1.053
146.336,1.048
146.366,1.047
146.396,1.053
146.426,1.043
146.456,1.047
146.486,1.046
146.516,1.047
146.546,1.051
146.576,1.049
146.606,1.049
146.636,1.050
146.666,1.051
146.696,1.049
146.726,1.057
146.756,1.051
146.786,1.044
146.816,1.047
146.846,1.050
146.876,1.047
146.906,1.056
146.936,1.048
146.966,1.048
146.996,1.051
147.026,1.044
147.056,1.049
147.086,1.050
147.116,1.047
147.146,1.050
147.176,1.047
147.206,1.052
147.236,1.049
147.266,1.047
147.296,1.057
147.326,1.048
147.356,1.050
147.386,1.047
147.416,1.046
147.446,1.055
147.476,1.052
147.506,1.046
147.536,1.047
147.566,1.045
147.596,1.045
147.626,1.049
147.656,1.042
147.686,1.049
147.716,1.043
147.746,1.051
147.776,1.049
147.806,1.052
147.836,1.051
147.866,1.050
147.896,1.050
147.926,1.046
147.956,1.055
147.986,1.051
148.016,1.047
148.046,1.045
148.076,1.050
148.106,1.050
148.136,1.055
148.166,1.049
148.196,1.050
148.226,1.053
148.256,1.041
148.286,1.048
148.316,1.049
148.346,1.046
148.376,1.054
148.406,1.050
148.436,1.046
148.466,1.053
148.496,1.050
148.526,1.049
148.556,1.042
148.586,1.057
148.616,1.054
148.646,1.047
148.676,1.048
148.706,1.045
148.736,1.049
148.766,1.049
148.796,1.043
148.826,1.049
148.856,1.043
148.886,1.050
148.916,1.048
148.946,1.047
148.976,1.051
149.006,1.053
149.036,1.056
149.066,1.049
149.096,1.044
149.126,1.056
149.156,1.049
149.186,1.052
149.216,1.051
149.246,1.042
149.276,1.058
149.306,1.052
149.336,1.049
149.366,1.045
149.396,1.045
149.426,1.052
149.456,1.052
149.486,1.046
149.516,1.047
149.546,1.056
149.576,1.044
149.606,1.049
149.636,1.049
149.666,1.048
149.696,1.053
149.726,1.052
149.756,1.047
149.786,1.047
149.816,1.048
149.846,1.052
149.876,1.046
149.906,1.043
149.936,1.050
149.966,1.049
149.996,1.052
150.026,1.048
150.056,1.047
150.086,1.046
150.116,1.046
150.146,1.053
150.176,1.049
150.206,1.049
150.236,1.053
150.266,1.050
150.296,1.050
150.326,1.045
150.356,1.050
150.386,1.050
150.416,1.056
150.446,1.048
150.476,1.046
150.506,1.045
150.536,1.052
150.566,1.053
150.596,1.043
150.626,1.041
150.656,1.053
150.686,1.052
150.716,1.055
150.746,1.052
150.776,1.042
150.806,1.049
150.836,1.050
150.866,1.052
150.896,1.049
150.926,1.047
150.956,1.053
150.986,1.046
151.016,1.046
151.046,1.048
151.076,1.044
151.106,1.053
151.136,1.052
151.166,1.048
151.196,1.051
151.226,1.051
151.256,1.056
151.286,1.044
151.316,1.047
151.346,1.052
151.376,1.050
151.406,1.051
151.436,1.042
151.466,1.047
151.496,1.047
151.526,1.051
151.556,1.045
151.586,1.049
151.616,1.049
151.646,1.055
151.676,1.049
151.706,1.046
151.736,1.047
151.766,1.050
151.796,1.051
151.826,1.053
151.856,1.048
151.886,1.050
151.916,1.050
151.946,1.049
151.976,1.048
152.006,1.048
152.036,1.047
152.066,1.055
152.096,1.052
152.126,1.051
152.156,1.049
152.186,1.054
152.216,1.050
152.246,1.054
152.276,1.048
152.306,1.050
152.336,1.048
152.366,1.048
152.396,1.055
152.426,1.048
152.456,1.049
152.486,1.052
152.516,1.047
152.546,1.047
152.576,1.051
152.606,1.056
152.636,1.046
152.666,1.044
152.696,1.059
152.726,1.048
152.756,1.047
152.786,1.044
152.816,1.053
152.846,1.048
152.876,1.057
152.906,1.046
152.936,1.048
152.966,1.050
152.996,1.044
153.026,1.044
153.056,1.051
153.086,1.054
153.116,1.055
153.146,1.045
153.176,1.051
153.206,1.051
153.236,1.051
153.266,1.051
153.296,1.046
153.326,1.045
153.356,1.051
153.386,1.050
153.416,1.047
153.446,1.043
153.476,1.049
153.506,1.054
153.536,1.057
153.566,1.049
153.596,1.048
153.626,1.052
153.656,1.054
153.686,1.041
153.716,1.051
153.746,1.054
153.776,1.052
153.806,1.050
153.836,1.046
153.866,1.050
153.896,1.053
153.926,1.052
153.956,1.051
153.986,1.047
154.016,1.048
154.046,1.055
154.076,1.050
154.106,1.042
154.136,1.051
154.166,1.051
154.196,1.049
154.226,1.057
154.256,1.047
154.286,1.048
154.316,1.052
154.346,1.045
154.376,1.048
154.406,1.050
154.436,1.053
154.466,1.049
154.496,1.052
154.526,1.046
154.556,1.050
154.586,1.048
154.616,1.047
154.646,1.051
154.676,1.050
154.706,1.053
154.736,1.045
154.766,1.049
154.796,1.055
154.826,1.049
154.856,1.049
154.886,1.050
154.916,1.048
154.946,1.055
154.976,1.048
155.006,1.049
155.036,1.048
155.066,1.049
155.096,1.049
155.126,1.048
155.156,1.052
155.186,1.050
155.216,1.050
155.246,1.048
155.276,1.048
155.306,1.048
155.336,1.053
155.366,1.047
155.396,1.049
155.426,1.050
155.456,1.057
155.486,1.055
155.516,1.046
155.546,1.049
155.576,1.049
155.606,1.049
155.636,1.047
155.666,1.049
155.696,1.051
155.726,1.050
155.756,1.052
155.786,1.051
155.816,1.045
155.846,1.050
155.876,1.047
155.906,1.054
155.936,1.051
155.966,1.047
155.996,1.047
156.026,1.051
156.056,1.050
156.086,1.050
156.116,1.050
156.146,1.044
156.176,1.055
156.206,1.044
156.236,1.050
156.266,1.048
156.296,1.050
156.326,1.051
156.356,1.051
156.386,1.047
156.416,1.050
156.446,1.055
156.476,1.049
156.506,1.044
156.536,1.059
156.566,1.054
156.596,1.044
156.626,1.050
156.656,1.050
156.686,1.052
156.716,1.057
156.746,1.046
156.776,1.047
156.806,1.053
156.836,1.046
156.866,1.048
156.896,1.052
156.926,1.052
156.956,1.051
156.986,1.045
157.016,1.052
157.046,1.052
157.076,1.045
157.106,1.046
157.136,1.052
157.166,1.053
157.196,1.046
157.226,1.044
157.256,1.050
157.286,1.053
157.316,1.050
157.346,1.054
157.376,1.045
157.406,1.046
157.436,1.053
157.466,1.047
157.496,1.045
157.526,1.053
157.556,1.049
157.586,1.050
157.616,1.053
157.646,1.054
157.676,1.046
157.706,1.052
157.736,1.050
157.766,1.048
157.796,1.053
157.826,1.049
157.856,1.045
157.886,1.046
157.916,1.054
157.946,1.052
157.976,1.052
158.006,1.051
158.036,1.051
158.066,1.047
158.096,1.047
158.126,1.049
158.156,1.046
158.186,1.049
158.216,1.054
158.246,1.049
158.276,1.049
158.306,1.040
158.336,1.057
158.366,1.054
158.396,1.053
158.426,1.055
158.456,1.052
158.486,1.048
158.516,1.044
158.546,1.045
158.576,1.046
158.606,1.046
158.636,1.043
158.666,1.058
158.696,1.048
158.726,1.046
158.756,1.042
158.786,1.048
158.816,1.051
158.846,1.053
158.876,1.050
158.906,1.043
158.936,1.047
158.966,1.049
158.996,1.047
159.026,1.055
159.056,1.047
159.086,1.053
159.116,1.049
159.146,1.044
159.176,1.046
159.206,1.055
159.236,1.040
159.266,1.047
159.296,1.046
159.326,1.041
159.356,1.047
159.386,1.052
159.416,1.047
159.446,1.050
159.476,1.046
159.506,1.043
159.536,1.046
159.566,1.051
159.596,1.044
159.626,1.055
159.656,1.054
159.686,1.049
159.716,1.049
159.746,1.044
159.776,1.047
159.806,1.049
159.836,1.047
159.866,1.053
159.896,1.049
159.926,1.049
159.956,1.049
159.986,1.050
160.016,1.051
160.046,1.054
160.076,1.047
160.106,1.049
160.136,1.050
160.166,1.044
160.196,1.054
160.226,1.051
160.256,1.050
160.286,1.044
160.316,1.043
160.346,1.055
160.376,1.053
160.406,1.047
160.436,1.051
160.466,1.051
160.496,1.045
160.526,1.045
160.556,1.049
160.586,1.048
160.616,1.046
160.646,1.054
160.676,1.049
160.706,1.040
160.736,1.050
160.766,1.054
160.796,1.050
160.826,1.045
160.856,1.044
160.886,1.049
160.916,1.053
160.946,1.055
160.976,1.047
161.006,1.054
161.036,1.047
161.066,1.045
161.096,1.048
161.126,1.051
161.156,1.054
161.186,1.045
161.216,1.049
161.246,1.045
161.276,1.045
161.306,1.058
161.336,1.047
161.366,1.048
161.396,1.044
161.426,1.047
161.456,1.052
161.486,1.051
161.516,1.055
161.546,1.047
161.576,1.050
161.606,1.052
161.636,1.047
161.666,1.053
161.696,1.045
161.726,1.054
161.756,1.046
161.786,1.050
161.816,1.052
161.846,1.050
161.876,1.047
161.906,1.047
161.936,1.059
161.966,1.049
161.996,1.053
162.026,1.049
162.056,1.043
162.086,1.048
162.116,1.053
162.146,1.048
162.176,1.053
162.206,1.052
162.236,1.043
162.266,1.049
162.296,1.050
162.326,1.046
162.356,1.050
162.386,1.052
162.416,1.052
162.446,1.056
162.476,1.051
162.506,1.053
162.536,1.049
162.566,1.050
162.596,1.052
162.626,1.042
162.656,1.049
162.686,1.050
162.716,1.046
162.746,1.052
162.776,1.047
162.806,1.046
162.836,1.050
162.866,1.050
162.896,1.048
162.926,1.050
162.956,1.048
162.986,1.052
163.016,1.047
163.046,1.048
163.076,1.056
163.106,1.049
163.136,1.043
163.166,1.049
163.196,1.043
163.226,1.049
163.256,1.055
163.286,1.049
163.316,1.047
163.346,1.049
163.376,1.050
163.406,1.049
163.436,1.047
163.466,1.054
163.496,1.050
163.526,1.051
163.556,1.046
163.586,1.046
163.616,1.053
163.646,1.056
163.676,1.051
163.706,1.049
163.736,1.049
163.766,1.049
163.796,1.046
163.826,1.057
163.856,1.051
163.886,1.050
163.916,1.047
163.946,1.050
163.976,1.047
164.006,1.051
164.036,1.051
164.066,1.048
164.096,1.051
164.126,1.050
164.156,1.041
164.186,1.050
164.216,1.051
164.246,1.053
164.276,1.053
164.306,1.040
164.336,1.045
164.366,1.050
164.396,1.047
164.426,1.055
164.456,1.043
164.486,1.050
164.516,1.053
164.546,1.045
164.576,1.044
164.606,1.048
164.636,1.047
164.666,1.051
164.696,1.052
164.726,1.051
164.756,1.049
164.786,1.048
164.816,1.048
164.846,1.053
164.876,1.047
164.906,1.053
164.936,1.045
164.966,1.046
164.996,1.050
165.026,1.060
165.056,1.047
165.086,1.049
165.116,1.053
165.146,1.044
165.176,1.048
165.206,1.048
165.236,1.051
165.266,1.054
165.296,1.050
165.326,1.047
165.356,1.046
165.386,1.054
165.416,1.052
165.446,1.054
165.476,1.049
165.506,1.046
165.536,1.049
165.566,1.049
165.596,1.049
165.626,1.048
165.656,1.049
165.686,1.052
165.716,1.046
165.746,1.050
165.776,1.051
165.806,1.049
165.836,1.052
165.866,1.053
165.896,1.047
165.926,1.047
165.956,1.051
165.986,1.053
166.016,1.051
166.046,1.053
166.076,1.046
166.106,1.047
166.136,1.050
166.166,1.049
166.196,1.057
166.226,1.045
166.256,1.050
166.286,1.054
166.316,1.047
166.346,1.048
166.376,1.051
166.406,1.050
166.436,1.052
166.466,1.050
166.496,1.053
166.526,1.045
166.556,1.045
166.586,1.056
166.616,1.047
166.646,1.056
166.676,1.050
166.706,1.042
166.736,1.048
166.766,1.050
166.796,1.052
166.826,1.046
166.856,1.044
166.886,1.058
166.916,1.047
166.946,1.043
166.976,1.051
167.006,1.047
167.036,1.053
167.066,1.050
167.096,1.048
167.126,1.041
167.156,1.048
167.186,1.054
167.216,1.051
167.246,1.050
167.276,1.043
167.306,1.047
167.336,1.051
167.366,1.052
167.396,1.050
167.426,1.047
167.456,1.050
167.486,1.048
167.516,1.054
167.546,1.045
167.576,1.047
167.606,1.051
167.636,1.050
167.666,1.051
167.696,1.048
167.726,1.053
167.756,1.048
167.786,1.045
167.816,1.053
167.846,1.048
167.876,1.045
167.906,1.052
167.936,1.049
167.966,1.049
167.996,1.056
168.026,1.047
168.056,1.050
168.086,1.050
168.116,1.047
168.146,1.047
168.176,1.050
168.206,1.051
168.236,1.051
168.266,1.054
168.296,1.047
168.326,1.049
168.356,1.051
168.386,1.051
168.416,1.054
168.446,1.044
168.476,1.054
168.506,1.050
168.536,1.049
168.566,1.053
168.596,1.046
168.626,1.047
168.656,1.051
168.686,1.047
168.716,1.046
168.746,1.048
168.776,1.050
168.806,1.053
168.836,1.051
168.866,1.055
168.896,1.049
168.926,1.051
168.956,1.046
168.986,1.057
169.016,1.049
169.046,1.049
169.076,1.045
169.106,1.046
169.136,1.055
169.166,1.058
169.196,1.049
169.226,1.047
169.256,1.050
169.286,1.044
169.316,1.048
169.346,1.055
169.376,1.051
169.406,1.049
169.436,1.054
169.466,1.049
169.496,1.048
169.526,1.054
169.556,1.048
169.586,1.053
169.616,1.045
169.646,1.044
169.676,1.051
169.706,1.050
169.736,1.051
169.766,1.044
169.796,1.053
169.826,1.052
169.856,1.051
169.886,1.046
169.916,1.046
169.946,1.051
169.976,1.049
170.006,1.051
170.036,1.046
170.066,1.047
170.096,1.047
170.126,1.047
170.156,1.050
170.186,1.044
170.216,1.044
170.246,1.046
170.276,1.054
170.306,1.053
170.336,1.054
170.366,1.044
170.396,1.050
170.426,1.056
170.456,1.047
170.486,1.048
170.516,1.052
170.546,1.047
170.576,1.054
170.606,1.049
170.636,1.047
170.666,1.047
170.696,1.051
170.726,1.051
170.756,1.050
170.786,1.048
170.816,1.043
170.846,1.050
170.876,1.053
170.906,1.050
170.936,1.045
170.966,1.047
170.996,1.049
171.026,1.048
171.056,1.051
171.086,1.051
171.116,1.048
171.146,1.050
171.176,1.048
171.206,1.050
171.236,1.050
171.266,1.053
171.296,1.052
171.326,1.053
171.356,1.046
171.386,1.049
171.416,1.047
171.446,1.046
171.476,1.053
171.506,1.053
171.536,1.043
171.566,1.054
171.596,1.050
171.626,1.043
171.656,1.052
171.686,1.047
171.716,1.053
171.746,1.050
171.776,1.055
171.806,1.052
171.836,1.045
171.866,1.052
171.896,1.050
171.926,1.057
171.956,1.045
171.986,1.047
172.016,1.046
172.046,1.045
172.076,1.059
172.106,1.052
172.136,1.044
172.166,1.050
172.196,1.052
172.226,1.052
172.256,1.049
172.286,1.049
172.316,1.051
172.346,1.054
172.376,1.048
172.406,1.046
172.436,1.053
172.466,1.050
172.496,1.049
172.526,1.049
172.556,1.049
172.586,1.057
172.616,1.046
172.646,1.048
172.676,1.045
172.706,1.048
172.736,1.056
172.766,1.050
172.796,1.043
172.826,1.048
172.856,1.054
172.886,1.044
172.916,1.050
172.946,1.046
172.976,1.053
173.006,1.053
173.036,1.046
173.066,1.047
173.096,1.049
173.126,1.054
173.156,1.048
173.186,1.039
173.216,1.051
173.246,1.051
173.276,1.056
173.306,1.050
173.336,1.043
173.366,1.049
173.396,1.054
