df_hash,22ZHK4.W0890N
329.480,36.125
330.458,36.125
331.483,36.125
332.457,36.094
333.478,36.125
334.453,36.125
335.476,36.156
336.451,36.156
337.484,36.156
338.548,36.188
339.479,36.219
340.449,36.250
341.619,36.250
342.524,36.250
343.471,36.250
344.446,36.250
345.521,36.250
346.483,36.281
347.476,36.281
348.493,36.219
349.565,36.188
350.508,36.188
351.467,36.219
352.544,36.188
353.465,36.156
354.638,36.156
355.558,36.156
356.439,36.125
357.709,36.156
358.487,36.188
359.756,36.188
360.471,36.188
361.557,36.188
362.443,36.219
363.612,36.219
364.535,36.219
365.458,36.188
366.482,36.219
367.481,36.219
368.629,36.219
369.455,36.188
370.577,36.219
371.454,36.219
372.478,36.250
373.699,36.250
374.533,36.250
375.452,36.281
376.500,36.250
377.688,36.281
378.748,36.250
379.449,36.250
380.473,36.219
381.594,36.188
382.594,36.188
383.447,36.188
396.465,36.281
397.441,36.344
398.464,36.344
399.439,36.344
400.463,36.344
401.487,36.281
402.461,36.312
403.459,36.312
404.461,36.281
405.436,36.281
406.459,36.281
407.532,36.250
408.458,36.250
409.433,36.281
410.460,36.281
411.432,36.312
412.455,36.281
413.480,36.281
414.552,36.281
415.527,36.281
416.599,36.281
417.428,36.281
418.455,36.281
419.484,36.250
420.511,36.281
421.479,36.281
422.648,36.250
423.537,36.250
424.529,36.250
425.472,36.250
426.642,36.219
427.481,36.250
428.643,36.219
429.618,36.219
430.460,36.219
431.471,36.156
432.505,36.219
433.516,36.250
434.445,36.281
435.560,36.281
436.441,36.312
437.565,36.406
438.793,36.406
439.609,36.500
440.487,36.500
441.856,36.562
442.437,36.562
443.495,36.594
444.436,36.594
445.755,36.594
446.510,36.594
447.458,36.500
448.449,36.500
449.457,36.406
450.432,36.406
451.461,36.406
452.431,36.406
453.455,36.344
454.430,36.375
455.454,36.375
456.429,36.375
457.452,36.406
458.476,36.406
459.557,36.438
460.426,36.406
461.450,36.406
462.425,36.438
463.497,36.406
464.670,36.406
465.492,36.406
466.471,36.406
467.446,36.406
468.716,36.438
469.445,36.406
470.420,36.406
471.444,36.406
472.419,36.406
473.464,36.406
474.417,36.375
475.443,36.375
476.416,36.375
477.440,36.375
478.466,36.406
479.439,36.406
480.462,36.406
481.437,36.406
482.461,36.312
483.877,36.250
484.460,36.219
485.436,36.125
486.459,36.094
487.434,36.000
488.458,35.875
489.532,35.781
490.456,35.688
491.435,35.625
