df_hash,22ZHK4.W0890N
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.T31E
person_label,V42
date_time_start,2025-10-27_14-12-39.001000_+03
date_time_start_unix,1761559959.001
date_time_end,2025-10-27_14-20-55.956000_+03
length_difference_noticed,no

time,temperature
15.495,34.281
16.503,34.312
17.578,34.312
18.501,34.375
19.477,34.375
20.500,34.375
21.475,34.406
22.499,34.406
23.488,34.406
24.498,34.438
25.622,34.438
26.497,34.438
27.475,34.500
28.495,34.500
29.522,34.469
30.494,34.531
31.531,34.531
32.532,34.562
33.531,34.625
34.492,34.594
35.515,34.594
36.490,34.625
37.573,34.594
38.489,34.625
39.513,34.562
40.878,34.562
41.521,34.594
42.495,34.625
43.535,34.625
44.485,34.688
45.509,34.750
46.559,34.781
47.508,34.844
48.486,34.844
49.656,34.938
50.482,34.969
51.800,34.969
52.578,34.969
53.504,34.969
54.489,34.969
55.895,34.938
56.502,34.938
57.599,34.938
58.477,34.906
59.552,34.906
60.476,34.906
61.499,34.938
62.527,34.969
63.507,35.000
64.478,35.000
65.521,35.031
66.718,35.000
67.499,35.031
68.549,35.031
69.521,35.062
70.471,35.062
71.591,35.094
72.517,35.125
73.530,35.125
74.467,35.156
75.491,35.188
76.490,35.219
77.489,35.250
78.562,35.312
79.929,35.281
80.464,35.312
81.489,35.312
82.854,35.312
83.486,35.312
84.510,35.312
85.484,35.344
86.508,35.344
87.606,35.344
88.507,35.344
89.482,35.344
90.554,35.438
91.480,35.469
92.509,35.500
93.532,35.469
94.503,35.500
95.532,35.500
96.552,35.531
97.579,35.531
98.501,35.531
99.576,35.531
100.504,35.469
101.481,35.469
102.747,35.469
103.473,35.531
104.545,35.531
105.740,35.562
106.544,35.562
107.471,35.562
108.568,35.562
109.615,35.562
110.619,35.562
111.543,35.562
112.589,35.531
113.807,35.531
114.494,35.531
115.614,35.531
116.733,35.562
117.610,35.562
118.489,35.562
119.736,35.594
120.536,35.625
121.462,35.625
122.635,35.656
123.655,35.625
124.588,35.625
125.508,35.625
126.532,35.625
127.654,35.625
128.483,35.625
129.555,35.625
130.579,35.594
131.553,35.562
132.503,35.562
133.552,35.562
134.576,35.562
135.607,35.562
136.478,35.531
137.501,35.562
138.779,35.562
139.500,35.594
140.475,35.625
141.757,35.719
142.619,35.688
143.497,35.719
144.735,35.781
145.496,35.781
146.472,35.812
147.644,35.781
148.470,35.812
149.644,35.781
150.517,35.812
151.501,35.750
152.765,35.781
153.640,35.750
154.470,35.750
155.502,35.750
156.514,35.750
157.556,35.750
158.615,35.750
159.536,35.781
160.463,35.750
161.535,35.750
162.461,35.750
163.533,35.781
164.475,35.781
165.492,35.781
166.507,35.844
167.487,35.844
168.465,35.875
169.581,35.875
170.456,35.844
171.483,35.875
172.455,35.875
173.508,35.875
174.603,35.844
175.478,35.844
176.455,35.812
177.771,35.812
178.476,35.688
179.539,35.688
180.499,35.750
181.474,35.719
182.507,35.781
183.473,35.750
184.496,35.750
185.815,35.750
186.495,35.750
187.470,35.750
188.494,35.875
189.956,35.875
190.498,35.781
191.468,35.781
192.494,35.781
193.466,35.812
194.494,35.812
195.712,35.844
196.489,35.844
197.469,35.875
198.488,35.875
199.463,35.875
200.535,35.938
201.464,35.969
202.485,35.969
203.460,35.938
204.727,35.906
205.508,35.875
206.507,35.938
207.458,35.938
208.482,35.938
209.488,35.938
210.727,35.969
211.473,36.000
212.479,36.000
213.454,36.031
214.724,36.031
215.453,36.062
216.479,36.094
217.452,36.062
218.475,36.094
219.548,36.062
220.474,36.062
221.498,36.031
222.473,36.031
223.498,36.031
224.520,36.000
225.739,36.031
226.471,35.969
227.494,35.938
228.470,35.906
229.493,35.906
230.472,35.906
231.499,35.844
232.516,35.812
233.490,35.844
234.465,35.844
235.489,35.875
236.611,35.906
237.491,35.906
238.504,35.906
239.633,36.031
240.618,36.031
241.486,36.094
242.461,36.125
243.484,36.094
244.462,36.125
245.483,36.094
246.458,36.094
247.481,36.062
248.457,36.062
249.481,35.969
250.602,35.969
251.625,35.938
252.454,35.938
253.512,35.938
254.505,35.938
255.480,35.938
256.485,35.969
257.476,36.000
258.451,36.000
259.475,36.031
260.450,36.031
261.473,36.000
262.448,36.000
263.480,36.062
264.500,36.062
265.470,36.094
266.543,36.062
267.475,36.062
268.639,36.031
269.468,36.031
270.448,36.031
271.467,36.031
272.539,36.062
273.470,36.062
274.441,36.031
275.464,36.031
276.488,35.969
277.463,36.000
278.494,36.000
279.491,36.000
280.486,36.000
281.461,36.031
282.493,36.031
283.488,36.031
284.483,36.000
285.458,36.000
286.530,36.031
287.482,36.031
288.481,36.031
289.653,36.000
290.480,36.031
291.555,36.031
292.534,36.031
293.454,36.031
294.609,36.062
295.553,36.062
296.477,36.062
297.455,36.094
298.526,36.062
299.498,36.094
300.473,36.094
301.457,36.094
302.472,36.125
303.496,36.094
304.524,36.125
305.446,36.125
306.469,36.125
307.445,36.125
308.491,36.156
309.543,36.125
310.467,36.125
311.500,36.156
312.515,36.188
313.490,36.188
314.464,36.156
315.471,36.188
316.463,36.156
317.584,36.156
318.463,36.188
319.438,36.188
320.461,36.156
321.460,36.156
322.755,36.125
323.533,36.125
324.472,36.125
325.483,36.094
326.458,36.094
327.725,36.094
328.456,36.094
