df_hash,22ZHK4.QBUHEK
318.489,34.562
319.527,34.625
320.488,34.594
321.535,34.594
322.486,34.594
323.510,34.625
324.485,34.625
325.757,34.656
326.486,34.656
327.508,34.656
328.554,34.625
329.506,34.625
330.484,34.625
331.505,34.656
332.723,34.688
333.503,34.656
334.479,34.656
335.503,34.656
336.526,34.594
337.501,34.594
338.525,34.594
339.526,34.625
340.524,34.562
341.499,34.531
342.720,34.500
343.524,34.531
344.524,34.562
345.506,34.562
346.546,34.594
347.544,34.594
348.567,34.594
349.519,34.625
350.569,34.656
351.564,34.656
352.565,34.688
353.492,34.719
354.515,34.656
355.834,34.688
356.542,34.719
357.489,34.750
358.805,34.750
359.488,34.719
360.515,34.719
361.782,34.719
362.510,34.656
363.485,34.656
364.510,34.688
365.682,34.656
366.508,34.688
367.511,34.625
368.507,34.656
369.482,34.719
370.752,34.719
371.491,34.719
372.553,34.750
373.499,34.719
374.503,34.719
375.576,34.688
376.502,34.719
377.477,34.719
378.501,34.719
379.516,34.688
380.505,34.719
381.547,34.688
382.498,34.688
383.521,34.688
384.507,34.719
385.520,34.688
386.499,34.688
387.523,34.625
388.494,34.594
389.518,34.656
390.493,34.656
391.517,34.719
392.492,34.719
393.516,34.719
394.491,34.719
395.520,34.812
396.494,34.812
397.513,34.875
398.494,34.844
399.511,34.781
400.487,34.812
401.511,34.781
402.486,34.812
403.510,34.781
404.485,34.812
405.508,34.781
406.486,34.812
407.507,34.812
408.492,34.844
409.506,34.875
410.481,34.875
411.504,34.875
412.488,34.875
413.533,34.906
414.773,34.875
415.542,34.844
416.480,34.844
417.510,34.812
418.670,34.844
419.500,34.844
420.475,34.812
421.658,34.812
422.475,34.812
423.497,34.812
424.521,34.812
425.496,34.844
426.471,34.844
427.495,34.844
428.713,34.844
429.494,34.844
430.469,34.844
431.497,34.875
432.613,34.875
433.498,34.875
434.515,34.875
435.491,34.844
436.611,34.781
437.493,34.812
438.512,34.812
439.487,34.844
440.511,34.844
441.586,34.844
442.510,34.875
443.780,34.844
444.528,34.875
445.484,34.875
446.507,34.938
447.581,34.906
448.506,34.875
449.487,34.906
450.508,34.875
451.626,34.844
452.504,34.812
453.478,34.844
454.552,34.812
455.478,34.812
456.650,34.844
457.722,34.875
458.500,34.875
459.524,34.844
460.502,34.875
461.474,34.906
462.498,34.875
463.474,34.875
464.496,34.906
465.503,34.906
466.500,34.938
467.470,34.875
468.494,34.875
469.471,34.875
470.493,34.875
471.468,34.844
472.589,34.844
473.491,34.812
474.688,34.844
475.465,34.812
476.519,34.812
477.464,34.844
478.488,34.844
479.494,34.844
480.487,34.844
481.516,34.812
482.777,34.812
483.520,34.750
484.484,34.719
485.510,34.719
486.483,34.719
487.604,34.719
488.483,34.688
489.505,34.719
490.480,34.719
491.504,34.781
492.479,34.812
493.503,34.969
494.479,34.969
495.502,34.969
496.477,34.969
497.500,35.000
498.532,35.031
499.501,35.000
500.474,35.031
501.744,35.000
502.473,35.000
503.497,34.875
504.472,34.875
505.496,34.906
506.470,34.938
507.494,34.875
508.569,34.875
509.493,34.844
510.468,34.812
511.492,34.812
512.467,34.812
513.647,34.812
514.466,34.844
515.495,34.875
516.513,34.812
517.498,34.844
518.463,34.844
519.536,34.844
520.515,34.875
