df_hash,22ZHK4.QBUHEK
127.832,1.047
127.862,1.049
127.892,1.044
127.922,1.047
127.952,1.039
127.982,1.045
128.012,1.048
128.042,1.050
128.072,1.054
128.102,1.049
128.132,1.053
128.162,1.062
128.192,1.053
128.222,1.055
128.252,1.046
128.282,1.052
128.312,1.046
128.342,1.040
128.372,1.048
128.402,1.049
128.432,1.052
128.462,1.054
128.492,1.050
128.522,1.055
128.552,1.056
128.582,1.054
128.612,1.052
128.642,1.047
128.672,1.040
128.702,1.047
128.732,1.044
128.762,1.047
128.792,1.053
128.822,1.050
128.852,1.055
128.882,1.047
128.912,1.053
128.942,1.057
128.972,1.046
129.002,1.050
129.032,1.050
129.062,1.053
129.092,1.050
129.122,1.050
129.152,1.048
129.182,1.048
129.212,1.051
129.242,1.052
129.272,1.053
129.302,1.050
129.332,1.053
129.362,1.050
129.392,1.053
129.422,1.047
129.452,1.049
129.482,1.054
129.512,1.054
129.542,1.049
129.572,1.052
129.602,1.050
129.632,1.051
129.662,1.055
129.692,1.048
129.722,1.050
129.752,1.049
129.782,1.050
129.812,1.051
129.842,1.052
129.872,1.056
129.902,1.054
129.932,1.049
129.962,1.051
129.992,1.051
130.022,1.048
130.052,1.052
130.082,1.051
130.112,1.055
130.142,1.050
130.172,1.062
130.202,1.052
130.232,1.053
130.262,1.054
130.292,1.054
130.322,1.052
130.352,1.049
130.382,1.051
130.412,1.053
130.442,1.052
130.472,1.054
130.502,1.046
130.532,1.051
130.562,1.052
130.592,1.054
130.622,1.052
130.652,1.049
130.682,1.054
130.712,1.054
130.742,1.056
130.772,1.050
130.802,1.054
130.832,1.053
130.862,1.053
130.892,1.054
130.922,1.054
130.952,1.054
130.982,1.051
131.012,1.054
131.042,1.053
131.072,1.054
131.102,1.054
131.132,1.052
131.162,1.051
131.192,1.051
131.222,1.054
131.252,1.056
131.282,1.050
131.312,1.052
131.342,1.049
131.372,1.057
131.402,1.050
131.432,1.053
131.462,1.054
131.492,1.049
131.522,1.053
131.552,1.053
131.582,1.055
131.612,1.058
131.642,1.052
131.672,1.053
131.702,1.048
131.732,1.052
131.762,1.052
131.792,1.053
131.822,1.053
131.852,1.053
131.882,1.050
131.912,1.053
131.942,1.057
131.972,1.054
132.002,1.057
132.032,1.049
132.062,1.054
132.092,1.052
132.122,1.054
132.152,1.057
132.182,1.050
132.212,1.054
132.242,1.050
132.272,1.059
132.302,1.051
132.332,1.053
132.362,1.054
132.392,1.056
132.422,1.057
132.452,1.053
132.482,1.058
132.512,1.055
132.542,1.054
132.572,1.051
132.602,1.054
132.632,1.053
132.662,1.054
132.692,1.056
132.722,1.054
132.752,1.054
132.782,1.058
132.812,1.052
132.842,1.052
132.872,1.053
132.902,1.055
132.932,1.060
132.962,1.054
132.992,1.053
133.022,1.055
133.052,1.056
133.082,1.054
133.112,1.056
133.142,1.057
133.172,1.054
133.202,1.057
133.232,1.055
133.262,1.054
133.292,1.054
133.322,1.053
133.352,1.053
133.382,1.052
133.412,1.055
133.442,1.057
133.472,1.057
133.502,1.052
133.532,1.056
133.562,1.056
133.592,1.054
133.622,1.056
133.652,1.056
133.682,1.058
133.712,1.058
133.742,1.060
133.772,1.054
133.802,1.057
133.832,1.054
133.862,1.052
133.892,1.059
133.922,1.051
133.952,1.058
133.982,1.055
134.012,1.057
134.042,1.057
134.072,1.054
134.102,1.054
134.132,1.058
134.162,1.053
134.192,1.054
134.222,1.051
134.252,1.055
134.282,1.051
134.312,1.057
134.342,1.055
134.372,1.058
134.402,1.058
134.432,1.058
134.462,1.055
134.492,1.052
134.522,1.057
134.552,1.054
134.582,1.057
134.612,1.057
134.642,1.054
134.672,1.054
134.702,1.053
134.732,1.055
134.762,1.058
134.792,1.055
134.822,1.058
134.852,1.049
134.882,1.051
134.912,1.061
134.942,1.049
134.972,1.052
135.002,1.054
135.032,1.062
135.062,1.053
135.092,1.057
135.122,1.053
135.152,1.058
135.182,1.057
135.212,1.060
135.242,1.056
135.272,1.056
135.302,1.056
135.332,1.052
135.362,1.058
135.392,1.053
135.422,1.053
135.452,1.055
135.482,1.052
135.512,1.051
135.542,1.050
135.572,1.055
135.602,1.058
135.632,1.054
135.662,1.059
135.692,1.058
135.722,1.061
135.752,1.053
135.782,1.055
135.812,1.058
135.842,1.062
135.872,1.058
135.902,1.057
135.932,1.058
135.962,1.058
135.992,1.058
136.022,1.062
136.052,1.054
136.082,1.060
136.112,1.059
136.142,1.052
136.172,1.055
136.202,1.055
136.232,1.058
136.262,1.057
136.292,1.055
136.322,1.057
136.352,1.057
136.382,1.057
136.412,1.057
136.442,1.060
136.472,1.056
136.502,1.053
136.532,1.055
136.562,1.056
136.592,1.056
136.622,1.056
136.652,1.057
136.682,1.057
136.712,1.056
136.742,1.062
136.772,1.054
136.802,1.060
136.832,1.057
136.862,1.057
136.892,1.057
136.922,1.057
136.952,1.057
136.982,1.056
137.012,1.059
137.042,1.056
137.072,1.056
137.102,1.058
137.132,1.056
137.162,1.061
137.192,1.059
137.222,1.055
137.252,1.057
137.282,1.059
137.312,1.055
137.342,1.059
137.372,1.059
137.402,1.056
137.432,1.058
137.462,1.059
137.492,1.063
137.522,1.055
137.552,1.061
137.582,1.059
137.612,1.060
137.642,1.059
137.672,1.055
137.702,1.058
137.732,1.058
137.762,1.058
137.792,1.059
137.822,1.055
137.852,1.059
137.882,1.055
137.912,1.056
137.942,1.059
137.972,1.057
138.002,1.056
138.032,1.059
138.062,1.055
138.092,1.062
138.122,1.058
138.152,1.055
138.182,1.059
138.212,1.057
138.242,1.060
138.272,1.064
138.302,1.055
138.332,1.063
138.362,1.060
138.392,1.059
138.422,1.056
138.452,1.060
138.482,1.060
138.512,1.060
138.542,1.066
138.572,1.057
138.602,1.055
138.632,1.055
138.662,1.055
138.692,1.057
138.722,1.055
138.752,1.057
138.782,1.057
138.812,1.061
138.842,1.056
138.872,1.059
138.902,1.058
138.932,1.058
138.962,1.046
138.992,1.055
139.022,1.051
139.052,1.053
139.082,1.053
139.112,1.052
139.142,1.057
139.172,1.054
139.202,1.044
139.232,1.051
139.262,1.057
139.292,1.061
139.322,1.056
139.352,1.053
139.382,1.054
139.412,1.050
139.442,1.048
139.472,1.049
139.502,1.048
139.532,1.051
139.562,1.042
139.592,1.059
139.622,1.061
139.652,1.051
139.682,1.054
139.712,1.055
139.742,1.052
139.772,1.055
139.802,1.054
139.832,1.052
139.862,1.049
139.892,1.052
139.922,1.052
139.952,1.052
139.982,1.047
140.012,1.056
140.042,1.052
140.072,1.050
140.102,1.055
140.132,1.060
140.162,1.059
140.192,1.061
140.222,1.054
140.252,1.045
140.282,1.052
140.312,1.055
140.342,1.046
140.372,1.052
140.402,1.054
140.432,1.056
140.462,1.048
140.492,1.051
140.522,1.061
140.552,1.052
140.582,1.054
140.612,1.062
140.642,1.062
140.672,1.069
140.702,1.062
140.732,1.056
140.762,1.056
140.792,1.060
140.822,1.055
140.852,1.053
140.882,1.051
140.912,1.058
140.942,1.056
140.972,1.051
141.002,1.051
141.032,1.049
141.062,1.043
141.092,1.045
141.122,1.052
141.152,1.051
141.182,1.054
141.212,1.049
141.242,1.057
141.272,1.051
141.302,1.062
141.332,1.058
141.362,1.064
141.392,1.048
141.422,1.061
141.452,1.060
141.482,1.061
141.512,1.050
141.542,1.054
141.572,1.054
141.602,1.051
141.632,1.063
141.662,1.054
141.692,1.048
141.722,1.051
141.752,1.050
141.782,1.037
141.812,1.042
141.842,1.052
141.872,1.048
141.902,1.047
141.932,1.051
141.962,1.057
141.992,1.051
142.022,1.067
142.052,1.053
142.082,1.032
142.112,1.044
142.142,1.042
142.172,1.036
142.202,1.049
142.232,1.056
142.262,1.043
142.292,1.048
142.322,1.054
142.352,1.056
142.382,1.047
142.412,1.054
142.442,1.061
142.472,1.062
142.502,1.052
142.532,1.053
142.562,1.043
142.592,1.043
142.622,1.040
142.652,1.044
142.682,1.047
142.712,1.054
142.742,1.050
142.772,1.053
142.802,1.051
142.832,1.046
142.862,1.050
142.892,1.041
142.922,1.048
142.952,1.048
142.982,1.042
143.012,1.051
143.042,1.048
143.072,1.045
143.102,1.047
143.132,1.048
143.162,1.046
143.192,1.047
143.222,1.046
143.252,1.049
143.282,1.050
143.312,1.050
143.342,1.045
143.372,1.046
143.402,1.051
143.432,1.052
143.462,1.050
143.492,1.052
143.522,1.047
143.552,1.050
143.582,1.042
143.612,1.055
143.642,1.051
143.672,1.045
143.702,1.048
143.732,1.048
143.762,1.048
143.792,1.052
143.822,1.052
143.852,1.052
143.882,1.047
143.912,1.046
143.942,1.046
143.972,1.048
144.002,1.053
144.032,1.054
144.062,1.050
144.092,1.048
144.122,1.044
144.152,1.054
144.182,1.049
144.212,1.058
144.242,1.051
144.272,1.048
144.302,1.046
144.332,1.047
144.362,1.048
144.392,1.051
144.422,1.053
144.452,1.054
144.482,1.052
144.512,1.054
144.542,1.046
144.572,1.051
144.602,1.045
144.632,1.047
144.662,1.049
144.692,1.051
144.722,1.050
144.752,1.053
144.782,1.056
144.812,1.055
144.842,1.052
144.872,1.054
144.902,1.050
144.932,1.045
144.962,1.047
144.992,1.046
145.022,1.055
145.052,1.063
145.082,1.073
145.112,1.060
145.142,1.056
145.172,1.061
145.202,1.053
145.232,1.048
145.262,1.045
145.292,1.042
145.322,1.049
145.352,1.050
145.382,1.056
145.412,1.056
145.442,1.058
145.472,1.061
145.502,1.063
145.532,1.059
145.562,1.055
145.592,1.060
145.622,1.058
145.652,1.058
145.682,1.058
145.712,1.052
145.742,1.057
145.772,1.061
145.802,1.064
145.832,1.067
145.862,1.066
145.892,1.065
145.922,1.060
145.952,1.059
145.982,1.058
146.012,1.063
146.042,1.061
146.072,1.069
146.102,1.062
146.132,1.062
146.162,1.061
146.192,1.060
146.222,1.061
146.252,1.062
146.282,1.067
146.312,1.059
146.342,1.063
146.372,1.063
146.402,1.060
146.432,1.061
146.462,1.060
146.492,1.061
146.522,1.062
146.552,1.062
146.582,1.062
146.612,1.064
146.642,1.062
146.672,1.063
146.702,1.062
146.732,1.063
146.762,1.062
146.792,1.061
146.822,1.062
146.852,1.064
146.882,1.062
146.912,1.066
146.942,1.062
146.972,1.065
147.002,1.057
147.032,1.065
147.062,1.064
147.092,1.062
147.122,1.061
147.152,1.061
147.182,1.067
147.212,1.058
147.242,1.064
147.272,1.065
147.302,1.062
147.332,1.062
147.362,1.061
147.392,1.057
147.422,1.062
147.452,1.062
147.482,1.066
147.512,1.062
147.542,1.063
147.572,1.059
147.602,1.062
147.632,1.062
147.662,1.064
147.692,1.058
147.722,1.063
147.752,1.061
147.782,1.065
147.812,1.067
147.842,1.054
147.872,1.060
147.902,1.063
147.932,1.062
147.962,1.061
147.992,1.062
148.022,1.062
148.052,1.062
148.082,1.065
148.112,1.060
148.142,1.068
148.172,1.062
148.202,1.058
148.232,1.063
148.262,1.060
148.292,1.058
148.322,1.065
148.352,1.063
148.382,1.065
148.412,1.063
148.442,1.062
148.472,1.061
148.502,1.062
148.532,1.063
148.562,1.060
148.592,1.062
148.622,1.062
148.652,1.063
148.682,1.062
148.712,1.060
148.742,1.060
148.772,1.061
148.802,1.061
148.832,1.061
148.862,1.061
148.892,1.062
148.922,1.061
148.952,1.062
148.982,1.058
149.012,1.062
149.042,1.063
149.072,1.062
149.102,1.062
149.132,1.062
149.162,1.064
149.192,1.062
149.222,1.064
149.252,1.061
149.282,1.061
149.312,1.062
149.342,1.062
149.372,1.062
149.402,1.062
149.432,1.064
149.462,1.065
149.492,1.065
149.522,1.057
149.552,1.054
149.582,1.057
149.612,1.061
149.642,1.062
149.672,1.063
149.702,1.067
149.732,1.065
149.762,1.058
149.792,1.064
149.822,1.067
149.852,1.064
149.882,1.061
149.912,1.063
149.942,1.060
149.972,1.058
150.002,1.062
150.032,1.063
150.062,1.060
150.092,1.061
150.122,1.063
150.152,1.061
150.182,1.062
150.212,1.062
150.242,1.062
150.272,1.062
150.302,1.062
150.332,1.063
150.362,1.064
150.392,1.065
150.422,1.061
150.452,1.059
150.482,1.066
150.512,1.058
150.542,1.061
150.572,1.066
150.602,1.060
150.632,1.061
150.662,1.064
150.692,1.065
150.722,1.057
150.752,1.060
150.782,1.065
150.812,1.065
150.842,1.062
150.872,1.060
150.902,1.060
150.932,1.061
150.962,1.063
150.992,1.065
151.022,1.064
151.052,1.058
151.082,1.063
151.112,1.062
151.142,1.061
151.172,1.062
151.202,1.060
151.232,1.060
151.262,1.066
151.292,1.063
151.322,1.062
151.352,1.067
151.382,1.062
151.412,1.060
151.442,1.062
151.472,1.064
151.502,1.062
151.532,1.061
151.562,1.064
151.592,1.057
151.622,1.069
151.652,1.061
151.682,1.061
151.712,1.063
151.742,1.063
151.772,1.058
151.802,1.063
151.832,1.064
151.862,1.064
151.892,1.067
151.922,1.062
151.952,1.056
151.982,1.062
152.012,1.061
152.042,1.058
152.072,1.062
152.102,1.062
152.132,1.062
152.162,1.062
152.192,1.068
152.222,1.063
152.252,1.064
152.282,1.062
152.312,1.062
152.342,1.060
152.372,1.062
152.402,1.061
152.432,1.059
152.462,1.065
152.492,1.062
152.522,1.062
152.552,1.064
152.582,1.063
152.612,1.064
152.642,1.063
152.672,1.066
152.702,1.063
152.732,1.059
152.762,1.054
152.792,1.059
152.822,1.067
152.852,1.066
152.882,1.061
152.912,1.060
152.942,1.055
152.972,1.055
153.002,1.061
153.032,1.064
153.062,1.060
153.092,1.063
153.122,1.065
153.152,1.066
153.182,1.064
153.212,1.065
153.242,1.061
153.272,1.062
153.302,1.065
153.332,1.062
153.362,1.058
153.392,1.061
153.422,1.063
153.452,1.061
153.482,1.060
153.512,1.063
153.542,1.061
153.572,1.064
153.602,1.065
153.632,1.065
153.662,1.068
153.692,1.063
153.722,1.062
153.752,1.064
153.782,1.062
153.812,1.057
153.842,1.061
153.872,1.062
153.902,1.059
153.932,1.062
153.962,1.062
153.992,1.060
154.022,1.064
154.052,1.068
154.082,1.062
154.112,1.064
154.142,1.062
154.172,1.057
154.202,1.058
154.232,1.061
154.262,1.063
154.292,1.065
154.322,1.065
154.352,1.062
154.382,1.061
154.412,1.059
154.442,1.062
154.472,1.062
154.502,1.064
154.532,1.062
154.562,1.065
154.592,1.063
154.622,1.062
154.652,1.056
154.682,1.066
154.712,1.059
154.742,1.060
154.772,1.063
154.802,1.061
154.832,1.063
154.862,1.062
154.892,1.062
154.922,1.061
154.952,1.063
154.982,1.060
155.012,1.057
155.042,1.062
155.072,1.062
155.102,1.062
155.132,1.063
155.162,1.063
155.192,1.062
155.222,1.061
155.252,1.065
155.282,1.066
155.312,1.063
155.342,1.063
155.372,1.061
155.402,1.060
155.432,1.062
155.462,1.063
155.492,1.062
155.522,1.063
155.552,1.063
155.582,1.061
155.612,1.064
155.642,1.065
155.672,1.064
155.702,1.062
155.732,1.062
155.762,1.063
155.792,1.062
155.822,1.058
155.852,1.061
155.882,1.061
155.912,1.060
155.942,1.065
155.972,1.063
156.002,1.060
156.032,1.058
156.062,1.060
156.092,1.061
156.122,1.061
156.152,1.064
156.182,1.062
156.212,1.064
156.242,1.062
156.272,1.060
156.302,1.063
156.332,1.065
156.362,1.060
156.392,1.064
156.422,1.066
156.452,1.065
156.482,1.064
156.512,1.065
156.542,1.057
156.572,1.060
156.602,1.061
156.632,1.062
156.662,1.063
156.692,1.063
156.722,1.062
156.752,1.063
156.782,1.062
156.812,1.064
156.842,1.060
156.872,1.061
156.902,1.063
156.932,1.061
156.962,1.063
156.992,1.061
157.022,1.061
157.052,1.060
157.082,1.062
157.112,1.070
157.142,1.067
157.172,1.062
157.202,1.062
157.232,1.064
157.262,1.062
157.292,1.059
157.322,1.062
157.352,1.064
157.382,1.065
157.412,1.068
157.442,1.062
157.472,1.060
157.502,1.061
157.532,1.058
157.562,1.062
157.592,1.063
157.622,1.067
157.652,1.062
157.682,1.059
157.712,1.062
157.742,1.061
157.772,1.065
157.802,1.062
157.832,1.062
157.862,1.064
157.892,1.063
157.922,1.059
157.952,1.068
157.982,1.063
158.012,1.061
158.042,1.067
158.072,1.061
158.102,1.060
158.132,1.063
158.162,1.071
158.192,1.065
158.222,1.068
158.252,1.063
158.282,1.059
158.312,1.057
158.342,1.058
158.372,1.060
158.402,1.064
158.432,1.064
158.462,1.062
158.492,1.063
158.522,1.062
158.552,1.064
158.582,1.062
158.612,1.066
158.642,1.067
158.672,1.064
158.702,1.065
158.732,1.062
158.762,1.057
158.792,1.064
158.822,1.067
158.852,1.064
158.882,1.062
158.912,1.066
158.942,1.059
158.972,1.061
159.002,1.064
159.032,1.061
159.062,1.062
159.092,1.065
159.122,1.062
159.152,1.061
159.182,1.063
159.212,1.065
159.242,1.063
159.272,1.061
159.302,1.061
159.332,1.064
159.362,1.061
159.392,1.064
159.422,1.055
159.452,1.058
159.482,1.051
159.512,1.060
159.542,1.058
159.572,1.055
159.602,1.056
159.632,1.062
159.662,1.058
159.692,1.060
159.722,1.049
159.752,1.061
159.782,1.060
159.812,1.060
159.842,1.059
159.872,1.058
159.902,1.060
159.932,1.056
159.962,1.062
159.992,1.058
160.022,1.052
160.052,1.056
160.082,1.052
160.112,1.053
160.142,1.054
160.172,1.054
160.202,1.054
160.232,1.053
160.262,1.055
160.292,1.054
160.322,1.051
160.352,1.051
160.382,1.052
160.412,1.054
160.442,1.058
160.472,1.056
160.502,1.052
160.532,1.066
160.562,1.067
160.592,1.061
160.622,1.061
160.652,1.047
160.682,1.052
160.712,1.068
160.742,1.053
160.772,1.050
160.802,1.057
160.832,1.051
160.862,1.041
160.892,1.039
160.922,1.051
160.952,1.050
160.982,1.051
161.012,1.050
161.042,1.045
161.072,1.053
161.102,1.052
161.132,1.047
161.162,1.045
161.192,1.052
161.222,1.049
161.252,1.049
161.282,1.050
161.312,1.052
161.342,1.049
161.372,1.059
161.402,1.056
161.432,1.057
161.462,1.069
161.492,1.062
161.522,1.057
161.552,1.048
161.582,1.049
161.612,1.051
161.642,1.055
161.672,1.055
161.702,1.049
161.732,1.047
161.762,1.051
161.792,1.049
161.822,1.049
161.852,1.048
161.882,1.053
161.912,1.054
161.942,1.055
161.972,1.054
162.002,1.045
162.032,1.052
162.062,1.062
162.092,1.059
162.122,1.060
162.152,1.068
162.182,1.059
162.212,1.062
162.242,1.060
162.272,1.057
162.302,1.055
162.332,1.051
162.362,1.056
162.392,1.058
162.422,1.056
162.452,1.049
162.482,1.051
162.512,1.056
162.542,1.055
162.572,1.054
162.602,1.049
162.632,1.045
162.662,1.045
162.692,1.048
162.722,1.047
162.752,1.056
162.782,1.062
162.812,1.068
162.842,1.061
162.872,1.063
162.902,1.062
162.932,1.058
162.962,1.049
162.992,1.046
163.022,1.050
163.052,1.046
163.082,1.054
163.112,1.055
163.142,1.058
163.172,1.058
163.202,1.060
163.232,1.057
163.262,1.056
163.292,1.061
163.322,1.054
163.352,1.062
163.382,1.057
163.412,1.053
163.442,1.059
163.472,1.060
163.502,1.061
163.532,1.055
163.562,1.059
163.592,1.061
163.622,1.056
163.652,1.052
163.682,1.051
163.712,1.054
163.742,1.057
163.772,1.057
163.802,1.063
163.832,1.059
163.862,1.053
163.892,1.059
163.922,1.063
163.952,1.059
163.982,1.051
164.012,1.056
164.042,1.054
164.072,1.058
164.102,1.060
164.132,1.055
164.162,1.063
164.192,1.054
164.222,1.058
164.252,1.059
164.282,1.057
164.312,1.056
164.342,1.062
164.372,1.061
164.402,1.055
164.432,1.059
164.462,1.059
164.492,1.059
164.522,1.055
164.552,1.062
164.582,1.060
164.612,1.053
164.642,1.055
164.672,1.061
164.702,1.058
164.732,1.059
164.762,1.060
164.792,1.056
164.822,1.056
164.852,1.054
164.882,1.055
164.912,1.062
164.942,1.054
164.972,1.066
165.002,1.059
165.032,1.062
165.062,1.060
165.092,1.057
165.122,1.060
165.152,1.060
165.182,1.062
165.212,1.058
165.242,1.059
165.272,1.058
165.302,1.061
165.332,1.059
165.362,1.057
165.392,1.064
165.422,1.062
165.452,1.055
165.482,1.056
165.512,1.062
165.542,1.057
165.572,1.061
165.602,1.067
165.632,1.059
165.662,1.057
165.692,1.053
165.722,1.053
165.752,1.062
165.782,1.064
165.812,1.066
165.842,1.055
165.872,1.057
165.902,1.052
165.932,1.060
165.962,1.057
165.992,1.060
166.022,1.066
166.052,1.060
166.082,1.058
166.112,1.055
166.142,1.060
166.172,1.052
166.202,1.056
166.232,1.060
166.262,1.061
166.292,1.063
166.322,1.060
166.352,1.062
166.382,1.056
166.412,1.058
166.442,1.057
166.472,1.057
166.502,1.062
166.532,1.062
166.562,1.065
166.592,1.057
166.622,1.055
166.652,1.055
166.682,1.055
166.712,1.057
166.742,1.062
166.772,1.062
166.802,1.060
166.832,1.058
166.862,1.056
166.892,1.061
166.922,1.059
166.952,1.057
166.982,1.057
167.012,1.058
167.042,1.052
167.072,1.057
167.102,1.057
167.132,1.057
167.162,1.059
167.192,1.059
167.222,1.054
167.252,1.056
167.282,1.058
167.312,1.052
167.342,1.058
167.372,1.060
167.402,1.053
167.432,1.050
167.462,1.056
167.492,1.054
167.522,1.056
167.552,1.053
167.582,1.060
167.612,1.055
167.642,1.056
167.672,1.055
167.702,1.051
167.732,1.053
167.762,1.056
167.792,1.055
167.822,1.051
167.852,1.052
167.882,1.052
167.912,1.048
167.942,1.053
167.972,1.054
168.002,1.057
168.032,1.050
168.062,1.055
168.092,1.055
168.122,1.056
168.152,1.053
168.182,1.056
168.212,1.060
168.242,1.060
168.272,1.052
168.302,1.055
168.332,1.054
168.362,1.051
168.392,1.054
168.422,1.052
168.452,1.053
168.482,1.045
168.512,1.049
168.542,1.055
168.572,1.053
168.602,1.058
168.632,1.049
168.662,1.049
168.692,1.054
168.722,1.060
168.752,1.056
168.782,1.055
168.812,1.053
168.842,1.047
168.872,1.061
168.902,1.053
168.932,1.054
168.962,1.052
168.992,1.055
169.022,1.055
169.052,1.055
169.082,1.056
169.112,1.059
169.142,1.055
169.172,1.054
169.202,1.062
169.232,1.062
169.262,1.061
169.292,1.060
169.322,1.057
169.352,1.058
169.382,1.046
169.412,1.043
169.442,1.043
169.472,1.045
169.502,1.046
169.532,1.045
169.562,1.043
169.592,1.039
169.622,1.047
169.652,1.042
169.682,1.042
169.712,1.047
169.742,1.045
169.772,1.043
169.802,1.046
169.832,1.050
169.862,1.051
169.892,1.052
169.922,1.051
169.952,1.053
169.982,1.055
170.012,1.059
170.042,1.068
170.072,1.058
170.102,1.046
170.132,1.045
170.162,1.042
170.192,1.045
170.222,1.039
170.252,1.038
170.282,1.042
170.312,1.041
170.342,1.044
170.372,1.047
170.402,1.053
170.432,1.050
170.462,1.047
170.492,1.043
170.522,1.044
170.552,1.042
170.582,1.042
170.612,1.040
170.642,1.044
170.672,1.044
170.702,1.044
170.732,1.044
170.762,1.042
170.792,1.045
170.822,1.051
170.852,1.054
170.882,1.047
170.912,1.042
170.942,1.054
170.972,1.048
171.002,1.047
171.032,1.048
171.062,1.048
171.092,1.049
171.122,1.047
171.152,1.045
171.182,1.044
171.212,1.044
171.242,1.045
171.272,1.045
171.302,1.044
171.332,1.049
171.362,1.051
171.392,1.047
171.422,1.043
171.452,1.050
171.482,1.053
171.512,1.058
171.542,1.056
171.572,1.055
171.602,1.054
171.632,1.051
171.662,1.047
171.692,1.041
171.722,1.045
171.752,1.039
171.782,1.044
171.812,1.048
171.842,1.056
171.872,1.061
171.902,1.061
171.932,1.059
171.962,1.050
171.992,1.053
172.022,1.052
172.052,1.058
172.082,1.055
172.112,1.051
172.142,1.047
172.172,1.049
172.202,1.051
172.232,1.056
172.262,1.059
172.292,1.058
172.322,1.055
172.352,1.060
172.382,1.057
172.412,1.055
172.442,1.049
172.472,1.056
172.502,1.057
172.532,1.059
172.562,1.061
172.592,1.058
172.622,1.059
172.652,1.052
172.682,1.055
172.712,1.057
172.742,1.056
172.772,1.057
172.802,1.055
172.832,1.058
172.862,1.056
172.892,1.057
172.922,1.056
172.952,1.051
172.982,1.050
173.012,1.055
173.042,1.062
173.072,1.061
173.102,1.059
173.132,1.059
173.162,1.057
173.192,1.056
173.222,1.056
173.252,1.056
173.282,1.061
173.312,1.062
173.342,1.060
173.372,1.061
173.402,1.059
173.432,1.062
173.462,1.064
173.492,1.063
173.522,1.066
173.552,1.054
173.582,1.057
173.612,1.051
173.642,1.056
173.672,1.050
173.702,1.051
173.732,1.053
173.762,1.051
173.792,1.054
173.822,1.057
173.852,1.055
173.882,1.055
173.912,1.059
173.942,1.063
173.972,1.062
174.002,1.055
174.032,1.056
174.062,1.056
174.092,1.054
174.122,1.058
174.152,1.048
174.182,1.055
174.212,1.058
174.242,1.058
174.272,1.057
174.302,1.056
174.332,1.059
174.362,1.051
174.392,1.058
174.422,1.054
174.452,1.058
174.482,1.058
174.512,1.053
174.542,1.054
174.572,1.054
174.602,1.059
174.632,1.056
174.662,1.058
174.692,1.060
174.722,1.061
174.752,1.059
174.782,1.056
174.812,1.053
174.842,1.052
174.872,1.061
174.902,1.048
174.932,1.054
174.962,1.057
174.992,1.054
175.022,1.057
175.052,1.062
175.082,1.064
175.112,1.059
175.142,1.069
175.172,1.062
175.202,1.065
175.232,1.063
175.262,1.057
175.292,1.059
175.322,1.062
175.352,1.065
175.382,1.065
175.412,1.063
175.442,1.068
175.472,1.062
175.502,1.062
175.532,1.062
175.562,1.064
175.592,1.065
175.622,1.070
175.652,1.058
175.682,1.062
175.712,1.064
175.742,1.063
175.772,1.063
175.802,1.062
175.832,1.065
175.862,1.059
175.892,1.069
175.922,1.063
175.952,1.064
175.982,1.063
176.012,1.063
176.042,1.065
176.072,1.067
176.102,1.066
176.132,1.060
176.162,1.062
176.192,1.062
176.222,1.059
176.252,1.063
176.282,1.062
176.312,1.062
176.342,1.063
176.372,1.065
176.402,1.061
176.432,1.067
176.462,1.062
176.492,1.066
176.522,1.066
176.552,1.062
176.582,1.058
176.612,1.059
176.642,1.062
176.672,1.056
176.702,1.060
176.732,1.065
176.762,1.063
176.792,1.063
176.822,1.065
176.852,1.062
176.882,1.061
176.912,1.056
176.942,1.059
176.972,1.058
177.002,1.062
177.032,1.063
177.062,1.059
177.092,1.052
177.122,1.055
177.152,1.059
177.182,1.053
177.212,1.058
177.242,1.056
177.272,1.058
177.302,1.059
177.332,1.057
177.362,1.059
177.392,1.063
177.422,1.056
177.452,1.058
177.482,1.058
177.512,1.055
177.542,1.056
177.572,1.056
177.602,1.059
177.632,1.054
177.662,1.060
177.692,1.062
177.722,1.060
177.752,1.057
177.782,1.060
177.812,1.059
177.842,1.052
177.872,1.054
177.902,1.051
177.932,1.055
177.962,1.057
177.992,1.061
178.022,1.057
178.052,1.060
178.082,1.058
178.112,1.058
178.142,1.059
178.172,1.067
178.202,1.050
178.232,1.060
178.262,1.060
178.292,1.054
178.322,1.060
178.352,1.062
178.382,1.056
178.412,1.057
178.442,1.059
178.472,1.058
178.502,1.056
178.532,1.061
178.562,1.059
178.592,1.057
178.622,1.057
178.652,1.062
178.682,1.057
178.712,1.054
178.742,1.058
178.772,1.056
178.802,1.059
178.832,1.060
178.862,1.058
178.892,1.056
178.922,1.054
178.952,1.054
178.982,1.058
179.012,1.058
179.042,1.052
179.072,1.053
179.102,1.057
179.132,1.056
179.162,1.056
179.192,1.062
179.222,1.061
179.252,1.056
179.282,1.057
179.312,1.055
179.342,1.055
179.372,1.060
179.402,1.062
179.432,1.061
179.462,1.061
179.492,1.054
179.522,1.057
179.552,1.059
179.582,1.055
179.612,1.059
179.642,1.056
179.672,1.057
179.702,1.059
179.732,1.062
179.762,1.053
179.792,1.058
179.822,1.057
179.852,1.054
179.882,1.055
179.912,1.057
179.942,1.056
179.972,1.056
180.002,1.060
180.032,1.057
180.062,1.060
180.092,1.053
180.122,1.055
180.152,1.053
180.182,1.058
180.212,1.058
