df_hash,22ZHK4.E4K1RV
56.029,0.984
56.059,0.993
56.089,1.003
56.119,0.977
56.149,0.956
56.179,0.992
56.209,1.022
56.239,0.997
56.269,0.999
56.299,0.995
56.329,0.986
56.359,0.991
56.389,0.987
56.419,0.968
56.449,0.983
56.479,0.988
56.509,1.007
56.539,1.005
56.569,0.997
56.599,0.963
56.629,0.971
56.659,0.993
56.689,0.994
56.719,0.981
56.749,0.979
56.779,0.987
56.809,1.003
56.839,0.997
56.869,0.986
56.899,0.979
56.929,0.976
56.959,0.992
56.989,0.998
57.019,0.985
57.049,0.991
57.079,0.989
57.109,0.988
57.139,0.987
57.169,0.988
57.199,0.991
57.229,0.988
57.259,0.989
57.289,0.988
57.319,0.982
57.349,0.984
57.379,0.987
57.409,1.003
57.439,0.996
57.469,0.983
57.499,0.983
57.529,0.987
57.559,0.991
57.589,0.990
57.619,0.983
57.649,0.986
57.679,0.993
57.709,0.988
57.739,0.988
57.769,0.986
57.799,0.987
57.829,0.990
57.859,0.992
57.889,0.987
57.919,0.982
57.949,0.982
57.979,0.986
58.009,1.002
58.039,1.000
58.069,0.986
58.099,0.973
58.129,0.980
58.159,0.992
58.189,0.992
58.219,0.987
58.249,0.985
58.279,0.989
58.309,0.987
58.339,0.987
58.369,0.989
58.399,0.990
58.429,0.986
58.459,0.989
58.489,0.989
58.519,0.990
58.549,0.981
58.579,0.986
58.609,1.000
58.639,1.000
58.669,0.986
58.699,0.976
58.729,0.986
58.759,0.988
58.789,0.990
58.819,0.992
58.849,0.980
58.879,0.988
58.909,0.989
58.939,0.984
58.969,0.984
58.999,0.987
59.029,0.989
59.059,0.989
59.089,0.989
59.119,0.989
59.149,0.986
59.179,0.983
59.209,0.988
59.239,1.004
59.269,0.993
59.299,0.982
59.329,0.980
59.359,0.988
59.389,0.992
59.419,0.993
59.449,0.980
59.479,0.982
59.509,0.992
59.539,0.987
59.569,0.988
59.599,0.987
59.629,0.988
59.659,0.989
59.689,0.984
59.719,0.988
59.749,0.988
59.779,0.994
59.809,0.981
59.839,0.985
59.869,0.997
59.899,0.997
59.929,0.984
59.959,0.981
59.989,0.984
60.019,0.986
60.049,0.993
60.079,0.994
60.109,0.982
60.139,0.987
60.169,0.992
60.199,0.989
60.229,0.984
60.259,0.988
60.289,0.989
60.319,0.993
60.349,0.988
60.379,0.986
60.409,0.988
60.439,0.990
60.469,0.989
60.499,0.985
60.529,0.983
60.559,0.988
60.589,0.997
60.619,0.994
60.649,0.981
60.679,0.982
60.709,0.987
60.739,0.990
60.769,0.991
60.799,0.989
60.829,0.984
60.859,0.991
60.889,0.988
60.919,0.986
60.949,0.992
60.979,0.985
61.009,0.990
61.039,0.990
61.069,0.988
61.099,0.985
61.129,0.987
61.159,0.990
61.189,0.982
61.219,0.985
61.249,0.988
61.279,1.000
61.309,0.995
61.339,0.985
61.369,0.981
61.399,0.987
61.429,0.993
61.459,0.993
61.489,0.982
61.519,0.989
61.549,0.990
61.579,0.988
61.609,0.988
61.639,0.990
61.669,0.988
61.699,0.985
61.729,0.989
61.759,0.992
61.789,0.986
61.819,0.990
61.849,0.991
61.879,0.987
61.909,0.986
61.939,0.990
61.969,0.999
61.999,0.992
62.029,0.981
62.059,0.980
62.089,0.988
62.119,0.994
62.149,0.993
62.179,0.983
62.209,0.985
62.239,0.996
62.269,0.988
62.299,0.984
62.329,0.988
62.359,0.993
62.389,0.986
62.419,0.990
62.449,0.983
62.479,0.990
62.509,0.991
62.539,0.985
62.569,0.983
62.599,0.991
62.629,0.998
62.659,0.993
62.689,0.981
62.719,0.979
62.749,0.983
62.779,0.994
62.809,0.993
62.839,0.983
62.869,0.985
62.899,0.997
62.929,0.987
62.959,0.989
62.989,0.992
63.019,1.005
63.049,1.004
63.079,1.008
63.109,0.998
63.139,0.968
63.169,0.958
63.199,0.960
63.229,0.907
63.259,0.996
63.289,1.012
63.319,0.974
63.349,1.022
63.379,1.012
63.409,1.027
63.439,1.035
63.469,1.019
63.499,1.050
63.529,1.034
63.559,1.034
63.589,1.031
63.619,1.025
63.649,1.040
63.679,1.029
63.709,1.017
63.739,1.014
63.769,0.999
63.799,1.010
63.829,1.000
63.859,0.991
63.889,1.006
63.919,1.021
63.949,1.002
63.979,1.000
64.009,0.989
64.039,1.000
64.069,1.016
64.099,0.995
64.129,1.006
64.159,1.005
64.189,1.002
64.219,1.004
64.249,1.012
64.279,0.998
64.309,1.003
64.339,1.016
64.369,1.025
64.399,1.000
64.429,1.003
64.459,1.002
64.489,1.005
64.519,1.008
64.549,1.015
64.579,0.997
64.609,1.000
64.639,1.008
64.669,1.002
64.699,0.989
64.729,0.994
64.759,0.990
64.789,1.004
64.819,1.004
64.849,0.992
64.879,1.015
64.909,1.024
64.939,0.998
64.969,1.005
64.999,0.984
65.029,0.975
65.059,0.999
65.089,0.992
65.119,0.988
65.149,1.007
65.179,1.001
65.209,1.007
65.239,0.984
65.269,0.985
65.299,0.982
65.329,0.988
65.359,1.000
65.389,0.966
65.419,0.953
65.449,1.032
65.479,1.051
65.509,1.015
65.539,0.984
65.569,0.983
65.599,0.982
65.629,0.971
65.659,0.984
65.689,0.985
65.719,0.990
65.749,0.987
65.779,1.002
65.809,0.998
65.839,0.994
65.869,0.984
65.899,1.011
65.929,1.031
65.959,0.990
65.989,0.958
66.019,0.976
66.049,0.985
66.079,0.994
66.109,0.999
66.139,0.982
66.169,0.963
66.199,0.980
66.229,0.969
66.259,0.962
66.289,0.994
66.319,1.010
66.349,0.999
66.379,0.977
66.409,0.994
66.439,0.994
66.469,0.963
66.499,0.987
66.529,0.990
66.559,0.982
66.589,0.971
66.619,0.991
66.649,0.973
66.679,0.982
66.709,0.991
66.739,0.982
66.769,0.979
66.799,0.988
66.829,0.984
66.859,0.973
66.889,0.984
66.919,0.976
66.949,0.987
66.979,0.991
67.009,0.996
67.039,0.977
67.069,0.991
67.099,0.996
67.129,0.982
67.159,0.977
67.189,0.980
67.219,0.987
67.249,0.986
67.279,0.979
67.309,0.991
67.339,0.995
67.369,0.994
67.399,0.976
67.429,0.971
67.459,0.980
67.489,0.983
67.519,0.985
67.549,0.984
67.579,0.986
67.609,0.987
67.639,0.984
67.669,0.982
67.699,0.983
67.729,0.997
67.759,0.998
67.789,0.987
67.819,0.981
67.849,0.979
67.879,0.982
67.909,0.983
67.939,0.982
67.969,0.993
67.999,0.994
68.029,0.988
68.059,0.981
68.089,0.981
68.119,0.999
68.149,1.002
68.179,0.988
68.209,0.978
68.239,0.970
68.269,0.979
68.299,0.980
68.329,0.984
68.359,0.985
68.389,0.994
68.419,0.993
68.449,0.987
68.479,0.988
68.509,0.985
68.539,0.994
68.569,0.988
68.599,0.977
68.629,0.989
68.659,0.995
68.689,0.993
68.719,0.986
68.749,0.987
68.779,0.971
68.809,1.016
68.839,0.984
68.869,0.979
68.899,1.002
68.929,0.978
68.959,0.979
68.989,0.980
69.019,0.979
69.049,0.976
69.079,0.984
69.109,1.007
69.139,0.987
69.169,0.979
69.199,0.991
69.229,1.002
69.259,0.996
69.289,0.983
69.319,1.000
69.349,0.984
69.379,0.986
69.409,0.978
69.439,0.984
69.469,0.992
69.499,0.995
69.529,0.989
69.559,0.966
69.589,0.966
69.619,0.990
69.649,1.012
69.679,1.035
69.709,1.049
69.739,1.049
69.769,1.021
69.799,0.943
69.829,0.949
69.859,0.947
69.889,0.963
69.919,0.915
69.949,0.976
69.979,1.012
70.009,1.046
70.039,1.018
70.069,0.967
70.099,0.961
70.129,0.945
70.159,0.962
70.189,1.000
70.219,1.018
70.249,0.996
70.279,0.979
70.309,0.966
70.339,0.964
70.369,0.975
70.399,0.972
70.429,0.986
70.459,0.999
70.489,1.008
70.519,1.000
70.549,0.994
70.579,1.000
70.609,0.995
70.639,0.971
70.669,0.986
70.699,0.995
70.729,0.989
70.759,0.986
70.789,0.984
70.819,0.993
70.849,1.002
70.879,0.990
70.909,0.974
70.939,0.986
70.969,0.989
70.999,0.981
71.029,0.978
71.059,0.980
71.089,0.990
71.119,0.995
71.149,0.985
71.179,0.982
71.209,0.960
71.239,0.968
71.269,0.966
71.299,0.992
71.329,1.015
71.359,1.009
71.389,0.998
71.419,0.998
71.449,1.000
71.479,0.993
71.509,0.993
71.539,0.991
71.569,1.019
71.599,1.044
71.629,1.023
71.659,0.970
71.689,0.940
71.719,0.915
71.749,0.974
71.779,1.011
71.809,1.051
71.839,1.051
71.869,1.015
71.899,0.947
71.929,0.858
71.959,0.937
71.989,1.131
72.019,1.128
72.049,1.078
72.079,1.002
72.109,0.865
72.139,0.869
72.169,1.051
72.199,1.094
72.229,1.100
72.259,1.028
72.289,0.973
72.319,0.861
72.349,1.000
72.379,1.049
72.409,1.021
72.439,1.077
72.469,0.995
72.499,0.897
72.529,0.896
72.559,1.022
72.589,1.053
72.619,1.066
72.649,1.016
72.679,0.942
72.709,0.947
72.739,0.966
72.769,0.990
72.799,1.000
72.829,1.003
72.859,0.978
72.889,0.963
72.919,0.955
72.949,0.984
72.979,1.014
73.009,1.000
73.039,0.971
73.069,0.959
73.099,0.980
73.129,0.995
73.159,0.995
73.189,0.973
73.219,0.963
73.249,0.970
73.279,0.979
73.309,0.981
73.339,0.992
73.369,0.996
73.399,0.991
73.429,0.981
73.459,0.985
73.489,0.989
73.519,0.976
73.549,0.973
73.579,0.982
73.609,0.997
73.639,0.989
73.669,0.979
73.699,0.984
73.729,0.982
73.759,0.986
73.789,0.983
73.819,0.978
73.849,0.981
73.879,0.989
73.909,0.988
73.939,0.980
73.969,0.979
73.999,0.980
74.029,0.981
74.059,0.989
74.089,0.989
74.119,0.984
74.149,0.981
74.179,0.981
74.209,0.983
74.239,0.991
74.269,0.997
74.299,0.984
74.329,0.973
74.359,0.985
74.389,0.993
74.419,0.995
74.449,0.989
74.479,0.976
74.509,0.982
74.539,0.988
74.569,0.979
74.599,0.981
74.629,0.985
74.659,0.987
74.689,0.984
74.719,0.987
74.749,0.990
74.779,0.987
74.809,0.987
74.839,0.982
74.869,0.984
74.899,0.990
74.929,0.998
74.959,0.981
74.989,0.980
75.019,0.973
75.049,0.984
75.079,0.994
75.109,0.990
75.139,0.982
75.169,0.980
75.199,0.991
75.229,0.995
75.259,0.982
75.289,0.984
75.319,0.989
75.349,0.982
75.379,0.975
75.409,0.977
75.439,0.972
75.469,0.984
75.499,0.992
75.529,1.002
75.559,0.997
75.589,0.993
75.619,0.992
75.649,0.994
75.679,0.989
75.709,0.977
75.739,0.975
75.769,0.978
75.799,0.989
75.829,0.992
75.859,0.987
75.889,0.976
75.919,0.987
75.949,0.991
75.979,0.985
76.009,0.980
76.039,0.984
76.069,0.981
76.099,0.979
76.129,0.991
76.159,0.989
76.189,0.984
76.219,0.986
76.249,0.988
76.279,0.988
76.309,0.984
76.339,0.985
76.369,0.985
76.399,0.979
76.429,0.979
76.459,0.985
76.489,0.996
76.519,0.987
76.549,0.975
76.579,0.980
76.609,0.982
76.639,0.987
76.669,0.995
76.699,0.985
76.729,0.976
76.759,0.991
76.789,0.990
76.819,0.985
76.849,0.980
76.879,0.983
76.909,0.983
76.939,0.983
76.969,0.984
76.999,0.983
77.029,0.986
77.059,0.980
77.089,0.984
77.119,0.984
77.149,0.984
77.179,0.985
77.209,0.981
77.239,0.981
77.269,0.985
77.299,0.998
77.329,0.991
77.359,0.975
77.389,0.974
77.419,0.981
77.449,0.985
77.479,0.992
77.509,0.989
77.539,0.978
77.569,0.984
77.599,0.986
77.629,0.987
77.659,0.986
77.689,0.981
77.719,0.985
77.749,0.985
77.779,0.984
77.809,0.985
77.839,0.988
77.869,0.986
77.899,0.984
77.929,0.979
77.959,0.988
77.989,0.987
78.019,0.986
78.049,0.980
78.079,0.978
78.109,0.987
78.139,1.000
78.169,0.989
78.199,0.977
78.229,0.979
78.259,0.983
78.289,0.989
78.319,0.991
78.349,0.989
78.379,0.974
78.409,0.988
78.439,0.989
78.469,0.989
78.499,0.982
78.529,0.981
78.559,0.981
78.589,0.986
78.619,0.987
78.649,0.985
78.679,0.982
78.709,0.982
78.739,0.984
78.769,0.982
78.799,0.984
78.829,0.987
78.859,0.985
78.889,0.984
78.919,0.981
78.949,0.981
78.979,0.982
79.009,0.999
79.039,0.996
79.069,0.983
79.099,0.976
79.129,0.981
79.159,0.984
79.189,0.989
79.219,0.989
79.249,0.983
79.279,0.979
79.309,0.987
79.339,0.988
79.369,0.983
79.399,0.985
79.429,0.986
79.459,0.979
79.489,0.988
79.519,0.985
79.549,0.986
79.579,0.984
79.609,0.986
79.639,0.987
79.669,0.998
79.699,1.007
79.729,1.006
79.759,0.990
79.789,0.973
79.819,0.967
79.849,0.967
79.879,0.983
79.909,0.988
79.939,0.987
79.969,0.978
79.999,0.984
80.029,0.986
80.059,0.990
80.089,0.991
80.119,0.980
80.149,0.993
80.179,0.990
80.209,0.984
80.239,0.979
80.269,0.980
80.299,0.983
80.329,0.983
80.359,0.990
80.389,0.992
80.419,0.992
80.449,0.985
80.479,0.983
80.509,0.988
80.539,0.987
80.569,0.985
80.599,0.980
80.629,0.978
80.659,0.982
80.689,0.996
80.719,0.996
80.749,0.983
80.779,0.977
80.809,0.982
80.839,0.987
80.869,0.991
80.899,0.990
80.929,0.978
80.959,0.982
80.989,0.985
81.019,0.989
81.049,0.987
81.079,0.980
81.109,0.977
81.139,0.978
81.169,0.989
81.199,0.983
81.229,0.986
81.259,0.984
81.289,0.985
81.319,0.983
81.349,0.985
81.379,0.982
81.409,0.978
81.439,0.987
81.469,0.997
81.499,0.992
81.529,0.981
81.559,0.992
81.589,0.993
81.619,0.999
81.649,0.980
81.679,0.975
81.709,0.964
81.739,0.945
81.769,1.015
81.799,1.050
81.829,1.022
81.859,0.994
81.889,1.001
81.919,1.000
81.949,0.975
81.979,0.970
82.009,0.966
82.039,0.952
82.069,1.044
82.099,0.975
82.129,1.012
82.159,1.008
82.189,1.047
82.219,0.983
82.249,0.995
82.279,0.954
82.309,0.968
82.339,0.956
82.369,0.967
82.399,0.970
82.429,0.977
82.459,0.980
82.489,0.956
82.519,0.955
82.549,1.026
82.579,1.091
82.609,1.087
82.639,1.019
82.669,0.972
82.699,0.948
82.729,0.948
82.759,0.971
82.789,0.956
82.819,0.969
82.849,0.991
82.879,0.968
82.909,0.966
82.939,0.999
82.969,1.024
82.999,1.009
83.029,0.991
83.059,0.999
83.089,0.966
83.119,0.950
83.149,1.044
83.179,1.117
83.209,1.067
83.239,1.006
83.269,0.967
83.299,0.951
83.329,0.938
83.359,0.950
83.389,0.982
83.419,0.988
83.449,0.978
83.479,0.981
83.509,1.008
83.539,1.002
83.569,0.950
83.599,0.958
83.629,0.999
83.659,1.000
83.689,0.981
83.719,1.003
83.749,1.013
83.779,1.012
83.809,1.007
83.839,1.017
83.869,1.038
83.899,1.033
83.929,1.022
83.959,0.975
83.989,0.977
84.019,0.973
84.049,0.958
84.079,0.960
84.109,0.955
84.139,1.007
84.169,1.021
84.199,1.021
84.229,1.015
84.259,1.015
84.289,1.011
84.319,0.995
84.349,1.002
84.379,1.013
84.409,1.021
84.439,1.039
84.469,1.023
84.499,0.999
84.529,1.002
84.559,0.999
84.589,1.021
84.619,1.040
84.649,1.018
84.679,1.023
84.709,1.003
84.739,0.988
84.769,0.966
84.799,1.009
84.829,0.997
84.859,0.979
84.889,0.977
84.919,0.970
84.949,0.956
84.979,0.982
85.009,1.020
85.039,1.005
85.069,1.005
85.099,1.035
85.129,0.991
85.159,0.968
85.189,0.950
85.219,0.968
85.249,1.019
85.279,0.982
85.309,0.993
85.339,0.999
85.369,0.994
85.399,1.002
85.429,1.010
85.459,1.017
85.489,1.000
85.519,0.984
85.549,0.983
85.579,0.997
85.609,1.013
85.639,1.000
85.669,0.993
85.699,0.998
85.729,0.983
85.759,0.980
85.789,0.984
85.819,0.980
85.849,0.984
85.879,0.977
85.909,0.987
85.939,0.997
85.969,1.007
85.999,1.000
86.029,0.986
86.059,0.992
86.089,0.991
86.119,0.986
86.149,0.986
86.179,0.989
86.209,1.001
86.239,0.998
86.269,0.987
86.299,0.989
86.329,0.997
86.359,0.997
86.389,0.999
86.419,0.994
86.449,0.991
86.479,1.000
86.509,0.995
86.539,0.992
86.569,0.995
86.599,0.999
86.629,0.999
86.659,0.991
86.689,0.988
86.719,0.997
86.749,0.996
86.779,0.982
86.809,0.984
86.839,0.991
86.869,0.992
86.899,0.999
86.929,0.995
86.959,0.994
86.989,0.991
87.019,0.988
87.049,0.986
87.079,0.998
87.109,0.988
87.139,0.986
87.169,0.997
87.199,0.992
87.229,0.990
87.259,0.998
87.289,0.988
87.319,0.992
87.349,1.008
87.379,1.000
87.409,0.993
87.439,0.995
87.469,0.981
87.499,0.982
87.529,0.995
87.559,0.997
87.589,1.003
87.619,0.997
87.649,0.993
87.679,0.990
87.709,0.980
87.739,1.016
87.769,0.992
87.799,0.996
87.829,0.983
87.859,1.010
87.889,1.038
87.919,1.011
87.949,1.000
87.979,1.008
88.009,0.995
88.039,0.978
88.069,0.977
88.099,0.977
88.129,0.981
88.159,0.990
88.189,1.000
88.219,0.999
88.249,0.984
88.279,0.980
88.309,0.995
88.339,0.986
88.369,0.975
88.399,0.980
88.429,0.999
88.459,0.992
88.489,0.984
88.519,0.988
88.549,0.968
88.579,0.976
88.609,0.998
88.639,1.003
88.669,1.000
88.699,0.984
88.729,0.987
88.759,0.988
88.789,0.992
88.819,0.991
88.849,0.994
88.879,0.980
88.909,0.995
88.939,1.003
88.969,1.000
88.999,0.994
89.029,0.985
89.059,0.987
89.089,0.989
89.119,0.990
89.149,0.986
89.179,0.982
89.209,0.990
89.239,0.999
89.269,0.992
89.299,0.994
89.329,0.997
89.359,1.003
89.389,0.985
89.419,0.977
89.449,0.991
89.479,1.007
89.509,0.998
89.539,0.987
89.569,0.983
89.599,0.995
89.629,0.994
89.659,1.002
89.689,0.998
89.719,0.980
89.749,0.993
89.779,0.993
89.809,0.990
89.839,0.992
89.869,0.997
89.899,0.995
89.929,0.995
89.959,0.989
89.989,0.986
90.019,0.984
90.049,0.990
90.079,1.001
90.109,1.002
90.139,1.004
90.169,0.999
90.199,0.985
90.229,1.029
90.259,1.011
90.289,0.982
90.319,0.966
90.349,0.979
90.379,0.981
90.409,0.935
90.439,0.987
90.469,1.001
90.499,1.002
90.529,1.007
90.559,1.018
90.589,1.044
90.619,1.008
90.649,0.973
90.679,0.990
90.709,0.998
90.739,1.007
90.769,0.998
90.799,0.995
90.829,1.009
90.859,1.014
90.889,0.998
90.919,1.003
90.949,1.016
90.979,1.006
91.009,0.994
91.039,0.993
91.069,0.980
91.099,0.975
91.129,0.984
91.159,0.999
91.189,0.998
91.219,1.002
91.249,1.014
91.279,0.991
91.309,0.986
91.339,0.999
91.369,0.990
91.399,0.995
91.429,1.013
91.459,1.016
91.489,0.981
91.519,0.997
91.549,1.013
91.579,0.997
91.609,0.972
91.639,0.986
91.669,0.994
91.699,0.995
91.729,0.997
91.759,0.999
91.789,0.992
91.819,0.996
91.849,1.000
91.879,1.003
91.909,1.004
91.939,1.001
91.969,0.997
91.999,1.000
92.029,1.000
92.059,0.994
92.089,0.993
92.119,0.993
92.149,1.006
92.179,1.006
92.209,0.996
92.239,0.991
92.269,0.994
92.299,0.998
92.329,1.001
92.359,1.008
92.389,0.991
92.419,0.996
92.449,1.000
92.479,1.001
92.509,1.004
92.539,0.991
92.569,1.000
92.599,0.996
92.629,1.000
92.659,1.004
92.689,1.000
92.719,0.997
92.749,0.999
92.779,1.000
92.809,1.002
92.839,0.998
92.869,0.997
92.899,0.998
92.929,1.000
92.959,1.000
92.989,0.997
93.019,0.997
93.049,1.009
93.079,1.006
93.109,0.996
93.139,0.996
93.169,1.003
93.199,1.002
93.229,0.999
93.259,1.004
93.289,0.997
93.319,1.004
93.349,1.009
93.379,1.001
93.409,0.993
93.439,1.000
93.469,1.004
93.499,1.005
93.529,1.000
93.559,0.998
93.589,0.994
93.619,1.001
93.649,1.003
93.679,1.000
93.709,1.000
93.739,0.996
93.769,0.997
93.799,1.003
93.829,0.994
93.859,0.996
93.889,0.994
93.919,1.013
93.949,1.000
93.979,0.993
94.009,1.000
94.039,0.998
94.069,1.000
94.099,1.009
94.129,1.010
94.159,0.994
94.189,0.993
94.219,1.015
94.249,1.000
94.279,1.004
94.309,1.000
94.339,1.000
94.369,0.995
94.399,0.985
94.429,0.995
94.459,1.006
94.489,0.997
94.519,0.996
94.549,0.995
94.579,1.000
94.609,0.998
94.639,1.002
94.669,1.006
94.699,1.001
94.729,1.000
94.759,1.005
94.789,1.000
94.819,0.995
94.849,0.991
94.879,0.996
94.909,0.998
94.939,1.001
94.969,1.011
94.999,0.991
95.029,0.998
95.059,1.000
95.089,1.001
95.119,1.000
95.149,1.004
95.179,1.009
95.209,0.989
95.239,0.983
95.269,0.990
95.299,1.000
95.329,1.000
95.359,0.999
95.389,1.005
95.419,0.981
95.449,0.986
95.479,0.996
95.509,0.995
95.539,1.005
95.569,1.004
95.599,1.000
95.629,0.997
95.659,0.996
95.689,0.998
95.719,0.996
95.749,1.004
95.779,0.985
95.809,0.998
95.839,1.000
95.869,1.007
95.899,0.997
95.929,0.994
95.959,0.997
95.989,0.993
96.019,1.001
96.049,0.998
96.079,0.995
96.109,0.997
96.139,0.987
96.169,0.993
96.199,0.995
96.229,1.007
96.259,1.003
96.289,0.989
96.319,0.991
96.349,0.994
96.379,0.996
96.409,0.990
96.439,0.998
96.469,0.995
96.499,1.000
96.529,0.993
96.559,0.994
96.589,0.993
96.619,0.995
96.649,0.995
96.679,0.999
96.709,1.000
96.739,0.993
96.769,0.994
96.799,0.996
96.829,0.994
96.859,0.994
96.889,0.997
96.919,1.002
96.949,0.990
96.979,0.992
97.009,0.990
97.039,1.000
97.069,0.998
97.099,1.003
97.129,0.988
97.159,0.997
97.189,1.001
97.219,0.995
97.249,0.994
97.279,0.992
97.309,0.996
97.339,1.000
97.369,0.997
97.399,0.996
97.429,0.994
97.459,0.997
97.489,0.999
97.519,0.993
97.549,0.994
97.579,0.994
97.609,1.005
97.639,1.000
97.669,0.991
97.699,0.990
97.729,0.989
97.759,0.999
97.789,1.006
97.819,0.996
97.849,0.995
97.879,0.995
97.909,0.995
97.939,0.996
97.969,0.994
97.999,0.994
98.029,0.997
98.059,0.995
98.089,0.996
98.119,0.999
98.149,0.991
98.179,0.998
98.209,0.995
98.239,0.996
98.269,0.994
98.299,0.990
98.329,0.995
98.359,1.002
98.389,1.003
98.419,0.988
98.449,0.990
98.479,0.993
98.509,0.999
98.539,0.996
98.569,1.002
98.599,0.987
98.629,0.996
98.659,0.999
98.689,0.994
98.719,0.991
98.749,0.998
98.779,1.002
98.809,0.998
98.839,0.999
98.869,0.994
98.899,0.997
98.929,0.995
98.959,0.993
98.989,0.996
99.019,0.999
99.049,0.999
99.079,0.995
99.109,0.989
99.139,0.994
99.169,1.000
99.199,1.004
99.229,0.994
99.259,0.985
99.289,0.991
99.319,1.000
99.349,1.002
99.379,1.004
99.409,0.991
99.439,0.997
99.469,1.002
99.499,0.997
99.529,0.995
99.559,0.993
99.589,0.993
99.619,0.998
99.649,1.000
99.679,0.996
99.709,0.992
99.739,0.994
99.769,0.999
99.799,0.998
99.829,0.995
99.859,0.993
99.889,0.995
99.919,1.000
99.949,0.990
99.979,0.995
100.009,0.996
100.039,1.006
100.069,1.000
100.099,0.990
100.129,0.989
100.159,0.997
100.189,1.000
100.219,0.997
100.249,0.995
100.279,0.986
100.309,0.997
100.339,1.001
100.369,0.998
100.399,0.993
100.429,0.993
100.459,0.997
100.489,0.997
100.519,0.999
100.549,0.995
100.579,0.992
100.609,0.997
100.639,0.996
100.669,1.000
100.699,0.994
100.729,0.997
100.759,0.995
100.789,0.998
100.819,0.993
100.849,0.997
100.879,0.999
100.909,1.005
100.939,0.993
100.969,0.988
100.999,0.989
101.029,1.000
101.059,1.001
101.089,0.997
101.119,1.001
101.149,0.996
101.179,1.011
101.209,1.007
101.239,0.985
101.269,0.967
101.299,0.952
101.329,0.949
101.359,0.966
101.389,1.017
101.419,1.022
101.449,0.984
101.479,0.993
101.509,1.029
101.539,1.053
101.569,1.022
101.599,1.026
101.629,0.973
101.659,0.912
101.689,0.938
101.719,0.997
101.749,1.033
101.779,1.055
101.809,1.059
101.839,0.993
101.869,0.958
101.899,0.981
101.929,0.917
101.959,0.947
101.989,0.996
102.019,0.992
102.049,1.025
102.079,1.019
102.109,1.021
102.139,0.981
102.169,0.982
102.199,0.964
102.229,0.979
102.259,0.988
102.289,0.991
102.319,1.016
102.349,0.939
102.379,0.979
102.409,1.023
102.439,1.011
102.469,0.964
102.499,1.005
102.529,0.989
102.559,0.994
102.589,0.994
102.619,1.009
102.649,1.013
102.679,1.024
102.709,1.008
102.739,0.989
102.769,0.987
102.799,0.995
102.829,1.001
102.859,0.980
102.889,1.000
102.919,0.982
102.949,0.982
102.979,0.996
103.009,0.982
103.039,0.988
103.069,0.991
103.099,0.991
103.129,0.996
103.159,1.003
103.189,1.003
103.219,0.961
103.249,1.032
103.279,1.065
103.309,1.017
103.339,0.981
103.369,0.948
103.399,0.971
103.429,0.970
103.459,0.995
103.489,1.006
103.519,1.013
103.549,1.014
103.579,0.999
103.609,0.984
103.639,0.990
103.669,0.992
103.699,0.991
103.729,1.000
103.759,1.005
103.789,1.004
103.819,0.996
103.849,0.996
103.879,1.000
103.909,0.988
103.939,0.997
103.969,1.003
103.999,0.989
104.029,1.008
104.059,0.998
104.089,0.998
104.119,0.997
104.149,0.986
104.179,0.998
104.209,0.999
104.239,0.990
104.269,0.989
104.299,1.002
104.329,1.000
104.359,0.996
104.389,0.999
104.419,0.995
104.449,0.997
104.479,1.000
104.509,1.000
104.539,0.996
104.569,0.996
104.599,0.998
104.629,0.994
104.659,1.005
104.689,0.992
104.719,0.995
104.749,1.002
104.779,1.003
104.809,0.985
104.839,0.991
104.869,0.998
104.899,1.007
104.929,1.008
104.959,1.006
104.989,0.989
105.019,0.994
105.049,0.992
105.079,0.986
105.109,0.999
105.139,0.991
105.169,0.995
105.199,1.000
105.229,0.999
105.259,0.998
105.289,0.995
105.319,0.991
105.349,0.999
105.379,1.001
105.409,0.998
105.439,0.997
105.469,0.996
105.499,0.995
105.529,0.997
105.559,0.996
105.589,0.994
105.619,0.997
105.649,0.991
105.679,0.997
105.709,0.999
105.739,1.001
105.769,0.996
105.799,0.988
105.829,0.996
105.859,0.999
105.889,0.995
105.919,0.995
105.949,0.997
105.979,0.997
106.009,0.994
106.039,0.996
106.069,1.000
106.099,0.994
106.129,0.991
106.159,0.995
106.189,0.998
106.219,0.992
106.249,0.994
106.279,0.994
106.309,1.007
106.339,0.999
106.369,0.992
106.399,0.991
106.429,0.995
106.459,0.996
106.489,0.997
106.519,0.995
106.549,0.989
106.579,1.000
106.609,1.005
106.639,1.000
106.669,0.991
106.699,0.990
106.729,0.994
106.759,1.007
106.789,0.999
106.819,0.997
106.849,0.993
106.879,0.994
106.909,0.995
106.939,0.997
106.969,0.994
106.999,0.986
107.029,0.999
107.059,1.000
107.089,0.995
107.119,0.994
107.149,1.000
107.179,1.003
107.209,1.005
107.239,0.996
107.269,0.991
107.299,0.990
107.329,0.996
107.359,1.000
107.389,0.995
107.419,0.999
107.449,0.996
107.479,0.998
107.509,1.001
107.539,0.999
107.569,0.995
107.599,0.994
107.629,1.000
107.659,1.002
107.689,0.997
107.719,0.997
107.749,0.996
107.779,0.998
107.809,0.998
107.839,1.000
107.869,0.996
107.899,0.997
107.929,0.998
107.959,1.000
107.989,0.997
108.019,0.995
108.049,0.996
108.079,1.005
108.109,0.997
108.139,0.989
108.169,0.993
108.199,0.999
108.229,0.999
108.259,1.001
108.289,1.000
108.319,0.986
108.349,0.992
108.379,1.002
108.409,1.001
