Time (s),Resistance (Ω),Stage
1,450112.34,Calibration
2,416562.5,Calibration
3,466162.78,Calibration
4,777500,Calibration
5,880217.38,Calibration
6,965000,Calibration
7,843125,Calibration
8,762641.5,Calibration
9,640000,Calibration
10,566760.56,Calibration
11,610454.56,Calibration
12,495555.56,Calibration
13,435108.69,Calibration
14,430322.56,Calibration
15,445000,Calibration
16,421052.62,Calibration
17,412164.97,Calibration
18,391470.59,Calibration
19,355625,Calibration
20,352389.38,Normal
21,343017.25,Normal
22,349210.5,Normal
23,352389.38,Normal
24,340000,Normal
25,340000,Normal
26,337033.87,Normal
27,305000,Normal
28,322926.81,Normal
29,315000,Normal
30,295597.03,Normal
31,286739.12,Normal
32,286739.12,Normal
33,284604.31,Normal
34,270479.44,Normal
35,280425.53,Normal
36,264832.22,Normal
37,270479.44,Normal
38,263000,Normal
39,270479.44,Normal
40,261192.06,Normal
41,229473.69,Normal
42,247547.17,Normal
43,225344.83,Normal
44,222670.45,Normal
45,220056.17,Normal
46,226705.2,Normal
47,222670.45,Normal
48,222670.45,Normal
49,216243.09,Normal
50,201082.48,Normal
51,196818.19,Normal
52,205526.31,Normal
53,205526.31,Normal
54,206666.66,Normal
55,200000,Normal
56,192722.78,Normal
57,188786.41,Normal
58,200000,Normal
59,186875,Normal
60,196818.19,Normal
61,200000,Normal
62,186875,Normal
63,191724.13,Normal
64,185933.02,Normal
65,186875,Normal
66,180465.11,Normal
67,187826.08,Normal
68,186875,Normal
69,175294.11,Normal
70,181355.14,Normal
71,174459.45,Normal
72,170396.48,Normal
73,172812.5,Normal
74,180465.11,Normal
75,177844.03,Normal
76,176986.3,Normal
77,175294.11,Normal
78,169605.25,Normal
79,160625,Normal
80,170396.48,Normal
81,160625,Normal
82,168043.48,Normal
83,163516.94,Normal
84,165000,Normal
85,162784.81,Normal
86,155789.47,Normal
87,153147.41,Normal
88,153147.41,Normal
89,152500,Normal
90,160625,Normal
91,157827.88,Normal
92,153799.98,Normal
93,151857.7,Normal
94,150588.22,Normal
95,149960.94,Normal
96,143370.8,Normal
97,148108.11,Normal
98,151220.47,Normal
99,148720.94,Normal
100,146297.72,Normal
101,142230.48,Normal
102,140551.47,Normal
103,140000,Normal
104,137833.94,Normal
105,139452.55,Normal
106,142230.48,Normal
107,140551.47,Normal
108,143947.38,Normal
109,142230.48,Normal
110,148720.94,Normal
111,158518.53,Normal
112,164255.31,Normal
113,163516.94,Normal
114,157142.84,Normal
115,155789.47,Normal
116,155789.47,Normal
117,151857.7,Normal
118,148720.94,Normal
119,146896.55,Normal
120,148108.11,Normal
121,145703.42,Normal
122,142798.52,Normal
123,140551.47,Normal
124,141666.67,Normal
125,142230.48,Normal
126,139452.55,Normal
127,136250,Normal
128,140000,Normal
129,140000,Normal
130,134699.66,Normal
131,133684.2,Normal
132,131695.5,Normal
133,137833.94,Normal
134,135729.55,Normal
135,133684.2,Normal
136,131695.5,Normal
137,135212.77,Normal
138,132682.92,Normal
139,133181.81,Normal
140,133684.2,Normal
141,131695.5,Normal
142,124703.95,Normal
143,131695.5,Normal
144,127416.1,Normal
145,126500,Normal
146,125148.52,Normal
147,124703.95,Normal
148,126500,Normal
149,126046.52,Normal
150,129761.09,Normal
151,132187.5,Normal
152,124703.95,Normal
153,129285.72,Normal
154,124703.95,Normal
155,123823.53,Normal
156,128813.56,Normal
157,125148.52,Normal
158,125596.03,Normal
159,126500,Normal
160,126046.52,Normal
161,123823.53,Normal
162,123823.53,Normal
163,123387.63,Normal
164,124703.95,Normal
165,124703.95,Normal
166,124703.95,Normal
167,123823.53,Normal
168,116780.19,Normal
169,121250,Normal
170,117173.91,Normal
171,120830.67,Normal
172,118369.91,Normal
173,120000,Normal
174,120000,Normal
175,117968.75,Normal
176,114847.56,Normal
177,115229.36,Normal
178,113343.37,Normal
179,113716.01,Normal
180,114468.09,Normal
181,115613.5,Normal
182,115229.36,Normal
183,111875,Normal
184,111875,Normal
185,111875,Normal
186,111875,Normal
187,113343.37,Normal
188,111875,Normal
189,111875,Normal
190,111153.85,Normal
191,110087.98,Normal
192,111153.85,Normal
193,108695.65,Normal
194,110796.46,Normal
195,110796.46,Normal
196,107000,Normal
197,107000,Normal
198,111875,Normal
199,110441.18,Normal
200,110796.46,Normal
201,110087.98,Normal
202,104066.85,Normal
203,107335.24,Normal
204,107672.41,Normal
205,104705.89,Normal
206,106666.67,Normal
207,105677.97,Normal
208,106335.23,Normal
209,103121.55,Normal
210,101277.17,Normal
211,101277.17,Normal
212,100975.61,Normal
213,103750,Normal
214,104066.85,Normal
215,102809.91,Normal
216,99491.98,Normal
217,100975.61,Normal
223,98620.69,Normal
223,99785.52,Normal
223,101277.17,Normal
223,101885.24,Normal
223,98620.69,Normal
224,101277.17,Normal
224,102191.78,Normal
225,101277.17,Normal
226,101277.17,Normal
227,100080.64,Normal
228,100377.36,Normal
229,98333.33,Normal
230,99785.52,Normal
231,96363.64,Normal
232,95000,Normal
233,99200,Normal
234,97198.95,Normal
235,99200,Normal
236,98909.58,Normal
237,97480.31,Normal
238,96919.06,Normal
239,93670.88,Normal
240,95269.92,Normal
241,96363.64,Normal
242,95541.24,Normal
243,95000,Normal
244,92631.58,Normal
245,92375,Normal
246,94731.45,Normal
247,92889.45,Normal
248,92631.58,Normal
249,90614.25,Normal
250,92119.7,Normal
251,92375,Normal
252,92375,Normal
253,91612.9,Normal
254,90862.06,Normal
255,90862.06,Normal
