Time (s),Resistance (Ω),Stage
1,20110.29,Calibration
2,20720.18,Calibration
3,20491.44,Calibration
4,21475.79,Calibration
5,21379.31,Calibration
6,21475.79,Calibration
7,21331.29,Calibration
8,20468.75,Calibration
9,20423.48,Calibration
10,21524.25,Calibration
11,21597.22,Calibration
12,21597.22,Calibration
13,21548.54,Calibration
14,21140.69,Calibration
15,20582.52,Calibration
16,20536.91,Calibration
17,21572.86,Calibration
18,21992.19,Calibration
19,21188.12,Calibration
20,22320.44,Normal
21,21719.6,Normal
22,21259.54,Normal
23,21427.47,Normal
24,21695.05,Normal
25,21768.81,Normal
26,21379.31,Normal
27,21524.25,Normal
28,20952.38,Normal
29,21500,Normal
30,21427.47,Normal
31,21524.25,Normal
32,20999.24,Normal
33,21744.19,Normal
34,21524.25,Normal
35,21621.62,Normal
36,22067.34,Normal
37,22017.2,Normal
38,21548.54,Normal
39,21892.52,Normal
40,21670.54,Normal
41,22629.48,Normal
42,22474.23,Normal
43,22042.25,Normal
44,22218.73,Normal
45,22142.86,Normal
46,22218.73,Normal
47,21355.28,Normal
48,22707.67,Normal
49,22397.15,Normal
50,22760,Normal
51,21917.38,Normal
52,22838.81,Normal
53,22812.5,Normal
54,22397.15,Normal
55,22244.09,Normal
56,22760,Normal
57,22786.23,Normal
58,22760,Normal
59,22142.86,Normal
60,22269.5,Normal
61,22707.67,Normal
62,23211.68,Normal
63,23238.64,Normal
64,21892.52,Normal
65,21768.81,Normal
66,21597.22,Normal
67,21670.54,Normal
68,22448.49,Normal
69,22733.81,Normal
70,22629.48,Normal
71,22733.81,Normal
72,22551.67,Normal
73,22142.86,Normal
74,23292.68,Normal
75,24068.22,Normal
76,24851.06,Normal
77,24851.06,Normal
78,24527.82,Normal
79,23983.4,Normal
80,23731.46,Normal
81,23815.03,Normal
82,23593.11,Normal
83,23374.08,Normal
84,22397.15,Normal
85,23238.64,Normal
86,22269.5,Normal
87,22371.54,Normal
88,23157.89,Normal
89,21992.19,Normal
90,23131.07,Normal
91,22397.15,Normal
92,22918.01,Normal
93,23050.85,Normal
94,22865.17,Normal
95,23077.54,Normal
96,23157.89,Normal
97,23184.76,Normal
98,22551.67,Normal
99,22067.34,Normal
100,22655.5,Normal
101,24586.15,Normal
102,26400,Normal
103,26660.7,Normal
104,25210.66,Normal
105,25516.04,Normal
106,25732.98,Normal
107,25059.93,Normal
108,26726.46,Normal
109,27092.39,Normal
110,27534.37,Normal
111,27534.37,Normal
112,26367.67,Normal
113,26858.69,Normal
114,26726.46,Normal
115,26562.5,Normal
116,26891.89,Normal
117,26206.9,Normal
118,25120.07,Normal
119,25608.7,Normal
120,26079.29,Normal
121,25732.98,Normal
122,27092.39,Normal
123,26991.87,Normal
124,25516.04,Normal
125,25240.96,Normal
126,25608.7,Normal
127,25795.46,Normal
128,25546.88,Normal
129,25546.88,Normal
130,24674.01,Normal
131,25362.69,Normal
132,25029.94,Normal
133,25059.93,Normal
134,25271.32,Normal
135,25485.27,Normal
136,24970.11,Normal
137,24615.38,Normal
138,24296.48,Normal
139,25393.26,Normal
140,25059.93,Normal
141,25271.32,Normal
142,25393.26,Normal
143,24181.97,Normal
144,23983.4,Normal
145,24210.53,Normal
146,24586.15,Normal
147,24880.75,Normal
148,25059.93,Normal
149,24851.06,Normal
150,25059.93,Normal
151,24325.23,Normal
152,25150.21,Normal
153,26015.83,Normal
154,26891.89,Normal
155,26595.18,Normal
156,26627.91,Normal
157,26400,Normal
158,26660.7,Normal
159,25454.54,Normal
160,25952.59,Normal
161,26335.4,Normal
162,26792.45,Normal
163,26958.48,Normal
164,29000,Normal
165,28378.63,Normal
166,28888.89,Normal
167,29149.14,Normal
168,28523.05,Normal
169,28128.49,Normal
170,27637.87,Normal
171,27295.08,Normal
