Time,Resistance (Ohms),Stage
91,-38858.2,Calibration (20s)
92,-38806.25,Calibration (20s)
93,-38550.73,Calibration (20s)
94,-38188.28,Calibration (20s)
95,-38253.12,Calibration (20s)
96,-40019.55,Calibration (20s)
97,-40317.46,Calibration (20s)
98,-40237.15,Calibration (20s)
99,-40019.55,Calibration (20s)
100,-40707.79,Calibration (20s)
101,-40834.18,Calibration (20s)
102,-40603.62,Calibration (20s)
103,-40098.14,Calibration (20s)
104,-40019.55,Calibration (20s)
105,-40418.74,Calibration (20s)
106,-40983.61,Calibration (20s)
107,-41333.33,Calibration (20s)
1,-41557.89,Calibration (20s)
2,-41649.05,Calibration (20s)
3,-41178.9,Calibration (20s)
5,-40418.74,Calibration (20s)
7,-40834.18,Calibration (20s)
9,-42068.96,Calibration (20s)
11,-41005.13,Calibration (20s)
13,-40770.79,Calibration (20s)
15,-41200.83,Calibration (20s)
17,-41903.74,Calibration (20s)
19,-42431.54,Calibration (20s)
21,-41222.8,Normal - Watch Video (4 min)
23,-40983.61,Normal - Watch Video (4 min)
25,-41266.87,Normal - Watch Video (4 min)
27,-40983.61,Normal - Watch Video (4 min)
29,-41005.13,Normal - Watch Video (4 min)
31,-40983.61,Normal - Watch Video (4 min)
33,-41333.33,Normal - Watch Video (4 min)
36,-41557.89,Normal - Watch Video (4 min)
37,-41377.87,Normal - Watch Video (4 min)
39,-41445.03,Normal - Watch Video (4 min)
41,-42431.54,Normal - Watch Video (4 min)
43,-42164.5,Normal - Watch Video (4 min)
45,-41535.23,Normal - Watch Video (4 min)
47,-41400.21,Normal - Watch Video (4 min)
49,-41178.9,Normal - Watch Video (4 min)
51,-41856.99,Normal - Watch Video (4 min)
53,-42188.52,Normal - Watch Video (4 min)
55,-41694.91,Normal - Watch Video (4 min)
57,-41266.87,Normal - Watch Video (4 min)
59,-41626.19,Normal - Watch Video (4 min)
61,-41974.25,Normal - Watch Video (4 min)
62,-43219.95,Normal - Watch Video (4 min)
63,-43540.23,Normal - Watch Video (4 min)
64,-42431.54,Normal - Watch Video (4 min)
65,-41950.7,Normal - Watch Video (4 min)
66,-43011.23,Normal - Watch Video (4 min)
67,-43648.96,Normal - Watch Video (4 min)
68,-44645.01,Normal - Watch Video (4 min)
69,-45440.99,Normal - Watch Video (4 min)
70,-46022.87,Normal - Watch Video (4 min)
71,-45440.99,Normal - Watch Video (4 min)
72,-46290.12,Normal - Watch Video (4 min)
73,-46771.24,Normal - Watch Video (4 min)
74,-46459.95,Normal - Watch Video (4 min)
75,-46122.45,Normal - Watch Video (4 min)
76,-47379.68,Normal - Watch Video (4 min)
77,-48054.79,Normal - Watch Video (4 min)
78,-48444.45,Normal - Watch Video (4 min)
79,-48209.37,Normal - Watch Video (4 min)
80,-47416.33,Normal - Watch Video (4 min)
81,-47234.04,Normal - Watch Video (4 min)
82,-46122.45,Normal - Watch Video (4 min)
83,-45956.91,Normal - Watch Video (4 min)
84,-45956.91,Normal - Watch Video (4 min)
85,-45825.98,Normal - Watch Video (4 min)
86,-45568.04,Normal - Watch Video (4 min)
87,-45409.43,Normal - Watch Video (4 min)
88,-45600,Normal - Watch Video (4 min)
89,-46562.91,Normal - Watch Video (4 min)
90,-46631.99,Normal - Watch Video (4 min)
91,-46089.17,Normal - Watch Video (4 min)
92,-46055.98,Normal - Watch Video (4 min)
93,-47270.3,Normal - Watch Video (4 min)
94,-47234.04,Normal - Watch Video (4 min)
95,-46982.87,Normal - Watch Video (4 min)
96,-46323.91,Normal - Watch Video (4 min)
97,-46631.99,Normal - Watch Video (4 min)
98,-47453.08,Normal - Watch Video (4 min)
99,-47161.8,Normal - Watch Video (4 min)
100,-46256.41,Normal - Watch Video (4 min)
101,-45891.28,Normal - Watch Video (4 min)
103,-47526.88,Normal - Watch Video (4 min)
104,-46736.29,Normal - Watch Video (4 min)
105,-46022.87,Normal - Watch Video (4 min)
106,-45315.2,Normal - Watch Video (4 min)
107,-46357.79,Normal - Watch Video (4 min)
108,-47563.93,Normal - Watch Video (4 min)
109,-47270.3,Normal - Watch Video (4 min)
110,-46982.87,Normal - Watch Video (4 min)
111,-45793.45,Normal - Watch Video (4 min)
112,-45568.04,Normal - Watch Video (4 min)
113,-45793.45,Normal - Watch Video (4 min)
114,-45858.59,Normal - Watch Video (4 min)
115,-46425.8,Normal - Watch Video (4 min)
116,-46982.87,Normal - Watch Video (4 min)
117,-47197.87,Normal - Watch Video (4 min)
118,-46597.4,Normal - Watch Video (4 min)
119,-45504.36,Normal - Watch Video (4 min)
120,-45252.77,Normal - Watch Video (4 min)
121,-45190.65,Normal - Watch Video (4 min)
122,-45067.32,Normal - Watch Video (4 min)
124,-45098.04,Normal - Watch Video (4 min)
126,-45728.64,Normal - Watch Video (4 min)
126,-46290.12,Normal - Watch Video (4 min)
127,-46631.99,Normal - Watch Video (4 min)
128,-45956.91,Normal - Watch Video (4 min)
129,-45536.16,Normal - Watch Video (4 min)
130,-45377.94,Normal - Watch Video (4 min)
132,-45221.68,Normal - Watch Video (4 min)
132,-45377.94,Normal - Watch Video (4 min)
133,-45504.36,Normal - Watch Video (4 min)
134,-47197.87,Normal - Watch Video (4 min)
136,-47788.33,Normal - Watch Video (4 min)
137,-47601.08,Normal - Watch Video (4 min)
137,-47306.67,Normal - Watch Video (4 min)
138,-46876.64,Normal - Watch Video (4 min)
140,-45696.36,Normal - Watch Video (4 min)
141,-45283.95,Normal - Watch Video (4 min)
141,-45221.68,Normal - Watch Video (4 min)
142,-45128.84,Normal - Watch Video (4 min)
143,-46122.45,Normal - Watch Video (4 min)
144,-46736.29,Normal - Watch Video (4 min)
145,-46806.28,Normal - Watch Video (4 min)
146,-46459.95,Normal - Watch Video (4 min)
148,-45825.98,Normal - Watch Video (4 min)
148,-45793.45,Normal - Watch Video (4 min)
149,-45504.36,Normal - Watch Video (4 min)
151,-46122.45,Normal - Watch Video (4 min)
151,-45924.05,Normal - Watch Video (4 min)
152,-45891.28,Normal - Watch Video (4 min)
153,-45440.99,Normal - Watch Video (4 min)
154,-45472.64,Normal - Watch Video (4 min)
156,-45377.94,Normal - Watch Video (4 min)
156,-45600,Normal - Watch Video (4 min)
157,-46055.98,Normal - Watch Video (4 min)
158,-46357.79,Normal - Watch Video (4 min)
160,-46022.87,Normal - Watch Video (4 min)
160,-45924.05,Normal - Watch Video (4 min)
161,-45536.16,Normal - Watch Video (4 min)
163,-45283.95,Normal - Watch Video (4 min)
163,-45190.65,Normal - Watch Video (4 min)
164,-45098.04,Normal - Watch Video (4 min)
165,-45600,Normal - Watch Video (4 min)
167,-45956.91,Normal - Watch Video (4 min)
168,-45825.98,Normal - Watch Video (4 min)
168,-45696.36,Normal - Watch Video (4 min)
169,-45377.94,Normal - Watch Video (4 min)
171,-45221.68,Normal - Watch Video (4 min)
172,-45006.11,Normal - Watch Video (4 min)
172,-45098.04,Normal - Watch Video (4 min)
173,-45128.84,Normal - Watch Video (4 min)
175,-45190.65,Normal - Watch Video (4 min)
176,-45472.64,Normal - Watch Video (4 min)
176,-45252.77,Normal - Watch Video (4 min)
177,-45098.04,Normal - Watch Video (4 min)
179,-44945.19,Normal - Watch Video (4 min)
179,-45006.11,Normal - Watch Video (4 min)
180,-44884.57,Normal - Watch Video (4 min)
181,-45098.04,Normal - Watch Video (4 min)
183,-47306.67,Normal - Watch Video (4 min)
183,-48444.45,Normal - Watch Video (4 min)
184,-48093.28,Normal - Watch Video (4 min)
185,-47306.67,Normal - Watch Video (4 min)
186,-46771.24,Normal - Watch Video (4 min)
187,-46701.43,Normal - Watch Video (4 min)
188,-46562.91,Normal - Watch Video (4 min)
189,-46357.79,Normal - Watch Video (4 min)
191,-46222.79,Normal - Watch Video (4 min)
191,-46122.45,Normal - Watch Video (4 min)
192,-46022.87,Normal - Watch Video (4 min)
193,-45989.85,Normal - Watch Video (4 min)
195,-46122.45,Normal - Watch Video (4 min)
195,-46122.45,Normal - Watch Video (4 min)
196,-45924.05,Normal - Watch Video (4 min)
197,-46290.12,Normal - Watch Video (4 min)
198,-46911.96,Normal - Watch Video (4 min)
199,-47234.04,Normal - Watch Video (4 min)
200,-48404.99,Normal - Watch Video (4 min)
202,-49215.41,Normal - Watch Video (4 min)
203,-50295.86,Normal - Watch Video (4 min)
203,-50162,Normal - Watch Video (4 min)
204,-49215.41,Normal - Watch Video (4 min)
206,-51124.62,Normal - Watch Video (4 min)
207,-50750.75,Normal - Watch Video (4 min)
207,-50029.32,Normal - Watch Video (4 min)
208,-50340.74,Normal - Watch Video (4 min)
210,-49810.77,Normal - Watch Video (4 min)
210,-49810.77,Normal - Watch Video (4 min)
212,-49767.44,Normal - Watch Video (4 min)
212,-50521.61,Normal - Watch Video (4 min)
214,-51219.51,Normal - Watch Video (4 min)
214,-50567.16,Normal - Watch Video (4 min)
215,-49510.09,Normal - Watch Video (4 min)
216,-50430.91,Normal - Watch Video (4 min)
217,-51850.7,Normal - Watch Video (4 min)
218,-50796.99,Normal - Watch Video (4 min)
219,-49767.44,Normal - Watch Video (4 min)
220,-49173.79,Normal - Watch Video (4 min)
221,-48967.47,Normal - Watch Video (4 min)
222,-48563.46,Normal - Watch Video (4 min)
223,-49049.64,Normal - Watch Video (4 min)
224,-50750.75,Normal - Watch Video (4 min)
226,-51219.51,Normal - Watch Video (4 min)
228,-49724.24,Normal - Watch Video (4 min)
229,-49090.91,Normal - Watch Video (4 min)
230,-48967.47,Normal - Watch Video (4 min)
234,-50206.49,Normal - Watch Video (4 min)
234,-50251.11,Normal - Watch Video (4 min)
231,-49090.91,Normal - Watch Video (4 min)
234,-50983.36,Normal - Watch Video (4 min)
235,-50476.19,Normal - Watch Video (4 min)
236,-49897.81,Normal - Watch Video (4 min)
237,-49897.81,Normal - Watch Video (4 min)
