Time,Resistance (Ohms),Stage
83,-63574.47,Calibration (20s)
84,-68646.08,Calibration (20s)
85,-74323.61,Calibration (20s)
86,-76574.59,Calibration (20s)
87,-84605.68,Calibration (20s)
0,-90378.01,Calibration (20s)
1,-88956.23,Calibration (20s)
2,-90865.05,Calibration (20s)
3,-97870.72,Calibration (20s)
4,-92367.49,Calibration (20s)
5,-87368.42,Calibration (20s)
6,-80952.38,Calibration (20s)
7,-80771.52,Calibration (20s)
8,-111838.56,Calibration (20s)
9,-88494.98,Calibration (20s)
10,-81873.11,Calibration (20s)
11,-75053.77,Calibration (20s)
12,-76731.3,Calibration (20s)
13,-76888.89,Calibration (20s)
14,-71200,Calibration (20s)
15,-71200,Calibration (20s)
16,-76574.59,Calibration (20s)
17,-82822.09,Calibration (20s)
18,-71848.1,Calibration (20s)
19,-68188.23,Calibration (20s)
20,-70319.41,Calibration (20s)
21,-87147.54,Calibration (20s)
22,-89423.73,Calibration (20s)
23,-80771.52,Calibration (20s)
25,-75956.28,Calibration (20s)
28,-67738.93,Calibration (20s)
29,-66230.25,Calibration (20s)
30,-65612.47,Calibration (20s)
31,-35987.51,Calibration (20s)
32,-35340.82,Calibration (20s)
33,-35421.69,Calibration (20s)
34,-36773.14,Calibration (20s)
35,-40983.61,Calibration (20s)
36,-44674.7,Calibration (20s)
37,-43379,Calibration (20s)
38,-43167.42,Calibration (20s)
39,-30928.5,Calibration (20s)
40,-30899.41,Calibration (20s)
41,-30911.03,Calibration (20s)
42,-30905.22,Calibration (20s)
43,-43011.23,Calibration (20s)
44,-43621.68,Calibration (20s)
45,-42857.14,Calibration (20s)
46,-42140.54,Calibration (20s)
47,-43786.3,Calibration (20s)
48,-43272.73,Calibration (20s)
49,-43219.95,Calibration (20s)
50,-43272.73,Calibration (20s)
51,-44065.8,Calibration (20s)
52,-42882.68,Calibration (20s)
0,-42212.58,Calibration (20s)
1,-41856.99,Calibration (20s)
2,-41535.23,Calibration (20s)
3,-41178.9,Calibration (20s)
4,-42333.7,Calibration (20s)
5,-44323.04,Calibration (20s)
6,-45696.36,Calibration (20s)
7,-46122.45,Calibration (20s)
8,-44945.19,Calibration (20s)
9,-43786.3,Calibration (20s)
10,-44179.46,Calibration (20s)
11,-43621.68,Calibration (20s)
12,-44615.38,Calibration (20s)
13,-44150.95,Calibration (20s)
14,-42908.28,Calibration (20s)
15,-43193.66,Calibration (20s)
16,-42882.68,Calibration (20s)
17,-42933.93,Calibration (20s)
18,-42382.51,Calibration (20s)
19,-42985.41,Calibration (20s)
20,-42456.14,Normal - Watch Video (4 min)
21,-41377.87,Normal - Watch Video (4 min)
22,-41200.83,Normal - Watch Video (4 min)
23,-40940.7,Normal - Watch Video (4 min)
24,-41005.13,Normal - Watch Video (4 min)
25,-41671.96,Normal - Watch Video (4 min)
26,-43869.46,Normal - Watch Video (4 min)
27,-48093.28,Normal - Watch Video (4 min)
28,-49985.36,Normal - Watch Video (4 min)
29,-52979.07,Normal - Watch Video (4 min)
30,-54420.17,Normal - Watch Video (4 min)
31,-57168.79,Normal - Watch Video (4 min)
32,-55371.33,Normal - Watch Video (4 min)
33,-54770.8,Normal - Watch Video (4 min)
34,-54420.17,Normal - Watch Video (4 min)
35,-52150.71,Normal - Watch Video (4 min)
36,-49257.14,Normal - Watch Video (4 min)
37,-48523.68,Normal - Watch Video (4 min)
38,-48484,Normal - Watch Video (4 min)
39,-49810.77,Normal - Watch Video (4 min)
40,-56247.79,Normal - Watch Video (4 min)
41,-57855.82,Normal - Watch Video (4 min)
42,-56376.55,Normal - Watch Video (4 min)
43,-59158.7,Normal - Watch Video (4 min)
44,-57855.82,Normal - Watch Video (4 min)
45,-54594.59,Normal - Watch Video (4 min)
46,-57168.79,Normal - Watch Video (4 min)
47,-57716.39,Normal - Watch Video (4 min)
48,-55555.55,Normal - Watch Video (4 min)
49,-56571.43,Normal - Watch Video (4 min)
50,-56768.4,Normal - Watch Video (4 min)
51,-58714.55,Normal - Watch Video (4 min)
52,-58714.55,Normal - Watch Video (4 min)
53,-60078.28,Normal - Watch Video (4 min)
54,-60078.28,Normal - Watch Video (4 min)
55,-57509.16,Normal - Watch Video (4 min)
56,-57440.59,Normal - Watch Video (4 min)
57,-56312.06,Normal - Watch Video (4 min)
58,-58280.37,Normal - Watch Video (4 min)
59,-64137.93,Normal - Watch Video (4 min)
60,-64043.01,Normal - Watch Video (4 min)
61,-58935.36,Normal - Watch Video (4 min)
62,-57304.19,Normal - Watch Video (4 min)
63,-56119.93,Normal - Watch Video (4 min)
64,-58496.24,Normal - Watch Video (4 min)
65,-57647.06,Normal - Watch Video (4 min)
66,-57509.16,Normal - Watch Video (4 min)
67,-54948.8,Normal - Watch Video (4 min)
68,-57440.59,Normal - Watch Video (4 min)
69,-57304.19,Normal - Watch Video (4 min)
70,-54948.8,Normal - Watch Video (4 min)
71,-57236.36,Normal - Watch Video (4 min)
72,-56183.75,Normal - Watch Video (4 min)
73,-53963.52,Normal - Watch Video (4 min)
74,-52820.51,Normal - Watch Video (4 min)
75,-51459.29,Normal - Watch Video (4 min)
76,-54247.49,Normal - Watch Video (4 min)
77,-58641.51,Normal - Watch Video (4 min)
78,-57785.98,Normal - Watch Video (4 min)
79,-54770.8,Normal - Watch Video (4 min)
80,-54190.32,Normal - Watch Video (4 min)
81,-52820.51,Normal - Watch Video (4 min)
82,-52456.42,Normal - Watch Video (4 min)
83,-56768.4,Normal - Watch Video (4 min)
84,-62577.96,Normal - Watch Video (4 min)
85,-65714.29,Normal - Watch Video (4 min)
86,-70319.41,Normal - Watch Video (4 min)
87,-73056.99,Normal - Watch Video (4 min)
88,-69951.22,Normal - Watch Video (4 min)
89,-67627.91,Normal - Watch Video (4 min)
90,-66864.99,Normal - Watch Video (4 min)
91,-65010.99,Normal - Watch Video (4 min)
92,-61710.79,Normal - Watch Video (4 min)
93,-63115.79,Normal - Watch Video (4 min)
94,-68075.12,Normal - Watch Video (4 min)
95,-67407.41,Normal - Watch Video (4 min)
96,-65010.99,Normal - Watch Video (4 min)
97,-64137.93,Normal - Watch Video (4 min)
98,-58496.24,Normal - Watch Video (4 min)
99,-58424.02,Normal - Watch Video (4 min)
100,-55617.39,Normal - Watch Video (4 min)
101,-55929.82,Normal - Watch Video (4 min)
102,-60554.46,Normal - Watch Video (4 min)
103,-63574.47,Normal - Watch Video (4 min)
104,-61795.92,Normal - Watch Video (4 min)
105,-62401.66,Normal - Watch Video (4 min)
106,-61207.24,Normal - Watch Video (4 min)
107,-64233.26,Normal - Watch Video (4 min)
108,-62755.74,Normal - Watch Video (4 min)
109,-66651.48,Normal - Watch Video (4 min)
110,-66022.47,Normal - Watch Video (4 min)
111,-62755.74,Normal - Watch Video (4 min)
112,-60394.48,Normal - Watch Video (4 min)
113,-58861.48,Normal - Watch Video (4 min)
114,-56506.24,Normal - Watch Video (4 min)
115,-56506.24,Normal - Watch Video (4 min)
116,-61124.5,Normal - Watch Video (4 min)
117,-59233.71,Normal - Watch Video (4 min)
118,-60235.76,Normal - Watch Video (4 min)
119,-63574.47,Normal - Watch Video (4 min)
120,-60078.28,Normal - Watch Video (4 min)
121,-61373.74,Normal - Watch Video (4 min)
122,-62935.01,Normal - Watch Video (4 min)
123,-60796.81,Normal - Watch Video (4 min)
124,-65511.11,Normal - Watch Video (4 min)
125,-62845.19,Normal - Watch Video (4 min)
126,-60394.48,Normal - Watch Video (4 min)
127,-62666.67,Normal - Watch Video (4 min)
128,-62845.19,Normal - Watch Video (4 min)
129,-66972.48,Normal - Watch Video (4 min)
130,-66651.48,Normal - Watch Video (4 min)
131,-64137.93,Normal - Watch Video (4 min)
132,-62577.96,Normal - Watch Video (4 min)
133,-61373.74,Normal - Watch Video (4 min)
134,-58641.51,Normal - Watch Video (4 min)
135,-59083.97,Normal - Watch Video (4 min)
136,-58787.88,Normal - Watch Video (4 min)
137,-60078.28,Normal - Watch Video (4 min)
138,-61290.32,Normal - Watch Video (4 min)
139,-60156.86,Normal - Watch Video (4 min)
140,-60715.71,Normal - Watch Video (4 min)
141,-56702.51,Normal - Watch Video (4 min)
142,-56312.06,Normal - Watch Video (4 min)
143,-60474.31,Normal - Watch Video (4 min)
144,-58935.36,Normal - Watch Video (4 min)
145,-57034.36,Normal - Watch Video (4 min)
146,-57440.59,Normal - Watch Video (4 min)
147,-60554.46,Normal - Watch Video (4 min)
148,-58352.06,Normal - Watch Video (4 min)
149,-61290.32,Normal - Watch Video (4 min)
150,-58787.88,Normal - Watch Video (4 min)
151,-62401.66,Normal - Watch Video (4 min)
152,-61290.32,Normal - Watch Video (4 min)
153,-60235.76,Normal - Watch Video (4 min)
154,-58935.36,Normal - Watch Video (4 min)
155,-60878.24,Normal - Watch Video (4 min)
156,-60078.28,Normal - Watch Video (4 min)
157,-58352.06,Normal - Watch Video (4 min)
