df_hash,22ZHK4.LL4ER7
666.176,72
667.186,75
669.206,81
671.226,64
672.236,64
673.246,58
674.256,54
675.266,49
677.286,49
678.296,50
679.306,42
681.326,41
682.336,46
683.346,45
684.356,39
685.366,38
686.376,39
687.386,37
688.396,36
689.406,44
690.416,51
692.436,64
693.446,75
694.456,88
696.476,99
697.486,104
698.496,106
699.506,109
700.516,111
701.526,107
702.536,106
703.546,103
704.556,102
705.566,101
706.576,102
707.586,71
709.606,49
711.626,38
712.636,32
713.646,30
714.656,23
715.666,17
716.676,14
718.696,40
719.706,39
720.716,37
721.726,41
722.736,47
724.756,43
726.776,33
728.796,40
729.806,49
730.816,57
731.826,62
733.846,61
734.856,64
735.866,63
736.876,67
737.886,71
739.906,72
741.926,68
742.936,62
743.946,55
745.966,45
746.976,42
747.986,40
750.006,33
751.016,22
752.026,15
753.036,16
754.046,27
755.056,32
756.066,35
757.076,37
759.096,44
761.116,67
762.126,75
763.136,81
764.146,75
765.156,77
766.166,78
768.186,85
769.196,86
770.206,88
771.216,86
772.226,88
773.236,91
774.246,89
775.256,88
776.266,80
777.276,70
778.286,60
779.296,52
780.306,46
781.316,49
783.336,47
784.346,55
785.356,56
786.366,59
787.376,79
788.386,91
789.396,93
790.406,91
791.416,81
792.426,73
793.436,70
794.446,72
795.456,82
796.466,92
798.486,86
800.506,99
801.516,109
803.536,120
804.546,120
805.556,118
807.576,117
809.596,119
811.616,115
812.626,112
813.636,109
814.646,105
816.666,106
817.676,107
818.686,105
819.696,104
820.706,106
821.716,109
822.726,112
823.736,119
824.746,123
825.756,125
826.766,123
828.786,118
830.806,107
831.816,104
832.826,102
833.836,94
834.846,94
835.856,90
836.866,89
837.876,82
838.886,84
839.896,86
840.906,89
841.916,82
842.926,79
845.956,70
846.966,69
847.976,70
849.996,69
852.016,71
854.036,79
855.046,87
856.056,90
858.076,97
860.096,104
861.106,108
862.116,114
863.126,116
864.136,117
865.146,118
866.156,116
867.166,116
868.176,115
870.196,99
871.206,89
872.216,82
873.226,72
875.246,49
876.256,38
877.266,25
880.296,8
881.306,11
883.326,14
885.346,32
886.356,44
888.376,55
889.386,60
890.396,55
892.416,70
894.436,75
895.446,77
896.456,77
897.466,86
898.476,94
899.486,100
901.506,103
902.516,104
903.526,104
905.546,78
907.566,48
909.586,40
