df_hash,22ZHK4.ZXX6DZ
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.JBFB
person_label,V65
date_time_start,2025-10-31_16-53-13.121000_+03
date_time_start_unix,1761915193.121
date_time_end,2025-10-31_17-01-29.357000_+03
length_difference_noticed,no

time,temperature
5.032,33.906
6.301,33.875
7.127,33.875
8.054,33.938
9.029,33.969
10.052,34.031
11.030,34.031
12.052,34.062
13.027,34.062
14.050,34.062
15.028,34.094
16.049,34.094
17.319,34.125
18.048,34.125
19.023,34.125
20.047,34.125
21.021,34.156
22.097,34.188
23.023,34.219
24.093,34.219
25.019,34.219
26.043,34.281
27.018,34.312
28.337,34.281
29.017,34.281
30.069,34.312
31.019,34.312
32.242,34.312
33.163,34.375
34.038,34.375
35.062,34.438
36.047,34.406
37.061,34.406
38.084,34.469
39.351,34.531
40.054,34.500
41.058,34.531
42.034,34.562
43.179,34.562
44.037,34.562
45.007,34.562
46.031,34.625
47.057,34.625
48.033,34.625
49.053,34.625
50.028,34.625
51.052,34.625
52.027,34.625
53.050,34.656
54.026,34.656
55.050,34.656
56.024,34.656
57.048,34.688
58.123,34.719
59.058,34.781
60.027,34.781
61.046,34.812
62.021,34.812
63.045,34.750
64.071,34.781
65.044,34.812
66.067,34.812
67.042,34.844
68.163,34.812
69.093,34.750
70.016,34.750
71.040,34.781
72.017,34.750
73.070,34.812
74.017,34.844
75.037,34.812
76.113,34.875
77.036,34.844
78.011,34.875
79.327,34.906
80.010,34.938
81.034,34.938
82.079,34.969
83.032,35.000
84.010,34.969
85.033,34.969
86.006,34.938
87.079,34.938
88.005,34.938
89.029,34.906
90.301,34.906
91.028,34.938
92.005,34.938
93.026,34.875
94.008,34.906
95.025,34.938
96.049,34.938
97.024,34.969
98.047,34.938
99.023,34.969
100.095,35.000
101.034,34.938
102.045,34.969
103.020,34.969
104.051,35.031
105.216,35.000
106.043,35.000
107.025,35.062
108.064,35.094
109.017,35.094
110.089,35.062
111.015,35.094
112.039,35.062
113.014,35.094
114.037,35.062
115.042,35.062
116.287,35.062
117.012,35.062
118.035,35.031
119.011,35.031
120.034,35.062
121.010,35.094
122.033,35.125
123.008,35.094
124.032,35.125
125.086,35.188
126.053,35.156
127.105,35.188
128.078,35.188
129.004,35.219
130.223,35.219
131.003,35.219
132.273,35.219
133.051,35.219
134.031,35.219
135.084,35.219
136.069,35.219
137.121,35.219
138.023,35.219
138.998,35.188
140.022,35.188
141.046,35.312
142.069,35.344
142.996,35.375
144.166,35.344
145.043,35.344
146.164,35.344
147.091,35.312
148.017,35.344
149.092,35.312
150.016,35.312
151.088,35.250
152.086,35.250
153.038,35.281
154.013,35.250
155.332,35.375
156.014,35.375
157.039,35.406
158.060,35.406
159.037,35.438
160.032,35.438
161.033,35.406
162.013,35.406
163.070,35.406
164.022,35.406
165.031,35.312
166.006,35.344
167.127,35.312
168.005,35.281
169.032,35.312
170.003,35.312
171.027,35.312
172.151,35.281
173.027,35.281
174.012,35.312
175.025,35.312
176.101,35.312
177.026,35.312
177.998,35.344
179.022,35.344
179.997,35.344
181.021,35.375
182.045,35.375
183.070,35.375
184.143,35.406
185.018,35.375
185.995,35.406
187.052,35.438
188.284,35.438
189.016,35.438
189.991,35.438
191.307,35.438
191.990,35.438
193.112,35.406
194.037,35.438
195.013,35.438
196.036,35.406
197.011,35.406
198.035,35.375
199.048,35.406
200.034,35.406
201.009,35.375
202.033,35.469
203.222,35.469
204.031,35.438
205.253,35.438
206.030,35.438
207.005,35.469
208.029,35.500
209.007,35.469
210.027,35.469
211.003,35.500
212.075,35.406
213.001,35.406
214.154,35.438
215.000,35.438
216.073,35.469
216.999,35.469
218.071,35.469
219.072,35.500
220.021,35.500
221.045,35.469
222.020,35.469
223.190,35.500
224.116,35.531
225.063,35.500
226.018,35.531
226.997,35.531
228.065,35.531
229.111,35.531
230.164,35.531
231.229,35.562
232.014,35.594
233.052,35.594
234.013,35.625
235.085,35.625
236.110,35.625
236.987,35.625
238.010,35.625
239.037,35.656
240.210,35.688
241.037,35.688
242.008,35.719
243.031,35.688
244.160,35.688
245.053,35.688
246.017,35.688
247.029,35.719
248.004,35.656
249.029,35.656
250.027,35.625
251.027,35.594
252.002,35.594
253.026,35.562
254.001,35.562
255.065,35.531
255.999,35.531
257.023,35.531
257.998,35.594
259.022,35.562
259.997,35.625
261.480,35.625
262.044,35.625
263.019,35.688
263.999,35.656
265.019,35.719
265.996,35.719
267.018,35.719
267.994,35.719
269.020,35.719
269.991,35.656
271.014,35.688
272.031,35.656
273.014,35.688
274.016,35.719
275.012,35.719
276.011,35.688
277.011,35.719
278.230,35.688
279.010,35.688
279.996,35.719
281.008,35.656
282.275,35.656
283.011,35.656
283.982,35.625
285.006,35.594
285.981,35.625
287.011,35.625
288.000,35.656
289.201,35.656
290.027,35.656
291.007,35.688
292.285,35.656
293.001,35.656
294.073,35.625
295.000,35.656
296.024,35.656
297.344,35.625
298.022,35.688
298.997,35.688
300.021,35.719
301.044,35.750
302.023,35.781
303.028,35.812
304.019,35.812
304.994,35.781
306.017,35.750
306.996,35.781
308.016,35.781
308.991,35.781
310.015,35.781
310.990,35.781
312.022,35.781
313.037,35.812
314.012,35.812
315.233,35.844
316.011,35.844
316.986,35.875
