df_hash,22ZHK4.ZXX6DZ
318.010,35.844
319.034,35.844
320.009,35.812
320.984,35.812
322.008,35.781
322.983,35.719
324.061,35.719
325.325,35.719
326.251,35.719
326.991,35.688
328.004,35.719
329.128,35.688
330.003,35.656
330.978,35.688
332.050,35.688
332.976,35.719
334.011,35.719
334.977,35.719
336.006,35.750
336.974,35.750
337.998,35.781
339.021,35.781
340.291,35.812
341.020,35.812
341.999,35.781
343.117,35.781
344.053,35.781
345.017,35.781
345.993,35.750
347.114,35.719
347.991,35.719
349.015,35.750
350.039,35.719
351.014,35.812
351.989,35.812
353.013,35.844
354.012,35.812
355.011,35.844
355.987,35.812
357.305,35.844
358.180,35.844
359.019,35.844
359.984,35.844
361.008,35.750
362.008,35.781
363.007,35.750
364.030,35.781
365.005,35.781
365.982,35.844
367.053,35.844
367.979,35.812
369.003,35.781
369.978,35.812
371.150,35.781
372.049,35.750
373.001,35.750
374.095,35.719
374.999,35.750
376.023,35.688
376.998,35.688
377.973,35.656
378.997,35.719
379.972,35.719
380.996,35.750
381.971,35.750
383.189,35.750
383.969,35.781
384.993,35.781
385.968,35.812
387.004,35.844
388.064,35.844
389.004,35.812
390.014,35.719
390.997,35.719
392.013,35.750
392.988,35.750
394.259,35.781
394.987,35.781
396.010,35.781
396.986,35.781
398.010,35.781
398.985,35.844
400.030,35.906
400.983,35.906
402.156,35.906
402.982,35.938
404.006,35.906
405.091,35.906
406.005,35.875
407.028,35.875
408.052,35.875
408.978,35.875
410.002,35.875
410.977,35.844
412.050,35.844
412.976,35.875
414.006,35.875
414.985,35.875
415.998,35.875
416.974,35.906
417.997,35.906
419.370,35.906
420.145,35.906
420.971,35.906
422.112,35.906
423.167,35.875
423.997,35.906
424.974,35.906
426.091,35.875
426.975,35.875
427.995,35.875
428.966,35.875
429.989,35.875
430.965,35.906
431.989,35.906
433.210,35.906
434.046,35.906
434.963,35.875
435.986,35.906
437.206,35.875
437.985,35.844
438.986,35.750
440.032,35.719
441.007,35.719
442.131,35.719
443.055,35.688
443.981,35.719
445.004,35.719
446.037,35.719
447.003,35.750
448.079,35.781
449.003,35.844
450.224,35.875
451.073,35.875
452.369,35.938
453.100,35.938
453.975,35.906
454.999,35.906
455.974,35.875
456.998,35.875
458.021,35.875
459.021,35.906
459.971,35.875
461.001,35.844
461.993,35.844
463.175,35.875
463.969,35.875
464.993,35.906
465.968,35.938
467.040,35.938
467.985,35.906
468.990,35.938
469.965,35.938
470.989,35.969
471.964,35.938
473.234,35.906
474.009,35.906
475.035,35.875
475.962,35.875
476.985,35.906
477.960,35.906
478.984,35.906
480.352,35.906
480.983,35.875
482.007,35.875
482.981,35.844
483.960,35.844
485.229,35.812
486.004,35.719
486.979,35.625
488.002,35.500
488.980,35.406
490.002,35.312
