df_hash,22ZHK4.ZXX6DZ
136.541,1.013
136.571,1.011
136.601,1.013
136.631,1.012
136.661,1.015
136.691,1.011
136.721,1.015
136.751,1.012
136.781,1.016
136.811,1.014
136.841,1.012
136.871,1.012
136.901,1.012
136.931,1.014
136.961,1.013
136.991,1.012
137.021,1.013
137.051,1.011
137.081,1.012
137.111,1.011
137.141,1.015
137.171,1.016
137.201,1.007
137.231,1.010
137.261,1.011
137.291,1.012
137.321,1.014
137.351,1.016
137.381,1.011
137.411,1.005
137.441,1.009
137.471,1.019
137.501,1.012
137.531,1.009
137.561,1.015
137.591,1.008
137.621,1.002
137.651,1.016
137.681,1.015
137.711,1.012
137.741,1.015
137.771,1.011
137.801,1.015
137.831,1.007
137.861,1.012
137.891,1.015
137.921,1.013
137.951,1.009
137.981,1.012
138.011,1.011
138.041,1.010
138.071,1.018
138.101,1.013
138.131,1.006
138.161,1.012
138.191,1.014
138.221,1.015
138.251,1.012
138.281,1.011
138.311,1.006
138.341,1.009
138.371,1.017
138.401,1.013
138.431,1.009
138.461,1.014
138.491,1.009
138.521,1.011
138.551,1.012
138.581,1.012
138.611,1.008
138.641,1.013
138.671,1.016
138.701,1.011
138.731,1.013
138.761,1.013
138.791,1.012
138.821,1.016
138.851,1.011
138.881,1.017
138.911,1.009
138.941,1.007
138.971,1.011
139.001,1.014
139.031,1.014
139.061,1.015
139.091,1.010
139.121,1.007
139.151,1.010
139.181,1.018
139.211,1.007
139.241,1.009
139.271,1.012
139.301,1.013
139.331,1.012
139.361,1.013
139.391,1.013
139.421,1.011
139.451,1.012
139.481,1.011
139.511,1.006
139.541,1.011
139.571,1.015
139.601,1.015
139.631,1.010
139.661,1.006
139.691,1.010
139.721,1.015
139.751,1.010
139.781,1.013
139.811,1.017
139.841,1.017
139.871,0.998
139.901,1.015
139.931,1.017
139.961,1.008
139.991,1.016
140.021,1.013
140.051,1.010
140.081,1.012
140.111,1.016
140.141,1.011
140.171,1.011
140.201,1.012
140.231,1.016
140.261,1.011
140.291,1.012
140.321,1.012
140.351,1.011
140.381,1.008
140.411,1.020
140.441,1.010
140.471,1.009
140.501,1.011
140.531,1.013
140.561,1.014
140.591,1.015
140.621,1.011
140.651,1.006
140.681,1.012
140.711,1.014
140.741,1.010
140.771,1.009
140.801,1.013
140.831,1.015
140.861,1.011
140.891,1.013
140.921,1.014
140.951,1.012
140.981,1.013
141.011,1.011
141.041,1.015
141.071,1.009
141.101,1.014
141.131,1.011
141.161,1.011
141.191,1.014
141.221,1.010
141.251,1.009
141.281,1.013
141.311,1.008
141.341,1.020
141.371,1.014
141.401,1.007
141.431,1.007
141.461,1.015
141.491,1.009
141.521,1.015
141.551,1.018
141.581,1.017
141.611,1.006
141.641,1.016
141.671,1.010
141.701,1.013
141.731,1.011
141.761,1.010
141.791,1.015
141.821,1.010
141.851,1.010
141.881,1.016
141.911,1.011
141.941,1.011
141.971,1.014
142.001,1.011
142.031,1.016
142.061,1.012
142.091,1.010
142.121,1.012
142.151,1.013
142.181,1.016
142.211,1.011
142.241,1.010
142.271,1.011
142.301,1.013
142.331,1.014
142.361,1.018
142.391,1.014
142.421,1.007
142.451,1.012
142.481,1.013
142.511,1.012
142.541,1.011
142.571,1.014
142.601,1.006
142.631,1.015
142.661,1.016
142.691,1.008
142.721,1.016
142.751,1.009
142.781,1.010
142.811,1.013
142.841,1.012
142.871,1.014
142.901,1.010
142.931,1.012
142.961,1.011
142.991,1.012
143.021,1.011
143.051,1.014
143.081,1.010
143.111,1.010
143.141,1.015
143.171,1.014
143.201,1.009
143.231,1.007
143.261,1.013
143.291,1.016
143.321,1.015
143.351,1.010
143.381,1.010
143.411,1.011
143.441,1.014
143.471,1.014
143.501,1.012
143.531,1.019
143.561,1.004
143.591,1.013
143.621,1.012
143.651,1.011
143.681,1.011
143.711,1.012
143.741,1.009
143.771,1.014
143.801,1.012
143.831,1.010
143.861,1.011
143.891,1.013
143.921,1.014
143.951,1.014
143.981,1.009
144.011,1.010
144.041,1.014
144.071,1.013
144.101,1.013
144.131,1.010
144.161,1.010
144.191,1.014
144.221,1.012
144.251,1.013
144.281,1.005
144.311,1.009
144.341,1.012
144.371,1.013
144.401,1.016
144.431,1.013
144.461,1.015
144.491,1.009
144.521,1.016
144.551,1.012
144.581,1.011
144.611,1.007
144.641,1.014
144.671,1.010
144.701,1.013
144.731,1.011
144.761,1.012
144.791,1.014
144.821,1.011
144.851,1.012
144.881,1.014
144.911,1.011
144.941,1.013
144.971,1.004
145.001,1.012
145.031,1.019
145.061,1.013
145.091,1.013
145.121,1.010
145.151,1.004
145.181,1.008
145.211,1.016
145.241,1.012
145.271,1.011
145.301,1.020
145.331,1.006
145.361,1.011
145.391,1.016
145.421,1.007
145.451,1.007
145.481,1.013
145.511,1.010
145.541,1.014
145.571,1.016
145.601,1.010
145.631,1.011
145.661,1.014
145.691,1.012
145.721,1.012
145.751,1.011
145.781,1.008
145.811,1.016
145.841,1.016
145.871,1.013
145.901,1.007
145.931,1.007
145.961,1.016
145.991,1.014
146.021,1.017
146.051,1.016
146.081,1.020
146.111,1.002
146.141,1.016
146.171,1.014
146.201,1.008
146.231,1.013
146.261,1.014
146.291,1.012
146.321,1.008
146.351,1.015
146.381,1.014
146.411,1.008
146.441,1.014
146.471,1.010
146.501,1.006
146.531,1.010
146.561,1.017
146.591,1.015
146.621,1.016
146.651,1.005
146.681,1.008
146.711,1.015
146.741,1.014
146.771,1.014
146.801,1.017
146.831,1.014
146.861,0.998
146.891,1.018
146.921,1.017
146.951,1.004
146.981,1.014
147.011,1.016
147.041,1.011
147.071,1.012
147.101,1.016
147.131,1.009
147.161,1.012
147.191,1.011
147.221,1.017
147.251,1.014
147.281,1.008
147.311,1.016
147.341,1.015
147.371,1.008
147.401,1.005
147.431,1.021
147.461,1.010
147.491,1.007
147.521,1.012
147.551,1.014
147.581,1.012
147.611,1.013
147.641,1.009
147.671,1.010
147.701,1.007
147.731,1.013
147.761,1.016
147.791,1.010
147.821,1.009
147.851,1.013
147.881,1.011
147.911,1.011
147.941,1.017
147.971,1.016
148.001,1.011
148.031,1.012
148.061,1.014
148.091,1.011
148.121,1.011
148.151,1.009
148.181,1.012
148.211,1.008
148.241,1.018
148.271,1.010
148.301,1.005
148.331,1.014
148.361,1.015
148.391,1.019
148.421,1.013
148.451,1.012
148.481,1.010
148.511,1.016
148.541,1.014
148.571,1.010
148.601,1.015
148.631,1.012
148.661,1.007
148.691,1.017
148.721,1.014
148.751,1.007
148.781,1.005
148.811,1.014
148.841,1.016
148.871,1.006
148.901,1.012
148.931,1.016
148.961,1.011
148.991,1.012
149.021,1.008
149.051,1.017
149.081,1.012
149.111,1.008
149.141,1.013
149.171,1.010
149.201,1.012
149.231,1.012
149.261,1.018
149.291,1.013
149.321,1.008
149.351,1.014
149.381,1.006
149.411,1.021
149.441,1.010
149.471,1.013
149.501,1.002
149.531,1.016
149.561,1.015
149.591,1.008
149.621,1.015
149.651,1.018
149.681,1.004
149.711,1.015
149.741,1.018
149.771,1.012
149.801,1.013
149.831,1.010
149.861,1.012
149.891,1.012
149.921,1.011
149.951,1.019
149.981,1.010
150.011,1.014
150.041,1.013
150.071,1.013
150.101,1.014
150.131,1.017
150.161,1.008
150.191,1.010
150.221,1.017
150.251,1.012
150.281,1.010
150.311,1.014
150.341,1.017
150.371,1.013
150.401,1.013
150.431,1.010
150.461,1.007
150.491,1.010
150.521,1.015
150.551,1.011
150.581,1.013
150.611,1.013
150.641,1.011
150.671,1.009
150.701,1.018
150.731,1.013
150.761,1.008
150.791,1.010
150.821,1.013
150.851,1.015
150.881,1.015
150.911,1.018
150.941,1.012
150.971,1.009
151.001,1.015
151.031,1.014
151.061,1.007
151.091,1.012
151.121,1.015
151.151,1.010
151.181,1.016
151.211,1.013
151.241,1.007
151.271,1.011
151.301,1.016
151.331,1.023
151.361,1.009
151.391,1.005
151.421,1.012
151.451,1.011
151.481,1.014
151.511,1.014
151.541,1.008
151.571,1.015
151.601,1.004
151.631,1.014
151.661,1.015
151.691,1.011
151.721,1.012
151.751,1.012
151.781,1.009
151.811,1.013
151.841,1.011
151.871,1.012
151.901,1.015
151.931,1.012
151.961,1.009
151.991,1.016
152.021,1.011
152.051,1.009
152.081,1.015
152.111,1.015
152.141,1.012
152.171,1.009
152.201,1.012
152.231,1.008
152.261,1.019
152.291,1.013
152.321,1.007
152.351,1.009
152.381,1.012
152.411,1.017
152.441,1.015
152.471,1.013
152.501,1.004
152.531,1.014
152.561,1.013
152.591,1.011
152.621,1.011
152.651,1.012
152.681,1.015
152.711,1.012
152.741,1.011
152.771,1.014
152.801,1.012
152.831,1.010
152.861,1.011
152.891,1.011
152.921,1.009
152.951,1.015
152.981,1.015
153.011,1.008
153.041,1.012
153.071,1.013
153.101,1.015
153.131,1.013
153.161,1.009
153.191,1.013
153.221,1.014
153.251,1.013
153.281,1.015
153.311,1.016
153.341,1.005
153.371,1.012
153.401,1.018
153.431,1.012
153.461,1.009
153.491,1.011
153.521,1.013
153.551,1.012
153.581,1.009
153.611,1.010
153.641,1.012
153.671,1.016
153.701,1.015
153.731,1.009
153.761,1.005
153.791,1.016
153.821,1.020
153.851,1.013
153.881,1.007
153.911,1.010
153.941,1.012
153.971,1.013
154.001,1.016
154.031,1.013
154.061,1.008
154.091,1.007
154.121,1.014
154.151,1.013
154.181,1.009
154.211,1.013
154.241,1.011
154.271,1.010
154.301,1.015
154.331,1.010
154.361,1.011
154.391,1.015
154.421,1.013
154.451,1.010
154.481,1.015
154.511,1.018
154.541,1.011
154.571,1.013
154.601,1.012
154.631,1.009
154.661,1.010
154.691,1.010
154.721,1.012
154.751,1.017
154.781,1.008
154.811,1.003
154.841,1.015
154.871,1.015
154.901,1.013
154.931,1.008
154.961,1.016
154.991,1.015
155.021,1.007
155.051,1.012
155.081,1.015
155.111,1.011
155.141,1.011
155.171,1.013
155.201,1.012
155.231,1.013
155.261,1.010
155.291,1.012
155.321,1.008
155.351,1.015
155.381,1.015
155.411,1.012
155.441,1.011
155.471,1.012
155.501,1.014
155.531,1.009
155.561,1.012
155.591,1.012
155.621,1.014
155.651,1.012
155.681,1.010
155.711,1.014
155.741,1.009
155.771,1.009
155.801,1.016
155.831,1.013
155.861,1.007
155.891,1.013
155.921,1.012
155.951,1.011
155.981,1.010
156.011,1.016
156.041,1.012
156.071,1.011
156.101,1.011
156.131,1.009
156.161,1.015
156.191,1.010
156.221,1.011
156.251,1.003
156.281,1.012
156.311,1.013
156.341,1.004
156.371,1.016
156.401,1.012
156.431,1.015
156.461,1.007
156.491,1.003
156.521,1.019
156.551,1.009
156.581,1.007
156.611,1.016
156.641,1.008
156.671,1.016
156.701,1.016
156.731,1.012
156.761,1.013
156.791,1.005
156.821,1.013
156.851,1.019
156.881,1.012
156.911,1.009
156.941,1.010
156.971,1.015
157.001,1.012
157.031,1.013
157.061,1.008
157.091,1.009
157.121,1.013
157.151,1.011
157.181,1.011
157.211,1.008
157.241,1.016
157.271,1.008
157.301,1.014
157.331,1.007
157.361,1.016
157.391,1.008
157.421,1.011
157.451,1.013
157.481,1.021
157.511,1.007
157.541,1.004
157.571,1.017
157.601,1.014
157.631,1.008
157.661,1.008
157.691,1.018
157.721,1.017
157.751,1.008
157.781,1.008
157.811,1.019
157.841,1.007
157.871,1.011
157.901,1.013
157.931,1.011
157.961,1.012
157.991,1.017
158.021,1.008
158.051,1.014
158.081,1.012
158.111,1.014
158.141,1.012
158.171,1.012
158.201,1.011
158.231,1.014
158.261,1.011
158.291,1.008
158.321,1.014
158.351,1.008
158.381,1.010
158.411,1.013
158.441,1.017
158.471,1.009
158.501,1.010
158.531,1.011
158.561,1.019
158.591,1.014
158.621,1.007
158.651,1.011
158.681,1.007
158.711,1.014
158.741,1.014
158.771,1.007
158.801,1.014
158.831,1.010
158.861,1.011
158.891,1.012
158.921,1.010
158.951,1.013
158.981,1.017
159.011,1.011
159.041,1.018
159.071,1.014
159.101,1.011
159.131,1.010
159.161,1.011
159.191,1.014
159.221,1.012
159.251,1.008
159.281,1.012
159.311,1.014
159.341,1.010
159.371,1.006
159.401,1.012
159.431,1.010
159.461,1.014
159.491,1.010
159.521,1.008
159.551,1.006
159.581,1.016
159.611,1.021
159.641,1.008
159.671,1.011
159.701,1.016
159.731,1.009
159.761,1.009
159.791,1.019
159.821,1.013
159.851,1.009
159.881,1.018
159.911,1.012
159.941,1.012
159.971,1.017
160.001,1.013
160.031,1.010
160.061,1.008
160.091,1.007
160.121,1.009
160.151,1.017
160.181,1.012
160.211,1.007
160.241,1.010
160.271,1.017
160.301,1.013
160.331,1.016
160.361,1.010
160.391,1.008
160.421,1.015
160.451,1.015
160.481,1.010
160.511,1.011
160.541,1.011
160.571,1.010
160.601,1.011
160.631,1.013
160.661,1.013
160.691,1.014
160.721,1.014
160.751,1.015
160.781,1.015
160.811,1.015
160.841,1.011
160.871,1.007
160.901,1.008
160.931,1.021
160.961,1.008
160.991,1.012
161.021,1.014
161.051,1.011
161.081,1.009
161.111,1.011
161.141,1.012
161.171,1.010
161.201,1.010
161.231,1.013
161.261,1.011
161.291,1.016
161.321,1.012
161.351,1.010
161.381,1.013
161.411,1.014
161.441,1.012
161.471,1.011
161.501,1.016
161.531,1.014
161.561,1.010
161.591,1.014
161.621,1.003
161.651,1.013
161.681,1.016
161.711,1.014
161.741,1.011
161.771,1.011
161.801,1.015
161.831,1.017
161.861,1.012
161.891,1.014
161.921,1.015
161.951,1.005
161.981,1.012
162.011,1.013
162.041,1.010
162.071,1.011
162.101,1.013
162.131,1.014
162.161,1.012
162.191,1.011
162.221,1.014
162.251,1.014
162.281,1.012
162.311,1.012
162.341,1.015
162.371,1.006
162.401,1.015
162.431,1.011
162.461,1.006
162.491,1.012
162.521,1.008
162.551,1.016
162.581,1.006
162.611,1.007
162.641,1.015
162.671,1.012
162.701,1.012
162.731,1.016
162.761,1.018
162.791,1.014
162.821,1.004
162.851,1.015
162.881,1.013
162.911,1.012
162.941,1.014
162.971,1.011
163.001,1.009
163.031,1.012
163.061,1.016
163.091,1.011
163.121,1.015
163.151,1.012
163.181,1.013
163.211,1.012
163.241,1.013
163.271,1.013
163.301,1.011
163.331,1.006
163.361,1.016
163.391,1.011
163.421,1.013
163.451,1.013
163.481,1.013
163.511,1.013
163.541,1.014
163.571,1.007
163.601,1.010
163.631,1.011
163.661,1.016
163.691,1.012
163.721,1.017
163.751,1.013
163.781,1.008
163.811,1.015
163.841,1.012
163.871,1.015
163.901,1.012
163.931,1.011
163.961,1.017
163.991,1.011
164.021,1.010
164.051,1.017
164.081,1.013
164.111,1.012
164.141,1.013
164.171,1.012
164.201,1.012
164.231,1.016
164.261,1.011
164.291,1.010
164.321,1.014
164.351,1.016
164.381,1.011
164.411,1.013
164.441,1.012
164.471,1.006
164.501,1.017
164.531,1.012
164.561,1.005
164.591,1.014
164.621,1.014
164.651,1.012
164.681,1.016
164.711,1.010
164.741,1.003
164.771,1.015
164.801,1.015
164.831,1.006
164.861,1.011
164.891,1.019
164.921,1.010
164.951,1.009
164.981,1.014
165.011,1.015
165.041,1.014
165.071,1.012
165.101,1.017
165.131,1.009
165.161,1.017
165.191,1.017
165.221,1.012
165.251,1.008
165.281,1.013
165.311,1.008
165.341,1.013
165.371,1.016
165.401,1.016
165.431,1.009
165.461,1.009
165.491,1.014
165.521,1.014
165.551,1.015
165.581,1.010
165.611,1.006
165.641,1.012
165.671,1.018
165.701,1.011
165.731,1.011
165.761,1.013
165.791,1.010
165.821,1.012
165.851,1.011
165.881,1.013
165.911,1.011
165.941,1.012
165.971,1.014
166.001,1.015
166.031,1.010
166.061,1.013
166.091,1.021
166.121,1.011
166.151,1.016
166.181,1.014
166.211,1.009
166.241,1.008
166.271,1.014
166.301,1.015
166.331,1.012
166.361,1.012
166.391,1.000
166.421,1.017
166.451,1.016
166.481,1.013
166.511,1.011
166.541,1.012
166.571,1.012
166.601,1.013
166.631,1.016
166.661,1.014
166.691,1.009
166.721,1.015
166.751,1.014
166.781,1.014
166.811,1.014
166.841,1.008
166.871,1.011
166.901,1.019
166.931,1.012
166.961,1.008
166.991,1.013
167.021,1.012
167.051,1.015
167.081,1.015
167.111,1.004
167.141,1.006
167.171,1.011
167.201,1.013
167.231,1.012
167.261,1.010
167.291,1.013
167.321,1.018
167.351,1.012
167.381,1.010
167.411,1.015
167.441,1.013
167.471,1.010
167.501,1.014
167.531,1.013
167.561,1.019
167.591,1.012
167.621,1.010
167.651,1.015
167.681,1.010
167.711,1.014
167.741,1.018
167.771,1.015
167.801,1.007
167.831,1.012
167.861,1.013
167.891,1.011
167.921,1.012
167.951,1.016
167.981,1.015
168.011,1.011
168.041,1.005
168.071,1.013
168.101,1.013
168.131,1.012
168.161,1.013
168.191,1.016
168.221,1.011
168.251,1.010
168.281,1.020
168.311,1.012
168.341,1.010
168.371,1.015
168.401,1.013
168.431,1.011
168.461,1.011
168.491,1.013
168.521,1.011
168.551,1.012
168.581,1.015
168.611,1.012
168.641,1.010
168.671,1.012
168.701,1.011
168.731,1.017
168.761,1.010
168.791,1.012
168.821,1.006
168.851,1.010
168.881,1.012
168.911,1.016
168.941,1.021
168.971,1.017
169.001,1.006
169.031,1.018
169.061,1.014
169.091,1.011
169.121,1.016
169.151,1.012
169.181,1.012
169.211,1.015
169.241,1.013
169.271,1.017
169.301,1.015
169.331,1.011
169.361,1.008
169.391,1.012
169.421,1.009
169.451,1.014
169.481,1.011
169.511,1.014
169.541,1.010
169.571,1.020
169.601,1.015
169.631,1.018
169.661,1.011
169.691,1.009
169.721,1.017
169.751,1.010
169.781,1.009
169.811,1.017
169.841,1.013
169.871,1.012
169.901,1.016
169.931,1.012
169.961,1.009
169.991,1.012
170.021,1.011
170.051,1.010
170.081,1.013
170.111,1.011
170.141,1.009
170.171,1.014
170.201,1.013
170.231,1.013
170.261,1.011
170.291,1.013
170.321,1.013
170.351,1.018
170.381,1.010
170.411,1.010
170.441,1.015
170.471,1.009
170.501,1.012
170.531,1.018
170.561,1.010
170.591,1.015
170.621,1.010
170.651,1.013
170.681,1.016
170.711,1.011
170.741,1.009
170.771,1.011
170.801,1.014
170.831,1.014
170.861,1.017
170.891,1.013
170.921,1.010
170.951,1.009
170.981,1.015
171.011,1.015
171.041,1.004
171.071,1.015
171.101,1.011
171.131,1.013
171.161,1.013
171.191,1.014
171.221,1.012
171.251,1.013
171.281,1.012
171.311,1.013
171.341,1.011
171.371,1.015
171.401,1.014
171.431,1.016
171.461,1.012
171.491,1.014
171.521,1.013
171.551,1.009
171.581,1.018
171.611,1.013
171.641,1.007
171.671,1.009
171.701,1.015
171.731,1.016
171.761,1.019
171.791,1.012
171.821,1.006
171.851,1.012
171.881,1.021
171.911,1.014
171.941,1.011
171.971,1.014
172.001,1.012
172.031,1.015
172.061,1.014
172.091,1.009
172.121,1.015
172.151,1.013
172.181,1.010
172.211,1.013
172.241,1.015
172.271,1.005
172.301,1.014
172.331,1.018
172.361,1.013
172.391,1.015
172.421,1.007
172.451,1.009
172.481,1.015
172.511,1.015
172.541,1.018
172.571,1.012
172.601,1.019
172.631,1.001
172.661,1.014
172.691,1.018
172.721,1.010
172.751,1.014
172.781,1.015
172.811,1.011
172.841,1.012
172.871,1.014
172.901,1.009
172.931,1.018
172.961,1.015
172.991,1.014
173.021,1.013
173.051,1.008
173.081,1.011
173.111,1.022
173.141,1.014
173.171,1.005
173.201,1.013
173.231,1.015
173.261,1.015
173.291,1.018
173.321,1.015
173.351,1.007
173.381,1.009
173.411,1.014
173.441,1.013
173.471,1.012
173.501,1.015
173.531,1.010
173.561,1.010
173.591,1.015
173.621,1.015
173.651,1.016
173.681,1.016
173.711,1.012
173.741,1.012
173.771,1.017
173.801,1.012
173.831,1.008
173.861,1.015
173.891,1.016
173.921,1.014
173.951,1.011
173.981,1.012
174.011,1.012
174.041,1.016
174.071,1.019
174.101,1.013
174.131,1.021
174.161,1.007
174.191,1.016
174.221,1.016
174.251,1.010
174.281,1.015
174.311,1.014
174.341,1.009
174.371,1.013
174.401,1.011
174.431,1.013
174.461,1.018
174.491,1.021
174.521,1.012
174.551,1.013
174.581,1.013
174.611,1.012
174.641,1.014
174.671,1.012
174.701,1.012
174.731,1.018
174.761,1.012
174.791,1.015
174.821,1.018
174.851,1.017
174.881,1.013
174.911,1.014
174.941,1.009
174.971,1.016
175.001,1.013
175.031,1.013
175.061,1.010
175.091,1.009
175.121,1.013
175.151,1.012
175.181,1.016
175.211,1.015
175.241,1.011
175.271,1.012
175.301,1.008
175.331,1.018
175.361,1.015
175.391,1.011
175.421,1.012
175.451,1.017
175.481,1.015
175.511,1.013
175.541,1.008
175.571,1.011
175.601,1.013
175.631,1.017
175.661,1.011
175.691,1.009
175.721,1.019
175.751,1.013
175.781,1.012
175.811,1.021
175.841,1.010
175.871,1.011
175.901,1.016
175.931,1.009
175.961,1.008
175.991,1.018
176.021,1.011
176.051,1.011
176.081,1.011
176.111,1.017
176.141,1.011
176.171,1.009
176.201,1.013
176.231,1.012
176.261,1.015
176.291,1.016
176.321,1.015
176.351,1.009
176.381,1.010
176.411,1.015
176.441,1.016
176.471,1.016
176.501,1.013
176.531,1.016
176.561,1.015
176.591,1.011
176.621,1.018
176.651,1.008
176.681,1.014
176.711,1.021
176.741,1.009
176.771,1.006
176.801,1.018
176.831,1.018
176.861,1.010
176.891,1.015
176.921,1.014
176.951,1.015
176.981,1.010
177.011,1.021
177.041,1.011
177.071,1.009
177.101,1.015
177.131,1.013
177.161,1.012
177.191,1.014
177.221,1.011
177.251,1.010
177.281,1.016
177.311,1.017
177.341,1.014
177.371,1.013
177.401,1.011
177.431,1.010
177.461,1.011
177.491,1.014
177.521,1.016
177.551,1.016
177.581,1.010
177.611,1.008
177.641,1.013
177.671,1.017
177.701,1.019
177.731,1.011
177.761,1.015
177.791,1.015
177.821,1.014
177.851,1.012
177.881,1.013
177.911,1.013
177.941,1.012
177.971,1.013
178.001,1.013
178.031,1.014
178.061,1.020
178.091,1.017
178.121,1.009
178.151,1.013
178.181,1.005
178.211,1.014
178.241,1.020
178.271,1.014
178.301,1.010
178.331,1.010
178.361,1.014
178.391,1.016
178.421,1.018
178.451,1.008
178.481,1.007
178.511,1.015
178.541,1.012
178.571,1.013
178.601,1.012
178.631,1.015
178.661,1.018
178.691,1.010
178.721,1.014
178.751,1.018
178.781,1.012
178.811,1.016
178.841,1.019
178.871,1.012
178.901,1.009
178.931,1.019
178.961,1.016
178.991,1.010
179.021,1.010
179.051,1.010
179.081,1.016
179.111,1.015
179.141,1.017
179.171,1.015
179.201,1.012
179.231,1.010
179.261,1.017
179.291,1.010
179.321,1.010
179.351,1.016
179.381,1.015
179.411,1.009
179.441,1.016
179.471,1.018
179.501,1.015
179.531,1.015
179.561,1.009
179.591,1.012
179.621,1.014
179.651,1.018
179.681,1.008
179.711,1.011
179.741,1.016
179.771,1.019
179.801,1.009
179.831,1.013
179.861,1.015
179.891,1.013
179.921,1.016
179.951,1.014
179.981,1.014
180.011,1.019
180.041,1.005
180.071,1.015
180.101,1.017
180.131,1.015
180.161,1.007
180.191,1.015
180.221,1.014
180.251,1.015
180.281,1.016
180.311,1.011
180.341,1.011
180.371,1.017
180.401,1.012
180.431,1.012
180.461,1.016
180.491,1.011
180.521,1.010
180.551,1.018
180.581,1.011
180.611,1.011
180.641,1.015
180.671,1.016
180.701,1.014
180.731,1.014
180.761,1.013
180.791,1.009
180.821,1.022
180.851,1.013
180.881,1.003
180.911,1.013
180.941,1.017
180.971,1.010
181.001,1.018
181.031,1.018
181.061,1.014
181.091,1.006
181.121,1.016
181.151,1.019
181.181,1.012
181.211,1.010
181.241,1.010
181.271,1.016
181.301,1.014
181.331,1.014
181.361,1.014
181.391,1.015
181.421,1.014
181.451,1.019
181.481,1.017
181.511,1.015
181.541,1.012
181.571,1.010
181.601,1.012
181.631,1.017
181.661,1.017
181.691,1.013
181.721,1.013
181.751,1.017
181.781,1.012
181.811,1.013
181.841,1.014
181.871,1.008
181.901,1.011
181.931,1.017
181.961,1.011
181.991,1.017
182.021,1.016
182.051,1.007
182.081,1.016
182.111,1.019
182.141,1.014
182.171,1.014
182.201,1.017
182.231,1.012
182.261,1.012
182.291,1.018
182.321,1.012
182.351,1.014
182.381,1.013
182.411,1.012
182.441,1.015
182.471,1.013
182.501,1.016
182.531,1.016
182.561,1.012
182.591,1.012
182.621,1.019
182.651,1.010
182.681,1.018
182.711,1.013
182.741,1.008
182.771,1.016
182.801,1.012
182.831,1.012
182.861,1.017
182.891,1.018
182.921,1.004
182.951,1.015
182.981,1.012
183.011,1.013
183.041,1.012
183.071,1.015
183.101,1.015
183.131,1.012
183.161,1.014
183.191,1.016
183.221,1.012
183.251,1.016
183.281,1.018
183.311,1.015
183.341,1.013
183.371,1.011
183.401,1.007
183.431,1.018
183.461,1.015
183.491,1.006
183.521,1.012
183.551,1.014
183.581,1.013
183.611,1.016
183.641,1.008
183.671,1.013
183.701,1.012
183.731,1.013
183.761,1.017
183.791,1.013
183.821,1.011
183.851,1.015
183.881,1.017
183.911,1.013
183.941,1.019
183.971,1.017
184.001,1.008
184.031,1.013
184.061,1.014
184.091,1.013
184.121,1.008
184.151,1.012
184.181,1.019
184.211,1.012
184.241,1.013
184.271,1.012
184.301,1.009
184.331,1.015
184.361,1.016
184.391,1.015
184.421,1.011
184.451,1.014
184.481,1.010
184.511,1.015
184.541,1.014
184.571,1.009
184.601,1.016
184.631,1.016
184.661,1.016
184.691,1.009
184.721,1.013
184.751,1.014
184.781,1.013
184.811,1.013
184.841,1.017
184.871,1.015
184.901,1.012
184.931,1.014
184.961,1.016
184.991,1.015
185.021,1.018
185.051,1.015
185.081,1.011
185.111,1.015
185.141,1.010
185.171,1.021
185.201,1.014
185.231,1.010
185.261,1.016
185.291,1.014
185.321,1.017
185.351,1.017
185.381,1.014
185.411,1.024
185.441,1.006
185.471,1.010
185.501,1.019
185.531,1.009
185.561,1.008
185.591,1.016
185.621,1.012
185.651,1.015
185.681,1.017
185.711,1.014
185.741,1.013
185.771,1.015
185.801,1.016
185.831,1.015
185.861,1.013
185.891,1.015
185.921,1.016
185.951,1.012
185.981,1.011
186.011,1.015
186.041,1.016
186.071,1.012
186.101,1.017
186.131,1.008
186.161,1.010
186.191,1.017
186.221,1.016
186.251,1.014
186.281,1.021
186.311,1.017
186.341,1.011
186.371,1.012
186.401,1.014
186.431,1.012
186.461,1.009
186.491,1.012
186.521,1.016
186.551,1.008
186.581,1.011
186.611,1.021
186.641,1.025
186.671,1.023
186.701,1.024
186.731,1.022
186.761,1.018
186.791,1.017
186.821,1.035
186.851,1.045
186.881,0.995
186.911,0.998
186.941,1.002
186.971,1.015
187.001,1.022
187.031,1.043
187.061,1.034
187.091,1.034
187.121,1.031
187.151,1.016
187.181,1.012
187.211,1.019
187.241,1.008
187.271,0.993
187.301,1.005
187.331,0.997
187.361,1.012
187.391,1.018
187.421,1.027
187.451,1.026
187.481,1.032
187.511,1.025
187.541,1.023
187.571,1.029
187.601,1.019
187.631,1.020
187.661,1.012
187.691,1.020
187.721,1.022
187.751,1.018
187.781,1.015
187.811,1.013
187.841,1.020
187.871,1.016
187.901,1.021
187.931,1.015
187.961,1.013
187.991,1.022
188.021,1.019
188.051,1.029
188.081,1.031
188.111,1.014
188.141,1.014
188.171,1.013
188.201,1.013
188.231,1.015
188.261,1.017
188.291,1.019
188.321,1.017
188.351,1.020
188.381,1.025
188.411,1.027
188.441,1.016
188.471,1.012
188.501,1.016
188.531,1.016
188.561,1.016
188.591,1.017
188.621,1.013
188.651,1.023
188.681,1.026
188.711,1.017
188.741,1.020
188.771,1.021
188.801,1.014
188.831,1.016
188.861,1.018
188.891,1.021
188.921,1.019
