df_hash,22ZHK4.724P3P
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.YWVP
person_label,V66
date_time_start,2025-10-31_17-05-59.075000_+03
date_time_start_unix,1761915959.075
date_time_end,2025-10-31_17-14-45.320000_+03
length_difference_noticed,no

time,acc_mag
122.327,1.029
122.357,1.032
122.387,1.034
122.417,1.030
122.447,1.034
122.477,1.028
122.507,1.027
122.537,1.029
122.567,1.030
122.597,1.027
122.627,1.030
122.657,1.033
122.687,1.032
122.717,1.035
122.747,1.034
122.777,1.032
122.807,1.031
122.837,1.035
122.867,1.031
122.897,1.032
122.927,1.032
122.957,1.032
122.987,1.031
123.017,1.030
123.047,1.021
123.077,1.027
123.107,1.036
123.137,1.037
123.167,1.033
123.197,1.029
123.227,1.028
123.257,1.033
123.287,1.033
123.317,1.029
123.347,1.030
123.377,1.031
123.407,1.036
123.437,1.036
123.467,1.031
123.497,1.027
123.527,1.026
123.557,1.031
123.587,1.034
123.617,1.030
123.647,1.032
123.677,1.033
123.707,1.031
123.737,1.031
123.767,1.028
123.797,1.028
123.827,1.032
123.857,1.032
123.887,1.031
123.917,1.034
123.947,1.029
123.977,1.028
124.007,1.027
124.037,1.032
124.067,1.037
124.097,1.032
124.127,1.035
124.157,1.036
124.187,1.036
124.217,1.034
124.247,1.032
124.277,1.030
124.307,1.030
124.337,1.036
124.367,1.032
124.397,1.033
124.427,1.033
124.457,1.032
124.487,1.034
124.517,1.029
124.547,1.030
124.577,1.031
124.607,1.031
124.637,1.035
124.667,1.037
124.697,1.034
124.727,1.032
124.757,1.031
124.787,1.029
124.817,1.028
124.847,1.024
124.877,1.028
124.907,1.030
124.937,1.036
124.967,1.038
124.997,1.035
125.027,1.037
125.057,1.039
125.087,1.035
125.117,1.033
125.147,1.031
125.177,1.031
125.207,1.037
125.237,1.035
125.267,1.030
125.297,1.033
125.327,1.031
125.357,1.036
125.387,1.038
125.417,1.029
125.447,1.025
125.477,1.029
125.507,1.030
125.537,1.035
125.567,1.032
125.597,1.031
125.627,1.031
125.657,1.035
125.687,1.031
125.717,1.030
125.747,1.035
125.777,1.031
125.807,1.028
125.837,1.032
125.867,1.029
125.897,1.031
125.927,1.028
125.957,1.035
125.987,1.035
126.017,1.037
126.047,1.038
126.077,1.034
126.107,1.028
126.137,1.024
126.167,1.028
126.197,1.031
126.227,1.031
126.257,1.036
126.287,1.037
126.317,1.036
126.347,1.033
126.377,1.032
126.407,1.026
126.437,1.034
126.467,1.034
126.497,1.033
126.527,1.036
126.557,1.033
126.587,1.034
126.617,1.032
126.647,1.036
126.677,1.031
126.707,1.035
126.737,1.035
126.767,1.033
126.797,1.031
126.827,1.032
126.857,1.030
126.887,1.030
126.917,1.030
126.947,1.029
126.977,1.031
127.007,1.035
127.037,1.035
127.067,1.035
127.097,1.033
127.127,1.029
127.157,1.036
127.187,1.036
127.217,1.032
127.247,1.033
127.277,1.031
127.307,1.030
127.337,1.032
127.367,1.035
127.397,1.033
127.427,1.033
127.457,1.033
127.487,1.035
127.517,1.029
127.547,1.027
127.577,1.030
127.607,1.028
127.637,1.030
127.667,1.035
127.697,1.036
127.727,1.038
127.757,1.031
127.787,1.033
127.817,1.032
127.847,1.030
127.877,1.042
127.907,1.035
127.937,1.036
127.967,1.037
127.997,1.032
128.027,1.030
128.057,1.032
128.087,1.031
128.117,1.033
128.147,1.034
128.177,1.031
128.207,1.035
128.237,1.031
128.267,1.029
128.297,1.033
128.327,1.032
128.357,1.031
128.387,1.033
128.417,1.033
128.447,1.031
128.477,1.033
128.507,1.028
128.537,1.031
128.567,1.039
128.597,1.034
128.627,1.031
128.657,1.036
128.687,1.036
128.717,1.033
128.747,1.031
128.777,1.031
128.807,1.033
128.837,1.033
128.867,1.033
128.897,1.032
128.927,1.030
128.957,1.028
128.987,1.032
129.017,1.030
129.047,1.032
129.077,1.031
129.107,1.035
129.137,1.031
129.167,1.033
129.197,1.032
129.227,1.034
129.257,1.037
129.287,1.036
129.317,1.034
129.347,1.033
129.377,1.035
129.407,1.035
129.437,1.028
129.467,1.029
129.497,1.031
129.527,1.035
129.557,1.033
129.587,1.032
129.617,1.032
129.647,1.027
129.677,1.032
129.707,1.031
129.737,1.033
129.767,1.031
129.797,1.034
129.827,1.034
129.857,1.036
129.887,1.038
129.917,1.031
129.947,1.026
129.977,1.039
130.007,1.035
130.037,1.036
130.067,1.036
130.097,1.031
130.127,1.035
130.157,1.031
130.187,1.033
130.217,1.029
130.247,1.033
130.277,1.033
130.307,1.036
130.337,1.031
130.367,1.029
130.397,1.032
130.427,1.037
130.457,1.039
130.487,1.030
130.517,1.031
130.547,1.031
130.577,1.032
130.607,1.039
130.637,1.029
130.667,1.031
130.697,1.027
130.727,1.032
130.757,1.040
130.787,1.034
130.817,1.030
130.847,1.032
130.877,1.034
130.907,1.030
130.937,1.031
130.967,1.031
130.997,1.031
131.027,1.034
131.057,1.035
131.087,1.036
131.117,1.032
131.147,1.031
131.177,1.031
131.207,1.030
131.237,1.030
131.267,1.033
131.297,1.030
131.327,1.037
131.357,1.034
131.387,1.033
131.417,1.028
131.447,1.031
131.477,1.040
131.507,1.037
131.537,1.037
131.567,1.035
131.597,1.032
131.627,1.030
131.657,1.027
131.687,1.032
131.717,1.035
131.747,1.038
131.777,1.034
131.807,1.034
131.837,1.033
131.867,1.032
131.897,1.031
131.927,1.033
131.957,1.034
131.987,1.034
132.017,1.032
132.047,1.029
132.077,1.031
132.107,1.033
132.137,1.032
132.167,1.034
132.197,1.032
132.227,1.036
132.257,1.032
132.287,1.032
132.317,1.032
132.347,1.029
132.377,1.030
132.407,1.033
132.437,1.035
132.467,1.030
132.497,1.032
132.527,1.032
132.557,1.031
132.587,1.032
132.617,1.032
132.647,1.031
132.677,1.034
132.707,1.037
132.737,1.039
132.767,1.038
132.797,1.035
132.827,1.031
132.857,1.037
132.887,1.035
132.917,1.037
132.947,1.032
132.977,1.032
133.007,1.035
133.037,1.032
133.067,1.033
133.097,1.035
133.127,1.037
133.157,1.037
133.187,1.033
133.217,1.028
133.247,1.030
133.277,1.027
133.307,1.031
133.337,1.031
133.367,1.033
133.397,1.030
133.427,1.034
133.457,1.034
133.487,1.038
133.517,1.034
133.547,1.031
133.577,1.038
133.607,1.033
133.637,1.032
133.667,1.032
133.697,1.034
133.727,1.036
133.757,1.033
133.787,1.035
133.817,1.030
133.847,1.034
133.877,1.036
133.907,1.033
133.937,1.032
133.967,1.034
133.997,1.032
134.027,1.031
134.057,1.034
134.087,1.032
134.117,1.031
134.147,1.034
134.177,1.038
134.207,1.034
134.237,1.031
134.267,1.031
134.297,1.029
134.327,1.039
134.357,1.033
134.387,1.036
134.417,1.033
134.447,1.033
134.477,1.032
134.507,1.034
134.537,1.032
134.567,1.032
134.597,1.032
134.627,1.032
134.657,1.031
134.687,1.030
134.717,1.029
134.747,1.033
134.777,1.035
134.807,1.034
134.837,1.032
134.867,1.034
134.897,1.036
134.927,1.034
134.957,1.036
134.987,1.032
135.017,1.034
135.047,1.028
135.077,1.040
135.107,1.035
135.137,1.034
135.167,1.037
135.197,1.031
135.227,1.031
135.257,1.033
135.287,1.030
135.317,1.031
135.347,1.035
135.377,1.030
135.407,1.032
135.437,1.033
135.467,1.033
135.497,1.031
135.527,1.032
135.557,1.033
135.587,1.033
135.617,1.034
135.647,1.034
135.677,1.028
135.707,1.036
135.737,1.027
135.767,1.033
135.797,1.030
135.827,1.028
135.857,1.033
135.887,1.036
135.917,1.041
135.947,1.041
135.977,1.039
136.007,1.034
136.037,1.037
136.067,1.032
136.097,1.038
136.127,1.031
136.157,1.030
136.187,1.026
136.217,1.031
136.247,1.032
136.277,1.031
136.307,1.033
136.337,1.029
136.367,1.037
136.397,1.030
136.427,1.031
136.457,1.035
136.487,1.039
136.517,1.034
136.547,1.035
136.577,1.032
136.607,1.029
136.637,1.032
136.667,1.032
136.697,1.032
136.727,1.036
136.757,1.036
136.787,1.035
136.817,1.035
136.847,1.031
136.877,1.031
136.907,1.030
136.937,1.031
136.967,1.035
136.997,1.037
137.027,1.032
137.057,1.033
137.087,1.028
137.117,1.032
137.147,1.034
137.177,1.033
137.207,1.035
137.237,1.031
137.267,1.031
137.297,1.032
137.327,1.032
137.357,1.031
137.387,1.035
137.417,1.036
137.447,1.034
137.477,1.030
137.507,1.034
137.537,1.032
137.567,1.032
137.597,1.036
137.627,1.032
137.657,1.035
137.687,1.036
137.717,1.039
137.747,1.034
137.777,1.035
137.807,1.027
137.837,1.039
137.867,1.034
137.897,1.033
137.927,1.034
137.957,1.035
137.987,1.032
138.017,1.030
138.047,1.035
138.077,1.031
138.107,1.036
138.137,1.032
138.167,1.032
138.197,1.034
138.227,1.033
138.257,1.034
138.287,1.035
138.317,1.036
138.347,1.031
138.377,1.036
138.407,1.037
138.437,1.036
138.467,1.038
138.497,1.036
138.527,1.032
138.557,1.029
138.587,1.037
138.617,1.033
138.647,1.034
138.677,1.034
138.707,1.034
138.737,1.032
138.767,1.029
138.797,1.027
138.827,1.034
138.857,1.039
138.887,1.036
138.917,1.033
138.947,1.030
138.977,1.034
139.007,1.034
139.037,1.034
139.067,1.030
139.097,1.026
139.127,1.029
139.157,1.037
139.187,1.039
139.217,1.037
139.247,1.036
139.277,1.032
139.307,1.037
139.337,1.030
139.367,1.027
139.397,1.029
139.427,1.032
139.457,1.035
139.487,1.038
139.517,1.036
139.547,1.039
139.577,1.039
139.607,1.033
139.637,1.031
139.667,1.029
139.697,1.029
139.727,1.031
139.757,1.034
139.787,1.035
139.817,1.034
139.847,1.032
139.877,1.036
139.907,1.036
139.937,1.033
139.967,1.031
139.997,1.032
140.027,1.038
140.057,1.036
140.087,1.035
140.117,1.035
140.147,1.032
140.177,1.033
140.207,1.031
140.237,1.031
140.267,1.035
140.297,1.037
140.327,1.034
140.357,1.033
140.387,1.034
140.417,1.030
140.447,1.034
140.477,1.034
140.507,1.036
140.537,1.035
140.567,1.036
140.597,1.038
140.627,1.034
140.657,1.035
140.687,1.033
140.717,1.038
140.747,1.033
140.777,1.037
140.807,1.036
140.837,1.033
140.867,1.031
140.897,1.029
140.927,1.032
140.957,1.034
140.987,1.037
141.017,1.035
141.047,1.033
141.077,1.036
141.107,1.031
141.137,1.032
141.167,1.035
141.197,1.033
141.227,1.034
141.257,1.035
141.287,1.036
141.317,1.034
141.347,1.033
141.377,1.031
141.407,1.036
141.437,1.039
141.467,1.035
141.497,1.035
141.527,1.031
141.557,1.031
141.587,1.031
141.617,1.028
141.647,1.031
141.677,1.033
141.707,1.036
141.737,1.036
141.767,1.034
141.797,1.032
141.827,1.031
141.857,1.032
141.887,1.035
141.917,1.034
141.947,1.029
141.977,1.038
142.007,1.039
142.037,1.036
142.067,1.034
142.097,1.034
142.127,1.030
142.157,1.031
142.187,1.036
142.217,1.034
142.247,1.035
142.277,1.036
142.307,1.034
142.337,1.032
142.367,1.032
142.397,1.029
142.427,1.036
142.457,1.039
142.487,1.038
142.517,1.038
142.547,1.033
142.577,1.031
142.607,1.032
142.637,1.034
142.667,1.029
142.697,1.028
142.727,1.034
142.757,1.032
142.787,1.042
142.817,1.033
142.847,1.033
142.877,1.030
142.907,1.036
142.937,1.036
142.967,1.031
142.997,1.033
143.027,1.030
143.057,1.033
143.087,1.035
143.117,1.036
143.147,1.030
143.177,1.032
143.207,1.034
143.237,1.034
143.267,1.042
143.297,1.041
143.327,1.026
143.357,1.031
143.387,1.027
143.417,1.034
143.447,1.037
143.477,1.040
143.507,1.035
143.537,1.033
143.567,1.030
143.597,1.032
143.627,1.040
143.657,1.036
143.687,1.035
143.717,1.038
143.747,1.032
143.777,1.031
143.807,1.026
143.837,1.032
143.867,1.032
143.897,1.040
143.927,1.034
143.957,1.032
143.987,1.028
144.017,1.030
144.047,1.036
144.077,1.033
144.107,1.036
144.137,1.033
144.167,1.034
144.197,1.036
144.227,1.038
144.257,1.038
144.287,1.039
144.317,1.034
144.347,1.033
144.377,1.034
144.407,1.030
144.437,1.028
144.467,1.032
144.497,1.033
144.527,1.030
144.557,1.035
144.587,1.036
144.617,1.038
144.647,1.037
144.677,1.031
144.707,1.031
144.737,1.035
144.767,1.031
144.797,1.032
144.827,1.032
144.857,1.037
144.887,1.033
144.917,1.034
144.947,1.036
144.977,1.029
145.007,1.037
145.037,1.036
145.067,1.035
145.097,1.035
145.127,1.033
145.157,1.034
145.187,1.031
145.217,1.031
145.247,1.028
145.277,1.032
145.307,1.033
145.337,1.037
145.367,1.030
145.397,1.034
145.427,1.037
145.457,1.036
145.487,1.032
145.517,1.035
145.547,1.034
145.577,1.037
145.607,1.038
145.637,1.034
145.667,1.032
145.697,1.028
145.727,1.032
145.757,1.041
145.787,1.034
145.817,1.034
145.847,1.035
145.877,1.029
145.907,1.032
145.937,1.030
145.967,1.027
145.997,1.033
146.027,1.035
146.057,1.041
146.087,1.040
146.117,1.039
146.147,1.034
146.177,1.033
146.207,1.033
146.237,1.030
146.267,1.026
146.297,1.030
146.327,1.035
146.357,1.039
146.387,1.034
146.417,1.031
146.447,1.032
146.477,1.034
146.507,1.029
146.537,1.029
146.567,1.032
146.597,1.032
146.627,1.029
146.657,1.039
146.687,1.034
146.717,1.034
146.747,1.032
146.777,1.034
146.807,1.032
146.837,1.032
146.867,1.033
146.897,1.035
146.927,1.033
146.957,1.032
146.987,1.033
147.017,1.034
147.047,1.034
147.077,1.036
147.107,1.033
147.137,1.035
147.167,1.033
147.197,1.033
147.227,1.034
147.257,1.031
147.287,1.033
147.317,1.032
147.347,1.033
147.377,1.031
147.407,1.035
147.437,1.032
147.467,1.038
147.497,1.038
147.527,1.034
147.557,1.032
147.587,1.030
147.617,1.034
147.647,1.033
147.677,1.033
147.707,1.035
147.737,1.035
147.767,1.038
147.797,1.040
147.827,1.037
147.857,1.030
147.887,1.032
147.917,1.035
147.947,1.037
147.977,1.034
148.007,1.035
148.037,1.031
148.067,1.035
148.097,1.030
148.127,1.031
148.157,1.030
148.187,1.034
148.217,1.039
148.247,1.037
148.277,1.033
148.307,1.034
148.337,1.033
148.367,1.034
148.397,1.032
148.427,1.031
148.457,1.033
148.487,1.036
148.517,1.037
148.547,1.037
148.577,1.039
148.607,1.031
148.637,1.030
148.667,1.038
148.697,1.026
148.727,1.029
148.757,1.031
148.787,1.033
148.817,1.038
148.847,1.042
148.877,1.044
148.907,1.039
148.937,1.032
148.967,1.032
148.997,1.032
149.027,1.029
149.057,1.033
149.087,1.031
149.117,1.036
149.147,1.029
149.177,1.033
149.207,1.032
149.237,1.038
149.267,1.037
149.297,1.036
149.327,1.033
149.357,1.028
149.387,1.041
149.417,1.037
149.447,1.037
149.477,1.038
149.507,1.033
149.537,1.034
149.567,1.031
149.597,1.032
149.627,1.034
149.657,1.037
149.687,1.034
149.717,1.034
149.747,1.034
149.777,1.030
149.807,1.033
149.837,1.031
149.867,1.032
149.897,1.036
149.927,1.035
149.957,1.031
149.987,1.034
150.017,1.037
150.047,1.033
150.077,1.039
150.107,1.031
150.137,1.035
150.167,1.038
150.197,1.035
150.227,1.032
150.257,1.035
150.287,1.035
150.317,1.031
150.347,1.034
150.377,1.030
150.407,1.033
150.437,1.027
150.467,1.032
150.497,1.031
150.527,1.031
150.557,1.037
150.587,1.035
150.617,1.037
150.647,1.030
150.677,1.036
150.707,1.036
150.737,1.038
150.767,1.037
150.797,1.033
150.827,1.035
150.857,1.030
150.887,1.033
150.917,1.034
150.947,1.033
150.977,1.031
151.007,1.032
151.037,1.031
151.067,1.031
151.097,1.030
151.127,1.033
151.157,1.030
151.187,1.033
151.217,1.033
151.247,1.035
151.277,1.034
151.307,1.032
151.337,1.032
151.367,1.034
151.397,1.033
151.427,1.033
151.457,1.031
151.487,1.028
151.517,1.032
151.547,1.035
151.577,1.035
151.607,1.037
151.637,1.037
151.667,1.033
151.697,1.032
151.727,1.029
151.757,1.027
151.787,1.029
151.817,1.034
151.847,1.033
151.877,1.036
151.907,1.035
151.937,1.036
151.967,1.030
151.997,1.031
152.027,1.029
152.057,1.033
152.087,1.037
152.117,1.039
152.147,1.039
152.177,1.035
152.207,1.034
152.237,1.029
152.267,1.035
152.297,1.036
152.327,1.035
152.357,1.034
152.387,1.027
152.417,1.029
152.447,1.031
152.477,1.034
152.507,1.032
152.537,1.034
152.567,1.036
152.597,1.035
152.627,1.036
152.657,1.036
152.687,1.035
152.717,1.028
152.747,1.032
152.777,1.033
152.807,1.033
152.837,1.036
152.867,1.036
152.897,1.038
152.927,1.037
152.957,1.037
152.987,1.039
153.017,1.028
153.047,1.028
153.077,1.027
153.107,1.030
153.137,1.034
153.167,1.035
153.197,1.027
153.227,1.031
153.257,1.032
153.287,1.035
153.317,1.034
153.347,1.036
153.377,1.032
153.407,1.035
153.437,1.036
153.467,1.037
153.497,1.033
153.527,1.032
153.557,1.031
153.587,1.035
153.617,1.034
153.647,1.035
153.677,1.040
153.707,1.035
153.737,1.036
153.767,1.034
153.797,1.029
153.827,1.029
153.857,1.032
153.887,1.030
153.917,1.035
153.947,1.036
153.977,1.036
154.007,1.037
154.037,1.031
154.067,1.029
154.097,1.031
154.127,1.034
154.157,1.034
154.187,1.037
154.217,1.035
154.247,1.037
154.277,1.039
154.307,1.037
154.337,1.031
154.367,1.032
154.397,1.026
154.427,1.033
154.457,1.037
154.487,1.033
154.517,1.036
154.547,1.029
154.577,1.026
154.607,1.027
154.637,1.030
154.667,1.033
154.697,1.035
154.727,1.035
154.757,1.036
154.787,1.034
154.817,1.033
154.847,1.034
154.877,1.030
154.907,1.028
154.937,1.032
154.967,1.030
154.997,1.030
155.027,1.028
155.057,1.038
155.087,1.045
155.117,1.039
155.147,1.033
155.177,1.029
155.207,1.027
155.237,1.032
155.267,1.038
155.297,1.034
155.327,1.028
155.357,1.029
155.387,1.036
155.417,1.036
155.447,1.034
155.477,1.034
155.507,1.034
155.537,1.033
155.567,1.031
155.597,1.035
155.627,1.030
155.657,1.027
155.687,1.034
155.717,1.033
155.747,1.031
155.777,1.033
155.807,1.034
155.837,1.035
155.867,1.036
155.897,1.035
155.927,1.035
155.957,1.030
155.987,1.032
156.017,1.037
156.047,1.031
156.077,1.033
156.107,1.035
156.137,1.032
156.167,1.033
156.197,1.037
156.227,1.035
156.257,1.031
156.287,1.036
156.317,1.034
156.347,1.030
156.377,1.032
156.407,1.027
156.437,1.032
156.467,1.036
156.497,1.034
156.527,1.034
156.557,1.035
156.587,1.035
156.617,1.039
156.647,1.038
156.677,1.035
156.707,1.033
156.737,1.030
156.767,1.027
156.797,1.038
156.827,1.034
156.857,1.037
156.887,1.032
156.917,1.036
156.947,1.031
156.977,1.033
157.007,1.036
157.037,1.029
157.067,1.036
157.097,1.035
157.127,1.032
157.157,1.029
157.187,1.033
157.217,1.034
157.247,1.031
157.277,1.034
157.307,1.031
157.337,1.033
157.367,1.031
157.397,1.035
157.427,1.035
157.457,1.038
157.487,1.038
157.517,1.034
157.547,1.033
157.577,1.030
157.607,1.036
157.637,1.036
157.667,1.031
157.697,1.035
157.727,1.033
157.757,1.033
157.787,1.037
157.817,1.035
157.847,1.030
157.877,1.035
157.907,1.034
157.937,1.034
157.967,1.037
157.997,1.031
158.027,1.034
158.057,1.032
158.087,1.032
158.117,1.031
158.147,1.034
158.177,1.033
158.207,1.035
158.237,1.041
158.267,1.039
158.297,1.032
158.327,1.032
158.357,1.032
158.387,1.030
158.417,1.037
158.447,1.035
158.477,1.039
158.507,1.036
158.537,1.035
158.567,1.033
158.597,1.036
158.627,1.033
158.657,1.033
158.687,1.032
158.717,1.036
158.747,1.034
158.777,1.033
158.807,1.035
158.837,1.031
158.867,1.031
158.897,1.034
158.927,1.033
158.957,1.030
158.987,1.033
159.017,1.036
159.047,1.045
159.077,1.037
159.107,1.039
159.137,1.027
159.167,1.034
159.197,1.035
159.227,1.034
159.257,1.033
159.287,1.032
159.317,1.034
159.347,1.035
159.377,1.032
159.407,1.029
159.437,1.033
159.467,1.036
159.497,1.033
159.527,1.030
159.557,1.033
159.587,1.029
159.617,1.033
159.647,1.032
159.677,1.033
159.707,1.033
159.737,1.032
159.767,1.039
159.797,1.034
159.827,1.034
159.857,1.027
159.887,1.033
159.917,1.040
159.947,1.035
159.977,1.032
160.007,1.035
160.037,1.029
160.067,1.035
160.097,1.035
160.127,1.034
160.157,1.032
160.187,1.034
160.217,1.034
160.247,1.033
160.277,1.034
160.307,1.028
160.337,1.031
160.367,1.032
160.397,1.033
160.427,1.035
160.457,1.032
160.487,1.039
160.517,1.037
160.547,1.034
160.577,1.036
160.607,1.029
160.637,1.036
160.667,1.035
160.697,1.034
160.727,1.037
160.757,1.036
160.787,1.034
160.817,1.033
160.847,1.035
160.877,1.031
160.907,1.035
160.937,1.031
160.967,1.035
160.997,1.034
161.027,1.033
161.057,1.032
161.087,1.030
161.117,1.034
161.147,1.035
161.177,1.033
161.207,1.038
161.237,1.034
161.267,1.037
161.297,1.038
161.327,1.033
161.357,1.031
161.387,1.037
161.417,1.037
161.447,1.035
161.477,1.033
161.507,1.036
161.537,1.034
161.567,1.031
161.597,1.032
161.627,1.031
161.657,1.037
161.687,1.035
161.717,1.034
161.747,1.029
161.777,1.030
161.807,1.032
161.837,1.036
161.867,1.036
161.897,1.034
161.927,1.033
161.957,1.037
161.987,1.040
162.017,1.035
162.047,1.038
162.077,1.033
162.107,1.030
162.137,1.035
162.167,1.036
162.197,1.035
162.227,1.038
162.257,1.030
162.287,1.035
162.317,1.035
162.347,1.035
162.377,1.035
162.407,1.033
162.437,1.035
162.467,1.035
162.497,1.033
162.527,1.028
162.557,1.029
162.587,1.037
162.617,1.034
162.647,1.026
162.677,1.026
162.707,1.044
162.737,1.041
162.767,1.045
162.797,1.036
162.827,1.035
162.857,1.036
162.887,1.039
162.917,1.034
162.947,1.031
162.977,1.031
163.007,1.034
163.037,1.035
163.067,1.036
163.097,1.035
163.127,1.033
163.157,1.035
163.187,1.030
163.217,1.032
163.247,1.029
163.277,1.027
163.307,1.031
163.337,1.033
163.367,1.034
163.397,1.030
163.427,1.034
163.457,1.039
163.487,1.040
163.517,1.029
163.547,1.032
163.577,1.028
163.607,1.036
163.637,1.035
163.667,1.026
163.697,1.027
163.727,1.035
163.757,1.039
163.787,1.038
163.817,1.036
163.847,1.032
163.877,1.039
163.907,1.035
163.937,1.033
163.967,1.035
163.997,1.032
164.027,1.032
164.057,1.038
164.087,1.039
164.117,1.040
164.147,1.038
164.177,1.034
164.207,1.037
164.237,1.033
164.267,1.033
164.297,1.032
164.327,1.027
164.357,1.032
164.387,1.042
164.417,1.041
164.447,1.036
164.477,1.030
164.507,1.067
164.537,1.060
164.567,1.024
164.597,1.010
164.627,1.027
164.657,1.032
164.687,1.026
164.717,1.030
164.747,1.031
164.777,1.036
164.807,1.034
164.837,1.041
164.867,1.043
164.897,1.026
164.927,1.025
164.957,1.031
164.987,1.025
165.017,1.029
165.047,1.022
165.077,1.023
165.107,1.032
165.137,1.032
165.167,1.024
165.197,1.027
165.227,1.024
165.257,1.012
165.287,1.020
165.317,1.032
165.347,1.021
165.377,1.031
165.407,1.029
165.437,1.022
165.467,1.015
165.497,1.016
165.527,1.018
165.557,1.021
165.587,1.029
165.617,1.024
165.647,1.025
165.677,1.023
165.707,1.022
165.737,1.024
165.767,1.021
165.797,1.021
165.827,1.023
165.857,1.019
165.887,1.016
165.917,1.006
165.947,1.017
165.977,1.015
166.007,1.017
166.037,1.021
166.067,1.024
166.097,1.030
166.127,1.026
166.157,1.024
166.187,1.036
166.217,1.034
166.247,1.030
166.277,1.035
166.307,1.026
166.337,1.020
166.367,1.013
166.397,1.024
166.427,1.023
166.457,1.028
166.487,1.039
166.517,1.039
166.547,1.030
166.577,1.025
166.607,1.029
166.637,1.021
166.667,1.028
166.697,1.022
166.727,1.033
166.757,1.031
166.787,1.032
166.817,1.034
166.847,1.029
166.877,1.027
166.907,1.026
166.937,1.028
166.967,1.035
166.997,1.035
167.027,1.034
167.057,1.029
167.087,1.028
167.117,1.022
167.147,1.021
167.177,1.033
167.207,1.033
167.237,1.027
167.267,1.028
167.297,1.030
167.327,1.030
167.357,1.027
167.387,1.025
167.417,1.025
167.447,1.034
167.477,1.035
167.507,1.031
167.537,1.030
167.567,1.026
167.597,1.026
167.627,1.029
167.657,1.028
167.687,1.030
167.717,1.031
167.747,1.026
167.777,1.030
167.807,1.033
167.837,1.026
167.867,1.028
167.897,1.030
167.927,1.028
167.957,1.026
167.987,1.029
168.017,1.024
168.047,1.030
168.077,1.032
168.107,1.032
168.137,1.030
168.167,1.028
168.197,1.031
168.227,1.029
168.257,1.032
168.287,1.030
168.317,1.028
168.347,1.027
168.377,1.029
168.407,1.030
168.437,1.032
168.467,1.028
168.497,1.032
168.527,1.031
168.557,1.037
168.587,1.032
168.617,1.030
168.647,1.032
168.677,1.028
168.707,1.031
168.737,1.026
168.767,1.029
168.797,1.031
168.827,1.031
168.857,1.030
168.887,1.031
168.917,1.023
168.947,1.027
168.977,1.030
169.007,1.028
169.037,1.030
169.067,1.028
169.097,1.030
169.127,1.027
169.157,1.031
169.187,1.025
169.217,1.035
169.247,1.031
169.277,1.025
169.307,1.031
169.337,1.030
169.367,1.027
169.397,1.032
169.427,1.034
169.457,1.030
169.487,1.032
169.517,1.029
169.547,1.030
169.577,1.026
169.607,1.026
169.637,1.024
169.667,1.029
169.697,1.032
169.727,1.033
169.757,1.031
169.787,1.027
169.817,1.030
169.847,1.028
169.877,1.037
169.907,1.034
169.937,1.031
169.967,1.030
169.997,1.024
170.027,1.031
170.057,1.031
170.087,1.031
170.117,1.028
170.147,1.032
170.177,1.026
170.207,1.027
170.237,1.023
170.267,1.021
170.297,1.028
170.327,1.031
170.357,1.032
170.387,1.030
170.417,1.036
170.447,1.037
170.477,1.033
170.507,1.031
170.537,1.023
170.567,1.031
170.597,1.033
170.627,1.034
170.657,1.034
170.687,1.034
170.717,1.029
170.747,1.031
170.777,1.030
170.807,1.024
170.837,1.027
170.867,1.029
170.897,1.029
170.927,1.029
170.957,1.027
170.987,1.027
171.017,1.028
171.047,1.027
171.077,1.033
171.107,1.031
171.137,1.032
171.167,1.034
171.197,1.035
171.227,1.032
171.257,1.035
171.287,1.028
171.317,1.025
171.347,1.037
171.377,1.030
171.407,1.032
171.437,1.031
171.467,1.029
171.497,1.029
171.527,1.027
171.557,1.031
171.587,1.027
171.617,1.029
171.647,1.029
171.677,1.032
171.707,1.029
171.737,1.027
171.767,1.027
171.797,1.031
171.827,1.033
171.857,1.031
171.887,1.029
171.917,1.033
171.947,1.037
171.977,1.034
172.007,1.028
172.037,1.028
172.067,1.025
172.097,1.029
172.127,1.031
172.157,1.025
172.187,1.029
172.217,1.032
172.247,1.028
172.277,1.030
172.307,1.027
172.337,1.025
172.367,1.028
172.397,1.035
172.427,1.035
172.457,1.030
172.487,1.026
172.517,1.031
172.547,1.031
172.577,1.032
172.607,1.031
172.637,1.025
172.667,1.032
172.697,1.032
172.727,1.028
172.757,1.025
172.787,1.030
172.817,1.028
172.847,1.029
172.877,1.035
172.907,1.031
172.937,1.032
172.967,1.032
172.997,1.028
173.027,1.029
173.057,1.025
173.087,1.027
173.117,1.035
173.147,1.039
173.177,1.035
173.207,1.037
173.237,1.029
173.267,1.029
173.297,1.028
173.327,1.024
173.357,1.029
173.387,1.031
173.417,1.032
173.447,1.034
173.477,1.029
173.507,1.028
173.537,1.028
173.567,1.032
173.597,1.032
173.627,1.027
173.657,1.028
173.687,1.027
173.717,1.027
173.747,1.030
173.777,1.029
173.807,1.028
173.837,1.031
173.867,1.030
173.897,1.028
173.927,1.029
173.957,1.028
173.987,1.028
174.017,1.031
174.047,1.031
174.077,1.028
174.107,1.032
174.137,1.027
174.167,1.036
174.197,1.028
