df_hash,22ZHK4.FHJRBH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.B9Y6
person_label,v139
date_time_start,2026-04-14_16-01-41.301000_+03
date_time_start_unix,1776164501.301
date_time_end,2026-04-14_16-10-25.541000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.171,127832,189,100424
5.176,127866,190,100443
5.181,127876,190,100439
5.186,127876,192,100439
5.191,127890,192,100444
5.196,127892,196,100449
5.201,127910,190,100448
5.206,127920,193,100459
5.211,127926,192,100460
5.216,127919,196,100469
5.221,127931,191,100470
5.226,127935,196,100475
5.231,127940,190,100472
5.236,127935,193,100463
5.241,127947,194,100474
5.246,127955,194,100473
5.251,127956,190,100468
5.256,127964,192,100474
5.261,127956,193,100480
5.265,127977,194,100476
5.270,127975,189,100473
5.275,127969,194,100488
5.280,127967,189,100489
5.285,127975,197,100481
5.290,127991,191,100487
5.295,127990,194,100489
5.300,127991,190,100493
5.305,127999,192,100490
5.310,127999,193,100493
5.315,128007,194,100487
5.320,128014,192,100495
5.325,128027,191,100490
5.330,128042,194,100501
5.335,128057,194,100503
5.340,128054,191,100497
5.345,128064,192,100510
5.350,128078,194,100511
5.355,128069,195,100513
5.360,128085,192,100515
5.365,128098,193,100528
5.370,128102,189,100524
5.375,128126,191,100533
5.380,128119,195,100539
5.385,128122,194,100541
5.390,128140,192,100540
5.394,128158,190,100544
5.399,128165,196,100557
5.404,128180,192,100558
5.409,128194,191,100561
5.414,128199,195,100566
5.419,128208,196,100543
5.424,128210,196,100564
5.429,128224,194,100569
5.434,128234,194,100575
5.439,128237,193,100567
5.444,128239,192,100584
5.449,128246,190,100589
5.454,128247,195,100592
5.459,128246,195,100588
5.464,128274,192,100586
5.469,128271,193,100606
5.474,128300,191,100605
5.479,128284,193,100602
5.484,128298,195,100603
5.489,128304,195,100614
5.494,128306,192,100620
5.499,128296,194,100611
5.504,128313,195,100613
5.509,128306,195,100610
5.514,128306,192,100615
5.518,128310,196,100621
5.523,128306,193,100612
5.528,128323,192,100615
5.533,128313,190,100611
5.538,128326,197,100617
5.543,128314,193,100606
5.548,128329,194,100608
5.553,128327,189,100620
5.558,128325,198,100633
5.563,128309,192,100630
5.568,128323,197,100631
5.573,128333,192,100618
5.578,128331,195,100633
5.583,128320,191,100614
5.588,128318,192,100622
5.593,128293,194,100624
5.598,128283,195,100615
5.603,128334,192,100612
5.608,128293,192,100607
5.613,128279,194,100613
5.618,128246,204,100600
5.623,128265,193,100603
5.628,128258,195,100597
5.633,128252,189,100594
5.638,128245,194,100588
5.643,128246,188,100595
5.647,128256,196,100597
5.652,128252,191,100596
5.657,128261,195,100598
5.662,128255,190,100590
5.667,128250,193,100592
5.672,128249,189,100596
5.677,128253,197,100596
5.682,128254,193,100592
5.687,128245,194,100596
5.692,128244,190,100593
5.697,128246,193,100593
5.702,128247,193,100577
5.707,128240,195,100584
5.712,128246,190,100589
5.717,128243,195,100585
5.722,128243,189,100584
5.727,128239,192,100582
5.732,128232,192,100588
5.737,128241,195,100585
5.742,128253,190,100589
5.747,128227,192,100585
5.752,128236,193,100584
5.757,128231,194,100578
5.762,128211,193,100578
5.767,128235,195,100582
5.771,128233,189,100578
5.776,128239,193,100578
5.781,128250,193,100576
5.786,128260,196,100585
5.791,128260,189,100598
5.796,128263,194,100584
5.801,128270,188,100590
5.806,128275,196,100586
5.811,128276,188,100585
5.816,128282,197,100588
5.821,128276,192,100600
5.826,128274,193,100598
5.831,128282,193,100591
5.836,128295,196,100590
5.841,128293,191,100603
5.846,128291,193,100599
5.851,128303,188,100597
5.856,128299,193,100600
5.861,128302,190,100608
5.866,128312,194,100595
5.871,128312,187,100607
5.876,128317,198,100602
