df_hash,22ZHK4.FHJRBH
134.667,1.022
134.697,0.997
134.727,0.979
134.757,0.937
134.787,1.002
134.817,0.981
134.847,0.962
134.877,0.963
134.907,1.019
134.937,0.962
134.967,0.952
134.997,0.953
135.027,1.066
135.057,1.045
135.087,1.012
135.117,0.975
135.147,0.980
135.177,0.911
135.207,1.120
135.237,1.026
135.267,0.885
135.297,0.939
135.327,1.037
135.357,0.887
135.387,1.005
135.417,0.973
135.447,0.984
135.477,0.977
135.507,0.970
135.537,0.983
135.567,0.988
135.597,0.992
135.627,0.983
135.657,0.989
135.687,0.987
135.717,0.985
135.747,0.991
135.777,0.984
135.807,0.981
135.837,0.987
135.867,0.981
135.897,0.982
135.927,0.989
135.957,0.994
135.987,0.984
136.017,0.980
136.047,0.987
136.077,0.987
136.107,0.979
136.137,0.992
136.167,0.986
136.197,0.989
136.227,0.980
136.257,0.986
136.287,0.990
136.317,0.985
136.347,0.963
136.377,1.056
136.407,0.975
136.437,0.991
136.467,0.973
136.497,0.980
136.527,1.040
136.557,1.009
136.587,1.039
136.617,0.985
136.647,0.999
136.677,0.987
136.707,0.985
136.737,0.986
136.767,0.797
136.797,0.983
136.827,0.999
136.857,0.971
136.887,0.995
136.917,0.996
136.947,0.990
136.977,0.976
137.007,0.982
137.037,0.991
137.067,1.001
137.097,0.974
137.127,1.008
137.157,0.963
137.187,0.984
137.217,0.997
137.247,1.031
137.277,0.923
137.307,0.970
137.337,0.998
137.367,0.986
137.397,0.982
137.427,0.988
137.457,0.989
137.487,0.981
137.517,0.987
137.547,0.989
137.577,0.989
137.607,0.990
137.637,0.994
137.667,0.994
137.697,0.992
137.727,0.989
137.757,0.990
137.787,0.990
137.817,0.989
137.847,0.977
137.877,0.997
137.907,0.968
137.937,0.957
137.967,0.970
137.997,0.966
138.027,0.972
138.057,0.977
138.087,0.982
138.117,0.993
138.147,0.967
138.177,0.988
138.207,0.985
138.237,0.984
138.267,0.982
138.297,0.990
138.327,0.982
138.357,0.980
138.387,0.979
138.417,0.983
138.447,0.980
138.477,0.982
138.507,0.981
138.537,0.981
138.567,0.984
138.597,0.993
138.627,0.998
138.657,0.989
138.687,0.983
138.717,0.985
138.747,0.981
138.777,0.979
138.807,0.972
138.837,0.970
138.867,0.977
138.897,0.980
138.927,0.983
138.957,0.987
138.987,0.980
139.017,0.978
139.047,0.986
139.077,0.979
139.107,0.991
139.137,0.999
139.167,0.995
139.197,0.999
139.227,0.989
139.257,0.977
139.287,0.972
139.317,0.970
139.347,0.981
139.377,0.989
139.407,0.991
139.437,0.991
139.467,0.980
139.497,0.981
139.527,0.987
139.557,1.004
139.587,0.974
139.617,0.975
139.647,0.982
139.677,0.978
139.707,0.989
139.737,0.976
139.767,0.983
139.797,0.994
139.827,1.000
139.857,0.984
139.887,0.984
139.917,0.986
139.947,0.987
139.977,0.978
140.007,0.979
140.037,0.990
140.067,0.986
140.097,0.982
140.127,0.989
140.157,0.989
140.187,0.979
140.217,0.982
140.247,0.978
140.277,0.991
140.307,0.994
140.337,0.987
140.367,0.984
140.397,0.985
140.427,0.985
140.457,0.986
140.487,0.985
140.517,0.985
140.547,0.996
140.577,0.983
140.607,0.979
140.637,0.990
140.667,0.987
140.697,0.981
140.727,0.990
140.757,0.984
140.787,0.987
140.817,0.988
140.847,0.986
140.877,0.988
140.907,0.984
140.937,0.983
140.967,0.987
140.997,0.977
141.027,0.986
141.057,0.989
141.087,0.986
141.117,0.992
141.147,0.982
141.177,0.982
141.207,0.990
141.237,0.979
141.267,0.979
141.297,0.975
141.327,0.982
141.357,0.985
141.387,0.990
141.417,0.985
141.447,0.985
141.477,0.986
141.507,0.983
141.537,0.987
141.567,0.982
141.597,0.981
141.627,0.986
141.657,0.984
141.687,0.987
141.717,0.987
141.747,0.979
141.777,0.982
141.807,0.982
141.837,0.984
141.867,0.985
141.897,0.987
141.927,0.987
141.957,0.988
141.987,0.982
142.017,0.985
142.047,0.984
142.077,0.982
142.107,0.983
142.137,0.986
142.167,0.984
142.197,0.981
142.227,0.983
142.257,0.982
142.287,0.985
142.317,0.980
142.347,0.981
142.377,0.987
142.407,0.981
142.437,0.984
142.467,0.990
142.497,0.982
142.527,0.980
142.557,0.983
142.587,0.983
142.617,0.987
142.647,0.986
142.677,0.983
142.707,0.982
142.737,0.981
142.767,0.985
142.797,0.984
142.827,0.983
142.857,0.987
142.887,0.983
142.917,0.982
142.947,0.982
142.977,0.991
143.007,0.986
143.037,0.979
143.067,0.985
143.097,0.983
143.127,0.985
143.157,0.982
143.187,0.983
143.217,0.982
143.247,0.985
143.277,0.987
143.307,0.988
143.337,0.985
143.367,0.978
143.397,0.981
143.427,0.983
143.457,0.984
143.487,0.985
143.517,0.983
143.547,0.978
143.577,0.984
143.607,0.986
143.637,0.979
143.667,0.984
143.697,0.987
143.727,0.987
143.757,0.987
143.787,0.983
143.817,0.981
143.847,0.982
143.877,0.980
143.907,0.984
143.937,0.980
143.967,0.985
143.997,0.986
144.027,0.984
144.057,0.985
144.087,0.989
144.117,0.984
144.147,0.982
144.177,0.983
144.207,0.983
144.237,0.986
144.267,0.984
144.297,0.983
144.327,0.982
144.357,0.983
144.387,0.983
144.417,0.984
144.447,0.985
144.477,0.989
144.507,0.984
144.537,0.983
144.567,0.985
144.597,0.986
144.627,0.979
144.657,0.979
144.687,0.986
144.717,0.986
144.747,0.987
144.777,0.987
144.807,0.984
144.837,0.976
144.867,0.987
144.897,0.986
144.927,0.981
144.957,0.986
144.987,0.985
145.017,0.981
145.047,0.982
145.077,0.980
145.107,0.985
145.137,0.985
145.167,0.984
145.197,0.985
145.227,0.985
145.257,0.982
145.287,0.983
145.317,0.982
145.347,0.981
145.377,0.982
145.407,0.990
145.437,0.989
145.467,0.980
145.497,0.981
145.527,0.987
145.557,0.988
145.587,0.982
145.617,0.985
145.647,0.985
145.677,0.982
145.707,0.982
145.737,0.983
145.767,0.984
145.797,0.987
145.827,0.986
145.857,0.985
145.887,0.979
145.917,0.984
145.947,0.982
145.977,0.980
146.007,0.985
146.037,0.987
146.067,0.987
146.097,0.984
146.127,0.980
146.157,0.979
146.187,0.983
146.217,0.983
146.247,0.984
146.277,0.985
146.307,0.987
146.337,0.980
146.367,0.979
146.397,0.981
146.427,0.983
146.457,0.983
146.487,0.985
146.517,0.983
146.547,0.979
146.577,0.984
146.607,0.980
146.637,0.987
146.667,0.985
146.697,0.983
146.727,0.984
146.757,0.987
146.787,0.984
146.817,0.984
146.847,0.978
146.877,0.985
146.907,0.982
146.937,0.985
146.967,0.983
146.997,0.988
147.027,0.987
147.057,0.980
147.087,0.973
147.117,0.984
147.147,0.993
147.177,0.992
147.207,0.982
147.237,0.980
147.267,0.981
147.297,0.981
147.327,0.986
147.357,0.985
147.387,0.985
147.417,0.982
147.447,0.982
147.477,0.979
147.507,0.990
147.537,0.988
147.567,0.983
147.597,0.978
147.627,0.987
147.657,0.986
147.687,0.985
147.717,0.976
147.747,0.978
147.777,0.985
147.807,0.985
147.837,0.985
147.867,0.981
147.897,0.980
147.927,0.983
147.957,0.985
147.987,0.985
148.017,0.983
148.047,0.982
148.077,0.984
148.107,0.980
148.137,0.985
148.167,0.986
148.197,0.983
148.227,0.980
148.257,0.986
148.287,0.982
148.317,0.982
148.347,0.982
148.377,0.980
148.407,0.983
148.437,0.984
148.467,0.983
148.497,0.986
148.527,0.982
148.557,0.982
148.587,0.983
148.617,0.980
148.647,0.988
148.677,0.984
148.707,0.983
148.737,0.980
148.767,0.980
148.797,0.986
148.827,0.985
148.857,0.979
148.887,0.984
148.917,0.989
148.947,0.989
148.977,0.984
149.007,0.979
149.037,0.980
149.067,0.986
149.097,0.982
149.127,0.982
149.157,0.980
149.187,0.983
149.217,0.986
149.247,0.981
149.277,0.986
149.307,0.984
149.337,0.990
149.367,0.987
149.397,0.982
149.427,0.984
149.457,0.984
149.487,0.981
149.517,0.982
149.547,0.984
149.577,0.984
149.607,0.983
149.637,0.979
149.667,0.982
149.697,0.984
149.727,0.981
149.757,0.984
149.787,0.984
149.817,0.985
149.847,0.983
149.877,0.984
149.907,0.980
149.937,0.985
149.967,0.985
149.997,0.988
150.027,0.982
150.057,0.979
150.087,0.984
150.117,0.986
150.147,0.985
150.177,0.983
150.207,0.982
150.237,0.984
150.267,0.982
150.297,0.981
150.327,0.982
150.357,0.988
150.387,0.979
150.417,0.982
150.447,0.988
150.477,0.983
150.507,0.986
150.537,0.982
150.567,0.987
150.597,0.985
150.627,0.980
150.657,0.986
150.687,0.981
150.717,0.981
150.747,0.981
150.777,0.987
150.807,0.986
150.837,0.981
150.867,0.985
150.897,0.985
150.927,0.979
150.957,0.978
150.987,0.984
151.017,0.986
151.047,0.986
151.077,0.985
151.107,0.984
151.137,0.984
151.167,0.983
151.197,0.980
151.227,0.984
151.257,0.983
151.287,0.982
151.317,0.988
151.347,0.983
151.377,0.981
151.407,0.987
151.437,0.986
151.467,0.980
151.497,0.979
151.527,0.986
151.557,0.982
151.587,0.979
151.617,0.979
151.647,0.983
151.677,0.985
151.707,0.985
151.737,0.985
151.767,0.980
151.797,0.982
151.827,0.985
151.857,0.984
151.887,0.983
151.917,0.986
151.947,0.981
151.977,0.982
152.007,0.983
152.037,0.987
152.067,0.989
152.097,0.981
152.127,0.980
152.157,0.979
152.187,0.986
152.217,0.987
152.247,0.981
152.277,0.982
152.307,0.989
152.337,0.983
152.367,0.984
152.397,0.985
152.427,0.976
152.457,0.982
152.487,0.983
152.517,0.985
152.547,0.983
152.577,0.986
152.607,0.983
152.637,0.981
152.667,0.991
152.697,0.983
152.727,0.979
152.757,0.982
152.787,0.987
152.817,0.986
152.847,0.982
152.877,0.979
152.907,0.982
152.937,0.984
152.967,0.985
152.997,0.987
153.027,0.982
153.057,0.983
153.087,0.981
153.117,0.983
153.147,0.983
153.177,0.987
153.207,0.983
153.237,0.984
153.267,0.980
153.297,0.984
153.327,0.982
153.357,0.984
153.387,0.989
153.417,0.984
153.447,0.980
153.477,0.986
153.507,0.981
153.537,0.984
153.567,0.986
153.597,0.984
153.627,0.985
153.657,0.983
153.687,0.981
153.717,0.980
153.747,0.981
153.777,0.982
153.807,0.988
153.837,0.989
153.867,0.980
153.897,0.974
153.927,0.989
153.957,0.989
153.987,0.985
154.017,0.989
154.047,0.987
154.077,0.981
154.107,0.986
154.137,0.982
154.167,0.985
154.197,0.983
154.227,0.986
154.257,0.985
154.287,0.983
154.317,0.982
154.347,0.983
154.377,0.985
154.407,0.979
154.437,0.985
154.467,0.985
154.497,0.987
154.527,0.979
154.557,0.980
154.587,0.988
154.617,0.986
154.647,0.986
154.677,0.985
154.707,0.987
154.737,0.982
154.767,0.986
154.797,0.981
154.827,0.983
154.857,0.981
154.887,0.988
154.917,0.986
154.947,0.986
154.977,0.983
155.007,0.983
155.037,0.980
155.067,0.981
155.097,0.990
155.127,0.988
155.157,0.989
155.187,0.986
155.217,0.979
155.247,0.988
155.277,0.989
155.307,0.986
155.337,0.979
155.367,0.984
155.397,0.989
155.427,0.989
155.457,0.979
155.487,0.986
155.517,0.988
155.547,0.987
155.577,0.981
155.607,0.982
155.637,0.984
155.667,0.981
155.697,0.984
155.727,0.979
155.757,0.986
155.787,0.983
155.817,0.983
155.847,0.982
155.877,0.980
155.907,0.988
155.937,0.995
155.967,0.987
155.997,0.978
156.027,0.979
156.057,0.986
156.087,0.988
156.117,0.980
156.147,0.979
156.177,0.985
156.207,0.987
156.237,0.981
156.267,0.981
156.297,0.984
156.327,0.981
156.357,0.984
156.387,0.980
156.417,0.982
156.447,0.985
156.477,0.986
156.507,0.983
156.537,0.978
156.567,0.987
156.597,0.975
156.627,0.984
156.657,0.987
156.687,0.994
156.717,0.988
156.747,0.985
156.777,0.979
156.807,0.980
156.837,0.992
156.867,0.990
156.897,0.985
156.927,0.986
156.957,0.976
156.987,0.980
157.017,0.986
157.047,0.989
157.077,0.983
157.107,0.986
157.137,0.990
157.167,0.982
157.197,0.992
157.227,0.977
157.257,0.986
157.287,0.993
157.317,0.980
157.347,0.980
157.377,0.983
157.407,0.981
157.437,0.985
157.467,0.987
157.497,0.984
157.527,0.984
157.557,0.989
157.587,0.981
157.617,0.980
157.647,0.983
157.677,0.979
157.707,0.994
157.737,0.995
157.767,0.973
157.797,0.977
157.827,0.983
157.857,0.983
157.887,0.989
157.917,0.991
157.947,0.989
157.977,0.982
158.007,0.986
158.037,0.981
158.067,0.983
158.097,0.988
158.127,0.988
158.157,0.982
158.187,0.982
158.217,0.982
158.247,0.986
158.277,0.989
158.307,0.989
158.337,0.990
158.367,0.981
158.397,0.982
158.427,0.987
158.457,0.984
158.487,0.981
158.517,0.983
158.547,0.990
158.577,0.984
158.607,0.987
158.637,0.984
158.667,0.985
158.697,0.980
158.727,0.986
158.757,0.987
158.787,0.984
158.817,0.984
158.847,0.987
158.877,0.989
158.907,0.985
158.937,0.981
158.967,0.985
158.997,0.982
159.027,0.980
159.057,0.982
159.087,0.982
159.117,0.984
159.147,0.986
159.177,0.986
159.207,0.985
159.237,0.979
159.267,0.983
159.297,0.990
159.327,0.988
159.357,0.983
159.387,0.986
159.417,0.984
159.447,0.985
159.477,0.979
159.507,0.984
159.537,0.984
159.567,0.988
159.597,0.984
159.627,0.981
159.657,0.991
159.687,0.982
159.717,0.985
159.747,0.985
159.777,0.988
159.807,0.985
159.837,0.989
159.867,0.979
159.897,0.983
159.927,0.984
159.957,0.986
159.987,0.988
160.017,0.984
160.047,0.985
160.077,0.984
160.107,0.991
160.137,0.987
160.167,0.981
160.197,0.979
160.227,0.983
160.257,0.985
160.287,0.993
160.317,0.982
160.347,0.983
160.377,0.987
160.407,0.984
160.437,0.983
160.467,0.985
160.497,0.979
160.527,0.986
160.557,0.985
160.587,0.987
160.617,0.986
160.647,0.985
160.677,0.983
160.707,0.985
160.737,0.990
160.767,0.989
160.797,0.982
160.827,0.987
160.857,0.983
160.887,0.978
160.917,0.988
160.947,0.989
160.977,0.987
161.007,0.986
161.037,0.988
161.067,0.982
161.097,0.985
161.127,0.983
161.157,0.983
161.187,0.985
161.217,0.988
161.247,0.983
161.277,0.983
161.307,0.986
161.337,0.988
161.367,0.987
161.397,0.984
161.427,0.988
161.457,0.985
161.487,0.983
161.517,0.990
161.547,0.981
161.577,0.983
161.607,0.984
161.637,0.984
161.667,0.990
161.697,0.990
161.727,0.986
161.757,0.991
161.787,0.984
161.817,0.982
161.847,0.982
161.877,0.984
161.907,0.986
161.937,0.985
161.967,0.984
161.997,0.984
162.027,0.987
162.057,0.990
162.087,0.990
162.117,0.986
162.147,0.987
162.177,0.983
162.207,0.981
162.237,0.987
162.267,0.983
162.297,0.986
162.327,0.991
162.357,0.990
162.387,0.985
162.417,0.986
162.447,0.980
162.477,0.983
162.507,0.992
162.537,0.988
162.567,0.982
162.597,0.983
162.627,0.982
162.657,0.979
162.687,0.981
162.717,0.982
162.747,0.988
162.777,0.990
162.807,0.989
162.837,0.988
162.867,0.987
162.897,0.982
162.927,0.989
162.957,0.984
162.987,0.986
163.017,0.990
163.047,0.984
163.077,0.987
163.107,0.987
163.137,0.985
163.167,0.986
163.197,0.988
163.227,0.989
163.257,0.986
163.287,0.986
163.317,0.982
163.347,0.983
163.377,0.987
163.407,0.987
163.437,0.986
163.467,0.987
163.497,0.989
163.527,0.989
163.557,0.988
163.587,0.988
163.617,0.981
163.647,0.986
163.677,0.993
163.707,0.990
163.737,0.981
163.767,0.981
163.797,0.982
163.827,0.988
163.857,0.988
163.887,0.987
163.917,0.990
163.947,0.987
163.977,0.982
164.007,0.983
164.037,0.988
164.067,0.990
164.097,0.992
164.127,0.987
164.157,0.985
164.187,0.981
164.217,0.987
164.247,0.986
164.277,0.986
164.307,0.982
164.337,0.988
164.367,0.987
164.397,0.983
164.427,0.985
164.457,0.982
164.487,0.988
164.517,0.990
164.547,0.986
164.577,0.986
164.607,0.980
164.637,0.982
164.667,0.988
164.697,0.986
164.727,0.988
164.757,0.984
164.787,0.985
164.817,0.987
164.847,0.985
164.877,0.989
164.907,0.988
164.937,0.983
164.967,0.984
164.997,0.983
165.027,0.988
165.057,0.988
165.087,0.978
165.117,0.985
165.147,0.986
165.177,0.987
165.207,0.985
165.237,0.985
165.267,0.981
165.297,0.982
165.327,0.988
165.357,0.989
165.387,0.981
165.417,0.983
165.447,0.983
165.477,0.984
165.507,0.989
165.537,0.987
165.567,0.985
165.597,0.984
165.627,0.987
165.657,0.988
165.687,0.986
165.717,0.981
165.747,0.985
165.777,0.988
165.807,0.986
165.837,0.986
165.867,0.981
165.897,0.983
165.927,0.986
165.957,0.985
165.987,0.986
166.017,0.991
166.047,0.980
166.077,0.981
166.107,0.984
166.137,0.985
166.167,0.984
166.197,0.986
166.227,0.985
166.257,0.988
166.287,0.985
166.317,0.980
166.347,0.983
166.377,0.988
166.407,0.986
166.437,0.985
166.467,0.983
166.497,0.987
166.527,0.984
166.557,0.986
166.587,0.985
166.617,0.984
166.647,0.981
166.677,0.983
166.707,0.987
166.737,0.984
166.767,0.984
166.797,0.985
166.827,0.988
166.857,0.989
166.887,0.986
166.917,0.984
166.947,0.985
166.977,0.984
167.007,0.987
167.037,0.988
167.067,0.984
167.097,0.984
167.127,0.985
167.157,0.984
167.187,0.983
167.217,0.988
167.247,0.991
167.277,0.985
167.307,0.979
167.337,0.986
167.367,0.989
167.397,0.983
167.427,0.985
167.457,0.984
167.487,0.985
167.517,0.985
167.547,0.982
167.577,0.984
167.607,0.987
167.637,0.988
167.667,0.988
167.697,0.984
167.727,0.983
167.757,0.981
167.787,0.985
167.817,0.988
167.847,0.986
167.877,0.988
167.907,0.986
167.937,0.984
167.967,0.989
167.997,0.987
168.027,0.987
168.057,0.987
168.087,0.984
168.117,0.985
168.147,0.985
168.177,0.980
168.207,0.986
168.237,0.989
168.267,0.985
168.297,0.986
168.327,0.988
168.357,0.984
168.387,0.983
168.417,0.982
168.447,0.983
168.477,0.987
168.507,0.984
168.537,0.982
168.567,0.983
168.597,0.987
168.627,0.991
168.657,0.983
168.687,0.985
168.717,0.985
168.747,0.984
168.777,0.985
168.807,0.983
168.837,0.983
168.867,0.985
168.897,0.985
168.927,0.990
168.957,0.984
168.987,0.985
169.017,0.988
169.047,0.981
169.077,0.982
169.107,0.979
169.137,0.984
169.167,0.985
169.197,0.979
169.227,0.985
169.257,0.993
169.287,0.984
169.317,0.982
169.347,0.989
169.377,0.984
169.407,0.985
169.437,0.986
169.467,0.984
169.497,0.985
169.527,0.987
169.557,0.985
169.587,0.983
169.617,0.983
169.647,0.981
169.677,0.987
169.707,0.987
169.737,0.986
169.767,0.985
169.797,0.986
169.827,0.984
169.857,0.985
169.887,0.990
169.917,0.986
169.947,0.986
169.977,0.986
170.007,0.983
170.037,0.987
170.067,0.989
170.097,0.983
170.127,0.984
170.157,0.986
170.187,0.989
170.217,0.985
170.247,0.984
170.277,0.984
170.307,0.984
170.337,0.983
170.367,0.986
170.397,0.988
170.427,0.985
170.457,0.984
170.487,0.981
170.517,0.988
170.547,0.989
170.577,0.986
170.607,0.985
170.637,0.987
170.667,0.986
170.697,0.983
170.727,0.981
170.757,0.984
170.787,0.982
170.817,0.988
170.847,0.987
170.877,0.986
170.907,0.985
170.937,0.983
170.967,0.988
170.997,0.985
171.027,0.983
171.057,0.982
171.087,0.986
171.117,0.986
171.147,0.986
171.177,0.988
171.207,0.991
171.237,0.984
171.267,0.984
171.297,0.988
171.327,0.986
171.357,0.981
171.387,0.985
171.417,0.983
171.447,0.987
171.477,0.990
171.507,0.985
171.537,0.986
171.567,0.986
171.597,0.984
171.627,0.983
171.657,0.982
171.687,0.989
171.717,0.987
171.747,0.986
171.777,0.986
171.807,0.988
171.837,0.981
171.867,0.983
171.897,0.986
171.927,0.986
171.957,0.988
171.987,0.984
172.017,0.987
172.047,0.985
172.077,0.987
172.107,0.984
172.137,0.987
172.167,0.988
172.197,0.989
172.227,0.984
172.257,0.986
172.287,0.986
172.317,0.984
172.347,0.988
172.377,0.986
172.407,0.989
172.437,0.989
172.467,0.990
172.497,0.986
172.527,0.978
172.557,0.986
172.587,0.990
172.617,0.986
172.647,0.988
172.677,0.987
172.707,0.987
172.737,0.985
172.767,0.984
172.797,0.981
172.827,0.985
172.857,0.982
172.887,0.986
172.917,0.989
172.947,0.986
172.977,0.981
173.007,0.985
173.037,0.983
173.067,0.989
173.097,0.987
173.127,0.985
173.157,0.990
173.187,0.981
173.217,0.984
173.247,0.988
173.277,0.987
173.307,0.984
173.337,0.986
173.367,0.983
173.397,0.982
173.427,0.983
173.457,0.992
173.487,0.989
173.517,0.987
173.547,0.983
173.577,0.983
173.607,0.982
173.637,0.984
173.667,0.984
173.697,0.992
173.727,0.989
173.757,0.983
173.787,0.986
173.817,0.984
173.847,0.984
173.877,0.992
173.907,0.991
173.937,0.982
173.967,0.989
173.997,0.989
174.027,0.983
174.057,0.985
174.087,0.985
174.117,0.983
174.147,0.988
174.177,0.991
174.207,0.987
174.237,0.983
174.267,0.981
174.297,0.981
174.327,0.990
174.357,0.990
174.387,0.988
174.417,0.987
174.447,0.980
174.477,0.990
174.507,0.987
174.537,0.988
174.567,0.987
174.597,0.988
174.627,0.987
174.657,0.984
174.687,0.980
174.717,0.985
174.747,0.986
174.777,0.982
174.807,0.986
174.837,0.986
174.867,0.981
174.897,0.983
174.927,0.988
174.957,0.989
174.987,0.990
175.017,0.983
175.047,0.977
175.077,0.987
175.107,0.990
175.137,0.984
175.167,0.987
175.197,0.984
175.227,0.986
175.257,0.984
175.287,0.984
175.317,0.982
175.347,0.987
175.377,0.986
175.407,0.986
175.437,0.985
175.467,0.986
175.497,0.981
175.527,0.987
175.557,0.986
175.587,0.992
175.617,0.986
175.647,0.982
175.677,0.986
175.707,0.984
175.737,0.985
175.767,0.990
175.797,0.986
175.827,0.984
175.857,0.985
175.887,0.983
175.917,0.984
175.947,0.989
175.977,0.988
176.007,0.982
176.037,0.984
176.067,0.986
176.097,0.988
176.127,0.983
176.157,0.988
176.187,0.992
176.217,0.982
176.247,0.981
176.277,0.986
176.307,0.985
176.337,0.987
176.367,0.986
176.397,0.988
176.427,0.986
176.457,0.982
176.487,0.981
176.517,0.981
176.547,0.989
176.577,0.987
176.607,0.985
176.637,0.988
176.667,0.984
176.697,0.985
176.727,0.985
176.757,0.990
176.787,0.987
176.817,0.992
176.847,0.985
176.877,0.980
176.907,0.992
176.937,0.983
176.967,0.985
176.997,0.983
177.027,0.985
177.057,0.983
177.087,0.983
177.117,0.984
177.147,0.988
177.177,0.986
177.207,0.990
177.237,0.986
177.267,0.982
177.297,0.985
177.327,0.982
177.357,0.983
177.387,0.984
177.417,0.988
177.447,0.989
177.477,0.983
177.507,0.990
177.537,0.986
177.567,0.985
177.597,0.985
177.627,0.992
177.657,0.988
177.687,0.986
177.717,0.982
177.747,0.984
177.777,0.989
177.807,0.987
177.837,0.984
177.867,0.985
177.897,0.985
177.927,0.984
177.957,0.983
177.987,0.988
178.017,0.990
178.047,0.986
178.077,0.983
178.107,0.984
178.137,0.987
178.167,0.986
178.197,0.987
178.227,0.986
178.257,0.983
178.287,0.985
178.317,0.984
178.347,0.985
178.377,0.990
178.407,0.990
178.437,0.985
178.467,0.985
178.497,0.988
178.527,0.984
178.557,0.984
178.587,0.986
178.617,0.982
178.647,0.990
178.677,0.987
178.707,0.982
178.737,0.986
178.767,0.987
178.797,0.986
178.827,0.989
178.857,0.990
178.887,0.987
178.917,0.984
178.947,0.983
178.977,0.982
179.007,0.985
179.037,0.990
179.067,0.984
179.097,0.984
179.127,0.988
179.157,0.986
179.187,0.986
179.217,0.984
179.247,0.983
179.277,0.988
179.307,0.985
179.337,0.981
179.367,0.984
179.397,0.989
179.427,0.987
179.457,0.987
179.487,0.992
179.517,0.986
179.547,0.979
179.577,0.984
179.607,0.984
179.637,0.984
179.667,0.989
179.697,0.987
179.727,0.986
179.757,0.988
179.787,0.986
179.817,0.984
179.847,0.988
179.877,0.986
179.907,0.986
179.937,0.983
179.967,0.984
179.997,0.983
180.027,0.987
180.057,0.992
180.087,0.984
180.117,0.985
180.147,0.990
180.177,0.989
180.207,0.984
180.237,0.984
180.267,0.985
180.297,0.984
180.327,0.988
180.357,0.988
180.387,0.987
180.417,0.987
180.447,0.983
180.477,0.986
180.507,0.986
180.537,0.986
180.567,0.987
180.597,0.989
180.627,0.990
180.657,0.983
180.687,0.984
180.717,0.983
180.747,0.991
180.777,0.984
180.807,0.983
180.837,0.988
180.867,0.987
180.897,0.984
180.927,0.982
180.957,0.988
180.987,0.987
181.017,0.987
181.047,0.984
181.077,0.986
181.107,0.982
181.137,0.984
181.167,0.983
181.197,0.985
181.227,0.990
181.257,0.990
181.287,0.990
181.317,0.990
181.347,0.979
181.377,0.987
181.407,0.992
181.437,0.986
181.467,0.989
181.497,0.989
181.527,0.989
181.557,0.991
181.587,0.981
181.617,0.984
181.647,0.990
181.677,0.986
181.707,0.985
181.737,0.983
181.767,0.986
181.797,0.985
181.827,0.981
181.857,0.985
181.887,0.989
181.917,0.987
181.947,0.992
181.977,0.986
182.007,0.986
182.037,0.988
182.067,0.987
182.097,0.987
182.127,0.990
182.157,0.985
182.187,0.983
182.217,0.985
182.247,0.986
182.277,0.985
182.307,0.984
182.337,0.989
182.367,0.986
182.397,0.984
182.427,0.986
182.457,0.984
182.487,0.994
182.517,0.985
182.547,0.988
182.577,0.978
182.607,0.985
182.637,0.995
182.667,0.987
182.697,0.981
182.727,0.987
182.757,0.990
182.787,0.992
182.817,0.983
182.847,0.985
182.877,0.990
182.907,0.990
182.937,0.984
182.967,0.984
182.997,0.984
183.027,0.989
183.057,0.990
183.087,0.986
183.117,0.985
183.147,0.989
183.177,0.989
183.207,0.978
183.237,0.979
183.267,0.993
183.297,0.987
183.327,0.990
183.357,0.992
183.387,0.988
183.417,0.990
183.447,0.989
183.477,0.986
183.507,0.987
183.537,0.988
183.567,0.991
183.597,0.985
183.627,0.982
183.657,0.984
183.687,0.985
183.717,0.989
183.747,0.990
183.777,0.987
183.807,0.989
183.837,0.987
183.867,0.983
183.897,0.990
183.927,0.983
183.957,0.983
183.987,0.989
184.017,0.984
184.047,0.982
184.077,0.985
184.107,0.985
184.137,0.992
184.167,0.988
184.197,0.987
184.227,0.986
184.257,0.988
184.287,0.982
184.317,0.984
184.347,0.986
184.377,0.985
184.407,0.984
184.437,0.983
184.467,0.990
184.497,0.986
184.527,0.979
184.557,0.991
184.587,0.985
184.617,0.985
184.647,0.987
184.677,0.987
184.707,0.984
184.737,0.989
184.767,0.984
184.797,0.984
184.827,0.991
184.857,0.985
184.887,0.983
184.917,0.984
184.947,0.987
184.977,0.987
185.007,0.991
185.037,0.987
185.067,0.987
185.097,0.990
185.127,0.985
185.157,0.982
185.187,0.982
185.217,0.988
185.247,0.983
185.277,0.987
185.307,0.989
185.337,0.988
185.367,0.986
185.397,0.980
185.427,0.983
185.457,0.987
185.487,0.986
185.517,0.987
185.547,0.990
185.577,0.986
185.607,0.985
185.637,0.986
185.667,0.986
185.697,0.987
185.727,0.986
185.757,0.987
185.787,0.987
185.817,0.986
185.847,0.984
185.877,0.987
185.907,0.984
185.937,0.986
185.967,0.990
185.997,0.985
186.027,0.983
186.057,0.983
186.087,0.986
186.117,0.989
186.147,0.990
186.177,0.985
186.207,0.988
186.237,0.983
186.267,0.990
186.297,0.983
186.327,0.988
186.357,0.991
186.387,0.986
186.417,0.989
186.447,0.984
186.477,0.983
186.507,0.987
186.537,0.986
186.567,0.985
186.597,0.989
186.627,0.987
186.657,0.986
186.687,0.981
186.717,0.984
186.747,0.986
186.777,0.988
186.807,0.989
186.837,0.991
186.867,0.986
186.897,0.985
186.927,0.985
186.957,0.984
186.987,0.986
187.017,0.991
187.047,0.986
