df_hash,22ZHK4.FHJRBH
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.B9Y6
person_label,v139
date_time_start,2026-04-14_16-01-41.301000_+03
date_time_start_unix,1776164501.301
date_time_end,2026-04-14_16-10-25.541000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.467,-0.592,0.750,0.176
4.477,-0.588,0.748,0.174
4.487,-0.586,0.750,0.180
4.497,-0.586,0.756,0.178
4.507,-0.580,0.752,0.176
4.516,-0.580,0.750,0.180
4.526,-0.582,0.750,0.172
4.536,-0.584,0.750,0.178
4.546,-0.588,0.746,0.176
4.556,-0.584,0.752,0.176
4.566,-0.588,0.752,0.178
4.576,-0.592,0.754,0.180
4.586,-0.590,0.752,0.174
4.596,-0.594,0.748,0.178
4.606,-0.592,0.752,0.176
4.616,-0.594,0.746,0.178
4.626,-0.590,0.746,0.174
4.636,-0.594,0.746,0.176
4.645,-0.592,0.752,0.174
4.655,-0.590,0.754,0.180
4.665,-0.588,0.754,0.174
4.675,-0.588,0.756,0.176
4.685,-0.588,0.754,0.176
4.695,-0.584,0.750,0.180
4.705,-0.582,0.748,0.176
4.715,-0.588,0.752,0.174
4.725,-0.586,0.752,0.178
4.735,-0.588,0.752,0.180
4.745,-0.590,0.754,0.174
4.755,-0.590,0.754,0.174
4.765,-0.586,0.746,0.174
4.774,-0.588,0.748,0.176
4.784,-0.590,0.748,0.176
4.794,-0.588,0.748,0.176
4.804,-0.592,0.750,0.174
4.814,-0.592,0.752,0.174
4.824,-0.594,0.748,0.176
4.834,-0.594,0.750,0.176
4.844,-0.596,0.750,0.176
4.854,-0.594,0.750,0.174
4.864,-0.590,0.750,0.176
4.874,-0.596,0.748,0.176
4.884,-0.592,0.750,0.178
4.894,-0.584,0.758,0.178
4.903,-0.580,0.754,0.180
4.913,-0.584,0.752,0.176
4.923,-0.588,0.744,0.178
4.933,-0.588,0.744,0.178
4.943,-0.590,0.748,0.174
4.953,-0.590,0.750,0.182
4.963,-0.592,0.754,0.180
4.973,-0.590,0.752,0.184
4.983,-0.590,0.746,0.180
4.993,-0.594,0.744,0.180
5.003,-0.594,0.746,0.180
5.013,-0.596,0.746,0.176
5.023,-0.596,0.746,0.176
5.032,-0.594,0.744,0.180
5.042,-0.596,0.748,0.180
5.052,-0.596,0.754,0.174
5.062,-0.594,0.750,0.178
5.072,-0.592,0.748,0.174
5.082,-0.586,0.750,0.180
5.092,-0.590,0.754,0.174
5.102,-0.592,0.750,0.174
5.112,-0.588,0.752,0.174
5.122,-0.582,0.756,0.176
5.132,-0.584,0.756,0.178
5.142,-0.584,0.754,0.176
5.152,-0.580,0.750,0.176
5.161,-0.580,0.748,0.172
5.171,-0.582,0.748,0.176
5.181,-0.588,0.752,0.176
5.191,-0.586,0.754,0.176
5.201,-0.592,0.756,0.178
5.211,-0.588,0.756,0.180
5.221,-0.592,0.756,0.176
5.231,-0.590,0.752,0.170
5.241,-0.590,0.750,0.176
5.251,-0.594,0.754,0.172
5.261,-0.594,0.748,0.172
5.271,-0.594,0.750,0.174
5.281,-0.592,0.750,0.174
5.290,-0.592,0.750,0.172
5.300,-0.586,0.754,0.174
5.310,-0.582,0.754,0.174
5.320,-0.586,0.756,0.176
5.330,-0.584,0.758,0.174
5.340,-0.584,0.754,0.176
5.350,-0.582,0.754,0.176
5.360,-0.584,0.750,0.174
5.370,-0.582,0.752,0.174
5.380,-0.584,0.754,0.172
