Time (s),Resistance (Ω),Stage
1,38461.54,Calibration
2,38347.11,Calibration
3,36587.03,Calibration
4,37950.82,Calibration
5,45714.29,Calibration
6,46875,Calibration
7,45114.4,Calibration
8,45638.59,Calibration
9,49520.35,Calibration
10,48250.36,Calibration
11,46560.77,Calibration
12,49347.82,Calibration
13,52423.78,Calibration
14,49868.42,Calibration
15,51028.31,Calibration
16,54896.99,Calibration
17,51028.31,Calibration
18,49433.96,Calibration
19,48167.61,Calibration
20,48920.86,Normal
21,50937.5,Normal
22,51951.59,Normal
23,53292.12,Normal
24,49956.07,Normal
25,52423.78,Normal
26,52519.08,Normal
27,55836.02,Normal
28,50846.95,Normal
29,48250.36,Normal
30,49956.07,Normal
31,51119.4,Normal
32,55311,Normal
33,54285.71,Normal
34,53488.37,Normal
35,51394.3,Normal
36,49606.98,Normal
37,46482.76,Normal
38,46875,Normal
39,48667.62,Normal
40,52423.78,Normal
41,51119.4,Normal
42,49693.87,Normal
43,52423.78,Normal
44,50937.5,Normal
45,48583.69,Normal
46,47594.94,Normal
47,45866.3,Normal
48,46875,Normal
49,46482.76,Normal
50,46095.89,Normal
51,44892.76,Normal
52,45263.16,Normal
53,44454.79,Normal
54,43389.83,Normal
55,43810.78,Normal
56,41380.18,Normal
57,40743.49,Normal
58,45487.8,Normal
59,50398.23,Normal
60,49520.35,Normal
61,50937.5,Normal
62,49693.87,Normal
63,51210.76,Normal
64,50666.67,Normal
65,46019.15,Normal
66,45263.16,Normal
67,44382.47,Normal
68,46482.76,Normal
69,46796.12,Normal
70,45188.68,Normal
71,47920.79,Normal
72,47514.04,Normal
73,46875,Normal
74,45114.4,Normal
75,48002.84,Normal
76,48167.61,Normal
77,47112.97,Normal
78,46875,Normal
79,47192.73,Normal
80,48667.62,Normal
81,51578.95,Normal
82,50398.23,Normal
83,46875,Normal
84,45942.62,Normal
85,47033.43,Normal
86,46717.45,Normal
87,46327.37,Normal
88,43459.53,Normal
89,44745.99,Normal
90,43389.83,Normal
91,44527.3,Normal
92,43529.41,Normal
93,42567.39,Normal
94,42232.14,Normal
95,42232.14,Normal
96,41380.18,Normal
97,42365.73,Normal
98,41967,Normal
99,44454.79,Normal
100,45263.16,Normal
101,46717.45,Normal
102,45563.09,Normal
103,44892.76,Normal
104,43529.41,Normal
105,44966.45,Normal
106,46172.84,Normal
107,42906.98,Normal
108,43810.78,Normal
109,46639,Normal
110,45487.8,Normal
111,46095.89,Normal
112,47033.43,Normal
113,44600,Normal
114,45337.84,Normal
115,44454.79,Normal
116,45412.72,Normal
117,45114.4,Normal
118,44238.41,Normal
121,49520.35,Normal
121,47920.79,Normal
121,47757.41,Normal
122,49347.82,Normal
123,48167.61,Normal
124,49433.96,Normal
125,47676.06,Normal
126,44454.79,Normal
127,45866.3,Normal
128,45638.59,Normal
129,43320.31,Normal
130,44819.28,Normal
131,43669.72,Normal
132,44095.11,Normal
133,42975.42,Normal
134,43320.31,Normal
135,42634.96,Normal
136,42232.14,Normal
137,42432.78,Normal
138,42232.14,Normal
139,42165.61,Normal
140,42232.14,Normal
141,43810.78,Normal
142,47838.98,Normal
143,51028.31,Normal
144,47433.38,Normal
145,46796.12,Normal
146,56911.77,Normal
147,59406.78,Normal
148,57351.98,Normal
149,55625,Normal
150,59055.65,Normal
151,56911.77,Normal
152,55207,Normal
153,54386.79,Normal
154,58823.53,Normal
155,54386.79,Normal
156,54184.95,Normal
157,53785.05,Normal
158,49868.42,Normal
159,53685.85,Normal
160,55730.34,Normal
161,57685.95,Normal
162,53097.07,Normal
163,51302.39,Normal
164,53685.85,Normal
165,58023.26,Normal
166,54488.19,Normal
167,52903.23,Normal
168,52614.68,Normal
169,51764.71,Normal
170,48500,Normal
171,49693.87,Normal
172,49347.82,Normal
173,50132.16,Normal
174,48002.84,Normal
175,58592.96,Normal
176,63125,Normal
177,59642.86,Normal
178,59055.65,Normal
