df_hash,22ZHK4.JVF6GR
134.117,1.011
134.147,1.023
134.177,1.031
134.207,1.024
134.237,1.010
134.267,1.015
134.297,1.020
134.327,1.019
134.357,1.016
134.387,1.026
134.417,1.020
134.447,1.012
134.477,1.006
134.507,1.010
134.537,1.020
134.567,1.022
134.597,1.033
134.627,1.019
134.657,1.018
134.687,1.019
134.717,1.015
134.747,1.013
134.777,1.013
134.807,1.022
134.837,1.026
134.867,1.017
134.897,1.023
134.927,1.012
134.957,1.005
134.987,1.010
135.017,1.021
135.047,1.021
135.077,1.013
135.107,1.027
135.137,1.022
135.167,1.022
135.197,1.026
135.227,1.015
135.257,1.010
135.287,1.016
135.317,1.011
135.347,1.022
135.377,1.012
135.407,1.017
135.437,1.027
135.467,1.021
135.497,1.015
135.527,1.015
135.557,1.018
135.587,1.021
135.617,1.026
135.647,1.019
135.677,1.013
135.707,1.028
135.737,1.023
135.767,1.011
135.797,1.008
135.827,1.014
135.857,1.017
135.887,1.021
135.917,1.019
135.947,1.027
135.977,1.022
136.007,1.016
136.037,1.016
136.067,1.020
136.097,1.025
136.127,1.017
136.157,1.021
136.187,1.017
136.217,1.021
136.247,1.035
136.277,1.023
136.307,1.014
136.337,1.010
136.367,1.015
136.397,1.030
136.427,1.021
136.457,1.021
136.487,1.024
136.517,1.014
136.547,1.016
136.577,1.013
136.607,1.020
136.637,1.022
136.667,1.020
136.697,1.020
136.727,1.019
136.757,1.024
136.787,1.025
136.817,1.019
136.847,1.020
136.877,1.016
136.907,1.023
136.937,1.023
136.967,1.021
136.997,1.027
137.027,1.028
137.057,1.017
137.087,1.010
137.117,1.018
137.147,1.027
137.177,1.021
137.207,1.019
137.237,1.023
137.267,1.019
137.297,1.024
137.327,1.033
137.357,1.019
137.387,1.010
137.417,1.016
137.447,1.020
137.477,1.020
137.507,1.018
137.537,1.030
137.567,1.022
137.597,1.017
137.627,1.013
137.657,1.020
137.687,1.022
137.717,1.021
137.747,1.022
137.777,1.021
137.807,1.016
137.837,1.014
137.867,1.034
137.897,1.022
137.927,1.014
137.957,1.017
137.987,1.022
138.017,1.016
138.047,1.017
138.077,1.014
138.107,1.029
138.137,1.021
138.167,1.021
138.197,1.016
138.227,1.019
138.257,1.021
138.287,1.017
138.317,1.019
138.347,1.020
138.377,1.016
138.407,1.023
138.437,1.030
138.467,1.020
138.497,1.006
138.527,1.014
138.557,1.031
138.587,1.033
138.617,1.018
138.647,1.009
138.677,1.020
138.707,1.019
138.737,1.021
138.767,1.019
138.797,1.020
138.827,1.020
138.857,1.016
138.887,1.022
138.917,1.021
138.947,1.017
138.977,1.033
139.007,1.023
139.037,1.013
139.067,1.014
139.097,1.017
139.127,1.022
139.157,1.019
139.187,1.018
139.217,1.021
139.247,1.021
139.277,1.021
139.307,1.021
139.337,1.022
139.367,1.019
139.397,1.021
139.427,1.021
139.457,1.019
139.487,1.001
139.517,1.014
139.547,1.030
139.577,1.020
139.607,1.011
139.637,1.011
139.667,1.021
139.697,1.021
139.727,1.020
139.757,1.022
139.787,1.022
139.817,1.022
139.847,1.015
139.877,1.016
139.907,1.020
139.937,1.021
139.967,1.020
139.997,1.020
140.027,1.019
140.057,1.009
140.087,1.026
140.117,1.031
140.147,1.017
140.177,1.013
140.207,1.020
140.237,1.021
140.267,1.018
140.297,1.019
140.327,1.031
140.357,1.018
140.387,1.015
140.417,1.017
140.447,1.021
140.477,1.022
140.507,1.016
140.537,1.023
140.567,1.022
140.597,1.018
140.627,1.031
140.657,1.019
140.687,1.012
140.717,1.013
140.747,1.017
140.777,1.016
140.807,1.018
140.837,1.014
140.867,1.027
140.897,1.021
140.927,1.015
140.957,1.014
140.987,1.021
141.017,1.018
141.047,1.018
141.077,1.019
141.107,1.016
141.137,1.015
141.167,1.037
141.197,1.022
141.227,1.012
141.257,1.012
141.287,1.019
141.317,1.021
141.347,1.019
141.377,1.021
141.407,1.021
141.437,1.018
141.467,1.017
141.497,1.017
141.527,1.022
141.557,1.016
141.587,1.020
141.617,1.023
141.647,1.013
141.677,1.019
141.707,1.036
141.737,1.023
141.767,1.017
141.797,1.010
141.827,1.021
141.857,1.018
141.887,1.017
141.917,1.021
141.947,1.023
141.977,1.016
142.007,1.019
142.037,1.017
142.067,1.019
142.097,1.015
142.127,1.021
142.157,1.019
142.187,1.019
142.217,1.017
142.247,1.030
142.277,1.021
142.307,1.013
142.337,1.012
142.367,1.021
142.397,1.021
142.427,1.021
142.457,1.019
142.487,1.021
142.517,1.016
142.547,1.019
142.577,1.018
142.607,1.022
142.637,1.018
142.667,1.018
142.697,1.026
142.727,1.017
142.757,1.012
142.787,1.038
142.817,1.021
142.847,1.014
142.877,1.013
142.907,1.018
142.937,1.020
142.967,1.017
142.997,1.024
143.027,1.022
143.057,1.017
143.087,1.015
143.117,1.019
143.147,1.021
143.177,1.020
143.207,1.018
143.237,1.022
143.267,1.016
143.297,1.029
143.327,1.028
143.357,1.010
143.387,1.016
143.417,1.018
143.447,1.022
143.477,1.022
143.507,1.013
143.537,1.025
143.567,1.022
143.597,1.011
143.627,1.019
143.657,1.026
143.687,1.021
143.717,1.024
143.747,1.025
143.777,1.020
143.807,1.013
143.837,1.029
143.867,1.021
143.897,1.011
143.927,1.008
143.957,1.017
143.987,1.018
144.017,1.021
144.047,1.016
144.077,1.023
144.107,1.018
144.137,1.015
144.167,1.015
144.197,1.021
144.227,1.021
144.257,1.017
144.287,1.020
144.317,1.016
144.347,1.019
144.377,1.033
144.407,1.019
144.437,1.009
144.467,1.014
144.497,1.021
144.527,1.021
144.557,1.016
144.587,1.021
144.617,1.024
144.647,1.028
144.677,1.013
144.707,1.006
144.737,1.013
144.767,1.018
144.797,1.025
144.827,1.021
144.857,1.015
144.887,1.028
144.917,1.023
144.947,1.017
144.977,1.010
145.007,1.013
145.037,1.023
145.067,1.020
145.097,1.014
145.127,1.026
145.157,1.021
145.187,1.018
145.217,1.015
145.247,1.021
145.277,1.022
145.307,1.019
145.337,1.021
145.367,1.017
145.397,1.010
145.427,1.033
145.457,1.027
145.487,1.012
145.517,1.011
145.547,1.019
145.577,1.021
145.607,1.021
145.637,1.015
145.667,1.017
145.697,1.013
145.727,1.012
145.757,1.018
145.787,1.019
145.817,1.018
145.847,1.017
145.877,1.017
145.907,1.021
145.937,1.018
145.967,1.016
145.997,1.031
146.027,1.021
146.057,1.006
146.087,1.000
146.117,0.998
146.147,1.009
146.177,1.025
146.207,1.019
146.237,1.027
146.267,1.028
146.297,1.021
146.327,1.034
146.357,1.001
146.387,1.003
146.417,1.000
146.447,1.000
146.477,1.006
146.507,0.989
146.537,0.994
146.567,1.026
146.597,1.023
146.627,1.039
146.657,1.019
146.687,1.036
146.717,1.008
146.747,1.009
146.777,1.009
146.807,1.023
146.837,1.030
146.867,1.059
146.897,1.070
146.927,1.077
146.957,1.064
146.987,1.071
147.017,1.042
147.047,1.028
147.077,1.019
147.107,1.022
147.137,1.018
147.167,1.026
147.197,1.028
147.227,1.024
147.257,1.022
147.287,1.039
147.317,1.037
147.347,1.042
147.377,1.035
147.407,1.032
147.437,1.055
147.467,1.074
147.497,1.077
147.527,1.075
147.557,1.065
147.587,1.063
147.617,1.051
147.647,1.000
147.677,0.988
147.707,1.015
147.737,1.041
147.767,1.029
147.797,1.037
147.827,1.021
147.857,1.021
147.887,1.024
147.917,1.014
147.947,1.024
147.977,1.014
148.007,1.024
148.037,1.041
148.067,1.037
148.097,1.028
148.127,1.031
148.157,1.018
148.187,1.021
148.217,1.027
148.247,1.037
148.277,1.049
148.307,1.013
148.337,1.028
148.367,1.034
148.397,1.039
148.427,1.012
148.457,1.024
148.487,1.013
148.517,1.010
148.547,1.015
148.577,1.034
148.607,1.029
148.637,1.019
148.667,1.019
148.697,1.021
148.727,1.022
148.757,1.036
148.787,1.025
148.817,1.012
148.847,1.016
148.877,1.016
148.907,1.032
148.937,1.024
148.967,1.019
148.997,1.027
149.027,1.027
149.057,1.026
149.087,1.023
149.117,1.006
149.147,1.021
149.177,1.023
149.207,1.025
149.237,1.027
149.267,1.029
149.297,1.029
149.327,1.018
149.357,1.020
149.387,1.030
149.417,1.028
149.447,1.026
149.477,1.029
149.507,1.030
149.537,1.022
149.567,1.019
149.597,1.018
149.627,1.023
149.657,1.030
149.687,1.023
149.717,1.021
149.747,1.021
149.777,1.022
149.807,1.027
149.837,1.025
149.867,1.021
149.897,1.016
149.927,1.023
149.957,1.023
149.987,1.019
150.017,1.030
150.047,1.021
150.077,1.023
150.107,1.041
150.137,1.027
150.167,1.015
150.197,1.022
150.227,1.025
150.257,1.021
150.287,1.033
150.317,1.025
150.347,1.017
150.377,1.021
150.407,1.025
150.437,1.027
150.467,1.025
150.497,1.022
150.527,1.031
150.557,1.028
150.587,1.021
150.617,1.025
150.647,1.026
150.677,1.023
150.707,1.027
150.737,1.020
150.767,1.024
150.797,1.038
150.827,1.034
150.857,1.021
150.887,1.019
150.917,1.027
150.947,1.025
150.977,1.020
151.007,1.021
151.037,1.028
151.067,1.026
151.097,1.020
151.127,1.024
151.157,1.028
151.187,1.027
151.217,1.026
151.247,1.024
151.277,1.020
151.307,1.029
151.337,1.025
151.367,1.022
151.397,1.025
151.427,1.030
151.457,1.027
151.487,1.027
151.517,1.021
151.547,1.028
151.577,1.028
151.607,1.026
151.637,1.019
151.667,1.019
151.697,1.025
151.727,1.022
151.757,1.028
151.787,1.027
151.817,1.026
151.847,1.040
151.877,1.026
151.907,1.020
151.937,1.021
151.967,1.021
151.997,1.030
152.027,1.023
152.057,1.030
152.087,1.033
152.117,1.032
152.147,1.024
152.177,1.022
152.207,1.033
152.237,1.025
152.267,1.029
152.297,1.029
152.327,1.029
152.357,1.022
152.387,1.034
152.417,1.026
152.447,1.021
152.477,1.021
152.507,1.026
152.537,1.030
152.567,1.026
152.597,1.027
152.627,1.037
152.657,1.030
152.687,1.025
152.717,1.024
152.747,1.023
152.777,1.029
152.807,1.026
152.837,1.026
152.867,1.025
152.897,1.029
152.927,1.021
152.957,1.032
152.987,1.033
153.017,1.023
153.047,1.021
153.077,1.021
153.107,1.029
153.137,1.028
153.167,1.022
153.197,1.028
153.227,1.025
153.257,1.021
153.287,1.025
153.317,1.032
153.347,1.028
153.377,1.023
153.407,1.027
153.437,1.025
153.467,1.024
153.497,1.021
153.527,1.030
153.557,1.035
153.587,1.023
153.617,1.021
153.647,1.026
153.677,1.027
153.707,1.027
153.737,1.026
153.767,1.033
153.797,1.028
153.827,1.024
153.857,1.026
153.887,1.025
153.917,1.026
153.947,1.026
153.977,1.027
154.007,1.027
154.037,1.025
154.067,1.027
154.097,1.026
154.127,1.034
154.157,1.021
154.187,1.019
154.217,1.026
154.247,1.029
154.277,1.032
154.307,1.020
154.337,1.031
154.367,1.032
154.397,1.022
154.427,1.025
154.457,1.027
154.487,1.024
154.517,1.029
154.547,1.026
154.577,1.025
154.607,1.026
154.637,1.021
154.667,1.031
154.697,1.032
154.727,1.021
154.757,1.021
154.787,1.024
154.817,1.031
154.847,1.032
154.877,1.024
154.907,1.030
154.937,1.030
154.967,1.022
154.997,1.022
155.027,1.028
155.057,1.030
155.087,1.026
155.117,1.027
155.147,1.026
155.177,1.027
155.207,1.021
155.237,1.033
155.267,1.031
155.297,1.020
155.327,1.021
155.357,1.030
155.387,1.033
155.417,1.029
155.447,1.020
155.477,1.032
155.507,1.029
155.537,1.023
155.567,1.024
155.597,1.031
155.627,1.030
155.657,1.025
155.687,1.024
155.717,1.027
155.747,1.028
155.777,1.019
155.807,1.036
155.837,1.030
155.867,1.018
155.897,1.021
155.927,1.026
155.957,1.030
155.987,1.027
156.017,1.025
156.047,1.032
156.077,1.027
156.107,1.021
156.137,1.024
156.167,1.029
156.197,1.031
156.227,1.028
156.257,1.023
156.287,1.026
156.317,1.027
156.347,1.019
156.377,1.037
156.407,1.028
156.437,1.022
156.467,1.021
156.497,1.023
156.527,1.029
156.557,1.038
156.587,1.026
156.617,1.027
156.647,1.028
156.677,1.027
156.707,1.021
156.737,1.030
156.767,1.032
156.797,1.025
156.827,1.024
156.857,1.029
156.887,1.029
156.917,1.021
156.947,1.025
156.977,1.040
157.007,1.025
157.037,1.019
157.067,1.024
157.097,1.030
157.127,1.029
157.157,1.023
157.187,1.030
157.217,1.031
157.247,1.024
157.277,1.025
157.307,1.029
157.337,1.030
157.367,1.025
157.397,1.026
157.427,1.026
157.457,1.029
157.487,1.029
157.517,1.021
157.547,1.040
157.577,1.032
157.607,1.018
157.637,1.023
157.667,1.029
157.697,1.028
157.727,1.022
157.757,1.028
157.787,1.031
157.817,1.024
157.847,1.024
157.877,1.029
157.907,1.026
157.937,1.026
157.967,1.029
157.997,1.024
158.027,1.027
158.057,1.025
158.087,1.021
158.117,1.037
158.147,1.030
158.177,1.021
158.207,1.021
158.237,1.030
158.267,1.027
158.297,1.023
158.327,1.023
158.357,1.037
158.387,1.025
158.417,1.025
158.447,1.031
158.477,1.039
158.507,1.026
158.537,1.029
158.567,1.025
158.597,1.027
158.627,1.026
158.657,1.021
158.687,1.034
158.717,1.033
158.747,1.019
158.777,1.023
158.807,1.028
158.837,1.031
158.867,1.031
158.897,1.022
158.927,1.032
158.957,1.029
158.987,1.027
159.017,1.027
159.047,1.029
159.077,1.031
159.107,1.030
159.137,1.028
159.167,1.026
159.197,1.028
159.227,1.027
159.257,1.025
159.287,1.035
159.317,1.025
159.347,1.021
159.377,1.018
159.407,1.034
159.437,1.034
159.467,1.020
159.497,1.025
159.527,1.030
159.557,1.027
159.587,1.026
159.617,1.025
159.647,1.027
159.677,1.030
159.707,1.028
159.737,1.025
159.767,1.023
159.797,1.028
159.827,1.022
159.857,1.037
159.887,1.031
159.917,1.022
159.947,1.023
159.977,1.024
160.007,1.028
160.037,1.033
160.067,1.022
160.097,1.032
160.127,1.030
160.157,1.025
160.187,1.026
160.217,1.028
160.247,1.027
160.277,1.030
160.307,1.030
160.337,1.025
160.367,1.025
160.397,1.028
160.427,1.031
160.457,1.020
160.487,1.040
160.517,1.032
160.547,1.021
160.577,1.018
160.607,1.026
160.637,1.033
160.667,1.026
160.697,1.025
160.727,1.032
160.757,1.028
160.787,1.030
160.817,1.026
160.847,1.025
160.877,1.028
160.907,1.028
160.937,1.026
160.967,1.027
160.997,1.026
161.027,1.027
161.057,1.029
161.087,1.021
161.117,1.034
161.147,1.037
161.177,1.021
161.207,1.019
161.237,1.024
161.267,1.031
161.297,1.030
161.327,1.021
161.357,1.030
161.387,1.032
161.417,1.024
161.447,1.023
161.477,1.027
161.507,1.028
161.537,1.026
161.567,1.025
161.597,1.027
161.627,1.029
161.657,1.029
161.687,1.022
161.717,1.038
161.747,1.039
161.777,1.021
161.807,1.021
161.837,1.027
161.867,1.034
161.897,1.032
161.927,1.021
161.957,1.034
161.987,1.031
162.017,1.025
162.047,1.022
162.077,1.028
162.107,1.033
162.137,1.031
162.167,1.027
162.197,1.028
162.227,1.027
162.257,1.026
162.287,1.021
162.317,1.034
162.347,1.034
162.377,1.022
162.407,1.021
162.437,1.024
162.467,1.030
162.497,1.036
162.527,1.024
162.557,1.028
162.587,1.030
162.617,1.026
162.647,1.027
162.677,1.026
162.707,1.030
162.737,1.026
162.767,1.025
162.797,1.025
162.827,1.026
162.857,1.026
162.887,1.018
162.917,1.031
162.947,1.035
162.977,1.027
163.007,1.020
163.037,1.025
163.067,1.029
163.097,1.035
163.127,1.022
163.157,1.030
163.187,1.030
163.217,1.026
163.247,1.026
163.277,1.027
163.307,1.031
163.337,1.034
163.367,1.027
163.397,1.023
163.427,1.028
163.457,1.026
163.487,1.026
163.517,1.035
163.547,1.031
163.577,1.022
163.607,1.018
163.637,1.026
163.667,1.030
163.697,1.031
163.727,1.023
163.757,1.032
163.787,1.028
163.817,1.024
163.847,1.026
163.877,1.026
163.907,1.029
163.937,1.031
163.967,1.030
163.997,1.027
164.027,1.025
164.057,1.024
164.087,1.021
164.117,1.036
164.147,1.028
164.177,1.020
164.207,1.022
164.237,1.030
164.267,1.029
164.297,1.031
164.327,1.022
164.357,1.036
164.387,1.031
164.417,1.024
164.447,1.027
164.477,1.028
164.507,1.030
164.537,1.033
164.567,1.028
164.597,1.025
164.627,1.028
164.657,1.021
164.687,1.034
164.717,1.031
164.747,1.022
164.777,1.023
164.807,1.025
164.837,1.028
164.867,1.034
164.897,1.019
164.927,1.029
164.957,1.031
164.987,1.027
165.017,1.030
165.047,1.026
165.077,1.029
165.107,1.031
165.137,1.028
165.167,1.031
165.197,1.027
165.227,1.028
165.257,1.026
165.287,1.029
165.317,1.038
165.347,1.032
165.377,1.021
165.407,1.024
165.437,1.028
165.467,1.028
165.497,1.026
165.527,1.025
165.557,1.032
165.587,1.027
165.617,1.024
165.647,1.022
165.677,1.033
165.707,1.033
165.737,1.025
165.767,1.021
165.797,1.026
165.827,1.032
165.857,1.032
165.887,1.021
165.917,1.036
165.947,1.032
165.977,1.027
166.007,1.021
166.037,1.021
166.067,1.035
166.097,1.037
166.127,1.030
166.157,1.033
166.187,1.027
166.217,1.022
166.247,1.023
166.277,1.028
166.307,1.036
166.337,1.023
166.367,1.018
166.397,1.030
166.427,1.026
166.457,1.030
166.487,1.030
166.517,1.034
166.547,1.044
166.577,1.013
166.607,1.000
166.637,1.050
166.667,1.072
166.697,1.033
166.727,1.013
166.757,1.024
166.787,1.025
166.817,1.020
166.847,1.034
166.877,1.034
166.907,1.013
166.937,1.008
166.967,1.027
166.997,1.046
167.027,1.038
167.057,1.022
167.087,1.023
167.117,1.035
167.147,1.037
167.177,1.019
167.207,1.022
167.237,1.021
167.267,1.036
167.297,1.037
167.327,1.023
167.357,1.034
167.387,1.031
167.417,1.020
167.447,1.029
167.477,1.036
167.507,1.035
167.537,1.028
167.567,1.021
167.597,1.030
167.627,1.033
167.657,1.021
167.687,1.043
167.717,1.029
167.747,1.021
167.777,1.026
167.807,1.028
167.837,1.026
167.867,1.035
167.897,1.029
167.927,1.040
167.957,1.029
167.987,1.021
168.017,1.028
168.047,1.036
168.077,1.029
168.107,1.031
168.137,1.031
168.167,1.027
168.197,1.020
168.227,1.038
168.257,1.037
168.287,1.026
168.317,1.029
168.347,1.027
168.377,1.027
168.407,1.030
168.437,1.022
168.467,1.033
168.497,1.033
168.527,1.029
168.557,1.028
168.587,1.028
168.617,1.033
168.647,1.026
168.677,1.029
168.707,1.030
168.737,1.025
168.767,1.037
168.797,1.033
168.827,1.021
168.857,1.022
168.887,1.031
168.917,1.035
168.947,1.035
168.977,1.027
169.007,1.033
169.037,1.033
169.067,1.029
169.097,1.026
169.127,1.028
169.157,1.032
169.187,1.031
169.217,1.029
169.247,1.029
169.277,1.023
169.307,1.040
169.337,1.035
169.367,1.024
169.397,1.028
169.427,1.025
169.457,1.032
169.487,1.032
169.517,1.025
169.547,1.033
169.577,1.034
169.607,1.029
169.637,1.025
169.667,1.027
169.697,1.033
169.727,1.028
169.757,1.026
169.787,1.028
169.817,1.033
169.847,1.027
169.877,1.042
169.907,1.029
169.937,1.026
169.967,1.022
169.997,1.028
170.027,1.027
170.057,1.034
170.087,1.026
170.117,1.034
170.147,1.030
170.177,1.023
170.207,1.028
170.237,1.035
170.267,1.033
170.297,1.030
170.327,1.024
170.357,1.030
170.387,1.033
170.417,1.027
170.447,1.046
170.477,1.038
170.507,1.020
170.537,1.024
170.567,1.034
170.597,1.037
170.627,1.028
170.657,1.024
170.687,1.032
170.717,1.028
170.747,1.023
170.777,1.033
170.807,1.029
170.837,1.026
170.867,1.028
170.897,1.022
170.927,1.029
170.957,1.023
170.987,1.021
171.017,1.037
171.047,1.025
171.077,1.016
171.107,1.025
171.137,1.031
171.167,1.029
171.197,1.022
171.227,1.023
171.257,1.036
171.287,1.042
171.317,1.028
171.347,1.019
171.377,1.029
171.407,1.023
171.437,1.025
171.467,1.021
171.497,1.032
171.527,1.039
171.557,1.026
171.587,0.999
171.617,1.005
171.647,1.034
171.677,1.048
171.707,1.042
171.737,1.041
171.767,1.018
171.797,1.020
171.827,1.035
171.857,1.019
171.887,1.022
171.917,1.034
171.947,1.030
171.977,1.029
172.007,1.000
172.037,1.015
172.067,1.021
172.097,1.030
172.127,1.031
172.157,1.052
172.187,1.029
172.217,0.996
172.247,1.005
172.277,1.039
172.307,1.043
172.337,1.026
172.367,1.027
172.397,1.033
172.427,1.032
172.457,1.028
172.487,1.010
172.517,1.031
172.547,1.040
172.577,1.016
172.607,1.004
172.637,1.003
172.667,1.026
172.697,1.053
172.727,1.052
172.757,1.031
172.787,1.014
172.817,1.019
172.847,1.022
172.877,1.029
172.907,1.029
172.937,1.038
172.967,1.033
172.997,1.023
173.027,1.028
173.057,1.030
173.087,1.030
173.117,1.030
173.147,1.025
173.177,1.018
173.207,1.015
173.237,1.027
173.267,1.039
173.297,1.028
173.327,1.022
173.357,1.019
173.387,1.028
173.417,1.036
173.447,1.024
173.477,1.021
173.507,1.037
173.537,1.035
173.567,1.033
173.597,1.030
173.627,1.025
173.657,1.023
173.687,1.026
173.717,1.031
173.747,1.028
173.777,1.034
173.807,1.030
173.837,1.025
173.867,1.025
173.897,1.027
173.927,1.024
173.957,1.034
173.987,1.029
174.017,1.035
174.047,1.028
174.077,1.023
174.107,1.027
174.137,1.031
174.167,1.027
174.197,1.027
174.227,1.025
174.257,1.026
174.287,1.021
174.317,1.034
174.347,1.037
174.377,1.024
174.407,1.024
174.437,1.019
174.467,1.028
174.497,1.033
174.527,1.027
174.557,1.037
174.587,1.035
174.617,1.025
174.647,1.022
174.677,1.023
174.707,1.029
174.737,1.028
174.767,1.029
174.797,1.024
174.827,1.019
174.857,1.037
174.887,1.035
174.917,1.027
174.947,1.018
174.977,1.025
175.007,1.033
175.037,1.036
175.067,1.028
175.097,1.032
175.127,1.029
175.157,1.026
175.187,1.027
175.217,1.031
175.247,1.036
175.277,1.028
175.307,1.019
175.337,1.030
175.367,1.024
175.397,1.036
175.427,1.042
175.457,1.024
175.487,1.017
175.517,1.023
175.547,1.030
175.577,1.035
175.607,1.027
175.637,1.036
175.667,1.029
175.697,1.025
175.727,1.027
175.757,1.026
175.787,1.033
175.817,1.030
175.847,1.026
175.877,1.029
175.907,1.027
175.937,1.024
175.967,1.039
175.997,1.023
176.027,1.021
176.057,1.027
176.087,1.032
176.117,1.030
176.147,1.024
176.177,1.023
176.207,1.032
176.237,1.030
176.267,1.027
176.297,1.028
176.327,1.031
176.357,1.033
176.387,1.026
176.417,1.030
176.447,1.027
176.477,1.024
176.507,1.036
176.537,1.032
176.567,1.024
176.597,1.024
176.627,1.026
176.657,1.032
176.687,1.032
176.717,1.024
176.747,1.035
176.777,1.030
176.807,1.032
176.837,1.028
176.867,1.029
176.897,1.030
176.927,1.031
176.957,1.039
176.987,1.030
177.017,1.028
177.047,1.029
177.077,1.045
177.107,1.028
177.137,1.022
177.167,1.024
177.197,1.026
177.227,1.030
177.257,1.026
177.287,1.029
177.317,1.032
177.347,1.021
177.377,1.022
177.407,1.029
177.437,1.035
177.467,1.031
177.497,1.024
177.527,1.027
177.557,1.032
177.587,1.028
177.617,1.036
177.647,1.039
177.677,1.025
177.707,1.021
177.737,1.025
177.767,1.032
177.797,1.035
177.827,1.027
177.857,1.032
177.887,1.030
177.917,1.028
177.947,1.030
177.977,1.031
178.007,1.031
178.037,1.026
178.067,1.025
178.097,1.031
178.127,1.031
178.157,1.035
178.187,1.043
178.217,1.024
178.247,1.023
178.277,1.025
178.307,1.029
178.337,1.028
178.367,1.023
178.397,1.034
178.427,1.032
178.457,1.029
178.487,1.029
178.517,1.037
178.547,1.032
178.577,1.025
178.607,1.031
178.637,1.028
178.667,1.032
178.697,1.034
178.727,1.036
178.757,1.023
178.787,1.021
178.817,1.027
178.847,1.033
178.877,1.035
178.907,1.026
178.937,1.030
178.967,1.033
178.997,1.031
179.027,1.025
179.057,1.029
179.087,1.029
179.117,1.025
179.147,1.029
179.177,1.029
179.207,1.024
179.237,1.034
179.267,1.036
179.297,1.027
179.327,1.025
179.357,1.028
179.387,1.033
179.417,1.037
179.447,1.026
179.477,1.034
179.507,1.033
179.537,1.026
179.567,1.027
179.597,1.030
179.627,1.031
179.657,1.033
179.687,1.031
179.717,1.022
179.747,1.020
179.777,1.042
179.807,1.045
179.837,1.029
179.867,1.024
179.897,1.021
179.927,1.029
179.957,1.038
179.987,1.036
180.017,1.050
180.047,1.048
180.077,1.055
180.107,1.049
180.137,1.043
180.167,1.051
180.197,1.050
180.227,1.051
180.257,1.047
180.287,1.050
180.317,1.049
180.347,1.048
180.377,1.047
180.407,1.046
180.437,1.067
180.467,1.027
180.497,0.991
180.527,0.986
180.557,0.999
180.587,1.031
180.617,1.040
180.647,1.026
180.677,1.025
180.707,1.034
180.737,1.015
180.767,1.002
180.797,1.023
180.827,1.021
180.857,1.007
180.887,1.013
180.917,1.033
180.947,1.001
180.977,0.991
181.007,0.999
181.037,0.996
181.067,0.984
181.097,0.999
181.127,1.021
181.157,0.992
181.187,0.984
181.217,1.003
181.247,1.026
181.277,1.036
181.307,1.038
181.337,1.040
181.367,1.022
181.397,1.004
181.427,1.016
181.457,1.022
181.487,1.015
181.517,1.025
181.547,1.034
181.577,1.028
181.607,1.019
181.637,1.034
181.667,1.049
181.697,1.029
181.727,1.022
181.757,1.032
181.787,1.034
181.817,1.023
181.847,1.016
181.877,1.030
181.907,1.028
181.937,1.036
181.967,1.044
181.997,1.044
182.027,1.026
182.057,1.013
182.087,1.012
182.117,0.998
182.147,0.966
182.177,1.002
182.207,1.051
182.237,1.078
182.267,1.068
182.297,1.057
182.327,1.044
182.357,1.033
182.387,1.030
182.417,1.021
182.447,1.012
182.477,1.021
182.507,1.040
182.537,1.038
182.567,1.027
182.597,1.023
182.627,1.021
182.657,1.033
182.687,1.022
182.717,1.028
182.747,1.029
182.777,1.021
182.807,1.027
182.837,1.029
182.867,1.021
182.897,1.020
182.927,1.033
182.957,1.030
182.987,1.022
183.017,1.035
183.047,1.023
183.077,1.043
183.107,1.028
183.137,1.021
183.167,1.017
183.197,1.029
183.227,1.023
183.257,1.038
183.287,1.020
183.317,1.018
183.347,1.026
183.377,1.034
183.407,1.030
183.437,1.035
183.467,1.021
183.497,1.021
183.527,1.018
183.557,1.042
183.587,1.032
183.617,1.016
183.647,1.018
183.677,1.025
183.707,1.023
183.737,1.021
183.767,1.024
183.797,1.033
183.827,1.028
183.857,1.032
183.887,1.035
183.917,1.028
183.947,1.030
183.977,1.024
184.007,1.025
184.037,1.019
184.067,1.040
184.097,1.040
184.127,1.027
184.157,1.025
184.187,1.029
184.217,1.024
184.247,1.031
184.277,1.029
184.307,1.034
184.337,1.031
184.367,1.027
184.397,1.030
184.427,1.027
184.457,1.027
184.487,1.025
184.517,1.027
184.547,1.023
184.577,1.032
184.607,1.050
184.637,1.027
184.667,1.026
184.697,1.025
184.727,1.029
184.757,1.031
184.787,1.022
184.817,1.030
184.847,1.034
184.877,1.027
184.907,1.027
184.937,1.026
184.967,1.029
184.997,1.030
185.027,1.030
185.057,1.026
185.087,1.030
185.117,1.046
185.147,1.033
185.177,1.027
185.207,1.026
185.237,1.027
185.267,1.028
185.297,1.020
185.327,1.025
185.357,1.033
185.387,1.027
185.417,1.024
185.447,1.029
185.477,1.032
185.507,1.026
185.537,1.024
185.567,1.030
185.597,1.022
185.627,1.038
185.657,1.032
185.687,1.031
185.717,1.027
185.747,1.022
185.777,1.023
185.807,1.027
185.837,1.038
185.867,1.039
185.897,1.032
185.927,1.026
185.957,1.021
185.987,1.024
186.017,1.026
186.047,1.027
186.077,1.024
186.107,1.024
186.137,1.039
186.167,1.040
186.197,1.027
186.227,1.021
186.257,1.025
186.287,1.032
186.317,1.025
186.347,1.024
186.377,1.038
186.407,1.028
186.437,1.024
186.467,1.026
186.497,1.028
