df_hash,22ZHK4.XSPGQY
54.643,0.973
54.673,0.970
54.703,0.977
54.733,0.974
54.763,0.974
54.793,0.977
54.823,0.976
54.853,0.974
54.883,0.973
54.913,0.971
54.943,0.973
54.973,0.976
55.003,0.977
55.033,0.971
55.063,0.980
55.093,0.976
55.123,0.973
55.153,0.974
55.183,0.975
55.213,0.974
55.243,0.979
55.273,0.969
55.303,0.979
55.333,0.976
55.363,0.971
55.393,0.974
55.423,0.976
55.453,0.974
55.483,0.972
55.513,0.976
55.543,0.976
55.573,0.976
55.603,0.976
55.633,0.979
55.663,0.974
55.693,0.970
55.723,0.977
55.753,0.976
55.783,0.971
55.813,0.978
55.843,0.975
55.873,0.973
55.903,0.977
55.933,0.972
55.963,0.972
55.993,0.975
56.023,0.977
56.053,0.975
56.083,0.972
56.113,0.976
56.143,0.974
56.173,0.975
56.203,0.976
56.233,0.979
56.263,0.977
56.293,0.973
56.323,0.972
56.353,0.971
56.383,0.972
56.413,0.979
56.443,0.974
56.473,0.973
56.503,0.975
56.533,0.972
56.563,0.973
56.593,0.978
56.623,0.971
56.653,0.976
56.683,0.975
56.713,0.973
56.743,0.974
56.773,0.974
56.803,0.977
56.833,0.975
56.863,0.974
56.893,0.975
56.923,0.973
56.953,0.976
56.983,0.978
57.013,0.973
57.043,0.972
57.073,0.973
57.103,0.978
57.133,0.972
57.163,0.974
57.193,0.975
57.223,0.971
57.253,0.975
57.283,0.974
57.313,0.975
57.343,0.980
57.373,0.973
57.403,0.970
57.433,0.975
57.463,0.975
57.493,0.975
57.523,0.972
57.553,0.973
57.583,0.976
57.613,0.976
57.643,0.972
57.673,0.975
57.703,0.972
57.733,0.971
57.763,0.976
57.793,0.974
57.823,0.970
57.853,0.974
57.883,0.977
57.913,0.971
57.943,0.974
57.973,0.975
58.003,0.974
58.033,0.973
58.063,0.971
58.093,0.975
58.123,0.976
58.153,0.974
58.183,0.975
58.213,0.974
58.243,0.972
58.273,0.972
58.303,0.975
58.333,0.972
58.363,0.974
58.393,0.976
58.423,0.975
58.453,0.978
58.483,0.977
58.513,0.974
58.543,0.977
58.573,0.969
58.603,0.978
58.633,0.975
58.663,0.972
58.693,0.976
58.723,0.980
58.753,0.971
58.783,0.975
58.813,0.979
58.843,0.973
58.873,0.973
58.903,0.976
58.933,0.976
58.963,0.976
58.993,0.970
59.023,0.968
59.053,0.977
59.083,0.974
59.113,0.974
59.143,0.973
59.173,0.972
59.203,0.979
59.233,0.971
59.263,0.971
59.293,0.974
59.323,0.974
59.353,0.975
59.383,0.975
59.413,0.973
59.443,0.973
59.473,0.974
59.503,0.974
59.533,0.981
59.563,0.975
59.593,0.972
59.623,0.978
59.653,0.972
59.683,0.971
59.713,0.977
59.743,0.972
59.773,0.977
59.803,0.979
59.833,0.973
59.863,0.973
59.893,0.974
59.923,0.974
59.953,0.973
59.983,0.975
60.013,0.974
60.043,0.974
60.073,0.970
60.103,0.973
60.133,0.978
60.163,0.969
60.193,0.971
60.223,0.974
60.253,0.971
60.283,0.977
60.313,0.969
60.343,0.977
60.373,0.979
60.403,0.973
60.433,0.968
60.463,0.974
60.493,0.976
60.523,0.971
60.553,0.974
60.583,0.974
60.613,0.973
60.643,0.971
60.673,0.973
60.703,0.971
60.733,0.977
60.763,0.974
60.793,0.970
60.823,0.975
60.853,0.974
60.883,0.971
60.913,0.978
60.943,0.971
60.973,0.977
61.003,0.975
61.033,0.969
61.063,0.971
61.093,0.973
61.123,0.975
61.153,0.974
61.183,0.974
61.213,0.971
61.243,0.975
61.273,0.974
61.303,0.976
61.333,0.974
61.363,0.973
61.393,0.973
61.423,0.969
61.453,0.978
61.483,0.974
61.513,0.976
61.543,0.973
61.573,0.974
61.603,0.971
61.633,0.976
61.663,0.972
61.693,0.979
61.723,0.974
61.753,0.970
61.783,0.974
61.813,0.972
61.843,0.976
61.873,0.977
61.903,0.975
61.933,0.971
61.963,0.972
61.993,0.972
62.023,0.973
62.053,0.974
62.083,0.973
62.113,0.970
62.143,0.973
62.173,0.973
62.203,0.966
62.233,0.976
62.263,0.975
62.293,0.970
62.323,0.974
62.353,0.974
62.383,0.971
62.413,0.978
62.443,0.971
62.473,0.977
62.503,0.975
62.533,0.968
62.563,0.974
62.593,0.972
62.623,0.973
62.653,0.973
62.683,0.972
62.713,0.970
62.743,0.975
62.773,0.975
62.803,0.973
62.833,0.972
62.863,0.971
62.893,0.979
62.923,0.973
62.953,0.974
62.983,0.977
63.013,0.973
63.043,0.970
63.073,0.977
63.103,0.971
63.133,0.981
63.163,0.967
63.193,0.974
63.223,0.975
63.253,0.971
63.283,0.973
63.313,0.973
63.343,0.975
63.373,0.972
63.403,0.975
63.433,0.975
63.463,0.969
63.493,0.975
63.523,0.977
63.553,0.974
63.583,0.971
63.613,0.975
63.643,0.970
63.673,0.977
63.703,0.972
63.733,0.969
63.763,0.977
63.793,0.976
63.823,0.973
63.853,0.974
63.883,0.971
63.913,0.978
63.943,0.977
63.973,0.971
64.003,0.971
64.033,0.973
64.063,0.973
64.093,0.972
64.123,0.974
64.153,0.970
64.183,0.973
64.213,0.973
64.243,0.975
64.273,0.976
64.303,0.974
64.333,0.968
64.363,0.974
64.393,0.978
64.423,0.972
64.453,0.974
64.483,0.976
64.513,0.974
64.543,0.974
64.573,0.973
64.603,0.971
64.633,0.976
64.663,0.975
64.693,0.970
64.723,0.974
64.753,0.977
64.783,0.972
64.813,0.974
64.843,0.976
64.873,0.974
64.903,0.973
64.933,0.973
64.963,0.977
64.993,0.972
65.023,0.976
65.053,0.973
65.083,0.967
65.113,0.976
65.143,0.976
65.173,0.967
65.203,0.971
65.233,0.975
65.263,0.974
65.293,0.971
65.323,0.974
65.353,0.970
65.383,0.977
65.413,0.973
65.443,0.972
65.473,0.971
65.503,0.973
65.533,0.976
65.563,0.971
65.593,0.976
65.623,0.970
65.653,0.972
65.683,0.976
65.713,0.973
65.743,0.976
65.773,0.973
65.803,0.975
65.833,0.973
65.863,0.975
65.893,0.969
65.923,0.976
65.953,0.972
65.983,0.972
66.013,0.977
66.043,0.972
66.073,0.968
66.103,0.977
66.133,0.971
66.163,0.968
66.193,0.976
66.223,0.973
66.253,0.973
66.283,0.973
66.313,0.977
66.343,0.972
66.373,0.973
66.403,0.976
66.433,0.974
66.463,0.973
66.493,0.974
66.523,0.975
66.553,0.972
66.583,0.970
66.613,0.974
66.643,0.972
66.673,0.973
66.703,0.972
66.733,0.979
66.763,0.974
66.793,0.972
66.823,0.975
66.853,0.973
66.883,0.970
66.913,0.974
66.943,0.972
66.973,0.976
67.003,0.979
67.033,0.972
67.063,0.972
67.093,0.973
67.123,0.973
67.153,0.975
67.183,0.975
67.213,0.970
67.243,0.974
67.273,0.973
67.303,0.973
67.333,0.974
67.363,0.971
67.393,0.973
67.423,0.972
67.453,0.977
67.483,0.972
67.513,0.977
67.543,0.975
67.573,0.973
67.603,0.974
67.633,0.974
67.663,0.967
67.693,0.975
67.723,0.971
67.753,0.971
67.783,0.974
67.813,0.971
67.843,0.971
67.873,0.973
67.903,0.973
67.933,0.973
67.963,0.977
67.993,0.976
68.023,0.974
68.053,0.974
68.083,0.973
68.113,0.974
68.143,0.970
68.173,0.974
68.203,0.974
68.233,0.972
68.263,0.975
68.293,0.973
68.323,0.972
68.353,0.977
68.383,0.974
68.413,0.973
68.443,0.973
68.473,0.973
68.503,0.974
68.533,0.972
68.563,0.973
68.593,0.974
68.623,0.974
68.653,0.973
68.683,0.975
68.713,0.975
68.743,0.972
68.773,0.969
68.803,0.978
68.833,0.974
68.863,0.965
68.893,0.976
68.923,0.973
68.953,0.974
68.983,0.977
69.013,0.972
69.043,0.973
69.073,0.972
69.103,0.977
69.133,0.977
69.163,0.974
69.193,0.974
69.223,0.976
69.253,0.974
69.283,0.973
69.313,0.978
69.343,0.977
69.373,0.974
69.403,0.969
69.433,0.977
69.463,0.974
69.493,0.971
69.523,0.965
69.553,0.976
69.583,0.975
69.613,0.969
69.643,0.977
69.673,0.977
69.703,0.975
69.733,0.976
69.763,0.977
69.793,0.972
69.823,0.972
69.853,0.975
69.883,0.967
69.913,0.958
69.943,0.971
69.973,0.977
70.003,0.982
70.033,0.972
70.063,0.973
70.093,0.969
70.123,0.976
70.153,0.992
70.183,1.004
70.213,0.973
70.243,0.976
70.273,0.981
70.303,0.982
70.333,0.965
70.363,0.965
70.393,0.962
70.423,0.942
70.453,0.944
70.483,0.987
70.513,0.983
70.543,0.959
70.573,0.977
70.603,0.977
70.633,0.983
70.663,0.976
70.693,0.971
70.723,0.973
70.753,0.970
70.783,0.969
70.813,0.966
70.843,0.978
70.873,0.976
70.903,0.979
70.933,0.991
70.963,0.987
70.993,0.980
71.023,0.982
71.053,0.983
71.083,0.975
71.113,0.974
71.143,0.983
71.173,0.989
71.203,0.996
71.233,0.988
71.263,0.957
71.293,0.950
71.323,0.985
71.353,0.980
71.383,0.983
71.413,1.008
71.443,1.019
71.473,0.995
71.503,0.991
71.533,1.006
71.563,1.009
71.593,0.986
71.623,0.965
71.653,0.965
71.683,0.973
71.713,0.981
71.743,0.991
71.773,0.995
71.803,1.001
71.833,1.000
71.863,0.965
71.893,0.972
71.923,0.991
71.953,0.991
71.983,0.986
72.013,0.995
72.043,0.994
72.073,0.983
72.103,0.979
72.133,0.988
72.163,0.973
72.193,0.970
72.223,0.981
72.253,1.004
72.283,1.002
72.313,0.976
72.343,0.970
72.373,0.966
72.403,0.967
72.433,0.978
72.463,0.981
72.493,0.984
72.523,0.973
72.553,0.970
72.583,0.976
72.613,0.993
72.643,0.993
72.673,0.991
72.703,1.002
72.733,0.992
72.763,0.984
72.793,0.986
72.823,0.993
72.853,0.983
72.883,0.997
72.913,0.981
72.943,0.981
72.973,1.001
73.003,0.995
73.033,0.987
73.063,0.984
73.093,0.968
73.123,0.958
73.153,0.967
73.183,0.973
73.213,0.979
73.243,0.965
73.273,0.980
73.303,0.969
73.333,0.978
73.363,1.020
73.393,0.991
73.423,0.983
73.453,0.962
73.483,0.958
73.513,0.979
73.543,1.012
73.573,1.010
73.603,1.000
73.633,0.998
73.663,0.992
73.693,0.994
73.723,0.985
73.753,0.989
73.783,0.994
73.813,0.994
73.843,0.988
73.873,0.991
73.903,0.994
73.933,1.003
73.963,0.995
73.993,0.998
74.023,1.001
74.053,1.005
74.083,1.002
74.113,0.996
74.143,0.991
74.173,0.991
74.203,0.995
74.233,0.999
74.263,0.990
74.293,0.993
74.323,0.990
74.353,0.988
74.383,0.987
74.413,0.994
74.443,0.994
74.473,0.994
74.503,0.990
74.533,0.998
74.563,1.000
74.593,1.013
74.623,1.026
74.653,1.021
74.683,1.003
74.713,0.945
74.743,1.001
74.773,0.964
74.803,0.944
74.833,0.966
74.863,0.988
74.893,0.967
74.923,0.958
74.953,0.968
74.983,0.989
75.013,1.024
75.043,1.000
75.073,0.969
75.103,0.968
75.133,0.942
75.163,0.945
75.193,0.973
75.223,0.971
75.253,0.974
75.283,0.968
75.313,0.967
75.343,0.972
75.373,0.974
75.403,0.962
75.433,0.964
75.463,0.965
75.493,0.973
75.523,0.974
75.553,0.966
75.583,0.971
75.613,0.979
75.643,0.976
75.673,0.970
75.703,0.986
75.733,0.990
75.763,0.984
75.793,0.981
75.823,0.980
75.853,0.976
75.883,0.974
75.913,0.968
75.943,0.968
75.973,0.968
76.003,0.962
76.033,0.958
76.063,0.960
76.093,0.959
76.123,0.973
76.153,0.977
76.183,0.979
76.213,0.975
76.243,0.977
76.273,0.975
76.303,0.972
76.333,0.969
76.363,0.969
76.393,0.974
76.423,0.971
76.453,0.962
76.483,0.968
76.513,0.975
76.543,0.971
76.573,0.973
76.603,0.969
76.633,0.974
76.663,0.977
76.693,0.974
76.723,0.974
76.753,0.972
76.783,0.973
76.813,0.973
76.843,0.971
76.873,0.976
76.903,0.973
76.933,0.974
76.963,0.976
76.993,0.972
77.023,0.971
77.053,0.973
77.083,0.973
77.113,0.975
77.143,0.974
77.173,0.979
77.203,0.974
77.233,0.974
77.263,0.977
77.293,0.974
77.323,0.975
77.353,0.974
77.383,0.974
77.413,0.971
77.443,0.975
77.473,0.970
77.503,0.972
77.533,0.974
77.563,0.973
77.593,0.972
77.623,0.976
77.653,0.971
77.683,0.975
77.713,0.974
77.743,0.978
77.773,0.981
77.803,0.972
77.833,0.967
77.863,0.972
77.893,0.972
77.923,0.983
77.953,0.976
77.983,0.991
78.013,0.993
78.043,0.979
78.073,0.968
78.103,0.965
78.133,0.966
78.163,0.971
78.193,0.973
78.223,0.977
78.253,0.970
78.283,0.977
78.313,0.980
78.343,0.974
78.373,0.982
78.403,0.973
78.433,0.978
78.463,0.977
78.493,0.973
78.523,0.972
78.553,0.969
78.583,0.971
78.613,0.976
78.643,0.973
78.673,0.974
78.703,0.979
78.733,0.979
78.763,0.976
78.793,0.972
78.823,0.977
78.853,0.976
78.883,0.973
78.913,0.974
78.943,0.980
78.973,0.972
79.003,0.976
79.033,0.976
79.063,0.974
79.093,0.972
79.123,0.973
79.153,0.972
79.183,0.979
79.213,0.976
79.243,0.977
79.273,0.976
79.303,0.974
79.333,0.974
79.363,0.975
79.393,0.981
79.423,0.978
79.453,0.975
79.483,0.974
79.513,0.977
79.543,0.973
79.573,0.975
79.603,0.977
79.633,0.973
79.663,0.974
79.693,0.975
79.723,0.974
79.753,0.980
79.783,0.978
79.813,0.975
79.843,0.981
79.873,0.979
79.903,0.977
79.933,0.978
79.963,0.975
79.993,0.975
80.023,0.975
80.053,0.980
80.083,0.974
80.113,0.974
80.143,0.975
80.173,0.974
80.203,0.974
80.233,0.975
80.263,0.975
80.293,0.979
80.323,0.978
80.353,0.971
80.383,0.976
80.413,0.975
80.443,0.978
80.473,0.974
80.503,0.974
80.533,0.974
80.563,0.978
80.593,0.976
80.623,0.971
80.653,0.975
80.683,0.979
80.713,0.978
80.743,0.975
80.773,0.976
80.803,0.971
80.833,0.976
80.863,0.975
80.893,0.980
80.923,0.979
80.953,0.974
80.983,0.974
81.013,0.974
81.043,0.973
81.073,0.972
81.103,0.975
81.133,0.978
81.163,0.974
81.193,0.977
81.223,0.974
81.253,0.978
81.283,0.977
81.313,0.975
81.343,0.976
81.373,0.978
81.403,0.968
81.433,0.978
81.463,0.966
81.493,0.978
81.523,0.979
81.553,0.975
81.583,0.971
81.613,0.974
81.643,0.975
81.673,0.971
81.703,0.977
81.733,0.976
81.763,0.978
81.793,0.975
81.823,0.974
81.853,0.978
81.883,0.977
81.913,0.978
81.943,0.974
81.973,0.977
82.003,0.978
82.033,0.980
82.063,0.972
82.093,0.977
82.123,0.979
82.153,0.973
82.183,0.972
82.213,0.981
82.243,0.974
82.273,0.974
82.303,0.982
82.333,0.989
82.363,0.999
82.393,0.998
82.423,0.985
82.453,0.991
82.483,0.973
82.513,0.968
82.543,0.966
82.573,0.961
82.603,0.951
82.633,0.977
82.663,0.968
82.693,0.973
82.723,0.982
82.753,0.962
82.783,0.971
82.813,0.973
82.843,0.981
82.873,0.970
82.903,0.969
82.933,0.971
82.963,0.965
82.993,0.971
83.023,0.975
83.053,0.967
83.083,0.966
83.113,0.982
83.143,0.988
83.173,0.984
83.203,0.978
83.233,0.972
83.263,0.967
83.293,0.973
83.323,0.975
83.353,0.979
83.383,0.982
83.413,0.979
83.443,0.984
83.473,0.977
83.503,0.977
83.533,0.973
83.563,0.968
83.593,0.972
83.623,0.983
83.653,0.980
83.683,0.981
83.713,0.970
83.743,0.973
83.773,0.977
83.803,0.976
83.833,0.973
83.863,0.979
83.893,0.975
83.923,0.974
83.953,0.977
83.983,0.980
84.013,0.976
84.043,0.977
84.073,0.973
84.103,0.975
84.133,0.972
84.163,0.967
84.193,0.982
84.223,0.978
84.253,0.971
84.283,0.972
84.313,0.972
84.343,0.966
84.373,0.973
84.403,0.973
84.433,0.968
84.463,0.973
84.493,0.968
84.523,0.968
84.553,0.962
84.583,0.952
84.613,0.974
84.643,0.976
84.673,0.951
84.703,0.973
84.733,0.986
84.763,0.957
84.793,0.993
84.823,1.000
84.853,0.988
84.883,0.972
84.913,0.982
84.943,1.000
84.973,0.964
85.003,0.993
85.033,1.004
85.063,0.985
85.093,0.978
85.123,0.977
85.153,0.970
85.183,0.967
85.213,0.961
85.243,0.957
85.273,0.963
85.303,0.959
85.333,0.959
85.363,0.971
85.393,0.974
85.423,0.970
85.453,0.971
85.483,0.966
85.513,0.969
85.543,0.976
85.573,0.969
85.603,0.968
85.633,0.972
85.663,0.971
85.693,0.976
85.723,0.969
85.753,0.971
85.783,0.985
85.813,0.972
85.843,0.961
85.873,0.968
85.903,0.976
85.933,0.969
85.963,0.967
85.993,0.976
86.023,0.983
86.053,0.974
86.083,0.971
86.113,0.963
86.143,0.965
86.173,0.964
86.203,0.975
86.233,0.979
86.263,0.980
86.293,0.982
86.323,0.979
86.353,0.969
86.383,0.968
86.413,0.962
86.443,0.970
86.473,0.970
86.503,0.974
86.533,0.977
86.563,0.977
86.593,0.978
86.623,0.972
86.653,0.967
86.683,0.970
86.713,0.974
86.743,0.966
86.773,0.969
86.803,0.971
86.833,0.975
86.863,0.971
86.893,0.976
86.923,0.974
86.953,0.971
86.983,0.975
87.013,0.980
87.043,0.971
87.073,0.977
87.103,0.972
87.133,0.975
87.163,0.973
87.193,0.969
87.223,0.974
87.253,0.974
87.283,0.973
87.313,0.975
87.343,0.974
87.373,0.972
87.403,0.972
87.433,0.970
87.463,0.976
87.493,0.970
87.523,0.979
87.553,0.972
87.583,0.967
87.613,0.975
87.643,0.975
87.673,0.970
87.703,0.975
87.733,0.975
87.763,0.979
87.793,0.974
87.823,0.970
87.853,0.975
87.883,0.971
87.913,0.976
87.943,0.974
87.973,0.972
88.003,0.966
88.033,0.968
88.063,0.972
88.093,0.970
88.123,0.979
88.153,0.976
88.183,0.968
88.213,0.975
88.243,0.974
88.273,0.977
88.303,0.969
88.333,0.970
88.363,0.976
88.393,0.968
88.423,0.968
88.453,0.972
88.483,0.974
88.513,0.970
88.543,0.972
88.573,0.974
88.603,0.979
88.633,0.978
88.663,0.972
88.693,0.979
88.723,0.970
88.753,0.974
88.783,0.988
88.813,0.970
88.843,0.957
88.873,0.963
88.903,0.975
88.933,0.969
88.963,0.968
88.993,0.975
89.023,0.977
89.053,0.983
89.083,0.979
89.113,0.977
89.143,0.968
89.173,0.962
89.203,0.962
89.233,0.960
89.263,0.963
89.293,0.965
89.323,0.968
89.353,0.970
89.383,0.975
89.413,0.978
89.443,0.978
89.473,0.979
89.503,0.987
89.533,0.981
89.563,0.972
89.593,0.967
89.623,0.963
89.653,0.962
89.683,0.965
89.713,0.975
89.743,0.983
89.773,0.988
89.803,0.994
89.833,1.003
89.863,0.967
89.893,0.948
89.923,0.943
89.953,0.939
89.983,0.958
90.013,0.953
90.043,0.952
90.073,0.952
90.103,0.957
90.133,0.960
90.163,0.970
90.193,0.979
90.223,0.974
90.253,0.971
90.283,0.971
90.313,0.968
90.343,0.971
90.373,0.968
90.403,0.967
90.433,0.975
90.463,0.976
90.493,0.975
90.523,0.977
90.553,0.978
90.583,0.971
90.613,0.973
90.643,0.962
90.673,0.966
90.703,0.972
90.733,0.974
90.763,0.971
90.793,0.972
90.823,0.974
90.853,0.965
90.883,0.962
90.913,0.969
90.943,0.976
90.973,0.978
91.003,0.972
91.033,0.977
91.063,0.972
91.093,0.976
91.123,0.977
91.153,0.971
91.183,0.974
91.213,0.978
91.243,0.972
91.273,0.969
91.303,0.961
91.333,0.968
91.363,0.969
91.393,0.970
91.423,0.974
91.453,0.974
91.483,0.979
91.513,0.973
91.543,0.972
91.573,0.974
91.603,0.975
91.633,0.972
91.663,0.972
91.693,0.976
91.723,0.971
91.753,0.970
91.783,0.974
91.813,0.968
91.843,0.970
91.873,0.973
91.903,0.970
91.933,0.975
91.963,0.970
91.993,0.974
92.023,0.976
92.053,0.977
92.083,0.972
92.113,0.974
92.143,0.975
92.173,0.972
92.203,0.975
92.233,0.974
92.263,0.975
92.293,0.973
92.323,0.971
92.353,0.974
92.383,0.970
92.413,0.974
92.443,0.980
92.473,0.979
92.503,0.973
92.533,0.972
92.563,0.967
92.593,0.969
92.623,0.971
92.653,0.975
92.683,0.974
92.713,0.969
92.743,0.972
92.773,0.967
92.803,0.974
92.833,0.974
92.863,0.970
92.893,0.971
92.923,0.978
92.953,0.974
92.983,0.974
93.013,0.973
93.043,0.976
93.073,0.972
93.103,0.975
93.133,0.977
93.163,0.974
93.193,0.976
93.223,0.972
93.253,0.972
93.283,0.975
93.313,0.973
93.343,0.970
93.373,0.973
93.403,0.974
93.433,0.971
93.463,0.972
93.493,0.971
93.523,0.975
93.553,0.973
93.583,0.976
93.613,0.968
93.643,0.979
93.673,0.974
93.703,0.973
93.733,0.973
93.763,0.976
93.793,0.970
93.823,0.979
93.853,0.970
93.883,0.977
93.913,0.976
93.943,0.974
93.973,0.973
94.003,0.976
94.033,0.974
94.063,0.976
94.093,0.973
94.123,0.975
94.153,0.974
94.183,0.970
94.213,0.975
94.243,0.974
94.273,0.970
94.303,0.974
94.333,0.976
94.363,0.973
94.393,0.977
94.423,0.971
94.453,0.972
94.483,0.977
94.513,0.971
94.543,0.975
94.573,0.974
94.603,0.977
94.633,0.975
94.663,0.976
94.693,0.972
94.723,0.976
94.753,0.970
94.783,0.974
94.813,0.976
94.843,0.972
94.873,0.974
94.903,0.976
94.933,0.974
94.963,0.974
94.993,0.974
95.023,0.973
95.053,0.980
95.083,0.977
95.113,0.973
95.143,0.975
95.173,0.972
95.203,0.973
95.233,0.975
95.263,0.971
95.293,0.973
95.323,0.972
95.353,0.971
95.383,0.978
95.413,0.980
95.443,0.973
95.473,0.975
95.503,0.976
95.533,0.971
95.563,0.974
95.593,0.971
95.623,0.977
95.653,0.974
95.683,0.971
95.713,0.974
95.743,0.974
95.773,0.972
95.803,0.976
95.833,0.978
95.863,0.970
95.893,0.976
95.923,0.971
95.953,0.974
95.983,0.979
96.013,0.974
96.043,0.972
96.073,0.978
96.103,0.975
96.133,0.974
96.163,0.978
96.193,0.972
96.223,0.980
96.253,0.970
96.283,0.969
96.313,0.977
96.343,0.977
96.373,0.974
96.403,0.978
96.433,0.974
96.463,0.969
96.493,0.974
96.523,0.972
96.553,0.975
96.583,0.976
96.613,0.975
96.643,0.973
96.673,0.975
96.703,0.975
96.733,0.976
96.763,0.970
96.793,0.972
96.823,0.977
96.853,0.972
96.883,0.971
96.913,0.975
96.943,0.977
96.973,0.974
97.003,0.975
97.033,0.977
97.063,0.976
97.093,0.973
97.123,0.968
97.153,0.977
97.183,0.974
97.213,0.973
97.243,0.973
97.273,0.975
97.303,0.971
97.333,0.976
97.363,0.973
97.393,0.980
97.423,0.975
97.453,0.973
97.483,0.974
97.513,0.976
97.543,0.972
97.573,0.974
97.603,0.974
97.633,0.974
97.663,0.974
97.693,0.974
97.723,0.979
97.753,0.976
97.783,0.972
97.813,0.975
97.843,0.977
97.873,0.978
97.903,0.972
97.933,0.976
97.963,0.978
97.993,0.971
98.023,0.971
98.053,0.971
98.083,0.977
98.113,0.973
98.143,0.970
98.173,0.975
98.203,0.974
98.233,0.975
98.263,0.978
98.293,0.976
98.323,0.972
98.353,0.970
98.383,0.977
98.413,0.975
98.443,0.973
98.473,0.972
98.503,0.978
98.533,0.976
98.563,0.970
98.593,0.975
98.623,0.976
98.653,0.978
98.683,0.976
98.713,0.977
98.743,0.973
98.773,0.976
98.803,0.979
98.833,0.975
98.863,0.970
98.893,0.976
98.923,0.979
98.953,0.977
98.983,0.974
99.013,0.975
99.043,0.979
99.073,0.976
99.103,0.974
99.133,0.971
99.163,0.975
99.193,0.978
99.223,0.976
99.253,0.978
99.283,0.974
99.313,0.970
99.343,0.976
99.373,0.975
99.403,0.973
99.433,0.977
99.463,0.979
99.493,0.979
99.523,0.972
99.553,0.976
99.583,0.978
99.613,0.974
99.643,0.972
99.673,0.975
99.703,0.973
99.733,0.976
99.763,0.976
99.793,0.973
99.823,0.975
99.853,0.972
99.883,0.981
99.913,0.973
99.943,0.971
99.973,0.976
100.003,0.977
100.033,0.974
100.063,0.973
100.093,0.974
100.123,0.978
100.153,0.973
100.183,0.972
100.213,0.973
100.243,0.974
100.273,0.979
100.303,0.974
100.333,0.974
100.363,0.974
100.393,0.973
100.423,0.975
100.453,0.979
100.483,0.976
100.513,0.973
100.543,0.975
100.573,0.973
100.603,0.980
100.633,0.968
100.663,0.975
100.693,0.979
100.723,0.975
100.753,0.975
100.783,0.974
100.813,0.976
100.843,0.975
100.873,0.973
100.903,0.974
100.933,0.972
100.963,0.977
100.993,0.973
101.023,0.980
101.053,0.974
101.083,0.974
101.113,0.974
101.143,0.976
101.173,0.976
101.203,0.972
101.233,0.972
101.263,0.978
101.293,0.974
101.323,0.970
101.353,0.974
101.383,0.977
101.413,0.974
101.443,0.978
101.473,0.973
101.503,0.974
101.533,0.976
101.563,0.976
101.593,0.970
101.623,0.978
101.653,0.976
101.683,0.971
101.713,0.974
101.743,0.977
101.773,0.973
101.803,0.975
101.833,0.971
101.863,0.979
101.893,0.974
101.923,0.975
101.953,0.976
101.983,0.977
102.013,0.973
102.043,0.971
102.073,0.975
102.103,0.979
102.133,0.977
102.163,0.975
102.193,0.976
102.223,0.977
102.253,0.978
102.283,0.978
102.313,0.972
102.343,0.976
102.373,0.977
102.403,0.973
102.433,0.980
102.463,0.974
102.493,0.978
102.523,0.974
102.553,0.973
102.583,0.975
102.613,0.979
102.643,0.977
102.673,0.973
102.703,0.976
102.733,0.977
102.763,0.976
102.793,0.978
102.823,0.974
102.853,0.974
102.883,0.970
102.913,0.979
102.943,0.974
102.973,0.971
103.003,0.977
103.033,0.980
103.063,0.978
103.093,0.972
103.123,0.978
103.153,0.981
103.183,0.972
103.213,0.975
103.243,0.974
103.273,0.971
103.303,0.973
103.333,0.976
103.363,0.976
103.393,0.971
103.423,0.979
103.453,0.978
103.483,0.974
103.513,0.978
103.543,0.975
103.573,0.972
103.603,0.979
103.633,0.979
103.663,0.970
103.693,0.976
103.723,0.972
103.753,0.979
103.783,0.975
103.813,0.970
103.843,0.975
103.873,0.976
103.903,0.979
103.933,0.980
103.963,0.977
103.993,0.975
104.023,0.975
104.053,0.978
104.083,0.976
104.113,0.980
104.143,0.974
104.173,0.969
104.203,0.977
104.233,0.975
104.263,0.971
104.293,0.978
104.323,0.976
104.353,0.977
104.383,0.976
104.413,0.972
104.443,0.976
104.473,0.976
104.503,0.973
104.533,0.974
104.563,0.978
104.593,0.976
104.623,0.976
104.653,0.976
104.683,0.974
104.713,0.973
104.743,0.981
104.773,0.976
104.803,0.975
104.833,0.976
104.863,0.976
104.893,0.975
104.923,0.975
104.953,0.976
104.983,0.979
105.013,0.974
105.043,0.977
105.073,0.977
105.103,0.976
105.133,0.977
105.163,0.976
105.193,0.975
105.223,0.974
105.253,0.975
105.283,0.973
105.313,0.973
105.343,0.979
105.373,0.977
105.403,0.972
105.433,0.979
105.463,0.977
105.493,0.976
105.523,0.979
105.553,0.969
105.583,0.972
105.613,0.962
105.643,0.967
105.673,0.974
105.703,0.978
105.733,0.975
105.763,0.971
105.793,0.973
105.823,0.977
105.853,0.979
105.883,0.987
105.913,0.979
105.943,0.980
105.973,0.984
106.003,0.981
106.033,0.979
106.063,0.978
106.093,0.973
106.123,0.972
106.153,0.966
106.183,0.971
106.213,0.976
106.243,0.966
106.273,0.972
106.303,0.977
106.333,0.976
106.363,0.976
106.393,0.976
106.423,0.978
106.453,0.982
106.483,0.975
106.513,0.980
106.543,0.979
106.573,0.972
106.603,0.973
106.633,0.978
106.663,0.975
106.693,0.981
106.723,0.974
106.753,0.979
106.783,0.974
106.813,0.969
106.843,0.975
106.873,0.977
106.903,0.977
106.933,0.978
106.963,0.976
106.993,0.975
107.023,0.974
