df_hash,22ZHK4.XSPGQY
-47.072,-105
-47.047,-314
-47.022,-542
-46.997,-666
-46.972,-582
-46.947,-301
-46.922,62
-46.897,384
-46.872,614
-46.847,774
-46.822,900
-46.797,997
-46.772,1046
-46.747,1042
-46.722,1007
-46.697,971
-46.672,948
-46.647,933
-46.622,907
-46.597,853
-46.572,764
-46.547,648
-46.522,522
-46.497,392
-46.472,246
-46.447,72
-46.422,-114
-46.397,-277
-46.372,-394
-46.347,-502
-46.322,-658
-46.297,-864
-46.272,-1016
-46.247,-973
-46.222,-687
-46.197,-255
-46.172,150
-46.147,424
-46.122,587
-46.097,719
-46.072,848
-46.047,934
-46.022,938
-45.997,889
-45.972,853
-45.947,861
-45.922,877
-45.897,854
-45.872,793
-45.847,734
-45.822,693
-45.797,638
-45.772,535
-45.747,400
-45.722,277
-45.697,175
-45.672,51
-45.647,-128
-45.622,-307
-45.597,-351
-45.572,-173
-45.547,172
-45.522,513
-45.497,697
-45.472,700
-45.447,603
-45.422,498
-45.397,410
-45.372,317
-45.347,215
-45.322,143
-45.297,145
-45.272,214
-45.247,290
-45.222,311
-45.197,258
-45.172,164
-45.147,72
-45.122,-3
-45.097,-96
-45.072,-244
-45.047,-437
-45.022,-598
-44.997,-616
-44.972,-436
-44.947,-107
-44.922,238
-44.897,487
-44.872,624
-44.847,708
-44.822,793
-44.797,861
-44.772,852
-44.747,746
-44.722,607
-44.697,520
-44.672,509
-44.647,512
-44.622,461
-44.597,354
-44.572,248
-44.547,179
-44.522,109
-44.497,-30
-44.472,-245
-44.447,-432
-44.422,-455
-44.397,-262
-44.372,73
-44.347,413
-44.322,660
-44.297,812
-44.272,919
-44.247,1013
-44.222,1072
-44.197,1059
-44.172,968
-44.147,847
-44.122,755
-44.097,712
-44.072,680
-44.047,606
-44.022,476
-43.997,326
-43.972,196
-43.947,73
-43.922,-106
-43.897,-378
-43.872,-682
-43.847,-866
-43.822,-806
-43.797,-510
-43.772,-117
-43.747,215
-43.722,431
-43.697,577
-43.672,717
-43.647,845
-43.622,907
-43.597,875
-43.572,789
-43.547,714
-43.522,674
-43.497,641
-43.472,582
-43.447,497
-43.422,405
-43.397,304
-43.372,175
-43.347,19
-43.322,-132
-43.297,-259
-43.272,-394
-43.247,-585
-43.222,-808
-43.197,-938
-43.172,-830
-43.147,-465
-43.122,15
-43.097,421
-43.072,668
-43.047,813
-43.022,954
-42.997,1107
-42.972,1206
-42.947,1199
-42.922,1118
-42.897,1047
-42.872,1025
-42.847,1025
-42.822,996
-42.797,932
-42.772,859
-42.747,788
-42.722,696
-42.697,560
-42.672,394
-42.647,231
-42.622,81
-42.597,-74
-42.572,-243
-42.547,-401
-42.522,-524
-42.497,-638
-42.472,-806
-42.447,-1032
-42.422,-1199
-42.397,-1140
-42.372,-782
-42.347,-239
-42.322,275
-42.297,618
-42.272,801
-42.247,931
-42.222,1072
-42.197,1190
-42.172,1223
-42.147,1173
-42.122,1106
-42.097,1082
-42.072,1092
-42.047,1087
-42.022,1038
-41.997,963
-41.972,885
-41.947,801
-41.922,690
-41.897,549
-41.872,402
-41.847,262
-41.822,115
-41.797,-54
-41.772,-233
-41.747,-380
-41.722,-493
-41.697,-628
-41.672,-833
-41.647,-1062
-41.622,-1156
-41.597,-970
-41.572,-509
-41.547,50
-41.522,495
-41.497,739
-41.472,845
-41.447,919
-41.422,993
-41.397,1019
-41.372,962
-41.347,861
-41.322,794
-41.297,790
-41.272,806
-41.247,784
-41.222,715
-41.197,631
-41.172,548
-41.147,441
-41.122,285
-41.097,104
-41.072,-46
-41.047,-156
-41.022,-279
-40.997,-476
-40.972,-711
-40.947,-846
-40.922,-744
-40.897,-392
-40.872,75
-40.847,485
-40.822,742
-40.797,867
-40.772,928
-40.747,961
-40.722,951
-40.697,881
-40.672,773
-40.647,681
-40.622,638
-40.597,632
-40.572,614
-40.547,543
-40.522,423
-40.497,291
-40.472,181
-40.447,85
-40.422,-42
-40.397,-239
-40.372,-474
-40.347,-635
-40.322,-602
-40.297,-340
-40.272,62
-40.247,449
-40.222,704
-40.197,815
-40.172,852
-40.147,873
-40.122,875
-40.097,825
-40.072,721
-40.047,613
-40.022,558
-39.997,553
-39.972,538
-39.947,457
-39.922,316
-39.897,175
-39.872,70
-39.847,-33
-39.822,-210
-39.797,-479
-39.772,-749
-39.747,-864
-39.722,-723
-39.697,-362
-39.672,69
-39.647,422
-39.622,638
-39.597,755
-39.572,838
-39.547,909
-39.522,942
-39.497,913
-39.472,837
-39.447,761
-39.422,718
-39.397,696
-39.372,652
-39.347,553
-39.322,408
-39.297,259
-39.272,135
-39.247,23
-39.222,-130
-39.197,-354
-39.172,-601
-39.147,-744
-39.122,-666
-39.097,-351
-39.072,83
-39.047,471
-39.022,719
-38.997,851
-38.972,952
-38.947,1058
-38.922,1131
-38.897,1117
-38.872,1027
-38.847,927
-38.822,867
-38.797,830
-38.772,761
-38.747,641
-38.722,507
-38.697,398
-38.672,301
-38.647,170
-38.622,-7
-38.597,-188
-38.572,-330
-38.547,-456
-38.522,-637
-38.497,-879
-38.472,-1073
-38.447,-1058
-38.422,-767
-38.397,-300
-38.372,154
-38.347,470
-38.322,654
-38.297,788
-38.272,918
-38.247,1019
-38.222,1046
-38.197,1003
-38.172,942
-38.147,913
-38.122,915
-38.097,916
-38.072,883
-38.047,813
-38.022,721
-37.997,618
-37.972,506
-37.947,379
-37.922,228
-37.897,57
-37.872,-112
-37.847,-254
-37.822,-363
-37.797,-474
-37.772,-638
-37.747,-845
-37.722,-996
-37.697,-951
-37.672,-647
-37.647,-168
-37.622,303
-37.597,630
-37.572,803
-37.547,908
-37.522,1013
-37.497,1103
-37.472,1125
-37.447,1070
-37.422,1000
-37.397,977
-37.372,1000
-37.347,1014
-37.322,974
-37.297,896
-37.272,822
-37.247,762
-37.222,686
-37.197,569
-37.172,425
-37.147,292
-37.122,177
-37.097,50
-37.072,-108
-37.047,-271
-37.022,-394
-36.997,-479
-36.972,-594
-36.947,-790
-36.922,-1004
-36.897,-1076
-36.872,-877
-36.847,-437
-36.822,62
-36.797,438
-36.772,636
-36.747,732
-36.722,816
-36.697,901
-36.672,942
-36.647,916
-36.622,861
-36.597,835
-36.572,849
-36.547,864
-36.522,846
-36.497,804
-36.472,764
-36.447,724
-36.422,657
-36.397,546
-36.372,415
-36.347,295
-36.322,187
-36.297,66
-36.272,-74
-36.247,-208
-36.222,-313
-36.197,-417
-36.172,-576
-36.147,-790
-36.122,-953
-36.097,-914
-36.072,-612
-36.047,-140
-36.022,317
-35.997,624
-35.972,773
-35.947,842
-35.922,899
-35.897,949
-35.872,962
-35.847,934
-35.822,895
-35.797,881
-35.772,897
-35.747,913
-35.722,897
-35.697,842
-35.672,764
-35.647,681
-35.622,591
-35.597,478
-35.572,329
-35.547,163
-35.522,17
-35.497,-91
-35.472,-195
-35.447,-349
-35.422,-556
-35.397,-722
-35.372,-709
-35.347,-455
-35.322,-42
-35.297,357
-35.272,614
-35.247,728
-35.222,778
-35.197,821
-35.172,839
-35.147,794
-35.122,699
-35.097,619
-35.072,597
-35.047,612
-35.022,607
-34.997,557
-34.972,481
-34.947,402
-34.922,312
-34.897,196
-34.872,65
-34.847,-52
-34.822,-156
-34.797,-290
-34.772,-480
-34.747,-662
-34.722,-702
-34.697,-511
-34.672,-136
-34.647,263
-34.622,545
-34.597,681
-34.572,735
-34.547,769
-34.522,784
-34.497,750
-34.472,674
-34.447,600
-34.422,570
-34.397,579
-34.372,583
-34.347,551
-34.322,483
-34.297,398
-34.272,310
-34.247,220
-34.222,121
-34.197,-1
-34.172,-161
-34.147,-339
-34.122,-463
-34.097,-431
-34.072,-191
-34.047,196
-34.022,589
-33.997,865
-33.972,1013
-33.947,1111
-33.922,1222
-33.897,1326
-33.872,1362
-33.847,1316
-33.822,1253
-33.797,1250
-33.772,1301
-33.747,1333
-33.722,1283
-33.697,1167
-33.672,1049
-33.647,957
-33.622,851
-33.597,676
-33.572,436
-33.547,187
-33.522,-16
-33.497,-166
-33.472,-264
-33.447,-290
-33.422,-211
-33.397,-41
-33.372,139
-33.347,251
-33.322,291
-33.297,329
-33.272,406
-33.247,474
-33.222,443
-33.197,288
-33.172,92
-33.147,-45
-33.122,-120
-33.097,-230
-33.072,-462
-33.047,-808
-33.022,-1191
-32.997,-1565
-32.972,-1955
-32.947,-2382
-32.922,-2802
-32.897,-3141
-32.872,-3400
-32.847,-3667
-32.822,-3987
-32.797,-4232
-32.772,-4144
-32.747,-3553
-32.722,-2551
-32.697,-1430
-32.672,-440
-32.647,386
-32.622,1174
-32.597,1998
-32.572,2761
-32.547,3280
-32.522,3461
-32.497,3362
-32.472,3116
-32.447,2826
-32.422,2554
-32.397,2380
-32.372,2418
-32.347,2744
-32.322,3302
-32.297,3911
-32.272,4372
-32.247,4557
-32.222,4440
-32.197,4058
-32.172,3488
-32.147,2835
-32.122,2210
-32.097,1672
-32.072,1202
-32.047,752
-32.022,321
-31.997,-7
-31.972,-142
-31.947,-75
-31.922,91
-31.897,227
-31.872,278
-31.847,269
-31.822,241
-31.797,190
-31.772,85
-31.747,-64
-31.722,-191
-31.697,-221
-31.672,-145
-31.647,-25
-31.622,63
-31.597,88
-31.572,61
-31.547,3
-31.522,-79
-31.497,-195
-31.472,-351
-31.447,-567
-31.422,-874
-31.397,-1293
-31.372,-1793
-31.347,-2298
-31.322,-2740
-31.297,-3115
-31.272,-3462
-31.247,-3778
-31.222,-3951
-31.197,-3821
-31.172,-3321
-31.147,-2557
-31.122,-1749
-31.097,-1070
-31.072,-534
-31.047,-36
-31.022,512
-30.997,1100
-30.972,1637
-30.947,2048
-30.922,2321
-30.897,2480
-30.872,2534
-30.847,2488
-30.822,2379
-30.797,2288
-30.772,2279
-30.747,2331
-30.722,2330
-30.697,2163
-30.672,1811
-30.647,1381
-30.622,1012
-30.597,771
-30.572,605
-30.547,409
-30.522,134
-30.497,-156
-30.472,-329
-30.447,-297
-30.422,-87
-30.397,179
-30.372,389
-30.347,515
-30.322,605
-30.297,706
-30.272,799
-30.247,830
-30.222,773
-30.197,671
-30.172,592
-30.147,556
-30.122,524
-30.097,451
-30.072,348
-30.047,259
-30.022,203
-29.997,143
-29.972,34
-29.947,-119
-29.922,-259
-29.897,-355
-29.872,-445
-29.847,-594
-29.822,-792
-29.797,-934
-29.772,-901
-29.747,-677
-29.722,-367
-29.697,-94
-29.672,98
-29.647,257
-29.622,423
-29.597,572
-29.572,643
-29.547,625
-29.522,574
-29.497,560
-29.472,596
-29.447,640
-29.422,647
-29.397,615
-29.372,564
-29.347,502
-29.322,422
-29.297,327
-29.272,243
-29.247,183
-29.222,114
-29.197,-14
-29.172,-199
-29.147,-352
-29.122,-347
-29.097,-133
-29.072,214
-29.047,550
-29.022,770
-28.997,875
-28.972,942
-28.947,1025
-28.922,1106
-28.897,1126
-28.872,1059
-28.847,947
-28.822,862
-28.797,837
-28.772,838
-28.747,807
-28.722,720
-28.697,608
-28.672,506
-28.647,410
-28.622,278
-28.597,87
-28.572,-127
-28.547,-313
-28.522,-462
-28.497,-626
-28.472,-848
-28.447,-1071
-28.422,-1155
-28.397,-994
-28.372,-622
-28.347,-200
-28.322,113
-28.297,284
-28.272,386
-28.247,496
-28.222,613
-28.197,684
-28.172,679
-28.147,635
-28.122,611
-28.097,627
-28.072,657
-28.047,667
-28.022,648
-27.997,610
-27.972,558
-27.947,487
-27.922,391
-27.897,272
-27.872,137
-27.847,-9
-27.822,-158
-27.797,-290
-27.772,-405
-27.747,-534
-27.722,-711
-27.697,-904
-27.672,-994
-27.647,-859
-27.622,-483
-27.597,-3
-27.572,396
-27.547,628
-27.522,747
-27.497,859
-27.472,1000
-27.447,1114
-27.422,1137
-27.397,1083
-27.372,1027
-27.347,1023
-27.322,1056
-27.297,1075
-27.272,1049
-27.247,991
-27.222,918
-27.197,835
-27.172,737
-27.147,628
-27.122,516
-27.097,392
-27.072,244
-27.047,86
-27.022,-47
-26.997,-142
-26.972,-237
-26.947,-386
-26.922,-567
-26.897,-654
-26.872,-503
-26.847,-86
-26.822,462
-26.797,943
-26.772,1228
-26.747,1328
-26.722,1332
-26.697,1318
-26.672,1312
-26.647,1315
-26.622,1321
-26.597,1317
-26.572,1285
-26.547,1218
-26.522,1136
-26.497,1052
-26.472,936
-26.447,723
-26.422,381
-26.397,-37
-26.372,-427
-26.347,-712
-26.322,-890
-26.297,-999
-26.272,-1055
-26.247,-1065
-26.222,-1070
-26.197,-1147
-26.172,-1319
-26.147,-1477
-26.122,-1433
-26.097,-1086
-26.072,-533
-26.047,-3
-26.022,332
-25.997,476
-25.972,548
-25.947,631
-25.922,714
-25.897,749
-25.872,740
-25.847,742
-25.822,789
-25.797,855
-25.772,889
-25.747,873
-25.722,823
-25.697,750
-25.672,644
-25.647,508
-25.622,375
-25.597,269
-25.572,161
-25.547,-3
-25.522,-222
-25.497,-390
-25.472,-373
-25.447,-128
-25.422,243
-25.397,586
-25.372,808
-25.347,920
-25.322,972
-25.297,978
-25.272,924
-25.247,815
-25.222,702
-25.197,632
-25.172,608
-25.147,589
-25.122,540
-25.097,453
-25.072,338
-25.047,207
-25.022,75
-24.997,-45
-24.972,-158
-24.947,-298
-24.922,-490
-24.897,-690
-24.872,-780
-24.847,-645
-24.822,-291
-24.797,143
-24.772,492
-24.747,690
-24.722,794
-24.697,884
-24.672,970
-24.647,999
-24.622,944
-24.597,844
-24.572,767
-24.547,737
-24.522,723
-24.497,684
-24.472,610
-24.447,515
-24.422,402
-24.397,266
-24.372,111
-24.347,-48
-24.322,-217
-24.297,-419
-24.272,-645
-24.247,-807
-24.222,-774
-24.197,-494
-24.172,-64
-24.147,329
-24.122,568
-24.097,679
-24.072,770
-24.047,886
-24.022,967
-23.997,942
-23.972,827
-23.947,721
-23.922,691
-23.897,703
-23.872,675
-23.847,580
-23.822,468
-23.797,387
-23.772,313
-23.747,188
-23.722,7
-23.697,-168
-23.672,-290
-23.647,-395
-23.622,-562
-23.597,-786
-23.572,-934
-23.547,-846
-23.522,-498
-23.497,-33
-23.472,357
-23.447,595
-23.422,736
-23.397,864
-23.372,995
-23.347,1077
-23.322,1082
-23.297,1046
-23.272,1030
-23.247,1057
-23.222,1097
-23.197,1110
-23.172,1087
-23.147,1038
-23.122,974
-23.097,893
-23.072,796
-23.047,685
-23.022,556
-22.997,405
-22.972,244
-22.947,102
-22.922,-15
-22.897,-152
-22.872,-365
-22.847,-633
-22.822,-823
-22.797,-778
-22.772,-460
-22.747,-12
-22.722,347
-22.697,505
-22.672,508
-22.647,479
-22.622,479
-22.597,471
-22.572,409
-22.547,316
-22.522,266
-22.497,296
-22.472,369
-22.447,423
-22.422,434
-22.397,423
-22.372,409
-22.347,381
-22.322,322
-22.297,239
-22.272,155
-22.247,74
-22.222,-23
-22.197,-141
-22.172,-252
-22.147,-338
-22.122,-426
-22.097,-565
-22.072,-738
-22.047,-832
-22.022,-710
-21.997,-347
-21.972,127
-21.947,532
-21.922,776
-21.897,899
-21.872,994
-21.847,1091
-21.822,1151
-21.797,1138
-21.772,1076
-21.747,1027
-21.722,1022
-21.697,1035
-21.672,1025
-21.647,979
-21.622,911
-21.597,832
-21.572,739
-21.547,629
-21.522,509
-21.497,386
-21.472,252
-21.447,100
-21.422,-55
-21.397,-183
-21.372,-281
-21.347,-396
-21.322,-569
-21.297,-767
-21.272,-866
-21.247,-748
-21.222,-409
-21.197,16
-21.172,364
-21.147,563
-21.122,656
-21.097,723
-21.072,783
-21.047,801
-21.022,750
-20.997,669
-20.972,627
-20.947,651
-20.922,698
-20.897,704
-20.872,646
-20.847,558
-20.822,477
-20.797,398
-20.772,292
-20.747,149
-20.722,6
-20.697,-96
-20.672,-173
-20.647,-280
-20.622,-453
-20.597,-635
-20.572,-691
-20.547,-519
-20.522,-146
-20.497,281
-20.472,606
-20.447,773
-20.422,842
-20.397,893
-20.372,942
-20.347,946
-20.322,876
-20.297,774
-20.272,712
-20.247,715
-20.222,734
-20.197,705
-20.172,618
-20.147,513
-20.122,425
-20.097,335
-20.072,207
-20.047,47
-20.022,-99
-19.997,-205
-19.972,-312
-19.947,-481
-19.922,-700
-19.897,-846
-19.872,-775
-19.847,-454
-19.822,0
-19.797,410
-19.772,678
-19.747,823
-19.722,918
-19.697,997
-19.672,1042
-19.647,1027
-19.622,966
-19.597,905
-19.572,873
-19.547,866
-19.522,856
-19.497,821
-19.472,753
-19.447,656
-19.422,541
-19.397,416
-19.372,284
-19.347,137
-19.322,-29
-19.297,-198
-19.272,-341
-19.247,-458
-19.222,-591
-19.197,-785
-19.172,-1006
-19.147,-1124
-19.122,-994
-19.097,-597
-19.072,-74
-19.047,374
-19.022,645
-18.997,782
-18.972,890
-18.947,1011
-18.922,1099
-18.897,1103
-18.872,1043
-18.847,991
-18.822,990
-18.797,1017
-18.772,1017
-18.747,971
-18.722,898
-18.697,819
-18.672,726
-18.647,605
-18.622,462
-18.597,321
-18.572,189
-18.547,49
-18.522,-107
-18.497,-260
-18.472,-391
-18.447,-519
-18.422,-690
-18.397,-902
-18.372,-1054
-18.347,-1005
-18.322,-693
-18.297,-210
-18.272,260
-18.247,582
-18.222,747
-18.197,837
-18.172,918
-18.147,985
-18.122,1002
-18.097,960
-18.072,900
-18.047,868
-18.022,875
-17.997,888
-17.972,872
-17.947,817
-17.922,735
-17.897,647
-17.872,551
-17.847,435
-17.822,289
-17.797,126
-17.772,-21
-17.747,-134
-17.722,-234
-17.697,-373
-17.672,-575
-17.647,-782
-17.622,-865
-17.597,-711
-17.572,-330
-17.547,141
-17.522,532
-17.497,754
-17.472,839
-17.447,875
-17.422,914
-17.397,940
-17.372,917
-17.347,848
-17.322,782
-17.297,761
-17.272,778
-17.247,785
-17.222,741
-17.197,648
-17.172,545
-17.147,456
-17.122,372
-17.097,259
-17.072,106
-17.047,-57
-17.022,-191
-16.997,-292
-16.972,-405
-16.947,-574
-16.922,-766
-16.897,-864
-16.872,-743
-16.847,-384
-16.822,90
-16.797,502
-16.772,746
-16.747,845
-16.722,889
-16.697,932
-16.672,950
-16.647,902
-16.622,801
-16.597,718
-16.572,705
-16.547,741
-16.522,756
-16.497,705
-16.472,608
-16.447,511
-16.422,428
-16.397,324
-16.372,173
-16.347,0
-16.322,-138
-16.297,-230
-16.272,-330
-16.247,-498
-16.222,-705
-16.197,-819
-16.172,-705
-16.147,-348
-16.122,116
-16.097,507
-16.072,733
-16.047,833
-16.022,893
-15.997,946
-15.972,961
-15.947,904
-15.922,809
-15.897,746
-15.872,749
-15.847,779
-15.822,770
-15.797,704
-15.772,613
-15.747,529
-15.722,437
-15.697,304
-15.672,131
-15.647,-32
-15.622,-155
-15.597,-269
-15.572,-441
-15.547,-669
-15.522,-844
-15.497,-815
-15.472,-526
-15.447,-76
-15.422,353
-15.397,638
-15.372,778
-15.347,849
-15.322,913
-15.297,962
-15.272,961
-15.247,903
-15.222,829
-15.197,788
-15.172,789
-15.147,796
-15.122,763
-15.097,676
-15.072,558
-15.047,444
-15.022,339
-14.997,221
-14.972,69
-14.947,-100
-14.922,-248
-14.897,-361
-14.872,-480
-14.847,-661
-14.822,-883
-14.797,-1027
-14.772,-944
-14.747,-594
-14.722,-100
-14.697,339
-14.672,609
-14.647,739
-14.622,836
-14.597,956
-14.572,1064
-14.547,1094
-14.522,1048
-14.497,990
-14.472,977
-14.447,998
-14.422,1000
-14.397,953
-14.372,877
-14.347,803
-14.322,730
-14.297,631
-14.272,495
-14.247,341
-14.222,189
-14.197,41
-14.172,-109
-14.147,-254
-14.122,-377
-14.097,-491
-14.072,-641
-14.047,-848
-14.022,-1041
-13.997,-1080
-13.972,-861
-13.947,-427
-13.922,52
-13.897,409
-13.872,602
-13.847,708
-13.822,819
-13.797,948
-13.772,1035
-13.747,1039
-13.722,990
-13.697,956
-13.672,973
-13.647,1008
-13.622,1009
-13.597,959
-13.572,886
-13.547,822
-13.522,761
-13.497,671
-13.472,541
-13.447,394
-13.422,262
-13.397,147
-13.372,24
-13.347,-120
-13.322,-267
-13.297,-386
-13.272,-491
-13.247,-631
-13.222,-829
-13.197,-1011
-13.172,-1034
-13.147,-799
-13.122,-355
-13.097,124
-13.072,473
-13.047,654
-13.022,750
-12.997,852
-12.972,963
-12.947,1023
-12.922,1004
-12.897,950
-12.872,934
-12.847,971
-12.822,1010
-12.797,1000
-12.772,948
-12.747,893
-12.722,850
-12.697,788
-12.672,676
-12.647,529
-12.622,388
-12.597,268
-12.572,144
-12.547,-4
-12.522,-153
-12.497,-264
-12.472,-348
-12.447,-470
-12.422,-669
-12.397,-871
-12.372,-923
-12.347,-721
-12.322,-315
-12.297,121
-12.272,436
-12.247,599
-12.222,680
-12.197,746
-12.172,798
-12.147,804
-12.122,760
-12.097,712
-12.072,703
-12.047,737
-12.022,774
-11.997,776
-11.972,733
-11.947,663
-11.922,586
-11.897,507
-11.872,415
-11.847,297
-11.822,154
-11.797,10
-11.772,-106
-11.747,-198
-11.722,-308
-11.697,-476
-11.672,-671
-11.647,-777
-11.622,-670
-11.597,-334
-11.572,108
-11.547,482
-11.522,691
-11.497,772
-11.472,821
-11.447,884
-11.422,929
-11.397,912
-11.372,847
-11.347,793
-11.322,791
-11.297,819
-11.272,828
-11.247,791
-11.222,719
-11.197,638
-11.172,550
-11.147,446
-11.122,319
-11.097,178
-11.072,34
-11.047,-105
-11.022,-231
-10.997,-343
-10.972,-459
-10.947,-615
-10.922,-807
-10.897,-956
-10.872,-932
-10.847,-657
-10.822,-196
-10.797,273
-10.772,598
-10.747,753
-10.722,830
-10.697,916
-10.672,1008
-10.647,1048
-10.622,1011
-10.597,945
-10.572,918
-10.547,942
-10.522,969
-10.497,955
-10.472,906
-10.447,849
-10.422,791
-10.397,706
-10.372,577
-10.347,423
-10.322,276
-10.297,142
-10.272,-1
-10.247,-163
-10.222,-316
-10.197,-437
-10.172,-556
-10.147,-728
-10.122,-949
-10.097,-1103
-10.072,-1034
-10.047,-687
-10.022,-182
-9.997,273
-9.972,547
-9.947,666
-9.922,745
-9.897,852
-9.872,958
-9.847,998
-9.822,962
-9.797,909
-9.772,896
-9.747,920
-9.722,938
-9.697,920
-9.672,881
-9.647,840
-9.622,791
-9.597,707
-9.572,582
-9.547,439
-9.522,303
-9.497,175
-9.472,40
-9.447,-95
-9.422,-214
-9.397,-322
-9.372,-462
-9.347,-657
-9.322,-840
-9.297,-871
-9.272,-647
-9.247,-213
-9.222,256
-9.197,594
