df_hash,22ZHK4.PQKCV4
134.856,2512
134.881,2281
134.906,2086
134.931,1965
134.956,1898
134.981,1847
135.006,1791
135.031,1734
135.056,1676
135.081,1585
135.106,1388
135.131,1020
135.156,478
135.181,-151
135.206,-736
135.231,-1169
135.256,-1421
135.281,-1527
135.306,-1532
135.331,-1461
135.356,-1326
135.381,-1166
135.406,-1036
135.431,-972
135.456,-955
135.481,-936
135.506,-885
135.531,-823
135.556,-791
135.581,-798
135.606,-796
135.631,-726
135.656,-573
135.681,-387
135.706,-236
135.731,-144
135.756,-80
135.781,2
135.806,105
135.831,185
135.856,196
135.881,148
135.906,98
135.931,97
135.956,142
135.981,184
136.006,191
136.031,175
136.056,177
136.081,203
136.106,205
136.131,131
136.156,-18
136.181,-176
136.206,-259
136.231,-228
136.256,-108
136.281,45
136.306,173
136.331,221
136.356,167
136.381,50
136.406,-16
136.431,99
136.456,444
136.481,925
136.506,1367
136.531,1644
136.556,1756
136.581,1788
136.606,1813
136.631,1834
136.656,1820
136.681,1749
136.706,1603
136.731,1332
136.756,868
136.781,200
136.806,-548
136.831,-1159
136.856,-1444
136.881,-1373
136.906,-1069
136.931,-700
136.956,-356
136.981,-23
137.006,347
137.031,751
137.056,1092
137.081,1252
137.106,1194
137.131,1011
137.156,855
137.181,788
137.206,705
137.231,412
137.256,-166
137.281,-880
137.306,-1442
137.331,-1671
137.356,-1624
137.381,-1471
137.406,-1274
137.431,-921
137.456,-309
137.481,441
137.506,1027
137.531,1243
137.556,1192
137.581,1162
137.606,1290
137.631,1368
137.656,1056
137.681,260
137.706,-722
137.731,-1453
137.756,-1729
137.781,-1693
137.806,-1586
137.831,-1463
137.856,-1165
137.881,-571
137.906,208
137.931,896
137.956,1286
137.981,1401
138.006,1402
138.031,1407
138.056,1406
138.081,1346
138.106,1229
138.131,1117
138.156,1051
138.181,1001
138.206,911
138.231,765
138.256,582
138.281,370
138.306,99
138.331,-241
138.356,-583
138.381,-793
138.406,-780
138.431,-572
138.456,-291
138.481,-35
138.506,205
138.531,517
138.556,948
138.581,1445
138.606,1896
138.631,2226
138.656,2443
138.681,2586
138.706,2636
138.731,2506
138.756,2118
138.781,1499
138.806,799
138.831,204
138.856,-164
138.881,-315
138.906,-345
138.931,-367
138.956,-453
138.981,-622
139.006,-865
139.031,-1167
139.056,-1496
139.081,-1774
139.106,-1891
139.131,-1761
139.156,-1405
139.181,-960
139.206,-578
139.231,-289
139.256,23
139.281,479
139.306,1008
139.331,1319
139.356,1109
139.381,350
139.406,-630
139.431,-1365
139.456,-1577
139.481,-1333
139.506,-908
139.531,-532
139.556,-256
139.581,-27
139.606,174
139.631,286
139.656,245
139.681,74
139.706,-107
139.731,-157
139.756,14
139.781,398
139.806,900
139.831,1389
139.856,1767
139.881,2016
139.906,2182
139.931,2304
139.956,2365
139.981,2333
140.006,2252
140.031,2252
140.056,2421
140.081,2656
140.106,2671
140.131,2198
140.156,1238
140.181,98
140.206,-819
140.231,-1299
140.256,-1416
140.281,-1397
140.306,-1405
140.331,-1433
140.356,-1396
140.381,-1275
140.406,-1171
140.431,-1219
140.456,-1438
140.481,-1680
140.506,-1721
140.531,-1445
140.556,-940
140.581,-419
140.606,-26
140.631,278
140.656,630
140.681,1050
140.706,1341
140.731,1235
140.756,667
140.781,-105
140.806,-672
140.831,-778
140.856,-483
140.881,-39
140.906,342
140.931,602
140.956,761
140.981,801
141.006,666
141.031,368
141.056,42
141.081,-131
141.106,-59
141.131,195
141.156,484
141.181,681
141.206,758
141.231,784
141.256,866
141.281,1058
141.306,1286
141.331,1354
141.356,1068
141.381,417
141.406,-356
141.431,-891
141.456,-964
141.481,-646
141.506,-214
141.531,94
141.556,231
141.581,275
141.606,258
141.631,118
141.656,-187
141.681,-541
141.706,-714
141.731,-553
141.756,-136
141.781,310
141.806,629
141.831,861
141.856,1146
141.881,1509
141.906,1780
141.931,1735
141.956,1323
141.981,745
142.006,301
142.031,170
142.056,324
142.081,609
142.106,873
142.131,1003
142.156,910
142.181,539
142.206,-37
142.231,-594
142.256,-860
142.281,-707
142.306,-242
142.331,312
142.356,815
142.381,1269
142.406,1701
142.431,2013
142.456,2015
142.481,1607
142.506,921
142.531,236
142.556,-240
142.581,-510
142.606,-689
142.631,-814
142.656,-788
142.681,-501
142.706,4
142.731,530
142.756,885
142.781,1028
142.806,1051
142.831,1036
142.856,962
142.881,751
142.906,397
142.931,12
142.956,-252
142.981,-331
143.006,-291
143.031,-266
143.056,-338
143.081,-490
143.106,-633
143.131,-690
143.156,-654
143.181,-581
143.206,-542
143.231,-573
143.256,-649
143.281,-714
143.306,-713
143.331,-631
143.356,-494
143.381,-348
143.406,-224
143.431,-120
143.456,-15
143.481,105
143.506,230
143.531,323
143.556,358
143.581,336
143.606,296
143.631,279
143.656,305
143.681,361
143.706,413
143.731,428
143.756,391
143.781,311
143.806,222
143.831,165
143.856,172
143.881,237
143.906,319
143.931,374
143.956,388
143.981,378
144.006,369
144.031,359
144.056,334
144.081,297
144.106,288
144.131,347
144.156,473
144.181,610
144.206,691
144.231,678
144.256,585
144.281,459
144.306,364
144.331,371
144.356,528
144.381,817
144.406,1134
144.431,1336
144.456,1351
144.481,1236
144.506,1131
144.531,1135
144.556,1222
144.581,1290
144.606,1275
144.631,1198
144.656,1092
144.681,901
144.706,503
144.731,-148
144.756,-903
144.781,-1471
144.806,-1634
144.831,-1411
144.856,-1023
144.881,-690
144.906,-471
144.931,-283
144.956,-45
144.981,223
145.006,456
145.031,625
145.056,766
145.081,905
145.106,1002
145.131,996
145.156,886
145.181,736
145.206,584
145.231,369
145.256,-11
145.281,-561
145.306,-1115
145.331,-1452
145.356,-1469
145.381,-1254
145.406,-982
145.431,-762
145.456,-586
145.481,-394
145.506,-167
145.531,70
145.556,297
145.581,518
145.606,737
145.631,940
145.656,1105
145.681,1236
145.706,1353
145.731,1455
145.756,1529
145.781,1577
145.806,1628
145.831,1675
145.856,1616
145.881,1300
145.906,676
145.931,-106
145.956,-773
145.981,-1124
146.006,-1170
146.031,-1070
146.056,-964
146.081,-882
146.106,-793
146.131,-686
146.156,-579
146.181,-458
146.206,-273
146.231,-5
146.256,281
146.281,509
146.306,685
146.331,903
146.356,1226
146.381,1597
146.406,1905
146.431,2117
146.456,2293
146.481,2432
146.506,2362
146.531,1843
146.556,848
146.581,-313
146.606,-1187
146.631,-1527
146.656,-1451
146.681,-1269
146.706,-1174
146.731,-1146
146.756,-1091
146.781,-1019
146.806,-1028
146.831,-1146
146.856,-1248
146.881,-1163
146.906,-823
146.931,-309
146.956,252
146.981,790
147.006,1300
147.031,1804
147.056,2319
147.081,2856
147.106,3357
147.131,3647
147.156,3481
147.181,2727
147.206,1542
147.231,327
147.256,-533
147.281,-929
147.306,-1027
147.331,-1060
147.356,-1124
147.381,-1179
147.406,-1179
147.431,-1157
147.456,-1157
147.481,-1155
147.506,-1060
147.531,-815
147.556,-455
147.581,-72
147.606,260
147.631,524
147.656,759
147.681,1062
147.706,1534
147.731,2163
147.756,2711
147.781,2777
147.806,2103
147.831,866
147.856,-363
147.881,-1041
147.906,-1073
147.931,-825
147.956,-711
147.981,-809
148.006,-889
148.031,-776
148.056,-589
148.081,-579
148.106,-803
148.131,-1033
148.156,-1014
148.181,-735
148.206,-411
148.231,-211
148.256,-98
148.281,72
148.306,371
148.331,775
148.356,1286
148.381,1940
148.406,2636
148.431,3038
148.456,2782
148.481,1843
148.506,658
148.531,-187
148.556,-428
148.581,-260
148.606,-55
148.631,-6
148.656,-60
148.681,-133
148.706,-259
148.731,-502
148.756,-795
148.781,-954
148.806,-867
148.831,-600
148.856,-288
148.881,26
148.906,393
148.931,805
148.956,1145
148.981,1308
149.006,1337
149.031,1352
149.056,1350
149.081,1149
149.106,598
149.131,-170
149.156,-783
149.181,-942
149.206,-694
149.231,-359
149.256,-214
149.281,-281
149.306,-419
149.331,-531
149.356,-638
149.381,-761
149.406,-811
149.431,-655
149.456,-266
149.481,232
149.506,678
149.531,1010
149.556,1308
149.581,1705
149.606,2293
149.631,3041
149.656,3756
149.681,4117
149.706,3824
149.731,2827
149.756,1438
149.781,171
149.806,-584
149.831,-798
149.856,-722
149.881,-626
149.906,-618
149.931,-687
149.956,-827
149.981,-1052
150.006,-1303
150.031,-1425
150.056,-1307
150.081,-1027
150.106,-791
150.131,-698
150.156,-595
150.181,-228
150.206,446
150.231,1133
150.256,1419
150.281,1135
150.306,501
150.331,-82
150.356,-367
150.381,-385
150.406,-310
150.431,-243
150.456,-158
150.481,-17
150.506,123
150.531,144
150.556,-6
150.581,-233
150.606,-349
150.631,-213
150.656,164
150.681,624
150.706,960
150.731,1066
150.756,1028
150.781,1098
150.806,1507
150.831,2245
150.856,2982
150.881,3240
150.906,2736
150.931,1611
150.956,343
150.981,-581
151.006,-981
151.031,-1013
151.056,-952
151.081,-954
151.106,-1005
151.131,-1043
151.156,-1073
151.181,-1141
151.206,-1248
151.231,-1327
151.256,-1317
151.281,-1231
151.306,-1119
151.331,-973
151.356,-725
151.381,-363
151.406,-37
151.431,7
151.456,-346
151.481,-931
151.506,-1401
151.531,-1522
151.556,-1370
151.581,-1227
151.606,-1267
151.631,-1360
151.656,-1189
151.681,-562
151.706,392
151.731,1351
151.756,2081
151.781,2610
151.806,3123
151.831,3729
151.856,4331
151.881,4727
151.906,4788
151.931,4551
151.956,4144
151.981,3661
152.006,3116
152.031,2483
152.056,1784
152.081,1113
152.106,598
152.131,321
152.156,261
152.181,297
152.206,282
152.231,157
152.256,0
152.281,-58
152.306,5
152.331,28
152.356,-227
152.381,-837
152.406,-1591
152.431,-2114
152.456,-2169
152.481,-1843
152.506,-1454
152.531,-1259
152.556,-1265
152.581,-1290
152.606,-1187
152.631,-992
152.656,-853
152.681,-856
152.706,-932
152.731,-935
152.756,-783
152.781,-513
152.806,-218
152.831,31
152.856,206
152.881,295
152.906,296
152.931,256
152.956,298
152.981,548
153.006,1025
153.031,1560
153.056,1868
153.081,1721
153.106,1121
153.131,324
153.156,-307
153.181,-532
153.206,-369
153.231,-42
153.256,208
153.281,297
153.306,306
153.331,341
153.356,389
153.381,335
153.406,106
153.431,-202
153.456,-376
153.481,-270
153.506,52
153.531,373
153.556,510
153.581,472
153.606,435
153.631,578
153.656,934
153.681,1347
153.706,1558
153.731,1344
153.756,673
153.781,-233
153.806,-983
153.831,-1253
153.856,-1015
153.881,-552
153.906,-216
153.931,-135
153.956,-169
153.981,-129
154.006,-33
154.031,-65
154.056,-313
154.081,-581
154.106,-533
154.131,-23
154.156,744
154.181,1402
154.206,1730
154.231,1778
154.256,1715
154.281,1641
154.306,1577
154.331,1557
154.356,1646
154.381,1836
154.406,1971
154.431,1862
154.456,1452
154.481,855
154.506,228
154.531,-346
154.556,-818
154.581,-1072
154.606,-968
154.631,-513
154.656,61
154.681,464
154.706,583
154.731,519
154.756,388
154.781,158
154.806,-256
154.831,-769
154.856,-1084
154.881,-955
154.906,-439
154.931,164
154.956,616
154.981,919
155.006,1177
155.031,1362
155.056,1320
155.081,1023
155.106,703
155.131,649
155.156,866
155.181,1034
155.206,827
155.231,249
155.256,-409
155.281,-899
155.306,-1235
155.331,-1554
155.356,-1842
155.381,-1912
155.406,-1645
155.431,-1184
155.456,-808
155.481,-631
155.506,-494
155.531,-167
155.556,373
155.581,928
155.606,1307
155.631,1514
155.656,1684
155.681,1866
155.706,1930
155.731,1686
155.756,1070
155.781,210
155.806,-658
155.831,-1317
155.856,-1637
155.881,-1611
155.906,-1348
155.931,-1030
155.956,-796
155.981,-654
156.006,-494
156.031,-214
156.056,171
156.081,546
156.106,812
156.131,980
156.156,1135
156.181,1341
156.206,1583
156.231,1798
156.256,1940
156.281,1991
156.306,1945
156.331,1791
156.356,1508
156.381,1084
156.406,520
156.431,-151
156.456,-841
156.481,-1409
156.506,-1732
156.531,-1776
156.556,-1615
156.581,-1357
156.606,-1049
156.631,-676
156.656,-233
156.681,218
156.706,589
156.731,852
156.756,1081
156.781,1358
156.806,1672
156.831,1905
156.856,1961
156.881,1868
156.906,1754
156.931,1698
156.956,1619
156.981,1336
157.006,747
157.031,-44
157.056,-777
157.081,-1213
157.106,-1284
157.131,-1091
157.156,-781
157.181,-446
157.206,-106
157.231,230
157.256,529
157.281,751
157.306,899
157.331,1026
157.356,1184
157.381,1357
157.406,1433
157.431,1252
157.456,708
157.481,-143
157.506,-1053
157.531,-1674
157.556,-1756
157.581,-1315
157.606,-622
157.631,-17
157.656,319
157.681,430
157.706,437
157.731,367
157.756,130
157.781,-323
157.806,-861
157.831,-1218
157.856,-1207
157.881,-862
157.906,-386
157.931,39
157.956,373
157.981,665
158.006,954
158.031,1234
158.056,1496
158.081,1738
158.106,1892
158.131,1789
158.156,1261
158.181,336
158.206,-682
158.231,-1383
158.256,-1520
158.281,-1174
158.306,-636
158.331,-166
158.356,159
158.381,405
158.406,621
158.431,758
158.456,701
158.481,381
158.506,-149
158.531,-709
158.556,-1069
158.581,-1073
158.606,-743
158.631,-261
158.656,174
158.681,502
158.706,816
158.731,1229
158.756,1721
158.781,2150
158.806,2403
158.831,2505
158.856,2536
158.881,2460
158.906,2098
158.931,1324
158.956,289
158.981,-605
159.006,-1013
159.031,-919
159.056,-627
159.081,-457
159.106,-489
159.131,-587
159.156,-646
159.181,-730
159.206,-955
159.231,-1274
159.256,-1445
159.281,-1243
159.306,-694
159.331,-60
159.356,404
159.381,663
159.406,861
159.431,1125
159.456,1428
159.481,1668
159.506,1801
159.531,1854
159.556,1799
159.581,1497
159.606,832
159.631,-78
159.656,-881
159.681,-1235
159.706,-1104
159.731,-759
159.756,-503
159.781,-410
159.806,-347
159.831,-220
159.856,-130
159.881,-261
159.906,-637
159.931,-1057
159.956,-1265
159.981,-1159
160.006,-811
160.031,-335
160.056,199
160.081,729
160.106,1151
160.131,1417
160.156,1639
160.181,2022
160.206,2602
160.231,3084
160.256,3032
160.281,2285
160.306,1174
160.331,281
160.356,-39
160.381,105
160.406,346
160.431,422
160.456,333
160.481,181
160.506,-10
160.531,-277
160.556,-577
160.581,-763
160.606,-748
160.631,-617
160.656,-536
160.681,-548
160.706,-526
160.731,-370
160.756,-190
160.781,-226
160.806,-567
160.831,-1000
160.856,-1177
160.881,-940
160.906,-453
160.931,-12
160.956,230
160.981,331
161.006,383
161.031,369
161.056,218
161.081,-15
161.106,-122
161.131,76
161.156,525
161.181,955
161.206,1153
161.231,1180
161.256,1301
161.281,1670
161.306,2114
161.331,2251
161.356,1843
161.381,1044
161.406,281
161.431,-99
161.456,-79
161.481,109
161.506,255
161.531,332
161.556,408
161.581,460
161.606,364
161.631,68
161.656,-264
161.681,-359
161.706,-103
161.731,337
161.756,698
161.781,903
161.806,1128
161.831,1541
161.856,2020
161.881,2182
161.906,1741
161.931,817
161.956,-130
161.981,-686
162.006,-785
162.031,-658
162.056,-550
162.081,-527
162.106,-543
162.131,-590
162.156,-715
162.181,-897
162.206,-1003
162.231,-927
162.256,-744
162.281,-651
162.306,-715
162.331,-744
162.356,-477
162.381,82
162.406,585
162.431,637
162.456,196
162.481,-372
162.506,-662
162.531,-587
162.556,-396
162.581,-345
162.606,-446
162.631,-539
162.656,-537
162.681,-511
162.706,-523
162.731,-483
162.756,-238
162.781,212
162.806,674
162.831,965
162.856,1123
162.881,1348
162.906,1753
162.931,2248
162.956,2695
162.981,3097
163.006,3532
163.031,3912
163.056,3910
163.081,3258
163.106,2101
163.131,993
163.156,459
163.181,574
163.206,984
163.231,1287
163.256,1334
163.281,1182
163.306,876
163.331,415
163.356,-94
163.381,-385
163.406,-238
163.431,249
163.456,711
163.481,866
163.506,765
163.531,652
163.556,614
163.581,457
163.606,-28
163.631,-766
163.656,-1426
163.681,-1786
163.706,-1965
163.731,-2264
163.756,-2807
163.781,-3420
163.806,-3867
163.831,-4149
163.856,-4480
163.881,-5001
163.906,-5564
163.931,-5860
163.956,-5740
163.981,-5369
164.006,-5053
164.031,-4923
164.056,-4770
164.081,-4182
164.106,-2863
164.131,-879
164.156,1309
164.181,3088
164.206,4027
164.231,4136
164.256,3825
164.281,3619
164.306,3836
164.331,4485
164.356,5392
164.381,6360
164.406,7182
164.431,7585
164.456,7302
164.481,6306
164.506,4976
164.531,3927
164.556,3596
164.581,3937
164.606,4551
164.631,5084
164.656,5467
164.681,5768
164.706,5850
164.731,5302
164.756,3785
164.781,1486
164.806,-829
164.831,-2307
164.856,-2641
164.881,-2291
164.906,-2091
164.931,-2557
164.956,-3500
164.981,-4256
165.006,-4283
165.031,-3613
165.056,-2770
165.081,-2278
165.106,-2250
165.131,-2403
165.156,-2437
165.181,-2367
165.206,-2463
165.231,-2922
165.256,-3613
165.281,-4180
165.306,-4370
165.331,-4218
165.356,-3928
165.381,-3599
165.406,-3111
165.431,-2295
165.456,-1178
165.481,-31
165.506,818
165.531,1240
165.556,1360
165.581,1418
165.606,1556
165.631,1749
165.656,1885
165.681,1911
165.706,1879
165.731,1885
165.756,1967
165.781,2069
165.806,2114
165.831,2087
165.856,2042
165.881,2029
165.906,2035
165.931,2007
165.956,1939
165.981,1897
166.006,1929
166.031,1969
166.056,1845
166.081,1432
166.106,776
166.131,75
166.156,-475
166.181,-808
166.206,-962
166.231,-996
166.256,-937
166.281,-805
166.306,-640
166.331,-477
166.356,-315
166.381,-140
166.406,30
166.431,151
166.456,218
166.481,300
166.506,463
166.531,684
166.556,875
166.581,1016
166.606,1214
166.631,1560
166.656,1936
166.681,2015
166.706,1523
166.731,521
166.756,-588
166.781,-1336
166.806,-1488
166.831,-1126
166.856,-539
166.881,-55
166.906,81
166.931,-157
166.956,-527
166.981,-629
167.006,-217
167.031,578
167.056,1376
167.081,1931
167.106,2358
167.131,2892
167.156,3466
167.181,3644
167.206,3077
167.231,1982
167.256,1062
167.281,884
167.306,1377
167.331,1983
167.356,2253
167.381,2199
167.406,2077
167.431,1976
167.456,1759
167.481,1367
167.506,999
167.531,869
167.556,846
167.581,517
167.606,-316
167.631,-1304
167.656,-1830
167.681,-1680
167.706,-1343
167.731,-1564
167.756,-2628
167.781,-4096
167.806,-5256
167.831,-5769
167.856,-5869
167.881,-5998
167.906,-6354
167.931,-6800
167.956,-7126
167.981,-7300
168.006,-7421
168.031,-7496
168.056,-7309
168.081,-6562
168.106,-5139
168.131,-3209
168.156,-1064
168.181,1133
168.206,3418
168.231,5782
168.256,7890
168.281,9102
168.306,8926
168.331,7521
168.356,5747
168.381,4597
168.406,4501
168.431,5126
168.456,5815
168.481,6169
168.506,6189
168.531,5947
168.556,5302
168.581,4057
168.606,2356
168.631,754
168.656,-200
168.681,-434
168.706,-347
168.731,-339
168.756,-430
168.781,-366
168.806,-11
168.831,473
168.856,836
168.881,966
168.906,856
168.931,421
168.956,-454
168.981,-1592
169.006,-2373
169.031,-2122
169.056,-738
169.081,1134
169.106,2628
169.131,3343
169.156,3464
169.181,3245
169.206,2569
169.231,1150
169.256,-869
169.281,-2758
169.306,-3752
169.331,-3764
169.356,-3393
169.381,-3215
169.406,-3184
169.431,-2860
169.456,-2152
169.481,-1648
169.506,-2033
169.531,-3221
169.556,-4204
169.581,-3878
169.606,-2027
169.631,518
169.656,2637
169.681,3776
169.706,4108
169.731,4003
169.756,3522
169.781,2470
169.806,824
169.831,-1010
169.856,-2434
169.881,-3099
169.906,-3115
169.931,-2831
169.956,-2447
169.981,-1871
170.006,-947
170.031,188
170.056,1023
170.081,1030
170.106,193
170.131,-796
170.156,-971
170.181,148
170.206,2141
170.231,4015
170.256,5029
170.281,5221
170.306,5162
170.331,5241
170.356,5247
170.381,4654
170.406,3240
170.431,1366
170.456,-328
170.481,-1428
170.506,-1909
170.531,-1936
170.556,-1632
170.581,-1094
170.606,-491
170.631,-15
170.656,281
170.681,491
170.706,628
170.731,489
170.756,-126
170.781,-1029
170.806,-1599
170.831,-1276
170.856,-127
170.881,1163
170.906,1906
170.931,1986
170.956,1784
170.981,1601
171.006,1280
171.031,469
171.056,-823
171.081,-2090
171.106,-2759
171.131,-2715
171.156,-2315
171.181,-1937
171.206,-1626
171.231,-1197
171.256,-590
171.281,15
171.306,413
171.331,571
171.356,555
171.381,326
171.406,-218
171.431,-959
171.456,-1433
171.481,-1154
171.506,-101
171.531,1186
171.556,2083
171.581,2416
171.606,2469
171.631,2491
171.656,2320
171.681,1594
171.706,307
171.731,-1011
171.756,-1727
171.781,-1682
171.806,-1255
171.831,-872
171.856,-582
171.881,-191
171.906,266
171.931,393
171.956,-141
171.981,-1084
172.006,-1679
172.031,-1331
172.056,-173
172.081,1083
172.106,1828
172.131,2029
172.156,2054
172.181,2121
172.206,2033
172.231,1459
172.256,378
172.281,-815
172.306,-1643
172.331,-1923
172.356,-1833
172.381,-1666
172.406,-1569
172.431,-1469
172.456,-1200
172.481,-684
172.506,-36
172.531,458
172.556,535
172.581,180
172.606,-272
172.631,-333
172.656,261
172.681,1319
172.706,2355
172.731,2988
172.756,3190
172.781,3144
172.806,2935
172.831,2451
172.856,1608
172.881,601
172.906,-150
172.931,-349
172.956,-63
172.981,379
173.006,730
173.031,1008
173.056,1378
173.081,1878
173.106,2334
173.131,2518
173.156,2363
173.181,2011
173.206,1675
173.231,1485
173.256,1426
173.281,1379
173.306,1179
173.331,680
173.356,-154
173.381,-1190
173.406,-2156
173.431,-2792
173.456,-3004
173.481,-2892
173.506,-2631
173.531,-2333
173.556,-2013
173.581,-1660
173.606,-1299
173.631,-964
173.656,-629
173.681,-213
173.706,310
173.731,822
173.756,1094
173.781,962
173.806,486
173.831,-72
173.856,-443
173.881,-526
173.906,-416
173.931,-264
173.956,-134
173.981,-10
174.006,99
174.031,115
174.056,-36
174.081,-286
174.106,-431
174.131,-299
174.156,76
174.181,489
174.206,765
174.231,933
174.256,1159
174.281,1502
174.306,1792
174.331,1765
174.356,1350
174.381,781
174.406,409
174.431,391
174.456,566
174.481,627
174.506,399
174.531,-53
174.556,-551
174.581,-961
174.606,-1219
174.631,-1246
174.656,-928
174.681,-232
174.706,674
174.731,1486
174.756,1992
174.781,2235
174.806,2431
174.831,2697
174.856,2872
174.881,2632
174.906,1809
174.931,593
174.956,-555
174.981,-1234
175.006,-1361
175.031,-1172
175.056,-994
175.081,-999
175.106,-1134
175.131,-1246
175.156,-1247
175.181,-1173
175.206,-1094
175.231,-997
175.256,-774
175.281,-344
175.306,224
175.331,734
175.356,1044
175.381,1218
175.406,1461
175.431,1876
175.456,2287
175.481,2351
175.506,1887
175.531,1078
175.556,332
175.581,-68
175.606,-176
175.631,-240
175.656,-401
175.681,-570
175.706,-595
175.731,-480
175.756,-389
175.781,-415
175.806,-445
175.831,-275
175.856,127
175.881,553
175.906,768
175.931,773
175.956,796
175.981,1021
176.006,1353
176.031,1492
176.056,1227
176.081,649
176.106,56
176.131,-313
176.156,-433
176.181,-425
176.206,-387
176.231,-330
176.256,-239
176.281,-145
176.306,-112
176.331,-152
176.356,-207
176.381,-198
176.406,-95
176.431,66
176.456,229
176.481,344
176.506,392
176.531,397
176.556,434
176.581,610
176.606,979
176.631,1465
176.656,1867
176.681,1978
176.706,1731
176.731,1233
176.756,682
176.781,238
176.806,-44
176.831,-184
176.856,-214
176.881,-166
176.906,-77
176.931,4
176.956,48
176.981,59
177.006,64
177.031,71
177.056,70
177.081,64
177.106,81
177.131,147
177.156,239
177.181,281
177.206,211
177.231,45
177.256,-141
177.281,-284
177.306,-381
177.331,-463
177.356,-529
177.381,-547
177.406,-508
177.431,-469
177.456,-493
177.481,-562
177.506,-575
177.531,-451
177.556,-224
177.581,-2
177.606,159
177.631,338
177.656,639
177.681,1059
177.706,1465
177.731,1748
177.756,1954
177.781,2216
177.806,2555
177.831,2784
177.856,2666
177.881,2153
177.906,1448
177.931,806
177.956,314
177.981,-130
178.006,-624
178.031,-1109
178.056,-1441
178.081,-1571
178.106,-1604
178.131,-1674
178.156,-1790
178.181,-1846
178.206,-1765
178.231,-1584
178.256,-1393
178.281,-1223
178.306,-1034
178.331,-803
178.356,-558
178.381,-311
178.406,9
178.431,513
178.456,1207
178.481,1952
178.506,2591
178.531,3109
178.556,3611
178.581,4137
178.606,4520
178.631,4477
178.656,3863
178.681,2832
178.706,1728
178.731,838
178.756,237
178.781,-160
178.806,-453
178.831,-671
178.856,-819
178.881,-940
178.906,-1108
178.931,-1357
178.956,-1639
178.981,-1852
179.006,-1916
179.031,-1843
179.056,-1727
179.081,-1653
179.106,-1582
179.131,-1331
179.156,-714
179.181,227
179.206,1131
179.231,1521
179.256,1205
179.281,512
179.306,82
179.331,349
179.356,1157
179.381,1896
179.406,2024
179.431,1493
179.456,700
179.481,60
179.506,-334
179.531,-661
179.556,-1044
179.581,-1368
179.606,-1421
179.631,-1167
179.656,-800
179.681,-522
179.706,-283
179.731,176
179.756,1024
179.781,2077
179.806,2875
179.831,3040
179.856,2573
179.881,1822
179.906,1173
179.931,764
179.956,473
179.981,129
180.006,-289
180.031,-657
180.056,-851
180.081,-880
180.106,-858
180.131,-885
180.156,-956
180.181,-986
180.206,-892
180.231,-652
180.256,-299
180.281,112
180.306,521
180.331,864
180.356,1072
180.381,1084
180.406,865
180.431,423
180.456,-172
180.481,-771
180.506,-1166
180.531,-1187
180.556,-817
180.581,-225
180.606,338
180.631,716
180.656,926
180.681,1086
180.706,1270
180.731,1439
180.756,1505
180.781,1446
180.806,1334
180.831,1250
180.856,1204
180.881,1143
180.906,1034
180.931,905
180.956,806
180.981,751
181.006,709
181.031,658
181.056,614
181.081,597
181.106,594
181.131,577
181.156,554
181.181,571
181.206,629
181.231,618
181.256,384
181.281,-125
181.306,-786
181.331,-1395
181.356,-1846
181.381,-2199
181.406,-2556
181.431,-2902
181.456,-3099
181.481,-3043
181.506,-2794
181.531,-2517
181.556,-2300
181.581,-2047
181.606,-1562
181.631,-722
181.656,427
181.681,1732
181.706,3031
181.731,4194
181.756,5093
181.781,5600
181.806,5640
181.831,5245
181.856,4541
181.881,3681
181.906,2798
181.931,1986
181.956,1307
181.981,767
182.006,320
182.031,-93
182.056,-482
182.081,-803
182.106,-1016
182.131,-1141
182.156,-1228
182.181,-1292
182.206,-1299
182.231,-1231
182.256,-1143
182.281,-1110
182.306,-1121
182.331,-1078
182.356,-929
182.381,-789
182.406,-881
182.431,-1305
182.456,-1894
182.481,-2324
182.506,-2398
182.531,-2197
182.556,-1953
182.581,-1788
182.606,-1614
182.631,-1278
182.656,-762
182.681,-212
182.706,229
182.731,570
182.756,950
182.781,1492
182.806,2205
182.831,2999
182.856,3758
182.881,4362
182.906,4681
182.931,4592
182.956,4051
182.981,3146
183.006,2067
183.031,1034
183.056,226
183.081,-251
183.106,-400
183.131,-340
183.156,-263
183.181,-301
183.206,-424
183.231,-464
183.256,-284
183.281,72
183.306,400
183.331,508
183.356,378
183.381,171
183.406,77
183.431,178
183.456,410
183.481,608
183.506,588
183.531,237
183.556,-411
183.581,-1153
183.606,-1707
183.631,-1893
183.656,-1742
183.681,-1438
183.706,-1147
183.731,-905
183.756,-672
183.781,-454
183.806,-314
183.831,-277
183.856,-247
183.881,-88
183.906,233
183.931,617
183.956,952
183.981,1245
184.006,1567
184.031,1869
184.056,1930
184.081,1542
184.106,780
184.131,23
184.156,-322
184.181,-169
184.206,215
184.231,478
184.256,492
184.281,391
184.306,355
184.331,409
184.356,436
184.381,361
184.406,252
184.431,239
184.456,366
184.481,546
184.506,648
184.531,608
184.556,453
184.581,248
184.606,57
184.631,-63
184.656,-76
184.681,6
184.706,114
184.731,168
184.756,150
184.781,112
184.806,105
184.831,121
184.856,104
184.881,38
184.906,-27
184.931,-33
184.956,17
184.981,77
185.006,133
185.031,233
185.056,411
185.081,598
185.106,661
185.131,553
185.156,396
185.181,369
185.206,502
185.231,615
185.256,492
185.281,127
185.306,-234
185.331,-319
