df_hash,22ZHK4.02YP5X
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.LGCH
person_label,V27
date_time_start,2025-08-06_10-40-12.534000_+03
date_time_start_unix,1754458812.534
date_time_end,2025-08-06_10-48-57.375000_+03
length_difference_noticed,no

time,temperature
4.460,30.219
5.451,30.234
6.453,30.234
7.428,30.250
8.452,30.328
9.426,30.375
10.505,30.391
11.475,30.422
12.482,30.438
13.425,30.453
14.597,30.484
15.469,30.547
16.447,30.641
17.522,30.688
18.446,30.656
19.421,30.656
20.445,30.641
21.425,30.656
22.444,30.672
23.419,30.688
24.444,30.719
25.567,30.703
26.442,30.688
27.417,30.656
28.638,30.703
29.427,30.703
30.493,30.766
31.520,30.812
32.499,30.812
33.414,30.828
34.437,30.844
35.412,30.875
36.436,30.906
37.411,30.984
38.435,31.047
39.431,31.062
40.434,31.047
41.509,31.031
42.433,31.016
43.408,31.062
44.432,31.125
45.553,31.109
46.431,31.141
47.407,31.125
48.432,31.094
49.404,31.125
50.434,31.141
51.698,31.156
52.427,31.203
53.451,31.156
54.467,31.172
55.696,31.188
56.528,31.219
57.449,31.266
58.424,31.297
59.447,31.375
60.436,31.422
61.448,31.469
62.423,31.484
63.445,31.562
64.421,31.594
65.444,31.656
66.568,31.688
67.443,31.688
68.612,31.719
69.442,31.641
70.416,31.641
71.441,31.625
72.415,31.656
73.439,31.656
74.414,31.656
75.439,31.672
76.412,31.672
77.436,31.688
78.461,31.703
79.455,31.766
80.408,31.812
81.432,31.875
82.407,31.875
83.431,31.875
84.427,31.891
85.428,31.906
86.404,31.938
87.428,31.953
88.402,31.938
89.428,31.938
90.400,31.953
91.426,31.938
92.399,31.938
93.422,31.984
94.400,32.031
95.420,32.031
96.493,32.000
97.419,32.031
98.394,32.031
99.418,32.062
100.441,32.062
101.416,32.062
102.440,32.094
103.414,32.094
104.438,32.062
105.413,32.094
106.440,32.031
107.412,32.000
108.435,32.062
109.414,32.062
110.433,32.125
111.409,32.156
112.441,32.156
113.456,32.156
114.430,32.219
115.405,32.219
116.429,32.312
117.696,32.375
118.429,32.344
119.403,32.312
120.461,32.281
121.596,32.312
122.425,32.344
123.400,32.375
124.436,32.375
125.398,32.375
126.422,32.375
127.397,32.375
128.422,32.406
129.396,32.438
130.419,32.438
131.453,32.438
132.418,32.469
133.393,32.469
134.614,32.438
135.400,32.469
136.415,32.500
137.408,32.531
138.414,32.531
139.389,32.562
140.412,32.562
141.387,32.594
142.412,32.594
143.386,32.594
144.409,32.625
145.582,32.625
146.424,32.625
147.486,32.594
148.407,32.625
149.430,32.625
150.405,32.656
151.526,32.625
152.408,32.656
153.427,32.656
154.408,32.688
155.480,32.688
156.552,32.688
157.425,32.719
158.400,32.719
159.424,32.750
160.398,32.750
161.442,32.781
162.397,32.781
163.430,32.812
164.396,32.812
165.419,32.844
166.395,32.875
167.418,32.875
168.393,32.906
169.417,32.875
170.589,32.906
171.416,32.875
172.391,32.906
173.414,32.906
174.389,32.938
175.412,32.906
176.388,32.906
177.412,32.906
178.387,32.938
179.411,32.938
180.385,32.969
181.428,33.000
182.384,33.031
183.408,33.031
184.580,33.031
185.406,33.094
186.381,33.094
187.405,33.125
188.380,33.094
189.406,33.125
190.379,33.125
191.402,33.125
192.394,33.125
193.404,33.156
194.376,33.188
195.439,33.156
196.375,33.188
197.399,33.188
198.491,33.188
199.399,33.156
200.421,33.156
201.396,33.156
202.488,33.094
203.398,33.062
204.418,33.094
205.393,33.094
206.417,33.094
207.395,33.125
208.416,33.344
209.391,33.406
210.415,33.469
211.390,33.469
212.413,33.625
213.388,33.719
214.415,33.781
215.393,33.875
216.411,33.906
217.491,33.938
218.410,33.844
219.396,33.844
220.408,33.812
221.383,33.875
222.508,33.875
223.408,33.875
224.406,33.875
225.381,33.875
226.421,33.875
227.379,33.875
228.403,33.875
229.378,33.938
230.432,34.000
231.377,34.000
232.421,34.031
233.375,34.062
234.399,34.125
235.374,34.156
236.398,34.156
237.422,34.156
238.410,34.156
239.372,34.188
240.395,34.156
241.371,34.188
242.394,34.219
243.394,34.219
244.393,34.250
245.368,34.250
246.396,34.281
247.415,34.375
248.391,34.375
249.414,34.375
250.389,34.375
251.413,34.406
252.388,34.438
253.412,34.469
254.387,34.500
255.411,34.500
256.385,34.500
257.411,34.500
258.404,34.531
259.408,34.531
260.383,34.562
261.406,34.562
262.432,34.562
263.405,34.531
264.382,34.500
265.411,34.531
266.379,34.562
267.402,34.562
268.624,34.594
269.402,34.625
270.377,34.656
271.400,34.688
272.402,34.719
273.399,34.781
274.382,34.812
275.398,34.844
276.431,34.812
277.403,34.781
278.372,34.781
279.396,34.812
280.371,34.781
281.394,34.750
282.418,34.750
283.539,34.719
284.370,34.688
285.392,34.719
286.416,34.812
287.490,34.781
288.368,34.781
289.389,34.781
290.462,34.781
291.390,34.812
292.363,34.812
293.432,34.812
294.775,34.812
295.386,34.781
296.413,34.750
297.384,34.844
298.408,34.875
299.383,34.875
300.412,34.906
301.579,34.906
302.427,34.969
303.773,34.969
304.405,35.000
305.379,35.031
306.441,35.000
307.379,34.969
308.405,35.000
309.377,35.000
310.404,35.031
311.376,35.031
312.399,35.000
313.817,34.969
314.398,34.938
315.373,34.969
316.397,35.000
317.407,35.000
