Time (s),Resistance (Ω),Stage
1,36534.09,Calibration
2,36853.55,Calibration
3,36907.21,Calibration
4,37671.71,Calibration
5,38063.38,Calibration
6,38290.09,Calibration
7,36746.57,Calibration
8,38119.86,Calibration
9,37395.84,Calibration
10,38808.1,Calibration
11,38461.54,Calibration
12,38233.21,Calibration
13,39100.72,Calibration
14,38119.86,Calibration
15,38404.25,Calibration
16,39939.02,Calibration
17,37894.73,Calibration
18,38119.86,Calibration
19,39277.98,Calibration
20,38634.2,Normal
21,39218.75,Normal
22,38119.86,Normal
23,39337.35,Normal
24,39516.32,Normal
25,38924.73,Normal
26,39218.75,Normal
27,39159.66,Normal
28,37450.75,Normal
29,38692.04,Normal
30,38576.51,Normal
31,37177.42,Normal
32,38808.1,Normal
33,37177.42,Normal
34,36800,Normal
35,36587.03,Normal
36,38461.54,Normal
37,38576.51,Normal
38,38290.09,Normal
39,38461.54,Normal
40,36693.27,Normal
41,38290.09,Normal
42,38347.11,Normal
43,36853.55,Normal
44,38233.21,Normal
45,38063.38,Normal
46,37560.98,Normal
47,37894.73,Normal
48,36481.27,Normal
49,37727.27,Normal
50,38119.86,Normal
51,37727.27,Normal
52,37123.13,Normal
53,36375.99,Normal
54,36693.27,Normal
55,35959.6,Normal
56,35959.6,Normal
57,37560.98,Normal
58,37560.98,Normal
59,35959.6,Normal
60,37341.04,Normal
61,36166.86,Normal
62,38007.04,Normal
63,37341.04,Normal
64,37505.8,Normal
65,35703.12,Normal
66,36800,Normal
67,36323.53,Normal
68,36428.57,Normal
69,37671.71,Normal
70,38404.25,Normal
71,38461.54,Normal
72,38290.09,Normal
73,36907.21,Normal
74,36218.96,Normal
75,37341.04,Normal
76,37341.04,Normal
77,37014.92,Normal
78,36640.09,Normal
79,37671.71,Normal
80,37123.13,Normal
81,37727.27,Normal
82,37950.82,Normal
83,37950.82,Normal
84,36218.96,Normal
86,36800,Normal
87,35754.19,Normal
89,37894.73,Normal
90,36800,Normal
90,37782.96,Normal
92,36218.96,Normal
94,37450.75,Normal
95,37560.98,Normal
95,37838.79,Normal
95,35959.6,Normal
96,35754.19,Normal
97,36800,Normal
98,36587.03,Normal
99,37286.37,Normal
100,37671.71,Normal
101,36481.27,Normal
102,36481.27,Normal
103,36166.86,Normal
104,37068.97,Normal
105,37894.73,Normal
106,35959.6,Normal
107,36062.99,Normal
108,37560.98,Normal
109,37014.92,Normal
110,35754.19,Normal
111,37286.37,Normal
112,37671.71,Normal
113,35652.18,Normal
114,35601.34,Normal
115,37123.13,Normal
116,37068.97,Normal
117,37123.13,Normal
118,37014.92,Normal
119,35754.19,Normal
120,37123.13,Normal
121,37286.37,Normal
122,37068.97,Normal
123,37395.84,Normal
124,35959.6,Normal
125,36166.86,Normal
126,37395.84,Normal
127,36271.19,Normal
128,35805.37,Normal
129,37123.13,Normal
130,36640.09,Normal
131,36166.86,Normal
132,36166.86,Normal
133,37231.83,Normal
134,37950.82,Normal
135,37560.98,Normal
136,37727.27,Normal
137,36428.57,Normal
138,37286.37,Normal
139,36907.21,Normal
140,37068.97,Normal
141,37014.92,Normal
142,35248.62,Normal
143,35449.5,Normal
144,36640.09,Normal
145,36218.96,Normal
146,36587.03,Normal
147,35754.19,Normal
148,36640.09,Normal
151,37123.13,Normal
151,35703.12,Normal
149,36534.09,Normal
152,36746.57,Normal
153,36853.55,Normal
154,36693.27,Normal
155,36534.09,Normal
156,36218.96,Normal
157,36534.09,Normal
158,36166.86,Normal
159,36534.09,Normal
160,35856.66,Normal
161,36218.96,Normal
162,35000,Normal
163,34656.49,Normal
164,35805.37,Normal
165,36166.86,Normal
166,34607.84,Normal
167,34559.3,Normal
168,35703.12,Normal
169,36062.99,Normal
170,35959.6,Normal
171,36166.86,Normal
172,36166.86,Normal
173,36166.86,Normal
174,36011.24,Normal
175,36375.99,Normal
176,34852.14,Normal
177,36062.99,Normal
178,35550.61,Normal
179,35805.37,Normal
180,36062.99,Normal
181,36375.99,Normal
182,36375.99,Normal
183,36375.99,Normal
184,35500,Normal
185,35908.07,Normal
186,36218.96,Normal
187,36481.27,Normal
188,34901.31,Normal
189,35049.5,Normal
190,36534.09,Normal
191,34901.31,Normal
192,36271.19,Normal
193,36271.19,Normal
194,36375.99,Normal
195,34950.61,Normal
196,36534.09,Normal
197,36534.09,Normal
198,35805.37,Normal
199,35099.12,Normal
200,36323.53,Normal
201,35703.12,Normal
202,34803.06,Normal
203,35703.12,Normal
204,34901.31,Normal
206,35652.18,Normal
207,35703.12,Normal
209,35959.6,Normal
209,36011.24,Normal
210,34754.1,Normal
211,35754.19,Normal
212,35805.37,Normal
213,35856.66,Normal
214,34127.16,Normal
215,35703.12,Normal
216,34414.32,Normal
219,34607.84,Normal
219,35198.68,Normal
217,34705.24,Normal
220,34852.14,Normal
221,33843.68,Normal
222,34950.61,Normal
223,35550.61,Normal
224,34462.54,Normal
225,35000,Normal
228,34901.31,Normal
226,34901.31,Normal
229,35348.84,Normal
230,33843.68,Normal
231,35348.84,Normal
232,35198.68,Normal
233,35148.84,Normal
234,35601.34,Normal
235,34270.27,Normal
236,35601.34,Normal
237,35601.34,Normal
238,34559.3,Normal
239,35703.12,Normal
240,35449.5,Normal
241,33796.79,Normal
242,34656.49,Normal
243,38119.86,Normal
244,34079.66,Normal
245,36534.09,Normal
246,37560.98,Normal
247,38576.51,Normal
248,39218.75,Normal
249,39396.86,Normal
250,39159.66,Normal
251,78064.52,Normal
252,75669.46,Normal
253,76575.05,Normal
254,79021.74,Normal
255,79215.69,Normal
