df_hash,22ZHK4.YPQ43H
318.957,35.250
319.887,35.281
320.816,35.281
321.834,35.250
322.960,35.281
323.833,35.281
324.808,35.250
325.832,35.250
326.807,35.281
327.831,35.250
328.806,35.250
329.843,35.219
330.804,35.219
331.828,35.219
332.852,35.250
333.884,35.188
334.802,35.188
335.826,35.219
336.852,35.188
337.825,35.219
338.853,35.219
339.823,35.250
340.848,35.219
341.822,35.250
342.846,35.250
344.015,35.312
344.866,35.375
345.820,35.375
346.843,35.375
348.113,35.406
348.846,35.469
349.817,35.500
350.841,35.500
351.816,35.469
352.840,35.469
353.815,35.438
354.849,35.375
355.814,35.375
356.837,35.344
357.813,35.344
358.838,35.281
359.811,35.281
360.835,35.281
361.885,35.250
362.834,35.250
363.809,35.219
364.842,35.250
365.808,35.219
366.863,35.250
367.806,35.250
368.976,35.250
369.810,35.281
370.834,35.281
371.804,35.312
372.837,35.344
373.951,35.375
374.836,35.344
375.899,35.406
376.825,35.375
377.806,35.375
378.830,35.406
379.945,35.406
380.823,35.406
381.809,35.406
382.822,35.375
383.894,35.406
384.821,35.406
385.893,35.375
386.845,35.375
387.843,35.375
388.818,35.375
390.082,35.250
390.817,35.250
391.841,35.219
392.817,35.250
394.086,35.250
394.834,35.250
395.838,35.281
396.813,35.250
397.836,35.250
398.812,35.250
399.836,35.375
400.848,35.375
401.840,35.375
402.809,35.438
403.833,35.406
404.857,35.406
405.832,35.406
406.807,35.406
407.830,35.438
408.952,35.438
409.830,35.406
410.805,35.375
411.828,35.406
412.803,35.406
413.885,35.375
414.802,35.375
415.826,35.406
416.801,35.438
417.825,35.406
418.800,35.406
419.823,35.406
420.798,35.469
421.875,35.406
422.797,35.406
424.018,35.406
424.799,35.406
425.820,35.375
426.860,35.344
427.818,35.375
428.797,35.375
429.820,35.375
430.797,35.312
431.816,35.344
432.791,35.375
433.843,35.375
434.838,35.375
435.814,35.406
436.837,35.375
437.829,35.344
438.837,35.375
440.054,35.375
440.835,35.406
441.813,35.438
442.834,35.469
443.812,35.469
444.832,35.594
445.807,35.625
446.831,35.656
447.806,35.688
448.830,35.688
449.805,35.688
450.884,35.656
451.843,35.656
452.827,35.625
453.802,35.625
454.826,35.500
455.801,35.500
456.849,35.531
457.800,35.531
458.824,35.531
460.042,35.562
460.822,35.531
461.819,35.531
462.821,35.531
463.804,35.531
464.920,35.562
465.989,35.562
466.819,35.562
467.843,35.594
468.817,35.594
469.841,35.594
470.816,35.625
471.791,35.625
472.815,35.656
473.790,35.625
474.911,35.625
475.791,35.562
476.813,35.469
477.787,35.375
478.821,35.250
479.935,35.125
480.810,35.031
482.094,34.875
482.809,34.750
483.877,34.594
484.808,34.406
485.833,34.250
486.806,34.156
487.830,34.031
488.805,33.938
489.828,33.844
490.867,33.750
