df_hash,22ZHK4.JCYLLW
137.650,1.017
137.680,1.013
137.710,1.011
137.740,1.011
137.770,1.014
137.800,1.015
137.830,1.013
137.860,1.014
137.890,1.016
137.920,1.011
137.950,1.019
137.980,1.016
138.010,1.019
138.040,1.013
138.070,1.012
138.100,1.014
138.130,1.015
138.160,1.014
138.190,1.014
138.220,1.018
138.250,1.006
138.280,1.014
138.310,1.015
138.340,1.014
138.370,1.009
138.400,1.017
138.430,1.016
138.460,1.017
138.490,1.012
138.520,1.015
138.550,1.013
138.580,1.013
138.610,1.015
138.640,1.015
138.670,1.014
138.700,1.015
138.730,1.018
138.760,1.012
138.790,1.013
138.820,1.010
138.850,1.010
138.880,1.013
138.910,1.013
138.940,1.016
138.970,1.014
139.000,1.011
139.030,1.011
139.060,1.013
139.090,1.015
139.120,1.013
139.150,1.016
139.180,1.020
139.210,1.013
139.240,1.020
139.270,1.015
139.300,1.009
139.330,1.011
139.360,1.013
139.390,1.011
139.420,1.012
139.450,1.012
139.480,1.013
139.510,1.012
139.540,1.014
139.570,1.014
139.600,1.017
139.630,1.014
139.660,1.014
139.690,1.017
139.720,1.012
139.750,1.012
139.780,1.016
139.810,1.017
139.840,1.016
139.870,1.014
139.900,1.012
139.930,1.015
139.960,1.012
139.990,1.012
140.020,1.010
140.050,1.016
140.080,1.012
140.110,1.016
140.140,1.013
140.170,1.011
140.200,1.013
140.230,1.016
140.260,1.014
140.290,1.011
140.320,1.012
140.350,1.015
140.380,1.016
140.410,1.013
140.440,1.016
140.470,1.014
140.500,1.013
140.530,1.012
140.560,1.012
140.590,1.013
140.620,1.016
140.650,1.018
140.680,1.015
140.710,1.014
140.740,1.014
140.770,1.016
140.800,1.013
140.830,1.014
140.860,1.014
140.890,1.021
140.920,1.009
140.950,1.016
140.980,1.016
141.010,1.012
141.040,1.013
141.070,1.014
141.100,1.015
141.130,1.013
141.160,1.013
141.190,1.016
141.220,1.012
141.250,1.014
141.280,1.015
141.310,1.016
141.340,1.015
141.370,1.013
141.400,1.016
141.430,1.013
141.460,1.015
141.490,1.009
141.520,1.010
141.550,1.018
141.580,1.010
141.610,1.018
141.640,1.014
141.670,1.008
141.700,1.010
141.730,1.014
141.760,1.017
141.790,1.020
141.820,1.019
141.850,1.024
141.880,1.010
141.910,1.015
141.940,1.034
141.970,1.034
142.000,1.017
142.030,1.025
142.060,1.016
142.090,1.015
142.120,1.030
142.150,1.028
142.180,1.000
142.210,0.997
142.240,1.006
142.270,0.996
142.300,1.003
142.330,1.013
142.360,1.020
142.390,1.018
142.420,1.013
142.450,1.008
142.480,1.009
142.510,1.006
142.540,0.993
142.570,1.003
142.600,1.015
142.630,1.007
142.660,1.006
142.690,0.997
142.720,0.991
142.750,1.006
142.780,1.004
142.810,0.986
142.840,1.003
142.870,1.007
142.900,1.004
142.930,1.000
142.960,1.001
142.990,0.995
143.020,0.988
143.050,0.991
143.080,0.984
143.110,0.990
143.140,0.990
143.170,1.006
143.200,1.004
143.230,1.002
143.260,1.005
143.290,1.001
143.320,1.013
143.350,1.003
143.380,1.004
143.410,1.005
143.440,1.011
143.470,1.000
143.500,1.007
143.530,0.998
143.560,1.009
143.590,0.991
143.620,0.983
143.650,0.997
143.680,1.012
143.710,1.012
143.740,1.000
143.770,0.998
143.800,1.010
143.830,1.020
143.860,0.993
143.890,1.004
143.920,1.008
143.950,0.997
143.980,1.001
144.010,1.006
144.040,0.998
144.070,1.007
144.100,1.003
144.130,0.998
144.160,0.999
144.190,1.005
144.220,0.997
144.250,1.004
144.280,1.002
144.310,1.006
144.340,1.001
144.370,1.014
144.400,1.005
144.430,1.009
144.460,0.989
144.490,0.999
144.520,1.000
144.550,1.005
144.580,1.016
144.610,1.000
144.640,1.000
144.670,0.997
144.700,1.015
144.730,1.004
144.760,0.999
144.790,1.004
144.820,1.002
144.850,1.006
144.880,0.997
144.910,0.992
144.940,1.000
144.970,0.995
145.000,0.989
145.030,0.992
145.060,0.986
145.090,0.996
145.120,1.000
145.150,0.979
145.180,0.985
145.210,1.002
145.240,1.002
145.270,1.001
145.300,1.012
145.330,1.010
145.360,1.007
145.390,1.015
145.420,1.018
145.450,1.020
145.480,1.013
145.510,1.015
145.540,1.024
145.570,1.013
145.600,1.007
145.630,1.019
145.660,1.017
145.690,1.009
145.720,1.001
145.750,1.010
145.780,1.005
145.810,1.002
145.840,1.009
145.870,0.998
145.900,1.005
145.930,1.014
145.960,1.013
145.990,1.010
146.020,1.012
146.050,1.007
146.080,1.020
146.110,1.017
146.140,1.019
146.170,1.021
146.200,1.024
146.230,1.012
146.260,1.015
146.290,1.006
146.320,1.005
146.350,1.003
146.380,1.006
146.410,1.011
146.440,1.015
146.470,1.008
146.500,1.011
146.530,1.012
146.560,1.013
146.590,1.008
146.620,1.014
146.650,1.009
146.680,1.001
146.710,1.008
146.740,1.014
146.770,1.006
146.800,1.005
146.830,1.015
146.860,1.015
146.890,1.014
146.920,1.016
146.950,1.016
146.980,1.014
147.010,1.015
147.040,1.023
147.070,1.018
147.100,1.013
147.130,1.014
147.160,1.005
147.190,1.001
147.220,1.007
147.250,1.014
147.280,1.009
147.310,1.008
147.340,1.006
147.370,1.012
147.400,1.011
147.430,1.012
147.460,1.011
147.490,1.016
147.520,1.018
147.550,1.013
147.580,1.013
147.610,1.009
147.640,1.009
147.670,1.011
147.700,1.015
147.730,1.017
147.760,1.022
147.790,1.015
147.820,1.013
147.850,1.014
147.880,1.009
147.910,1.004
147.940,1.012
147.970,1.005
148.000,1.008
148.030,1.012
148.060,1.022
148.090,1.011
148.120,1.009
148.150,1.009
148.180,1.012
148.210,1.008
148.240,1.013
148.270,1.007
148.300,1.017
148.330,1.007
148.360,1.013
148.390,1.011
148.420,1.012
148.450,1.011
148.480,1.013
148.510,1.012
148.540,1.014
148.570,1.016
148.600,1.013
148.630,1.011
148.660,1.011
148.690,1.011
148.720,1.016
148.750,1.010
148.780,1.003
148.810,1.011
148.840,1.017
148.870,1.011
148.900,1.014
148.930,1.009
148.960,1.003
148.990,1.011
149.020,1.015
149.050,1.010
149.080,1.008
149.110,1.009
149.140,1.018
149.170,1.011
149.200,1.015
149.230,1.014
149.260,1.011
149.290,1.011
149.320,1.010
149.350,1.010
149.380,1.013
149.410,1.016
149.440,1.010
149.470,1.010
149.500,1.010
149.530,1.014
149.560,1.012
149.590,1.015
149.620,1.016
149.650,1.013
149.680,1.015
149.710,1.013
149.740,1.012
149.770,1.012
149.800,1.014
149.830,1.012
149.860,1.009
149.890,1.007
149.920,1.007
149.950,1.009
149.980,1.012
150.010,1.015
150.040,1.015
150.070,1.008
150.100,1.016
150.130,1.015
150.160,1.011
150.190,1.013
150.220,1.009
150.250,1.007
150.280,1.009
150.310,1.008
150.340,1.014
150.370,1.010
150.400,1.010
150.430,1.012
150.460,1.014
150.490,1.014
150.520,1.009
150.550,1.014
150.580,1.010
150.610,1.005
150.640,0.999
150.670,1.005
150.700,1.013
150.730,1.018
150.760,1.023
150.790,1.015
150.820,1.008
150.850,1.010
150.880,1.008
150.910,1.016
150.940,1.017
150.970,1.017
151.000,1.006
151.030,1.012
151.060,1.011
151.090,1.008
151.120,1.005
151.150,1.008
151.180,1.008
151.210,1.013
151.240,1.014
151.270,1.014
151.300,1.015
151.330,1.018
151.360,1.015
151.390,1.011
151.420,1.014
151.450,1.010
151.480,1.015
151.510,1.012
151.540,1.009
151.570,1.010
151.600,1.011
151.630,1.016
151.660,1.021
151.690,1.011
151.720,1.006
151.750,1.008
151.780,1.012
151.810,1.011
151.840,1.015
151.870,1.008
151.900,1.012
151.930,1.011
151.960,1.016
151.990,1.010
152.020,1.010
152.050,1.015
152.080,1.016
152.110,1.005
152.140,1.010
152.170,1.015
152.200,1.012
152.230,1.014
152.260,1.008
152.290,1.006
152.320,1.015
152.350,1.011
152.380,1.012
152.410,1.011
152.440,1.010
152.470,1.014
152.500,1.013
152.530,1.012
152.560,1.006
152.590,1.012
152.620,1.013
152.650,1.018
152.680,1.017
152.710,1.019
152.740,1.021
152.770,1.010
152.800,1.014
152.830,1.012
152.860,1.007
152.890,1.004
152.920,1.011
152.950,1.009
152.980,1.006
153.010,1.014
153.040,1.011
153.070,1.013
153.100,1.015
153.130,1.013
153.160,1.016
153.190,1.012
153.220,1.016
153.250,1.012
153.280,1.006
153.310,1.006
153.340,1.005
153.370,1.013
153.400,1.010
153.430,1.012
153.460,1.012
153.490,1.010
153.520,1.011
153.550,1.010
153.580,1.010
153.610,1.012
153.640,1.012
153.670,1.012
153.700,1.017
153.730,1.017
153.760,1.014
153.790,1.011
153.820,1.008
153.850,1.015
153.880,1.012
153.910,1.015
153.940,1.011
153.970,1.012
154.000,1.013
154.030,1.011
154.060,1.016
154.090,1.011
154.120,1.011
154.150,1.012
154.180,1.017
154.210,1.011
154.240,1.010
154.270,1.009
154.300,1.009
154.330,1.011
154.360,1.009
154.390,1.017
154.420,1.015
154.450,1.010
154.480,1.010
154.510,1.015
154.540,1.018
154.570,1.015
154.600,1.014
154.630,1.021
154.660,1.007
154.690,1.011
154.720,1.014
154.750,1.012
154.780,1.012
154.810,1.010
154.840,1.012
154.870,1.013
154.900,1.013
154.930,1.014
154.960,1.013
154.990,1.011
155.020,1.015
155.050,1.015
155.080,1.018
155.110,1.012
155.140,1.008
155.170,1.013
155.200,1.015
155.230,1.015
155.260,1.006
155.290,1.004
155.320,1.013
155.350,1.010
155.380,1.018
155.410,1.010
155.440,1.010
155.470,1.016
155.500,1.015
155.530,1.012
155.560,1.018
155.590,1.007
155.620,1.014
155.650,1.013
155.680,1.013
155.710,1.012
155.740,1.010
155.770,1.013
155.800,1.012
155.830,1.012
155.860,1.013
155.890,1.010
155.920,1.009
155.950,1.012
155.980,1.010
156.010,1.011
156.040,1.013
156.070,1.010
156.100,1.010
156.130,1.017
156.160,1.008
156.190,1.012
156.220,1.009
156.250,1.010
156.280,1.013
156.310,1.018
156.340,1.010
156.370,1.010
156.400,1.008
156.430,1.008
156.460,1.015
156.490,1.012
156.520,1.002
156.550,1.010
156.580,1.005
156.610,1.017
156.640,1.012
156.670,1.012
156.700,1.011
156.730,1.012
156.760,1.009
156.790,1.013
156.820,1.009
156.850,1.008
156.880,1.006
156.910,1.009
156.940,1.013
156.970,1.014
157.000,1.010
157.030,1.013
157.060,1.021
157.090,1.012
157.120,1.010
157.150,1.017
157.180,1.010
157.210,1.012
157.240,1.014
157.270,1.015
157.300,1.014
157.330,1.011
157.360,1.014
157.390,1.007
157.420,1.011
157.450,1.014
157.480,1.014
157.510,1.012
157.540,1.015
157.570,1.012
157.600,1.010
157.630,1.012
157.660,1.012
157.690,1.009
157.720,1.013
157.750,1.012
157.780,1.014
157.810,1.017
157.840,1.012
157.870,1.012
157.900,1.011
157.930,1.005
157.960,1.013
157.990,1.017
158.020,1.012
158.050,1.011
158.080,1.014
158.110,1.018
158.140,1.012
158.170,1.008
158.200,1.014
158.230,1.015
158.260,1.004
158.290,1.011
158.320,1.012
158.350,1.013
158.380,1.012
158.410,1.009
158.440,1.012
158.470,1.014
158.500,1.013
158.530,1.011
158.560,1.014
158.590,1.011
158.620,1.017
158.650,1.015
158.680,1.015
158.710,1.010
158.740,1.014
158.770,1.012
158.800,1.012
158.830,1.008
158.860,1.007
158.890,1.013
158.920,1.015
158.950,1.010
158.980,1.011
159.010,1.012
159.040,1.013
159.070,1.014
159.100,1.014
159.130,1.011
159.160,1.005
159.190,1.010
159.220,1.016
159.250,1.013
159.280,1.011
159.310,1.007
159.340,1.012
159.370,1.014
159.400,1.014
159.430,1.011
159.460,1.007
159.490,1.013
159.520,1.015
159.550,1.013
159.580,1.012
159.610,1.014
159.640,1.014
159.670,1.009
159.700,1.012
159.730,1.012
159.760,1.015
159.790,1.010
159.820,1.012
159.850,1.013
159.880,1.010
159.910,1.015
159.940,1.012
159.970,1.008
160.000,1.009
160.030,1.016
160.060,1.011
160.090,1.013
160.120,1.015
160.150,1.020
160.180,1.007
160.210,1.012
160.240,1.012
160.270,1.009
160.300,1.011
160.330,1.015
160.360,1.013
160.390,1.007
160.420,1.011
160.450,1.013
160.480,1.009
160.510,1.014
160.540,1.015
160.570,1.012
160.600,1.011
160.630,1.011
160.660,1.012
160.690,1.014
160.720,1.011
160.750,1.009
160.780,1.016
160.810,1.008
160.840,1.014
160.870,1.011
160.900,1.009
160.930,1.016
160.960,1.013
160.990,1.012
161.020,1.008
161.050,1.015
161.080,1.015
161.110,1.016
161.140,1.017
161.170,1.019
161.200,1.006
161.230,1.014
161.260,1.013
161.290,1.014
161.320,1.010
161.350,1.011
161.380,1.013
161.410,1.011
161.440,1.013
161.470,1.014
161.500,1.009
161.530,1.009
161.560,1.012
161.590,1.012
161.620,1.012
161.650,1.010
161.680,1.011
161.710,1.005
161.740,1.017
161.770,1.013
161.800,1.014
161.830,1.011
161.860,1.008
161.890,1.014
161.920,1.012
161.950,1.016
161.980,1.013
162.010,1.006
162.040,1.010
162.070,1.018
162.100,1.012
162.130,1.011
162.160,1.013
162.190,1.012
162.220,1.007
162.250,1.017
162.280,1.010
162.310,1.013
162.340,1.011
162.370,1.013
162.400,1.010
162.430,1.011
162.460,1.014
162.490,1.012
162.520,1.011
162.550,1.014
162.580,1.010
162.610,1.013
162.640,1.013
162.670,1.013
162.700,1.014
162.730,1.008
162.760,1.010
162.790,1.013
162.820,1.013
162.850,1.013
162.880,1.017
162.910,1.012
162.940,1.018
162.970,1.013
163.000,1.011
163.030,1.014
163.060,1.027
163.090,1.015
163.120,1.011
163.150,1.025
163.180,1.023
163.210,1.019
163.240,1.027
163.270,1.015
163.300,1.036
163.330,1.054
163.360,1.036
163.390,1.010
163.420,1.007
163.450,1.000
163.480,0.988
163.510,1.000
163.540,0.990
163.570,0.998
163.600,0.993
163.630,0.990
163.660,0.999
163.690,1.013
163.720,1.008
163.750,1.026
163.780,1.013
163.810,1.003
163.840,1.028
163.870,1.022
163.900,0.984
163.930,0.992
163.960,1.022
163.990,0.959
164.020,0.979
164.050,1.027
164.080,1.023
164.110,1.015
164.140,1.004
164.170,1.005
164.200,1.015
164.230,1.000
164.260,0.987
164.290,1.010
164.320,1.026
164.350,1.017
164.380,1.036
164.410,1.017
164.440,1.009
164.470,1.008
164.500,1.018
164.530,1.014
164.560,1.016
164.590,1.012
164.620,1.029
164.650,1.021
164.680,1.021
164.710,1.017
164.740,1.012
164.770,1.008
164.800,1.014
164.830,1.004
164.860,1.005
164.890,1.016
164.920,1.003
164.950,1.027
164.980,1.013
165.010,0.998
165.040,1.013
165.070,1.016
165.100,1.026
165.130,1.004
165.160,1.016
165.190,1.027
165.220,1.018
165.250,1.011
165.280,1.017
165.310,1.006
165.340,1.001
165.370,1.024
165.400,1.032
165.430,1.010
165.460,1.027
165.490,1.013
165.520,1.011
165.550,1.048
165.580,1.016
165.610,1.001
165.640,1.021
165.670,1.020
165.700,1.007
165.730,0.974
165.760,0.998
165.790,1.033
165.820,1.019
165.850,1.025
165.880,1.002
165.910,1.012
165.940,1.026
165.970,1.014
166.000,1.021
166.030,0.984
166.060,1.008
166.090,1.026
166.120,1.052
166.150,1.023
166.180,1.013
166.210,1.044
166.240,1.040
166.270,0.996
166.300,1.007
166.330,0.995
166.360,1.011
166.390,1.011
166.420,0.989
166.450,1.011
166.480,1.015
166.510,1.007
166.540,1.000
166.570,0.998
166.600,1.000
166.630,1.012
166.660,1.012
166.690,0.998
166.720,0.997
166.750,0.996
166.780,1.006
166.810,1.001
166.840,0.994
166.870,1.009
166.900,1.008
166.930,1.027
166.960,1.055
166.990,1.060
167.020,1.045
167.050,1.014
167.080,1.012
167.110,1.038
167.140,1.051
167.170,1.040
167.200,1.033
167.230,1.014
167.260,0.991
167.290,0.998
167.320,1.014
167.350,1.015
167.380,1.014
167.410,1.027
167.440,1.020
167.470,1.006
167.500,1.009
167.530,1.011
167.560,1.012
167.590,1.015
167.620,1.016
167.650,1.021
167.680,1.012
167.710,1.016
167.740,1.016
167.770,1.009
167.800,1.021
167.830,1.022
167.860,1.016
167.890,1.013
167.920,1.015
167.950,1.023
167.980,1.021
168.010,1.013
168.040,1.020
168.070,1.017
168.100,1.020
168.130,1.019
168.160,1.015
168.190,1.012
168.220,1.010
168.250,1.012
168.280,1.014
168.310,1.015
168.340,1.010
168.370,1.014
168.400,1.011
168.430,1.018
168.460,1.012
168.490,1.011
168.520,1.021
168.550,1.012
168.580,1.011
168.610,1.013
168.640,1.013
168.670,1.019
168.700,1.012
168.730,1.017
168.760,1.022
168.790,1.011
168.820,1.015
168.850,1.021
168.880,1.018
168.910,1.013
168.940,1.012
168.970,1.012
169.000,1.010
169.030,1.011
169.060,1.018
169.090,1.018
169.120,1.016
169.150,1.014
169.180,1.011
169.210,1.012
169.240,1.018
169.270,1.021
169.300,1.018
169.330,1.015
169.360,1.016
169.390,1.016
169.420,1.014
169.450,1.015
169.480,1.013
169.510,1.019
169.540,1.016
169.570,1.006
169.600,1.011
169.630,1.017
169.660,1.013
169.690,1.007
169.720,1.007
169.750,1.013
169.780,1.014
169.810,1.019
169.840,1.022
169.870,1.018
169.900,1.014
169.930,1.009
169.960,1.003
169.990,1.001
170.020,1.007
170.050,1.005
170.080,1.010
170.110,1.014
170.140,1.018
170.170,1.019
170.200,1.021
170.230,1.021
170.260,1.017
170.290,1.010
170.320,1.011
170.350,1.008
170.380,1.011
170.410,1.012
170.440,1.016
170.470,1.019
170.500,1.017
170.530,1.021
170.560,1.022
170.590,1.019
170.620,1.003
170.650,1.005
170.680,1.011
170.710,1.006
170.740,1.006
170.770,1.009
170.800,1.017
170.830,1.021
170.860,1.019
170.890,1.018
170.920,1.013
170.950,1.020
170.980,1.020
171.010,1.018
171.040,1.014
171.070,1.014
171.100,1.020
171.130,1.014
171.160,1.007
171.190,1.010
171.220,1.013
171.250,1.007
171.280,1.014
171.310,1.012
171.340,1.013
171.370,1.012
171.400,1.018
171.430,1.015
171.460,1.015
171.490,1.006
171.520,1.008
171.550,1.013
171.580,1.019
171.610,1.017
171.640,1.012
171.670,1.014
171.700,1.013
171.730,1.015
171.760,1.011
171.790,1.015
171.820,1.016
171.850,1.020
171.880,1.022
171.910,1.021
171.940,1.033
171.970,1.027
172.000,1.009
172.030,1.003
172.060,1.002
172.090,1.005
172.120,1.016
172.150,1.012
172.180,1.016
172.210,1.007
172.240,1.012
172.270,1.009
172.300,1.011
172.330,1.010
172.360,1.016
172.390,1.019
172.420,1.005
172.450,1.014
172.480,1.017
172.510,1.014
172.540,1.017
172.570,1.013
172.600,1.018
172.630,1.017
172.660,1.012
172.690,1.015
172.720,1.017
172.750,1.015
172.780,1.017
172.810,1.015
172.840,1.015
172.870,1.013
172.900,1.012
172.930,1.012
172.960,1.017
172.990,1.011
173.020,1.011
173.050,1.015
173.080,1.017
173.110,1.008
173.140,1.013
173.170,1.021
173.200,1.009
173.230,1.012
173.260,1.021
173.290,1.015
173.320,1.020
173.350,1.014
173.380,1.012
173.410,1.014
173.440,1.017
173.470,1.013
173.500,1.013
173.530,1.017
173.560,1.015
173.590,1.014
173.620,1.011
173.650,1.012
173.680,1.016
173.710,1.011
173.740,1.015
173.770,1.015
173.800,1.012
173.830,1.014
173.860,1.020
173.890,1.013
173.920,1.005
173.950,1.000
173.980,1.013
174.010,1.019
174.040,1.021
174.070,1.016
174.100,1.010
174.130,1.008
174.160,1.013
174.190,1.015
174.220,1.018
174.250,1.015
174.280,1.012
174.310,1.016
174.340,1.014
174.370,1.016
174.400,1.017
174.430,1.019
174.460,1.014
174.490,1.016
174.520,1.024
174.550,1.016
174.580,1.017
174.610,1.010
174.640,1.011
174.670,1.014
174.700,1.019
174.730,1.015
174.760,1.013
174.790,1.010
174.820,1.008
174.850,1.011
174.880,1.016
174.910,1.012
174.940,1.010
174.970,1.008
175.000,1.014
175.030,1.011
175.060,1.014
175.090,1.016
175.120,1.016
175.150,1.013
175.180,1.020
175.210,1.016
175.240,1.017
175.270,1.021
175.300,1.021
175.330,1.017
175.360,1.013
175.390,1.011
175.420,1.019
175.450,1.014
175.480,1.013
175.510,1.014
175.540,1.009
175.570,1.015
175.600,1.015
175.630,1.017
175.660,1.016
175.690,1.016
175.720,1.008
175.750,1.015
175.780,1.020
175.810,1.014
175.840,1.014
175.870,1.011
175.900,1.010
175.930,1.015
175.960,1.015
175.990,1.013
176.020,1.013
176.050,1.015
176.080,1.019
176.110,1.016
176.140,1.014
176.170,1.013
176.200,1.014
176.230,1.016
176.260,1.011
176.290,1.012
176.320,1.010
176.350,1.017
176.380,1.013
176.410,1.021
176.440,1.013
176.470,1.008
176.500,1.012
176.530,1.016
176.560,1.016
176.590,1.017
176.620,1.019
176.650,1.011
176.680,1.011
176.710,1.017
176.740,1.015
176.770,1.013
176.800,1.013
176.830,1.016
176.860,1.013
176.890,1.017
176.920,1.014
176.950,1.013
176.980,1.013
177.010,1.014
177.040,1.020
177.070,1.015
177.100,1.016
177.130,1.014
177.160,1.010
177.190,1.016
177.220,1.017
177.250,1.011
177.280,1.016
177.310,1.019
177.340,1.014
177.370,1.014
177.400,1.009
177.430,1.020
177.460,1.021
177.490,1.021
177.520,1.017
177.550,1.016
177.580,1.011
177.610,1.014
177.640,1.014
177.670,1.011
177.700,1.010
177.730,1.011
177.760,1.014
177.790,1.016
177.820,1.016
177.850,1.012
177.880,1.014
177.910,1.018
177.940,1.016
177.970,1.015
178.000,1.014
178.030,1.015
178.060,1.016
178.090,1.017
178.120,1.013
178.150,1.015
178.180,1.018
178.210,1.010
178.240,1.010
178.270,1.015
178.300,1.016
178.330,1.013
178.360,1.015
178.390,1.016
178.420,1.009
178.450,1.018
178.480,1.015
178.510,1.012
178.540,1.015
178.570,1.015
178.600,1.015
178.630,1.020
178.660,1.014
178.690,1.018
178.720,1.010
178.750,1.013
178.780,1.015
178.810,1.017
178.840,1.015
178.870,1.017
178.900,1.013
178.930,1.011
178.960,1.017
178.990,1.011
179.020,1.017
179.050,1.015
179.080,1.017
179.110,1.015
179.140,1.015
179.170,1.011
179.200,1.014
179.230,1.007
179.260,1.015
179.290,1.016
179.320,1.013
179.350,1.018
179.380,1.013
179.410,1.015
179.440,1.018
179.470,1.013
179.500,1.013
179.530,1.012
179.560,1.014
179.590,1.017
179.620,1.017
179.650,1.016
179.680,1.019
179.710,1.013
179.740,1.007
179.770,1.011
179.800,1.019
179.830,1.015
179.860,1.013
179.890,1.015
179.920,1.019
179.950,1.019
179.980,1.015
180.010,1.015
180.040,1.018
180.070,1.005
180.100,1.015
180.130,1.020
180.160,1.019
180.190,1.012
180.220,1.011
180.250,1.014
180.280,1.015
180.310,1.016
180.340,1.015
180.370,1.011
180.400,1.010
180.430,1.014
180.460,1.018
180.490,1.017
180.520,1.016
180.550,1.015
180.580,1.021
180.610,1.019
180.640,1.013
180.670,1.018
180.700,1.010
180.730,1.009
180.760,1.014
180.790,1.016
180.820,1.012
180.850,1.013
180.880,1.015
180.910,1.019
180.940,1.010
180.970,1.014
181.000,1.011
181.030,1.012
181.060,1.018
181.090,1.014
181.120,1.016
181.150,1.014
181.180,1.011
181.210,1.014
181.240,1.017
181.270,1.014
181.300,1.016
181.330,1.016
181.360,1.015
181.390,1.013
181.420,1.011
181.450,1.011
181.480,1.016
181.510,1.017
181.540,1.012
181.570,1.020
181.600,1.018
181.630,1.012
181.660,1.017
181.690,1.016
181.720,1.012
181.750,1.012
181.780,1.009
181.810,1.006
181.840,1.013
181.870,1.023
181.900,1.019
181.930,1.015
181.960,1.015
181.990,1.012
182.020,1.015
182.050,1.018
182.080,1.016
182.110,1.013
182.140,1.014
182.170,1.016
182.200,1.014
182.230,1.017
182.260,1.014
182.290,1.019
182.320,1.015
182.350,1.008
182.380,1.007
182.410,1.017
182.440,1.014
182.470,1.017
182.500,1.014
182.530,1.012
182.560,1.013
182.590,1.015
182.620,1.016
182.650,1.021
182.680,1.022
182.710,1.011
182.740,1.010
182.770,1.018
182.800,1.015
182.830,1.013
182.860,1.013
182.890,1.011
182.920,1.009
182.950,1.013
182.980,1.011
183.010,1.014
183.040,1.011
183.070,1.012
183.100,1.015
183.130,1.018
183.160,1.015
183.190,1.016
183.220,1.019
183.250,1.018
183.280,1.019
183.310,1.018
183.340,1.021
183.370,1.016
183.400,1.010
183.430,1.016
183.460,1.022
183.490,1.023
183.520,1.020
183.550,1.011
183.580,1.016
183.610,1.014
183.640,1.015
183.670,1.012
183.700,1.009
183.730,1.015
183.760,1.017
183.790,1.012
183.820,1.015
183.850,1.012
183.880,1.015
183.910,1.015
183.940,1.015
183.970,1.015
184.000,1.013
184.030,1.014
184.060,1.015
184.090,1.013
184.120,1.014
184.150,1.017
184.180,1.015
184.210,1.010
184.240,1.010
184.270,1.015
184.300,1.020
184.330,1.014
184.360,1.015
184.390,1.020
184.420,1.013
184.450,1.015
184.480,1.019
184.510,1.011
184.540,1.018
184.570,1.019
184.600,1.015
184.630,1.012
184.660,1.014
184.690,1.014
184.720,1.014
184.750,1.017
184.780,1.015
184.810,1.017
184.840,1.013
184.870,1.011
184.900,1.011
184.930,1.017
184.960,1.008
184.990,1.019
185.020,1.017
185.050,1.016
185.080,1.018
185.110,1.019
185.140,1.016
185.170,1.011
185.200,1.017
185.230,1.004
185.260,1.017
185.290,1.018
185.320,1.016
185.350,1.021
185.380,1.020
185.410,1.013
185.440,1.012
185.470,1.015
185.500,1.019
185.530,1.017
185.560,1.018
185.590,1.010
185.620,1.020
185.650,1.017
185.680,1.018
185.710,1.015
185.740,1.015
185.770,1.012
185.800,1.008
185.830,1.017
185.860,1.018
185.890,1.014
185.920,1.017
185.950,1.016
185.980,1.017
186.010,1.016
186.040,1.017
186.070,1.015
186.100,1.010
186.130,1.021
186.160,1.015
186.190,1.013
186.220,1.012
186.250,1.012
186.280,1.017
186.310,1.017
186.340,1.014
186.370,1.015
186.400,1.008
186.430,1.012
186.460,1.018
186.490,1.022
186.520,1.018
186.550,1.015
186.580,1.015
186.610,1.018
186.640,1.018
186.670,1.016
186.700,1.005
186.730,1.012
186.760,1.019
186.790,1.019
186.820,1.016
186.850,1.011
186.880,1.014
186.910,1.013
186.940,1.017
186.970,1.015
187.000,1.018
187.030,1.011
187.060,1.022
187.090,1.021
187.120,1.013
187.150,1.012
187.180,1.013
187.210,1.016
187.240,1.013
187.270,1.017
187.300,1.012
187.330,1.013
187.360,1.014
187.390,1.015
187.420,1.017
187.450,1.018
187.480,1.014
187.510,1.014
187.540,1.016
187.570,1.015
187.600,1.015
187.630,1.008
187.660,1.016
187.690,1.014
187.720,1.021
187.750,1.015
187.780,1.014
187.810,1.014
187.840,1.017
187.870,1.018
187.900,1.015
187.930,1.013
187.960,1.007
187.990,1.014
188.020,1.021
188.050,1.017
188.080,1.011
188.110,1.013
188.140,1.018
188.170,1.012
188.200,1.016
188.230,1.016
188.260,1.007
188.290,1.015
188.320,1.021
188.350,1.019
188.380,1.017
188.410,1.017
188.440,1.014
188.470,1.016
188.500,1.013
188.530,1.015
188.560,1.014
188.590,1.015
188.620,1.010
188.650,1.012
188.680,1.016
188.710,1.016
188.740,1.007
188.770,1.012
188.800,1.015
188.830,1.016
188.860,1.021
188.890,1.021
188.920,1.018
188.950,1.010
188.980,1.016
189.010,1.014
189.040,1.014
189.070,1.015
189.100,1.016
189.130,1.015
189.160,1.017
189.190,1.016
189.220,1.015
189.250,1.014
189.280,1.019
189.310,1.014
189.340,1.014
189.370,1.016
189.400,1.016
189.430,1.016
189.460,1.012
189.490,1.014
189.520,1.016
189.550,1.021
189.580,1.015
189.610,1.021
189.640,1.009
189.670,1.009
189.700,1.016
189.730,1.017
189.760,1.015
189.790,1.016
189.820,1.020
189.850,1.015
189.880,1.014
189.910,1.014
189.940,1.014
189.970,1.011
190.000,1.014
190.030,1.010
