df_hash,22ZHK4.Z5RDGQ
146.825,1.004
146.855,0.992
146.885,0.988
146.915,0.975
146.945,0.965
146.975,1.004
147.005,1.043
147.035,1.057
147.065,1.054
147.095,1.013
147.125,0.975
147.155,0.954
147.185,0.984
147.215,0.994
147.245,0.994
147.275,0.996
147.305,1.007
147.335,1.023
147.365,1.039
147.395,1.040
147.425,0.986
147.455,0.966
147.485,1.004
147.515,1.003
147.545,1.028
147.575,1.017
147.605,0.999
147.635,0.955
147.665,0.947
147.695,1.020
147.725,1.032
147.755,1.054
147.785,1.065
147.815,1.067
147.845,1.029
147.875,0.991
147.905,0.965
147.935,0.952
147.965,0.974
147.995,1.026
148.025,1.033
148.055,1.023
148.085,1.007
148.115,0.998
148.145,1.007
148.175,1.020
148.205,1.023
148.235,1.031
148.265,1.036
148.295,1.033
148.325,1.039
148.355,1.025
148.385,1.011
148.415,1.000
148.445,1.000
148.475,1.004
148.505,1.003
148.535,1.002
148.565,1.001
148.595,1.009
148.625,0.999
148.655,0.988
148.685,1.009
148.715,1.022
148.745,1.023
148.775,1.044
148.805,1.047
148.835,1.044
148.865,1.035
148.895,1.033
148.925,1.015
148.955,1.006
148.985,1.008
149.015,1.018
149.045,1.030
149.075,1.032
149.105,1.025
149.135,1.015
149.165,1.007
149.195,1.021
149.225,1.025
149.255,1.020
149.285,1.014
149.315,1.006
149.345,1.014
149.375,1.024
149.405,1.018
149.435,1.019
149.465,1.039
149.495,1.044
149.525,1.020
149.555,0.997
149.585,1.001
149.615,1.008
149.645,1.018
149.675,1.016
149.705,1.019
149.735,1.014
149.765,1.002
149.795,1.000
149.825,1.025
149.855,1.037
149.885,1.019
149.915,1.022
149.945,1.038
149.975,1.031
150.005,1.011
150.035,1.008
150.065,1.012
150.095,1.017
150.125,1.023
150.155,1.022
150.185,1.016
150.215,1.021
150.245,1.021
150.275,1.014
150.305,1.014
150.335,1.020
150.365,1.011
150.395,1.011
150.425,1.030
150.455,1.031
150.485,1.022
150.515,1.019
150.545,1.019
150.575,1.018
150.605,1.013
150.635,1.012
150.665,1.019
150.695,1.021
150.725,1.019
150.755,1.016
150.785,1.021
150.815,1.018
150.845,1.021
150.875,1.024
150.905,1.020
150.935,1.022
150.965,1.035
150.995,1.012
151.025,1.005
151.055,1.027
151.085,1.028
151.115,1.020
151.145,1.010
151.175,1.016
151.205,1.017
151.235,1.016
151.265,1.018
151.295,1.020
151.325,1.020
151.355,1.014
151.385,1.003
151.415,1.021
151.445,1.030
151.475,1.025
151.505,1.020
151.535,1.022
151.565,1.019
151.595,1.019
151.625,1.016
151.655,1.010
151.685,1.020
151.715,1.027
151.745,1.021
151.775,1.014
151.805,1.019
151.835,1.020
151.865,1.022
151.895,1.023
151.925,1.028
151.955,1.025
151.985,1.016
152.015,1.013
152.045,1.016
152.075,1.015
152.105,1.013
152.135,1.019
152.165,1.022
152.195,1.018
152.225,1.019
152.255,1.021
152.285,1.017
152.315,1.013
152.345,1.031
152.375,1.024
152.405,1.017
152.435,1.012
152.465,1.017
152.495,1.021
152.525,1.024
152.555,1.021
152.585,1.023
152.615,1.022
152.645,1.019
152.675,1.019
152.705,1.021
152.735,1.020
152.765,1.018
152.795,1.017
152.825,1.020
152.855,1.020
152.885,1.021
152.915,1.022
152.945,1.015
152.975,1.013
153.005,1.034
153.035,1.031
153.065,1.019
153.095,1.014
153.125,1.021
153.155,1.018
153.185,1.020
153.215,1.017
153.245,1.022
153.275,1.026
153.305,1.016
153.335,1.021
153.365,1.018
153.395,1.021
153.425,1.022
153.455,1.021
153.485,1.016
153.515,1.016
153.545,1.021
153.575,1.019
153.605,1.011
153.635,1.021
153.665,1.031
153.695,1.019
153.725,1.013
153.755,1.015
153.785,1.021
153.815,1.017
153.845,1.022
153.875,1.020
153.905,1.026
153.935,1.024
153.965,1.018
153.995,1.021
154.025,1.021
154.055,1.019
154.085,1.018
154.115,1.022
154.145,1.021
154.175,1.022
154.205,1.019
154.235,1.014
154.265,1.025
154.295,1.029
154.325,1.024
154.355,1.017
154.385,1.014
154.415,1.016
154.445,1.021
154.475,1.020
154.505,1.021
154.535,1.023
154.565,1.021
154.595,1.016
154.625,1.023
154.655,1.023
154.685,1.018
154.715,1.018
154.745,1.021
154.775,1.022
154.805,1.025
154.835,1.019
154.865,1.021
154.895,1.024
154.925,1.034
154.955,1.021
154.985,1.007
155.015,1.011
155.045,1.020
155.075,1.021
155.105,1.018
155.135,1.020
155.165,1.025
155.195,1.021
155.225,1.017
155.255,1.016
155.285,1.015
155.315,1.028
155.345,1.023
155.375,1.019
155.405,1.018
155.435,1.021
155.465,1.021
155.495,1.014
155.525,1.012
155.555,1.028
155.585,1.031
155.615,1.023
155.645,1.020
155.675,1.020
155.705,1.019
155.735,1.026
155.765,1.017
155.795,1.019
155.825,1.023
155.855,1.021
155.885,1.019
155.915,1.023
155.945,1.023
155.975,1.020
156.005,1.019
156.035,1.026
156.065,1.030
156.095,1.030
156.125,1.021
156.155,1.009
156.185,1.009
156.215,1.026
156.245,1.029
156.275,1.018
156.305,1.010
156.335,1.014
156.365,1.021
156.395,1.024
156.425,1.020
156.455,1.021
156.485,1.025
156.515,1.020
156.545,1.022
156.575,1.022
156.605,1.017
156.635,1.020
156.665,1.020
156.695,1.022
156.725,1.021
156.755,1.022
156.785,1.018
156.815,1.016
156.845,1.029
156.875,1.030
156.905,1.020
156.935,1.014
156.965,1.020
156.995,1.018
157.025,1.027
157.055,1.022
157.085,1.021
157.115,1.021
157.145,1.021
157.175,1.020
157.205,1.025
157.235,1.023
157.265,1.017
157.295,1.015
157.325,1.027
157.355,1.023
157.385,1.021
157.415,1.023
157.445,1.019
157.475,1.015
157.505,1.031
157.535,1.031
157.565,1.020
157.595,1.013
157.625,1.015
157.655,1.016
157.685,1.022
157.715,1.020
157.745,1.023
157.775,1.022
157.805,1.022
157.835,1.022
157.865,1.021
157.895,1.020
157.925,1.020
157.955,1.021
157.985,1.021
158.015,1.022
158.045,1.021
158.075,1.015
158.105,1.015
158.135,1.029
158.165,1.027
158.195,1.015
158.225,1.008
158.255,1.018
158.285,1.022
158.315,1.020
158.345,1.016
158.375,1.020
158.405,1.021
158.435,1.021
158.465,1.017
158.495,1.021
158.525,1.018
158.555,1.021
158.585,1.021
158.615,1.021
158.645,1.022
158.675,1.026
158.705,1.021
158.735,1.016
158.765,1.030
158.795,1.022
158.825,1.015
158.855,1.011
158.885,1.019
158.915,1.016
158.945,1.023
158.975,1.023
159.005,1.025
159.035,1.021
159.065,1.020
159.095,1.022
159.125,1.023
159.155,1.019
159.185,1.019
159.215,1.018
159.245,1.019
159.275,1.026
159.305,1.018
159.335,1.017
159.365,1.018
159.395,1.033
159.425,1.027
159.455,1.019
159.485,1.018
159.515,1.020
159.545,1.017
159.575,1.027
159.605,1.021
159.635,1.029
159.665,1.026
159.695,1.017
159.725,1.021
159.755,1.023
159.785,1.023
159.815,1.017
159.845,1.016
159.875,1.020
159.905,1.021
159.935,1.021
159.965,1.015
159.995,1.016
160.025,1.032
160.055,1.032
160.085,1.019
160.115,1.011
160.145,1.020
160.175,1.024
160.205,1.024
160.235,1.020
160.265,1.027
160.295,1.027
160.325,1.020
160.355,1.016
160.385,1.021
160.415,1.021
160.445,1.019
160.475,1.021
160.505,1.022
160.535,1.026
160.565,1.022
160.595,1.012
160.625,1.015
160.655,1.034
160.685,1.029
160.715,1.021
160.745,1.012
160.775,1.016
160.805,1.027
160.835,1.021
160.865,1.016
160.895,1.023
160.925,1.026
160.955,1.020
160.985,1.020
161.015,1.022
161.045,1.021
161.075,1.020
161.105,1.020
161.135,1.021
161.165,1.021
161.195,1.025
161.225,1.020
161.255,1.020
161.285,1.020
161.315,1.031
161.345,1.025
161.375,1.015
161.405,1.019
161.435,1.015
161.465,1.018
161.495,1.024
161.525,1.021
161.555,1.027
161.585,1.025
161.615,1.014
161.645,1.019
161.675,1.019
161.705,1.023
161.735,1.022
161.765,1.021
161.795,1.023
161.825,1.029
161.855,1.022
161.885,1.020
161.915,1.012
161.945,1.012
161.975,1.035
162.005,1.031
162.035,1.024
162.065,1.015
162.095,1.017
162.125,1.021
162.155,1.022
162.185,1.022
162.215,1.024
162.245,1.026
162.275,1.022
162.305,1.021
162.335,1.021
162.365,1.021
162.395,1.023
162.425,1.023
162.455,1.024
162.485,1.031
162.515,1.017
162.545,1.014
162.575,1.020
162.605,1.023
162.635,1.042
162.665,1.027
162.695,1.010
162.725,1.008
162.755,1.015
162.785,1.022
162.815,1.022
162.845,1.021
162.875,1.024
162.905,1.023
162.935,1.019
162.965,1.025
162.995,1.020
163.025,1.022
163.055,1.019
163.085,1.020
163.115,1.021
163.145,1.017
163.175,1.021
163.205,1.016
163.235,1.017
163.265,1.033
163.295,1.024
163.325,1.021
163.355,1.019
163.385,1.019
163.415,1.021
163.445,1.024
163.475,1.021
163.505,1.024
163.535,1.032
163.565,1.023
163.595,1.014
163.625,1.021
163.655,1.021
163.685,1.021
163.715,1.022
163.745,1.028
163.775,1.026
163.805,1.022
163.835,1.017
163.865,1.016
163.895,1.030
163.925,1.033
163.955,1.029
163.985,1.024
164.015,1.015
164.045,1.017
164.075,1.024
164.105,1.019
164.135,1.023
164.165,1.023
164.195,1.021
164.225,1.021
164.255,1.023
164.285,1.021
164.315,1.017
164.345,1.026
164.375,1.022
164.405,1.027
164.435,1.022
164.465,1.021
164.495,1.013
164.525,1.028
164.555,1.028
164.585,1.021
164.615,1.021
164.645,1.015
164.675,1.023
164.705,1.030
164.735,1.026
164.765,1.024
164.795,1.023
164.825,1.021
164.855,1.023
164.885,1.023
164.915,1.021
164.945,1.022
164.975,1.023
165.005,1.021
165.035,1.024
165.065,1.026
165.095,1.018
165.125,1.017
165.155,1.033
165.185,1.031
165.215,1.020
165.245,1.019
165.275,1.024
165.305,1.022
165.335,1.025
165.365,1.021
165.395,1.030
165.425,1.025
165.455,1.017
165.485,1.022
165.515,1.021
165.545,1.023
165.575,1.023
165.605,1.023
165.635,1.025
165.665,1.028
165.695,1.021
165.725,1.015
165.755,1.035
165.785,1.029
165.815,1.021
165.845,1.018
165.875,1.022
165.905,1.022
165.935,1.026
165.965,1.023
165.995,1.022
166.025,1.022
166.055,1.022
166.085,1.024
166.115,1.029
166.145,1.019
166.175,1.016
166.205,1.022
166.235,1.024
166.265,1.033
166.295,1.022
166.325,1.019
166.355,1.028
166.385,1.036
166.415,1.028
166.445,1.022
166.475,1.018
166.505,1.019
166.535,1.027
166.565,1.023
166.595,1.028
166.625,1.024
166.655,1.021
166.685,1.021
166.715,1.028
166.745,1.023
166.775,1.022
166.805,1.022
166.835,1.024
166.865,1.032
166.895,1.019
166.925,1.019
166.955,1.030
166.985,1.034
167.015,1.026
167.045,1.014
167.075,1.015
167.105,1.025
167.135,1.025
167.165,1.023
167.195,1.025
167.225,1.030
167.255,1.022
167.285,1.022
167.315,1.024
167.345,1.023
167.375,1.025
167.405,1.022
167.435,1.021
167.465,1.029
167.495,1.018
167.525,1.019
167.555,1.032
167.585,1.033
167.615,1.024
167.645,1.016
167.675,1.021
167.705,1.024
167.735,1.029
167.765,1.025
167.795,1.027
167.825,1.026
167.855,1.022
167.885,1.025
167.915,1.024
167.945,1.023
167.975,1.023
168.005,1.022
168.035,1.023
168.065,1.032
168.095,1.017
168.125,1.015
168.155,1.034
168.185,1.034
168.215,1.022
168.245,1.015
168.275,1.022
168.305,1.021
168.335,1.025
168.365,1.025
168.395,1.027
168.425,1.021
168.455,1.023
168.485,1.016
168.515,1.019
168.545,1.023
168.575,1.019
168.605,1.016
168.635,1.016
168.665,1.018
168.695,1.017
168.725,1.016
168.755,1.024
168.785,1.025
168.815,1.027
168.845,1.024
168.875,1.029
168.905,1.028
168.935,1.032
168.965,1.026
168.995,1.029
169.025,1.029
169.055,1.022
169.085,1.022
169.115,1.025
169.145,1.022
169.175,1.021
169.205,1.018
169.235,1.024
169.265,1.028
169.295,1.018
169.325,1.015
169.355,1.026
169.385,1.030
169.415,1.028
169.445,1.023
169.475,1.021
169.505,1.021
169.535,1.024
169.565,1.020
169.595,1.023
169.625,1.021
169.655,1.024
169.685,1.020
169.715,1.022
169.745,1.027
169.775,1.022
169.805,1.021
169.835,1.022
169.865,1.028
169.895,1.021
169.925,1.020
169.955,1.022
169.985,1.029
170.015,1.028
170.045,1.019
170.075,1.016
170.105,1.022
170.135,1.018
170.165,1.021
170.195,1.021
170.225,1.022
170.255,1.022
170.285,1.022
170.315,1.021
170.345,1.022
170.375,1.022
170.405,1.024
170.435,1.026
170.465,1.024
170.495,1.023
170.525,1.027
170.555,1.019
170.585,1.015
170.615,1.030
170.645,1.034
170.675,1.021
170.705,1.019
170.735,1.026
170.765,1.028
170.795,1.024
170.825,1.021
170.855,1.021
170.885,1.024
170.915,1.023
170.945,1.022
170.975,1.020
171.005,1.011
171.035,1.021
171.065,1.023
171.095,1.019
171.125,1.025
171.155,1.021
171.185,1.027
171.215,1.022
171.245,1.021
171.275,1.024
171.305,1.031
171.335,1.026
171.365,1.018
171.395,1.018
171.425,1.025
171.455,1.022
171.485,1.026
171.515,1.024
171.545,1.023
171.575,1.025
171.605,1.021
171.635,1.021
171.665,1.021
171.695,1.019
171.725,1.023
171.755,1.027
171.785,1.024
171.815,1.022
171.845,1.026
171.875,1.024
171.905,1.015
171.935,1.029
171.965,1.031
171.995,1.022
172.025,1.016
172.055,1.021
172.085,1.024
172.115,1.020
172.145,1.024
172.175,1.025
172.205,1.026
172.235,1.027
172.265,1.022
172.295,1.021
172.325,1.025
172.355,1.025
172.385,1.023
172.415,1.024
172.445,1.025
172.475,1.024
172.505,1.027
172.535,1.025
172.565,1.019
172.595,1.021
172.625,1.033
172.655,1.032
172.685,1.024
172.715,1.017
172.745,1.021
172.775,1.025
172.805,1.024
172.835,1.022
172.865,1.029
172.895,1.031
172.925,1.024
172.955,1.026
172.985,1.021
173.015,1.021
173.045,1.026
173.075,1.026
173.105,1.021
173.135,1.028
173.165,1.028
173.195,1.024
173.225,1.024
173.255,1.025
173.285,1.024
173.315,1.021
173.345,1.020
173.375,1.031
173.405,1.033
173.435,1.024
173.465,1.017
173.495,1.021
173.525,1.028
173.555,1.028
173.585,1.024
173.615,1.028
173.645,1.029
173.675,1.027
173.705,1.020
173.735,1.024
173.765,1.023
173.795,1.029
173.825,1.023
173.855,1.022
173.885,1.026
173.915,1.026
173.945,1.026
173.975,1.030
174.005,1.022
174.035,1.019
174.065,1.025
174.095,1.033
174.125,1.025
174.155,1.019
174.185,1.023
174.215,1.027
174.245,1.025
174.275,1.026
174.305,1.024
174.335,1.028
174.365,1.031
174.395,1.025
174.425,1.023
174.455,1.026
174.485,1.031
174.515,1.021
174.545,1.021
174.575,1.021
174.605,1.025
174.635,1.029
174.665,1.030
174.695,1.019
174.725,1.021
174.755,1.031
174.785,1.034
174.815,1.022
174.845,1.019
174.875,1.024
174.905,1.030
174.935,1.024
174.965,1.022
174.995,1.024
175.025,1.027
175.055,1.027
175.085,1.028
175.115,1.026
175.145,1.023
175.175,1.022
175.205,1.025
175.235,1.027
175.265,1.027
175.295,1.029
175.325,1.024
175.355,1.021
175.385,1.029
175.415,1.024
175.445,1.019
175.475,1.030
175.505,1.034
175.535,1.026
175.565,1.018
175.595,1.021
175.625,1.028
175.655,1.025
175.685,1.022
175.715,1.026
175.745,1.028
175.775,1.026
175.805,1.022
175.835,1.032
175.865,1.028
175.895,1.022
175.925,1.023
175.955,1.027
175.985,1.025
176.015,1.029
176.045,1.022
176.075,1.028
176.105,1.022
176.135,1.021
176.165,1.032
176.195,1.034
176.225,1.024
176.255,1.018
176.285,1.021
176.315,1.029
176.345,1.027
176.375,1.024
176.405,1.026
176.435,1.026
176.465,1.024
176.495,1.023
176.525,1.025
176.555,1.024
176.585,1.024
176.615,1.025
176.645,1.025
176.675,1.027
176.705,1.030
176.735,1.025
176.765,1.029
176.795,1.021
176.825,1.021
176.855,1.029
176.885,1.037
176.915,1.027
176.945,1.018
176.975,1.023
177.005,1.028
177.035,1.027
177.065,1.026
177.095,1.028
177.125,1.027
177.155,1.021
177.185,1.024
177.215,1.021
177.245,1.030
177.275,1.028
177.305,1.025
177.335,1.028
177.365,1.028
177.395,1.026
177.425,1.025
177.455,1.027
177.485,1.021
177.515,1.025
177.545,1.034
177.575,1.023
177.605,1.022
177.635,1.021
177.665,1.024
177.695,1.026
177.725,1.026
177.755,1.023
177.785,1.029
177.815,1.028
177.845,1.022
177.875,1.023
177.905,1.026
177.935,1.024
177.965,1.025
177.995,1.026
178.025,1.030
178.055,1.026
178.085,1.021
178.115,1.024
178.145,1.028
178.175,1.033
178.205,1.025
178.235,1.021
178.265,1.022
178.295,1.028
178.325,1.026
178.355,1.027
178.385,1.026
178.415,1.029
178.445,1.026
178.475,1.019
178.505,1.025
178.535,1.025
178.565,1.023
178.595,1.025
178.625,1.025
178.655,1.028
178.685,1.030
178.715,1.031
178.745,1.032
178.775,1.023
178.805,1.015
178.835,1.031
178.865,1.030
178.895,1.024
178.925,1.021
178.955,1.021
178.985,1.026
179.015,1.034
179.045,1.024
179.075,1.027
179.105,1.029
179.135,1.023
179.165,1.026
179.195,1.028
179.225,1.026
179.255,1.020
179.285,1.024
179.315,1.027
179.345,1.025
179.375,1.026
179.405,1.023
179.435,1.022
179.465,1.027
179.495,1.036
179.525,1.031
179.555,1.024
179.585,1.021
179.615,1.024
179.645,1.027
179.675,1.022
179.705,1.021
179.735,1.027
179.765,1.026
179.795,1.023
179.825,1.025
179.855,1.027
179.885,1.026
179.915,1.029
179.945,1.025
179.975,1.027
180.005,1.027
180.035,1.026
180.065,1.029
180.095,1.026
180.125,1.021
180.155,1.034
180.185,1.033
180.215,1.020
180.245,1.021
180.275,1.027
180.305,1.025
180.335,1.029
180.365,1.022
180.395,1.029
180.425,1.031
180.455,1.026
180.485,1.026
180.515,1.028
180.545,1.027
180.575,1.027
180.605,1.027
180.635,1.028
180.665,1.027
180.695,1.025
180.725,1.026
180.755,1.020
180.785,1.018
180.815,1.040
180.845,1.032
180.875,1.021
180.905,1.021
180.935,1.027
180.965,1.027
180.995,1.029
181.025,1.023
181.055,1.032
181.085,1.034
181.115,1.029
181.145,1.029
181.175,1.026
181.205,1.022
181.235,1.024
181.265,1.028
181.295,1.027
181.325,1.033
181.355,1.023
181.385,1.019
181.415,1.030
181.445,1.035
181.475,1.029
181.505,1.024
181.535,1.024
181.565,1.030
181.595,1.026
181.625,1.022
181.655,1.029
181.685,1.031
181.715,1.028
181.745,1.021
181.775,1.026
181.805,1.025
181.835,1.024
181.865,1.027
181.895,1.023
181.925,1.024
181.955,1.026
181.985,1.029
182.015,1.022
182.045,1.023
182.075,1.039
182.105,1.033
182.135,1.022
182.165,1.021
182.195,1.025
182.225,1.025
182.255,1.026
182.285,1.017
182.315,1.030
182.345,1.031
182.375,1.023
182.405,1.021
182.435,1.028
182.465,1.028
182.495,1.024
182.525,1.028
182.555,1.030
182.585,1.028
182.615,1.024
182.645,1.022
182.675,1.017
182.705,1.033
182.735,1.033
182.765,1.025
182.795,1.021
182.825,1.027
182.855,1.025
182.885,1.024
182.915,1.022
182.945,1.030
182.975,1.028
183.005,1.026
183.035,1.026
183.065,1.026
183.095,1.027
183.125,1.025
183.155,1.026
183.185,1.026
183.215,1.026
183.245,1.028
183.275,1.027
183.305,1.030
183.335,1.028
183.365,1.025
183.395,1.020
183.425,1.030
183.455,1.039
183.485,1.030
183.515,1.025
183.545,1.026
183.575,1.029
183.605,1.025
183.635,1.026
183.665,1.031
183.695,1.032
183.725,1.025
183.755,1.025
183.785,1.028
183.815,1.028
183.845,1.029
183.875,1.029
183.905,1.024
183.935,1.024
183.965,1.028
183.995,1.030
184.025,1.025
184.055,1.031
184.085,1.024
184.115,1.021
184.145,1.034
184.175,1.036
184.205,1.029
184.235,1.023
184.265,1.023
184.295,1.026
184.325,1.027
184.355,1.026
184.385,1.031
184.415,1.032
184.445,1.026
184.475,1.025
184.505,1.024
184.535,1.028
184.565,1.028
184.595,1.028
184.625,1.022
184.655,1.029
184.685,1.031
184.715,1.029
184.745,1.026
184.775,1.023
184.805,1.022
184.835,1.032
184.865,1.035
184.895,1.028
184.925,1.020
184.955,1.022
184.985,1.025
185.015,1.030
185.045,1.030
185.075,1.029
185.105,1.030
185.135,1.031
185.165,1.022
185.195,1.028
185.225,1.030
185.255,1.024
185.285,1.025
185.315,1.028
185.345,1.032
185.375,1.031
185.405,1.028
185.435,1.023
185.465,1.021
185.495,1.024
185.525,1.040
185.555,1.034
185.585,1.021
185.615,1.021
185.645,1.029
185.675,1.025
185.705,1.028
185.735,1.027
185.765,1.027
185.795,1.032
185.825,1.027
185.855,1.026
185.885,1.023
185.915,1.029
185.945,1.025
185.975,1.031
186.005,1.026
186.035,1.025
186.065,1.035
186.095,1.022
186.125,1.023
186.155,1.035
186.185,1.032
186.215,1.024
186.245,1.021
186.275,1.025
186.305,1.029
186.335,1.028
186.365,1.024
186.395,1.030
186.425,1.028
186.455,1.025
186.485,1.028
186.515,1.031
186.545,1.024
186.575,1.026
186.605,1.030
186.635,1.030
186.665,1.029
186.695,1.029
186.725,1.024
186.755,1.023
186.785,1.041
186.815,1.035
186.845,1.026
186.875,1.021
186.905,1.022
186.935,1.024
186.965,1.027
186.995,1.027
187.025,1.028
187.055,1.030
187.085,1.029
187.115,1.027
187.145,1.031
187.175,1.028
187.205,1.032
187.235,1.027
187.265,1.024
187.295,1.025
187.325,1.028
187.355,1.029
187.385,1.021
187.415,1.033
187.445,1.036
187.475,1.033
187.505,1.022
187.535,1.028
187.565,1.026
187.595,1.026
187.625,1.022
187.655,1.027
187.685,1.031
187.715,1.031
187.745,1.027
187.775,1.029
187.805,1.029
187.835,1.026
187.865,1.026
187.895,1.029
187.925,1.033
187.955,1.031
187.985,1.026
188.015,1.022
188.045,1.024
188.075,1.036
188.105,1.032
188.135,1.024
188.165,1.022
188.195,1.027
188.225,1.027
188.255,1.025
188.285,1.030
188.315,1.031
188.345,1.030
188.375,1.025
188.405,1.027
188.435,1.028
188.465,1.024
188.495,1.027
188.525,1.026
188.555,1.032
188.585,1.029
188.615,1.031
188.645,1.028
188.675,1.025
188.705,1.026
188.735,1.035
188.765,1.032
188.795,1.026
188.825,1.023
188.855,1.023
188.885,1.032
188.915,1.031
188.945,1.027
188.975,1.032
189.005,1.032
189.035,1.025
189.065,1.027
189.095,1.029
189.125,1.027
189.155,1.029
189.185,1.025
189.215,1.027
189.245,1.031
189.275,1.031
189.305,1.023
189.335,1.022
189.365,1.034
189.395,1.041
189.425,1.027
189.455,1.021
189.485,1.026
189.515,1.031
189.545,1.027
189.575,1.027
189.605,1.028
189.635,1.028
189.665,1.028
189.695,1.028
189.725,1.029
189.755,1.030
189.785,1.026
189.815,1.030
189.845,1.029
189.875,1.030
189.905,1.027
189.935,1.020
189.965,1.023
189.995,1.032
190.025,1.038
190.055,1.027
190.085,1.021
190.115,1.023
190.145,1.029
190.175,1.031
190.205,1.028
190.235,1.028
190.265,1.029
190.295,1.034
190.325,1.026
190.355,1.031
190.385,1.028
190.415,1.023
190.445,1.029
190.475,1.029
190.505,1.031
190.535,1.033
190.565,1.024
190.595,1.022
190.625,1.037
190.655,1.036
190.685,1.030
190.715,1.026
190.745,1.028
190.775,1.028
190.805,1.027
190.835,1.025
190.865,1.032
190.895,1.032
190.925,1.029
190.955,1.026
190.985,1.028
191.015,1.028
191.045,1.028
191.075,1.030
191.105,1.029
191.135,1.033
191.165,1.028
191.195,1.024
191.225,1.024
191.255,1.030
191.285,1.040
191.315,1.034
191.345,1.025
191.375,1.022
191.405,1.024
191.435,1.025
191.465,1.028
191.495,1.030
191.525,1.032
191.555,1.030
191.585,1.028
191.615,1.026
191.645,1.031
191.675,1.029
191.705,1.029
191.735,1.031
191.765,1.029
191.795,1.030
191.825,1.030
191.855,1.021
191.885,1.021
191.915,1.041
191.945,1.041
191.975,1.032
192.005,1.022
192.035,1.026
192.065,1.028
192.095,1.030
192.125,1.026
192.155,1.036
192.185,1.027
192.215,1.027
192.245,1.021
192.275,1.027
192.305,1.031
192.335,1.030
192.365,1.029
192.395,1.028
192.425,1.027
192.455,1.029
192.485,1.035
192.515,1.027
192.545,1.021
192.575,1.034
192.605,1.033
192.635,1.031
192.665,1.027
192.695,1.029
192.725,1.027
192.755,1.028
192.785,1.027
192.815,1.029
192.845,1.029
192.875,1.030
192.905,1.027
192.935,1.029
192.965,1.030
192.995,1.029
193.025,1.031
193.055,1.027
193.085,1.029
193.115,1.037
193.145,1.023
193.175,1.022
193.205,1.036
193.235,1.041
193.265,1.027
193.295,1.023
193.325,1.026
193.355,1.028
193.385,1.030
193.415,1.029
193.445,1.030
193.475,1.028
193.505,1.030
193.535,1.030
193.565,1.032
193.595,1.028
193.625,1.029
193.655,1.031
193.685,1.031
193.715,1.034
193.745,1.029
193.775,1.024
193.805,1.030
193.835,1.038
193.865,1.029
193.895,1.021
193.925,1.024
193.955,1.029
193.985,1.029
194.015,1.023
194.045,1.028
194.075,1.031
194.105,1.030
194.135,1.030
194.165,1.030
194.195,1.023
194.225,1.026
194.255,1.033
194.285,1.032
194.315,1.036
194.345,1.040
194.375,1.019
194.405,1.019
194.435,1.034
194.465,1.033
194.495,1.016
194.525,1.027
194.555,1.028
194.585,1.033
194.615,1.023
194.645,1.027
194.675,1.021
194.705,1.027
194.735,1.034
194.765,1.028
194.795,1.024
194.825,1.025
194.855,1.026
194.885,1.028
194.915,1.029
194.945,1.029
194.975,1.028
195.005,1.012
195.035,1.044
195.065,1.025
195.095,1.018
195.125,1.015
195.155,1.020
195.185,1.030
195.215,1.030
195.245,1.024
195.275,1.027
195.305,1.027
195.335,1.024
195.365,1.022
195.395,1.023
195.425,1.025
195.455,1.026
195.485,1.024
195.515,1.027
195.545,1.022
195.575,1.022
195.605,1.031
195.635,1.036
195.665,1.025
195.695,1.026
195.725,1.021
195.755,1.021
195.785,1.027
195.815,1.032
195.845,1.031
195.875,1.028
195.905,1.020
195.935,1.025
195.965,1.022
195.995,1.027
196.025,1.028
196.055,1.026
196.085,1.029
196.115,1.026
196.145,1.018
196.175,1.028
196.205,1.041
196.235,1.030
196.265,1.026
196.295,1.023
196.325,1.027
196.355,1.028
196.385,1.027
196.415,1.029
196.445,1.024
196.475,1.026
196.505,1.026
196.535,1.026
196.565,1.027
196.595,1.031
196.625,1.024
196.655,1.024
196.685,1.032
196.715,1.020
196.745,1.021
196.775,1.038
196.805,1.036
196.835,1.029
196.865,1.023
196.895,1.021
196.925,1.022
196.955,1.031
196.985,1.030
197.015,1.031
197.045,1.035
197.075,1.026
197.105,1.026
197.135,1.031
197.165,1.027
197.195,1.026
197.225,1.028
197.255,1.021
197.285,1.033
197.315,1.021
197.345,1.021
197.375,1.036
197.405,1.041
197.435,1.028
197.465,1.021
197.495,1.021
197.525,1.027
197.555,1.031
197.585,1.029
197.615,1.031
197.645,1.032
197.675,1.028
197.705,1.028
197.735,1.026
197.765,1.026
197.795,1.028
197.825,1.029
197.855,1.031
197.885,1.028
197.915,1.021
197.945,1.024
197.975,1.043
198.005,1.029
198.035,1.022
198.065,1.023
198.095,1.028
198.125,1.027
198.155,1.028
198.185,1.028
198.215,1.028
198.245,1.028
198.275,1.027
198.305,1.028
198.335,1.023
198.365,1.028
198.395,1.025
198.425,1.029
198.455,1.033
198.485,1.024
198.515,1.023
198.545,1.047
198.575,1.038
198.605,1.022
198.635,1.018
198.665,1.021
198.695,1.029
198.725,1.032
198.755,1.026
198.785,1.029
198.815,1.028
198.845,1.026
198.875,1.031
198.905,1.027
198.935,1.024
198.965,1.028
198.995,1.027
199.025,1.031
199.055,1.027
199.085,1.024
199.115,1.025
199.145,1.037
199.175,1.031
199.205,1.023
