df_hash,22ZHK4.Z7HMM1
113.697,301
113.722,370
113.747,420
113.772,464
113.797,496
113.822,504
113.847,490
113.872,473
113.897,471
113.922,479
113.947,478
113.972,462
113.997,440
114.022,422
114.047,402
114.072,361
114.097,293
114.122,216
114.147,154
114.172,113
114.197,70
114.222,7
114.247,-63
114.272,-103
114.297,-78
114.322,7
114.347,117
114.372,214
114.397,285
114.422,335
114.447,372
114.472,391
114.497,384
114.522,355
114.547,320
114.572,293
114.597,280
114.622,272
114.647,262
114.672,246
114.697,223
114.722,192
114.747,148
114.772,90
114.797,25
114.822,-38
114.847,-94
114.872,-150
114.897,-212
114.922,-277
114.947,-322
114.972,-316
114.997,-249
115.022,-138
115.047,-20
115.072,70
115.097,129
115.122,170
115.147,207
115.172,237
115.197,244
115.222,225
115.247,198
115.272,185
115.297,192
115.322,199
115.347,184
115.372,142
115.397,94
115.422,63
115.447,50
115.472,39
115.497,17
115.522,-11
115.547,-35
115.572,-50
115.597,-63
115.622,-79
115.647,-78
115.672,-27
115.697,89
115.722,252
115.747,421
115.772,561
115.797,672
115.822,770
115.847,867
115.872,956
115.897,1025
115.922,1076
115.947,1125
115.972,1185
115.997,1256
116.022,1326
116.047,1392
116.072,1456
116.097,1523
116.122,1585
116.147,1632
116.172,1666
116.197,1698
116.222,1727
116.247,1723
116.272,1633
116.297,1424
116.322,1109
116.347,744
116.372,391
116.397,89
116.422,-150
116.447,-334
116.472,-466
116.497,-555
116.522,-618
116.547,-672
116.572,-724
116.597,-767
116.622,-799
116.647,-830
116.672,-874
116.697,-929
116.722,-969
116.747,-964
116.772,-909
116.797,-824
116.822,-743
116.847,-680
116.872,-638
116.897,-614
116.922,-616
116.947,-646
116.972,-686
116.997,-707
117.022,-695
117.047,-673
117.072,-677
117.097,-716
117.122,-759
117.147,-755
117.172,-682
117.197,-563
117.222,-438
117.247,-321
117.272,-192
117.297,-21
117.322,193
117.347,419
117.372,615
117.397,760
117.422,864
117.447,954
117.472,1060
117.497,1202
117.522,1375
117.547,1545
117.572,1655
117.597,1656
117.622,1552
117.647,1394
117.672,1251
117.697,1159
117.722,1103
117.747,1046
117.772,971
117.797,887
117.822,805
117.847,719
117.872,617
117.897,515
117.922,449
117.947,436
117.972,439
117.997,374
118.022,184
118.047,-108
118.072,-407
118.097,-609
118.122,-670
118.147,-621
118.172,-526
118.197,-430
118.222,-345
118.247,-265
118.272,-182
118.297,-91
118.322,10
118.347,119
118.372,219
118.397,290
118.422,325
118.447,335
118.472,338
118.497,340
118.522,326
118.547,283
118.572,222
118.597,182
118.622,196
118.647,269
118.672,368
118.697,450
118.722,497
118.747,529
118.772,583
118.797,682
118.822,816
118.847,949
118.872,1042
118.897,1069
118.922,1031
118.947,941
118.972,820
118.997,685
119.022,543
119.047,396
119.072,242
119.097,83
119.122,-69
119.147,-208
119.172,-325
119.197,-424
119.222,-513
119.247,-597
119.272,-675
119.297,-744
119.322,-801
119.347,-829
119.372,-801
119.397,-688
119.422,-484
119.447,-228
119.472,9
119.497,178
119.522,277
119.547,352
119.572,447
119.597,566
119.622,673
119.647,733
119.672,747
119.697,743
119.722,742
119.747,730
119.772,678
119.797,570
119.822,420
119.847,262
119.872,126
119.897,29
119.922,-23
119.947,-30
119.972,5
119.997,70
120.022,149
120.047,239
120.072,340
120.097,449
120.122,547
120.147,611
120.172,635
120.197,634
120.222,628
120.247,627
120.272,626
120.297,617
120.322,599
120.347,576
120.372,550
120.397,517
120.422,475
120.447,425
120.472,369
120.497,301
120.522,219
120.547,140
120.572,97
120.597,109
120.622,166
120.647,226
120.672,255
120.697,249
120.722,231
120.747,209
120.772,158
120.797,47
120.822,-120
120.847,-292
120.872,-406
120.897,-435
120.922,-401
120.947,-350
120.972,-310
120.997,-280
121.022,-252
121.047,-226
121.072,-213
121.097,-219
121.122,-243
121.147,-279
121.172,-323
121.197,-364
121.222,-376
121.247,-330
121.272,-219
121.297,-67
121.322,81
121.347,199
121.372,284
121.397,353
121.422,423
121.447,497
121.472,584
121.497,694
121.522,839
121.547,1012
121.572,1184
121.597,1322
121.622,1402
121.647,1414
121.672,1365
121.697,1269
121.722,1143
121.747,1003
121.772,848
121.797,667
121.822,456
121.847,240
121.872,68
121.897,-21
121.922,-35
121.947,-17
121.972,-14
121.997,-42
122.022,-82
122.047,-113
122.072,-127
122.097,-128
122.122,-117
122.147,-95
122.172,-79
122.197,-89
122.222,-125
122.247,-152
122.272,-134
122.297,-71
122.322,-19
122.347,-39
122.372,-135
122.397,-249
122.422,-308
122.447,-290
122.472,-218
122.497,-118
122.522,14
122.547,200
122.572,427
122.597,636
122.622,769
122.647,814
122.672,805
122.697,780
122.722,745
122.747,683
122.772,590
122.797,486
122.822,394
122.847,318
122.872,244
122.897,161
122.922,74
122.947,-1
122.972,-61
122.997,-108
123.022,-145
123.047,-172
123.072,-190
123.097,-205
123.122,-212
123.147,-188
123.172,-109
123.197,28
123.222,195
123.247,350
123.272,470
123.297,561
123.322,630
123.347,673
123.372,680
123.397,657
123.422,629
123.447,616
123.472,616
123.497,608
123.522,579
123.547,539
123.572,508
123.597,488
123.622,464
123.647,422
123.672,370
123.697,320
123.722,278
123.747,230
123.772,174
123.797,132
123.822,134
123.847,192
123.872,278
123.897,345
123.922,357
123.947,308
123.972,211
123.997,82
124.022,-71
124.047,-236
124.072,-393
124.097,-520
124.122,-606
124.147,-660
124.172,-693
124.197,-705
124.222,-681
124.247,-594
124.272,-435
124.297,-225
124.322,-16
124.347,146
124.372,253
124.397,342
124.422,465
124.447,640
124.472,825
124.497,955
124.522,987
124.547,938
124.572,861
124.597,800
124.622,761
124.647,727
124.672,683
124.697,635
124.722,594
124.747,561
124.772,525
124.797,478
124.822,428
124.847,384
124.872,344
124.897,301
124.922,249
124.947,193
124.972,141
124.997,91
125.022,38
125.047,-15
125.072,-54
125.097,-57
125.122,-18
125.147,49
125.172,124
125.197,190
125.222,242
125.247,276
125.272,291
125.297,288
125.322,279
125.347,275
125.372,280
125.397,286
125.422,286
125.447,276
125.472,260
125.497,238
125.522,203
125.547,153
125.572,92
125.597,34
125.622,-16
125.647,-67
125.672,-126
125.697,-178
125.722,-195
125.747,-152
125.772,-55
125.797,61
125.822,165
125.847,241
125.872,295
125.897,331
125.922,344
125.947,329
125.972,296
125.997,269
126.022,264
126.047,279
126.072,293
126.097,293
126.122,282
126.147,270
126.172,261
126.197,248
126.222,227
126.247,203
126.272,186
126.297,173
126.322,149
126.347,100
126.372,37
126.397,-6
126.422,0
126.447,68
126.472,176
126.497,291
126.522,388
126.547,457
126.572,496
126.597,499
126.622,468
126.647,418
126.672,379
126.697,377
126.722,411
126.747,456
126.772,479
126.797,468
126.822,436
126.847,402
126.872,370
126.897,335
126.922,291
126.947,242
126.972,200
126.997,166
127.022,129
127.047,84
127.072,45
127.097,40
127.122,84
127.147,164
127.172,248
127.197,309
127.222,345
127.247,366
127.272,377
127.297,377
127.322,364
127.347,345
127.372,330
127.397,320
127.422,308
127.447,285
127.472,256
127.497,230
127.522,214
127.547,202
127.572,185
127.597,161
127.622,127
127.647,80
127.672,12
127.697,-65
127.722,-122
127.747,-119
127.772,-43
127.797,78
127.822,203
127.847,297
127.872,358
127.897,398
127.922,420
127.947,406
127.972,343
127.997,234
128.022,107
128.047,-5
128.072,-77
128.097,-97
128.122,-68
128.147,-9
128.172,50
128.197,85
128.222,82
128.247,48
128.272,-1
128.297,-57
128.322,-108
128.347,-132
128.372,-103
128.397,-7
128.422,134
128.447,279
128.472,388
128.497,455
128.522,498
128.547,533
128.572,560
128.597,566
128.622,553
128.647,539
128.672,542
128.697,562
128.722,583
128.747,586
128.772,568
128.797,539
128.822,506
128.847,474
128.872,443
128.897,414
128.922,384
128.947,341
128.972,276
128.997,188
129.022,95
129.047,22
129.072,-12
129.097,-4
129.122,38
129.147,106
129.172,183
129.197,246
129.222,277
129.247,269
129.272,241
129.297,221
129.322,229
129.347,255
129.372,269
129.397,251
129.422,208
129.447,172
129.472,171
129.497,201
129.522,228
129.547,218
129.572,163
129.597,83
129.622,-1
129.647,-92
129.672,-198
129.697,-302
129.722,-347
129.747,-272
129.772,-64
129.797,213
129.822,460
129.847,601
129.872,623
129.897,563
129.922,456
129.947,326
129.972,195
129.997,103
130.022,95
130.047,179
130.072,313
130.097,425
130.122,466
130.147,438
130.172,368
130.197,284
130.222,196
130.247,109
130.272,39
130.297,7
130.322,17
130.347,49
130.372,79
130.397,100
130.422,129
130.447,182
130.472,262
130.497,350
130.522,423
130.547,466
130.572,483
130.597,481
130.622,466
130.647,445
130.672,421
130.697,397
130.722,373
130.747,344
130.772,308
130.797,265
130.822,221
130.847,182
130.872,145
130.897,103
130.922,54
130.947,2
130.972,-43
130.997,-83
131.022,-120
131.047,-152
131.072,-163
131.097,-130
131.122,-45
131.147,71
131.172,186
131.197,272
131.222,331
131.247,375
131.272,416
131.297,446
131.322,458
131.347,452
131.372,442
131.397,437
131.422,439
131.447,447
131.472,462
131.497,481
131.522,497
131.547,510
131.572,548
131.597,658
131.622,840
131.647,998
131.672,970
131.697,654
131.722,133
131.747,-341
131.772,-516
131.797,-325
131.822,60
131.847,376
131.872,461
131.897,351
131.922,193
131.947,99
131.972,76
131.997,65
132.022,28
132.047,-23
132.072,-67
132.097,-105
132.122,-151
132.147,-205
132.172,-244
132.197,-250
132.222,-231
132.247,-216
132.272,-215
132.297,-204
132.322,-150
132.347,-46
132.372,70
132.397,151
132.422,173
132.447,146
132.472,104
132.497,73
132.522,59
132.547,57
132.572,71
132.597,112
132.622,191
132.647,306
132.672,433
132.697,544
132.722,626
132.747,686
132.772,735
132.797,771
132.822,767
132.847,704
132.872,594
132.897,484
132.922,425
132.947,432
132.972,477
132.997,517
133.022,530
133.047,519
133.072,494
133.097,455
133.122,394
133.147,311
133.172,226
133.197,156
133.222,107
133.247,71
133.272,41
133.297,19
133.322,17
133.347,34
133.372,53
133.397,55
133.422,28
133.447,-21
133.472,-81
133.497,-131
133.522,-148
133.547,-113
133.572,-22
133.597,102
133.622,222
133.647,303
133.672,342
133.697,355
133.722,359
133.747,356
133.772,334
133.797,294
133.822,252
133.847,230
133.872,230
133.897,240
133.922,244
133.947,245
133.972,253
133.997,268
134.022,274
134.047,258
134.072,224
134.097,201
134.122,221
134.147,295
134.172,403
134.197,517
134.222,608
134.247,663
134.272,678
134.297,654
134.322,598
134.347,523
134.372,445
134.397,375
134.422,318
134.447,270
134.472,226
134.497,176
134.522,117
134.547,53
134.572,-6
134.597,-61
134.622,-120
134.647,-200
134.672,-304
134.697,-407
134.722,-466
134.747,-447
134.772,-353
134.797,-213
134.822,-67
134.847,61
134.872,171
134.897,264
134.922,341
134.947,399
134.972,438
134.997,465
135.022,490
135.047,518
135.072,547
135.097,569
135.122,576
135.147,558
135.172,513
135.197,447
135.222,365
135.247,268
135.272,159
135.297,48
135.322,-37
135.347,-66
135.372,-26
135.397,63
135.422,162
135.447,239
135.472,286
135.497,310
135.522,324
135.547,329
135.572,326
135.597,320
135.622,314
135.647,311
135.672,304
135.697,290
135.722,267
135.747,236
135.772,194
135.797,144
135.822,92
135.847,50
135.872,15
135.897,-22
135.922,-73
135.947,-126
135.972,-150
135.997,-120
136.022,-32
136.047,87
136.072,208
136.097,308
136.122,372
136.147,392
136.172,367
136.197,312
136.222,256
136.247,223
136.272,213
136.297,210
136.322,202
136.347,190
136.372,183
136.397,178
136.422,161
136.447,125
136.472,81
136.497,39
136.522,1
136.547,-44
136.572,-93
136.597,-120
136.622,-93
136.647,-9
136.672,100
136.697,199
136.722,274
136.747,331
136.772,377
136.797,402
136.822,395
136.847,366
136.872,344
136.897,354
136.922,398
136.947,455
136.972,505
136.997,541
137.022,565
137.047,583
137.072,607
137.097,650
137.122,721
137.147,810
137.172,891
137.197,943
137.222,973
137.247,1004
137.272,1045
137.297,1070
137.322,1038
137.347,929
137.372,759
137.397,563
137.422,371
137.447,193
137.472,39
137.497,-77
137.522,-147
137.547,-177
137.572,-188
137.597,-201
137.622,-223
137.647,-249
137.672,-277
137.697,-308
137.722,-340
137.747,-370
137.772,-397
137.797,-424
137.822,-456
137.847,-483
137.872,-479
137.897,-424
137.922,-323
137.947,-207
137.972,-104
137.997,-26
138.022,33
138.047,83
138.072,124
138.097,152
138.122,172
138.147,192
138.172,223
138.197,261
138.222,297
138.247,324
138.272,339
138.297,344
138.322,340
138.347,330
138.372,313
138.397,288
138.422,252
138.447,207
138.472,169
138.497,162
138.522,200
138.547,277
138.572,365
138.597,438
138.622,485
138.647,507
138.672,511
138.697,500
138.722,476
138.747,448
138.772,431
138.797,432
138.822,445
138.847,448
138.872,429
138.897,388
138.922,339
138.947,295
138.972,257
138.997,216
139.022,164
139.047,113
139.072,87
139.097,113
139.122,196
139.147,312
139.172,417
139.197,477
139.222,483
139.247,453
139.272,410
139.297,364
139.322,315
139.347,261
139.372,209
139.397,174
139.422,161
139.447,163
139.472,167
139.497,167
139.522,171
139.547,181
139.572,189
139.597,175
139.622,137
139.647,92
139.672,78
139.697,117
139.722,197
139.747,285
139.772,354
139.797,406
139.822,462
139.847,532
139.872,602
139.897,637
139.922,618
139.947,553
139.972,474
139.997,404
140.022,340
140.047,269
140.072,180
140.097,85
140.122,4
140.147,-55
140.172,-105
140.197,-162
140.222,-228
140.247,-286
140.272,-309
140.297,-278
140.322,-196
140.347,-84
140.372,28
140.397,121
140.422,184
140.447,218
140.472,229
140.497,225
140.522,218
140.547,218
140.572,228
140.597,245
140.622,256
140.647,250
140.672,232
140.697,217
140.722,212
140.747,204
140.772,169
140.797,102
140.822,31
140.847,3
140.872,39
140.897,118
140.922,191
140.947,228
140.972,238
140.997,249
141.022,270
141.047,287
141.072,285
141.097,272
141.122,261
141.147,243
141.172,195
141.197,114
141.222,47
141.247,64
141.272,179
141.297,321
141.322,383
141.347,325
141.372,209
141.397,142
141.422,165
141.447,234
141.472,270
141.497,249
141.522,206
141.547,168
141.572,117
141.597,17
141.622,-110
141.647,-184
141.672,-130
141.697,34
141.722,207
141.747,291
141.772,277
141.797,229
141.822,214
141.847,240
141.872,274
141.897,289
141.922,291
141.947,302
141.972,335
141.997,403
142.022,521
142.047,699
142.072,906
142.097,1074
142.122,1144
142.147,1116
142.172,1052
142.197,1015
142.222,1016
142.247,1015
142.272,964
142.297,855
142.322,720
142.347,602
142.372,525
142.397,487
142.422,462
142.447,413
142.472,315
142.497,173
142.522,27
142.547,-83
142.572,-148
142.597,-194
142.622,-244
142.647,-278
142.672,-249
142.697,-127
142.722,53
142.747,222
142.772,327
142.797,379
142.822,428
142.847,511
142.872,614
142.897,693
142.922,713
142.947,677
142.972,614
142.997,546
143.022,469
143.047,365
143.072,220
143.097,40
143.122,-156
143.147,-354
143.172,-556
143.197,-763
143.222,-954
143.247,-1090
143.272,-1134
143.297,-1096
143.322,-1023
143.347,-957
143.372,-886
143.397,-761
143.422,-553
143.447,-298
143.472,-77
143.497,64
143.522,153
143.547,250
143.572,377
143.597,491
143.622,542
143.647,528
143.672,504
143.697,511
143.722,530
143.747,513
143.772,447
143.797,381
143.822,379
143.847,453
143.872,548
143.897,599
143.922,586
143.947,534
143.972,481
143.997,444
144.022,424
144.047,416
144.072,414
144.097,406
144.122,379
144.147,338
144.172,311
144.197,323
144.222,366
144.247,406
144.272,421
144.297,422
144.322,437
144.347,469
144.372,495
144.397,485
144.422,444
144.447,403
144.472,386
144.497,396
144.522,424
144.547,467
144.572,527
144.597,588
144.622,621
144.647,612
144.672,587
144.697,587
144.722,622
144.747,651
144.772,625
144.797,538
144.822,434
144.847,359
144.872,316
144.897,285
144.922,258
144.947,254
144.972,279
144.997,300
145.022,256
145.047,119
145.072,-88
145.097,-326
145.122,-567
145.147,-804
145.172,-1013
145.197,-1155
145.222,-1220
145.247,-1257
145.272,-1322
145.297,-1390
145.322,-1337
145.347,-1045
145.372,-539
145.397,-6
145.422,345
145.447,451
145.472,410
145.497,370
145.522,398
145.547,469
145.572,556
145.597,675
145.622,844
145.647,1011
145.672,1076
145.697,985
145.722,799
145.747,644
145.772,602
145.797,656
145.822,741
145.847,822
145.872,907
145.897,996
145.922,1047
145.947,1015
145.972,909
145.997,796
146.022,741
146.047,752
146.072,776
146.097,762
146.122,699
146.147,604
146.172,495
146.197,378
146.222,266
146.247,176
146.272,121
146.297,93
146.322,70
146.347,39
146.372,2
146.397,-42
146.422,-99
146.447,-169
146.472,-226
146.497,-232
146.522,-171
146.547,-73
146.572,13
146.597,64
146.622,92
146.647,125
146.672,165
146.697,192
146.722,190
146.747,175
146.772,172
146.797,188
146.822,200
146.847,187
146.872,153
146.897,123
146.922,114
146.947,112
146.972,94
146.997,56
147.022,17
147.047,0
147.072,1
147.097,-8
147.122,-46
147.147,-108
147.172,-172
147.197,-223
147.222,-262
147.247,-284
147.272,-271
147.297,-202
147.322,-82
147.347,49
147.372,145
147.397,187
147.422,197
147.447,214
147.472,250
147.497,289
147.522,311
147.547,318
147.572,328
147.597,352
147.622,377
147.647,384
147.672,371
147.697,358
147.722,368
147.747,399
147.772,429
147.797,437
147.822,423
147.847,407
147.872,405
147.897,413
147.922,417
147.947,401
147.972,366
147.997,331
148.022,320
148.047,354
148.072,431
148.097,528
148.122,612
148.147,670
148.172,719
148.197,786
148.222,878
148.247,964
148.272,1005
148.297,990
148.322,946
148.347,909
148.372,885
148.397,848
148.422,779
148.447,695
148.472,642
148.497,644
148.522,672
148.547,665
148.572,577
148.597,410
148.622,200
148.647,-15
148.672,-224
148.697,-426
148.722,-615
148.747,-764
148.772,-841
148.797,-830
148.822,-741
148.847,-613
148.872,-496
148.897,-418
148.922,-374
148.947,-332
148.972,-270
148.997,-203
149.022,-173
149.047,-205
149.072,-278
149.097,-337
149.122,-341
149.147,-294
149.172,-239
149.197,-208
149.222,-202
149.247,-202
149.272,-197
149.297,-193
149.322,-201
149.347,-215
149.372,-217
149.397,-200
149.422,-172
149.447,-148
149.472,-124
149.497,-79
149.522,9
149.547,142
149.572,297
149.597,440
149.622,544
149.647,597
149.672,611
149.697,607
149.722,609
149.747,625
149.772,644
149.797,647
149.822,623
149.847,575
149.872,506
149.897,412
149.922,298
149.947,186
149.972,110
149.997,90
150.022,116
150.047,156
150.072,191
150.097,229
150.122,286
150.147,361
150.172,431
150.197,485
150.222,547
150.247,653
150.272,811
150.297,993
150.322,1168
150.347,1346
150.372,1560
150.397,1817
150.422,2057
150.447,2187
150.472,2169
150.497,2057
150.522,1952
150.547,1897
150.572,1834
150.597,1652
150.622,1299
150.647,835
150.672,389
150.697,65
150.722,-129
150.747,-259
150.772,-390
150.797,-543
150.822,-696
150.847,-827
150.872,-937
150.897,-1039
150.922,-1129
150.947,-1180
150.972,-1164
150.997,-1078
151.022,-948
151.047,-806
151.072,-674
151.097,-555
151.122,-449
151.147,-362
151.172,-305
151.197,-279
151.222,-279
151.247,-297
151.272,-322
151.297,-337
151.322,-311
151.347,-220
151.372,-74
151.397,79
151.422,188
151.447,234
151.472,244
151.497,255
151.522,273
151.547,264
151.572,206
151.597,129
151.622,103
151.647,181
151.672,350
151.697,539
151.722,684
151.747,768
151.772,814
151.797,846
151.822,863
151.847,845
151.872,789
151.897,713
151.922,639
151.947,573
151.972,505
151.997,420
152.022,313
152.047,185
152.072,42
152.097,-104
152.122,-234
152.147,-331
152.172,-384
152.197,-399
152.222,-376
152.247,-307
152.272,-181
152.297,-8
152.322,172
152.347,311
152.372,389
152.397,427
152.422,468
152.447,534
152.472,618
152.497,691
152.522,737
152.547,754
152.572,750
152.597,729
152.622,688
152.647,628
152.672,562
152.697,506
152.722,466
152.747,437
152.772,405
152.797,363
152.822,307
152.847,242
152.872,182
152.897,141
152.922,131
152.947,147
152.972,172
152.997,178
153.022,143
153.047,62
153.072,-48
153.097,-155
153.122,-224
153.147,-230
153.172,-175
153.197,-81
153.222,16
153.247,95
153.272,150
153.297,187
153.322,213
153.347,227
153.372,227
153.397,220
153.422,215
153.447,210
153.472,192
153.497,149
153.522,97
153.547,70
153.572,99
153.597,183
153.622,286
153.647,367
153.672,411
153.697,433
153.722,450
153.747,461
153.772,455
153.797,431
153.822,411
153.847,417
153.872,447
153.897,468
153.922,448
153.947,384
153.972,305
153.997,242
154.022,199
154.047,159
154.072,107
154.097,52
154.122,9
154.147,-16
154.172,-42
154.197,-78
154.222,-106
154.247,-91
154.272,-11
154.297,111
154.322,223
154.347,281
154.372,283
154.397,252
154.422,211
154.447,162
154.472,103
154.497,53
154.522,57
154.547,147
154.572,309
154.597,491
154.622,635
154.647,721
154.672,768
154.697,803
154.722,836
154.747,856
154.772,848
154.797,811
154.822,751
154.847,679
154.872,610
154.897,573
154.922,594
154.947,672
154.972,760
154.997,787
155.022,690
155.047,460
155.072,141
155.097,-188
155.122,-457
155.147,-618
155.172,-665
155.197,-625
155.222,-544
155.247,-459
155.272,-379
155.297,-287
155.322,-173
155.347,-56
155.372,22
155.397,37
155.422,1
155.447,-47
155.472,-78
155.497,-93
155.522,-111
155.547,-141
155.572,-174
155.597,-199
155.622,-223
155.647,-259
155.672,-301
155.697,-317
155.722,-277
155.747,-182
155.772,-69
155.797,18
155.822,74
155.847,121
155.872,185
155.897,257
155.922,312
155.947,333
155.972,339
155.997,368
156.022,444
156.047,560
156.072,686
156.097,796
156.122,880
156.147,939
156.172,970
156.197,961
156.222,907
156.247,823
156.272,734
156.297,660
156.322,592
156.347,505
156.372,385
156.397,253
156.422,157
156.447,136
156.472,185
156.497,254
156.522,290
156.547,277
156.572,241
156.597,221
156.622,227
156.647,243
156.672,254
156.697,280
156.722,354
156.747,487
156.772,640
156.797,752
156.822,786
156.847,759
156.872,717
156.897,691
156.922,685
156.947,694
156.972,727
156.997,799
157.022,890
157.047,928
157.072,814
157.097,492
157.122,5
157.147,-517
157.172,-930
157.197,-1155
157.222,-1217
157.247,-1203
157.272,-1196
157.297,-1215
157.322,-1223
157.347,-1165
157.372,-1031
157.397,-852
157.422,-677
157.447,-527
157.472,-389
157.497,-243
157.522,-95
157.547,34
157.572,127
157.597,196
157.622,271
157.647,374
157.672,503
157.697,643
157.722,781
157.747,907
157.772,1010
157.797,1069
157.822,1071
157.847,1030
157.872,986
157.897,969
157.922,976
157.947,971
157.972,915
157.997,803
158.022,665
158.047,539
158.072,450
158.097,395
158.122,360
158.147,330
158.172,301
158.197,269
158.222,226
158.247,164
158.272,83
158.297,-10
158.322,-106
158.347,-201
158.372,-293
158.397,-374
158.422,-420
158.447,-405
158.472,-317
158.497,-176
158.522,-24
158.547,98
158.572,183
158.597,243
158.622,295
158.647,340
158.672,373
158.697,397
158.722,425
158.747,474
158.772,543
158.797,615
158.822,663
158.847,669
158.872,628
158.897,545
158.922,435
158.947,316
158.972,206
158.997,115
159.022,44
159.047,-1
159.072,-18
159.097,-4
159.122,23
159.147,37
159.172,27
159.197,17
159.222,46
159.247,131
159.272,242
159.297,325
159.322,351
159.347,337
159.372,327
159.397,349
159.422,394
159.447,435
159.472,459
159.497,474
159.522,490
159.547,506
159.572,510
159.597,498
159.622,474
159.647,447
159.672,413
159.697,365
159.722,300
159.747,231
159.772,170
159.797,124
159.822,81
159.847,29
159.872,-35
159.897,-102
159.922,-148
159.947,-150
159.972,-100
159.997,-17
160.022,62
160.047,110
160.072,122
160.097,126
160.122,150
160.147,194
160.172,230
160.197,227
160.222,186
160.247,138
160.272,116
160.297,126
160.322,150
160.347,167
160.372,174
160.397,181
160.422,194
160.447,205
160.472,201
160.497,178
160.522,146
160.547,121
160.572,105
160.597,89
160.622,65
160.647,38
160.672,29
160.697,58
160.722,131
160.747,231
160.772,331
160.797,403
160.822,441
160.847,452
160.872,445
160.897,427
160.922,398
160.947,365
160.972,341
160.997,337
161.022,348
161.047,359
161.072,353
161.097,327
161.122,291
161.147,254
161.172,219
161.197,186
161.222,155
161.247,127
161.272,98
161.297,59
161.322,11
161.347,-28
161.372,-29
161.397,24
161.422,120
161.447,224
161.472,306
161.497,363
161.522,410
161.547,457
161.572,497
161.597,518
161.622,514
161.647,495
161.672,478
161.697,467
161.722,457
161.747,441
161.772,414
161.797,378
161.822,334
161.847,281
161.872,219
161.897,150
161.922,83
161.947,24
161.972,-22
161.997,-67
162.022,-121
162.047,-194
162.072,-271
162.097,-324
162.122,-326
162.147,-272
162.172,-189
162.197,-110
162.222,-51
162.247,-5
162.272,42
162.297,91
162.322,125
162.347,131
162.372,114
162.397,94
162.422,85
162.447,85
162.472,87
162.497,90
162.522,96
162.547,109
162.572,121
162.597,128
162.622,130
162.647,132
162.672,132
162.697,123
162.722,99
162.747,71
162.772,59
162.797,71
162.822,100
162.847,133
162.872,161
162.897,190
162.922,224
162.947,263
162.972,308
162.997,357
163.022,408
163.047,458
163.072,508
163.097,578
163.122,702
163.147,895
163.172,1134
163.197,1373
163.222,1579
163.247,1764
163.272,1950
163.297,2132
163.322,2263
163.347,2296
163.372,2232
163.397,2115
163.422,1971
163.447,1774
163.472,1474
163.497,1056
163.522,574
163.547,106
163.572,-295
163.597,-624
163.622,-889
163.647,-1088
163.672,-1217
163.697,-1291
163.722,-1347
163.747,-1406
163.772,-1457
163.797,-1480
163.822,-1481
163.847,-1480
163.872,-1482
163.897,-1453
163.922,-1354
163.947,-1194
163.972,-1021
163.997,-868
164.022,-706
164.047,-476
164.072,-164
164.097,163
164.122,408
164.147,531
164.172,574
164.197,609
164.222,670
164.247,736
164.272,777
164.297,789
164.322,784
164.347,769
164.372,734
164.397,679
164.422,622
164.447,580
164.472,538
164.497,465
164.522,349
164.547,222
164.572,132
164.597,97
164.622,88
164.647,66
164.672,18
164.697,-24
164.722,-30
164.747,1
164.772,34
164.797,28
164.822,-30
164.847,-107
164.872,-146
164.897,-98
164.922,43
164.947,238
164.972,429
164.997,578
165.022,691
165.047,804
165.072,952
165.097,1134
165.122,1324
165.147,1487
165.172,1597
165.197,1631
165.222,1568
165.247,1400
165.272,1137
165.297,815
165.322,480
165.347,182
165.372,-31
165.397,-129
165.422,-106
165.447,-3
165.472,113
165.497,191
165.522,217
165.547,202
165.572,149
165.597,42
165.622,-128
165.647,-332
165.672,-504
165.697,-594
165.722,-600
165.747,-557
165.772,-503
165.797,-454
165.822,-419
165.847,-415
165.872,-465
165.897,-565
165.922,-685
165.947,-787
165.972,-845
165.997,-849
166.022,-797
166.047,-694
166.072,-570
166.097,-464
166.122,-396
166.147,-333
166.172,-221
166.197,-52
166.222,108
166.247,172
166.272,122
166.297,49
166.322,81
166.347,279
166.372,602
166.397,957
166.422,1283
166.447,1569
166.472,1811
166.497,1982
166.522,2050
166.547,2026
166.572,1970
166.597,1940
166.622,1939
166.647,1920
166.672,1837
166.697,1692
166.722,1531
166.747,1399
166.772,1303
166.797,1222
166.822,1118
166.847,966
166.872,759
166.897,516
166.922,277
166.947,77
166.972,-78
166.997,-226
167.022,-408
167.047,-631
167.072,-848
167.097,-989
167.122,-1016
167.147,-944
167.172,-828
167.197,-715
167.222,-622
167.247,-537
167.272,-445
167.297,-345
167.322,-246
167.347,-162
167.372,-99
167.397,-53
167.422,-15
167.447,25
167.472,68
167.497,106
167.522,128
167.547,131
167.572,125
167.597,122
167.622,132
167.647,150
167.672,165
167.697,165
167.722,147
167.747,119
167.772,96
167.797,92
167.822,119
167.847,173
167.872,247
167.897,324
167.922,388
167.947,428
167.972,436
167.997,415
168.022,374
168.047,330
168.072,302
168.097,300
168.122,326
168.147,366
168.172,393
168.197,380
168.222,314
168.247,206
168.272,91
168.297,10
168.322,-16
168.347,6
168.372,57
168.397,114
168.422,159
168.447,175
168.472,148
168.497,75
168.522,-22
168.547,-108
168.572,-150
168.597,-144
168.622,-106
168.647,-57
168.672,-1
168.697,72
168.722,169
168.747,283
168.772,400
168.797,501
168.822,569
168.847,579
168.872,516
168.897,388
168.922,235
