df_hash,22ZHK4.JPPQDU
89.308,10
89.992,250
90.136,580
90.141,10
90.185,120
90.189,20
90.192,15
90.195,10
90.235,10
90.239,10
90.331,15
90.673,65
90.677,515
90.968,10
91.501,215
92.330,585
92.334,810
93.170,10
93.891,805
94.200,795
94.719,210
94.865,645
95.696,10
95.941,925
96.669,15
96.766,915
97.498,10
97.503,865
97.790,10
98.484,225
98.490,580
98.620,15
99.155,240
99.451,620
99.984,255
99.988,610
100.277,10
100.862,250
100.865,575
100.963,10
101.105,160
101.109,15
101.157,10
101.160,10
101.164,15
101.690,15
101.697,550
101.857,15
101.937,185
101.946,20
102.520,15
102.763,625
103.348,240
103.353,595
103.690,10
104.180,260
104.274,575
104.330,15
104.491,185
104.569,20
105.005,20
105.152,550
105.834,205
105.841,620
105.986,10
106.663,245
106.717,595
106.858,10
106.863,195
107.501,35
107.543,600
107.660,10
107.687,140
107.690,10
107.693,70
107.696,20
107.784,10
107.787,10
108.234,10
108.616,540
109.052,180
109.055,640
109.344,10
109.881,260
110.079,595
110.173,10
110.855,265
110.859,570
111.002,10
111.005,165
111.050,15
111.054,15
111.057,15
111.151,15
111.154,30
111.538,10
111.541,540
111.830,10
111.834,190
112.659,25
112.662,615
112.711,205
113.199,45
113.489,595
113.499,200
113.507,20
113.539,20
114.073,30
114.076,555
114.171,10
114.317,155
114.320,10
114.365,20
114.369,10
114.373,10
114.414,10
114.418,10
114.422,10
114.426,15
114.902,15
114.905,530
115.048,10
115.146,195
115.730,25
115.733,575
115.877,10
116.586,225
116.611,580
116.706,10
116.709,200
116.712,20
116.852,20
117.242,35
117.255,475
117.389,10
117.400,155
117.408,15
117.534,15
117.539,15
117.925,25
118.119,525
118.217,10
118.265,170
118.753,45
118.850,550
119.046,10
119.659,220
119.874,570
119.877,10
119.884,10
120.459,235
120.463,585
120.605,10
120.655,145
120.666,20
120.703,15
120.706,10
120.710,15
120.995,15
121.200,20
121.239,545
121.439,10
121.681,165
121.686,20
121.691,20
122.117,10
122.124,635
122.270,10
122.409,160
122.414,20
122.420,25
122.945,65
122.949,615
123.774,10
123.780,885
123.920,10
123.927,125
124.071,30
124.216,15
124.223,15
124.232,15
124.605,20
124.609,570
124.749,10
124.752,170
124.899,25
125.454,10
125.457,600
125.481,10
126.310,10
126.313,800
126.407,15
126.410,195
126.553,25
127.142,20
127.238,580
127.537,10
127.540,170
127.825,25
127.838,580
128.065,10
128.068,150
128.113,20
128.118,20
128.649,25
128.796,590
128.942,190
128.946,20
129.478,40
129.482,580
129.771,15
130.307,215
130.311,580
130.454,10
130.474,10
130.507,160
130.600,25
131.054,75
131.184,510
131.287,10
131.382,170
131.874,25
132.696,630
132.699,840
132.951,10
133.671,255
134.360,595
134.646,800
134.649,175
134.795,25
135.182,25
135.185,590
135.474,15
136.012,225
136.157,545
136.160,15
136.839,220
136.842,595
136.986,15
136.988,170
136.991,25
137.137,25
137.572,65
137.669,520
137.718,10
137.814,130
137.829,25
137.864,25
138.497,50
138.500,605
138.546,10
138.549,15
138.646,95
138.649,15
138.792,10
138.795,15
138.799,70
139.375,10
139.377,715
139.472,15
139.475,10
139.521,10
139.524,10
139.527,10
140.106,15
140.109,635
140.594,10
140.598,475
140.927,10
140.934,330
141.043,10
141.181,130
141.220,10
141.227,40
141.230,25
141.234,10
141.717,15
141.725,555
141.861,15
141.879,175
142.014,15
142.056,15
142.059,10
142.062,10
142.064,10
142.398,25
142.405,450
143.275,10
143.277,815
143.957,10
144.639,740
144.663,665
146.055,10
146.369,1435
146.444,155
146.736,200
146.740,305
147.419,10
148.251,680
148.260,685
148.833,205
149.710,535
149.714,760
149.856,10
149.859,190
149.910,25
150.343,35
150.348,515
150.490,10
150.636,150
150.645,35
151.181,20
151.319,540
151.344,10
151.855,200
152.001,610
152.833,15
153.659,855
154.097,870
154.487,260
154.491,535
154.665,10
154.668,170
154.671,15
154.682,15
154.686,10
155.387,15
156.047,600
156.051,805
156.876,10
157.168,810
157.174,230
157.802,40
157.855,515
157.900,150
157.904,15
157.907,10
157.997,15
158.000,20
158.387,30
158.534,555
158.680,15
159.362,210
159.366,625
160.208,15
161.072,895
161.217,870
161.312,10
161.995,255
162.289,650
162.873,260
163.850,650
163.896,905
164.676,10
164.822,855
164.826,165
164.871,10
164.883,15
164.889,10
164.920,15
164.923,10
164.926,15
165.505,30
165.519,525
165.651,10
165.656,185
166.191,35
166.528,565
167.016,200
167.019,615
167.848,10
167.852,870
168.137,10
168.141,190
168.286,15
168.820,20
168.970,640
169.015,145
169.018,10
169.021,15
169.064,15
169.067,15
169.071,10
169.551,15
169.697,595
169.795,10
169.798,195
170.527,20
171.355,645
171.359,885
172.330,10
172.476,905
172.481,190
172.574,20
173.159,80
173.162,545
173.305,10
173.309,165
173.356,20
173.359,25
173.846,20
173.987,590
174.134,10
174.820,245
174.828,600
175.645,10
175.840,870
175.844,200
175.947,20
175.987,25
176.474,40
176.620,550
176.623,160
176.669,15
176.672,15
176.675,15
176.797,20
177.303,20
177.449,575
177.452,185
177.597,30
178.132,40
178.488,595
178.719,10
178.723,195
178.727,15
178.730,25
179.009,20
179.012,610
179.253,10
179.840,260
179.843,585
179.984,10
179.988,145
179.994,20
180.119,15
180.130,10
180.134,10
180.137,10
180.233,10
180.243,10
180.668,60
180.679,530
180.959,10
180.965,205
181.644,10
181.647,640
181.788,10
182.324,255
182.327,590
182.617,10
183.152,195
183.156,625
183.299,10
183.445,160
183.448,15
183.494,10
183.497,15
183.500,15
183.545,20
183.986,20
184.030,510
184.127,10
184.132,170
184.810,10
184.813,630
184.963,10
185.688,235
185.736,670
186.008,10
186.013,185
186.516,80
186.809,605
186.812,175
186.860,10
186.864,10
187.491,45
187.495,665
187.846,10
188.466,235
188.478,705
188.616,10
189.441,10
189.447,990
190.270,10
190.416,905
190.514,10
190.518,190
190.709,25
191.248,10
191.258,620
192.077,10
192.223,840
192.903,10
192.908,820
193.585,10
193.878,815
194.414,220
194.417,560
194.709,10
195.243,205
195.292,605
195.535,10
196.121,230
196.266,585
196.659,200
196.815,65
197.096,525
197.106,155
197.111,15
197.144,15
197.149,10
197.195,10
197.201,10
197.206,10
197.633,30
197.681,505
198.485,10
199.195,790
200.118,830
200.121,875
200.414,10
200.950,265
201.093,545
201.678,185
202.799,640
202.802,850
203.481,240
203.485,595
203.628,10
203.634,160
203.826,30
204.164,30
204.456,590
204.460,185
204.993,10
204.997,595
205.142,10
205.286,10
205.872,230
206.118,595
206.699,225
206.704,630
206.946,10
206.994,195
206.997,15
207.528,15
207.674,605
207.677,170
207.820,10
207.823,10
207.827,15
207.869,15
207.872,15
207.875,10
207.878,10
208.357,20
208.503,525
209.185,225
209.188,590
209.332,10
210.014,220
210.160,605
210.844,195
210.847,655
210.990,10
211.041,180
211.184,40
211.676,55
211.680,545
211.818,10
211.821,120
211.869,105
211.872,15
211.964,15
212.506,570
212.793,10
213.329,265
213.426,565
214.206,10
214.212,850
215.035,10
215.040,870
215.217,10
215.280,165
215.283,20
215.335,15
215.905,10
216.698,620
217.522,855
217.525,830
217.717,10
217.720,160
217.814,10
217.818,10
217.863,10
217.867,10
217.870,10
217.873,10
218.350,65
218.354,480
218.497,10
219.082,195
219.180,610
219.400,15
219.910,215
219.913,585
220.155,10
220.753,230
220.791,615
220.934,10
220.987,145
221.132,20
221.135,15
221.139,15
221.574,15
221.714,590
221.758,10
221.812,150
221.819,15
221.844,10
221.958,10
221.965,10
222.397,20
222.400,640
223.372,15
223.376,855
224.200,15
224.204,925
225.029,10
225.033,820
225.175,10
225.322,165
225.325,10
225.565,75
226.443,10
226.447,1035
226.492,10
226.495,110
226.594,15
226.687,10
226.690,10
226.693,10
226.697,15
226.741,180
226.745,25
226.748,15
226.838,10
226.979,205
226.982,10
228.442,665
229.079,780
229.176,695
229.517,10
230.733,385
230.736,1260
232.147,10
232.832,1415
232.927,670
232.930,15
233.658,10
234.341,755
234.344,810
234.487,10
234.491,15
234.779,125
235.075,155
235.169,405
235.173,15
235.218,20
235.223,15
235.356,150
235.413,15
236.875,440
236.881,1070
236.924,10
236.929,10
236.935,15
237.122,235
237.266,180
237.269,10
237.412,100
237.415,10
237.460,15
237.463,25
237.467,30
237.509,15
237.563,10
237.704,40
237.707,210
238.533,635
239.069,190
239.072,570
239.654,10
239.659,525
239.801,10
239.804,140
240.337,445
240.341,10
240.483,20
240.487,140
241.463,35
241.607,1025
241.751,210
242.310,350
242.823,265
242.829,535
243.409,10
244.237,535
244.950,840
244.969,720
244.974,45
245.067,25
245.114,20
245.122,10
245.127,10
245.261,10
245.267,10
245.603,20
245.748,520
245.751,10
245.797,115
245.800,10
245.803,75
245.806,15
245.894,10
245.898,20
246.215,50
247.016,365
247.019,765
247.064,10
247.075,10
247.079,30
247.186,20
247.311,20
247.316,85
247.322,15
247.698,10
247.702,550
248.703,10
248.724,815
248.819,15
248.823,200
249.379,10
250.087,530
250.769,715
250.773,765
250.916,10
250.920,115
251.016,30
251.019,15
251.066,10
251.208,15
251.211,40
251.599,30
251.614,515
252.329,10
252.332,765
253.158,10
253.162,750
253.841,10
253.845,710
254.524,10
254.822,745
255.352,200
256.083,570
256.766,705
256.769,745
257.059,10
257.449,220
257.741,525
257.744,155
257.839,15
258.277,15
259.008,650
259.252,695
259.838,165
260.519,600
260.526,735
261.206,10
261.934,735
262.765,670
262.811,745
262.815,10
262.818,25
262.822,55
262.859,15
262.865,120
262.957,15
262.961,10
262.967,10
263.006,15
263.018,20
263.054,15
263.058,15
263.063,10
263.152,10
263.159,15
263.352,290
263.447,10
263.981,10
264.131,720
264.810,10
264.813,745
265.687,10
265.785,910
266.373,25
266.516,675
266.520,55
266.759,35
266.763,15
266.766,10
266.810,245
266.820,15
266.823,10
266.827,15
266.927,15
266.955,20
266.958,15
267.052,190
268.032,980
268.173,15
268.177,15
268.181,15
268.184,10
268.222,130
268.225,15
268.324,10
268.466,15
268.469,220
269.295,735
269.831,10
270.660,690
270.664,770
270.956,10
271.001,265
271.004,15
271.008,10
271.050,10
271.342,20
271.345,435
272.220,10
272.223,805
272.318,10
273.073,165
273.198,615
273.292,195
273.296,20
273.352,10
273.356,10
273.372,10
273.392,10
273.395,15
273.398,15
273.731,15
273.734,445
274.560,10
274.563,775
275.243,10
275.928,675
276.071,715
276.663,100
277.209,630
278.328,585
278.483,1155
278.606,30
278.635,255
278.704,10
280.117,760
280.121,735
280.949,15
280.952,760
281.775,10
282.506,795
283.188,750
284.334,775
284.362,1015
284.714,10
284.898,390
285.431,10
285.436,815
285.550,10
285.675,120
285.679,15
285.727,20
285.737,10
285.741,10
285.744,15
285.772,10
285.779,10
285.784,15
285.788,15
285.821,15
285.825,15
285.866,10
285.870,10
285.874,10
285.878,15
285.882,20
286.260,35
286.358,365
286.508,270
286.512,10
287.089,545
287.776,10
287.917,745
288.454,130
288.457,565
289.575,10
290.014,1065
290.021,475
290.697,10
290.842,750
291.525,10
291.529,750
291.671,165
293.865,600
293.869,1585
293.914,10
293.918,10
293.921,15
294.099,25
294.109,60
294.112,25
294.115,15
294.119,15
294.157,10
294.161,15
294.164,15
294.329,15
294.742,270
294.746,315
294.840,15
295.572,130
296.400,725
296.406,845
296.449,15
296.454,10
296.469,10
296.497,10
296.503,10
296.508,10
296.513,10
296.546,10
296.574,10
296.793,10
296.797,10
296.799,15
297.232,20
298.632,655
298.695,1420
299.325,15
299.328,715
300.836,10
300.840,1500
300.888,10
300.894,10
300.982,10
301.466,95
302.251,505
302.399,765
302.936,10
303.079,770
303.761,180
303.765,650
304.591,10
305.325,805
305.374,745
306.256,10
306.296,880
306.299,10
306.302,10
306.305,10
306.394,10
306.397,15
306.400,90
306.833,15
306.836,415
307.515,10
308.261,770
308.368,725
309.178,10
309.325,850
309.331,10
309.904,10
309.907,725
310.733,10
311.562,805
311.567,820
312.390,10
312.397,900
313.367,15
313.380,760
313.393,10
313.902,120
314.876,670
314.880,865
314.929,20
314.941,10
314.944,10
314.974,15
315.027,145
315.172,15
315.754,735
316.438,10
317.558,655
317.564,1070
317.606,10
317.611,15
317.617,10
317.711,10
317.715,10
317.824,255
317.948,10
318.533,730
319.362,15
320.191,750
321.019,875
321.024,895
321.201,10
321.311,105
321.317,10
321.361,70
321.366,20
321.371,10
321.376,10
321.409,15
321.458,130
321.848,25
321.852,375
322.676,10
322.680,890
323.268,10
323.380,565
323.410,15
323.413,10
323.417,10
323.422,10
323.505,135
323.509,10
324.336,825
324.481,85
325.309,65
325.312,815
325.601,330
325.608,10
325.748,10
325.804,125
325.810,20
325.815,40
325.924,15
325.943,10
327.259,1465
327.406,10
327.608,320
327.698,10
327.702,10
328.380,735
329.063,50
329.067,730
329.940,10
330.038,835
330.233,15
330.866,230
330.870,655
330.918,10
331.749,10
332.449,850
333.255,755
333.261,810
334.109,10
334.233,790
334.929,10
334.964,785
335.596,10
336.327,675
336.331,710
336.478,15
337.010,85
337.155,720
337.302,10
337.308,170
337.350,20
337.356,10
337.361,15
337.448,10
337.453,10
337.459,10
337.464,10
337.496,10
337.513,10
337.520,15
337.529,10
337.597,15
337.603,15
337.935,20
338.007,480
338.187,10
338.667,180
338.670,625
338.813,15
338.817,135
338.959,20
338.965,10
339.008,10
339.015,15
339.029,15
339.057,15
339.063,15
339.069,10
339.075,10
339.401,10
339.495,15
339.498,495
340.374,15
340.379,885
340.617,15
340.622,230
341.233,30
342.030,580
342.859,805
342.863,750
342.912,10
343.542,15
343.548,740
343.591,10
343.702,10
343.737,50
343.742,30
343.746,20
343.750,15
343.786,15
343.837,20
343.844,150
344.131,20
344.266,285
344.955,10
345.784,755
345.788,800
346.764,10
346.911,965
347.450,10
347.880,725
347.978,505
348.710,10
349.830,720
349.834,1215
351.732,10
351.735,1840
352.928,15
352.931,1205
353.584,10
353.588,615
354.270,10
354.318,690
354.974,10
355.098,655
355.641,10
355.779,735
355.784,10
356.364,115
357.046,565
357.757,705
358.021,775
358.024,245
358.563,40
358.703,480
359.289,180
359.386,615
359.535,10
359.541,185
359.544,20
360.117,10
360.120,530
360.265,10
360.361,165
360.799,65
360.802,505
360.903,10
361.629,10
362.311,835
363.140,675
363.971,760
364.017,835
364.022,15
364.066,10
364.073,10
364.107,10
364.162,15
364.192,10
364.200,15
364.207,10
364.213,10
364.218,15
364.245,15
364.250,10
364.263,15
364.268,10
364.407,15
365.089,355
365.101,675
365.922,10
365.925,780
366.064,10
366.070,135
366.213,10
366.649,15
366.655,575
366.847,10
368.014,10
368.020,1295
368.063,10
368.069,15
368.074,10
368.118,10
368.128,10
368.134,15
368.161,40
368.167,25
368.173,10
368.307,10
368.599,150
368.605,355
369.428,10
369.434,735
370.111,10
370.116,740
370.403,10
370.409,210
370.455,10
370.463,15
370.468,10
370.810,20
370.942,495
371.674,10
371.677,765
371.918,10
372.353,240
372.358,505
373.182,10
373.185,735
373.189,10
373.329,10
373.572,160
373.745,425
373.867,10
375.134,1430
376.254,10
376.643,1025
376.647,395
376.789,10
376.793,220
376.796,20
376.939,15
377.092,15
377.328,195
377.474,300
378.207,10
378.211,795
378.301,15
379.032,190
379.036,640
379.283,10
379.861,300
380.690,510
381.531,895
382.347,860
382.353,830
382.399,10
382.511,10
382.639,110
382.643,120
382.738,10
382.741,10
382.744,40
383.224,455
383.862,10
383.907,755
383.913,30
384.011,20
384.053,15
384.059,10
384.066,10
384.071,10
384.102,10
384.107,10
384.128,10
384.133,15
384.154,15
384.199,25
384.207,95
384.211,20
384.216,15
384.297,10
384.326,10
384.443,15
384.448,15
384.598,20
384.640,255
384.645,10
385.272,10
385.275,710
385.419,15
386.003,135
386.007,600
386.979,10
386.984,885
386.989,20
386.994,10
387.223,15
387.368,400
387.375,15
387.661,335
388.490,10
388.496,780
388.734,10
389.172,335
389.177,355
389.224,10
390.012,10
390.148,810
390.538,230
390.830,365
391.512,250
391.659,780
391.805,15
392.636,185
392.640,735
393.316,10
393.319,775
393.366,20
393.375,10
393.379,15
393.413,20
393.417,20
393.467,15
393.611,20
393.629,15
393.633,10
393.755,15
393.950,475
393.953,10
394.730,845
395.558,10
395.562,825
396.388,10
397.216,805
397.219,810
397.362,10
397.509,200
398.046,30
398.191,580
398.776,235
398.780,530
398.946,10
399.020,140
399.026,10
399.071,15
399.611,25
399.656,645
399.659,15
399.752,10
399.900,15
400.293,80
400.534,560
401.116,15
401.555,765
402.773,455
402.777,1285
403.212,10
404.187,430
404.191,915
404.236,15
404.240,10
404.243,10
404.336,15
404.339,15
404.343,10
404.528,165
404.534,10
405.329,585
405.334,175
405.699,20
405.704,580
405.845,10
405.850,85
405.996,170
407.275,515
408.087,760
408.090,785
409.627,15
410.037,1470
410.043,460
410.135,10
410.281,285
410.285,10
410.381,10
411.305,965
411.308,10
411.311,15
411.842,30
412.524,545
412.527,630
414.327,10
414.331,1805
414.474,10
414.478,20
414.481,195
416.717,1405
417.399,745
417.404,720
418.081,10
418.085,685
418.374,15
418.666,260
419.495,375
419.498,825
419.739,200
419.742,15
419.787,15
419.790,35
419.793,15
420.031,265
420.037,10
420.860,10
420.863,730
420.867,15
421.542,30
421.546,655
421.689,10
421.708,205
421.713,20
421.835,30
422.128,25
422.810,355
422.816,650
423.518,10
423.520,740
424.224,15
424.229,710
424.419,10
424.516,200
424.520,15
424.570,10
424.761,275
424.809,10
424.812,15
424.909,15
425.589,10
427.051,855
428.514,1320
428.517,1565
428.807,10
428.975,335
430.317,1215
430.323,205
430.369,20
430.612,10
431.300,345
431.439,670
431.442,30
431.446,10
431.832,15
432.414,20
433.097,1020
434.364,685
434.511,1335
434.608,130
434.656,25
434.660,75
434.705,15
434.708,10
434.712,10
434.754,10
434.758,15
435.046,10
435.050,370
435.339,10
435.343,185
435.390,15
435.393,20
435.741,35
436.460,465
436.466,685
436.656,10
436.704,145
436.753,20
436.758,15
437.143,15
437.304,505
437.435,150
437.442,70
437.739,10
438.264,10
438.268,760
438.659,10
438.950,545
438.995,175
438.999,15
439.002,10
439.044,10
439.047,10
439.531,15
439.535,540
439.629,10
439.832,145
440.317,55
440.458,615
440.653,200
441.193,50
441.433,600
442.042,235
442.167,640
442.847,10
442.993,775
442.997,170
443.041,15
443.045,15
443.091,10
443.094,10
443.529,15
443.532,545
444.504,10
445.333,870
446.162,880
446.166,900
446.994,10
447.137,840
447.331,10
447.968,250
448.258,630
448.844,240
448.847,660
449.672,10
449.676,825
450.501,10
450.505,855
451.329,10
451.476,835
451.623,10
452.165,255
452.304,540
452.310,165
452.450,15
452.456,10
452.551,10
452.556,10
453.184,20
453.188,540
453.815,10
454.693,825
455.473,860
455.619,855
456.302,185
457.242,655
458.008,880
458.304,880
458.987,215
459.232,660
459.812,10
460.640,820
460.645,875
461.469,10
461.472,860
461.784,10
462.445,245
462.737,665
463.370,260
463.374,615
463.422,10
463.429,185
463.566,15
463.569,15
463.714,25
464.102,15
464.105,590
464.934,10
465.857,865
465.860,795
465.863,15
466.053,15
466.061,45
466.064,155
466.149,10
466.153,10
466.156,90
466.491,390
466.639,15
466.783,260
467.468,535
467.664,10
468.005,255
468.830,450
468.834,785
468.928,15
468.931,40
469.126,130
469.133,10
469.567,555
469.806,10
469.833,200
469.854,20
469.858,10
469.861,15
469.903,10
469.906,10
470.404,15
471.317,525
471.323,915
471.589,10
472.292,260
472.298,630
472.389,10
472.438,190
473.089,80
473.092,590
473.365,10
473.949,200
473.953,595
474.691,10
475.363,795
475.412,810
476.338,10
476.353,855
477.212,10
477.215,890
477.462,10
478.142,215
478.145,590
478.875,175
478.888,670
479.104,10
479.266,195
479.702,20
479.754,600
479.848,10
480.531,210
480.683,620
481.360,245
481.505,580
481.516,160
481.554,20
481.561,10
481.568,10
482.188,15
482.192,615
482.335,10
483.017,240
483.020,630
483.846,10
484.723,890
484.869,875
485.168,10
485.666,185
485.747,665
486.530,10
486.722,835
486.825,10
487.378,205
487.553,620
488.038,15
488.185,755
488.867,175
488.871,595
489.549,10
489.553,780
489.842,10
490.456,250
490.576,530
490.673,10
491.110,165
491.207,600
491.353,10
491.357,185
491.453,25
491.938,35
491.943,580
492.477,10
492.999,200
493.005,665
493.742,15
494.462,820
494.576,795
494.591,10
494.774,200
495.145,490
495.692,10
495.793,475
496.082,10
496.085,390
496.667,10
497.066,590
497.206,440
497.210,10
497.213,25
497.349,10
498.903,255
498.907,1470
499.007,10
499.154,170
499.789,165
499.845,545
499.885,145
499.982,15
499.985,45
500.133,10
500.567,15
501.023,620
501.252,400
502.224,10
502.228,1195
502.371,10
502.374,235
502.910,15
503.589,495
503.593,730
504.322,10
504.419,640
504.613,360
505.881,930
505.886,275
505.929,20
505.934,20
505.938,15
506.402,10
507.002,450
507.005,615
507.829,15
508.085,745
508.088,255
508.117,20
508.319,10
509.098,355
509.594,720
509.597,560
509.640,15
509.733,15
509.741,10
509.748,20
509.781,10
509.784,10
510.463,10
510.467,740
511.100,10
511.104,660
511.243,10
511.247,110
511.587,125
511.931,530
512.803,10
512.807,860
512.852,10
512.855,15
512.859,35
513.096,40
513.099,35
513.102,30
513.106,25
513.147,190
513.340,225
514.851,850
514.948,660
515.436,10
516.411,635
516.948,985
517.483,510
517.490,480
518.069,10
518.372,630
518.751,305
518.755,440
520.311,10
520.848,1505
521.383,585
