df_hash,22ZHK4.JPPQDU
119.170,1.009
119.200,1.010
119.230,1.011
119.260,1.008
119.290,1.014
119.320,1.007
119.350,1.013
119.380,1.010
119.410,1.008
119.440,1.009
119.470,1.011
119.500,1.012
119.530,1.018
119.560,1.012
119.590,1.009
119.620,1.011
119.650,1.010
119.680,1.011
119.710,1.009
119.740,1.006
119.770,1.009
119.800,1.007
119.830,1.018
119.860,1.010
119.890,1.012
119.920,1.010
119.950,1.010
119.980,1.009
120.010,1.011
120.040,1.013
120.070,1.012
120.100,1.014
120.130,1.006
120.160,1.013
120.190,1.015
120.220,1.008
120.250,1.012
120.280,1.008
120.310,1.008
120.340,1.011
120.370,1.013
120.400,1.013
120.430,1.008
120.460,1.010
120.490,1.010
120.520,1.009
120.550,1.012
120.580,1.010
120.610,1.009
120.640,1.013
120.670,1.013
120.700,1.014
120.730,1.007
120.760,1.010
120.790,1.007
120.820,1.008
120.850,1.015
120.880,1.010
120.910,1.015
120.940,1.007
120.970,1.011
121.000,1.016
121.030,1.007
121.060,1.008
121.090,1.010
121.120,1.012
121.150,1.009
121.180,1.014
121.210,1.016
121.240,1.009
121.270,1.012
121.300,1.011
121.330,1.012
121.360,1.010
121.390,1.013
121.420,1.009
121.450,1.015
121.480,1.008
121.510,1.013
121.540,1.010
121.570,1.008
121.600,1.010
121.630,1.015
121.660,1.012
121.690,1.010
121.720,1.015
121.750,1.008
121.780,1.010
121.810,1.012
121.840,1.010
121.870,1.009
121.900,1.011
121.930,1.012
121.960,1.010
121.990,1.014
122.020,1.011
122.050,1.010
122.080,1.010
122.110,1.013
122.140,1.010
122.170,1.009
122.200,1.008
122.230,1.011
122.260,1.010
122.290,1.009
122.320,1.011
122.350,1.007
122.380,1.009
122.410,1.011
122.440,1.008
122.470,1.006
122.500,1.011
122.530,1.015
122.560,1.010
122.590,1.013
122.620,1.005
122.650,1.013
122.680,1.013
122.710,1.011
122.740,1.011
122.770,1.011
122.800,1.008
122.830,1.018
122.860,1.011
122.890,1.012
122.920,1.010
122.950,1.008
122.980,1.012
123.010,1.013
123.040,1.011
123.070,1.010
123.100,1.014
123.130,1.010
123.160,1.010
123.190,1.009
123.220,1.011
123.250,1.011
123.280,1.013
123.310,1.011
123.340,1.009
123.370,1.012
123.400,1.012
123.430,1.015
123.460,1.009
123.490,1.006
123.520,1.009
123.550,1.017
123.580,1.013
123.610,1.009
123.640,1.009
123.670,1.009
123.700,1.009
123.730,1.015
123.760,1.014
123.790,1.010
123.820,1.009
123.850,1.010
123.880,1.010
123.910,1.008
123.940,1.013
123.970,1.011
124.000,1.010
124.030,1.010
124.060,1.008
124.090,1.015
124.120,1.011
124.150,1.013
124.180,1.008
124.210,1.008
124.240,1.008
124.270,1.013
124.300,1.015
124.330,1.010
124.360,1.008
124.390,1.006
124.420,1.009
124.450,1.014
124.480,1.012
124.510,1.011
124.540,1.008
124.570,1.006
124.600,1.014
124.630,1.013
124.660,1.011
124.690,1.011
124.720,1.015
124.750,1.010
124.780,1.008
124.810,1.010
124.840,1.009
124.870,1.009
124.900,1.013
124.930,1.014
124.960,1.010
124.990,1.008
125.020,1.005
125.050,1.010
125.080,1.012
125.110,1.013
125.140,1.008
125.170,1.012
125.200,1.005
125.230,1.012
125.260,1.010
125.290,1.009
125.320,1.012
125.350,1.015
125.380,1.008
125.410,1.013
125.440,1.010
125.470,1.010
125.500,1.012
125.530,1.014
125.560,1.008
125.590,1.008
125.620,1.010
125.650,1.013
125.680,1.011
125.710,1.013
125.740,1.008
125.770,1.012
125.800,1.006
125.830,1.010
125.860,1.009
125.890,1.012
125.920,1.012
125.950,1.013
125.980,1.016
126.010,1.000
126.040,1.012
126.070,1.016
126.100,1.010
126.130,1.008
126.160,1.010
126.190,1.014
126.220,1.010
126.250,1.016
126.280,1.010
126.310,1.007
126.340,1.013
126.370,1.007
126.400,1.013
126.430,1.011
126.460,1.009
126.490,1.010
126.520,1.009
126.550,1.016
126.580,1.008
126.610,1.013
126.640,1.014
126.670,1.006
126.700,1.010
126.730,1.013
126.760,1.012
126.790,1.013
126.820,1.009
126.850,1.010
126.880,1.014
126.910,1.011
126.940,1.011
126.970,1.011
127.000,1.010
127.030,1.013
127.060,1.014
127.090,1.017
127.120,1.011
127.150,1.009
127.180,1.011
127.210,1.009
127.240,1.010
127.270,1.011
127.300,1.012
127.330,1.012
127.360,1.013
127.390,1.011
127.420,1.010
127.450,1.011
127.480,1.009
127.510,1.005
127.540,1.010
127.570,1.010
127.600,1.011
127.630,1.015
127.660,1.006
127.690,1.011
127.720,1.015
127.750,1.009
127.780,1.011
127.810,1.012
127.840,1.006
127.870,1.007
127.900,1.011
127.930,1.011
127.960,1.008
127.990,1.011
128.020,1.014
128.050,1.013
128.080,1.008
128.110,1.011
128.140,1.009
128.170,1.012
128.200,1.012
128.230,1.014
128.260,1.009
128.290,1.006
128.320,1.010
128.350,1.015
128.380,1.015
128.410,1.010
128.440,1.007
128.470,1.006
128.500,1.012
128.530,1.010
128.560,1.008
128.590,1.012
128.620,1.012
128.650,1.011
128.680,1.011
128.710,1.010
128.740,1.012
128.770,1.012
128.800,1.010
128.830,1.010
128.860,1.014
128.890,1.010
128.920,1.011
128.950,1.012
128.980,1.012
129.010,1.010
129.040,1.013
129.070,1.009
129.100,1.010
129.130,1.010
129.160,1.008
129.190,1.016
129.220,1.013
129.250,1.009
129.280,1.003
129.310,1.012
129.340,1.012
129.370,1.008
129.400,1.011
129.430,1.011
129.460,1.008
129.490,1.011
129.520,1.014
129.550,1.009
129.580,1.013
129.610,1.011
129.640,1.010
129.670,1.012
129.700,1.011
129.730,1.012
129.760,1.010
129.790,1.015
129.820,1.010
129.850,1.014
129.880,1.009
129.910,1.008
129.940,1.011
129.970,1.010
130.000,1.010
130.030,1.011
130.060,1.009
130.090,1.009
130.120,1.016
130.150,1.015
130.180,1.008
130.210,1.011
130.240,1.011
130.270,1.010
130.300,1.015
130.330,1.014
130.360,1.014
130.390,1.009
130.420,1.012
130.450,1.010
130.480,1.011
130.510,1.008
130.540,1.009
130.570,1.013
130.600,1.011
130.630,1.011
130.660,1.012
130.690,1.013
130.720,1.006
130.750,1.006
130.780,1.010
130.810,1.013
130.840,1.015
130.870,1.016
130.900,1.004
130.930,1.010
130.960,1.011
130.990,1.011
131.020,1.011
131.050,1.015
131.080,1.011
131.110,1.012
131.140,1.012
131.170,1.010
131.200,1.011
131.230,1.009
131.260,1.013
131.290,1.012
131.320,1.008
131.350,1.009
131.380,1.007
131.410,1.014
131.440,1.011
131.470,1.008
131.500,1.012
131.530,1.007
131.560,1.008
131.590,1.013
131.620,1.013
131.650,1.012
131.680,1.011
131.710,1.011
131.740,1.010
131.770,1.009
131.800,1.007
131.830,1.012
131.860,1.013
131.890,1.008
131.920,1.011
131.950,1.011
131.980,1.011
132.010,1.013
132.040,1.008
132.070,1.007
132.100,1.010
132.130,1.011
132.160,1.011
132.190,1.013
132.220,1.011
132.250,1.006
132.280,1.011
132.310,1.011
132.340,1.012
132.370,1.011
132.400,1.011
132.430,1.011
132.460,1.014
132.490,1.012
132.520,1.002
132.550,1.009
132.580,1.013
132.610,1.007
132.640,1.007
132.670,1.010
132.700,1.011
132.730,1.013
132.760,1.013
132.790,1.013
132.820,1.010
132.850,1.012
132.880,1.007
132.910,1.009
132.940,1.012
132.970,1.010
133.000,1.010
133.030,1.017
133.060,1.013
133.090,1.007
133.120,1.009
133.150,1.012
133.180,1.012
133.210,1.007
133.240,1.011
133.270,1.012
133.300,1.006
133.330,1.014
133.360,1.004
133.390,1.007
133.420,1.015
133.450,1.011
133.480,1.009
133.510,1.012
133.540,1.010
133.570,1.009
133.600,1.017
133.630,1.010
133.660,1.011
133.690,1.008
133.720,1.010
133.750,1.010
133.780,1.010
133.810,1.011
133.840,1.012
133.870,1.010
133.900,1.012
133.930,1.012
133.960,1.013
133.990,1.010
134.020,1.010
134.050,1.008
134.080,1.007
134.110,1.010
134.140,1.015
134.170,1.012
134.200,1.007
134.230,1.010
134.260,1.012
134.290,1.007
134.320,1.008
134.350,1.011
134.380,1.012
134.410,1.007
134.440,1.010
134.470,1.013
134.500,1.011
134.530,1.012
134.560,1.014
134.590,1.010
134.620,1.008
134.650,1.010
134.680,1.011
134.710,1.010
134.740,1.015
134.770,1.014
134.800,1.011
134.830,1.008
134.860,1.009
134.890,1.010
134.920,1.013
134.950,1.014
134.980,1.018
135.010,1.008
135.040,1.011
135.070,1.014
135.100,1.008
135.130,1.008
135.160,1.010
135.190,1.008
135.220,1.007
135.250,1.012
135.280,1.010
135.310,1.010
135.340,1.012
135.370,1.012
135.400,1.010
135.430,1.010
135.460,1.011
135.490,1.013
135.520,1.010
135.550,1.010
135.580,1.010
135.610,1.009
135.640,1.011
135.670,1.008
135.700,1.010
135.730,1.011
135.760,1.011
135.790,1.009
135.820,1.005
135.850,1.013
135.880,1.011
135.910,1.007
135.940,1.012
135.970,1.010
136.000,1.011
136.030,1.010
136.060,1.010
136.090,1.010
136.120,1.012
136.150,1.014
136.180,1.008
136.210,1.008
136.240,1.008
136.270,1.012
136.300,1.011
136.330,1.013
136.360,1.011
136.390,1.009
136.420,1.010
136.450,1.011
136.480,1.006
136.510,1.012
136.540,1.010
136.570,1.014
136.600,1.015
136.630,1.006
136.660,1.010
136.690,1.015
136.720,1.008
136.750,1.011
136.780,1.010
136.810,1.011
136.840,1.012
136.870,1.012
136.900,1.011
136.930,1.014
136.960,1.010
136.990,1.010
137.020,1.010
137.050,1.010
137.080,1.009
137.110,1.011
137.140,1.009
137.170,1.011
137.200,1.013
137.230,1.014
137.260,1.013
137.290,1.006
137.320,1.007
137.350,1.010
137.380,1.012
137.410,1.015
137.440,1.007
137.470,1.007
137.500,1.015
137.530,1.012
137.560,1.008
137.590,1.011
137.620,1.007
137.650,1.008
137.680,1.009
137.710,1.016
137.740,1.011
137.770,1.011
137.800,1.006
137.830,1.010
137.860,1.013
137.890,1.008
137.920,1.011
137.950,1.005
137.980,1.014
138.010,1.011
138.040,1.017
138.070,1.009
138.100,1.004
138.130,1.006
138.160,1.012
138.190,1.012
138.220,1.010
138.250,1.011
138.280,1.008
138.310,1.008
138.340,1.010
138.370,1.010
138.400,1.013
138.430,1.009
138.460,1.007
138.490,1.009
138.520,1.011
138.550,1.012
138.580,1.012
138.610,1.012
138.640,1.014
138.670,1.011
138.700,1.010
138.730,1.013
138.760,1.010
138.790,1.011
138.820,1.010
138.850,1.003
138.880,1.010
138.910,1.016
138.940,1.017
138.970,1.007
139.000,1.002
139.030,1.010
139.060,1.012
139.090,1.016
139.120,1.006
139.150,1.011
139.180,1.018
139.210,1.005
139.240,1.014
139.270,1.012
139.300,1.003
139.330,0.997
139.360,1.017
139.390,1.006
139.420,1.018
139.450,0.998
139.480,0.998
139.510,0.985
139.540,1.003
139.570,1.020
139.600,1.004
139.630,1.007
139.660,1.007
139.690,1.008
139.720,1.008
139.750,1.016
139.780,1.014
139.810,1.007
139.840,1.009
139.870,1.008
139.900,1.009
139.930,1.013
139.960,1.015
139.990,1.009
140.020,1.013
140.050,1.006
140.080,1.004
140.110,1.007
140.140,1.010
140.170,1.010
140.200,1.012
140.230,1.013
140.260,1.008
140.290,1.011
140.320,1.010
140.350,1.011
140.380,1.013
140.410,1.005
140.440,1.010
140.470,1.006
140.500,1.011
140.530,1.007
140.560,1.012
140.590,1.009
140.620,1.006
140.650,1.006
140.680,1.016
140.710,1.012
140.740,1.010
140.770,1.005
140.800,1.007
140.830,1.020
140.860,1.009
140.890,0.997
140.920,0.994
140.950,0.989
140.980,1.029
141.010,1.021
141.040,1.007
141.070,1.009
141.100,1.002
141.130,1.001
141.160,1.009
141.190,1.005
141.220,0.996
141.250,1.004
141.280,1.010
141.310,1.019
141.340,1.013
141.370,1.006
141.400,1.006
141.430,1.006
141.460,1.009
141.490,1.009
141.520,1.012
141.550,1.012
141.580,1.006
141.610,1.005
141.640,1.010
141.670,1.007
141.700,1.006
141.730,1.007
141.760,1.012
141.790,1.006
141.820,1.005
141.850,1.011
141.880,1.011
141.910,1.012
141.940,1.013
141.970,1.012
142.000,1.008
142.030,1.010
142.060,1.012
142.090,1.009
142.120,1.014
142.150,1.009
142.180,1.013
142.210,1.006
142.240,1.001
142.270,1.009
142.300,1.011
142.330,1.012
142.360,1.013
142.390,1.007
142.420,1.007
142.450,1.010
142.480,1.006
142.510,1.007
142.540,1.013
142.570,1.012
142.600,1.008
142.630,1.012
142.660,1.009
142.690,1.011
142.720,1.009
142.750,1.010
142.780,1.008
142.810,1.012
142.840,1.004
142.870,1.015
142.900,1.009
142.930,1.011
142.960,1.009
142.990,1.007
143.020,1.004
143.050,1.012
143.080,1.011
143.110,1.011
143.140,1.005
143.170,1.008
143.200,1.014
143.230,1.010
143.260,1.003
143.290,1.003
143.320,1.006
143.350,1.017
143.380,1.018
143.410,1.009
143.440,1.001
143.470,1.000
143.500,1.007
143.530,1.016
143.560,1.010
143.590,1.013
143.620,1.008
143.650,1.007
143.680,1.009
143.710,1.005
143.740,1.012
143.770,1.011
143.800,1.005
143.830,1.007
143.860,1.004
143.890,1.014
143.920,1.000
143.950,1.011
143.980,1.007
144.010,1.009
144.040,1.011
144.070,1.006
144.100,1.009
144.130,1.009
144.160,1.014
144.190,1.013
144.220,1.008
144.250,1.008
144.280,1.007
144.310,1.010
144.340,1.006
144.370,1.007
144.400,1.012
144.430,1.015
144.460,1.013
144.490,1.008
144.520,1.000
144.550,1.011
144.580,1.006
144.610,1.011
144.640,1.009
144.670,1.006
144.700,1.010
144.730,1.011
144.760,1.008
144.790,1.010
144.820,1.009
144.850,1.007
144.880,1.011
144.910,1.010
144.940,1.011
144.970,1.010
145.000,1.008
145.030,1.008
145.060,1.002
145.090,1.008
145.120,1.016
145.150,1.014
145.180,1.009
145.210,1.009
145.240,1.010
145.270,1.005
145.300,1.008
145.330,1.011
145.360,1.010
145.390,1.006
145.420,1.004
145.450,1.009
145.480,1.012
145.510,1.006
145.540,1.008
145.570,1.012
145.600,1.013
145.630,1.010
145.660,1.010
145.690,1.010
145.720,1.004
145.750,1.010
145.780,1.005
145.810,1.009
145.840,1.007
145.870,1.012
145.900,1.011
145.930,1.005
145.960,1.005
145.990,1.012
146.020,1.005
146.050,1.009
146.080,1.009
146.110,1.009
146.140,1.008
146.170,1.007
146.200,1.007
146.230,1.008
146.260,1.012
146.290,1.012
146.320,1.013
146.350,1.012
146.380,1.009
146.410,1.007
146.440,1.010
146.470,1.007
146.500,1.011
146.530,1.005
146.560,1.010
146.590,1.009
146.620,1.005
146.650,1.008
146.680,1.007
146.710,1.011
146.740,1.011
146.770,1.010
146.800,1.008
146.830,1.009
146.860,1.006
146.890,1.007
146.920,1.014
146.950,1.008
146.980,1.007
147.010,1.010
147.040,1.010
147.070,1.010
147.100,1.011
147.130,1.007
147.160,1.008
147.190,1.015
147.220,1.007
147.250,1.011
147.280,1.007
147.310,1.005
147.340,1.005
147.370,1.013
147.400,1.011
147.430,1.014
147.460,1.011
147.490,1.007
147.520,1.010
147.550,1.004
147.580,1.008
147.610,1.011
147.640,1.011
147.670,1.010
147.700,1.008
147.730,1.014
147.760,1.009
147.790,1.011
147.820,1.009
147.850,1.008
147.880,1.010
147.910,1.010
147.940,1.008
147.970,1.009
148.000,1.006
148.030,1.007
148.060,1.009
148.090,1.008
148.120,1.013
148.150,1.008
148.180,1.012
148.210,1.012
148.240,1.008
148.270,1.009
148.300,1.007
148.330,1.010
148.360,1.012
148.390,1.011
148.420,1.009
148.450,1.013
148.480,1.007
148.510,1.012
148.540,1.003
148.570,1.011
148.600,1.009
148.630,1.010
148.660,1.009
148.690,1.009
148.720,1.006
148.750,1.004
148.780,1.011
148.810,1.015
148.840,1.005
148.870,1.010
148.900,1.014
148.930,1.009
148.960,1.010
148.990,1.011
149.020,1.007
149.050,1.011
149.080,1.012
149.110,1.007
149.140,1.008
149.170,1.010
149.200,1.009
149.230,1.011
149.260,1.006
149.290,1.010
149.320,1.009
149.350,1.013
149.380,1.010
149.410,1.009
149.440,1.010
149.470,1.008
149.500,1.009
149.530,1.008
149.560,1.002
149.590,1.010
149.620,1.010
149.650,1.010
149.680,1.008
149.710,1.011
149.740,1.007
149.770,1.007
149.800,1.006
149.830,1.011
149.860,1.012
149.890,1.013
149.920,1.006
149.950,1.006
149.980,1.012
150.010,1.009
150.040,1.006
150.070,1.014
150.100,1.010
150.130,1.014
150.160,1.011
150.190,1.005
150.220,1.009
150.250,1.011
150.280,1.011
150.310,1.015
150.340,1.005
150.370,1.006
150.400,1.011
150.430,1.008
150.460,1.009
150.490,1.009
150.520,1.011
150.550,1.007
150.580,1.007
150.610,1.009
150.640,1.013
150.670,1.010
150.700,1.007
150.730,1.011
150.760,1.009
150.790,1.007
150.820,1.008
150.850,1.011
150.880,1.014
150.910,1.011
150.940,1.013
150.970,1.007
151.000,1.007
151.030,1.013
151.060,1.009
151.090,1.003
151.120,1.006
151.150,1.011
151.180,1.008
151.210,1.009
151.240,1.011
151.270,1.010
151.300,1.007
151.330,1.012
151.360,1.008
151.390,1.007
151.420,1.007
151.450,1.011
151.480,1.009
151.510,1.004
151.540,1.009
151.570,1.004
151.600,1.013
151.630,1.009
151.660,1.011
151.690,1.006
151.720,1.005
151.750,1.006
151.780,1.011
151.810,1.012
151.840,1.011
151.870,1.004
151.900,1.006
151.930,1.012
151.960,1.009
151.990,1.003
152.020,1.012
152.050,1.007
152.080,1.007
152.110,1.012
152.140,1.005
152.170,1.007
152.200,1.012
152.230,1.009
152.260,1.004
152.290,1.005
152.320,1.012
152.350,1.010
152.380,1.004
152.410,1.018
152.440,1.006
152.470,1.010
152.500,1.009
152.530,1.006
152.560,1.007
152.590,1.010
152.620,1.010
152.650,1.009
152.680,1.010
152.710,1.005
152.740,1.012
152.770,1.012
152.800,1.009
152.830,1.007
152.860,1.009
152.890,1.009
152.920,1.011
152.950,1.010
152.980,1.010
153.010,1.010
153.040,1.008
153.070,1.008
153.100,1.008
153.130,1.005
153.160,1.012
153.190,1.010
153.220,1.013
153.250,1.009
153.280,1.010
153.310,1.009
153.340,1.011
153.370,1.009
153.400,1.008
153.430,1.009
153.460,1.009
153.490,1.009
153.520,1.017
153.550,1.005
153.580,1.007
153.610,1.012
153.640,1.007
153.670,1.007
153.700,1.010
153.730,1.009
153.760,1.009
153.790,1.008
153.820,1.007
153.850,1.009
153.880,1.011
153.910,1.009
153.940,1.008
153.970,1.004
154.000,1.009
154.030,1.011
154.060,1.008
154.090,1.009
154.120,1.007
154.150,1.012
154.180,1.015
154.210,1.013
154.240,1.007
154.270,1.002
154.300,1.005
154.330,1.008
154.360,1.008
154.390,1.013
154.420,1.007
154.450,1.010
154.480,1.011
154.510,1.008
154.540,1.010
154.570,1.006
154.600,1.005
154.630,1.011
154.660,1.011
154.690,1.011
154.720,1.007
154.750,1.008
154.780,1.007
154.810,1.009
154.840,1.012
154.870,1.012
154.900,1.009
154.930,1.010
154.960,1.011
154.990,1.010
155.020,1.009
155.050,1.006
155.080,1.006
155.110,1.010
155.140,1.015
155.170,1.006
155.200,1.011
155.230,1.007
155.260,1.012
155.290,1.010
155.320,1.006
155.350,1.008
155.380,1.009
155.410,1.005
155.440,1.013
155.470,1.013
155.500,1.008
155.530,1.010
155.560,1.012
155.590,1.010
155.620,1.006
155.650,1.010
155.680,1.006
155.710,1.007
155.740,1.009
155.770,1.007
155.800,1.009
155.830,1.010
155.860,1.007
155.890,1.006
155.920,1.008
155.950,1.009
155.980,1.010
156.010,1.014
156.040,1.004
156.070,1.007
156.100,1.012
156.130,1.005
156.160,1.006
156.190,1.009
156.220,1.008
156.250,1.009
156.280,1.014
156.310,1.012
156.340,1.009
156.370,1.008
156.400,1.011
156.430,1.008
156.460,1.004
156.490,1.008
156.520,1.009
156.550,1.007
156.580,1.016
156.610,1.007
156.640,1.013
156.670,1.010
156.700,1.006
156.730,1.009
156.760,1.008
156.790,1.007
156.820,1.008
156.850,1.011
156.880,1.007
156.910,1.010
156.940,1.017
156.970,1.009
157.000,1.011
157.030,1.009
157.060,1.011
157.090,1.015
157.120,1.010
157.150,1.005
157.180,1.011
157.210,1.011
157.240,1.008
157.270,1.007
157.300,1.010
157.330,1.009
157.360,1.006
157.390,1.016
157.420,1.008
157.450,1.010
157.480,1.014
157.510,1.006
157.540,1.005
157.570,1.008
157.600,1.010
157.630,1.012
157.660,1.011
157.690,1.005
157.720,1.014
157.750,1.011
157.780,1.008
157.810,1.009
157.840,1.009
157.870,1.012
157.900,1.012
157.930,1.012
157.960,1.007
157.990,1.010
158.020,1.009
158.050,1.007
158.080,1.010
158.110,1.009
158.140,1.004
158.170,1.009
158.200,1.011
158.230,1.015
158.260,1.009
158.290,1.005
158.320,1.003
158.350,1.007
158.380,1.008
158.410,1.008
158.440,1.018
158.470,1.007
158.500,1.009
158.530,1.011
158.560,1.010
158.590,1.007
158.620,1.009
158.650,1.008
158.680,1.008
158.710,1.010
158.740,1.010
158.770,1.007
158.800,1.009
158.830,1.011
158.860,1.009
158.890,1.008
158.920,1.011
158.950,1.007
158.980,1.010
159.010,1.010
159.040,1.012
159.070,1.011
159.100,1.009
159.130,1.005
159.160,1.009
159.190,1.008
159.220,1.008
159.250,1.016
159.280,1.002
159.310,1.008
159.340,1.009
159.370,1.007
159.400,1.009
159.430,1.009
159.460,1.008
159.490,1.010
159.520,1.010
159.550,1.012
159.580,1.011
159.610,1.010
159.640,1.008
159.670,1.006
159.700,1.007
159.730,1.009
159.760,1.012
159.790,1.012
159.820,1.011
159.850,1.009
159.880,1.010
159.910,1.008
159.940,1.009
159.970,1.008
160.000,1.009
160.030,1.012
160.060,1.011
160.090,1.014
160.120,1.001
160.150,1.009
160.180,1.013
160.210,1.010
160.240,1.009
160.270,1.015
160.300,1.012
160.330,1.008
160.360,1.014
160.390,1.010
160.420,1.005
160.450,1.008
160.480,1.009
160.510,1.006
160.540,1.008
160.570,1.007
160.600,1.013
160.630,1.016
160.660,1.010
160.690,1.008
160.720,1.010
160.750,1.007
160.780,1.011
160.810,1.012
160.840,1.009
160.870,1.006
160.900,1.011
160.930,1.014
160.960,1.011
160.990,1.014
161.020,1.004
161.050,1.010
161.080,1.013
161.110,1.010
161.140,1.008
161.170,1.008
161.200,1.007
161.230,1.008
161.260,1.013
161.290,1.015
161.320,1.008
161.350,1.010
161.380,1.008
161.410,1.011
161.440,1.006
161.470,1.005
161.500,1.010
161.530,1.010
161.560,1.008
161.590,1.005
161.620,1.016
161.650,1.006
161.680,1.011
161.710,1.009
161.740,1.008
161.770,1.005
161.800,1.012
161.830,1.015
161.860,1.011
161.890,1.008
161.920,1.008
161.950,1.009
161.980,1.010
162.010,1.008
162.040,1.012
162.070,1.011
162.100,1.006
162.130,1.008
162.160,1.009
162.190,1.006
162.220,1.008
162.250,1.010
162.280,1.010
162.310,1.008
162.340,1.008
162.370,1.009
162.400,1.010
162.430,1.007
162.460,1.009
162.490,1.007
162.520,1.011
162.550,1.008
162.580,1.014
162.610,1.005
162.640,1.006
162.670,1.005
162.700,1.010
162.730,1.011
162.760,1.007
162.790,1.011
162.820,1.004
162.850,1.010
162.880,1.010
162.910,1.007
162.940,1.009
162.970,1.011
163.000,1.008
163.030,1.007
163.060,1.011
163.090,1.007
163.120,1.010
163.150,1.011
163.180,1.008
163.210,1.008
163.240,1.010
163.270,1.006
163.300,1.011
163.330,1.012
163.360,1.009
163.390,1.008
163.420,1.012
163.450,1.009
163.480,1.014
163.510,1.009
163.540,1.007
163.570,1.005
163.600,1.010
163.630,1.011
163.660,1.012
163.690,1.012
163.720,1.002
163.750,1.010
163.780,1.011
163.810,1.010
163.840,1.009
163.870,1.007
163.900,1.010
163.930,1.011
163.960,1.008
163.990,1.006
164.020,1.008
164.050,1.009
164.080,1.011
164.110,1.011
164.140,1.010
164.170,1.008
164.200,1.011
164.230,1.012
164.260,1.011
164.290,1.007
164.320,1.008
164.350,1.013
164.380,1.008
164.410,1.012
164.440,1.013
164.470,1.006
164.500,1.008
164.530,1.007
164.560,1.011
164.590,1.007
164.620,1.007
164.650,1.007
164.680,1.013
164.710,1.011
164.740,1.009
164.770,1.010
164.800,1.010
164.830,1.006
164.860,1.009
164.890,1.011
164.920,1.008
164.950,1.008
164.980,1.012
165.010,1.011
165.040,1.005
165.070,1.013
165.100,1.009
165.130,1.006
165.160,1.005
165.190,1.013
165.220,1.010
165.250,1.012
165.280,1.015
165.310,1.006
165.340,1.006
165.370,1.010
165.400,1.016
165.430,1.008
165.460,1.013
165.490,1.008
165.520,1.004
165.550,1.011
165.580,1.007
165.610,1.009
165.640,1.011
165.670,1.009
165.700,1.006
165.730,1.010
165.760,1.012
165.790,1.010
165.820,1.007
165.850,1.009
165.880,1.011
165.910,1.008
165.940,1.004
165.970,1.006
166.000,1.015
166.030,1.013
166.060,1.014
166.090,1.010
166.120,1.006
166.150,1.005
166.180,1.010
166.210,1.010
166.240,1.007
166.270,1.010
166.300,1.007
166.330,1.008
166.360,1.009
166.390,1.010
166.420,1.009
166.450,1.008
166.480,1.012
166.510,1.007
166.540,1.010
166.570,1.011
166.600,1.013
166.630,1.010
166.660,1.008
166.690,1.012
166.720,1.010
166.750,1.008
166.780,1.013
166.810,1.011
166.840,1.010
166.870,1.008
166.900,1.009
166.930,1.006
166.960,1.010
166.990,1.007
167.020,1.008
167.050,1.012
167.080,1.003
167.110,1.005
167.140,1.015
167.170,1.009
167.200,1.010
167.230,1.007
167.260,1.008
167.290,1.010
167.320,1.010
167.350,1.012
167.380,1.011
167.410,1.010
167.440,1.010
167.470,1.008
167.500,1.012
167.530,1.005
167.560,1.013
167.590,1.008
167.620,1.009
167.650,1.010
167.680,1.010
167.710,1.009
167.740,1.007
167.770,1.007
167.800,1.010
167.830,1.010
167.860,1.010
167.890,1.012
167.920,1.008
167.950,1.013
167.980,1.013
168.010,1.009
168.040,1.007
168.070,1.008
168.100,1.011
168.130,1.010
168.160,1.013
168.190,1.011
168.220,1.009
168.250,1.011
168.280,1.006
168.310,1.007
168.340,1.007
168.370,1.004
168.400,1.012
168.430,1.010
168.460,1.006
168.490,1.013
168.520,1.006
168.550,1.015
168.580,1.011
168.610,1.006
168.640,1.006
168.670,1.009
168.700,1.009
168.730,1.017
168.760,1.015
168.790,1.001
168.820,1.008
168.850,1.012
168.880,1.009
168.910,1.009
168.940,1.010
168.970,1.008
169.000,1.008
169.030,1.011
169.060,1.013
169.090,1.013
169.120,1.010
169.150,1.010
169.180,1.006
169.210,1.004
169.240,1.009
169.270,1.015
169.300,1.011
169.330,1.007
169.360,1.016
169.390,1.012
169.420,1.013
169.450,1.005
169.480,1.006
169.510,1.007
169.540,1.011
169.570,1.012
169.600,1.011
169.630,1.009
169.660,1.008
169.690,1.011
169.720,1.010
169.750,1.008
169.780,1.009
169.810,1.011
169.840,1.008
169.870,1.013
169.900,1.013
169.930,1.009
169.960,1.008
169.990,1.010
170.020,1.009
170.050,1.003
170.080,1.007
170.110,1.011
170.140,1.013
170.170,1.006
170.200,1.009
170.230,1.013
170.260,1.011
170.290,1.005
170.320,1.006
170.350,1.009
170.380,1.014
170.410,1.011
170.440,1.011
170.470,1.007
170.500,1.007
170.530,1.013
170.560,1.011
170.590,1.005
170.620,1.010
170.650,1.008
170.680,1.009
170.710,1.009
170.740,1.009
170.770,1.011
170.800,1.011
170.830,1.008
170.860,1.009
170.890,1.006
170.920,1.009
170.950,1.010
170.980,1.012
171.010,1.010
171.040,1.012
171.070,1.008
171.100,1.015
171.130,1.011
171.160,1.008
171.190,1.006
171.220,1.010
171.250,1.009
171.280,1.011
171.310,1.012
171.340,1.003
171.370,1.008
171.400,1.012
171.430,1.009
171.460,1.010
171.490,1.013
171.520,1.009
171.550,1.013
