df_hash,22ZHK4.JPPQDU
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.U6PK
person_label,V61
date_time_start,2025-10-31_15-57-37.375000_+03
date_time_start_unix,1761911857.375
date_time_end,2025-10-31_16-06-24.462000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.421,135878,987,217453
5.426,135867,983,217459
5.431,135867,983,217457
5.436,135868,983,217445
5.441,135863,980,217447
5.446,135867,978,217434
5.451,135859,977,217448
5.456,135849,976,217421
5.461,135844,983,217429
5.465,135823,979,217415
5.470,135822,977,217423
5.475,135830,977,217415
5.480,135809,977,217413
5.485,135799,974,217411
5.490,135800,973,217390
5.495,135801,972,217390
5.500,135793,971,217377
5.505,135787,969,217378
5.510,135774,970,217383
5.515,135776,971,217370
5.520,135777,967,217359
5.525,135771,966,217371
5.530,135766,964,217359
5.535,135765,964,217363
5.540,135758,964,217350
5.545,135763,961,217357
5.550,135754,957,217356
5.555,135747,965,217356
5.560,135739,959,217365
5.565,135769,957,217364
5.570,135758,963,217345
5.575,135753,963,217357
5.580,135746,961,217360
5.585,135749,961,217339
5.590,135761,958,217334
5.595,135741,960,217343
5.600,135734,959,217334
5.605,135734,958,217340
5.609,135723,951,217350
5.614,135737,951,217333
5.619,135739,957,217332
5.624,135727,954,217328
5.629,135714,953,217312
5.634,135723,953,217314
5.639,135713,951,217299
5.644,135721,951,217311
5.649,135705,946,217285
5.654,135692,952,217270
5.659,135700,945,217293
5.664,135698,944,217284
5.669,135698,948,217279
5.674,135702,948,217300
5.679,135702,946,217293
5.684,135692,945,217293
5.689,135690,943,217282
5.694,135695,943,217285
5.699,135686,941,217278
5.704,135712,944,217286
5.709,135692,943,217270
5.714,135692,945,217276
5.719,135686,942,217256
5.724,135683,942,217248
5.729,135692,940,217257
5.734,135691,941,217262
5.739,135697,940,217263
5.744,135681,942,217258
5.749,135694,931,217271
5.754,135679,935,217251
5.758,135697,935,217236
5.763,135675,935,217248
5.768,135676,934,217248
5.773,135689,936,217246
5.778,135686,935,217222
5.783,135672,933,217234
5.788,135677,932,217226
5.793,135659,932,217223
5.798,135666,932,217228
5.803,135674,926,217220
5.808,135660,924,217223
5.813,135673,926,217216
5.818,135654,926,217195
5.823,135660,925,217209
5.828,135663,925,217205
5.833,135669,926,217200
5.838,135673,925,217231
5.843,135668,924,217219
5.848,135678,924,217216
5.853,135666,927,217205
5.858,135669,926,217223
5.863,135677,928,217203
5.868,135674,926,217217
5.873,135667,926,217231
5.878,135667,926,217222
5.883,135674,927,217233
5.888,135651,305,217220
5.893,135644,385,217206
5.898,135653,436,217234
5.903,135645,471,217207
5.907,135648,499,217206
5.912,135648,522,217215
5.917,135668,542,217217
5.922,135660,559,217212
5.927,135670,573,217211
5.932,135670,587,217220
5.937,135660,598,217221
5.942,135679,612,217239
5.947,135641,618,217215
5.952,135664,630,217227
5.957,135671,639,217207
5.962,135662,646,217215
5.967,135685,651,217205
5.972,135674,659,217223
5.977,135678,665,217206
5.982,135673,673,217220
5.987,135681,678,217216
5.992,135685,1477,217242
5.997,135719,1312,217235
6.002,135704,1234,217235
6.007,135711,1180,217231
6.012,135696,1145,217232
6.017,135704,1117,217244
6.022,135700,1096,217226
6.027,135718,1077,217252
6.032,135690,1063,217240
6.037,135707,1049,217239
6.042,135708,1036,217236
6.047,135697,1029,217239
6.051,135707,1021,217227
6.056,135710,1014,217238
6.061,135719,1006,217228
6.066,135710,998,217236
6.071,135706,993,217232
6.076,135711,989,217238
6.081,135720,984,217232
6.086,135707,978,217231
6.091,135719,983,217243
6.096,135719,974,217240
6.101,135720,971,217246
6.106,135733,966,217252
6.111,135716,967,217257
6.116,135725,957,217244
6.121,135734,955,217244
6.126,135740,950,217245
6.131,135727,950,217268
6.136,135736,947,217271
6.141,135732,947,217245
6.146,135742,944,217264
6.151,135736,944,217265
6.156,135735,943,217252
6.161,135743,942,217251
6.166,135740,940,217281
6.171,135751,939,217272
6.176,135749,937,217252
6.181,135760,936,217253
6.186,135757,933,217271
6.191,135742,935,217261
6.196,135748,926,217276
6.200,135752,926,217276
6.205,135764,924,217278
6.210,135752,921,217288
6.215,135763,922,217298
6.220,135759,928,217282
6.225,135775,925,217301
6.230,135771,925,217302
6.235,135761,925,217301
6.240,135788,919,217281
6.245,135779,916,217299
6.250,135782,916,217303
6.255,135792,915,217321
6.260,135792,915,217290
6.265,135792,912,217310
6.270,135785,911,217312
6.275,135799,911,217314
6.280,135797,910,217324
6.285,135798,908,217320
6.290,135804,914,217352
6.295,135806,910,217312
6.300,135798,911,217325
6.305,135787,909,217313
6.310,135788,908,217307
6.315,135776,907,217296
6.320,135769,908,217302
6.325,135758,907,217295
6.330,135754,906,217288
6.335,135759,906,217253
6.340,135742,901,217292
6.344,135732,900,217287
6.349,135756,900,217271
6.354,135749,899,217288
6.359,135736,900,217277
6.364,135725,901,217278
6.369,135727,899,217250
6.374,135731,900,217254
6.379,135735,899,217247
6.384,135711,898,217245
6.389,135708,901,217233
6.394,135702,903,217256
6.399,135714,902,217216
6.404,135698,901,217212
6.409,135700,901,217226
6.414,135697,903,217234
6.419,135698,903,217218
6.424,135690,893,217231
6.429,135695,900,217231
6.434,135713,895,217203
6.439,135698,894,217214
6.444,135699,892,217219
6.449,135695,892,217224
6.454,135691,892,217213
6.459,135691,890,217216
6.464,135687,890,217224
6.469,135692,889,217215
6.474,135689,890,217214
6.479,135687,896,217209
6.484,135682,891,217210
6.489,135676,888,217205
6.493,135678,891,217203
6.498,135680,888,217220
6.503,135688,887,217176
6.508,135663,885,217205
6.513,135668,887,217202
6.518,135665,885,217199
6.523,135672,886,217218
6.528,135661,884,217215
6.533,135668,891,217204
6.538,135681,889,217199
6.543,135675,889,217206
6.548,135668,888,217197
6.553,135675,889,217216
6.558,135685,888,217185
6.563,135675,885,217194
6.568,135675,883,217205
6.573,135688,884,217203
6.578,135673,884,217205
6.583,135677,894,217177
6.588,135675,880,217203
6.593,135672,880,217203
6.598,135684,890,217210
6.603,135672,888,217212
6.608,135684,887,217206
6.613,135684,888,217196
6.618,135669,885,217211
6.623,135662,884,217202
6.628,135678,882,217199
6.633,135672,887,217201
6.638,135678,885,217191
6.642,135672,884,217181
6.647,135663,883,217170
6.652,135666,884,217183
6.657,135670,882,217191
6.662,135675,882,217177
6.667,135676,879,217185
6.672,135667,880,217186
6.677,135661,879,217176
6.682,135668,881,217180
6.687,135667,880,217176
6.692,135667,879,217191
6.697,135671,879,217172
6.702,135681,878,217210
6.707,135673,874,217194
6.712,135670,876,217192
6.717,135670,874,217190
6.722,135677,874,217188
6.727,135685,872,217192
6.732,135673,875,217191
6.737,135676,876,217211
6.742,135694,875,217191
6.747,135681,874,217202
6.752,135691,874,217193
6.757,135682,873,217181
6.762,135699,872,217189
6.767,135686,871,217204
6.772,135676,872,217213
6.777,135693,876,217194
6.782,135698,874,217198
6.786,135679,873,217208
6.791,135687,874,217187
6.796,135687,873,217228
6.801,135691,873,217201
6.806,135689,871,217202
6.811,135706,872,217196
6.816,135706,872,217219
6.821,135693,872,217212
6.826,135705,874,217223
6.831,135682,876,217220
6.836,135696,874,217219
6.841,135698,875,217234
6.846,135702,874,217205
6.851,135702,875,217215
6.856,135704,875,217255
6.861,135712,875,217228
6.866,135710,874,217242
6.871,135715,875,217244
6.876,135710,869,217234
6.881,135722,870,217241
6.886,135704,251,217226
6.891,135712,340,217225
6.896,135706,391,217237
6.901,135711,430,217244
6.906,135702,458,217232
6.911,135708,483,217247
6.916,135722,502,217240
6.921,135717,519,217254
6.926,135714,536,217248
6.931,135723,551,217239
6.935,135709,563,217257
6.940,135732,573,217268
6.945,135723,581,217237
6.950,135734,592,217246
6.955,135742,599,217250
6.960,135736,607,217260
6.965,135737,612,217252
6.970,135737,630,217270
6.975,135752,621,217272
6.980,135734,627,217268
6.985,135743,631,217268
6.990,135756,1526,217297
6.995,135771,1294,217277
7.000,135771,1204,217268
7.005,135763,1145,217280
7.010,135773,1107,217281
7.015,135763,1078,217287
7.020,135780,1061,217281
7.025,135766,1035,217302
7.030,135777,1018,217309
7.035,135777,1006,217303
7.040,135779,995,217288
7.045,135771,983,217310
7.050,135777,976,217296
7.055,135791,968,217292
7.060,135793,962,217288
7.065,135792,954,217302
7.070,135800,952,217312
7.075,135789,946,217308
7.080,135796,943,217330
7.084,135806,939,217328
7.089,135804,934,217310
7.094,135797,932,217310
7.099,135800,928,217311
7.104,135798,925,217322
7.109,135796,922,217311
7.114,135818,921,217308
7.119,135803,913,217322
7.124,135823,912,217320
7.129,135812,909,217314
7.134,135833,910,217344
7.139,135818,907,217325
7.144,135812,904,217336
7.149,135820,902,217326
7.154,135823,903,217325
7.159,135814,902,217319
7.164,135784,901,217319
7.169,135812,896,217301
7.174,135798,897,217301
7.179,135795,897,217310
7.184,135783,896,217289
7.189,135787,893,217294
7.194,135787,893,217286
7.199,135787,892,217289
7.204,135775,892,217291
7.209,135772,890,217284
7.214,135762,890,217255
7.219,135768,883,217264
7.224,135758,882,217280
7.228,135768,881,217273
7.233,135738,881,217283
7.238,135739,880,217270
7.243,135737,881,217244
7.248,135738,879,217247
7.253,135737,880,217239
7.258,135752,879,217254
7.263,135783,886,217256
7.268,135746,876,217256
7.273,135752,876,217258
7.278,135751,874,217248
7.283,135742,874,217250
7.288,135732,873,217243
7.293,135733,874,217245
7.298,135739,873,217260
7.303,135743,873,217257
7.308,135726,873,217239
7.313,135737,877,217251
7.318,135736,877,217238
7.323,135734,876,217243
7.328,135715,875,217239
7.333,135720,876,217236
7.338,135714,875,217240
7.343,135725,872,217227
7.348,135706,870,217227
7.353,135722,873,217230
7.358,135710,871,217237
7.363,135715,864,217228
7.368,135712,863,217236
7.373,135719,864,217215
7.377,135718,866,217225
7.382,135713,865,217237
7.387,135723,864,217227
7.392,135732,867,217226
7.397,135717,865,217219
7.402,135735,867,217226
7.407,135726,868,217228
7.412,135720,863,217241
7.417,135729,864,217218
7.422,135728,863,217224
7.427,135711,862,217210
7.432,135719,864,217224
7.437,135708,863,217215
7.442,135710,863,217218
7.447,135718,861,217219
