df_hash,22ZHK4.JPPQDU
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.U6PK
person_label,V61
date_time_start,2025-10-31_15-57-37.375000_+03
date_time_start_unix,1761911857.375
date_time_end,2025-10-31_16-06-24.462000_+03
length_difference_noticed,no

time,acc_x,acc_y,acc_z
4.750,-0.557,0.814,-0.182
4.760,-0.557,0.814,-0.182
4.770,-0.557,0.816,-0.188
4.780,-0.559,0.814,-0.182
4.790,-0.555,0.814,-0.184
4.800,-0.555,0.814,-0.182
4.810,-0.557,0.814,-0.180
4.820,-0.557,0.818,-0.182
4.830,-0.555,0.824,-0.180
4.840,-0.549,0.812,-0.182
4.850,-0.551,0.811,-0.182
4.860,-0.553,0.811,-0.182
4.870,-0.555,0.812,-0.182
4.879,-0.553,0.818,-0.180
4.889,-0.555,0.822,-0.184
4.899,-0.553,0.820,-0.182
4.909,-0.555,0.820,-0.180
4.919,-0.557,0.820,-0.184
4.929,-0.553,0.816,-0.184
4.939,-0.555,0.814,-0.186
4.949,-0.551,0.811,-0.182
4.959,-0.555,0.816,-0.182
4.969,-0.553,0.816,-0.182
4.979,-0.553,0.816,-0.186
4.989,-0.553,0.818,-0.186
4.999,-0.557,0.814,-0.184
5.009,-0.557,0.814,-0.184
5.018,-0.555,0.811,-0.186
5.028,-0.555,0.812,-0.186
5.038,-0.555,0.812,-0.186
5.048,-0.559,0.809,-0.184
5.058,-0.557,0.812,-0.188
5.068,-0.557,0.814,-0.186
5.078,-0.557,0.812,-0.186
5.088,-0.555,0.814,-0.184
5.098,-0.555,0.816,-0.186
5.108,-0.553,0.816,-0.182
5.118,-0.553,0.816,-0.186
5.128,-0.555,0.816,-0.184
5.138,-0.553,0.818,-0.188
5.148,-0.555,0.814,-0.184
5.158,-0.555,0.816,-0.184
5.167,-0.553,0.816,-0.184
5.177,-0.555,0.816,-0.184
5.187,-0.557,0.818,-0.182
5.197,-0.559,0.816,-0.186
5.207,-0.559,0.816,-0.186
5.217,-0.557,0.812,-0.184
5.227,-0.555,0.814,-0.184
5.237,-0.557,0.811,-0.188
5.247,-0.557,0.812,-0.184
5.257,-0.557,0.811,-0.182
5.267,-0.557,0.812,-0.184
5.277,-0.555,0.814,-0.182
5.287,-0.555,0.812,-0.184
5.297,-0.557,0.812,-0.186
5.306,-0.557,0.811,-0.186
5.316,-0.559,0.814,-0.186
5.326,-0.557,0.814,-0.184
5.336,-0.555,0.818,-0.184
5.346,-0.553,0.818,-0.186
5.356,-0.557,0.818,-0.184
5.366,-0.557,0.816,-0.184
5.376,-0.557,0.818,-0.182
5.386,-0.555,0.812,-0.184
5.396,-0.551,0.816,-0.186
5.406,-0.551,0.818,-0.184
5.416,-0.553,0.822,-0.180
5.426,-0.551,0.822,-0.180
5.436,-0.549,0.820,-0.180
5.446,-0.553,0.818,-0.182
5.455,-0.559,0.812,-0.184
5.465,-0.561,0.812,-0.186
5.475,-0.561,0.809,-0.182
5.485,-0.559,0.812,-0.182
5.495,-0.561,0.811,-0.182
5.505,-0.559,0.812,-0.182
5.515,-0.562,0.811,-0.178
5.525,-0.566,0.811,-0.182
5.535,-0.561,0.812,-0.182
5.545,-0.559,0.814,-0.182
5.555,-0.559,0.811,-0.184
5.565,-0.555,0.811,-0.178
5.575,-0.553,0.811,-0.180
5.585,-0.553,0.812,-0.182
5.594,-0.555,0.814,-0.180
5.604,-0.557,0.812,-0.180
5.614,-0.559,0.814,-0.178
5.624,-0.557,0.812,-0.180
5.634,-0.561,0.812,-0.184
5.644,-0.557,0.816,-0.182
5.654,-0.559,0.812,-0.182
5.664,-0.559,0.814,-0.180
5.674,-0.559,0.818,-0.182
5.684,-0.557,0.816,-0.186
5.694,-0.553,0.818,-0.180
5.704,-0.553,0.812,-0.184
5.714,-0.551,0.814,-0.182
