Time (s),Resistance (Ω),Stage
1,55520,Calibration
2,61842.1,Calibration
3,60603.45,Calibration
4,54488.19,Calibration
5,53884.55,Calibration
6,60970.54,Calibration
7,65553.51,Calibration
8,59055.65,Calibration
9,59289.34,Calibration
10,70136.98,Calibration
11,70136.98,Calibration
12,65137.61,Calibration
13,61842.1,Calibration
14,66542.05,Calibration
15,70136.98,Calibration
16,65833.34,Calibration
17,65137.61,Calibration
18,63125,Calibration
19,60970.54,Calibration
20,59289.34,Normal
21,57910.45,Normal
22,60970.54,Normal
23,62994.65,Normal
24,61093.75,Normal
25,60725.39,Normal
26,56911.77,Normal
27,61842.1,Normal
28,60725.39,Normal
29,56802.61,Normal
30,56155.09,Normal
31,56262.14,Normal
32,55625,Normal
33,56585.36,Normal
34,56911.77,Normal
35,53785.05,Normal
36,53292.12,Normal
37,51858,Normal
38,52328.77,Normal
39,56155.09,Normal
40,58023.26,Normal
41,59642.86,Normal
42,58478.26,Normal
43,55207,Normal
44,53586.95,Normal
45,52519.08,Normal
46,54184.95,Normal
47,52903.23,Normal
48,52234.04,Normal
49,52519.08,Normal
50,52519.08,Normal
51,50937.5,Normal
52,49868.42,Normal
53,49176.3,Normal
54,51951.59,Normal
55,51486.49,Normal
56,48167.61,Normal
57,46875,Normal
58,51028.31,Normal
59,49005.77,Normal
60,48667.62,Normal
61,49520.35,Normal
62,51486.49,Normal
63,49868.42,Normal
64,49261.94,Normal
65,55625,Normal
66,55000,Normal
67,53194.45,Normal
68,51578.95,Normal
69,49606.98,Normal
70,49090.91,Normal
71,48751.79,Normal
72,49433.96,Normal
73,48416.55,Normal
74,47757.41,Normal
75,47033.43,Normal
76,55625,Normal
77,53984.37,Normal
78,52234.04,Normal
79,50398.23,Normal
80,49520.35,Normal
81,49520.35,Normal
82,50132.16,Normal
83,49433.96,Normal
84,48250.36,Normal
85,52710.57,Normal
86,55520,Normal
87,52903.23,Normal
88,51028.31,Normal
89,49520.35,Normal
90,48836.21,Normal
91,49005.77,Normal
92,48085.11,Normal
93,49347.82,Normal
94,47676.06,Normal
95,47594.94,Normal
96,46875,Normal
97,46560.77,Normal
98,47272.73,Normal
99,46796.12,Normal
100,45114.4,Normal
101,44966.45,Normal
102,44527.3,Normal
103,43112.84,Normal
104,42702.7,Normal
105,42500,Normal
106,44238.41,Normal
107,44238.41,Normal
108,43320.31,Normal
109,48167.61,Normal
110,48920.86,Normal
111,46875,Normal
112,46327.37,Normal
113,45563.09,Normal
114,44600,Normal
115,46019.15,Normal
116,44454.79,Normal
117,44382.47,Normal
118,44023.75,Normal
119,44095.11,Normal
120,45412.72,Normal
121,44527.3,Normal
122,43740.16,Normal
123,50132.16,Normal
124,52519.08,Normal
125,51119.4,Normal
126,48583.69,Normal
127,48167.61,Normal
128,46954.1,Normal
129,46875,Normal
130,46327.37,Normal
131,55207,Normal
132,56585.36,Normal
133,53785.05,Normal
134,50846.95,Normal
135,52234.04,Normal
136,51951.59,Normal
137,49520.35,Normal
138,49520.35,Normal
139,47594.94,Normal
140,49693.87,Normal
141,49781.02,Normal
142,49347.82,Normal
143,47757.41,Normal
144,46954.1,Normal
145,46796.12,Normal
146,46095.89,Normal
147,46327.37,Normal
148,49520.35,Normal
149,50756.68,Normal
150,48667.62,Normal
151,48583.69,Normal
152,49176.3,Normal
153,48085.11,Normal
154,48416.55,Normal
155,49347.82,Normal
156,49090.91,Normal
157,47676.06,Normal
158,47033.43,Normal
159,46404.96,Normal
160,46404.96,Normal
161,46327.37,Normal
162,47112.97,Normal
163,46639,Normal
164,45040.32,Normal
165,44454.79,Normal
166,43740.16,Normal
167,44454.79,Normal
168,44382.47,Normal
169,43389.83,Normal
170,43320.31,Normal
171,43952.57,Normal
172,43250.98,Normal
173,44095.11,Normal
174,46875,Normal
175,46875,Normal
176,45412.72,Normal
177,47676.06,Normal
178,50132.16,Normal
179,49347.82,Normal
180,49005.77,Normal
181,52234.04,Normal
182,53685.85,Normal
183,52806.75,Normal
184,63125,Normal
185,63783.79,Normal
186,61716.29,Normal
187,59406.78,Normal
188,59172.3,Normal
189,59055.65,Normal
190,67556.82,Normal
191,70136.98,Normal
192,72894.73,Normal
193,79215.69,Normal
194,74259.27,Normal
195,74259.27,Normal
196,88201.44,Normal
197,91111.11,Normal
198,92889.45,Normal
199,94731.45,Normal
200,96640.63,Normal
201,111875,Normal
202,115613.5,Normal
203,109736.84,Normal
204,98333.33,Normal
205,96640.63,Normal
206,93670.88,Normal
207,90122.25,Normal
208,86352.94,Normal
209,97480.31,Normal
210,108011.53,Normal
211,97198.95,Normal
212,94731.45,Normal
213,106335.23,Normal
214,92375,Normal
215,91111.11,Normal
216,93148.61,Normal
217,93670.88,Normal
218,89878.05,Normal
219,89878.05,Normal
220,104705.89,Normal
221,99491.98,Normal
222,92375,Normal
223,85011.59,Normal
224,88201.44,Normal
225,95269.92,Normal
226,92375,Normal
227,88201.44,Normal
228,87500,Normal
229,83707.09,Normal
230,85677.57,Normal
231,92375,Normal
232,87966.51,Normal
233,95269.92,Normal
234,92375,Normal
235,92889.45,Normal
236,96919.06,Normal
237,93934.01,Normal
238,90862.06,Normal
239,88201.44,Normal
240,96363.64,Normal
241,96363.64,Normal
242,92631.58,Normal
243,86352.94,Normal
244,84791.67,Normal
245,81202.67,Normal
246,81610.73,Normal
247,79021.74,Normal
248,78064.52,Normal
249,73742.34,Normal
250,74086.25,Normal
251,70610.23,Normal
252,70610.23,Normal
253,70610.23,Normal
254,77687.37,Normal
255,77500,Normal
256,75849.05,Normal
257,73401.22,Normal
258,71573.7,Normal
259,89152.55,Normal
260,101277.17,Stress
261,146896.55,Stress
262,242777.78,Stress
263,435108.69,Stress
264,583478.25,Stress
265,521818.19,Stress
266,2549375,Stress
267,1000000000,Stress
268,2549375,Stress
269,880217.38,Stress
270,1940000,Stress
271,843125,Stress
272,3140000,Stress
273,8180000,Stress
274,2265000,Stress
275,792941.19,Stress
276,1310967.75,Stress
277,1851363.62,Stress
278,3712727.25,Stress
279,5840000,Stress
280,1940000,Stress
281,1269687.5,Stress
282,1067631.62,Stress
283,734545.44,Stress
284,2549375,Stress
285,2549375,Stress
286,1040000,Stress
287,672500,Stress
288,792941.19,Stress
289,843125,Stress
290,521818.19,Stress
291,477500,Stress
292,471764.72,Stress
293,583478.25,Stress
294,543378.37,Stress
295,521818.19,Stress
296,566760.56,Stress
297,489390.25,Stress
298,536000,Stress
299,536000,Stress
300,501875,Stress
301,425638.31,Stress
302,425638.31,Stress
303,650483.87,Stress
304,501875,Stress
305,460689.66,Stress
306,365688.06,Stress
307,346086.97,Stress
308,501875,Stress
309,412164.97,Stress
311,407857.13,Stress
311,399500,Stress
312,387572.81,Stress
313,369166.69,Stress
314,501875,Stress
315,558750,Stress
316,445000,Stress
317,501875,Stress
318,501875,Stress
319,629843.75,Stress
320,792941.19,Stress
321,601194.06,Stress
322,748333.38,Stress
323,1851363.62,Stress
324,861276.63,Stress
325,825714.25,Stress
326,620000,Stress
327,1230909.12,Stress
328,1770434.75,Stress
329,942325.56,Stress
330,2037500,Stress
331,1506666.75,Stress
332,920681.81,Stress
334,2398823.5,Stress
334,1851363.62,Stress
335,1269687.5,Stress
336,843125,Stress
337,629843.75,Stress
338,843125,Stress
339,843125,Stress
340,629843.75,Stress
341,629843.75,Stress
342,1013750,Stress
343,1040000,Stress
344,843125,Stress
345,792941.19,Stress
346,825714.25,Stress
347,942325.56,Stress
348,1355000,Stress
349,1160000,Stress
350,8180000,Stress
351,1770434.75,Stress
352,1269687.5,Stress
353,1067631.62,Stress
354,1565000,Stress
355,2549375,Stress
356,5840000,Stress
357,2549375,Stress
358,40940000,Stress
359,4085000,Stress
360,20465000,Stress
361,1000000000,Stress
362,6815000,Stress
363,1000000000,Stress
364,1000000000,Stress
365,1000000000,Stress
366,1000000000,Stress
367,1000000000,Stress
368,1000000000,Stress
369,1000000000,Stress
370,1000000000,Stress
371,1000000000,Stress
372,1000000000,Stress
373,1000000000,Stress
374,1000000000,Stress
375,1000000000,Stress
376,1000000000,Stress
377,1000000000,Stress
