df_hash,22ZHK4.TRV2GV
408.248,0.990
408.278,1.001
408.308,0.991
408.338,1.000
408.368,0.997
408.398,0.985
408.428,0.989
408.458,0.997
408.488,0.999
408.518,0.993
408.548,0.995
408.578,0.994
408.608,0.986
408.638,0.986
408.668,0.984
408.698,0.989
408.728,0.995
408.758,1.005
408.788,0.995
408.818,0.995
408.848,0.993
408.878,0.984
408.908,1.011
408.938,0.993
408.968,0.980
408.998,0.997
409.028,0.992
409.058,0.998
409.088,1.005
409.118,0.993
409.148,0.999
409.178,0.986
409.208,0.992
409.238,0.998
409.268,0.999
409.298,0.997
409.328,0.998
409.358,0.991
409.388,0.996
409.418,0.996
409.448,0.995
409.478,0.993
409.508,0.996
409.538,0.988
409.568,0.985
409.598,1.003
409.628,1.005
409.658,1.000
409.688,0.993
409.718,1.008
409.748,1.002
409.778,0.985
409.808,0.989
409.838,0.990
409.868,0.988
409.898,0.995
409.928,0.991
409.958,0.998
409.988,0.987
410.018,0.988
410.048,0.995
410.078,0.991
410.108,0.993
410.138,0.988
410.168,0.996
410.198,0.986
410.228,0.982
410.258,0.992
410.288,0.986
410.318,0.982
410.348,0.994
410.378,0.983
410.408,0.992
410.438,0.998
410.468,0.979
410.498,0.989
410.528,0.978
410.558,0.982
410.588,0.992
410.618,0.994
410.648,0.985
410.678,0.994
410.708,0.995
410.738,0.987
410.768,0.985
410.798,0.991
410.828,0.987
410.858,0.981
410.888,0.990
410.918,0.997
410.948,0.995
410.978,0.982
411.008,0.991
411.038,0.977
411.068,0.992
411.098,0.981
411.128,0.991
411.158,1.005
411.188,0.987
411.218,0.997
411.248,0.983
411.278,0.986
411.308,0.986
411.338,0.971
411.368,0.983
411.398,1.007
411.428,1.005
411.458,0.981
411.488,0.979
411.518,0.985
411.548,0.953
411.578,0.963
411.608,0.988
411.638,1.005
411.668,0.992
411.698,0.990
411.728,0.990
411.758,0.964
411.788,0.964
411.818,1.007
411.848,1.016
411.878,0.996
411.908,0.998
411.938,1.007
411.968,0.999
411.998,1.002
412.028,0.985
412.058,0.975
412.088,0.918
412.118,0.950
412.148,0.969
412.178,0.939
412.208,0.973
412.238,0.954
412.268,1.003
412.298,1.011
412.328,0.976
412.358,0.971
412.388,0.976
412.418,0.987
412.448,1.006
412.478,1.023
412.508,1.008
412.538,0.963
412.568,1.013
412.598,1.006
412.628,0.986
412.658,1.007
412.688,1.002
412.718,0.961
412.748,0.979
412.778,0.988
412.808,0.977
412.838,1.001
412.868,0.970
412.898,0.981
412.928,1.007
412.958,0.965
412.988,0.986
413.018,0.980
413.048,0.972
413.078,0.981
413.108,0.995
413.138,0.993
413.168,0.974
413.198,0.980
413.228,0.978
413.258,0.983
413.288,0.991
413.318,0.991
413.348,0.978
413.378,0.982
413.408,1.002
413.438,0.996
413.468,0.986
413.498,0.979
413.528,0.992
413.558,0.972
413.588,0.985
413.618,0.987
413.648,0.976
413.678,0.990
413.708,0.979
413.738,0.978
413.768,0.987
413.798,0.982
413.828,0.968
413.858,0.996
413.888,0.977
413.918,0.979
413.948,0.985
413.978,0.983
414.008,0.977
414.038,0.984
414.068,0.998
414.098,0.979
414.128,0.987
414.158,0.993
414.188,0.989
414.218,0.990
414.248,0.979
414.278,0.988
414.308,0.992
414.338,0.978
414.368,0.987
414.398,0.984
414.428,0.976
414.458,0.984
414.488,0.990
414.518,0.984
414.548,0.971
414.578,0.980
414.608,0.987
414.638,0.979
414.668,0.975
414.698,0.974
414.728,0.970
414.758,0.980
414.788,0.981
414.818,0.977
414.848,0.966
414.878,0.989
414.908,0.972
414.938,0.955
414.968,0.996
414.998,0.994
415.028,0.956
415.058,0.997
415.088,1.010
415.118,0.994
415.148,0.998
415.178,0.977
415.208,0.989
415.238,0.997
415.268,1.008
415.298,0.991
415.328,0.972
415.358,0.964
415.388,0.953
415.418,0.960
415.448,0.969
415.478,0.982
415.508,0.975
415.538,0.977
415.568,0.982
415.598,0.977
415.628,0.978
415.658,0.991
415.688,0.981
415.718,0.978
415.748,0.997
415.778,0.993
415.808,0.978
415.838,0.980
415.868,0.972
415.898,0.984
415.928,0.977
415.958,0.971
415.988,0.967
416.018,0.970
416.048,0.986
416.078,0.987
416.108,0.972
416.138,0.989
416.168,0.985
416.198,0.978
416.228,0.959
416.258,0.977
416.288,0.988
416.318,1.020
416.348,1.002
416.378,0.968
416.408,0.974
416.438,0.958
416.468,0.966
416.498,1.004
416.528,0.969
416.558,0.945
416.588,0.959
416.618,0.951
416.648,0.946
416.678,0.955
416.708,0.966
416.738,0.976
416.768,0.977
416.798,0.984
416.828,0.981
416.858,0.983
416.888,0.981
416.918,1.005
416.948,1.000
416.978,0.985
417.008,0.992
417.038,1.006
417.068,1.004
417.098,1.010
417.128,1.002
417.158,0.993
417.188,0.991
417.218,0.984
417.248,0.972
417.278,0.976
417.308,0.977
417.338,0.975
417.368,0.977
417.398,0.976
417.428,0.974
417.458,0.990
417.488,0.979
417.518,0.966
417.548,0.979
417.578,0.987
417.608,0.983
417.638,0.972
417.668,0.987
417.698,0.993
417.728,0.986
417.758,0.971
417.788,0.997
417.818,0.982
417.848,0.981
417.878,0.979
417.908,0.990
417.938,0.980
417.968,0.971
417.998,0.982
418.028,0.983
418.058,0.979
418.088,0.978
418.118,0.986
418.148,0.987
418.178,0.976
418.208,0.981
418.238,0.978
418.268,0.969
418.298,0.968
418.328,0.973
418.358,0.965
418.388,0.977
418.418,0.986
418.448,0.984
418.478,0.981
418.508,0.984
418.538,0.972
418.568,0.980
418.598,0.979
418.628,0.973
418.658,0.990
418.688,0.979
418.718,0.977
418.748,0.981
418.778,0.976
418.808,0.974
418.838,0.977
418.868,0.984
418.898,0.981
418.928,0.986
418.958,0.987
418.988,0.976
419.018,0.982
419.048,0.976
419.078,0.984
419.108,0.978
419.138,0.982
419.168,0.990
419.198,0.988
419.228,0.980
419.258,0.997
419.288,0.989
419.318,0.980
419.348,0.976
419.378,0.974
419.408,0.980
419.438,0.980
419.468,0.981
419.498,0.985
419.528,0.981
419.558,0.970
419.588,0.993
419.618,0.981
419.648,0.979
419.678,0.977
419.708,0.977
419.738,0.988
419.768,0.987
419.798,0.986
419.828,0.966
419.858,1.002
419.888,0.963
419.918,0.975
419.948,0.979
419.978,0.976
420.008,0.958
420.038,0.989
420.068,0.999
420.098,0.989
420.128,0.973
420.158,0.925
420.188,1.001
420.218,0.960
420.248,0.959
420.278,0.992
420.308,1.027
420.338,1.029
420.368,1.000
420.398,0.969
420.428,0.972
420.458,0.961
420.488,1.021
420.518,1.028
420.548,0.980
420.578,0.989
420.608,0.996
420.638,0.991
420.668,0.996
420.698,0.987
420.728,0.989
420.758,0.996
420.788,1.012
420.818,0.985
420.848,0.979
420.878,1.010
420.908,1.003
420.938,0.989
420.968,1.001
420.998,1.000
421.028,1.012
421.058,1.009
421.088,0.979
421.118,0.987
421.148,0.999
421.178,1.012
421.208,1.021
421.238,1.003
421.268,0.980
421.298,0.980
421.328,0.979
421.358,0.991
421.388,1.003
421.418,1.020
421.448,1.019
421.478,1.013
421.508,1.017
421.538,1.005
421.568,0.975
421.598,0.970
421.628,0.999
421.658,0.974
421.688,0.963
421.718,0.979
421.748,0.993
421.778,1.008
421.808,1.026
421.838,1.016
421.868,0.987
421.898,1.004
421.928,1.015
421.958,1.049
421.988,1.079
422.018,1.028
422.048,0.957
422.078,0.971
422.108,0.949
422.138,0.977
422.168,0.945
422.198,0.962
422.228,0.962
422.258,0.997
422.288,1.004
422.318,0.980
422.348,0.976
422.378,1.005
422.408,0.990
422.438,0.982
422.468,0.980
422.498,0.983
422.528,0.992
422.558,0.990
422.588,0.991
422.618,1.011
422.648,1.002
422.678,1.001
422.708,0.985
422.738,0.977
422.768,0.977
422.798,0.989
422.828,0.979
422.858,0.980
422.888,0.991
422.918,1.000
422.948,1.000
422.978,0.989
423.008,0.991
423.038,0.984
423.068,0.979
423.098,0.983
423.128,0.988
423.158,0.993
423.188,0.982
423.218,0.986
423.248,0.991
423.278,0.999
423.308,1.006
423.338,0.996
423.368,0.989
423.398,0.985
423.428,0.985
423.458,0.992
423.488,0.987
423.518,0.983
423.548,0.983
423.578,0.992
423.608,0.984
423.638,0.977
423.668,0.984
423.698,0.988
423.728,0.995
423.758,0.993
423.788,0.996
423.818,0.984
423.848,0.989
423.878,0.988
423.908,0.972
423.938,0.971
423.968,0.986
423.998,0.980
424.028,0.955
424.058,0.957
424.088,0.963
424.118,1.064
424.148,1.040
424.178,1.008
424.208,1.003
424.238,0.980
424.268,0.986
424.298,0.976
424.328,0.992
424.358,0.970
424.388,0.981
424.418,0.995
424.448,0.983
424.478,0.961
424.508,0.982
424.538,0.981
424.568,0.992
424.598,0.986
424.628,0.990
424.658,1.020
424.688,0.997
424.718,0.973
424.748,0.981
424.778,1.004
424.808,1.019
424.838,1.007
424.868,1.001
424.898,1.007
424.928,0.991
424.958,1.030
424.988,1.021
425.018,1.000
425.048,0.994
425.078,1.008
425.108,0.996
425.138,0.976
425.168,0.970
425.198,1.000
425.228,0.992
425.258,0.978
425.288,1.000
425.318,0.975
425.348,0.977
425.378,0.957
425.408,0.948
425.438,0.965
425.468,1.001
425.498,1.001
425.528,0.986
425.558,0.987
425.588,0.999
425.618,0.963
425.648,0.951
425.678,0.979
425.708,0.978
425.738,0.994
425.768,1.002
425.798,0.993
425.828,1.003
425.858,0.993
425.888,0.972
425.918,0.976
425.948,0.935
425.978,0.940
426.008,0.978
426.038,1.032
426.068,1.008
426.098,0.977
426.128,0.946
426.158,0.925
426.188,0.926
426.218,0.974
426.248,0.992
426.278,0.984
426.308,0.995
426.338,1.007
426.368,0.955
426.398,0.967
426.428,0.956
426.458,0.954
426.488,0.972
426.518,1.021
426.548,0.997
426.578,0.967
426.608,1.002
426.638,0.954
426.668,0.932
426.698,0.956
426.728,0.966
426.758,0.958
426.788,0.983
426.818,0.994
426.848,0.975
426.878,0.967
426.908,0.963
426.938,0.965
426.968,0.948
426.998,0.970
427.028,0.966
427.058,0.971
427.088,0.979
427.118,0.978
427.148,0.921
427.178,0.959
427.208,1.007
427.238,0.965
427.268,0.960
427.298,0.958
427.328,0.971
427.358,0.970
427.388,0.961
427.418,0.957
427.448,0.978
427.478,0.983
427.508,0.957
427.538,0.967
427.568,0.976
427.598,0.953
427.628,0.976
427.658,0.983
427.688,0.974
427.718,0.994
427.748,0.966
427.778,0.970
427.808,0.977
427.838,0.970
427.868,0.956
427.898,0.981
427.928,0.981
427.958,0.956
427.988,0.957
428.018,0.966
428.048,0.965
428.078,0.989
428.108,0.995
428.138,0.983
428.168,0.977
428.198,0.982
428.228,0.967
428.258,0.965
428.288,0.971
428.318,0.982
428.348,0.973
428.378,0.978
428.408,0.975
428.438,0.958
428.468,0.966
428.498,0.962
428.528,0.959
428.558,0.989
428.588,0.967
428.618,0.962
428.648,0.982
428.678,0.983
428.708,0.970
428.738,0.985
428.768,1.018
428.798,1.010
428.828,0.962
428.858,0.957
428.888,0.944
428.918,0.931
428.948,0.943
428.978,0.975
429.008,0.976
429.038,0.961
429.068,0.966
429.098,0.977
429.128,0.962
429.158,0.977
429.188,0.980
429.218,0.973
429.248,0.981
429.278,0.975
429.308,0.987
429.338,0.968
429.368,0.926
429.398,0.962
429.428,0.974
429.458,0.928
429.488,0.977
429.518,0.976
429.548,0.952
429.578,0.974
429.608,0.993
429.638,1.002
429.668,1.012
429.698,0.980
429.728,0.948
429.758,0.970
429.788,0.997
429.818,1.022
429.848,1.048
429.878,1.045
429.908,1.021
429.938,0.992
429.968,0.995
429.998,1.020
430.028,0.946
430.058,0.929
430.088,0.940
430.118,0.967
430.148,0.946
430.178,0.913
430.208,0.968
430.238,0.959
430.268,0.970
430.298,0.989
430.328,0.972
430.358,0.975
430.388,0.992
430.418,0.977
430.448,0.961
430.478,0.976
430.508,0.978
430.538,0.947
430.568,0.938
430.598,0.956
430.628,0.965
430.658,0.931
430.688,0.931
430.718,0.945
430.748,0.925
430.778,0.958
430.808,0.967
430.838,0.970
430.868,0.990
430.898,1.009
430.928,1.015
430.958,0.975
430.988,0.935
431.018,0.905
431.048,0.930
431.078,0.980
431.108,1.007
431.138,1.027
431.168,1.035
431.198,1.050
431.228,1.019
431.258,0.968
431.288,0.947
431.318,0.945
431.348,0.942
431.378,0.956
431.408,0.985
431.438,0.985
431.468,0.986
431.498,0.977
431.528,0.963
431.558,0.965
431.588,0.969
431.618,0.967
431.648,0.960
431.678,0.970
431.708,0.969
431.738,0.961
431.768,0.959
431.798,0.982
431.828,0.991
431.858,0.979
431.888,0.970
431.918,0.964
431.948,0.959
431.978,0.966
432.008,0.973
432.038,0.966
432.068,0.976
432.098,0.969
432.128,0.962
432.158,0.959
432.188,0.964
432.218,0.995
432.248,0.965
432.278,0.968
432.308,0.965
432.338,0.964
432.368,0.951
432.398,0.937
432.428,0.960
432.458,0.971
432.488,0.976
432.518,0.978
432.548,0.997
432.578,1.006
432.608,0.998
432.638,0.995
432.668,0.934
432.698,0.904
432.728,0.990
432.758,1.029
432.788,1.020
432.818,0.983
432.848,0.974
432.878,0.943
432.908,0.971
432.938,0.973
432.968,1.000
432.998,0.991
433.028,0.982
433.058,0.976
433.088,0.980
433.118,1.009
433.148,1.004
433.178,0.982
433.208,0.969
433.238,0.999
433.268,0.999
433.298,0.977
433.328,0.951
433.358,0.982
433.388,0.989
433.418,0.988
433.448,0.979
433.478,0.968
433.508,1.003
433.538,0.966
433.568,0.933
433.598,0.987
433.628,1.000
433.658,0.978
433.688,0.976
433.718,1.007
433.748,0.988
433.778,0.999
433.808,1.005
433.838,0.989
433.868,0.999
433.898,0.983
433.928,0.941
433.958,0.933
433.988,0.945
434.018,0.967
434.048,0.996
434.078,0.991
434.108,0.976
434.138,0.990
434.168,1.000
434.198,0.960
434.228,0.950
434.258,0.963
434.288,0.984
434.318,0.986
434.348,0.987
434.378,0.983
434.408,0.980
434.438,0.969
434.468,0.957
434.498,0.948
434.528,0.964
434.558,0.972
434.588,0.964
434.618,0.962
434.648,0.974
434.678,0.977
434.708,0.980
434.738,0.982
434.768,0.979
434.798,0.976
434.828,0.970
434.858,0.968
434.888,0.990
434.918,0.973
434.948,0.969
434.978,0.966
435.008,0.952
435.038,0.950
435.068,0.957
435.098,0.972
435.128,0.968
435.158,0.980
435.188,0.985
435.218,0.978
435.248,0.967
435.278,0.973
435.308,0.970
435.338,0.974
435.368,0.979
435.398,0.975
435.428,0.979
435.458,0.971
435.488,0.968
435.518,0.973
435.548,0.970
435.578,0.967
435.608,0.972
435.638,0.974
435.668,0.970
435.698,0.975
435.728,0.977
435.758,0.991
435.788,0.972
435.818,0.978
435.848,0.971
435.878,0.965
435.908,0.971
435.938,0.973
435.968,0.975
435.998,0.968
436.028,0.978
436.058,0.970
436.088,0.976
436.118,0.971
436.148,0.966
436.178,0.972
436.208,0.973
436.238,0.965
436.268,0.968
436.298,0.977
436.328,0.972
436.358,0.966
436.388,0.972
436.418,0.973
436.448,0.972
436.478,0.969
436.508,0.972
436.538,0.963
436.568,0.979
436.598,0.971
436.628,0.968
436.658,0.967
436.688,0.971
436.718,0.970
436.748,0.977
436.778,0.976
436.808,0.967
436.838,0.973
436.868,0.966
436.898,0.969
436.928,0.967
436.958,0.968
436.988,0.970
437.018,0.973
437.048,0.976
437.078,0.975
437.108,0.969
437.138,0.966
437.168,0.973
437.198,0.975
437.228,0.969
437.258,0.970
437.288,0.974
437.318,0.965
437.348,0.973
437.378,0.985
437.408,0.969
437.438,0.965
437.468,0.971
437.498,0.972
437.528,0.979
437.558,0.976
437.588,0.970
437.618,0.971
437.648,0.968
437.678,0.970
437.708,0.974
437.738,0.970
437.768,0.973
437.798,0.971
437.828,0.972
437.858,0.976
437.888,0.975
437.918,0.972
437.948,0.974
437.978,0.980
438.008,0.977
438.038,0.971
438.068,0.973
438.098,0.981
438.128,0.985
438.158,0.968
438.188,0.967
438.218,0.977
438.248,0.976
438.278,0.974
438.308,0.976
438.338,0.971
438.368,0.975
438.398,0.973
438.428,0.974
438.458,0.979
438.488,0.973
438.518,0.973
438.548,0.972
438.578,0.973
438.608,0.975
438.638,0.977
438.668,0.979
438.698,0.974
438.728,0.966
438.758,0.969
438.788,0.974
438.818,0.987
438.848,0.974
438.878,0.980
438.908,0.974
438.938,0.970
438.968,0.970
438.998,0.972
439.028,0.974
439.058,0.977
439.088,0.979
439.118,0.967
439.148,0.973
439.178,0.970
439.208,0.971
439.238,0.979
439.268,0.980
439.298,0.978
439.328,0.967
439.358,0.970
439.388,0.978
439.418,0.974
439.448,0.975
439.478,0.977
439.508,0.972
439.538,0.971
439.568,0.972
439.598,0.970
439.628,0.983
439.658,0.977
439.688,0.975
439.718,0.971
439.748,0.974
439.778,0.980
439.808,0.979
439.838,0.973
439.868,0.962
439.898,0.971
439.928,0.985
439.958,0.972
439.988,0.969
440.018,0.980
440.048,0.977
440.078,0.959
440.108,0.981
440.138,0.995
440.168,0.992
440.198,0.982
440.228,0.959
440.258,0.963
440.288,0.975
440.318,0.968
440.348,0.966
440.378,0.981
440.408,0.974
440.438,0.957
440.468,0.960
440.498,0.967
440.528,0.971
440.558,0.970
440.588,0.976
440.618,0.971
440.648,0.977
440.678,0.972
440.708,0.964
440.738,0.961
440.768,0.957
440.798,0.958
440.828,0.986
440.858,0.980
440.888,0.975
440.918,0.971
440.948,0.966
440.978,0.974
441.008,0.981
441.038,0.978
441.068,0.972
441.098,0.958
441.128,0.966
441.158,0.967
441.188,0.965
441.218,0.963
441.248,0.968
441.278,0.967
441.308,0.973
441.338,0.980
441.368,0.976
441.398,0.970
441.428,0.972
441.458,0.970
441.488,0.972
441.518,0.971
441.548,0.973
441.578,0.970
441.608,0.964
441.638,0.971
441.668,0.968
441.698,0.971
441.728,0.970
441.758,0.968
441.788,0.971
441.818,0.975
441.848,0.962
441.878,0.973
441.908,0.978
441.938,0.967
441.968,0.965
441.998,0.967
442.028,0.976
442.058,0.963
442.088,0.976
442.118,0.971
442.148,0.975
442.178,0.972
442.208,0.970
442.238,0.969
442.268,0.965
442.298,0.969
442.328,0.967
442.358,0.971
442.388,0.971
442.418,0.971
442.448,0.966
442.478,0.971
442.508,0.970
442.538,0.968
442.568,0.970
442.598,0.979
442.628,0.974
442.658,0.964
442.688,0.963
442.718,0.966
442.748,0.975
442.778,0.971
442.808,0.967
442.838,0.969
442.868,0.968
442.898,0.964
442.928,0.970
442.958,0.963
442.988,0.978
443.018,0.971
443.048,0.962
443.078,0.959
443.108,0.967
443.138,0.967
443.168,0.968
443.198,0.971
443.228,0.967
443.258,0.967
443.288,0.984
443.318,0.964
443.348,0.961
443.378,0.967
443.408,0.968
443.438,0.967
443.468,0.973
443.498,0.976
443.528,0.960
443.558,0.965
443.588,0.967
443.618,0.973
443.648,0.971
443.678,0.972
443.708,0.965
443.738,0.966
443.768,0.969
443.798,0.970
443.828,0.971
443.858,0.968
443.888,0.964
443.918,0.965
443.948,0.968
443.978,0.970
444.008,0.981
444.038,0.972
444.068,0.969
444.098,0.967
444.128,0.966
444.158,0.965
444.188,0.969
444.218,0.972
444.248,0.958
444.278,0.975
444.308,0.970
444.338,0.967
444.368,0.970
444.398,0.966
444.428,0.969
444.458,0.965
444.488,0.972
444.518,0.970
444.548,0.966
444.578,0.965
444.608,0.965
444.638,0.973
444.668,0.971
444.698,0.972
444.728,0.967
444.758,0.973
444.788,0.966
444.818,0.959
444.848,0.974
444.878,0.973
444.908,0.962
444.938,0.963
444.968,0.966
444.998,0.969
445.028,0.969
445.058,0.972
445.088,0.966
445.118,0.971
445.148,0.976
445.178,0.970
445.208,0.973
445.238,0.968
445.268,0.965
445.298,0.967
445.328,0.966
445.358,0.970
445.388,0.965
445.418,0.964
445.448,0.966
445.478,0.969
445.508,0.973
445.538,0.969
445.568,0.968
445.598,0.968
445.628,0.964
445.658,0.965
445.688,0.969
445.718,0.962
445.748,0.974
445.778,0.979
445.808,0.970
445.838,0.963
445.868,0.968
445.898,0.969
445.928,0.971
445.958,0.976
445.988,0.967
446.018,0.968
446.048,0.968
446.078,0.966
446.108,0.967
446.138,0.970
446.168,0.968
446.198,0.969
446.228,0.969
446.258,0.970
446.288,0.968
446.318,0.967
446.348,0.966
446.378,0.968
446.408,0.964
446.438,0.980
446.468,0.979
446.498,0.968
446.528,0.958
446.558,0.961
446.588,0.975
446.618,0.961
446.648,0.963
446.678,0.968
446.708,0.969
446.738,0.971
446.768,0.973
446.798,0.968
446.828,0.968
446.858,0.970
446.888,0.960
446.918,0.967
446.948,0.971
446.978,0.974
447.008,0.966
447.038,0.963
447.068,0.969
447.098,0.974
447.128,0.967
447.158,0.967
447.188,0.972
447.218,0.976
447.248,0.968
447.278,0.962
447.308,0.963
447.338,0.968
447.368,0.967
447.398,0.965
447.428,0.979
447.458,0.968
447.488,0.967
447.518,0.965
447.548,0.975
447.578,0.966
447.608,0.967
447.638,0.974
447.668,0.966
447.698,0.971
447.728,0.968
447.758,0.968
447.788,0.966
447.818,0.968
447.848,0.966
447.878,0.967
447.908,0.966
447.938,0.966
447.968,0.966
447.998,0.972
448.028,0.966
448.058,0.967
448.088,0.963
448.118,0.963
448.148,0.971
448.178,0.971
448.208,0.969
448.238,0.969
448.268,0.966
448.298,0.969
448.328,0.978
448.358,0.970
448.388,0.967
448.418,0.966
448.448,0.968
448.478,0.966
448.508,0.970
448.538,0.969
448.568,0.961
448.598,0.974
448.628,0.968
448.658,0.966
448.688,0.966
448.718,0.967
448.748,0.965
448.778,0.970
448.808,0.970
448.838,0.966
448.868,0.966
448.898,0.964
448.928,0.967
448.958,0.971
448.988,0.971
449.018,0.969
449.048,0.970
449.078,0.970
449.108,0.968
449.138,0.962
449.168,0.982
449.198,0.974
449.228,0.964
449.258,0.963
449.288,0.969
449.318,0.966
449.348,0.974
449.378,0.970
449.408,0.964
449.438,0.974
449.468,0.967
449.498,0.967
449.528,0.970
449.558,0.967
449.588,0.962
449.618,0.969
449.648,0.972
449.678,0.970
449.708,0.968
449.738,0.965
449.768,0.972
449.798,0.971
449.828,0.969
449.858,0.969
449.888,0.974
449.918,0.971
449.948,0.959
449.978,0.960
450.008,0.961
450.038,0.970
450.068,0.971
450.098,0.972
450.128,0.962
450.158,0.972
450.188,0.967
450.218,0.972
450.248,0.972
450.278,0.970
450.308,0.962
450.338,0.958
450.368,0.971
450.398,0.977
450.428,0.972
450.458,0.969
450.488,0.968
450.518,0.975
450.548,0.972
450.578,0.959
450.608,0.961
450.638,0.977
450.668,0.968
450.698,0.963
450.728,0.961
450.758,0.965
450.788,0.974
450.818,0.979
450.848,0.973
450.878,0.967
450.908,0.970
450.938,0.967
450.968,0.970
450.998,0.990
451.028,1.004
451.058,0.970
451.088,0.945
451.118,0.952
451.148,0.959
451.178,0.968
451.208,0.962
451.238,0.969
451.268,0.967
451.298,0.946
451.328,0.938
451.358,0.975
451.388,0.973
451.418,0.964
451.448,1.002
451.478,1.007
451.508,0.967
451.538,0.954
451.568,0.957
451.598,0.957
451.628,0.966
451.658,0.968
451.688,0.982
451.718,0.972
451.748,0.992
451.778,0.978
451.808,0.966
451.838,0.976
451.868,0.999
451.898,0.996
451.928,0.974
451.958,0.954
451.988,0.939
452.018,0.949
452.048,0.990
452.078,1.013
452.108,1.008
452.138,0.991
452.168,0.966
452.198,0.947
452.228,0.948
452.258,0.969
452.288,0.979
452.318,0.979
452.348,0.990
452.378,0.973
452.408,0.967
452.438,0.964
452.468,0.973
452.498,0.976
452.528,0.980
452.558,0.982
452.588,0.970
452.618,0.972
452.648,0.974
452.678,0.975
452.708,0.978
452.738,0.978
452.768,0.971
452.798,0.968
452.828,0.964
452.858,0.969
452.888,0.974
452.918,0.980
452.948,0.971
452.978,0.973
453.008,0.969
453.038,0.971
453.068,0.972
453.098,0.971
453.128,0.978
453.158,0.978
453.188,0.973
453.218,0.963
453.248,0.971
453.278,0.972
453.308,0.977
453.338,0.978
453.368,0.970
453.398,0.973
453.428,0.969
453.458,0.974
453.488,0.970
453.518,0.967
453.548,0.967
453.578,0.967
453.608,0.972
453.638,0.980
453.668,0.970
453.698,0.974
453.728,0.970
453.758,0.973
453.788,0.972
453.818,0.968
453.848,0.977
453.878,0.982
453.908,0.973
453.938,0.970
453.968,0.969
453.998,0.970
454.028,0.977
454.058,0.974
454.088,0.973
454.118,0.973
454.148,0.970
454.178,0.974
454.208,0.970
454.238,0.973
454.268,0.974
454.298,0.970
454.328,0.971
454.358,0.969
454.388,0.969
454.418,0.975
454.448,0.975
454.478,0.972
454.508,0.972
454.538,0.972
454.568,0.973
454.598,0.967
454.628,0.976
454.658,0.979
454.688,0.971
454.718,0.969
454.748,0.970
454.778,0.968
454.808,0.970
454.838,0.976
454.868,0.969
454.898,0.971
454.928,0.963
454.958,0.969
454.988,0.973
455.018,0.978
455.048,0.976
455.078,0.975
455.108,0.977
455.138,0.972
455.168,0.973
455.198,0.974
455.228,0.988
455.258,0.955
455.288,0.940
455.318,0.986
455.348,0.990
455.378,0.971
455.408,0.988
455.438,0.979
455.468,0.972
455.498,0.961
455.528,0.969
455.558,0.967
455.588,0.987
455.618,0.974
455.648,0.970
455.678,0.979
455.708,0.972
455.738,0.971
455.768,0.976
455.798,0.978
455.828,0.970
455.858,0.973
455.888,0.967
455.918,0.966
455.948,0.974
455.978,0.975
456.008,0.975
456.038,0.968
456.068,0.972
456.098,0.979
456.128,0.981
456.158,0.967
456.188,0.966
456.218,0.967
456.248,0.964
456.278,0.976
456.308,0.980
456.338,0.973
456.368,0.974
456.398,0.971
456.428,0.967
456.458,0.979
456.488,0.978
456.518,0.974
456.548,0.964
456.578,0.967
456.608,0.975
456.638,0.977
456.668,0.975
456.698,0.966
456.728,0.979
456.758,0.978
456.788,0.965
456.818,0.972
456.848,0.973
456.878,0.970
456.908,0.973
456.938,0.978
456.968,0.974
456.998,0.967
457.028,0.973
457.058,0.971
457.088,0.975
457.118,0.970
457.148,0.970
457.178,0.976
457.208,0.970
457.238,0.975
457.268,0.981
457.298,0.966
457.328,0.963
457.358,0.976
457.388,0.976
457.418,0.974
457.448,0.975
457.478,0.968
457.508,0.972
457.538,0.970
457.568,0.972
457.598,0.979
457.628,0.973
457.658,0.974
457.688,0.972
457.718,0.971
457.748,0.973
457.778,0.970
457.808,0.971
457.838,0.969
457.868,0.973
457.898,0.972
457.928,0.971
457.958,0.974
457.988,0.976
458.018,0.966
458.048,0.973
458.078,0.976
458.108,0.969
458.138,0.970
458.168,0.972
458.198,0.966
458.228,0.980
458.258,0.978
458.288,0.970
458.318,0.968
458.348,0.978
458.378,0.970
458.408,0.971
458.438,0.974
458.468,0.971
458.498,0.974
458.528,0.974
458.558,0.971
458.588,0.972
458.618,0.972
458.648,0.974
458.678,0.971
458.708,0.973
458.738,0.969
458.768,0.969
458.798,0.969
458.828,0.971
458.858,0.972
458.888,0.973
458.918,0.971
458.948,0.973
458.978,0.978
459.008,0.975
459.038,0.969
459.068,0.967
459.098,0.972
459.128,0.975
459.158,0.978
459.188,0.972
459.218,0.964
459.248,0.961
459.278,0.972
459.308,0.974
459.338,0.974
459.368,0.971
459.398,0.972
459.428,0.974
459.458,0.968
459.488,0.972
459.518,0.975
459.548,0.970
459.578,0.970
459.608,0.974
459.638,0.974
459.668,0.971
459.698,0.972
459.728,0.970
459.758,0.973
459.788,0.968
459.818,0.970
459.848,0.973
459.878,0.965
459.908,0.975
459.938,0.982
459.968,0.969
459.998,0.969
460.028,0.968
460.058,0.973
460.088,0.976
460.118,0.978
460.148,0.966
460.178,0.970
460.208,0.976
460.238,0.975
460.268,0.970
460.298,0.967
460.328,0.971
460.358,0.974
460.388,0.973
460.418,0.967
460.448,0.969
460.478,0.970
460.508,0.970
460.538,0.971
460.568,0.973
460.598,0.975
460.628,0.971
