df_hash,22ZHK4.SJ97MY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.H7NN
person_label,V153
date_time_start,2026-06-08_18-52-11.533000_+03
date_time_start_unix,1780926731.533
date_time_end,2026-06-08_19-10-04.103000_+03
length_difference_noticed,no

time,ppg_ir,ppg_ambient,ppg_red
5.466,197884,168,182284
5.471,197872,168,182275
5.476,197873,169,182268
5.481,197870,169,182279
5.486,197865,170,182270
5.491,197860,170,182277
5.496,197867,169,182275
5.501,197859,171,182280
5.506,197856,168,182271
5.511,197841,168,182258
5.516,197851,168,182254
5.521,197832,169,182239
5.526,197832,170,182259
5.531,197836,171,182249
5.536,197845,168,182249
5.541,197836,168,182264
5.546,197839,171,182246
5.551,197829,168,182252
5.556,197828,168,182239
5.561,197828,169,182229
5.566,197817,170,182217
5.571,197799,168,182221
5.576,197807,168,182197
5.581,197799,168,182209
5.585,197796,169,182189
5.590,197790,169,182181
5.595,197793,168,182181
5.600,197794,168,182208
5.605,197790,169,182186
5.610,197801,169,182189
5.615,197813,170,182167
5.620,197804,171,182178
5.625,197805,168,182189
5.630,197795,168,182178
5.635,197805,169,182190
5.640,197824,169,182209
5.645,197824,168,182195
5.650,197819,168,182209
5.655,197824,168,182206
5.660,197826,169,182212
5.665,197834,169,182199
5.670,197837,170,182204
5.675,197854,168,182219
5.680,197863,168,182211
5.685,197874,168,182223
5.690,197875,170,182241
5.695,197889,168,182241
5.700,197898,169,182243
5.705,197898,169,182239
5.710,197916,170,182249
5.715,197915,168,182247
5.719,197913,168,182257
5.724,197942,168,182261
5.729,197958,169,182252
5.734,197949,170,182261
5.739,197957,168,182277
5.744,197968,169,182273
5.749,197963,170,182292
5.754,197973,171,182303
5.759,197988,168,182287
5.764,197997,168,182303
5.769,198016,168,182309
5.774,198020,169,182318
5.779,198026,169,182312
5.784,198031,169,182312
5.789,198050,168,182345
5.794,198050,168,182343
5.799,198066,169,182350
5.804,198079,169,182352
5.809,198077,169,182357
5.814,198062,170,182355
5.819,198094,168,182370
5.824,198107,168,182362
5.829,198124,168,182382
5.834,198120,169,182378
5.839,198149,168,182385
5.844,198147,168,182399
5.849,198168,169,182405
5.854,198177,170,182403
5.858,198177,170,182403
5.863,198182,168,182425
5.868,198180,168,182436
5.873,198200,168,182429
5.878,198220,169,182449
5.883,198229,172,182425
5.888,198242,168,182446
5.893,198252,168,182453
5.898,198262,168,182454
5.903,198258,169,182465
5.908,198281,169,182461
5.913,198274,170,182445
5.918,198286,171,182455
5.923,198270,168,182437
5.928,198279,168,182432
5.933,198300,170,182423
5.938,198281,168,182406
5.943,198276,168,182373
5.948,198238,168,182375
5.953,198232,169,182319
5.958,198195,170,182287
5.963,198166,171,182247
5.968,198139,168,182210
5.973,198098,168,182159
5.978,198074,168,182124
5.983,198077,168,182105
5.988,197999,168,182069
5.993,197958,169,182046
5.997,197914,170,182012
6.002,197894,171,181977
6.007,197827,168,181955
6.012,197805,168,181930
