df_hash,22ZHK4.SJ97MY
318.799,36.844
319.800,36.844
321.311,36.875
321.945,36.875
322.953,36.875
323.846,36.906
324.870,36.938
326.024,36.938
327.217,36.906
327.950,36.875
329.015,36.844
329.859,36.844
331.022,36.781
331.889,36.812
332.913,36.781
333.850,36.781
334.814,36.719
335.795,36.719
336.927,36.750
338.131,36.781
338.909,36.844
339.835,36.875
340.896,36.844
341.882,36.812
342.918,36.844
344.279,36.844
344.817,36.844
345.787,36.844
346.908,36.875
347.932,36.844
349.022,36.844
349.842,36.812
350.803,36.906
351.935,36.906
352.899,36.875
354.223,36.906
354.820,36.906
356.021,36.812
356.916,36.812
358.020,36.844
358.851,36.781
359.832,36.750
360.750,36.719
361.830,36.688
363.138,36.688
363.888,36.656
364.914,36.656
365.817,36.750
366.829,36.781
367.962,36.750
368.989,36.781
369.837,36.812
370.878,36.812
372.056,36.812
372.886,36.812
374.009,36.875
374.884,36.875
375.811,36.844
376.794,36.812
377.907,36.781
378.883,36.781
380.102,36.812
380.885,36.875
381.808,36.906
382.879,36.938
383.855,36.906
384.829,36.906
386.096,36.969
386.779,36.938
387.922,36.969
389.026,36.969
389.852,36.938
390.827,36.844
391.800,36.812
392.920,36.781
393.898,36.781
394.871,36.781
395.946,36.812
396.876,36.844
397.795,36.875
398.870,36.781
399.851,36.750
400.818,36.781
401.793,36.812
402.768,36.844
403.791,36.812
404.863,36.812
405.847,36.750
406.863,36.750
407.789,36.719
409.011,36.844
409.886,36.875
411.104,36.844
411.835,36.844
412.956,36.812
413.884,36.844
414.908,36.844
415.981,36.875
416.808,36.875
417.782,36.875
418.806,36.875
419.880,36.906
420.860,36.875
421.828,36.875
423.003,36.875
423.924,36.906
424.919,36.844
425.826,36.844
426.949,36.812
427.823,36.812
429.042,36.781
430.032,36.781
430.846,36.812
431.821,36.844
432.796,36.875
433.772,36.844
434.843,36.938
435.916,36.906
436.842,36.875
437.827,36.875
438.792,36.875
439.933,36.875
440.985,36.844
442.009,36.844
442.789,36.844
443.915,36.844
444.901,37.000
445.909,37.031
446.835,37.062
447.815,37.031
448.834,37.031
449.907,37.031
451.069,37.062
451.859,37.062
452.831,37.062
453.825,37.000
454.903,36.875
455.854,36.875
456.887,36.844
457.809,36.844
458.827,36.875
459.907,36.875
460.826,36.844
461.966,36.844
462.827,36.844
463.950,36.875
464.824,36.875
465.904,36.906
466.876,36.875
467.943,36.906
468.812,36.906
469.803,36.906
470.870,36.906
471.843,36.906
472.825,36.875
473.793,36.875
474.777,36.875
476.038,36.875
476.913,36.875
477.887,36.844
478.817,36.844
479.839,36.844
481.007,36.875
481.836,36.875
482.835,36.844
484.325,36.844
484.910,36.844
485.901,36.844
486.857,36.875
487.835,36.875
488.807,36.906
489.785,36.906
490.946,36.875
491.903,36.781
492.853,36.812
493.828,36.844
494.804,36.844
495.876,36.844
496.896,36.875
498.315,36.875
498.800,36.844
499.775,36.812
500.896,36.844
501.871,36.906
502.798,36.906
503.870,36.875
504.796,36.844
505.889,36.812
506.879,36.812
507.825,36.812
508.794,36.812
509.966,36.812
510.746,36.781
511.865,36.812
512.935,36.812
513.835,36.812
514.790,36.875
515.939,36.875
516.886,36.844
517.812,36.875
518.787,36.906
520.059,36.906
520.737,36.875
521.863,36.875
522.833,36.875
523.813,36.875
524.784,36.844
526.054,36.812
526.733,36.844
528.098,36.844
528.834,36.781
529.804,36.812
530.781,36.750
531.851,36.750
532.979,36.750
533.801,36.750
534.776,36.750
535.751,36.781
536.872,36.781
537.847,36.750
538.833,36.812
539.844,36.812
540.822,36.875
541.942,36.969
542.868,36.875
543.846,36.875
544.769,36.875
545.745,36.875
546.888,36.875
547.922,36.875
548.816,36.906
549.795,36.875
551.057,36.938
551.745,36.844
552.864,36.938
553.837,36.938
554.812,36.906
555.835,36.906
556.882,36.906
557.985,36.906
558.808,36.906
559.913,36.906
560.905,36.875
561.782,36.875
562.855,36.906
563.832,36.906
564.805,36.906
565.784,36.906
566.755,36.906
567.876,36.875
568.932,36.875
569.868,36.969
570.998,37.062
571.776,37.062
572.997,37.062
573.868,37.031
574.944,37.031
575.827,37.094
576.797,37.125
577.869,37.094
578.747,37.125
579.822,37.000
580.794,36.906
581.769,36.875
582.764,36.875
583.869,36.906
584.889,36.969
585.823,36.844
586.745,36.844
587.962,36.844
588.985,36.844
589.861,36.844
590.842,36.844
591.783,36.875
592.779,36.875
593.907,36.875
594.833,36.844
595.813,36.938
596.784,36.906
597.758,36.938
598.744,36.938
599.855,36.906
600.780,36.938
601.906,36.969
602.776,36.938
603.954,36.906
605.025,36.875
605.948,36.875
606.781,36.906
607.908,36.906
608.801,36.875
610.140,36.938
610.823,36.969
611.800,36.938
613.165,36.969
613.994,36.969
614.966,36.938
615.849,36.969
616.782,36.906
617.866,36.906
618.868,36.906
619.841,36.875
620.819,36.875
621.795,36.906
622.772,36.906
623.932,36.969
624.969,36.969
625.788,36.906
626.951,36.969
628.180,36.969
628.713,36.938
629.840,36.969
630.810,36.938
631.736,36.906
633.150,36.875
633.735,36.844
634.953,36.844
635.880,36.875
636.806,36.875
637.791,36.875
638.756,36.906
639.877,36.938
640.852,36.938
641.778,36.969
643.194,37.000
643.728,36.969
644.849,36.969
645.829,36.969
646.799,36.969
647.774,36.938
648.700,36.875
649.926,36.875
650.857,36.844
651.820,36.844
653.185,36.844
653.721,36.875
654.843,36.844
655.868,36.844
656.847,36.844
657.772,36.844
658.746,36.875
659.912,36.906
660.887,36.906
661.856,36.875
662.788,36.906
663.763,36.906
664.885,36.906
665.817,36.906
666.786,36.969
667.807,36.938
668.736,36.938
669.856,36.906
670.832,36.906
671.807,36.906
672.830,36.875
673.756,36.906
674.926,36.875
675.855,36.875
676.779,36.875
677.763,36.844
678.751,36.875
679.850,36.844
680.825,36.844
682.046,36.844
682.784,36.875
683.750,36.844
685.020,36.875
685.849,36.844
686.922,36.875
687.819,36.875
688.726,36.875
689.844,36.875
690.821,36.844
691.891,36.875
692.768,36.875
693.901,36.875
694.864,36.875
695.840,36.875
696.815,36.906
697.768,36.906
698.716,36.938
699.739,36.844
700.904,36.844
701.792,36.812
702.762,36.812
703.786,36.812
704.907,36.812
705.837,36.781
707.052,36.781
707.832,36.781
708.855,36.750
709.934,36.844
710.951,36.844
711.926,36.844
712.812,36.875
713.779,36.875
714.858,36.875
715.831,36.844
716.956,36.844
717.874,36.875
718.967,36.875
720.029,36.906
720.852,36.969
721.822,37.031
722.818,37.031
723.723,37.031
725.003,37.062
725.832,37.125
726.795,37.125
727.770,37.094
728.752,37.094
729.746,37.094
730.841,37.031
731.828,36.969
732.791,36.969
733.770,37.094
734.791,37.031
735.964,36.969
736.802,36.969
737.767,37.000
738.929,37.000
739.718,36.969
740.834,36.938
741.809,36.969
742.784,36.969
743.766,36.844
744.739,36.875
745.955,36.875
746.784,36.875
747.902,36.844
748.753,36.844
749.855,36.844
750.703,36.875
751.803,36.875
752.778,36.875
753.757,36.875
754.731,36.875
755.853,36.875
756.852,36.875
757.799,37.000
758.774,37.000
759.705,37.000
760.821,37.000
761.841,36.969
762.771,36.969
763.746,36.969
764.726,37.000
765.992,37.000
766.836,37.000
767.841,36.906
768.772,36.906
769.764,36.938
770.814,36.938
771.789,36.906
772.864,36.938
773.788,36.938
774.757,36.969
775.836,36.906
776.811,36.906
777.785,36.875
778.761,36.906
779.979,36.844
780.710,36.844
781.833,36.844
782.807,36.812
783.782,36.812
784.776,36.812
785.829,36.844
786.807,36.875
787.828,36.875
788.804,36.875
789.729,36.906
791.096,36.938
791.828,36.938
792.800,36.969
793.775,36.938
794.755,36.938
795.974,36.938
796.797,36.906
797.821,36.875
798.747,36.875
799.722,36.875
800.697,36.875
801.818,36.875
802.794,36.844
803.769,36.875
804.768,36.844
805.721,36.875
806.889,36.938
807.814,36.906
808.751,36.906
809.716,36.906
810.691,36.906
811.812,36.875
812.967,36.875
813.772,36.938
814.737,36.969
815.711,36.969
816.833,36.938
817.836,36.969
818.785,36.969
819.758,37.000
820.734,37.031
821.814,37.062
822.926,37.062
823.761,37.000
824.730,36.969
825.705,36.906
826.829,36.906
827.810,36.875
828.776,36.875
829.702,36.875
830.732,36.844
831.848,36.844
832.971,36.812
833.772,36.750
834.724,36.781
835.845,36.812
836.820,36.844
837.802,36.812
838.777,36.812
839.745,36.812
840.719,36.875
841.841,36.875
842.815,36.875
844.037,36.906
844.766,36.938
845.789,36.938
846.813,36.969
847.847,36.938
848.795,36.969
849.751,36.938
850.713,36.938
851.839,36.875
852.809,36.875
853.784,36.875
854.908,36.844
855.883,36.875
857.013,36.812
858.032,36.844
858.805,36.812
859.732,36.812
860.725,36.844
861.828,36.875
862.810,36.875
863.777,36.875
864.758,36.875
865.728,36.875
866.849,36.906
867.933,36.844
868.701,36.906
869.757,36.938
870.848,36.938
871.736,36.938
872.798,36.938
873.778,36.938
874.746,36.906
875.753,36.906
876.715,36.875
877.821,36.969
878.792,36.906
879.794,36.875
880.747,36.844
881.717,36.781
882.987,36.750
883.772,36.750
884.794,36.781
885.731,36.812
886.702,36.844
887.837,36.844
888.786,36.875
889.765,36.844
890.735,36.875
891.714,36.875
892.783,36.875
893.907,36.875
894.736,36.875
896.062,36.875
896.705,36.875
897.806,36.781
898.779,36.812
899.755,36.844
900.729,36.812
901.704,36.844
902.825,36.875
903.812,36.969
904.812,36.969
1046.725,36.656
1047.838,36.656
1048.767,36.688
1049.740,36.656
1050.720,36.625
1051.690,36.656
1052.801,36.625
1053.737,36.625
1055.007,36.594
1055.689,36.625
1056.665,36.625
1057.788,36.625
1058.760,36.625
1059.735,36.656
1060.708,36.625
1061.832,36.625
1062.756,36.594
1063.828,36.625
1064.754,36.625
1065.751,36.594
1066.704,36.531
