df_hash,22ZHK4.SJ97MY
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.H7NN
person_label,V153
date_time_start,2026-06-08_18-52-11.533000_+03
date_time_start_unix,1780926731.533
date_time_end,2026-06-08_19-10-04.103000_+03
length_difference_noticed,no

time,spo2
34.443,95
37.561,95
38.438,96
39.316,96
50.455,96
64.661,95
66.714,95
71.538,95
73.927,95
75.193,95
76.022,95
79.631,94
87.330,94
96.250,94
96.979,94
100.346,95
102.150,95
102.879,95
104.294,95
111.996,95
112.824,96
121.135,96
124.870,96
125.646,96
129.155,96
137.394,96
138.124,96
141.292,96
143.782,96
149.286,96
155.234,96
155.279,96
159.472,96
160.303,96
162.108,96
162.987,96
163.274,96
165.520,96
166.296,96
167.275,96
168.932,96
170.687,96
171.662,96
172.495,96
172.685,96
174.975,95
175.905,95
176.728,95
177.608,95
178.489,95
179.416,95
180.292,95
181.172,95
182.686,95
183.702,95
184.434,95
185.554,95
186.428,95
187.358,95
187.992,95
188.829,95
190.380,95
191.353,95
192.184,95
193.107,95
193.984,95
194.670,95
195.450,95
196.525,95
197.305,95
198.132,95
199.008,95
199.788,95
202.368,95
203.201,95
209.977,95
215.974,95
216.899,95
217.723,95
218.556,95
223.333,95
224.307,95
224.942,94
225.820,94
226.645,94
229.141,94
229.574,94
235.474,94
239.757,94
242.197,94
250.872,94
259.900,94
262.527,94
263.369,94
264.183,94
265.349,95
265.934,95
266.814,94
267.598,95
268.375,95
269.205,95
269.934,95
270.958,95
271.835,95
272.661,95
279.494,95
280.367,95
280.952,95
281.826,95
284.432,95
285.826,95
292.310,95
293.773,95
295.539,95
296.217,95
297.037,95
297.668,95
298.504,95
301.083,96
301.864,96
302.108,96
313.565,96
314.328,96
321.411,96
325.896,96
328.821,95
334.527,96
338.421,96
342.665,95
343.494,95
344.468,95
344.680,95
346.178,95
347.981,95
357.340,95
362.847,95
363.640,95
364.650,95
365.673,95
366.502,95
370.257,95
371.085,95
372.110,95
372.987,95
373.860,95
374.450,95
375.472,95
376.252,95
378.933,95
380.785,95
381.614,95
382.492,94
383.463,95
384.254,95
385.320,94
387.089,94
393.996,95
394.827,95
395.605,95
396.626,95
397.997,95
404.335,95
405.013,95
405.744,95
414.125,94
416.614,94
417.346,95
422.429,94
423.241,94
424.268,94
424.853,94
426.657,95
427.531,95
428.367,95
429.142,95
430.215,95
444.450,95
447.374,95
450.882,94
454.199,95
459.171,95
465.605,94
469.750,94
470.624,94
471.505,94
472.431,95
473.454,94
474.235,94
479.793,94
483.201,94
486.616,94
489.103,95
490.321,94
490.663,94
491.492,94
497.191,94
502.119,94
502.947,94
503.727,95
504.556,94
505.286,94
512.014,94
512.797,95
513.573,95
516.791,95
517.573,95
518.307,95
520.103,95
520.401,95
523.616,95
536.599,94
542.039,94
543.897,94
548.282,94
550.720,94
551.647,94
564.487,94
565.344,94
567.300,93
578.459,92
582.704,93
585.234,94
586.156,94
586.844,94
588.451,94
589.181,93
589.963,93
590.792,93
591.571,94
610.969,94
612.581,94
634.566,94
653.236,94
655.142,94
657.673,94
674.298,94
674.687,94
678.537,95
679.239,95
681.805,95
682.634,95
685.949,95
693.941,95
697.500,95
705.544,95
711.195,95
719.827,94
722.798,94
729.427,93
736.259,93
736.889,93
738.009,94
738.738,94
739.521,94
740.399,94
741.282,94
742.154,94
743.081,94
744.002,94
744.887,94
745.907,94
746.740,94
751.952,95
753.462,95
761.607,95
764.190,95
765.018,95
765.842,95
766.576,95
767.552,96
770.281,96
771.063,96
775.542,97
776.472,98
783.202,98
801.631,98
804.114,98
804.990,98
805.867,98
809.768,98
818.416,98
818.700,98
821.415,98
882.158,93
883.572,93
886.591,93
